DOY2,HR2,USTAR,TA,WS,FC,H,LE,G,RH,PA,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT
2,14.25,0.12775,-0.0149999999999999,0.907,-12.43655,-4,-9.5,-21.05,26.5875,99.601,0,18.975,59.975,25.875,5.975,3.975,212.975,318.875
2,14.75,0.0972,0.0850000000000001,0.848,-8.718375,-7.2,7.725,-21.025,25.9775,99.595975,0,15.975,53,24.9,5,3,213.975,316.875
2,15.25,0.109,0.19,0.64925,-6.71515,-4.75,-17,-21.075,25.0875,99.595975,0,9.95,44.85,18.975,4.95,3,211.975,315.95
2,15.75,0.0969,0,0.64975,-5.313025,-5,-9.2,-23.075,25.9925,99.595975,0,6,35.925,13.975,3,3,209.975,315
2,16.25,0.072825,0.0925,0.55325,-5.176275,-11.875,1.4,-24.1,28.2975,99.598475,0,-16.05,26.825,11.9,2.975,2,210.925,314
2,16.75,0.076625,-0.3025,0.436,-3.859775,-22.9,-10,-24.15,29.4,99.5,0,-55.05,14,6,1,1,212.825,311.925
2,17.25,0.0405,-0.5125,0.7065,-6.758,-40,-9.5,-31,31.185,99.495025,0,-91.05,4,1,0,0,212.875,306
2,17.75,0.0269,-0.635,0.49975,-5.6782,-42.4,-14.05,-32.075,34.17,99.4975,0,-102.1,0,0,0,0,213.975,303.85
2,18.25,0.014375,-0.65,0.28975,-4.0336,-42.8,-7,-36.025,38.3175,99.598475,0,-103.075,0,0,0,0,212,297.975
2,18.75,0.02,-1.34,0.31975,-3.551525,-41.4,-17.225,-40.025,39.925,99.598475,0,-101.1,0,0,0,0,209.9,296
2,19.25,0.016725,-1.735,0.169,-4.845875,-38.875,-11.5,-43.025,46.44,99.601,0,-99.075,0,0,0,0,207,294.975
2,19.75,0.015,-2.5175,0.149,-1.539125,-45.1,-12.3,-44.05,46.4225,99.697525,0,-98.025,0,0,0,0,206.85,292
2,20.25,0.0356,-3,0.2885,-7.063625,-42,-36,-47,45.93,99.801,0,-98.05,0,0,0,0,206.825,289.975
2,20.75,0.0315,-3.025,0.26775,-4.089475,-49.4,-6.75,-49,46.645,99.897525,0,-97,0,0,0,0,207.775,288
2,21.25,0.01,-3.0325,0.14975,-5.3172,-49.45,-11.75,-49.025,48.2075,99.9,0,-104,0,0,0,0,197.95,287
2,21.75,0.0158,-3.0375,0.2,-6.4786,-54.75,-22.475,-51,49.7625,99.9,0,-102.025,0,0,0,0,202.875,286
2,22.25,0.0257,-3.045,0.12975,-3.1154,-61.3,-11.5,-51.025,48.7475,99.9,0,-102.025,0,0,0,0,203.975,286
2,22.75,0.02,-3.8275,0.09,-3.800525,-48.775,-7.9,-52.025,50.6775,99.9,0,-104.025,0,0,0,0,203.85,284.95
2,23.25,0.03955,-4.03,0.11,-3.10725,-61.425,-21.725,-52.05,53.735,99.9,0,-106,0,0,0,0,205.775,284
2,23.75,0.01695,-4.1275,0.08,-3.210575,-53.475,-7.6,-53.025,53.7975,99.897525,0,-106.05,0,0,0,0,203.8,283.975
3,0.25,0.01765,-1.925,0.11,-4.8656,-62.3,-11.9,-57.875,42.775,99.601,0,-104.5,0,0,0,0,217.25,294.875
3,0.75,0.020625,-2.1625,0.155,-2.2765,-60.75,-20.025,-60.25,44.775,99.601,0,-104.375,0,0,0,0,219.75,293.75
3,1.25,0.04435,-2.225,0.08625,-1.98845,-63.825,-24.15,-60.25,45.425,99.638125,0,-102.25,0,0,0,0,221,292.75
3,1.75,0.0478,-2.525,0.14875,-10.760875,-64.025,-23.375,-59.625,44.95,99.638125,0,-107,0,0,0,0,224.125,292.375
3,2.25,0.018,-2.35,0.08125,-4.56175,-58,-34.2,-59,45.9125,99.601,0,-105.875,0,0,0,0,227.875,292
3,2.75,0.0417,-2.8375,0.04875,-2.4527,-55,-7,-59,46.9125,99.601,0,-105,0,0,0,0,226.75,291.375
3,3.25,0.0315,-2.9375,0.06125,-5.766875,-52.15,-7,-59,48.5875,99.601,0,-105.875,0,0,0,0,222.125,290.5
3,3.75,0.03225,-3.075,0.1175,-6.414325,-50,-5.05,-58.625,48.975,99.537875,0,-104.5,0,0,0,0,223.75,289.5
3,4.25,0.03165,-3.2875,0.13375,-6.4645,-51.2,-14.6,-58.25,50.6875,99.537875,0,-105.5,0,0,0,0,220.875,288.875
3,4.75,0.052,-3.1875,0.15125,-13.31975,-38,-19.85,-57.875,51.3875,99.537875,0,-106.5,0,0,0,0,218.875,288.5
3,5.25,0.073125,-3.6375,0.185,-5.5452,-40.6,-31.525,-57.5,50.9125,99.475375,0,-106,0,0,0,0,216.5,287.5
3,5.75,0.032,-3.5625,0.13,-14.917375,-45.2,-5.75,-58.5,49.575,99.475375,0,-104.875,0,0,0,0,214.75,286.75
3,6.25,0.020375,-3.7125,0.12375,-3.7922,-52.075,-14.4,-59.125,49.875,99.475375,0,-96.625,1,0,0,0,214.375,288.375
3,6.75,0.03615,-2.925,0.1,-7.0505,-27,-88.35,-55.125,50.075,99.475375,0,-76.625,7,3.375,1,1,213.375,296.375
3,7.25,0.029775,-1.1,0.19125,-8.226525,-15.1,-11.05,-49.625,47.7875,99.475375,0,-27.25,32.5,16.125,3,4,213.75,311.125
3,7.75,0.0468,1.0375,0.45375,-9.51075,-12.025,2.125,-38.75,45.9,99.475375,0,12.875,54,25.125,5,6,212,321.75
3,8.25,0.0905,2.325,0.87875,-12.044775,-9.1,-0.399999999999999,-26.625,42.475,99.475375,0,21.5,72.875,32.25,6.125,7,213.125,330
3,8.75,0.086975,3.0125,0.96,-9.1816,0.0249999999999999,16.8,-19,39.7,99.475375,0,30.625,97,45,7.125,9,216.125,335.375
3,9.25,0.148175,4.3,1.15125,-10.4778,0.925,22.5,-12.625,36.9875,99.475375,0,36.25,101.875,47,13,8.875,219,345
3,9.75,0.132275,5.2,1.0425,-8.0595,12.775,30.8,-6.5,34.675,99.475375,0,31.75,96.75,43,8.875,7.25,217.625,346.375
3,10.25,0.10125,5.625,1.08375,-8.527,3,35.625,-4.25,32.4875,99.475375,0,43.375,122,56.125,11.375,9.125,223.375,344.5
3,10.75,0.159225,5.7875,1.2,-10.163875,7,24.6,-5,31.4,99.4375,0,54.125,173.75,81,14.375,13.375,225.125,347.375
3,11.25,0.132925,5.7,1.18625,-9.63875,11,32.975,-3,29.8125,99.4375,0,54,165.875,77.375,18,13,227.5,347.375
3,11.75,0.10575,5.7375,1.325,-7.2131,8.025,24.975,-2.625,27.825,99.4375,0.0075,53.875,173.875,80.375,16.5,12.5,230.125,344.5
3,12.25,0.121125,5.55,1.36375,-6.3345,-3.95,11,-5.625,29.1,99.4,0.03875,62.125,188.125,76.375,16.375,10.5,231.75,344
3,12.75,0.12875,5.525,1.29,-8.9426,16.075,22.15,-4,28.1,99.338125,0.02625,50.125,160.75,63.875,12.375,10,233,347
3,13.25,0.1074,5.9375,1.3325,-12.5038,7.925,17.9,-2.75,26.875,99.301,0,46.875,142.75,66.375,13.75,11.125,235,346.375
3,13.75,0.123625,6.0125,1.29375,-7.2858,3.775,29,-4.625,27.1,99.301,0,37.75,127.625,59.375,9.75,8.75,236.5,348.375
3,14.25,0.15185,6.0375,1.0825,-7.6902,7.85,15.75,-0.625,26.325,99.237875,0,32.875,108.75,50.125,8.375,7.5,236.875,350.5
3,14.75,0.1327,6.075,1.175,-14.16885,-5.95,17.8,-1,24.9875,99.237875,0.01875,21.75,86.125,40.25,8.375,6,235,353
3,15.25,0.131,6.1875,1.15375,-6.0991,-3,18,-2,24.2875,99.237875,0,25.375,84.5,34.125,7.75,4.75,234.375,352.125
3,15.75,0.11005,6.2875,1.39,-6.161125,-10.9,10.15,-2.625,23.35,99.237875,0.01125,18.5,88.875,39.5,9.75,6.75,232.125,350.75
3,16.25,0.119,6.15,1.3275,-4.5643,-12,10,-4.625,23.725,99.2,0.1575,11.75,58.125,27.75,7,4.75,230,345.375
3,16.75,0.138,6.0125,0.98375,-4.13095,-26.925,2,-11.625,24.7625,99.237875,0,-9,43.625,19.875,4,4,228.375,340.375
3,17.25,0.08615,5.775,0.94375,-1.95325,-43.75,0,-17,26.7875,99.301,0,-56.25,19.75,8.75,2,2,226.375,336.375
3,17.75,0.05,5.1625,0.67125,0.0757,-56.875,-3,-27.875,29.7,99.301,0,-99.25,4.75,1.375,1,0.375,224.375,329.875
3,18.25,0.035075,4.4875,0.4075,-1.22415,-64.5,-3.9,-36.875,32.1875,99.301,0,-111.75,0,0,0,0,225.375,321.875
3,18.75,0.0215,3.7125,0.14125,-0.6411,-48,-2.025,-44,35.7,99.301,0,-109.625,0,0,0,0,222.75,316.75
3,19.25,0.01975,3.2375,0.1475,-2.022,-49.85,-5.925,-49.25,37.6875,99.338125,0,-105.625,0,0,0,0,221.75,312.125
3,19.75,0.03295,2.525,0.15375,-1.57935,-54.4,-4.025,-51,38.5875,99.4,0,-104.625,0,0,0,0,220,307
3,20.25,0.025275,1.3875,0.1775,-2.38035,-52.75,-5,-53,38.7875,99.4,0,-104,0,0,0,0,220.75,304.375
3,20.75,0.018,0.65,0.14375,-2.906725,-58.175,-7.95,-54,40.45,99.4375,0,-104.25,0,0,0,0,219.375,303
3,21.25,0.01,0.1125,0.15,-2.77655,-48.95,-10,-55,41.6375,99.4375,0,-103.5,0,0,0,0,219,301.375
3,21.75,0.00675,-0.075,0.1875,-2.112425,-46,-6.8,-56,43.8375,99.5,0,-104.5,0,0,0,0,218.375,301
3,22.25,0.035725,-0.2875,0.10875,-2.84,-55.9,-8,-58,44.125,99.5,0,-104.5,0,0,0,0,218.375,299.375
3,22.75,0.03385,-0.75,0.11375,-26.4658,-52.925,-14.75,-58.625,42.7,99.537875,0,-105.625,0,0,0,0,218.125,299
3,23.25,0.0144,-1.35,0.15375,-7.824925,-52.9,-12.85,-58.625,41.6,99.537875,0,-103.125,0,0,0,0,217.125,298.125
3,23.75,0.028075,-1.55,0.16875,-2.650475,-65.1,-34.95,-57.375,41.0875,99.537875,0,-103.5,0,0,0,0,217.375,297.75
4,0.25,0.027825,3.02,0.03,-5.64685,-54.7,-14.1,-63.9,58.8,99.601,0,-88.9,0,0,0,0,246.4,309.2
4,0.75,0.012,2.45,0.094,-3.80635,-50.1,-14.775,-67.5,60.12,99.52,0,-92.5,0,0,0,0,245.5,308.3
4,1.25,0.0306,2.14,0.072,-2.3452,-52,-7.8,-70.1,56.9,99.52,0,-94.9,0,0,0,0,249.2,307.3
4,1.75,0.0324,1.45,0.041,-5.322525,-50.6,-8,-70.2,58.66,99.52,0,-95.1,0,0,0,0,249.8,305.3
4,2.25,0.0294,0.86,0.00225000000000001,-4.87175,-47.3,-23.05,-67.55,67.0125,99.515,0,-89.775,0,0,0,0,258.45,305.15
4,2.75,0.0266,0.745,0.04225,-12.951,-46.6,-42.5,-61.775,65.455,99.515,0,-90.85,0,0,0,0,269.075,304.15
4,3.25,0.02575,0.72,0.021,-3.47655,-44.75,-5.925,-62.8,63.0101,99.5101,0,-89,0,0,0,0,258.5,304.1
4,3.75,0.015675,0.4,0.000750000000000002,-3.227,-42.925,-29.5,-62.7,66.2225,99.507575,0,-90.85,0,0,0,0,257.2,304.075
4,4.25,0.043,0.29,0.00225000000000001,-4.744175,-45.65,-39.4,-59.925,68.8375,99.601,0,-91.85,0,0,0,0,257.05,303.375
4,4.75,0.03125,0.36,0,-7.178125,-43.55,-24.6,-59.925,62.4475,99.601,0,-101,0,0,0,0,249.525,304.3
4,5.25,0.0353,0.0900000000000002,0,-3.52885,-35.9,-25.8,-59,65.74,99.515,0,-97.55,0,0,0,0,240.2,302.45
4,5.75,0.01225,0.0750000000000002,0,-3.83965,-32,-31.475,-59.925,64.610925,99.7,0,-81.85,0,1,0,0.0750000000000002,256.3,305.15
4,6.25,0.022725,1.3075,0.0205,-3.559,-29.55,-18.325,-55.85,67.31,99.7,0,-53.25,1.3,1.05,0.0750000000000002,1,249.125,310.375
4,6.75,0.045925,3.405,0.2815,-9.479375,-21.65,-34.5,-47.9,67.28,99.70505,0,-29.3,21.4,14,3,3.05,232.75,330
4,7.25,0.0629,4.855,0.422,-11.086,-12.8,-1.6,-38.95,64.81,99.7,0,-11.2,60.2,34.1,4.05,7.05,230.05,336.25
4,7.75,0.0787,6.455,0.87,-8.4747,-5.85,14,-34.95,57.53,99.70505,0,10.45,90.05,42.45,6,7.15,229.2,347.25
4,8.25,0.1064,8.43,1.084,-18.343,0.175,21.05,-28.8,49.255,99.70505,0,29.55,110.25,53.05,9.05,9.2,235,355.1
4,8.75,0.13255,9.61,1.2305,-13.1777,4,26.2,-13,42.38,99.70505,0.0185000000000001,52.05,146.05,69.25,12.05,13,238.2,362.05
4,9.25,0.1242,9.64,1.202,-12.976625,4,22.3,-10.8,39.03,99.70505,0.0190000000000001,39.45,129.15,59.2,12.1,12.1,238.25,359.1
4,9.75,0.165,9.735,1.35,-14.14535,7.175,34.45,-7.7,34.9,99.70505,0.361,45.05,144.9,64.95,11.2,12.1,242.1,362.1
4,10.25,0.120625,9.725,1.1265,-15.047875,19.6,41.125,-5.65,32.45,99.70505,0.488,47.8,143.55,67.75,15,12.6,246.25,365.35
4,10.75,0.13545,9.435,1.2935,-16.44515,20.175,55.225,-9.75,31.615,99.61595,0.7205,43.1,138.65,66.05,9.55,9.1,251.3,374.05
4,11.25,0.1282,9.805,1.41,-16.227375,6.025,44.6,-1.9,29.735,99.7,0.8605,49.75,186.85,89.55,18.05,18.15,251.4,381.15
4,11.75,0.120975,9.82,1.1345,-15.9834,2.2,42.6,-1.95,30.3,99.60595,0.949,55.5,157,78.25,13.05,15.15,255.35,377.15
4,12.25,0.13475,10.13,1.272,-14.698375,14.6,44,-4,29.205,99.60595,0.832,49.45,149.95,77.05,11.6,14.8,258.35,378.05
4,12.75,0.111,10.225,1.253,-15.601875,8.4,58.9,-0.95,28.81,99.60595,0.996,76.2,217.45,116.15,18.05,19.3,260.25,377.3
4,13.25,0.13625,10.62,1.303,-14.60625,0.45,39.75,-2.95,28.425,99.51,1.0705,50.25,158.7,80.75,12.1,16.05,262,379.2
4,13.75,0.114375,10.75,1.133,-14.4195,-2.35,45.375,-2,28.245,99.51,0.7375,56.1,186.45,89.4,13.1,19.05,263,376.45
4,14.25,0.12,11.6125,1.362,-13.19605,-5.6,33,-2.85,28.605,99.415,1.1925,45.45,154.15,77.05,14.05,17.05,262.05,382.25
4,14.75,0.13625,11.92,1.2815,-11.90215,-9.55,29.675,-1.85,28.425,99.415,1.28725,23.3,84.45,41.15,8.2,8.05,263.05,380.25
4,15.25,0.122375,11.8225,1.3345,-10.570375,-6.1,46.375,-2.85,27.945,99.415075,0.875,10.525,68.675,29.6,8,6.075,263.075,380.225
4,15.75,0.1534,12.125,1.44525,-9.2755,-13.8,34.4,-4.85,28.4,99.415075,0.7925,13.075,57,21.525,6.075,5.075,260.15,376.15
4,16.25,0.1067,12.12,1.05075,-7.5074,-26.725,32.3,-7.775,27.4225,99.4075,0.438,12.8,59,25.45,6.075,6.3,255,375.2
4,16.75,0.0864,11.845,1.10225,-5.3306,-23.7,28.225,-8.775,27.9225,99.415075,0.1945,8.075,44.2,18.975,4,4.225,254.375,370
4,17.25,0.0348,11.46,0.83075,-3.664,-38.3,21.3,-20.95,28.3225,99.4075,0,-24.625,33.525,19.075,3,5.05,253.2,364.1
4,17.75,0.0406,11.17,0.31125,-2.924,-47.4,1.6,-34.775,29.475,99.4075,0.00150000000000001,-70.95,11.225,3.075,1,2.05,251.375,358.075
4,18.25,0.034925,10.855,0.323,-2.36685,-48.65,-2.85,-48.625,33.145,99.4075,0.00250000000000001,-93.925,3,1.05,0,1,248.15,349
4,18.75,0.015,9.4375,0.173,-4.193475,-63.5,-6.775,-59.55,38.865,99.4075,0,-106.625,0,0,0,0,241.15,341
4,19.25,0.0159,8.735,0.15075,-2.27595,-51,-4.65,-66.625,44.8375,99.5,0,-103,0,0,0,0,241.075,333
4,19.75,0.015975,7.59,0.19075,-2.7768,-63.6,-3.8,-67.925,47.7425,99.5,0,-101.775,0,0,0,0,238.3,326.375
4,20.25,0.01,6.83,0.1,-1.749,-57.4,-3,-70,50.8125,99.507575,0,-94,0,0,0,0,241.15,323.3
4,20.75,0.021625,5.975,0.12525,-5.515625,-54.25,-10.25,-72,51.03,99.601,0,-94.925,0,0,0,0,240,322.225
