DOY2,HR2,CO2_1_3_1,CO2_1_4_1,G_1_1_1,USTAR,FC,LE,SLE,H,SH,NEE,NETRAD_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN_1_1_1,PPFD_OUT,PPFD_DIF,TA_1_1_1,RH_1_1_1,WS,PA,TS_1_1_1,TS_1_2_1,VPD
1,5.25,391.317,387.9865,-3.498,0.305,0.0625,-0.055,-0.251,-6.8435,-1.504,0.0815,-21.61,0.06,0.01,219.23,239.16,0,0,4.9385,-17.1955,81.562,2.464,95.233,-4.063,-3.84,0.24
1,5.75,391.322,388.1,-3.552,0.303,0.066,-0.06,-0.124,-6.886,-1.3185,0.106,-21,0.06,0.01,219.63,239.17,0,0,4.9545,-17.3075,81.6685,2.363,95.2325,-4.067,-3.835,0.24
1,6.25,391.4455,388.11,-3.548,0.292,0.065,-0.155,-0.0705,-9.28,-0.578,0.117,-19.79,0.1,0.01,219.955,238.325,0,0,4.9485,-17.5745,81.8555,2.4495,95.2385,-4.069,-3.83,0.24
1,6.75,391.508,388.36,-3.566,0.308,0.06,-0.081,-0.1225,-8.253,-0.781,0.105,-18.2,0.08,0.015,219.83,239.07,0,0,4.9485,-17.418,81.69,2.4755,95.239,-4.074,-3.822,0.24
1,7.25,391.476,388.435,-3.58,0.31,0.065,-0.1035,-0.168,-8.016,-0.9385,0.1045,-19.49,0.12,0.01,219.83,239.29,0,0,4.9465,-17.376,81.7445,2.4485,95.2525,-4.069,-3.826,0.23
1,7.75,391.376,388.51,-3.561,0.2985,0.064,-0.066,-0.18,-11.013,-1.159,0.09,-16.74,0.13,0.02,220.185,240.61,0,0,4.9575,-17.2025,81.699,2.432,95.2615,-4.066,-3.83,0.24
1,8.25,391.306,388.285,-3.563,0.296,0.072,-0.021,-0.142,-8.864,-0.956,0.123,-19.535,0.15,0.02,220.15,240.61,0.01,0,4.974,-17.054,81.729,2.447,95.248,-4.072,-3.836,0.23
1,8.75,391.388,388.335,-3.561,0.303,0.069,-0.076,-0.086,-8.7235,-0.259,0.115,-17.61,0.75,0.16,220.1,240.22,1.02,0.17,5.5465,-17.246,81.612,2.3955,95.259,-4.072,-3.84,0.24
1,9.25,391.4685,388.438,-3.583,0.3,0.076,-0.0585,0.179,-7.072,1.392,0.0985,-12.88,6.78,1.655,217.47,241.225,11.89,2.33,16.1505,-17.126,81.732,2.3655,95.2755,-4.065,-3.858,0.24
1,9.75,391.573,388.483,-3.608,0.328,0.082,-0.006,0.656,-4.945,5.301,0.103,0.325,27.1,6.08,218.95,241.125,45.705,8.11,46.455,-16.903,81.4765,2.378,95.2865,-4.069,-3.853,0.24
1,10.25,391.5165,388.22,-3.583,0.357,0.1195,0.277,1.142,-1.7075,8.642,0.0975,14.87,50.855,11.605,218.06,242.4,88.01,16.205,82.7,-16.972,81.1115,2.215,95.288,-4.068,-3.861,0.25
1,10.75,391.626,388.19,-3.6145,0.3925,0.138,1.224,1.455,8.352,10.6395,0.1,34.84,76.83,17.155,218.525,244.31,132.4,23.98,118.2,-16.626,80.873,2.2415,95.313,-4.066,-3.87,0.255
1,11.25,391.494,388.07,-3.625,0.4225,0.15,2.554,1.644,15.685,11.715,0.0855,55.32,103.96,23.03,219.355,247.12,184.715,30.99,145.15,-16.003,80.003,2.279,95.3045,-4.066,-3.871,0.27
1,11.75,391.516,387.8665,-3.594,0.442,0.079,3.536,1.615,30.167,11.796,0.035,73.31,132.71,29.075,218.35,249.265,230.05,37.87,160.85,-15.45,79.5445,2.258,95.3185,-4.075,-3.883,0.29
1,12.25,391.2535,387.725,-3.5785,0.4435,0.1005,4.948,1.632,40.56,10.929,0.033,84.54,157.455,33.1,220.84,252.65,259.84,43.44,178.5,-14.618,79.14,2.324,95.316,-4.071,-3.8735,0.31
1,12.75,391.1675,387.87,-3.5815,0.446,0.0675,5.869,1.341,49.053,9.604,0.044,93.22,167.47,36.12,219.52,254.7,292.66,47.14,184.7,-14.337,78.182,2.348,95.305,-4.063,-3.874,0.33
1,13.25,390.9125,387.565,-3.51,0.4605,0.081,6.4485,1.131,50.56,8.337,0.0275,91.28,177.48,38.48,218.59,256.32,291.18,48.31,184.55,-14.009,77.838,2.355,95.262,-4.0595,-3.879,0.35
1,13.75,390.878,387.525,-3.4665,0.4555,0.074,7.043,0.929,49.12,7.047,0.039,85.48,175.36,36.83,218.385,257.791,286.63,46.73,174.45,-13.672,77.46,2.502,95.244,-4.057,-3.8845,0.37
1,14.25,390.6455,387.805,-3.434,0.463,0.078,7.36,0.727,47.3245,4.212,0.057,77.755,162.43,35.14,219.4,258.0105,258.11,42.78,161.95,-13.427,76.8885,2.4825,95.237,-4.054,-3.891,0.39
1,14.75,390.612,387.7255,-3.388,0.459,0.0685,6.481,0.358,41.21,2.097,0.065,56.89,137.93,31.42,217.575,258.161,232.91,36.16,145.5,-13.219,76.659,2.433,95.227,-4.053,-3.886,0.4
1,15.25,390.555,387.78,-3.372,0.453,0.057,5.135,0.145,28.716,-0.761,0.046,37.77,106.44,24.175,216.3,258.49,186.46,28.72,128.7,-13.2655,77.2075,2.3995,95.2285,-4.05,-3.884,0.4
1,15.75,390.391,387.651,-3.347,0.427,0.0495,3.236,-0.19,13.271,-2.744,0.0505,16.4755,76.77,16.61,220.685,256.65,123.55,20.5,101.9,-13.3995,77.3745,2.472,95.246,-4.054,-3.893,0.39
1,16.25,390.46,387.9,-3.326,0.39,0.03,1.9605,-0.4635,4.403,-5.98,0.0355,-3.83,40.12,9.025,218.615,254.85,69.36,12.04,65.31,-13.647,77.526,2.386,95.255,-4.059,-3.88,0.38
1,16.75,390.557,387.905,-3.323,0.37,0.038,0.872,-0.959,-2.326,-8.812,0.064,-29.17,16.21,3.65,218.41,253.21,29.71,4.79,27.66,-13.936,78.089,2.327,95.269,-4.06,-3.874,0.36
1,17.25,390.57,387.737,-3.34,0.326,0.029,0.1105,-1.1855,-7.3645,-9.8115,0.0815,-41.9,2.4,0.48,217.62,250.73,5.67,0.91,8.9,-14.227,78.941,2.376,95.293,-4.061,-3.864,0.34
1,17.75,390.676,387.871,-3.333,0.312,0.029,0.0155,-1.143,-9.065,-9.4965,0.095,-46.05,0.08,0.02,218.17,249.44,0.24,0.04,5.0665,-14.576,79.433,2.518,95.294,-4.063,-3.869,0.31
1,18.25,390.63,387.87,-3.335,0.31,0.035,-0.043,-1.044,-10.306,-6.7645,0.106,-38.86,-0.18,-0.02,217.22,247.72,0,0,4.869,-14.974,80.1935,2.524,95.297,-4.0615,-3.863,0.29
1,18.75,390.68,388.035,-3.36,0.318,0.0405,-0.033,-0.773,-10.9705,-5.64,0.1245,-41.36,-0.19,-0.02,216.94,246.23,0,0,4.867,-15.234,80.5545,2.6415,95.3165,-4.0655,-3.8595,0.28
1,19.25,390.7265,388.17,-3.357,0.331,0.0515,-0.051,-0.629,-9.467,-4.84,0.1135,-36.03,-0.13,-0.01,216.63,245.475,0,0,4.885,-15.529,80.7365,2.5375,95.324,-4.069,-3.854,0.27
1,19.75,390.777,388.46,-3.3295,0.3225,0.052,-0.0435,-0.5435,-10.178,-3.9735,0.119,-33.54,-0.09,0,217.345,245.675,0,0,4.892,-15.6065,80.9575,2.654,95.3135,-4.0535,-3.844,0.265
1,20.25,390.843,388.35,-3.305,0.319,0.049,-0.109,-0.5245,-8.413,-3.6,0.11,-28.57,-0.06,0,217.24,244.84,0,0,4.8935,-15.86,80.8985,2.5565,95.3185,-4.0465,-3.8425,0.26
1,20.75,390.9935,388.515,-3.309,0.3205,0.061,-0.1015,-0.5365,-8.908,-2.9685,0.099,-28.5,-0.04,0,216.585,243.81,0,0,4.9085,-16.0985,80.8755,2.5525,95.319,-4.048,-3.845,0.26
1,21.25,391.177,388.67,-3.3065,0.3105,0.0575,-0.0165,-0.4015,-8.814,-2.3175,0.089,-27.17,-0.02,0.005,217.25,243.08,0,0,4.929,-16.171,80.9005,2.532,95.324,-4.042,-3.856,0.26
1,21.75,391.101,388.475,-3.345,0.291,0.0545,-0.012,-0.3245,-8.239,-1.969,0.105,-24.94,-0.02,0,219.915,242.39,0,0,4.9355,-16.21,80.731,2.4715,95.327,-4.03,-3.857,0.25
1,22.25,391.057,388.33,-3.3645,0.301,0.058,-0.121,-0.3105,-8.2385,-1.6825,0.099,-22.67,0,0.01,218.41,241.23,0,0,4.9515,-16.3815,80.9975,2.5125,95.308,-4.033,-3.855,0.25
1,22.75,391.052,388.548,-3.3305,0.277,0.0645,-0.091,-0.3175,-6.74,-2.0045,0.084,-22.09,0,0.01,219.31,241,0,0,4.9365,-16.592,81.349,2.471,95.299,-4.029,-3.85,0.24
1,23.25,391.1245,388.38,-3.351,0.2875,0.063,-0.1545,-0.278,-9.454,-1.7305,0.082,-22.92,0.01,0.01,217.87,241.29,0,0,4.9425,-16.6425,81.478,2.4875,95.2965,-4.024,-3.843,0.24
1,23.75,391.02,388.175,-3.3405,0.305,0.064,-0.0875,-0.227,-7.0095,-1.27,0.075,-21.62,0.03,0.01,217.76,241.17,0,0,4.934,-16.682,81.3915,2.525,95.2995,-4.031,-3.8425,0.24
2,0.25,389.895,387.97,-2.3025,0.2275,0.0515,-0.151,-0.467,-4.3015,-3.283,0.084,-33.675,0.02,0.01,220.295,251.87,0,0,4.904,-14.128,81.4915,2.474,95.332,-3.792,-3.676,0.3
2,0.75,389.895,387.97,-2.32,0.254,0.0515,-0.151,-0.32,-9.158,-2.502,0.073,-29.78,0.03,0.005,220.565,251.36,0,0,4.9145,-14.208,81.8335,2.455,95.329,-3.785,-3.676,0.3
2,1.25,390.08,388.025,-2.305,0.235,0.0455,-0.117,-0.377,-7.5675,-2.372,0.087,-32.855,0.04,0.01,219.195,250.995,0,0,4.929,-14.3905,82.543,2.456,95.3225,-3.782,-3.677,0.29
2,1.75,390.02,388.17,-2.296,0.248,0.0475,-0.305,-0.434,-8.756,-2.547,0.0755,-31.105,0.035,0.01,219.91,250.69,0,0,4.927,-14.5375,82.665,2.484,95.3145,-3.781,-3.679,0.29
2,2.25,389.992,388.11,-2.288,0.2465,0.057,-0.2515,-0.361,-8.2065,-2.788,0.085,-28.615,0.06,0.01,223.1,249.99,0,0,4.9205,-14.664,82.8645,2.4145,95.323,-3.782,-3.678,0.285
2,2.75,390.044,388.15,-2.2915,0.246,0.0515,-0.2385,-0.416,-9.8525,-2.294,0.111,-30.175,0.05,0.01,221.69,249.94,0,0,4.9425,-14.6965,82.623,2.4045,95.3245,-3.781,-3.677,0.28
2,3.25,390.039,388.4,-2.28,0.245,0.047,-0.159,-0.4005,-8.6275,-2.922,0.071,-28.62,0.07,0.01,221.635,249.87,0,0,4.946,-14.66,82.509,2.396,95.3305,-3.78,-3.678,0.28
2,3.75,390.036,388.38,-2.2715,0.253,0.0595,-0.2155,-0.272,-8.594,-2.165,0.0895,-29.82,0.08,0.01,221.62,249.64,0,0,4.9615,-14.7555,82.422,2.4315,95.32,-3.78,-3.678,0.27
2,4.25,390.0735,388.36,-2.2985,0.2525,0.058,-0.232,-0.2785,-8.585,-1.7985,0.094,-29.15,0.09,0.01,224.105,249.25,0,0,4.9665,-14.739,82.728,2.4395,95.3145,-3.78,-3.678,0.27
2,4.75,390.067,388.29,-2.2955,0.246,0.06,-0.196,-0.1765,-8.46,-1.3,0.086,-27.43,0.11,0.01,223.985,250.44,0,0,4.9725,-14.8425,82.9105,2.434,95.3085,-3.783,-3.675,0.265
2,5.25,390.1925,388.48,-2.281,0.25,0.069,-0.181,-0.2575,-9.097,-1.6645,0.084,-24.88,0.14,0.02,225.04,249.77,0,0,4.9845,-15.046,83.0825,2.5265,95.3145,-3.782,-3.675,0.26
2,5.75,390.26,388.465,-2.275,0.24,0.0505,-0.2845,-0.1245,-8.883,-1.4605,0.094,-24.97,0.135,0.02,224.82,249.47,0,0,4.9845,-15.0105,82.9895,2.432,95.325,-3.779,-3.676,0.26
2,6.25,390.2475,388.57,-2.316,0.245,0.058,-0.18,-0.2005,-7.818,-1.275,0.103,-23.8,0.16,0.02,229.645,249.46,0,0,4.9825,-15.007,83.022,2.423,95.3305,-3.791,-3.673,0.26
2,6.75,390.42,388.59,-2.304,0.262,0.0615,-0.183,-0.27,-8.66,-1.749,0.102,-22.95,0.18,0.02,225.765,249.35,0,0,4.975,-15.227,83.1465,2.4475,95.3295,-3.7895,-3.673,0.25
2,7.25,390.1555,388.265,-2.3255,0.26,0.07,-0.219,-0.2895,-8.888,-1.716,0.084,-29.04,0.17,0.02,224.225,248.44,0,0,4.9915,-15.382,83.2145,2.414,95.322,-3.789,-3.676,0.25
2,7.75,390.08,388.38,-2.344,0.262,0.0615,-0.2825,-0.185,-9.207,-1.2065,0.0655,-27.73,0.43,0.07,221.23,247.96,0.13,0.02,5.1765,-15.4485,83.342,2.3985,95.333,-3.789,-3.679,0.25
2,8.25,390.203,388.4,-2.361,0.29,0.071,-0.215,0.0215,-8.362,0.499,0.104,-20.01,3.505,0.605,220.64,246.885,5.945,0.755,11.735,-15.29,83.156,2.3875,95.345,-3.791,-3.681,0.25
2,8.75,390.28,388.495,-2.398,0.299,0.0805,-0.18,0.6005,-5.095,4.522,0.0955,-1.325,19.94,4.325,222.38,247.965,34.965,4.565,43.48,-15.301,82.957,2.4135,95.345,-3.789,-3.685,0.26
2,9.25,390.3275,388.319,-2.426,0.338,0.1085,0.183,1.3515,-0.111,10.7345,0.0955,18.135,52.265,10.19,223.385,249.245,96.73,12.05,93.4,-15.2315,82.0955,2.361,95.35,-3.789,-3.686,0.27
2,9.75,390.372,388.2425,-2.47,0.3495,0.127,1.0145,2.0245,9.843,13.9535,0.0975,44.21,94.96,18.505,222.295,251.28,175.475,21.24,147.3,-15.209,81.0265,2.138,95.3575,-3.787,-3.69,0.29
2,10.25,390.19,388.34,-2.526,0.402,0.136,2.592,2.0825,30.8035,14.7645,0.074,79.265,140.8,25.31,224.015,254.395,275.76,31.98,193.7,-14.317,79.781,2.1795,95.3645,-3.789,-3.6895,0.32
2,10.75,390.019,388.191,-2.528,0.447,0.119,5.0215,1.973,55.4295,16.515,0.0335,108.94,186.46,34.11,224.8,258.6155,366.335,42.47,226.9,-13.5625,78.213,2.2035,95.353,-3.787,-3.687,0.36
2,11.25,389.966,387.795,-2.5095,0.46,0.106,6.1775,1.818,72.587,16.157,0.0605,144.13,236.99,41.26,224.66,260.265,444.07,52.255,257.9,-12.866,75.8305,2.376,95.3485,-3.792,-3.684,0.41
2,11.75,389.8145,387.39,-2.507,0.514,0.1145,7.752,1.573,94.258,16.6925,0.047,168.37,265.52,48.17,226.01,264.84,506.72,60.73,281.2,-12.157,73.89,2.4235,95.333,-3.793,-3.686,0.48
2,12.25,389.704,387.37,-2.474,0.5205,0.111,8.7565,1.477,118.309,14.583,0.037,185.19,286.435,52.15,227.635,267.44,549.57,68.21,299.3,-11.645,71.684,2.6285,95.321,-3.7965,-3.6875,0.55
2,12.75,389.66,387.45,-2.459,0.531,0.072,8.902,1.2815,126.42,11.936,0.0315,196.115,310.1,55.01,230.505,270.05,585.8,70.43,302.2,-10.841,70.209,2.753,95.307,-3.794,-3.698,0.61
2,13.25,389.632,387.12,-2.447,0.527,0.08,9.919,1.2295,131.8,10.751,0.028,197.05,330.41,57.04,232.26,272.06,629.99,73.17,291.9,-10.388,68.952,2.687,95.314,-3.795,-3.6955,0.68
2,13.75,389.59,387.1,-2.408,0.546,0.071,9.402,0.9055,135.18,9.4345,0.0415,194.06,317.71,55.79,233.29,272.95,605.65,72.08,300.5,-9.812,68.439,2.707,95.307,-3.791,-3.692,0.72
2,14.25,389.485,387.08,-2.405,0.557,0.09,9.195,0.6835,123.4,6.813,0.051,179.26,302.35,51.74,231.78,274.62,559.85,66.73,250.2,-9.472,67.093,2.758,95.291,-3.794,-3.6995,0.77
2,14.75,389.34,387.18,-2.3545,0.5495,0.0795,8.2025,0.409,109.672,3.178,0.041,159.92,276.24,47.67,231.835,275.01,516.36,59.41,254.1,-9.343,66.016,2.813,95.282,-3.7945,-3.6975,0.83
2,15.25,389.26,387.045,-2.3425,0.5425,0.077,8.348,0.2905,95.811,1.923,0.068,129.5305,236.7,40.84,231.62,275.27,437.5,49.665,226.2,-9.15,65.087,2.886,95.278,-3.796,-3.6935,0.84
2,15.75,389.306,386.93,-2.3415,0.532,0.074,6.22,0.124,72.609,-0.1425,0.0685,97.37,189,33.13,233.05,275.37,361.15,39.44,190.2,-9.003,64.34,2.7965,95.278,-3.7985,-3.6885,0.86
2,16.25,389.408,386.86,-2.309,0.499,0.0605,5.169,-0.0565,52.2045,-2.5015,0.067,62.83,149.795,28.12,232.385,274.62,270.95,30.43,155.4,-9.068,64.809,2.803,95.289,-3.7965,-3.6865,0.84
2,16.75,389.328,386.95,-2.3025,0.485,0.058,3.6805,-0.179,25.389,-5.3105,0.062,27.27,93.4,18.5,230.96,274.35,171.36,20.05,115.3,-9.297,65.545,2.776,95.295,-3.789,-3.687,0.79
2,17.25,389.375,386.8,-2.286,0.435,0.035,1.94,-0.581,7.718,-8.7675,0.07,3.195,49.81,10.68,228.825,271.47,91.83,11.27,80.6,-9.624,67.253,2.5845,95.318,-3.784,-3.685,0.74
2,17.75,389.3205,386.82,-2.302,0.374,0.042,0.809,-0.902,-2.824,-11.763,0.073,-27.55,16.52,3.38,227.62,268.96,31.56,4.13,33.25,-10.161,68.426,2.4435,95.332,-3.785,-3.675,0.69
2,18.25,389.515,387.17,-2.2705,0.304,0.019,0.029,-1.052,-6.4925,-12.961,0.0895,-45.995,2.145,0.32,225.49,265.38,4.54,0.57,9.16,-10.651,70.472,2.4695,95.34,-3.783,-3.675,0.62
2,18.75,389.64,387.13,-2.279,0.2795,0.028,-0.048,-0.968,-8.059,-11.978,0.102,-49.955,-0.05,0,223.98,262.61,0.12,0.02,5.06,-11.002,72.495,2.453,95.352,-3.789,-3.672,0.57
2,19.25,389.81,387.36,-2.2645,0.2505,0.021,-0.18,-0.966,-9.015,-9.905,0.1025,-51.97,-0.26,-0.02,220.795,260.13,0,0,4.7705,-11.406,74.522,2.5495,95.357,-3.796,-3.67,0.53
2,19.75,389.88,387.53,-2.251,0.261,0.029,-0.1875,-0.977,-10.036,-9.448,0.1055,-51.9,-0.24,-0.01,220.81,259.19,0,0,4.804,-11.588,76.386,2.564,95.336,-3.795,-3.673,0.49
2,20.25,389.9215,387.73,-2.286,0.2645,0.036,-0.156,-0.892,-8.599,-9.013,0.118,-47.59,-0.18,-0.01,220.5,258.71,0,0,4.813,-12.101,77.404,2.5995,95.338,-3.787,-3.6685,0.45
2,20.75,390.1,387.71,-2.291,0.2535,0.04,-0.201,-0.794,-9.366,-7.417,0.105,-46.91,-0.15,0,219,257.33,0,0,4.831,-12.444,78.303,2.549,95.347,-3.7805,-3.6695,0.42
2,21.25,389.9915,387.78,-2.2845,0.257,0.036,-0.1995,-0.855,-9.09,-6.544,0.084,-45.945,-0.14,0,218.82,256.12,0,0,4.854,-12.591,79.166,2.6035,95.362,-3.778,-3.665,0.38
2,21.75,389.913,387.93,-2.255,0.249,0.05,-0.244,-0.749,-10.2155,-5.741,0.106,-41.375,-0.08,0,219.58,255.63,0,0,4.855,-12.683,79.252,2.608,95.359,-3.7755,-3.6685,0.36
2,22.25,389.96,388.09,-2.251,0.262,0.056,-0.225,-0.522,-8.397,-4.539,0.106,-36.995,-0.07,0,221.17,254.71,0,0,4.88,-13.069,79.774,2.592,95.353,-3.775,-3.666,0.36
2,22.75,389.916,388.17,-2.2325,0.248,0.0415,-0.15,-0.524,-8.496,-3.955,0.092,-36.5,-0.05,0.01,220.72,254.51,0,0,4.892,-13.281,80.478,2.5385,95.365,-3.778,-3.672,0.35
2,23.25,389.996,388.185,-2.234,0.244,0.047,-0.0875,-0.549,-8.0125,-4.185,0.1,-35.38,-0.02,0,221.25,253.94,0,0,4.885,-13.482,80.853,2.4105,95.354,-3.777,-3.6725,0.33
2,23.75,389.8995,388.205,-2.245,0.243,0.047,-0.1205,-0.521,-8.5415,-4.34,0.0835,-35.05,0,0,220.26,253.25,0,0,4.901,-13.905,81.443,2.4695,95.358,-3.776,-3.671,0.32
3,0.25,391.581,388.68,-0.718,0.222,0.0685,-0.2445,-0.5995,-8.634,-5.109,0.163,-54.79,-0.02,0,225.72,277.385,0,0,4.308,-6.1215,76.1855,2.712,95.351,-2.4035,-2.394,0.705
3,0.75,391.581,388.68,-0.7375,0.2505,0.0685,-0.2445,-0.6185,-8.358,-4.625,0.1565,-50.745,-0.005,0.01,225.895,277.33,0,0,4.307,-6.293,76.6735,2.7235,95.3485,-2.3945,-2.3975,0.675
3,1.25,391.4625,388.57,-0.7735,0.242,0.068,-0.259,-0.552,-8.042,-3.958,0.141,-51.8,0.01,0.01,223.78,276.425,0,0,4.352,-6.5755,77.325,2.7085,95.3545,-2.395,-2.3985,0.64
3,1.75,391.651,388.55,-0.7225,0.256,0.082,-0.1265,-0.6405,-7.408,-3.8015,0.146,-52.045,0.03,0.01,225.72,276.06,0,0,4.3735,-6.6905,78.231,2.7255,95.3515,-2.394,-2.398,0.6
3,2.25,391.601,388.69,-0.759,0.242,0.08,-0.2305,-0.744,-7.261,-3.843,0.138,-48.25,0.06,0.01,227.23,275.095,0,0,4.4125,-6.7275,78.585,2.715,95.3465,-2.3945,-2.3965,0.59
3,2.75,391.759,388.65,-0.756,0.242,0.087,-0.1525,-0.724,-7.383,-3.7875,0.144,-49.4,0.07,0.01,225.9,274.99,0,0,4.425,-7.018,79.311,2.7625,95.3515,-2.3965,-2.3965,0.545
3,3.25,391.7065,388.615,-0.78,0.252,0.09,-0.096,-0.633,-7.0855,-3.6225,0.1325,-48.47,0.08,0.01,226.81,274.07,0,0,4.45,-7.244,80.173,2.714,95.335,-2.41,-2.3945,0.53
3,3.75,391.7965,388.81,-0.8105,0.2535,0.092,-0.2085,-0.708,-7.9635,-4.1075,0.1595,-46.37,0.09,0.01,226.47,273.7,0,0,4.462,-7.4995,80.517,2.7405,95.3335,-2.4135,-2.396,0.48
3,4.25,391.986,388.66,-0.8415,0.269,0.0945,-0.159,-0.6715,-6.6205,-3.848,0.124,-45.135,0.13,0.01,226.87,273.32,0,0,4.472,-7.6995,80.718,2.7425,95.3305,-2.4245,-2.4045,0.47
3,4.75,391.8195,388.53,-0.8415,0.257,0.098,-0.179,-0.658,-6.31,-3.821,0.1505,-43.985,0.16,0.01,228.34,272.15,0,0,4.493,-7.932,80.7605,2.631,95.322,-2.4255,-2.3975,0.44
3,5.25,391.8205,388.56,-0.817,0.252,0.08,-0.1435,-0.589,-6.6455,-3.528,0.136,-44.235,0.15,0.01,225.17,271.085,0,0,4.53,-8.0325,81.109,2.6215,95.317,-2.421,-2.401,0.435
3,5.75,392.03,388.66,-0.858,0.246,0.084,-0.182,-0.4425,-6.564,-2.805,0.149,-40.66,0.18,0.02,223.56,269.935,0,0,4.615,-8.241,81.2685,2.6765,95.34,-2.421,-2.3975,0.415
3,6.25,392.1,388.84,-0.886,0.2535,0.089,-0.158,-0.456,-7.651,-2.971,0.1435,-39.45,0.21,0.02,225.96,269.645,0.01,0.005,4.811,-8.462,81.955,2.704,95.3575,-2.4225,-2.3955,0.395
3,6.75,392.02,388.695,-0.8955,0.237,0.0935,-0.2235,-0.353,-7.097,-1.6695,0.146,-38.86,0.72,0.12,227.01,269.545,0.51,0.06,5.254,-8.496,82.3585,2.6445,95.357,-2.4235,-2.3895,0.385
3,7.25,391.8,388.735,-0.9295,0.251,0.1,-0.205,0.099,-6.81,0.899,0.163,-25.1,6.13,1.16,227.44,269.77,11.745,1.34,16.96,-8.716,82.104,2.656,95.378,-2.424,-2.4,0.39
3,7.75,391.68,388.69,-1.007,0.285,0.107,-0.065,0.852,-4.1255,6.4165,0.1295,0.27,28.26,5.18,228.65,270.15,54.61,6.49,58.985,-8.74,81.135,2.575,95.37,-2.425,-2.393,0.41
3,8.25,391.72,388.48,-1.049,0.327,0.168,0.347,2.077,0.932,12.1665,0.146,25.065,73.835,12.7,228.72,272.77,135.39,14.57,112.4,-8.4255,80.243,2.383,95.384,-2.437,-2.387,0.455
3,8.75,391.73,388.545,-1.048,0.396,0.189,2.063,2.4955,16.953,19.4035,0.161,60.69,123.95,22.76,228.52,275.67,244.145,25.52,152.3,-7.9225,77.958,2.27,95.3925,-2.438,-2.403,0.52
3,9.25,391.72,388.615,-1.0565,0.438,0.171,4.13,2.2785,39.71,20.6395,0.103,107.795,192.43,32.825,230.875,279.65,380.665,37.62,192.25,-7.413,75.3255,2.363,95.395,-2.433,-2.409,0.64
3,9.75,391.484,388.39,-1.116,0.4845,0.2175,6.474,1.6,71.693,21.703,0.106,153.13,253.82,41.94,234.16,283.475,504.47,50.69,228.6,-6.736,72.6195,2.4285,95.3995,-2.459,-2.407,0.75
3,10.25,391.092,387.985,-1.115,0.535,0.169,8.797,1.352,108.603,19.462,0.077,204.155,317.685,51.99,235.97,287.11,632.085,63.73,258.6,-6.1035,68.134,2.6645,95.3895,-2.486,-2.418,0.935
