DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,G,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA_1_1_1,CO2,VPD_1_1_1,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O
1,9.25,0.1675,-3.25,2.05575,-0.48925,13.92,9.4165,-19.257,0.151,0.944,66.111,93.919,373.5265,0.51,38.229,273.02,138.53,34.746,32.549,233.595,307.809,5.5995
1,9.75,0.2045,-2.997,2.438,-0.74275,32.7565,12.697,-14.435,0.172,0.939,60.581,93.955,373.1485,0.81,73.757,416.391,220.721,52.243,49.103,236.146,316.06,5.8695
1,10.25,0.2265,-1.949,2.577,-0.847,53.806,13.773,-6.608,0.188,0.942,55.471,93.944,372.695,1.14,111.92,548.66,289.761,71.691,62.632,233.685,321.853,6.1495
1,10.75,0.21675,-0.662,2.60975,-0.72025,72.7645,15.398,2.911,0.214,0.94,50.89,93.959,372.259,1.41,131.19,684.35,353.131,86.858,73.9295,235.951,326.876,6.1465
1,11.25,0.25175,0.105,2.785,-0.768,86.452,16.57,9.736,0.217,0.951,46.831,93.927,371.414,1.57,155.631,835.43,437.791,98.202,87.881,238.774,335.9,6.10525
1,11.75,0.2145,0.584,2.452,-0.883,92.592,16.155,16.711,0.212,0.988,43.46,93.892,370.296,1.82,174.93,865.48,449.9,108.92,96.839,243.082,340.206,6.16275
1,12.25,0.238,1.658,2.6575,-0.958,89.44475,17.58325,22.566,0.204,0.969,40.611,93.848,369.8105,2.22,158.18,848.73,447.09,111.53,99.6,246.651,347.317,6.2025
1,12.75,0.252,2.836,2.585,-0.8465,98.36675,17.73225,25.933,0.216,0.936,38.8,93.8,369.935,2.3,171.211,884.781,464.14,117.49,98.199,250.181,349.281,6.146
1,13.25,0.233,2.823,2.901,-0.809,93.179,17.666,26.453,0.283,0.902,34.8,93.764,369.63125,2.59,181.191,812.07,429.821,111.53,91.597,250.407,349.291,6.077
1,13.75,0.251,3.5015,2.833,-0.73875,92.5545,16.68675,26.614,0.357,0.79675,33.22025,93.7115,369.637,2.835,169.17025,797.84325,423.3335,110.96,94.157,251.51075,353.238,5.67975
1,14.25,0.2455,3.67475,2.72825,-0.739,80.3505,13.79575,25.91525,0.77325,0.87475,32.31775,93.71225,369.8105,3.27,141.99,704.51525,376.0625,104.51,85.201,253.758,355.88775,5.542
1,14.75,0.2425,3.8815,2.7825,-0.673,61.7555,13.119,26.76525,1.10825,1.06,31.155,93.70575,369.96475,3.2275,109.76825,603.72025,313.76,84.40325,73.4415,254.73225,356.0065,5.544
1,15.25,0.2235,4.25425,2.96,-0.6105,59.346,9.3795,24.40075,1.146,1.215,31.9875,93.693,369.996,3.755,81.595,508.62275,263.905,75.6315,61.404,255.30575,357.456,5.58975
1,15.75,0.2225,4.356,2.8525,-0.407,36.744,8.81875,15.0695,1.342,1.2735,30.93025,93.70175,369.5815,3.85,40.09175,405.62325,215.58825,65.69925,51.715,254.37225,352.38325,5.615
1,16.25,0.213,4.099,3.0115,-0.431,10.7605,6.182,2.69225,1.60075,1.3145,30.87525,93.75725,369.473,3.7075,5.88025,291.02,149.88,50.24425,40.76875,253.151,345.23225,5.5245
1,16.75,0.18075,4.10125,2.4495,-0.354,-4.943,4.199,-6.47275,1.735,1.3095,32.44575,93.79125,369.556,3.33,-28.2255,172.59,86.54275,31.3765,26.2015,251.71625,337.9735,5.553
1,17.25,0.092,3.5745,2.0325,-0.73925,-21.5015,-1.432,-15.6395,1.64675,1.4245,34.935,93.809,370.318,2.75,-55.67325,58.2455,30.216,11.10075,12.67775,248.59225,326.3715,5.57875
1,17.75,0.099,1.94275,1.843,-0.278,-30.451,-0.673,-24.52075,1.46475,1.52175,38.98825,93.821,370.917,2.125,-62.938,7.49075,1.13775,1.06575,2.46075,245.95425,318.68875,5.67375
1,18.25,0.067,1.156,1.69675,-0.248,-30.558,-0.29025,-30.78625,1.186,1.5205,43.3175,93.8275,371.006,1.8125,-58.82975,0,-2.825,-0.0035,1.175,245.4655,313.8665,5.645
1,18.75,0.077,0.7855,1.69,-0.236,-35.315,-0.79,-31.837,1.067,1.502,45.48525,93.8525,370.95925,1.5475,-57.71925,-0.0645,-2.825,-0.04825,1.7835,244.112,310.094,5.6655
1,19.25,0.0795,-0.091,1.51625,-0.256,-32.47175,-0.275,-32.17625,0.98525,1.49625,47.86325,93.854,371.13225,1.32,-56.097,-0.0595,-2.825,-0.0485,1.7885,244.83575,307.59875,5.7115
1,19.75,0.07325,-0.5215,1.4705,-0.399,-33.2285,-0.544,-31.9445,0.95525,1.47475,50.06275,93.872,371.4155,1.1225,-56.37575,-0.04225,-2.825,-0.056,1.641,242.584,306.7285,5.72675
1,20.25,0.1025,-1.31925,1.4605,-0.141,-34.56975,-0.616,-31.943,0.89625,1.44825,53.70025,93.87125,371.67725,0.8825,-57.2365,-0.0805,-2.818,-0.0735,1.44275,239.74575,306.49625,5.414
1,20.75,0.091,-1.45,1.8725,-0.659,-36.74175,-0.311,-30.75975,0.8345,1.4125,56.2085,93.823,371.421,0.7125,-56.18525,-0.1525,-2.81375,-0.151,1.43275,237.383,305.59475,5.574
1,21.25,0.0915,-2.0705,1.82125,-0.23325,-32.6515,-0.6,-32.096,0.7985,1.40975,60.145,93.85,372.005,0.5925,-55.503,-0.22125,-2.818,-0.19625,1.46975,237.49,304.188,5.57
1,21.75,0.08875,-2.433,1.76725,-0.335,-35.88,-0.856,-32.80875,0.695,1.398,61.93325,93.85475,371.851,0.57,-53.25625,-0.20175,-2.802,-0.14975,0.96725,239.15975,302.9775,5.53575
1,22.25,0.1065,-2.87925,1.8665,-0.23975,-31.603,-0.608,-33.0495,0.62275,1.3935,64.38825,93.86675,372.19,0.48,-53.90975,-0.219,-2.8205,-0.18775,0.737,237.691,300.91575,5.53275
1,22.75,0.09775,-3.1655,1.92325,-0.224,-32.422,-0.421,-33.6575,0.58625,1.3955,67.101,93.87225,371.989,0.35,-54.059,-0.24375,-2.767,-0.1785,1.187,237.8915,299.79625,5.542
1,23.25,0.10925,-3.08425,1.78275,-0.267,-40.4505,-0.20575,-33.2295,0.55575,1.3865,64.90525,93.86225,371.782,0.3025,-53.4855,-0.205,-2.76025,-0.19875,1.23125,237.91825,298.18175,5.5605
1,23.75,0.101,-2.9275,1.95425,-0.30425,-38.36625,-0.77475,-33.266,0.52875,1.3865,66.99275,93.845,372.162,0.275,-54.074,-0.1945,-2.773,-0.21275,1.3745,237.597,296.98225,5.896
2,0.25,0.11075,-3.47275,1.729,-0.082,-28.136,-0.37575,-33.33075,0.69575,1.41125,72.7,93.905,381.56875,0.05,-53.494,-0.042,-2.814,-0.01925,0.008,238.351,301.96175,5.2085
2,0.75,0.1025,-3.5805,1.797,-0.268,-22.841,-0.58225,-33.17075,0.67725,1.393,72.1,93.859,381.12725,0.07,-51.925,-0.0345,-2.78325,-0.024,0.008,241.354,302.04475,5.273
2,1.25,0.12425,-3.73975,1.646,-0.2645,-27.572,-0.42625,-32.89825,0.62725,1.35425,73.301,93.85375,381.724,0.02,-51.91675,-0.04775,-2.78875,-0.0445,0.026,242.1,300.4495,5.214
2,1.75,0.104,-3.77675,1.708,-0.219,-30.346,-0.2695,-32.99825,0.582,1.32875,74.60025,93.8375,381.5825,0.0425,-50.8645,-0.0415,-2.69225,-0.03175,0.014,241.5585,300.15925,5.156
2,2.25,0.1275,-3.599,1.957,-0.29425,-27.006,-0.467,-32.30675,0.555,1.31025,75.901,93.85475,381.05175,0.05,-49.642,-0.043,-2.78,-0.031,0,240.117,301.32775,5.07875
2,2.75,0.1425,-3.96975,2.0055,-0.20125,-25.936,-0.422,-30.96575,0.5295,1.28275,76.22575,93.87775,381.4645,0.005,-52.91,-0.03075,-2.772,-0.015,0,242.85375,300.346,5.19925
2,3.25,0.13525,-4.13325,2.081,-0.226,-27.558,-0.693,-29.6805,0.4965,1.22825,77.326,93.85075,381.46475,0.0125,-52.8465,-0.025,-2.7535,-0.01925,0,241.8425,301.827,5.006
2,3.75,0.1525,-4.04475,1.919,-0.246,-30.3475,-0.219,-29.551,0.46775,1.1935,78.77525,93.81725,381.873,0.0025,-50.506,-0.04075,-2.79875,-0.02325,0,241.125,301.023,5.657
2,4.25,0.151,-4.14525,1.8845,-0.004,-27.3135,-0.398,-30.35075,0.44375,1.16975,78.92525,93.77675,382.07525,0,-53.2365,-0.04925,-2.78575,-0.0215,0,243.214,300.567,5.18975
2,4.75,0.133,-4.25675,1.97775,-0.091,-26.276,-0.024,-30.795,0.41625,1.14025,80.62525,93.7595,382.122,0.0025,-53.12725,-0.06625,-2.761,-0.038,0,245.686,301.647,5.44
2,5.25,0.10675,-4.18675,1.94775,-0.072,-20.4925,-0.499,-30.7365,0.40075,1.1125,81.2,93.77125,382.54275,0.0025,-50.3335,-0.0735,-2.79225,-0.04075,0,243.826,300.786,5.19225
2,5.75,0.09,-4.30375,1.8265,-0.243,-20.88175,-0.771,-32.5925,0.3815,1.0865,80.725,93.772,382.4,0,-51.79225,-0.0635,-2.722,-0.03925,0,245.028,300.532,5.2725
2,6.25,0.125,-4.47025,1.863,-0.09025,-22.0065,-0.8035,-32.426,0.363,1.06075,81.425,93.79875,382.665,0,-50.13875,-0.07,-2.6685,-0.03925,0,246.167,300.54,4.9705
2,6.75,0.11725,-4.66,1.895,-0.2315,-23.79075,-0.8875,-31.8485,0.363,1.02225,84.926,93.85575,382.798,0,-51.03675,-0.025,-2.69,-0.0075,0,244.16425,297.64875,5.238
2,7.25,0.13575,-4.23325,1.9125,-0.1845,-23.47875,0.08725,-32.151,0.342,0.98925,84.025,93.87125,382.416,0,-46.76425,0.8995,-0.30175,0.2235,0.299,238.6445,296.716,5.251
2,7.75,0.17925,-3.894,2.17025,-0.2575,-19.4405,0.5825,-30.032,0.34375,0.962,81.725,93.911,382.929,0,-26.9545,14.3035,7.3465,4.109,2.928,236.05925,298.5535,5.286
2,8.25,0.159,-3.79725,2.3935,-0.423,-5.37,3.69725,-25.479,0.363,0.963,78.25,93.948,382.614,0,-3.0455,52.797,26.56425,11.4185,9.52525,239.34025,304.25825,4.9255
2,8.75,0.1895,-3.54,2.57825,-0.62725,2.9595,7.33875,-22.209,0.39,0.96925,74.451,93.988,382.103,0.0475,11.2875,102.69525,51.73775,24.47875,17.43725,242.65925,306.94475,5.2795
2,9.25,0.203,-2.883,2.924,-0.585,10.05,10.85525,-17.49925,0.411,0.9695,69.7185,94.008,381.6655,0.095,25.70375,154.5275,78.16125,39.15775,25.6145,240.38925,311.0155,4.79575
2,9.75,0.217,-2.02775,2.996,-0.91425,18.5155,13.70225,-13.422,0.40675,0.9735,63.55525,94.024,381.24225,0.1375,37.34975,237.23,116.31325,46.38925,29.86925,243.5645,316.6635,5.122
2,10.25,0.20625,-1.29475,3,-0.95175,26.986,18.925,-12.61625,0.40275,0.9905,57.82,94.03775,381.035,0.2725,56.21875,282.525,144.765,66.209,43.803,243.18025,319.84275,4.981
2,10.75,0.236,-0.97975,3.2455,-0.76,34.229,15.544,-10.02475,0.42275,0.99075,52.245,94.0325,380.81325,0.575,53.90825,324.6425,160.115,74.784,47.1815,245.01575,320.8465,5.2675
2,11.25,0.246,-0.712,3.272,-0.87125,36.693,20.013,-9.40575,0.4305,0.98075,49.79275,94.02,380.225,0.645,63.538,393.675,186.205,96.22725,62.609,247.9835,323.884,5.074
2,11.75,0.252,-0.47825,3.125,-0.791,44.764,24.573,-7.83075,0.44,0.98575,46.4375,94.01025,379.708,0.7975,95.60525,428.77,219.275,100.9415,71.223,249.52925,326.02975,5.16425
2,12.25,0.2545,-0.124,3.54625,-0.9715,66.73,27.78,-6.52225,0.577,0.96775,43.96,93.998,379.73375,0.905,110.34025,510.7775,276.1625,115.09,88.57,253.2675,327.7085,5.19025
2,12.75,0.255,0.2015,3.3035,-0.98575,63.165,31.306,-5.0325,0.6365,0.96475,41.3875,93.9605,379.33525,0.985,105.41775,554.48525,287.20075,123.63,95.448,254.342,329.28525,5.26125
2,13.25,0.27425,0.25625,3.4755,-0.77075,61.884,29.6015,-2.64925,0.80325,0.99075,40.7975,93.93275,378.442,1.0275,95.8605,532.0875,273.5825,113.45825,82.364,256.007,328.40675,5.158
2,13.75,0.276,0.48575,3.6035,-0.84975,62.47525,30.58475,-1.41525,0.91525,1.175,39.03,93.9115,378.8725,1.0325,96.05175,539.23,282.89275,98.751,72.908,258.29575,329.21625,4.98475
2,14.25,0.277,0.7425,3.61225,-0.894,56.8415,28.282,-1.4785,0.949,1.283,35.615,93.8475,378.38575,1.0975,96.47025,477.68025,259.1225,106.9925,59.66925,259.06825,329.42875,4.4815
2,14.75,0.257,0.93825,3.70175,-0.7295,44.5295,27.934,-0.3865,1.1295,1.41025,32.93325,93.823,378.2525,1.1625,82.70025,443.38,231.91,75.15125,55.991,259.77,329.69775,5.3375
2,15.25,0.257,1.02325,3.723,-0.58,36.359,24.87775,-1.4805,1.5725,1.48275,30.75,93.8125,378.3745,1.2275,58.04925,363.89575,182.12,69.01075,45.912,260.32275,329.55425,5.155
2,15.75,0.2185,1.09175,3.3465,-0.4695,26.7535,19.914,-4.44875,1.62275,1.49375,30.18025,93.775,378.301,1.25,41.44,286.585,141.0925,52.44575,36.993,262.2875,330.92825,5.18
2,16.25,0.2035,0.9925,2.9865,-0.4935,9.85075,17.2885,-8.08275,1.70325,1.752,29.3325,93.76225,378.2875,0.99,24.901,210.07025,104.25075,39.946,26.535,260.934,329.522,5.06675
2,16.75,0.18575,0.6555,3.047,-0.2565,3.3325,14.124,-11.43475,1.75525,1.9325,30.15825,93.7735,377.78025,0.9525,10.2665,157.0175,75.43725,27.154,21.935,260.79325,327.6435,5.1605
2,17.25,0.1805,0.5245,2.78275,-0.312,-8.655,9.26525,-14.08925,1.7185,1.99025,31.60575,93.816,377.851,0.895,-16.47575,89.45775,44.72275,14.19325,11.41575,259.75975,326.464,5.17325
2,17.75,0.13575,0.41975,2.29975,-0.53625,-16.833,3.516,-18.22325,1.65075,2.0235,33.59775,93.79125,378.871,0.635,-46.866,36.6955,19.34,6.85725,5.86425,258.935,322.4165,5.072
2,18.25,0.08225,0.16325,1.86275,-0.30025,-21.5295,0.56575,-21.5595,1.561,2.0605,40.1685,93.80575,378.945,0.6125,-58.57175,5.57375,1.49775,1.2365,1.664,256.095,319.23525,5.59575
2,18.75,0.086,-0.03975,1.795,-0.02125,-22.444,-0.007,-27.5565,1.47375,2.026,45.59525,93.85,380.125,0.5025,-58.61225,0,-2.82075,0,0.012,252.66975,314.643,5.232
2,19.25,0.08375,-0.7155,1.797,-0.016,-25.663,0.475,-30.79925,1.3295,1.97375,49.276,93.87175,380.644,0.37,-56.79325,-0.04875,-2.825,-0.04,0.044,247.29325,311.879,5.3555
2,19.75,0.10725,-0.83925,1.8445,0.052,-26.986,-0.303,-30.2145,1.19625,1.91075,53.92525,93.861,381.027,0.305,-55.42775,-0.0315,-2.82175,-0.03175,0.13375,245.78875,310.32875,5.306
2,20.25,0.1045,-1.268,1.76475,0.045,-28.629,-0.163,-32.028,1.09825,1.85625,55.201,93.8605,381.151,0.28,-57.2935,-0.037,-2.825,-0.03175,0.607,242.99625,308.03025,5.264
2,20.75,0.0955,-1.7945,1.828,-0.23775,-29.30375,-0.00775,-32.327,1.03025,1.79725,57.73,93.87725,380.656,0.22,-58.09075,-0.0175,-2.82425,-0.02125,0.50675,241.105,307.93625,5.144
2,21.25,0.10825,-1.73575,1.7815,-0.0065,-32.019,0.11225,-31.534,0.97125,1.73925,59.25,93.89425,380.77,0.16,-57.45675,-0.02175,-2.81875,-0.0155,0.42225,242.64975,306.479,5.20775
2,21.75,0.10525,-2.3955,1.685,-0.0355,-29.7265,0.00575,-32.585,0.93,1.68825,62.111,93.904,381.207,0.16,-56.9945,-0.02825,-2.822,-0.0295,0.334,237.571,306.11325,5.136
2,22.25,0.112,-2.8115,1.64075,-0.003,-29.4865,-0.1985,-34.2395,0.89525,1.64425,65.861,93.91525,381.577,0.16,-56.23675,-0.03225,-2.818,-0.01025,0.20275,239.3735,304.21125,5.125
2,22.75,0.11525,-3.03275,1.508,-0.05975,-26.71725,0.055,-32.67575,0.86875,1.59625,67.34,93.93975,381.593,0.11,-54.327,-0.01925,-2.816,-0.02225,0.01875,241.0115,303.82975,5.2685
2,23.25,0.114,-2.9655,1.6085,-0.181,-29.869,-0.1295,-33.48325,0.80475,1.5275,69.28,93.9325,381.685,0.1,-55.80125,-0.025,-2.81,-0.022,0.215,239.71925,303.02375,5.14075
2,23.75,0.115,-3.40475,1.693,-0.1395,-27.83025,0.146,-33.9695,0.754,1.4685,69.56,93.9285,381.526,0.1,-52.87225,-0.03925,-2.72825,-0.0235,0.09575,240.31175,302.747,5.232
3,0.25,0.1425,3.43975,2.1255,0.0265,-46.60525,-0.147,-38.86825,7.42725,8.6485,69.64,93.521,375.71075,0.2525,-57.84625,0,-2.825,0,2.23825,266.0955,333.4505,7.718
3,0.75,0.1495,3.403,2.38075,0.14275,-42.59825,0.022,-38.583,7.25925,8.56325,70.3235,93.52225,375.79375,0.2125,-57.08475,0,-2.825,0,2.0975,265.6345,331.6515,7.5605
3,1.25,0.1545,2.86075,2.37925,-0.0385,-42.25875,-0.7145,-38.6985,6.99625,8.4065,74.47525,93.5275,375.99675,0.1975,-57.122,0,-2.825,0,1.8435,266.30475,330.9355,7.55975
3,1.75,0.112,2.621,2.13575,0.13875,-41.094,-0.9915,-38.75525,6.82275,8.2475,76.80025,93.50875,376.62875,0.1625,-56.55025,0,-2.825,0,2.01875,264.54925,330.3125,7.445
3,2.25,0.163,2.2495,2.16225,-0.1565,-40.0625,-1.807,-38.48775,6.6795,8.07875,79.37575,93.5145,377.093,0.085,-56.2095,0,-2.825,0,1.906,264.11225,329.35975,7.4585
3,2.75,0.15475,2.16475,2.235,0.08775,-44.40725,-1.531,-38.0255,6.58425,7.86125,78.17525,93.4805,376.8895,0.0025,-55.89175,0,-2.825,0,2.26575,261.07475,329.329,7.4605
3,3.25,0.15325,2.2135,2.23025,0.0215,-41.73925,-1.14475,-38.34225,6.4405,7.69625,76.87575,93.45475,376.99,0,-55.9365,0,-2.825,0,2.0865,259.18375,328.179,7.47725
3,3.75,0.149,1.7285,2.018,0.0415,-38.63675,-1.75525,-38.19475,6.2685,7.625,79.12525,93.459,376.5455,0,-55.489,-0.002,-2.825,0,2.0155,260.091,327.294,7.4645
3,4.25,0.12275,1.3625,1.944,0.1595,-35.76525,-2.58325,-39.41025,6.04875,7.535,79.87575,93.46425,376.41125,0,-55.89025,-0.002,-2.825,0,1.74575,258.528,323.9295,7.36275
3,4.75,0.114,1.07875,2.0335,0.13325,-35.84375,-1.9105,-38.6395,5.9025,7.4075,81.07525,93.482,376.551,0,-54.9955,0,-2.825,0,1.889,259.37125,324.31425,7.068
3,5.25,0.125,1.2415,1.8615,-0.266,-34.33775,-1.458,-37.77325,5.7515,7.27125,81.82575,93.4935,375.60975,0,-55.77725,0,-2.825,0,1.82775,263.216,323.51175,7.16775
3,5.75,0.1395,1.2595,2.0765,0.0295,-35.723,-1.01625,-37.64825,5.59025,7.13575,82.175,93.50825,374.59425,0,-55.80525,0,-2.825,0,1.63675,264.2965,324.181,7.06975
3,6.25,0.15025,1.3775,2.38025,0.0645,-33.0735,-3.48725,-37.394,5.41925,7.00175,81.326,93.547,376.89675,0,-56.0735,0,-2.81375,0,1.0575,265.9505,324.0055,7.094
3,6.75,0.174,1.142,2.4455,0.10975,-31.2915,-2.27275,-35.7005,5.26425,6.9,84.2,93.566,376.3035,0,-51.6045,1.855,-0.5155,0.322,2.027,263.42475,323.54425,7.216
3,7.25,0.1815,1.53575,2.513,-0.535,-20.713,0.51875,-33.62675,5.12725,6.8185,85.15025,93.54825,377.6845,0,-31.3785,23.7625,12.4,3.80125,3.69075,260.1785,324.597,7.3275
3,7.75,0.17625,2.0155,2.3695,-0.73975,-5.0155,6.8705,-26.5395,5.05175,6.75225,81.05075,93.55775,376.8865,0,0.8405,82.761,38.802,10.502,9.4785,260.851,330.2025,7.479
3,8.25,0.231,2.941,3.17125,-1.06,8.864,13.23425,-19.736,5.106,6.688,74.9,93.606,376.58125,0.15,26.431,156.771,85.924,19.923,17.177,258.196,336.102,7.412
3,8.75,0.2515,3.887,3.514,-1.5615,21.78875,19.9605,-9.862,5.3,6.596,69.51,93.628,375.3505,0.58,65.525,256.05,144.37,33.012,27.92875,259.979,342.557,7.688
3,9.25,0.263,4.9655,3.71975,-2.025,48.7385,26.129,-0.64025,5.7015,6.62625,61.14575,93.6405,374.64525,0.9775,107.4135,429.7785,242.935,58.8255,48.681,265.88825,351.97625,7.64525
3,9.75,0.277,5.50225,3.7785,-2.194,67.99375,31.36975,6.19175,6.2755,6.74325,58.0975,93.65725,374.2165,1.2025,127.8035,592.04,329.95,74.607,61.194,271.85775,360.38975,7.633
3,10.25,0.29225,6.29325,3.8735,-2.01075,99.848,37.745,17.9615,6.82775,6.824,51.5985,93.66125,373.934,1.8425,185.59775,673.59325,379.221,90.886,81.237,273.5715,369.2825,7.6795
3,10.75,0.2885,6.83,4.0345,-2.1965,100.933,43.402,27.00075,7.53625,6.924,45.23325,93.669,373.3275,2.4375,209.5325,715.45075,386.25275,88.94375,65.30875,279.4825,376.231,7.611
3,11.25,0.318,7.735,4.0165,-2.076,119.848,46.5675,35.6275,8.10025,7.18375,40.81,93.65275,373.3655,2.78,220.7775,789.61275,425.06825,110.21,88.859,283.56375,381.459,7.636
3,11.75,0.30975,8.33825,3.932,-1.7445,119.702,45.4985,43.66575,8.57,7.49125,37.05275,93.63825,372.837,3.35,216.9135,776.73575,404.7575,102.8975,82.94,283.866,390.769,7.33125
3,12.25,0.2795,9.0135,3.5335,-1.8285,132.7515,47.605,45.9325,9.24725,7.83625,35.75575,93.62475,372.6515,3.9,209.585,767.4975,415.1875,113.7675,83.48475,288.6835,392.82375,7.31725
3,12.75,0.3,9.37075,3.56625,-1.86775,123.40275,46.56325,43.002,10.115,8.27875,33.73775,93.5845,372.44925,3.855,223.50325,798.5325,449.53,125.481,84.1585,290.37925,390.74575,7.10825
3,13.25,0.287,9.88775,3.302,-1.36825,136.685,50.51725,49.10925,10.43125,8.69125,31.39025,93.52825,372.298,4.07,255.39075,999.39025,540.9525,137.41,110.21,293.675,395.42,7.1475
3,13.75,0.303,10.405,3.436,-1.61425,126.487,45.386,50.704,11.0515,8.95525,30.191,93.47175,372.556,4.6025,240.55775,964.6125,516.6875,137.14,110.191,296.21075,400.87375,7.17125
3,14.25,0.28575,10.90775,3.234,-1.48725,124.3105,45.20425,50.02925,11.4425,9.21525,28.26525,93.4535,372.63325,4.4275,204.745,864.25575,457.0175,130.56,95.118,297.74875,401.75175,7.16
3,14.75,0.29475,11.17825,3.663,-1.3805,106.59825,37.797,36.9145,11.7325,9.58,28.25775,93.42675,372.146,4.405,186.0775,698.85825,365.17,97.633,70.876,301.605,401.1755,7.268
3,15.25,0.297,11.24575,3.47375,-1.463,81.86975,41.45,30.48725,11.6325,10.0275,27.3725,93.43275,371.9265,4.545,163.921,638.4135,332.37325,77.66175,58.03925,300.193,394.10525,7.306
3,15.75,0.28575,11.18,3.51,-1.45925,68.823,32.929,29.5995,11.65625,10.16375,28.09025,93.4445,371.9245,5.155,139.13575,623.286,347.85275,77.033,58.829,299.703,393.20175,7.154
3,16.25,0.279,10.97075,3.65625,-1.0355,54.566,29.174,20.5825,11.83025,10.24,28.56575,93.435,371.412,4.5575,91.60125,557.83525,305.1075,77.1595,59.936,293.8515,390.98625,7.156
3,16.75,0.26225,10.69575,3.55775,-1.03475,25.5345,27.43475,12.47575,11.9345,10.31025,28.89,93.445,371.19625,5.0175,44.81975,378.1675,201.2685,58.107,46.63775,295.5175,386.993,6.744
