DOY2,HR2,TS_1_1_1
11,4.25,1.591
11,4.75,1.71
11,5.25,1.7895
11,5.75,1.782
11,6.25,1.72
11,6.75,1.8225
11,7.25,1.743
11,7.75,1.748
11,8.25,1.7385
11,8.75,1.758
11,9.25,1.606
11,9.75,1.524
11,10.25,1.747
11,10.75,1.7095
11,11.25,1.631
11,11.75,1.655
11,12.25,1.698
11,12.75,1.711
11,13.25,1.8065
11,13.75,1.686
11,14.25,1.682
11,14.75,1.6795
11,15.25,1.6775
11,15.75,1.914
11,16.25,1.664
11,16.75,2.2365
11,17.25,1.649
11,17.75,1.547
11,18.25,2.195
11,18.75,1.616
11,19.25,1.884
11,19.75,1.858
11,20.25,2.046
11,20.75,2.1525
11,21.25,1.8295
11,21.75,1.5525
11,22.25,1.753
11,22.75,1.879
11,23.25,1.735
11,23.75,1.4455
12,0.25,0.612
12,0.75,0.627
12,1.25,0.614
12,1.75,0.618
12,2.25,0.602
12,2.75,0.4925
12,3.25,0.5865
12,3.75,0.5625
12,4.25,0.57
12,4.75,0.551
12,5.25,0.518
12,5.75,0.4725
12,6.25,0.569
12,6.75,0.553
12,7.25,0.5055
12,7.75,0.576
12,8.25,0.454
12,8.75,0.504
12,9.25,0.5345
12,9.75,0.475
12,10.25,0.473
12,10.75,0.44
12,11.25,0.4535
12,11.75,0.3895
12,12.25,0.3795
12,12.75,0.366
12,13.25,0.354
12,13.75,0.356
12,14.25,0.35
12,14.75,0.353
12,15.25,0.443
12,15.75,0.344
12,16.25,0.354
12,16.75,0.5485
12,17.25,0.539
12,17.75,0.4575
12,18.25,0.5535
12,18.75,0.555
12,19.25,0.557
12,19.75,0.466
12,20.25,0.558
12,20.75,0.467
12,21.25,0.469
12,21.75,0.574
12,22.25,0.56
12,22.75,0.5785
12,23.25,0.582
12,23.75,0.585
