DOY2,HR2,CO2,FC,G_1_1_1,H,H2O,LE,PA,RH,TA,TS_1_2_1,WS,PPFD_IN,TS_1_1_1,USTAR,VPD
2,4.25,380.41425,-0.495,-10.195,-41.025,2.523,0.1865,76.943,65.473,-9.952,-2.806,2.173,-0.292,-4.0385,0.1345,0.52
2,4.75,380.26075,-0.4965,-10.848,-32.5605,2.578,-1.06475,76.953,65.468,-10.141,-2.825,1.894,-0.285,-4.1415,0.1465,0.51
2,5.25,380.7465,-0.49775,-10.404,-39.5275,2.557,-0.41675,76.935,65.793,-10.175,-2.83075,2.274,-0.29,-4.1945,0.1365,0.51
2,5.75,379.93,-0.47,-10.523,-38.055,2.491,-0.4785,76.918,65.858,-10.336,-2.84525,2.543,-0.299,-4.285,0.1405,0.5
2,6.25,380.036,-0.43875,-10.538,-38.7635,2.51,-0.77775,76.932,65.618,-10.292,-2.85425,2.715,-0.27,-4.3475,0.1455,0.52
2,6.75,379.9455,-0.327,-10.62,-38.9875,2.464,-0.885,76.96,65.238,-10.367,-2.8755,2.624,0.133,-4.4205,0.146,0.5
2,7.25,380.3495,-0.372,-10.608,-40.0105,2.537,-0.24125,76.954,64.856,-10.349,-2.90025,2.57,11.121,-4.563,0.129,0.53
2,7.75,381.0955,-0.454,-10.663,-31.72575,2.539,-0.134,76.996,64.937,-9.689,-2.92675,2.46,69.013,-4.7215,0.149,0.57
2,8.25,382.02275,-0.615,-8.75,-28.6715,2.646,0.602,77.025,61.811,-9.157,-2.95575,2.665,178.231,-4.851,0.1765,0.63
2,8.75,382.10075,-0.893,-7.935,-27.505,2.691,6.3495,77.03,59.239,-8.817,-2.955,2.873,303.007,-4.861,0.1775,0.78
2,9.25,382.3885,-1.038,-7.284,-23.6885,2.833,7.487,77.05,54.715,-8.18,-2.96775,3.037,445.692,-4.799,0.184,0.96
2,9.75,382.4105,-1.2895,-6.184,-23.452,2.867,12.4425,77.07,49.579,-7.172,-3.00925,2.743,542.571,-4.615,0.215,1.06
2,10.25,382.5595,-1.457,-5.188,-17.3735,2.97,15.3795,77.067,50.226,-6.385,-3.04675,2.734,648.921,-4.44,0.1785,1.18
2,10.75,381.804,-1.583,-4.181,-15.9345,3.07,17.2685,77.066,47.631,-6.158,-3.0695,3.008,749.246,-4.206,0.203,1.31
2,11.25,382.7415,-1.7475,-3.498,-17.672,3.108,21.581,77.041,47.52,-5.923,-3.0535,2.479,785.365,-3.943,0.19025,1.35
2,11.75,381.8435,-1.85675,-3.095,-13.22,3.116,23.21975,77.005,47.107,-5.35,-3.02275,2.274,856.248,-3.816,0.16925,1.29
2,12.25,382.281,-2.02425,-2.4965,-19.66075,3.173,26.69325,76.94075,43.862,-4.97725,-3.012,2.38525,969.697,-3.734,0.16525,1.3775
2,12.75,382.45375,-2.055,-2.11225,-15.318,3.143,24.056,76.92175,40.03575,-4.71875,-3.01,2.5025,862.74925,-3.56,0.195,1.3725
2,13.25,382.9485,-2.3005,-1.7565,-13.992,3.216,27.288,76.9255,40.7955,-4.2105,-3.014,2.1375,870.7025,-3.4265,0.17275,1.415
2,13.75,382.375,-2.13,-1.587,-12.9785,3.259,26.686,76.96,40.862,-3.883,-2.97,3.119,911.584,-3.3835,0.187,1.35
2,14.25,381.57075,-2.1725,-1.446,-22.62075,3.3005,26.183,76.942,42.13775,-4.5975,-2.91975,3.5295,733.6055,-3.34975,0.20125,1.4175
2,14.75,382.03025,-1.89425,-1.31075,-23.529,3.23325,22.5795,76.94075,44.2325,-4.04225,-2.861,2.95125,667.851,-3.33375,0.1785,1.42
2,15.25,381.88475,-2.05275,-1.217,-23.84175,3.411,19.501,76.919,43.168,-4.323,-2.85625,3.019,532.19,-3.3185,0.1975,1.27
2,15.75,381.64825,-1.38475,-1.09275,-27.4205,3.2845,15.50175,76.91625,44.3585,-4.35375,-2.845,3.37,374.91675,-3.30175,0.194,1.235
2,16.25,381.61725,-1.38725,-1.1925,-33.9625,3.13875,11.31475,76.92325,45.10675,-4.36825,-2.79875,3.19275,307.005,-3.2825,0.2085,1.1325
2,16.75,381.63975,-0.9985,-1.2005,-37.026,3.212,7.6865,76.9665,47.146,-4.82225,-2.73675,2.92075,154.8255,-3.26475,0.19025,1.0325
2,17.25,381.355,-0.72425,-1.45775,-39.26025,3.109,5.139,76.9825,50.197,-5.22775,-2.7065,2.383,52.31,-3.244,0.1515,0.94
2,17.75,380.2515,-0.55425,-1.669,-33.62775,3.0765,2.16575,77.0075,55.28625,-5.901,-2.701,2.018,4.663,-3.2295,0.15575,0.7725
2,18.25,379.8485,-0.48425,-1.89925,-35.4565,3.0675,0.6415,77.0125,59.0835,-6.8525,-2.6965,2.01275,-0.127,-3.21425,0.12025,0.66
2,18.75,380.3455,-0.4205,-2.144,-34.299,2.94375,0.60475,76.98375,56.70425,-7.49275,-2.692,1.922,-0.27925,-3.20075,0.1085,0.63
2,19.25,380.552,-0.49425,-2.18625,-32.33075,2.9945,0.55775,76.987,57.67375,-7.75075,-2.68675,1.70675,-0.285,-3.188,0.12525,0.6175
2,19.75,380.6055,-0.36925,-2.31,-30.8695,3.05675,0.03325,76.97775,57.7045,-7.579,-2.6845,2.162,-0.29275,-3.248,0.14925,0.6125
2,20.25,380.294,-0.34975,-2.56575,-28.82325,3.06375,-0.24625,76.95825,62.235,-7.80075,-2.682,2.18225,-0.30525,-3.2765,0.136,0.6025
2,20.75,379.745,-0.455,-3.169,-33.57225,2.931,-0.1005,76.95875,63.57175,-7.71525,-2.675,2.21575,-0.291,-3.258,0.12675,0.595
2,21.25,379.6935,-0.378,-3.575,-32.64425,2.857,0.07325,76.957,60.348,-8.372,-2.692,2.211,-0.298,-3.2215,0.1255,0.46
2,21.75,378.59625,-0.348,-4.222,-32.286,2.785,-0.661,76.959,63.56775,-8.7415,-2.69675,1.99425,-0.29375,-3.21525,0.139,0.465
2,22.25,379.06025,-0.35275,-4.59,-33.3505,2.75575,-0.86,76.944,62.767,-9.11875,-2.69725,2.16125,-0.308,-3.27925,0.13125,0.5575
2,22.75,380.2975,-0.34725,-5.419,-33.997,2.789,0.022,76.9155,64.103,-8.80875,-2.69575,2.05875,-0.29375,-3.293,0.13725,0.5525
2,23.25,380.36225,-0.3675,-6.14025,-35.99925,2.723,-0.71875,76.91525,62.93225,-9.0595,-2.69575,2.24475,-0.3,-3.30325,0.1505,0.545
2,23.75,380.984,-0.36275,-6.71275,-35.04675,2.60625,-1.346,76.90625,63.3905,-9.06025,-2.69625,2.2805,-0.30825,-3.31625,0.13725,0.505
3,0.25,382.1965,-0.2805,-9.636,-29.63525,3.30475,0.657,77.095,58.503,-6.19875,-0.85025,2.00725,-0.319,-0.805,0.112,0.655
3,0.75,382.1625,-0.26225,-9.2095,-30.87,3.19275,-0.417,77.0825,57.134,-6.4975,-0.84875,1.9155,-0.3095,-0.7985,0.115,0.6175
3,1.25,382.353,-0.265,-9.9205,-37.713,3.19175,0.862,77.0935,59.18475,-7.20175,-0.845,1.9365,-0.3015,-0.79425,0.1085,0.5575
3,1.75,382.031,-0.215,-10.41725,-35.4435,3.18675,0.2255,77.07225,59.012,-6.732,-0.8425,1.94275,-0.31625,-0.7945,0.1325,0.575
3,2.25,382.05175,-0.318,-11.48625,-29.923,3.24975,0.9085,77.06475,60.197,-7.10075,-0.84025,1.90975,-0.32,-0.79825,0.1175,0.595
3,2.75,382.59675,-0.249,-11.92175,-32.4495,3.2445,0.3345,77.0645,62.5655,-7.49675,-0.83775,2.05725,-0.3205,-0.806,0.1325,0.5525
3,3.25,382.432,-0.233,-11.85075,-25.2815,3.10075,-0.051,77.05275,62.7825,-7.4295,-0.8385,2.07225,-0.31875,-0.817,0.1065,0.4775
3,3.75,382.491,-0.23625,-11.32075,-25.182,3.1325,-0.7155,77.05375,62.87,-8.0245,-0.839,1.88775,-0.308,-0.83225,0.114,0.48
3,4.25,382.56,-0.201,-11.03075,-29.24275,3.14875,0.08725,77.05175,63.13725,-8.2245,-0.84125,1.8845,-0.3215,-0.85075,0.1205,0.435
3,4.75,382.377,-0.2575,-11.234,-32.32975,3.21675,-0.0625,77.05975,62.87575,-7.853,-0.84275,2.03975,-0.30475,-0.874,0.131,0.46
3,5.25,381.89,-0.27575,-11.42275,-32.1795,3.1355,-0.361,77.0575,64.23375,-7.77775,-0.84425,1.898,-0.3055,-0.8985,0.116,0.4675
3,5.75,382.826,-0.286,-11.63225,-32.566,3.09525,0.362,77.0475,64.4235,-7.77025,-0.8465,1.86775,-0.23775,-0.928,0.128,0.485
3,6.25,383.125,-0.209,-12.11275,-30.44275,3.17475,0.35425,77.031,64.0675,-7.732,-0.84,1.91325,1.003,-1.03725,0.0985,0.44
3,6.75,383.21575,-0.306,-12.418,-25.223,3.09125,0.96,77.0235,63.64225,-7.5055,-0.83625,2.114,26.077,-1.105,0.13,0.4775
3,7.25,382.90225,-0.627,-12.79225,-22.923,3.26,5.02975,77.042,62.29175,-7.09275,-0.8315,2.185,122.1125,-1.121,0.1385,0.5975
3,7.75,383.681,-0.87225,-12.58625,-17.274,3.35725,9.914,77.04425,56.38325,-6.88175,-0.82675,2.41675,252.78725,-1.138,0.14575,0.7075
3,8.25,383.13675,-1.073,-9.8425,-10.03225,3.46825,9.547,77.0815,51.11025,-6.29,-0.8245,2.4895,393.29975,-1.15575,0.14925,0.755
3,8.75,383.678,-1.2435,-8.26625,-7.574,3.41025,14.748,77.0775,46.151,-5.30775,-0.8295,2.368,523.82875,-1.1715,0.16875,0.9475
3,9.25,382.2715,-1.4295,-6.36825,-4.8805,3.6115,25.17175,77.06575,43.62225,-4.5845,-0.83225,2.331,651.91575,-1.18825,0.172,1.23
3,9.75,381.9685,-1.72875,-5.9275,-7.13,3.6205,27.581,77.0765,39.7765,-3.8135,-0.829,2.641,798.8435,-1.20275,0.201,1.305
3,10.25,381.642,-2.0795,-5.2045,-2.10025,3.63725,32.3615,77.11775,34.6185,-2.6445,-0.83475,2.5,947.21425,-1.20875,0.206,1.4025
3,10.75,382.253,-2.151,-4.1715,-2.917,3.656,45.602,77.132,32.0935,-2.3785,-0.803,2.342,1122.275,-1.1895,0.21625,1.62
3,11.25,382.01025,-2.37475,-3.563,0.61,3.6195,44.05825,77.14475,31.3595,-2.377,-0.86225,2.623,1142.68225,-1.18525,0.209,1.705
3,11.75,381.447,-2.5105,-2.898,0.4145,3.5225,44.54925,77.14875,30.16725,-1.98075,-0.86325,2.77775,1275.93175,-1.1825,0.2045,1.8125
3,12.25,382.5055,-2.52475,-2.414,10.2695,3.51,46.34525,77.125,28.92675,-1.26675,-0.85925,2.85075,1233.907,-1.1665,0.214,1.93
3,12.75,382.596,-2.6175,-2.17875,4.824,3.58025,48.8655,77.10375,28.3225,-0.78475,-0.856,2.54175,1230.23475,-1.146,0.19825,2.1925
3,13.25,382.8135,-2.8265,-2.02925,1.584,3.54225,48.023,77.0815,27.9005,-0.663,-0.85175,2.704,1132.38725,-1.12,0.216,2.32
3,13.75,382.495,-2.9065,-1.7985,0.5625,3.61325,40.93425,77.061,27.662,-0.7265,-0.853,2.79925,1089.1945,-1.09275,0.23225,2.3225
3,14.25,381.7855,-2.7625,-1.5925,0.3675,3.52575,41.1705,77.03025,27.45225,-1.07225,-0.848,3.79575,1028.21825,-1.06325,0.3035,1.9875
3,14.75,381.7205,-2.6595,-1.55675,-0.803,3.4245,39.812,77.04575,27.42625,-1.16825,-0.832,3.7395,870.89775,-1.03525,0.27625,2.0725
3,15.25,381.5505,-2.1165,-1.4705,-4.336,3.4315,31.6785,77.0755,28.33,-1.1025,-0.82525,4.21125,706.181,-1.00425,0.29275,2.0925
3,15.75,381.25525,-1.8865,-1.47175,-8.62125,3.453,31.32425,77.086,28.7905,-1.391,-0.8195,4.1715,597.42675,-0.974,0.307,2.08
3,16.25,381.1705,-1.5685,-1.35275,-14.624,3.573,24.15,77.09225,28.567,-1.67975,-0.81825,4.113,476.15475,-0.9475,0.26925,1.9325
3,16.75,380.515,-1.301,-1.34575,-20.8535,3.83475,19.983,77.1225,30.6865,-1.6235,-0.82025,3.79225,291.4575,-0.937,0.25325,1.85
3,17.25,380.40875,-0.9955,-1.321,-26.571,3.75275,12.199,77.11725,32.27525,-2.14675,-0.813,2.9435,163.48825,-0.925,0.2195,1.6375
3,17.75,381.136,-0.66075,-1.2625,-30.455,3.74025,7.5045,77.10975,35.88425,-2.73825,-0.80475,2.668,57.56975,-0.915,0.18,1.3475
3,18.25,381.0335,-0.37275,-1.27525,-36.42725,3.6775,2.792,77.12175,40.217,-3.20175,-0.7955,2.13025,7.761,-0.90675,0.10475,1.23
3,18.75,381.299,-0.268,-1.4325,-34.41475,3.661,1.009,77.1215,43.9325,-3.943,-0.776,2.1395,-0.1405,-0.901,0.122,1.205
3,19.25,381.5885,-0.25,-2.009,-30.5945,3.6115,1.221,77.127,45.635,-4.508,-0.769,2.1305,-0.3095,-0.8965,0.1035,1.005
3,19.75,381.848,-0.297,-4.09275,-25.79,3.64575,0.3985,77.128,48.81125,-4.2165,-0.79875,1.90525,-0.31325,-0.88575,0.10775,1.045
3,20.25,381.8705,-0.2565,-5.001,-31.24175,3.654,0.96325,77.11925,47.75575,-4.6415,-0.799,2.12825,-0.31825,-0.87225,0.09875,0.94
3,20.75,382.45,-0.2195,-6.328,-31.466,3.79675,0.65125,77.1265,52.3085,-4.898,-0.799,2.13175,-0.318,-0.858,0.11425,0.8725
3,21.25,382.4195,-0.21825,-7.21175,-31.19325,3.75025,0.25425,77.14225,55.201,-4.93425,-0.79975,2.1435,-0.31375,-0.84425,0.125,0.805
3,21.75,382.12425,-0.303,-8.22925,-31.33875,3.56275,0.51975,77.147,56.893,-5.44425,-0.80125,2.0315,-0.31025,-0.831,0.12675,0.685
3,22.25,381.88325,-0.316,-8.41425,-30.2395,3.453,0.845,77.1235,57.84275,-5.49575,-0.8005,2.17875,-0.3145,-0.81825,0.11025,0.675
3,22.75,381.6575,-0.327,-9.38,-29.4705,3.46725,0.4085,77.11325,59.4165,-5.53725,-0.80125,2.10225,-0.3265,-0.807,0.119,0.6675
3,23.25,381.82675,-0.23075,-10.0305,-28.99475,3.41075,0.171,77.09925,58.03025,-5.943,-0.80275,1.8385,-0.31925,-0.79625,0.1255,0.6625
3,23.75,382.162,-0.22475,-10.05525,-35.24275,3.33125,0.238,77.08975,58.485,-6.035,-0.80275,1.924,-0.317,-0.7855,0.118,0.595
4,0.25,382.514,-0.11375,-21.3435,-26.0375,4.331,-0.91725,77.2,52.4545,-2.947,2.11475,1.9895,-0.291,0.4635,0.116,0.815
4,0.75,382.72775,-0.107,-22.153,-27.26925,4.225,-0.247,77.192,52.322,-3.266,2.0435,2.0265,-0.298,0.45275,0.098,0.825
4,1.25,382.6315,-0.1545,-23.162,-29.842,4.2005,-0.462,77.1765,52.808,-3.3385,1.97425,1.988,-0.2925,0.414,0.1,0.71
4,1.75,382.65075,-0.152,-23.164,-24.28125,4.115,-0.131,77.1375,52.806,-3.8655,1.90725,2.0185,-0.2985,0.38075,0.11,0.675
4,2.25,381.996,-0.168,-23.3535,-25.223,4.156,-0.3965,77.1215,53.679,-4.0015,1.84625,2.006,-0.3085,0.34975,0.095,0.64
4,2.75,382.499,-0.1835,-23.7475,-27.5955,4.0825,-0.679,77.0965,56.794,-3.9925,1.7835,1.974,-0.301,0.324,0.124,0.555
4,3.25,382.5535,-0.1935,-23.7065,-23.12375,4.0365,-0.5455,77.0945,56.076,-4.0885,1.7255,1.90925,-0.314,0.31125,0.122,0.51
4,3.75,382.797,-0.12275,-24.1865,-25.095,4.08675,-0.4205,77.078,58.22975,-4.31525,1.67025,2.039,-0.2965,0.299,0.124,0.53
4,4.25,383.854,-0.1185,-23.75075,-25.18925,3.975,0.2705,77.07775,58.2495,-4.3805,1.61775,2.053,-0.298,0.287,0.105,0.565
4,4.75,383.5545,-0.134,-23.838,-26.276,3.99525,0.053,77.0765,56.09675,-4.536,1.5665,1.9555,-0.281,0.276,0.10325,0.4675
4,5.25,383.32425,-0.15075,-23.912,-25.00025,3.9485,-0.323,77.1015,58.464,-4.8325,1.5195,1.975,-0.079,0.26475,0.1175,0.545
4,5.75,383.45225,-0.258,-23.5865,-25.858,3.9675,0.966,77.12,59.965,-4.8325,1.47425,1.8795,8.8935,0.2565,0.13,0.565
4,6.25,383.39625,-0.52,-23.0555,-20.212,4.0865,5.069,77.122,56.4335,-4.011,1.4325,1.999,62.289,0.22925,0.14225,0.665
4,6.75,383.73525,-1.003,-21.1695,-11.932,4.1815,7.843,77.1275,50.2945,-3.237,1.3905,2.2965,150.1,0.20425,0.164,0.75
4,7.25,383.2835,-1.66,-20.135,-5.6945,4.175,12.62675,77.136,47.1355,-2.9745,1.351,2.7215,259.8065,0.12625,0.17675,0.93
4,7.75,382.69325,-1.98325,-16.5595,1.06375,4.145,18.6015,77.1395,41.906,-2.2055,1.31325,2.628,420.641,0.1655,0.20025,1.17
4,8.25,382.562,-2.3735,-12.284,5.0475,4.055,27.84325,77.1205,37.961,-1.6215,1.278,2.2345,556.75,0.152,0.20075,1.37
4,8.75,382.596,-2.5275,-8.211,9.298,4.01,29.7965,77.116,36.232,-0.791,1.226,2.32,677.486,0.14325,0.18925,1.62
4,9.25,382.1865,-3.1545,-6.181,10.325,3.9485,36.276,77.11975,33.11775,-0.1835,1.2,2.08725,847.00225,0.13475,0.16825,1.9
4,9.75,381.803,-3.3895,-3.71625,15.6285,3.94025,40.86475,77.13475,30.33225,0.53125,1.194,2.18025,923.3075,0.1315,0.182,2.0725
4,10.25,381.5445,-4.02025,-3.2865,16.93125,3.80525,49.936,77.12975,27.4735,1.1845,1.189,2.938,1032.067,0.13125,0.217,2.17
4,10.75,382.006,-4.324,-2.7125,17.18425,3.8485,52.3085,77.14025,26.0205,1.56925,1.191,2.74975,1137.9195,0.13075,0.232,2.215
4,11.25,381.852,-4.3045,-2.63725,20.9005,3.76425,50.9715,77.12375,24.75425,1.831,1.236,2.87175,1213.10125,0.13275,0.225,2.6025
4,11.75,381.544,-4.3445,-1.748,21.3295,3.677,55.73325,77.1265,23.834,2.172,1.35825,3.3225,1179.744,0.16625,0.234,2.79
4,12.25,381.656,-4.28175,-1.549,20.3135,3.6135,53.0185,77.11,23.1435,2.6105,1.4455,3.594,1072.0145,0.23625,0.25675,2.965
4,12.75,381.61375,-4.386,0.23275,22.62275,3.62675,55.6505,77.12475,23.07175,3.01975,1.5365,3.67475,1160.3855,0.237,0.28025,3.1575
4,13.25,381.78575,-4.257,8.586,24.154,3.621,56.12975,77.11925,22.57275,3.267,1.563,3.94025,1151.996,0.3575,0.27325,3.4825
