DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G,TS,RH,CO2,VPD,NETRAD,H2O
1,10.75,0.37675,23.741,1.9915,-32.218,-32.168,-0.2145,65.374,0.782,130.27875,-1.0635,-1.029,20.8115,52.6965,317.79575,11.4525,228.0985,16.41
1,11.25,0.382,24.00825,2.0435,-35.043,-35.037,-0.16475,75.812,0.1375,148.46575,-1.80025,0.3115,20.961,51.007,317.81675,11.7525,286.8975,16.3655
1,11.75,0.43125,24.20925,2.30675,-36.801,-36.727,-0.13575,87.678,0.156,169.8885,-0.82,1.5595,20.97325,51.8415,316.8905,11.725,319.854,16.412
1,12.25,0.41125,24.3005,2.40075,-37.284,-37.318,-0.1345,78.2535,0.06275,152.836,-2.1,2.4525,20.96275,50.29825,317.1225,12.375,332.746,16.54675
1,12.75,0.4185,24.5845,2.61025,-39.098,-39.002,-0.1355,95.097,0.1755,174.216,-1.64175,3.524,21.01175,49.39125,317.0525,12.595,371.021,16.441
1,13.25,0.44325,24.4455,2.9105,-40.111,-39.88,-0.1255,78.886,-0.5065,155.19,-1.0845,3.765,21.09025,50.2665,316.7245,12.585,329.19275,16.9575
1,13.75,0.48225,24.53375,2.80025,-40.316,-40.295,-0.0995,87.042,-0.43575,154.894,-1.1375,4.581,21.2475,49.0675,317.5595,12.5775,374.5095,16.65475
1,14.25,0.43975,24.401,2.94275,-38.21675,-38.29825,-0.0435,84.8115,-0.84,155.477,-1.259,5.391,21.38325,50.64625,317.49875,12.215,314.583,16.668
1,14.75,0.43375,24.40875,2.8795,-36.416,-36.4045,-0.02225,60.0775,-1.5995,142.10775,-0.705,4.6315,21.50575,50.747,316.94625,12.0125,272.504,16.877
1,15.25,0.44125,24.28525,3.0075,-33.519,-33.40625,-0.0335,56.994,-1.0055,133.80525,-1.2625,4.43475,21.40475,51.8075,317.63125,11.8225,246.0715,16.55375
1,15.75,0.4335,24.1185,2.8605,-29.4425,-29.471,0.01575,36.527,-1.524,118.1015,-1.34,4.154,21.44325,54.13975,318.68625,11.2025,168.5515,16.75725
1,16.25,0.40825,23.95825,2.8195,-23.8085,-23.9085,-0.01525,26.479,-1.59225,96.2915,-1.23825,3.827,21.54775,54.49575,318.53775,10.76,150.15125,16.74575
1,16.75,0.39775,23.68025,2.777,-17.937,-18.079,0.02825,7.598,-2.11975,66.24675,-1.9685,3.15,21.63075,55.6405,319.626,10.3525,75.94125,16.98025
1,17.25,0.36175,23.17675,2.62675,-10.917,-10.95875,0.038,-6.70475,-2.198,47.29475,-1.5335,1.8315,21.70075,57.2625,319.782,10.0575,37.24275,16.5625
1,17.75,0.29825,22.6915,2.248,-5.037,-4.9745,0.0795,-24.317,-2.27175,32.589,-2.92625,0.1055,21.71175,57.363,320.00275,9.15,-10.0115,16.1425
1,18.25,0.287,22.2365,2.04075,1.644,1.472,0.06275,-48.67625,-2.68025,21.587,-3.154,-1.363,21.69075,57.85325,320.48075,9.2375,-47.15625,15.6805
1,18.75,0.2525,21.78825,1.61025,3.81875,3.57425,0.032,-58.915,-2.38425,16.6825,-2.5005,-3.4335,21.6835,57.60675,321.084,8.13,-62.326,15.436
1,19.25,0.22525,21.55325,1.5995,4.0565,3.6835,-0.02225,-62.836,-1.782,9.763,-2.76475,-4.6035,21.67375,57.56275,320.6475,7.6025,-60.4125,15.07625
1,19.75,0.179,21.097,1.39425,4.255,4.27975,-0.0585,-60.109,-1.481,13.875,-2.86125,-6.00325,21.63775,58.1985,320.41675,7.365,-59.6615,14.78225
1,20.25,0.147,20.4275,1.40975,4.914,4.63525,-0.0575,-59.558,-1.2735,9.9925,-3.6195,-6.8615,21.59275,58.451,323.416,7.5975,-60.9095,14.55875
1,20.75,0.14425,20.08175,1.29425,4.1425,4.117,-0.0855,-58.6225,-1.3115,11.3515,-1.97175,-7.9785,21.56625,58.17625,323.137,6.7225,-58.29825,14.701
1,21.25,0.1535,20.16475,1.40375,4.0635,4.049,-0.095,-62.9895,-1.32275,9.3385,-1.71175,-8.801,21.543,58.78125,323.959,6.4725,-58.291,14.67075
1,21.75,0.14825,19.97025,1.39025,3.988,3.862,-0.052,-60.906,-1.46425,13.38675,-2.1925,-9.838,21.522,58.9115,324.3805,6.2825,-57.555,14.6605
1,22.25,0.15025,19.685,1.45075,3.76875,4.29575,-0.33125,-62.476,-0.9385,6.64075,-2.211,-9.643,21.4205,58.092,323.6735,6.6825,-58.15225,14.2785
1,22.75,0.1615,19.7285,1.4645,4.5445,4.667,-0.209,-60.608,-0.77425,10.376,-1.92575,-9.91575,21.40575,57.60775,323.32775,6.14,-59.61625,14.23525
1,23.25,0.14375,19.45575,1.56025,3.878,3.771,-0.161,-55.869,-0.851,6.86625,-1.54,-10.217,21.39925,58.36475,322.6575,6.0375,-58.053,14.0435
1,23.75,0.13125,19.43125,1.45475,3.796,3.958,-0.163,-61.7185,-0.868,8.712,-1.2155,-10.2515,21.419,59.74775,323.189,5.8675,-59.96,14.0015
2,0.25,0.3265,20.00925,2.5035,5.242,5.086,-0.168,-73.483,-0.52075,14.5625,-1.12025,-9.5115,20.832,55.65525,319.5415,7.6325,-62.96825,13.2225
2,0.75,0.31475,19.79325,2.43725,5.4605,5.4355,-0.06,-75.92275,-0.84625,15.78975,-1.96175,-9.2685,20.83175,55.536,320.22625,7.765,-65.142,12.887
2,1.25,0.33375,19.87525,2.418,5.695,5.564,-0.1265,-77.96925,-0.721,18.5205,-1.525,-9.5295,20.82475,56.42075,320.16,7.3125,-64.55275,12.9435
2,1.75,0.264,19.50175,2.35425,4.44025,4.63725,-0.095,-78.782,-0.9935,14.906,-1.8725,-10.44375,20.8085,56.371,319.837,7.115,-65.01275,12.80475
2,2.25,0.29175,19.44325,2.39225,4.7185,5.19925,-0.15025,-75.98175,-1.093,15.71925,-1.6885,-10.643,20.79775,56.42,320.38975,7.125,-63.26475,12.71125
2,2.75,0.28225,19.133,2.31625,4.675,4.83175,-0.20825,-74.1605,-1.0715,17.948,-1.717,-10.98375,20.79025,56.169,319.23525,7.0275,-63.9345,12.246
2,3.25,0.289,19.09975,2.391,4.93075,5.09825,-0.2755,-78.984,-0.6075,18.73775,-1.36525,-10.907,20.776,56.09325,318.041,7.015,-64.569,12.48525
2,3.75,0.2805,19.099,2.432,5.493,5.242,-0.1495,-80.19525,-0.7045,15.561,-2.4075,-11.2155,20.75425,56.16425,320.4525,6.845,-68.495,12.31725
2,4.25,0.27,18.95425,2.28375,4.92175,4.7595,-0.0525,-83.7685,-1.0185,16.038,-2.54175,-11.23775,20.76475,55.37725,321.09375,6.6375,-68.23625,12.56225
2,4.75,0.30075,19.136,2.3355,5.3085,4.99525,-0.199,-79.563,-1.026,14.918,-1.97875,-11.563,20.75825,54.69625,319.384,6.805,-69.348,12.5465
2,5.25,0.304,19.1665,2.374,5.0295,5.1205,-0.325,-79.36175,-0.4135,14.525,-2.129,-11.447,20.74175,55.60425,319.204,6.9075,-66.65475,12.6905
2,5.75,0.25575,18.74325,2.13475,4.966,4.949,-0.18425,-83.8235,-1.2285,15.59375,-1.9075,-11.675,20.73075,55.53825,318.0005,6.9725,-64.817,12.662
2,6.25,0.3,19.1705,2.436,4.8165,4.9645,-0.25125,-79.4455,-0.53275,12.22,-1.19525,-12.09725,20.71775,55.56125,317.75225,6.8125,-67.86925,12.5475
2,6.75,0.2795,19.0435,2.3305,4.9205,5.04425,-0.15575,-83.217,-0.78325,13.38475,-1.661,-11.489,20.7115,55.50175,320.744,7.6275,-65.967,12.3035
2,7.25,0.29425,19.0145,2.1265,4.973,5.181,-0.20625,-77.95175,-0.71275,16.5595,-1.2565,-11.082,20.6945,55.45175,321.033,7.775,-64.477,12.46925
2,7.75,0.2885,19.63075,2.401,2.429,2.4485,-0.227,-74.733,0.0955,21.66,-0.99375,-10.0195,20.663,55.7025,318.696,7.9675,-53.986,12.554
2,8.25,0.36475,20.52125,2.53875,-7.552,-7.62725,-0.549,-46.434,1.805,36.491,1.469,-9.046,20.59075,54.0915,321.19275,8.0675,-34.1495,13.03475
2,8.75,0.4265,21.4635,2.858,-15.30375,-14.8055,-0.722,-14.378,2.256,59.656,0.5475,-7.1115,20.50225,52.73025,319.0565,9.085,22.1645,13.2825
2,9.25,0.46575,21.963,3.115,-23.2415,-22.8445,-0.3005,11.564,1.6575,85.1725,-0.7175,-5.56325,20.49425,51.29875,319.675,10.485,31.691,13.4535
2,9.75,0.4695,22.671,2.92825,-31.47325,-31.4065,-0.2955,45.6325,1.6685,122.5945,-0.5745,-3.4045,20.49275,50.486,318.695,11.265,126.036,13.7495
2,10.25,0.45075,23.06,2.9185,-36.03525,-35.92675,-0.225,69.53075,1.64725,148.25025,-0.83975,-2.31,20.51475,49.54525,318.8795,12.37,219.3145,13.94825
2,10.75,0.50425,23.43575,3.14225,-40.814,-40.6275,-0.156,91.662,0.94875,169.903,-0.4485,-0.9395,20.5445,48.22225,318.972,12.31,266.7615,14.111
2,11.25,0.4885,23.61075,3.062,-42.41,-42.391,-0.1115,116.788,0.5585,177.222,-0.425,0.2745,20.59325,48.73875,319.107,12.385,319.559,14.4555
2,11.75,0.52875,23.8275,3.401,-40.473,-40.493,-0.11825,96.158,0.12525,188.69225,-1.613,1.2635,20.649,47.8915,319.3845,12.89,358.217,14.5535
2,12.25,0.51575,24.122,3.57875,-42.73725,-42.794,-0.11925,105.27475,0.43775,205.869,-1.006,2.7005,20.61375,47.3345,318.8085,13.845,386.52775,14.59675
2,12.75,0.543,24.2515,3.805,-43.42975,-43.4445,-0.04725,125.73375,-0.32175,191.1235,-1.279,3.6805,20.48375,47.48425,319.4255,14.485,425.2805,14.626
2,13.25,0.578,24.289,3.918,-42.56775,-42.51475,-0.095,126.63575,-0.9005,206.34175,-1.10375,4.59675,20.592,47.183,319.1135,13.965,384.3925,14.778
2,13.75,0.5575,24.34,3.82675,-43.99125,-43.7055,-0.082,125.428,-0.5125,218.655,-1.986,4.66675,20.829,47.316,319.7235,13.945,411.348,14.7185
2,14.25,0.53925,24.27675,3.72975,-43.213,-42.8955,-0.0255,128.57925,-0.828,208.43225,-2.122,5.0535,20.8185,47.6145,320.0455,14.2975,406.716,14.7805
2,14.75,0.533,24.34875,3.58125,-40.435,-40.5085,-0.0305,126.1315,-1.198,213.9985,-1.1355,4.54075,20.79075,48.56475,319.881,14.0225,361.7475,14.845
2,15.25,0.541,23.92375,3.54325,-37.87,-37.578,-0.092,95.979,-1.1275,188.306,-1.838,3.86825,20.729,49.3745,320.108,13.9875,334.22075,15.0345
2,15.75,0.521,23.82075,3.70825,-35.717,-35.898,-0.0255,71.718,-1.455,166.555,-1.733,3.3515,20.692,49.48475,319.7705,13.425,271.7505,14.779
2,16.25,0.56075,23.72625,4.16325,-31.001,-31.124,-0.014,64.392,-2.414,148.749,-1.2345,3.107,20.72825,50.54125,320.401,13.2375,216.8455,15.0195
2,16.75,0.559,23.18075,3.8655,-24.067,-24.174,0.0355,28.969,-1.9235,111.037,-2.1705,1.9305,20.86675,51.28025,321.301,12.3675,136.18175,14.813
2,17.25,0.56175,22.82,3.73225,-17.2015,-17.221,0.0455,6.4275,-2.5575,98.093,-2.147,1.001,21.04825,53.2285,322.179,11.3525,77.2405,14.75875
2,17.75,0.524,22.338,3.437,-9.2375,-9.243,0.0165,-17.42175,-2.74175,66.674,-2.464,-0.302,21.07775,54.0195,322.39925,11.0875,15.327,14.69825
2,18.25,0.51175,21.92575,3.8085,-1.045,-1.265,0.0485,-40.996,-3.0925,43.194,-2.5495,-1.78375,21.07975,55.35825,323.1075,10.0775,-35.3695,14.3755
2,18.75,0.4865,21.50175,3.46725,4.115,4.017,-0.09,-58.789,-2.3135,29.961,-3.6305,-3.659,21.054,55.514,322.6265,9.4925,-62.101,14.0745
2,19.25,0.4815,21.136,3.4735,5.504,5.454,-0.0455,-65.451,-1.6655,22.314,-2.0795,-5.59525,21.01275,56.159,321.978,9.245,-67.5885,13.6825
2,19.75,0.473,20.91025,3.279,5.781,5.842,-0.124,-68.856,-1.2055,21.7485,-2.0325,-7.076,20.984,55.733,322.067,9.12,-64.29725,13.4145
2,20.25,0.4655,20.774,2.9445,5.66275,5.747,-0.128,-67.909,-0.894,20.17475,-1.2835,-7.42,20.942,55.8295,319.44925,8.475,-66.395,13.39825
2,20.75,0.4325,20.61175,3.07425,5.3185,5.45,-0.073,-69.599,-1.26425,23.027,-1.7065,-7.65175,20.90825,54.9325,319.912,8.3975,-69.0665,13.427
2,21.25,0.38,20.47725,2.95475,5.014,5.17,-0.0945,-72.98775,-0.782,23.395,-1.7735,-8.201,20.89525,55.447,321.28525,8.42,-65.5825,13.307
2,21.75,0.41175,20.34175,3.01175,5.1695,5.169,-0.14475,-73.384,-0.89225,19.1225,-1.96275,-8.373,20.8915,55.38125,317.9035,8.3475,-64.885,13.12075
2,22.25,0.41975,20.4285,2.9505,5.5735,5.7135,-0.17825,-77.1345,-0.66,17.3015,-1.5995,-8.6725,20.87475,54.47025,319.58575,8.225,-67.55675,13.025
2,22.75,0.404,20.26225,2.97325,5.0105,5.15725,-0.192,-75.583,-0.80225,18.3945,-1.02225,-9.02225,20.86,55.2725,318.75925,7.89,-66.1425,12.98125
2,23.25,0.35275,20.0715,2.573,5.322,5.1925,-0.1365,-74.97825,-0.632,18.16175,-1.35,-9.52725,20.85275,55.53375,316.901,7.46,-65.64175,12.91575
2,23.75,0.3425,19.94225,2.3775,5.115,5.0935,-0.118,-74.806,-0.65425,19.16825,-1.89925,-9.678,20.83725,55.27125,317.20025,7.5375,-64.51,12.81025
3,0.25,0.2415,20.0585,1.622,4.687,4.7,-0.1825,-62.53925,-1.203,12.604,-1.745,-9.914,21.2285,59.2755,324.1585,6.925,-57.839,13.8925
3,0.75,0.2135,19.8265,1.526,5.161,4.744,-0.1985,-64.4405,-0.992,6.62925,-1.66,-9.6015,21.2245,58.9,324.02,6.91,-57.4285,13.7765
3,1.25,0.201,19.853,1.566,5.226,5.237,-0.1565,-69.797,-0.9415,9.99925,-1.3195,-10.0115,21.2075,60.00075,323.405,6.87,-54.986,13.4065
3,1.75,0.203,19.684,1.529,4.717,4.885,-0.1385,-68.0565,-0.874,9.2125,-1.9005,-10.526,21.21125,60.03975,323.2575,6.715,-55.72,13.2535
3,2.25,0.2205,19.5475,1.563,4.71425,4.6315,-0.1205,-66.6155,-0.877,11.125,-2.041,-11.082,21.17525,60.22875,324.32875,6.82,-55.435,13.02525
3,2.75,0.204,19.4205,1.4735,4.7355,4.695,-0.2215,-66.5915,-1.26,10.62775,-1.89725,-11.178,21.167,59.1535,324.82075,6.395,-56.312,13.0215
3,3.25,0.1775,19.05525,1.4805,4.3985,4.4975,-0.373,-66.7615,-0.711,10.99,-0.95225,-11.269,21.14875,59.49025,325.1805,6.5975,-54.835,12.8975
3,3.75,0.1845,19.05975,1.4005,4.43225,4.589,-0.1985,-65.58225,-0.97725,6.8565,-1.88925,-11.516,21.136,59.07325,324.55275,6.5625,-56.178,12.55325
3,4.25,0.146,19.164,1.4005,4.152,4.113,-0.20125,-63.58825,-0.97875,5.8515,-1.6025,-11.39575,21.13075,58.93625,325.64075,6.1625,-55.2015,12.15625
3,4.75,0.144,19.0235,1.3565,3.9275,4.045,-0.15825,-61.95,-1.0845,7.9145,-1.92575,-11.414,21.12075,59.5335,326.396,6.1125,-57.426,11.8255
3,5.25,0.17,18.83025,1.254,4.6425,4.38,-0.062,-65.0525,-0.95225,8.3145,-1.56925,-11.682,21.11875,60.0245,325.921,6.27,-57.5245,12.4055
3,5.75,0.1375,18.63,1.344,5.11,4.823,-0.14925,-67.804,-0.911,11.01575,-1.821,-11.699,21.10125,60.41375,325.0835,6.015,-59.589,12.22025
3,6.25,0.1245,18.1505,1.313,4.56,4.818,-0.21975,-63.24,-0.92125,9.29625,-1.729,-13.033,21.06325,59.73725,325.2885,6.115,-57.669,11.902
3,6.75,0.1635,18.2645,1.423,4.98325,4.9915,-0.2605,-65.87925,-0.68675,4.92025,-1.4475,-12.985,21.0435,57.45175,323.99875,6.05,-56.507,11.956
3,7.25,0.1445,18.54375,1.417,2.953,3.007,-0.3925,-65.3645,-0.4315,5.612,-1.0355,-12.396,21.0125,58.24775,325.71125,5.7,-46.042,11.7885
3,7.75,0.14875,19.16375,1.2345,-4.85475,-4.193,-1.059,-53.4715,1.173,16.502,0.64475,-11.78325,20.91525,59.2025,323.89775,6.1,-22.1935,12.68375
3,8.25,0.19375,20.5545,1.1235,-14.282,-13.12875,-0.772,-23.93275,2.004,36.214,0.8435,-9.553,20.8105,55.816,323.59225,7.365,19.79775,13.29075
3,8.75,0.25375,21.69,1.47725,-23.777,-23.228,-0.75225,7.2015,2.18875,60.856,0.32125,-7.367,20.72825,53.46275,323.57025,8.96,63.4555,14.0605
3,9.25,0.3325,22.373,1.784,-30.00475,-29.7175,-0.63125,28.23,1.4645,95.28625,-0.29,-5.3245,20.6905,52.95875,321.81725,9.3325,113.877,14.49625
3,9.75,0.3725,22.90625,2.00925,-36.30625,-35.968,-0.314,60.8125,1.2745,116.53375,-1.0055,-3.18075,20.66625,51.61275,320.42775,10.635,165.13175,14.64775
3,10.25,0.38775,23.24575,2.17375,-39.963,-39.8565,-0.26175,73.332,0.785,131.2235,-1.276,-1.653,20.718,50.52175,321.91975,11.835,231.5795,14.87125
3,10.75,0.40575,23.32625,2.21025,-43.0225,-42.9655,-0.16625,81.9295,0.375,152.4175,-0.995,-0.2165,20.70625,49.54575,320.73425,12.4225,279.044,14.7505
3,11.25,0.4805,23.721,2.63025,-48.9265,-48.901,-0.14525,120.20375,0.716,172.31,-0.3155,1.35,20.7965,49.32875,321.5055,12.145,335.733,15.02925
3,11.75,0.47675,23.9945,2.837,-53.6095,-53.102,-0.158,125.1795,0.09,176.179,-1.6615,2.286,20.79825,48.9425,320.2025,12.675,403.166,15.248
3,12.25,0.47975,24.142,2.79875,-50.258,-50.093,-0.082,126.7325,-0.5345,169.24775,-1.347,3.02975,20.86275,47.967,321.96075,12.6325,448.2515,15.448
3,12.75,0.51875,24.12425,3.0035,-51.4405,-51.3405,-0.12325,109.023,-0.1915,189.738,-0.524,4.09775,20.81,48.06525,321.2905,13.025,383.394,15.68775
3,13.25,0.515,24.1605,3.0795,-52.7885,-52.671,-0.14,123.524,-1.15575,171.03375,-1.1445,4.85875,20.994,47.3755,321.35525,12.87,444.8955,15.525
3,13.75,0.52725,24.32825,3.131,-49.029,-49.7145,-0.1315,120.792,-0.6305,167.999,-1.958,5.343,21.0375,47.085,320.38925,13,375.808,15.24125
3,14.25,0.5755,24.21975,3.35125,-50.443,-50.514,-0.0515,113.16675,-0.94275,189.42175,-0.53875,5.70325,20.99175,48.81475,320.991,13.495,343.13175,15.76125
3,14.75,0.5455,24.03025,3.279,-46.5745,-46.184,-0.049,106.3295,-1.83425,156.367,-1.5875,5.525,21.01975,49.76,322.0165,12.39,312.273,16.2025
3,15.25,0.53075,23.71775,3.2525,-42.6045,-42.7905,-0.057,82.3725,-1.7015,132.7785,-1.851,5.106,21.04775,50.04975,320.7455,11.615,249.261,15.9795
3,15.75,0.5415,23.579,3.3035,-39.187,-39.253,-0.0325,79.6395,-1.73525,125.89275,-1.727,4.334,21.0665,51.3645,321.897,11.4925,237.733,16.05825
3,16.25,0.542,23.32975,3.318,-33.62,-33.619,-0.016,58.759,-1.59925,115.71225,-1.17725,3.594,21.10425,51.8445,321.8635,11.345,172.167,15.7445
3,16.75,0.51275,23.00125,2.976,-26.631,-26.611,-0.0145,36.687,-2.1215,94.47375,-2.175,3.03575,21.185,52.975,321.899,11.1575,113.67125,15.69175
3,17.25,0.52875,22.55075,3.06975,-19.606,-18.4145,0.021,19.50075,-2.1235,65.482,-2.64975,1.767,21.2885,53.5405,324.0855,10.7225,60.607,15.5275
3,17.75,0.46025,22.182,3.01475,-11.8385,-11.872,0.03725,-10.19075,-2.0235,46.024,-1.54075,-0.38825,21.3595,54.197,325.961,10.315,21.7155,15.29625
3,18.25,0.44725,21.717,2.8715,-3.00575,-3.11,0.07625,-32.9545,-2.534,40.16025,-2.922,-3.51325,21.34475,55.496,327.8205,10.0425,-13.182,15.16425
3,18.75,0.38975,21.3535,2.54225,3.3115,3.186,0.04225,-57.62,-2.053,27.496,-2.86525,-6.352,21.37275,55.3465,328.22875,9.715,-48.872,14.202
3,19.25,0.30175,20.98425,1.97875,4.71975,4.945,0.01575,-62.939,-1.97975,18.04,-2.132,-8.556,21.34625,56.30375,327.852,9.145,-61.012,14.283
3,19.75,0.30875,20.8,1.9585,5.2725,5.31075,-0.065,-66.999,-1.659,18.0115,-1.63575,-9.7175,21.308,56.67925,324.80125,8.4325,-63.3205,14.16825
3,20.25,0.2485,20.627,1.936,4.848,4.68625,-0.125,-65.205,-1.2375,11.46525,-1.837,-10.85625,21.31,58.06925,324.43,8.08,-62.4495,14.2305
3,20.75,0.2725,20.448,1.7195,5.05275,4.96175,-0.065,-72.0035,-1.061,12.906,-2.105,-11.327,21.309,58.284,323.3205,7.935,-60.326,13.798
3,21.25,0.2965,20.2765,1.9585,5.57825,5.731,-0.1555,-68.14125,-1.0415,15.716,-2.0585,-11.25125,21.32675,58.82275,324.243,7.53,-60.37175,14.048
3,21.75,0.2875,20.1915,2.0095,4.95025,5.242,-0.142,-71.235,-0.919,13.188,-1.5375,-10.7265,21.304,58.9375,324.8125,7.92,-60.83775,13.83
3,22.25,0.2695,20.2265,1.9855,5.653,5.525,-0.1505,-73.76275,-0.9045,17.46475,-1.338,-10.959,21.285,58.9535,325.8635,7.84,-62.977,13.7205
3,22.75,0.2345,20.269,1.7085,5.67825,5.7485,-0.1345,-72.439,-0.686,13.3415,-0.649,-10.956,21.26775,59.614,325.5435,7.645,-63.172,13.929
3,23.25,0.221,20.009,1.6685,5.538,5.41725,-0.06,-72.278,-0.724,10.749,-1.423,-10.841,21.27175,59.31275,327.6535,7.455,-62.9585,13.63
3,23.75,0.2285,19.9745,1.726,5.0855,5.226,-0.3005,-68.903,-1.009,9.3945,-1.5835,-10.49575,21.2525,60.3265,328.277,7.25,-59.468,14.005
4,0.25,0.171,20.381,1.37,5.2965,5.227,-0.234,-71.486,-0.813,11.1675,-1.066,-8.57425,21.985,54.81,320.367,8.78,-59.35675,12.63
4,0.75,0.148,20.202,1.504,5.52225,5.4615,-0.157,-64.73275,-1.168,7.543,-1.901,-8.921,21.963,54.688,320.625,8.53,-57.61,12.513
4,1.25,0.217,19.753,1.596,5.419,5.248,-0.276,-62.422,-0.848,8.91,-1.377,-8.887,21.942,54.966,321.143,8.82,-56.606,12.455
4,1.75,0.159,19.575,1.438,4.71875,4.33225,-0.304,-60.381,-0.981,4.213,-1.591,-9.239,21.91,54.561,320.991,8.7,-57.588,12.341
4,2.25,0.225,19.644,1.455,4.681,4.754,-0.169,-66.46725,-1.265,4.664,-1.716,-9.816,21.899,54.803,320.226,8.46,-58.513,12.016
4,2.75,0.136,19.421,1.468,5.635,5.577,-0.29,-73.51475,-1.114,5.532,-2.594,-10.075,21.873,53.792,318.419,8.71,-59.637,12.074
4,3.25,0.171,19.05,1.493,5.5565,5.024,-0.275,-67.594,-1.324,3.9625,-1.673,-10.428,21.829,53.82,319.092,8.89,-59.691,12.126
4,3.75,0.159,19.143,1.451,4.109,4.69275,-0.345,-66.38225,-0.814,5.2855,-1.197,-10.39,21.778,53.534,319.921,8.68,-58.692,11.767
4,4.25,0.136,19.297,1.397,5.376,5.205,-0.294,-59.79475,-1.417,6.781,-1.694,-10.043,21.742,53.57,318.703,8.23,-57.679,12.003
4,4.75,0.118,18.75,1.397,4.87825,5.1055,-0.149,-69.1985,-1.445,9.155,-2.389,-10.186,21.707,53.53,317.572,8.63,-59.134,11.521
