DOY2,HR2,CO2,FC,G_1_1_1,H,H2O,LE,PA,RH,TA,TS_1_2_1,WS,PPFD_IN,TS_1_1_1,USTAR,VPD
1,7.25,398.21275,0.06425,-1.9765,-6.33925,4.15,10.272,77.91075,82.8135,-3.91525,-2.094,6.56525,2.9275,-2.84,0.3335,1.2725
1,7.75,398.34275,0.018,-1.99875,-8.4065,4.10175,8.20425,77.927,81.73175,-4.302,-2.103,6.22125,36.8265,-2.867,0.3,1.2975
1,8.25,398.54425,-0.0325,-2.022,-7.142,4.17475,11.897,77.94575,81.75675,-2.65525,-2.112,6.565,157.081,-2.876,0.3225,1.39
1,8.75,399.4095,-0.075,-1.972,-5.79425,4.238,12.846,77.948,80.583,-2.272,-2.125,6.299,313.218,-2.885,0.35,1.49
1,9.25,398.9485,-0.068,-2.019,-2.645,4.35,17.139,77.942,79.918,-2.297,-2.155,6.743,483.988,-2.892,0.4045,1.65
1,9.75,398.559,-0.1335,-1.954,-2.0245,4.365,20.966,77.943,78.803,-1.386,-2.177,6.681,638.725,-2.892,0.3725,1.93
1,10.25,398.19475,-0.2055,-1.87,-1.6775,4.479,23.1065,77.982,77.148,-1.189,-2.166,7.832,783.355,-2.888,0.3825,2.17
1,10.75,398.2475,-0.201,-0.101,3.7385,4.62,27.193,78.007,75.207,-0.938,-2.165,8.101,889.819,-2.869,0.429,2.45
1,11.25,398.74675,-0.321,0.156,3.001,4.87,31.4995,78.004,74.79,-0.098,-2.174,7.863,960.343,-2.842,0.4235,2.6
1,11.75,398.30025,-0.2615,0.614,2.9715,4.858,32.0795,77.983,75.599,0.639,-2.169,8.254,1004.017,-2.81,0.436,2.9
1,12.25,398.0065,-0.40075,1.083,4.35325,4.942,36.34225,77.989,74.916,0.453,-2.165,8.36,1007.917,-2.783,0.43475,2.76
1,12.75,396.77425,-0.301,1.262,5.166,4.946,36.9125,77.961,72.838,0.763,-2.169,8.291,905.544,-2.75,0.427,2.95
1,13.25,397.9715,-0.3385,1.765,6.983,4.71,33.4425,77.926,70.831,1.272,-2.187,7.98,955.005,-2.638,0.3975,3.06
1,13.75,397.4085,-0.235,1.8575,3.1415,4.87775,36.2035,77.9065,71.5905,1.3795,-2.18125,8.17225,931.78675,-2.605,0.3715,3.2
1,14.25,396.3975,-0.31675,2.081,4.0825,4.97675,35.77275,77.9055,70.45675,1.97825,-2.18675,7.60325,845.43075,-2.50425,0.3835,3.45
1,14.75,396.14525,-0.31,2.06675,0.66875,4.89175,35.5465,77.92875,70.718,1.68625,-2.17225,8.1525,688.53525,-2.41525,0.467,3.1275
1,15.25,396.39775,-0.27225,2.07,-2.7165,5.061,33.2315,77.94,72.4115,1.521,-2.16325,7.823,512.2595,-2.32675,0.4115,3.1925
1,15.75,396.14125,-0.14725,2.14675,-1.2965,4.967,27.36025,77.97475,72.73925,1.61325,-2.15125,7.29825,368.52625,-2.2445,0.395,2.8875
1,16.25,396.3095,-0.129,2.45975,-2.6695,4.92075,21.6325,77.971,73.292,1.54175,-2.137,6.8155,237.40425,-2.141,0.364,2.925
1,16.75,396.9745,-0.02,1.685,-3.57425,4.8365,19.057,77.95975,75.44425,0.48075,-2.124,6.75875,81.29125,-2.05175,0.376,2.4525
1,17.25,396.862,-0.0055,1.04375,-0.927,4.67775,13.7885,77.9575,77.73525,-0.225,-2.12475,6.58975,14.62225,-2.00125,0.344,2.0075
1,17.75,396.9925,0.0065,0.87775,-1.717,4.556,11.699,77.947,78.9015,-1.30975,-2.12275,6.08475,0.3415,-1.96475,0.3115,1.805
1,18.25,397.47425,0.019,0.43725,-3.39225,4.58025,10.3975,77.93675,78.989,-1.63825,-2.0955,6.417,0.254,-1.93075,0.3375,1.7875
1,18.75,398.22125,0.02825,0.4245,-2.662,4.47825,8.86125,77.923,80.33625,-2.4715,-2.0835,6.307,0.2485,-1.88025,0.294,1.7375
1,19.25,398.33775,0.009,0.18675,-4.25075,4.3795,8.74,77.90275,81.5365,-2.664,-2.05825,5.68975,0.2455,-1.87075,0.282,1.61
1,19.75,398.5635,0.02075,0.07925,-4.3125,4.40375,7.7285,77.92825,82.796,-2.999,-2.0295,5.50975,0.24275,-1.88125,0.294,1.5975
1,20.25,397.793,0.0025,-0.038,-7.57775,4.36,9.96775,77.93225,81.058,-2.81125,-2.002,5.88525,0.24425,-1.90875,0.354,1.6675
1,20.75,399.02,0.04125,-0.1245,-9.74825,4.30575,13.476,77.932,82.3935,-3.1645,-1.97175,6.561,0.2395,-1.93875,0.3525,1.7175
1,21.25,398.96275,0.05775,-0.23875,-12.13575,4.2895,12.571,77.936,83.0005,-3.6855,-1.951,6.496,0.23575,-2.047,0.3645,1.625
1,21.75,399.508,0.0555,-0.455,-7.672,4.336,12.227,77.907,83.439,-3.89125,-1.938,6.46775,0.2355,-2.17675,0.3825,1.4625
1,22.25,399.316,0.0475,-0.58475,-9.1095,4.407,13.83175,77.9215,81.67475,-3.53025,-1.94125,6.28725,0.2325,-2.298,0.374,1.5775
1,22.75,399.436,0.05725,-0.63675,-11.283,4.31075,12.036,77.9265,82.45125,-3.06575,-1.9475,6.12575,0.2285,-2.3595,0.369,1.5475
1,23.25,399.72975,0.093,-1.22425,-9.931,4.39225,10.106,77.942,81.7825,-3.1145,-1.952,6.042,0.23225,-2.46375,0.381,1.55
1,23.75,399.277,0.0875,-1.4665,-10.33,4.3195,10.378,77.9215,81.1765,-3.361,-1.96175,5.71025,0.2355,-2.4795,0.388,1.5425
2,0.25,399.89125,0.0105,-0.771,-6.256,4.371,11.078,77.85,82.194,-2.825,-0.99975,5.042,0.236,-1.381,0.318,1.52
2,0.75,400.315,-0.029,-0.822,-6.099,4.353,10.457,77.839,82.372,-3.107,-0.99375,5.47,0.238,-1.3945,0.343,1.52
2,1.25,400.152,0.04275,-0.872,-7.381,4.482,11.143,77.837,81.9,-2.887,-1.01925,5.548,0.237,-1.403,0.3425,1.49
2,1.75,400.421,0.034,-0.953,-6.854,4.407,12.643,77.868,82.439,-3.383,-1.0525,5.236,0.234,-1.5095,0.34175,1.47
2,2.25,399.619,-0.00075,-0.977,-5.867,4.419,11.8495,77.881,81.858,-2.985,-1.08975,4.555,0.236,-1.504,0.3255,1.41
2,2.75,399.48075,0.036,-1.111,-6.42275,4.415,11.431,77.879,82.169,-2.962,-1.1195,5.588,0.236,-1.4975,0.3555,1.37
2,3.25,399.6275,-0.03,-1.139,-5.6965,4.445,10.21275,77.867,82.686,-3.32,-1.13925,5.456,0.246,-1.4915,0.349,1.44
2,3.75,399.38575,0.032,-1.22,-7.68475,4.342,15.07375,77.859,81.792,-3.28,-1.1475,5.682,0.242,-1.4865,0.3505,1.46
2,4.25,399.56525,0.023,-1.388,-6.17,4.343,13.7945,77.877,81.216,-3.459,-1.14625,5.891,0.251,-1.5445,0.355,1.54
2,4.75,400.33125,0.04875,-1.485,-8.781,4.186,14.96725,77.853,80.267,-3.354,-1.15825,6.143,0.238,-1.621,0.3495,1.47
2,5.25,400.2965,0.0625,-1.658,-10.61725,4.127,15.9245,77.78,82.72,-3.17,-1.16575,6.449,0.239,-1.699,0.424,1.45
2,5.75,400.64775,0.024,-1.672,-7.48775,4.01,13.37725,77.77,82.464,-3.395,-1.16575,6.282,0.248,-1.7695,0.4415,1.36
2,6.25,400.774,0.051,-1.826,-9.60175,4.047,12.6285,77.784,82.887,-3.361,-1.16575,6.105,0.246,-1.8095,0.391,1.39
2,6.75,400.674,0.042,-1.857,-12.7385,4.093,13.5865,77.778,83.087,-3.676,-1.167,6.052,3.553,-1.8205,0.3905,1.36
2,7.25,400.79225,0.031,-1.888,-10.603,4.09,15.4585,77.804,82.877,-3.404,-1.16775,6.045,43.866,-1.867,0.4235,1.41
2,7.75,400.7485,-0.03,-1.915,-7.3845,4.131,14.40525,77.814,81.712,-2.969,-1.21175,6.445,151.097,-1.9225,0.4195,1.49
2,8.25,400.8205,-0.051,-1.943,-2.76225,4.185,22.4645,77.824,78.021,-2.622,-1.22125,6.599,356.704,-1.959,0.408,1.7
2,8.75,400.44525,-0.203,-1.929,2.268,4.251,24.848,77.869,76.554,-1.867,-1.257,6.679,559.99,-1.959,0.403,2.11
2,9.25,400.4025,-0.14075,-1.596,5.0345,4.49,37.53225,77.9,74.801,-0.893,-1.259,6.88,746.238,-1.909,0.4315,2.64
2,9.75,399.88,-0.2795,-0.98,12.239,4.711,43.835,77.941,72.714,-0.506,-1.25025,7.207,908.137,-1.8155,0.415,2.71
2,10.25,399.83725,-0.4335,0.027,16.376,4.754,47.0175,77.969,70.736,1.019,-1.24125,7.631,1062.246,-1.7,0.455,2.78
2,10.75,399.3615,-0.471,0.604,16.3675,4.845,54.9345,77.972,69.905,1.459,-1.233,7.236,1178.036,-1.605,0.495,3.26
2,11.25,399.0195,-0.6255,1.029,24.0255,4.843,54.92675,77.938,69.015,2.163,-1.225,8.195,1270.473,-1.5715,0.52775,3.64
2,11.75,398.704,-0.61725,1.717,31.58925,5,57.4105,77.925,69.157,2.27,-1.22625,8.128,1338.681,-1.54,0.54375,3.8
2,12.25,398.92275,-0.7075,2.71925,33.651,4.99475,65.3985,77.9295,67.4945,3.34825,-1.335,7.9735,1340.368,-1.5475,0.57175,3.995
2,12.75,399.191,-0.701,3.3845,37.48,5.06375,71.292,77.892,68.6115,3.51475,-1.34,7.73125,1369.157,-1.553,0.55,4.3025
2,13.25,398.49475,-0.727,4.6095,26.1045,5.0415,74.348,77.873,68.5265,3.9035,-1.3115,8.175,1325.0905,-1.53975,0.53725,4.52
2,13.75,398.214,-0.6515,5.295,23.225,5.108,72.93375,77.837,68.081,3.728,-1.174,8.194,1223.953,-1.54325,0.5555,4.57
2,14.25,398.5435,-0.574,5.3635,18.849,5.13775,75.77225,77.81925,67.84675,3.74425,-1.174,8.699,1141.25375,-1.54175,0.5595,4.5375
2,14.75,398.3065,-0.4615,5.867,19.464,5.21175,65.42225,77.8385,68.13875,3.66525,-1.17475,8.28725,1034.37425,-1.467,0.57725,4.4725
2,15.25,398.21275,-0.52625,6.171,13.91825,5.073,60.20725,77.834,69.783,3.731,-1.17475,7.615,850.997,-1.45875,0.54775,4.53
2,15.75,397.92325,-0.5345,6.25375,8.3195,5.1585,50.16675,77.83825,71.83075,3.56275,-1.17475,7.326,656.09625,-1.446,0.49,4.305
2,16.25,397.74175,-0.30625,6.01525,2.0075,5.06325,47.467,77.83325,73.84725,3.103,-1.17025,7.29825,470.95525,-1.43175,0.48225,3.97
2,16.75,397.98375,-0.22625,5.914,-1.18,5.1265,38.88675,77.837,74.02875,2.47575,-1.159,6.6585,295.665,-1.41775,0.46275,3.6825
2,17.25,398.3395,-0.084,5.807,-4.31025,5.06475,32.2,77.831,77.40475,1.6675,-1.15075,6.62875,131.097,-1.40225,0.43175,2.9375
2,17.75,398.48825,-0.01425,5.166,-6.051,4.99525,18.8935,77.851,80.514,0.35725,-1.13475,5.721,28.655,-1.375,0.3975,2.56
2,18.25,398.4265,-0.0205,3.92025,-1.633,4.937,16.26525,77.8455,81.4945,-0.306,-1.10425,5.30475,0.86175,-1.3665,0.37325,2.18
2,18.75,398.675,0.03075,3.02725,-5.107,4.9035,16.12725,77.84375,82.794,-0.521,-1.077,5.407,0.2565,-1.34975,0.3605,2.1525
2,19.25,398.9885,0.014,2.211,-5.3855,4.9765,16.61675,77.849,81.47825,-0.23025,-1.053,5.14325,0.2505,-1.322,0.32175,2.3175
2,19.75,398.808,0.05725,1.70925,-3.668,4.9355,15.2455,77.83025,81.892,-0.969,-1.031,5.3585,0.2455,-1.331,0.34375,2.195
2,20.25,399.03825,0.00375,1.49425,-3.693,4.867,13.008,77.817,81.995,-1.3075,-1.0125,5.09075,0.2495,-1.29825,0.3275,1.9425
2,20.75,398.96125,0.0195,0.98325,-6.0715,4.73775,16.7475,77.8015,82.263,-1.76675,-0.9975,4.93475,0.23875,-1.262,0.3315,1.73
2,21.25,398.6825,0.00275,0.799,-6.289,4.758,12.197,77.796,82.775,-2.056,-0.987,4.844,0.242,-1.2335,0.30125,1.85
2,21.75,399.1195,0.007,0.34825,-9.163,4.68425,13.773,77.83225,82.27925,-1.86525,-0.966,4.947,0.238,-1.19925,0.308,1.6875
2,22.25,400.0015,0.0085,0.31,-9.3405,4.50175,12.984,77.85175,82.34525,-2.46275,-0.96825,5.114,0.24,-1.21675,0.32275,1.8075
2,22.75,398.97225,0.05425,0.086,-6.308,4.46625,13.07325,77.869,81.93775,-2.337,-0.96775,5.1495,0.23775,-1.20075,0.35675,1.6775
2,23.25,399.55925,0.04575,-0.38,-8.323,4.4205,15.874,77.88425,82.63875,-2.271,-0.9675,5.15925,0.233,-1.2015,0.3505,1.625
2,23.75,399.9935,-0.039,-0.574,-10.9025,4.4165,16.3025,77.88075,82.473,-2.43775,-0.95725,5.18175,0.24175,-1.22325,0.325,1.6925
3,0.25,395.4955,0.064,-0.21075,-9.62525,5.3965,12.79875,77.88975,82.1355,1.45,2.1995,4.3585,-0.001,0.941,0.2695,2.5625
3,0.75,395.566,0.036,-0.354,-6.186,5.3445,11.8245,77.88475,82.68175,1.6815,2.1445,4.50325,-0.024,0.8185,0.2615,2.61
3,1.25,395.284,0.102,-0.4885,-4.3375,5.359,11.7285,77.8665,83.242,1.195,2.022,4.58425,-0.023,0.711,0.2955,2.62
3,1.75,395.703,0.144,-0.653,-6.5375,5.2775,12.2435,77.864,83.84175,1.2105,1.91875,4.589,-0.025,0.631,0.2935,2.555
3,2.25,395.34175,0.04075,-0.6835,-5.6345,5.259,11.8875,77.85175,82.77725,1.25775,1.887,4.6945,-0.02725,0.59875,0.3025,2.7375
3,2.75,395.375,0.11975,-0.71375,-8.0905,5.331,11.3175,77.844,82.381,1.394,1.85975,4.86625,-0.0315,0.5675,0.292,2.5725
3,3.25,395.705,0.087,-0.7755,-2.7745,5.44675,10.2775,77.836,84.1235,1.03525,1.834,4.88475,-0.029,0.53825,0.277,2.4525
3,3.75,395.567,0.13525,-0.78625,-5.964,5.522,8.9375,77.83525,84.481,0.48975,1.72525,4.882,-0.021,0.509,0.2825,2.5375
3,4.25,395.273,0.103,-0.769,-8.028,5.43625,10.056,77.83675,85.6255,0.76975,1.623,4.768,-0.01925,0.4785,0.28,2.6425
3,4.75,395.6835,0.1075,-0.92825,-6.051,5.46225,10.2305,77.85125,85.6235,0.78275,1.6245,4.66675,-0.01925,0.44875,0.2645,2.3475
3,5.25,395.533,0.055,-0.9345,-5.786,5.43675,10.379,77.85625,85.1775,0.78425,1.6295,4.79675,-0.01925,0.4165,0.3005,2.1725
3,5.75,396.769,0.13925,-1.11225,-10.041,5.42825,11.302,77.85175,84.63325,0.4435,1.63775,5.07825,0.322,0.38325,0.315,2.0825
3,6.25,396.291,0.051,-1.116,-7.20325,5.4395,8.022,77.8585,84.89375,0.108,1.645,5.07825,15.083,0.34325,0.2995,2.18
3,6.75,396.0735,0.0505,-1.24125,-5.579,5.575,11.196,77.8815,85.128,0.3675,1.65125,4.778,93.47925,0.30175,0.2895,2.2225
3,7.25,395.60625,-0.103,-1.2455,-4.067,5.58725,17.1625,77.90125,81.34725,1.64325,1.655,5.0315,241.6605,0.2665,0.299,2.5275
3,7.75,395.717,-0.251,-1.27025,8.753,5.611,27.828,77.9195,80.48025,2.6205,1.62475,5.20575,416.89425,0.2425,0.34475,3.4125
3,8.25,395.99025,-0.406,-0.91425,22.87475,5.5745,34.49,77.9595,77.20225,3.97225,1.5445,5.6605,681.11725,0.217,0.358,3.9975
3,8.75,395.104,-0.567,-0.51075,36.335,5.53975,41.124,77.9775,72.56825,4.52525,1.496,6.2505,857.36525,0.20125,0.41725,4.6375
3,9.25,393.7435,-0.643,-0.0525,44.1245,5.56025,47.19875,77.987,71.29,5.34775,1.42975,6.802,1058.71075,0.18375,0.434,4.9625
3,9.75,393.63675,-0.81675,0.4105,60.7305,5.498,60.139,78.0005,71.653,6.247,1.37825,7.3835,1206.3605,0.1655,0.473,5.495
3,10.25,393.785,-1.029,0.9225,73.4805,5.52625,71.88,77.995,69.34425,6.81325,1.37575,7.28875,1367.2385,0.14875,0.496,5.9975
3,10.75,394.073,-1.288,2.367,87.255,5.4995,85.355,77.991,67.7605,7.2405,1.409,7.637,1485.562,0.13625,0.51475,6.575
3,11.25,393.8385,-1.301,10.197,113.1135,5.50275,85.09025,78.00225,65.6375,7.59575,1.49625,7.8875,1577.4925,0.12675,0.5325,7.205
3,11.75,393.6505,-1.364,22.90725,120.6935,5.39925,91.5905,77.985,64.6365,8.32675,1.547,8.07225,1615.70525,0.11975,0.55,7.665
3,12.25,393.687,-1.20125,25.605,138.452,5.417,94.75775,77.965,63.57825,8.7705,1.65125,8.15975,1641.3385,0.1955,0.58725,8
3,12.75,393.6275,-1.42,34.0315,129.268,5.32325,104.958,77.961,62.345,9.26775,1.67125,8.68075,1621.5125,0.6875,0.57475,8.54
3,13.25,393.497,-1.3945,44.356,134.25,5.33225,103.4275,77.93925,62.601,9.47775,1.664,8.3395,1594.1655,0.9135,0.58675,8.405
3,13.75,393.176,-1.3245,49.97475,128.546,5.455,112.9475,77.93275,63.654,9.40875,1.71375,7.994,1520.6975,0.935,0.573,8.645
3,14.25,393.433,-1.187,54.20875,96.271,5.39325,108.801,77.90375,64.9295,9.57025,1.96725,8.10625,1424.532,1.05325,0.58875,9.1325
3,14.75,393.5145,-1.24325,56.49875,92.557,5.44775,98.77175,77.891,64.29625,9.197,2.15025,8.1795,1258.695,1.44175,0.60825,9.0325
3,15.25,393.1665,-1.195,56.17175,73.0085,5.44325,83.629,77.879,65.007,9.4355,2.441,7.88125,1103.837,1.668,0.56975,8.9675
3,15.75,393.3775,-1.05825,51.18725,57.2105,5.487,69.61775,77.86075,64.9515,9.26125,2.55625,7.49,905.89675,1.842,0.537,8.5425
3,16.25,393.2875,-0.7125,46.126,37.9005,5.444,64.94,77.862,67.278,9.20475,2.625,7.24375,710.66825,2.268,0.53225,8.365
3,16.75,393.094,-0.6095,41.1415,15.234,5.4085,60.505,77.8615,69.2005,8.77975,2.6615,7.1355,510.782,2.35575,0.5215,7.845
3,17.25,393.34525,-0.26825,34.16,0.6515,5.62,43.1355,77.84575,70.1375,8.01575,2.6765,6.83275,315.129,2.38275,0.46325,7.2625
3,17.75,393.2925,-0.082,23.92875,-6.1455,5.5195,25.2725,77.8405,74.04675,6.942,2.681,5.92125,134.8575,2.37475,0.4125,6.73
3,18.25,393.39725,0.006,15.77375,-5.466,5.60325,16.43925,77.8325,75.502,5.02425,2.6785,5.14875,27.646,2.3415,0.337,5.2975
3,18.75,393.91475,0.0985,7.5535,-3.674,5.6105,16.146,77.8065,78.6155,4.373,2.789,4.7095,1.152,2.29325,0.2585,4.48
3,19.25,394.832,0.0165,2.4325,-6.4315,5.58,11.868,77.833,77.064,3.869,2.765,4.3355,0.087,2.21575,0.274,4.135
3,19.75,395.0075,0.0775,0.89125,-3.956,5.60475,9.5115,77.84925,78.0865,3.471,2.7165,4.23325,0.002,2.03525,0.25175,3.93
3,20.25,395.0015,0.1325,0.288,-5.13575,5.58725,13.079,77.8455,79.98125,3.3965,2.70925,3.95725,-0.00275,1.74,0.24175,3.545
3,20.75,395.0775,0.115,-0.01625,-9.32,5.45625,10.06675,77.839,81.34975,2.614,2.69775,3.879,0.00475,1.483,0.26325,3.3175
3,21.25,395.9255,0.03825,-0.0325,-4.767,5.656,10.745,77.842,82.441,2.11675,2.66125,3.8395,0.014,1.2585,0.24025,3.0025
3,21.75,394.9945,0.08925,-0.0345,-9.06275,5.6225,12.003,77.828,82.61525,1.8615,2.6015,3.83725,0.01875,1.185,0.27175,2.71
3,22.25,394.9785,0.02325,-0.065,-8.104,5.55775,13.8615,77.83925,82.62625,1.74625,2.526,4.1215,0.00400000000000001,1.14025,0.2695,2.6275
3,22.75,395.651,0.036,-0.18575,-5.746,5.58025,11.354,77.84,82.7895,1.37775,2.4375,4.2435,-0.00825000000000001,1.0975,0.26625,2.575
3,23.25,395.5835,0.0915,-0.4635,-6.6585,5.521,11.057,77.85475,83.249,1.154,2.3525,4.1605,-0.01875,1.058,0.24625,2.38
3,23.75,395.661,0.0645,-0.4095,-10.0655,5.47925,13.881,77.8385,82.81325,1.5765,2.2765,4.2125,-0.0165,1.02075,0.298,2.48
4,0.25,400.023,0.26025,-10.38,-4.2155,6.4855,6.54675,77.8605,83.222,3.777,7.47675,4.09,0.2285,5.65375,0.265,3.475
4,0.75,399.93775,0.174,-10.3045,-5.09175,6.4665,7.45125,77.8495,84.6175,3.545,7.3565,4.1395,0.231,5.46075,0.273,3.46
4,1.25,399.0825,0.213,-10.183,-3.107,6.47,9.415,77.842,85.5875,3.3685,7.23375,4.068,0.232,5.3075,0.279,3.43
4,1.75,399.803,0.203,-9.735,-4.648,6.418,8.1105,77.815,85.9725,3.042,7.11325,4.1205,0.2385,5.15625,0.26,3.295
4,2.25,399.568,0.203,-8.912,-3.7335,6.4425,10.02625,77.802,86.8895,2.873,6.9915,4.023,0.2285,4.9925,0.25,3.14
4,2.75,401.279,0.245,-8.3825,-2.527,6.4155,8.872,77.8035,88.309,2.649,6.86775,4.18325,0.2285,4.7875,0.261,2.9
4,3.25,401.107,0.2245,-9.114,-3.1685,6.4235,9.5885,77.804,88.0915,2.4875,6.7415,4.38075,0.223,4.57875,0.2855,2.88
4,3.75,400.4055,0.27825,-8.74025,-5.3105,6.392,10.3745,77.81275,88.34,2.84125,6.6125,4.521,0.2355,4.4705,0.296,2.84
4,4.25,400.548,0.2605,-8.9285,-7.52725,6.43425,9.80475,77.79775,87.8025,2.6795,6.48575,4.2405,0.229,4.3785,0.2885,2.67
4,4.75,400.7805,0.2135,-8.663,-3.929,6.4965,6.898,77.7925,87.67375,2.095,6.34975,4.13825,0.2525,4.29425,0.2755,2.5275
4,5.25,400.396,0.25075,-8.183,-4.229,6.4725,9.009,77.819,87.87,2.0395,6.214,3.999,3.4385,4.216,0.25575,2.545
4,5.75,400.971,0.04475,-8.036,-3.64,6.538,11.146,77.8105,88.3945,2.4005,6.08175,4.146,43.6295,4.14,0.297,2.75
4,6.25,400.542,-0.047,-7.9435,-2.757,6.528,17.398,77.8305,86.1425,3.149,5.94325,4.534,173.149,4.068,0.318,3.12
4,6.75,400.05925,-0.237,-7.8215,7.402,6.7545,26.913,77.8555,83.5055,4.046,5.819,4.779,381.8865,4.0105,0.336,3.995
4,7.25,399.41975,-0.368,-6.9985,21.80675,6.82,39.4785,77.892,82.464,5.493,5.691,5.1415,603.781,3.9465,0.366,4.595
4,7.75,398.77575,-0.6435,-5.359,42.2245,6.8115,50.1515,77.933,78.144,6.9575,5.578,5.578,814.559,3.90375,0.36275,5.715
4,8.25,398.29,-0.957,-1.944,67.1275,6.7745,64.51675,77.963,73.737,8.511,5.485,5.724,1020.256,3.8725,0.3945,6.54
4,8.75,397.6245,-1.0545,4.88,95.8065,6.598,73.317,77.948,71.21,9.31,5.404,6.026,1178.986,4.033,0.43,7.04
4,9.25,396.67225,-1.3845,14.9475,103.728,6.491,97.013,77.9415,66.1365,10.02275,5.375,6.56175,1359.795,4.29875,0.4435,7.8975
4,9.75,395.568,-1.3655,23.331,136.3005,6.5215,99.582,77.988,63.48325,10.669,5.381,6.7035,1481.8435,4.70725,0.454,7.91
4,10.25,395.908,-1.709,33.20975,164.708,6.55325,112.438,78.01375,65.7185,11.21275,5.444,7.23225,1627.1675,5.28175,0.496,8.3675
4,10.75,395.2755,-1.737,42.16675,170.07275,6.476,125.6545,78.03175,64.77975,11.8295,5.61,7.2535,1717.39775,5.7775,0.503,9.41
4,11.25,395.661,-1.77025,50.31025,180.2445,6.5365,128.82,78.0355,65.27825,12.52625,5.748,7.34325,1820.741,6.33725,0.512,10.1675
4,11.75,395.759,-1.61925,58.4175,194.694,6.287,134.70225,78.0405,60.582,13.069,5.93825,7.4995,1828.985,6.88075,0.555,11.05
4,12.25,395.6115,-1.512,61.9275,161.97575,6.448,146.5655,78.013,58.7555,13.604,6.072,7.449,1852.0285,7.60575,0.5515,11.59
4,12.75,396.30325,-1.727,66.338,171.355,6.451,134.3755,77.9795,61.74875,14.00825,6.2045,7.4045,1810.423,8.33825,0.54325,11.5025
4,13.25,395.46975,-1.60325,67.25475,194.937,6.41975,125.51675,77.963,59.428,14.23025,6.30375,7.6665,1770.30675,8.8725,0.553,12.3375
4,13.75,395.41775,-1.579,69.44375,185.537,6.5525,116.36775,77.94325,60.13,14.56125,6.53075,7.34375,1712.43525,9.39575,0.56125,12.5875
4,14.25,395.345,-1.42775,69.197,166.834,6.499,125.175,77.92,59.429,14.823,6.749,7.623,1609.202,9.9745,0.572,13.16
4,14.75,395.912,-1.326,69.5125,153.248,6.42925,113.317,77.90975,59.2405,14.50525,6.94675,7.25025,1481.71025,10.51675,0.529,13.1025
4,15.25,395.52775,-1.352,68.2,121.747,6.399,112.386,77.893,61.437,14.699,7.1765,7.364,1301.172,10.8685,0.53725,13.29
4,15.75,395.86,-1.175,63.831,110.952,6.53025,98.394,77.89825,58.045,14.66475,7.4095,7.39375,1136.81225,10.98125,0.534,13.3325
4,16.25,396.0755,-1.01525,56.513,95.72,6.421,94.959,77.855,59.539,14.147,7.581,7.319,949.997,10.926,0.527,12.88
4,16.75,395.214,-0.8435,48.512,69.4865,6.3815,75.0675,77.886,60.4505,13.927,7.787,6.9445,733.1845,10.92425,0.51875,12.66
