DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT
1,6.25,-0.7823621,-142.3307,-23.3896875,-81.664295,1.133653,0.1165307,-17.4899975,323.001925,2.3080915,0.4568106,0.3554047,0.2190313,0.06471,-3.3467368,-2.78017445
1,6.75,-0.6183426,-100.52607,-53.715715,-11.253475,0.6934588,0.1367663,-17.3154325,412.75435,2.52349325,0.3619818,0.3337279,0.2132141,0.08617,-3.6174469,-2.9645736
1,7.25,-0.5704343,-159.7375,-94.5286,-20.01292,0.9727096,0.1302996,-17.034025,396.8762,2.5375505,0.3593518,0.2886936,0.2486085,0.09076,-3.4383943,-2.81805265
1,7.75,-0.63210675,-158.22225,-54.8629,-14.7659125,0.9453345,0.080925,-16.88269,414.9439,2.543591,0.415947125,0.279415375,0.21638,0.0850375,-2.4865104,-2.01480625
1,8.25,-0.563157375,-172.65115,-52.5724325,-17.5075775,1.1303605,0.111967875,-16.9238625,399.7121,2.519802,0.411132375,0.3570465,0.223584625,0.0958875,0.50450769,0.46574812
1,8.75,-0.66715325,-188.575125,-61.27236,-49.0614725,0.93484935,0.19013625,-16.9277375,410.7411,2.469771,0.4747955,0.34092975,0.2563205,0.109716625,5.72642215,4.85436925
1,9.25,-0.557549375,-94.032075,-98.5790375,-45.6569,1.364232,0.1905655,-17.226955,414.1805,2.464816,0.611154,0.38122725,0.31894725,0.1035825,11.5011415,9.71660865
1,9.75,-0.72794625,-260.419625,-98.6639275,-43.6194125,1.20921975,0.221432,-17.029585,411.749625,2.49486625,0.531277375,0.445831375,0.304967875,0.120638,16.6340115,14.0167565
1,10.25,-0.54634625,-166.24505,-98.63026,-33.4850475,0.71194045,0.24173935,-17.02053,411.3542,2.505691,0.5883126,0.41440395,0.3792624,0.12967325,20.2649585,17.0678935
1,10.75,-0.64171595,-187.55155,-75.6658525,-37.99403,0.99378335,0.18157295,-16.617445,410.9247,2.29761675,0.4970384,0.42986385,0.3510524,0.1341843,33.749962,28.364692
1,11.25,-0.773876125,-232.317,-100.13491,-59.18267,0.77466,0.269146,-16.218585,410.8886,2.29365625,0.486978875,0.578843,0.364418625,0.1573209,45.28110475,38.03441275
1,11.75,-0.694807,-140.517875,-42.9444325,-28.14289,0.81199025,0.180488375,-15.324685,411.61885,2.275345,0.689993625,0.492714375,0.30731025,0.17354945,45.2092455,37.9768735
1,12.25,-0.62051025,-315.03855,-103.497,-50.90799,1.114425,0.2302113,-14.545315,410.533325,2.39996,0.5492856,0.40525015,0.32114525,0.1574018,43.64680075,36.63601975
1,12.75,-0.7561917,-212.9041,-87.878915,-28.62728,0.8065852,0.23810965,-14.01902,410.27535,2.315259,0.5661594,0.4722252,0.3071927,0.15556075,46.4453755,39.01759375
1,13.25,-0.56826795,-321.65685,-113.481095,-35.8172775,0.9666884,0.2088668,-13.98514,410.219775,2.303414,0.4904172,0.3957035,0.2964749,0.13929355,51.53789925,43.23984875
1,13.75,-0.591777375,-317.16075,-154.89782,-54.6998625,0.970128,0.234620875,-14.08251,410.139925,2.2975025,0.659396375,0.44213975,0.285805875,0.14504045,54.59645125,45.8427995
1,14.25,-0.736553,-253.8885,-115.676235,-53.233205,0.7146344,0.250567625,-13.94736,409.853625,2.32797225,0.442304625,0.45334025,0.280375125,0.17635275,39.4590575,33.1509125
1,14.75,-0.6518395,-230.15325,-140.2168825,-43.3345725,0.87873255,0.21270425,-13.66441,409.2189,2.376684,0.6866852,0.41670215,0.29028865,0.14120715,32.942997,27.6553595
1,15.25,-0.66038695,-200.17975,-83.7305375,-42.1374725,1.1139415,0.18997805,-13.364385,410.28245,2.50104025,0.6628693,0.53501625,0.29790125,0.12746015,26.2821125,22.1089845
1,15.75,-0.543803825,-190.902475,-127.35194,-32.28376,1.364388,0.19909075,-13.1550125,410.7651,2.515856,0.5918335,0.415445875,0.262257475,0.1171006,21.6665695,18.243895
1,16.25,-0.470982475,-234.6808,-84.50322,-49.99812,0.931118025,0.14366065,-13.132555,411.2236,2.470949,0.494129875,0.4293256,0.277943225,0.114906175,13.7303215,11.587118
1,16.75,-0.5337101,-132.15145,-70.6726775,-31.4622,0.939356725,0.1834631,-13.2828125,412.2547,2.47005,0.4133124,0.37508855,0.2878616,0.095835,5.414367,4.61549855
1,17.25,-0.6415998,-160.552155,-102.51289,-50.7682,1.16112775,0.19462005,-13.651785,410.29805,2.533817,0.5066582,0.27822965,0.28946805,0.08708,0.599592585,0.577222495
1,17.75,-0.58126445,-93.21329,-83.48688,-37.56685,1.0352265,0.16019125,-14.10976,411.322,2.539018,0.50012785,0.34791675,0.2457277,0.08428,-4.03305855,-3.34199275
1,18.25,-1.03902875,-165.2197625,-125.175505,-46.85356,0.948538,0.158436125,-14.5509625,408.9795,2.498843,0.467604375,0.33633125,0.254551125,0.086825,-4.32975405,-3.5883283
1,18.75,-0.723338125,-125.143,-123.909425,-46.694945,0.7495589,0.141814125,-15.087955,412.5051,2.448025,0.43428945,0.335194875,0.24913375,0.0911125,-4.3356597,-3.5938414
1,19.25,-0.7655975,-159.66745,-155.02411,-42.61806,1.2132935,0.07726175,-15.454045,407.194625,2.43261625,0.4332094,0.2746156,0.2231245,0.08529,-4.20790135,-3.48947125
1,19.75,-0.74252545,-137.600275,-75.377085,-17.93852,0.59508725,0.14339635,-15.91067,407.2081,2.4582025,0.3575179,0.29191935,0.2724197,0.07816,-4.20205175,-3.4847639
1,20.25,-1.0187623,-108.8038,-79.5417425,-24.42523,0.77492035,0.13874125,-16.214115,407.0888,2.4615905,0.43834385,0.3022697,0.20119655,0.07405,-4.1146574,-3.3849525
1,20.75,-0.76215705,-104.25778,-119.0711275,-29.41613,0.8938209,0.13079935,-16.33941,405.8802,2.448512,0.39581965,0.3080745,0.21903785,0.085105,-4.11602,-3.38474205
1,21.25,-0.76502765,-192.228355,-92.7446325,-34.2705,1.17469225,0.14307045,-16.64215,405.631875,2.375152,0.5303936,0.30559105,0.2553613,0.08165,-3.86201955,-3.2408098
1,21.75,-0.78280785,-65.24253,-46.02825,-27.77703,1.2760905,0.1907814,-16.817285,400.93375,2.378309,0.4694049,0.3445585,0.28822955,0.07671,-3.85238645,-3.2034613
1,22.25,-0.727732,-53.1080375,-104.8165475,-15.2426825,1.23173,0.16737625,-18.149995,345.99875,2.350485,0.490035,0.304567625,0.261913625,0.079275,-4.0098881,-3.365265
1,22.75,-0.750435,-65.334325,-58.475035,-23.0954775,1.083082,0.15583375,-16.79795,267.934625,2.347056,0.4385305,0.298913,0.260737875,0.07533,-4.00539335,-3.36115325
1,23.25,-0.610662,-106.55878,-65.754955,-40.93894,1.190884,0.14202895,-16.98518,318.523,2.4019035,0.39245745,0.30002745,0.28654695,0.07919,-3.82566515,-3.2112066
1,23.75,-0.89623175,-94.963425,-36.14488,-20.34775,1.013319,0.14198075,-17.259585,411.5622,2.40333175,0.447411125,0.2485975,0.270466125,0.08365,-3.7608874,-3.1566146
2,0.25,-0.77212175,-94.2755,-25.71933,-24.0506625,0.7913735,0.1437485,-11.284875,409.227375,2.827602,0.39672675,0.30294875,0.21884475,0.066175,-3.6676169,-3.0785408
2,0.75,-0.6704238,-66.59352,-35.98892,-21.0772925,0.9389081,0.1280508,-11.78418,407.953,2.8485925,0.4851392,0.3130192,0.2285699,0.07235,-3.6773807,-3.0841139
2,1.25,-0.5528978,-48.7267875,-124.5715175,-16.42997875,0.8946939,0.1456954,-12.0399625,408.7935,2.889012,0.402514,0.4160258,0.2686854,0.0708575,-3.9007917,-3.2721893
2,1.75,-0.590568025,-49.84274,-27.1027175,-13.37383,1.038365,0.1849848,-11.1514625,360.31055,2.911064,0.40672485,0.35781075,0.2331428,0.0725,-3.7363684,-3.1338022
2,2.25,-0.650806,-70.48019,-28.146445,-10.90277625,1.0601025,0.1660398,-11.8513925,363.63815,2.9382805,0.4718551,0.381402825,0.2506672,0.075775,-3.716215,-3.0993422
2,2.75,-0.75823805,-213.6654,-94.024615,-16.94031,1.1431575,0.151575825,-10.896925,409.8587,2.9559235,0.454695,0.28274565,0.232830675,0.07512,-3.8867807,-3.2195619
2,3.25,-1.07752725,-124.8071,-67.91482,-61.53885,1.0609825,0.18141185,-10.655845,411.757,2.9737265,0.441567,0.34612325,0.2688486,0.0684,-3.9472134,-3.2694115
2,3.75,-0.6208133,-184.51406,-99.464425,-13.40989,1.38992,0.17566225,-10.669275,412.9241,2.88408025,0.4286175,0.40143175,0.273752675,0.0696,-3.8519247,-3.1698568
2,4.25,-0.7052868,-126.65688,-29.703475,-18.069865,0.92707005,0.1732348,-10.6719275,402.824625,2.86735075,0.426005075,0.4305775,0.2851092,0.0726375,-3.8470201,-3.1894515
2,4.75,-0.86777245,-88.885515,-35.4197325,-34.57958,1.205429,0.1551382,-10.67405,400.33575,2.838234,0.4105238,0.3334174,0.3070765,0.0741,-3.7981293,-3.16941
2,5.25,-0.705796,-152.01775,-21.73713,-34.151955,1.189912,0.156595475,-10.69817,400.3774,3.129093,0.399569575,0.265784975,0.293311075,0.069715,-3.7529515,-3.1281535
2,5.75,-0.7413401,-117.2169,-77.977215,-32.1954625,1.0175176,0.2123826,-10.61924,411.51825,3.109061,0.3986039,0.2786079,0.3405254,0.06897,-3.7805243,-3.1729609
2,6.25,-0.670636925,-243.2815,-96.3504125,-32.42578,1.015435725,0.1892837,-10.4561,413.406,3.14347225,0.354530225,0.292922225,0.32850935,0.08075,-3.783831,-3.175616
2,6.75,-0.54494075,-134.1294,-63.8700725,-31.99386,1.184311,0.16138475,-11.23806,412.21765,3.109726,0.376479,0.29339405,0.254912525,0.0787,-3.7857613,-3.1770757
2,7.25,-0.6544935,-111.85075,-53.59778,-34.70533,1.065234,0.171008175,-10.5622075,325.1885,3.1305525,0.481414825,0.269441375,0.27179555,0.073625,-3.7184694,-3.0766526
2,7.75,-0.7237035,-133.89555,-58.495825,-46.0023125,0.8530473,0.16317205,-10.44977,403.99255,3.11971125,0.463525725,0.3012128,0.30621555,0.0801325,-0.71547179,-0.55222476
2,8.25,-0.906857875,-172.28585,-281.8558,-50.17371,0.9264882,0.239225325,-10.17453,373.2248,3.11239625,0.51005365,0.42749265,0.331355475,0.1223818,3.8674479,3.3137747
2,8.75,-1.08055,-173.757225,-54.51469,-35.720335,0.7810321,0.178424175,-10.059173,381.024625,3.10569725,0.45898315,0.407412975,0.2794851,0.1185134,13.434161,11.28074
2,9.25,-1.025884825,-179.98405,-93.6766275,-60.42486,0.879031025,0.20734525,-9.936544,388.73445,3.112924,0.488343025,0.3504106,0.334090325,0.1182484,18.25850575,15.32696475
2,9.75,-0.6891758,-249.8692,-81.93792,-50.95307,1.0129886,0.21047235,-9.741426,392.473375,3.14391375,0.54510335,0.40272215,0.34390235,0.17171725,27.760117,23.2689575
2,10.25,-0.79265505,-239.317775,-162.7638,-44.31725,1.22854425,0.187072375,-9.680049,389.17025,3.149055,0.56978325,0.369335575,0.3549068,0.165439525,29.2585025,24.5723845
2,10.75,-0.95502705,-240.389775,-88.57556,-40.46046,0.6802288,0.161838125,-9.820584,378.3745,3.17989,0.554588325,0.43762305,0.329242025,0.20446815,40.5671235,34.0316755
2,11.25,-1.094861,-233.86455,-84.503845,-43.36853,1.07429355,0.23983075,-9.2125055,387.602625,3.1972805,0.56360265,0.4169463,0.329027,0.19304785,51.502535,43.17409125
2,11.75,-0.97053815,-261.26005,-143.13827,-42.1277,1.336692,0.2235562,-8.864925,412.1935,3.2239375,0.58068955,0.4795996,0.3314254,0.1681361,57.5570925,48.24945625
2,12.25,-1.121327,-268.0151,-107.4919275,-42.55129,1.4080025,0.26568595,-8.50554625,383.178,3.22742825,0.716812875,0.44394425,0.3763941,0.1663486,53.0141825,44.485857
2,12.75,-0.86010875,-265.055,-110.60537,-38.347025,1.3397175,0.280781875,-8.5124625,401.75695,3.21393125,0.77025075,0.47061275,0.3881905,0.180181625,67.0653225,56.221473
2,13.25,-1.1232755,-272.458975,-79.25337,-53.59247,1.0119148,0.27291265,-8.2317765,399.960125,3.221476,0.6801844,0.4345206,0.3701258,0.139629225,54.415165,45.61578
2,13.75,-0.7018997,-284.9522,-157.5542,-40.632035,1.2301435,0.2484047,-8.1661555,386.453125,3.19928625,0.73782395,0.4937526,0.3354366,0.13281445,51.146665,42.87593
2,14.25,-0.947684975,-190.892875,-91.20398,-34.44146,1.4229965,0.25954015,-8.0430085,353.725375,3.2353775,0.66600375,0.4364664,0.351346175,0.11785055,43.8493115,36.8053145
2,14.75,-0.925726275,-236.257025,-85.51699,-43.98253,1.1424405,0.20998095,-7.919963,407.5815,3.10829125,0.5935666,0.45821745,0.3387151,0.14697435,38.6076985,32.363702
2,15.25,-1.033167475,-246.0064,-108.39789,-45.00452,1.24983225,0.229959925,-8.52371875,412.37675,2.9338975,0.64902495,0.449388075,0.338651925,0.1224928,40.041033,33.5668175
2,15.75,-0.9630915,-239.8392,-92.91098,-49.26833,1.244345,0.2921597,-8.80758,413.1055,2.92217875,0.6331778,0.4467668,0.3713644,0.1287058,39.819026,33.3804015
2,16.25,-0.929517775,-224.3738,-95.60426,-53.3699975,1.30263975,0.2027783,-8.900927,406.37445,2.950295,0.5401237,0.3780988,0.3280941,0.1164525,20.835408,17.5099375
2,16.75,-0.8376788,-150.9956,-41.3738,-38.8803875,0.8657527,0.2128617,-9.20721475,413.743375,2.97869375,0.4946593,0.3681504,0.2944043,0.098584,16.870277,14.16664175
2,17.25,-0.77788225,-161.1677,-44.2854375,-54.6964125,0.74618595,0.24199,-10.2552875,414.1156,2.93104975,0.395607675,0.3816183,0.290958,0.101355525,5.656449525,4.7915647
2,17.75,-0.8652384,-151.1341,-66.363325,-38.17874,1.076251,0.198088,-9.67548,414.34565,2.987642,0.3383499,0.3454822,0.248846,0.0884321,1.79827945,1.55082025
2,18.25,-0.8908625,-242.1458,-47.36943,-18.402955,0.6817617,0.1280258,-9.687126,413.82405,3.0687515,0.3857766,0.2624224,0.2465516,0.0875,-3.4559049,-2.816284725
2,18.75,-0.5214624,-130.8456,-50.2983375,-31.271725,1.28607,0.1438516,-9.985415,410.9839,3.0285235,0.417598375,0.203272725,0.2670695,0.088895,-4.24737715,-3.5625037
2,19.25,-0.7119898,-149.7135,-58.5897875,-40.353705,1.062199,0.1688586,-10.246965,411.1239,2.9499025,0.3699272,0.310218,0.2810137,0.08108,-4.521207275,-3.79369565
2,19.75,-0.3884556,-262.3783,-108.7447875,-98.3201125,0.9298031,0.1382857,-10.55223,413.7917,2.711993,0.3980334,0.2733688,0.2699716,0.07721,-4.53019245,-3.802010325
2,20.25,-0.698658575,-119.181775,-43.3561625,-25.54221,1.063128675,0.190696125,-10.93943,413.6396,2.985324,0.39079735,0.268606975,0.30053445,0.0872525,-4.297357525,-3.606136275
2,20.75,-0.6132989,-82.8124775,-58.677995,-36.06762,1.11480425,0.198083,-11.2107025,413.9595,3.00076275,0.490338,0.3266862,0.3050517,0.07994,-4.2141662,-3.536611025
2,21.25,-0.795692275,-110.8046,-84.42561,-29.0989,1.09277625,0.1820502,-11.41272,412.308575,2.98041325,0.4340472,0.367163225,0.272165475,0.076165,-4.204383925,-3.527929025
2,21.75,-0.913528875,-105.823475,-76.56643,-14.691575,0.88552925,0.151379525,-11.5159775,389.0899,2.88927225,0.388455075,0.315453725,0.2645366,0.0713825,-4.25341385,-3.569976
2,22.25,-0.7090021,-86.5245,-89.0262875,-22.172905,1.117508,0.1822054,-11.3518,411.64425,2.643456,0.3842784,0.3268809,0.2583426,0.08699,-4.053092625,-3.401223875
2,22.75,-1.0260031,-99.31933,-44.16545,-45.223965,1.201573,0.1921022,-11.37241,415.261475,2.6840145,0.4364845,0.3632449,0.280012,0.06321,-4.1895064,-3.509133175
2,23.25,-0.78769025,-70.1622,-39.496625,-15.363035,1.00252,0.16049025,-11.3697175,410.07665,2.8389925,0.40768775,0.28500925,0.2937145,0.066875,-4.152156675,-3.4845664
2,23.75,-0.531494275,-111.3618075,-31.7984375,-30.73985,0.9870638,0.14422775,-11.29829,414.1481,2.81435125,0.4156778,0.3139307,0.261766725,0.0665125,-3.916847225,-3.280482225
3,0.25,-0.619086225,-69.163895,-39.2781175,-13.9566,0.66676165,0.13004955,-10.56242675,412.261075,2.989428,0.2853536,0.237378975,0.191863325,0.0781225,-4.543082525,-3.7424686
3,0.75,-0.5486064,-82.87922,-163.2286875,-19.94228,0.751283525,0.1041402,-10.632075,393.095,3.0007085,0.28893055,0.2790847,0.185745,0.07894,-4.4892239,-3.697157725
3,1.25,-0.7553988,-72.52966,-43.17075,-35.1919475,0.555559825,0.097698,-10.8458325,411.2446,3.070967,0.255526025,0.241600775,0.1544406,0.06622,-4.38748655,-3.621458175
3,1.75,-0.736805175,-66.3806575,-84.057675,-17.92613,0.57460335,0.103426325,-11.08283,411.5005,3.11606625,0.286209225,0.1879218,0.1606866,0.06608,-4.365516875,-3.594992425
3,2.25,-0.561415125,-65.542185,-76.3005625,-20.658175,0.7450564,0.10710425,-11.36158825,407.4616,3.1561685,0.3154372,0.17864785,0.16241885,0.06831,-4.33612135,-3.577783
3,2.75,-0.64752155,-75.4202,-52.82581,-21.449225,0.663818825,0.096707,-11.23394075,411.23645,3.133449,0.2469824,0.225184025,0.1506916,0.0717675,-4.309501825,-3.568291875
3,3.25,-0.5936668,-109.16088,-81.82509,-20.45007,0.682825925,0.104866,-11.2999195,412.0998,3.11975875,0.305792225,0.2187755,0.1701834,0.0721625,-4.2475733,-3.5371887
3,3.75,-0.5513666,-159.1312,-54.9094125,-26.26996,0.731489125,0.138368,-11.30865625,412.0912,3.238135,0.3300524,0.215339225,0.216506,0.0609575,-4.2624434,-3.515258725
3,4.25,-0.5397736,-133.534,-42.63362,-20.5136775,0.609449,0.11879185,-11.528828,413.2306,3.2399735,0.27173595,0.243141075,0.1929688,0.06988,-4.32947405,-3.56772625
3,4.75,-0.59761465,-113.045185,-54.7293875,-32.87739,0.40421625,0.093685,-11.60386325,412.7692,3.2118715,0.31303675,0.1840701,0.1763544,0.08007,-4.152685175,-3.449274925
3,5.25,-0.530426275,-73.443395,-29.39166,-40.82209,0.6854102,0.105097025,-11.55194325,410.54025,3.095202,0.275525125,0.2157655,0.160566925,0.0644425,-4.197690875,-3.46308515
3,5.75,-0.593151175,-129.254525,-45.955155,-34.058805,0.594517375,0.105508225,-11.55995175,412.28655,3.1197255,0.292928075,0.2342432,0.195396175,0.064035,-4.3028353,-3.550923625
3,6.25,-0.7415668,-93.811115,-47.53121,-40.7417375,0.58987705,0.1214918,-11.578293,397.92425,3.1105635,0.2608886,0.2054317,0.183835975,0.06741,-4.167859475,-3.438278075
3,6.75,-0.58987065,-121.4655,-51.1757775,-47.398105,0.936564,0.10086785,-11.546702,405.058925,3.156405,0.362534325,0.24466305,0.17613855,0.066545,-3.4493645,-2.838479025
3,7.25,-0.7599219,-138.972075,-89.57943,-42.20444,0.8264784,0.094032375,-11.80118875,414.83905,3.193175,0.4176701,0.297408775,0.238706025,0.08346,0.3416279125,0.3750910475
3,7.75,-0.73417965,-171.840825,-58.96842,-34.94676,0.7160587,0.144458025,-11.83401,415.33175,3.188843,0.4334086,0.320483525,0.22788085,0.129824775,8.336526375,7.0652781
3,8.25,-0.60515025,-273.789175,-110.5923,-44.9142,0.692443275,0.14065675,-11.04057,412.5116,3.1106415,0.446924325,0.371172575,0.2372876,0.1419592,22.58383775,18.94874225
3,8.75,-0.83697795,-351.94215,-110.2433,-29.93908,0.9988316,0.1279455,-10.553798,413.45525,3.0340075,0.6002235,0.44439905,0.26258625,0.14143685,26.9012735,22.56901375
3,9.25,-0.90527015,-330.63375,-117.9416,-26.83503,1.2401815,0.20319795,-10.1136795,411.3543,3.028074,0.6836024,0.46776115,0.2993344,0.171518275,31.15101625,26.178968
3,9.75,-0.99258755,-371.0046,-170.6955,-35.217225,1.13800175,0.19945875,-9.963616,367.98195,2.9756395,0.64713595,0.572887725,0.327290575,0.17230395,55.1832745,46.27649075
3,10.25,-1.09781375,-324.1877,-180.8963,-25.192925,1.284186,0.237622925,-9.424308,388.1934,3.027814,0.670255425,0.428497175,0.3761678,0.175565625,78.56457625,65.87885725
3,10.75,-1.278602,-503.53135,-191.4535,-53.3943375,1.34845975,0.2350578,-8.68643925,403.2396,3.0925125,0.792521,0.5122458,0.385407,0.1829974,86.52047175,72.60792775
3,11.25,-1.2409,-393.4888,-224.121875,-37.0798625,1.165001,0.2628142,-8.39774025,396.15595,2.9011385,0.63726855,0.512381675,0.39768,0.2007566,107.508485,90.1412595
3,11.75,-1.072965,-333.5126,-211.152875,-35.71152,1.03875205,0.22723625,-8.17507675,369.371025,3.008349,0.72971465,0.595721725,0.352257125,0.1784743,86.93321925,72.87563875
3,12.25,-1.047378,-419.47615,-137.803775,-44.69157,1.298883,0.3059493,-7.679726,408.1416,2.799371,0.72648665,0.4994438,0.398065875,0.1682392,101.08641,84.7610955
3,12.75,-1.134174,-340.905325,-142.923875,-33.92118,1.1607155,0.2604278,-7.5544585,409.818725,2.950048,0.6573218,0.511220875,0.388571,0.1966068,83.413259,69.98571225
3,13.25,-1.620758,-315.0548,-249.88295,-42.4486675,1.220962,0.276356475,-7.21407375,408.686925,2.91968275,0.844606975,0.531492325,0.4306465,0.182579925,70.16842625,58.87878675
3,13.75,-1.0898015,-370.975075,-183.3612,-36.258525,1.1173905,0.239024725,-7.52224825,408.674525,2.6858885,0.674247325,0.543611475,0.33683455,0.189274375,81.06217275,67.97211825
3,14.25,-1.451916,-275.482775,-241.0827,-16.1572175,1.17312,0.2751658,-7.371618,408.10675,2.8817195,0.7575054,0.493683,0.3679026,0.1816924,78.690437,66.0458645
3,14.75,-1.132478,-269.5312,-122.64005,-34.4046975,1.27419,0.236402,-7.09338075,408.501575,2.92388525,0.7288518,0.511997,0.3595276,0.153318325,69.49448175,58.27418175
3,15.25,-0.955425,-459.18575,-125.48624,-31.3625025,1.26179,0.2665,-6.865804,410.3464,2.843768,0.6542864,0.5053174,0.349751075,0.1748626,52.1663085,43.79652125
3,15.75,-0.8693506,-314.745125,-125.57655,-28.39503,1.26902,0.2383832,-6.68299,410.42,2.846838,0.6400128,0.465948,0.340443,0.155971,40.80186325,34.28528475
3,16.25,-0.972784525,-287.002075,-98.8512825,-36.63092,0.916612,0.2302328,-6.663194,410.4212,2.834088,0.6236616,0.5659672,0.337269,0.1358852,30.7363395,25.8418675
3,16.75,-0.8028942,-260.9882,-165.283,-37.8706,1.269836,0.241673,-6.718386,410.504,2.8550275,0.60975345,0.4572748,0.336448,0.1251262,31.52093125,26.5019215
3,17.25,-0.9462274,-187.9957,-80.690085,-46.5339,1.1723795,0.2191538,-6.78440675,411.09845,2.94057975,0.5863824,0.3923398,0.2989414,0.104648475,19.64750425,16.543298
3,17.75,-0.642557,-216.88915,-63.95003,-38.9400275,1.378114,0.2013688,-6.88877,410.2258,2.9634745,0.5437154,0.3723046,0.3194088,0.0972402,10.076908275,8.534800225
3,18.25,-0.5416172,-201.344,-78.31235,-67.6429375,1.112908,0.1297404,-7.06594825,411.3367,3.01212225,0.403013,0.3260676,0.2593128,0.091015,0.6414969075,0.61055966
3,18.75,-0.591011925,-218.9401,-86.91794,-42.2399125,0.7628044,0.11808305,-7.11236,383.453075,3.045652,0.3289598,0.2831216,0.258626275,0.09282,-3.69386225,-3.083655825
3,19.25,-0.75290735,-166.4405,-62.63248,-44.820975,0.9133148,0.10412065,-9.363322,410.0592,3.01061625,0.28310255,0.20793525,0.18432445,0.07852,-4.976846025,-4.122136375
3,19.75,-0.45466705,-103.626175,-68.46263,-47.8281875,0.69982845,0.1436617,-7.893455,410.0214,2.9664995,0.304128625,0.215714775,0.2050716,0.0789025,-4.96982555,-4.09133225
3,20.25,-0.5891127,-90.08056,-43.36426,-56.70699,0.8115206,0.121685,-9.576972,410.335,2.993322,0.242683775,0.19877045,0.16657165,0.077735,-4.958945475,-4.103065575
3,20.75,-0.806979575,-168.71425,-48.265295,-42.16431,0.63065685,0.121539175,-9.010374,414.0626,3.004649,0.290105475,0.228895925,0.181642325,0.07578,-4.9300469,-4.073636825
3,21.25,-0.771296,-150.736875,-126.490125,-48.8513375,0.5993422,0.09148,-10.368898,411.521,2.961734,0.31992395,0.196973,0.1438124,0.08845,-4.834236525,-3.9740634
3,21.75,-0.68969755,-113.181675,-60.915675,-45.4897375,0.8520894,0.09067,-9.05047,411.413575,3.0443975,0.30864755,0.209499,0.13236585,0.07799,-4.77066775,-3.928706525
3,22.25,-0.59671085,-92.19591,-161.726935,-57.98077,0.761329,0.096781225,-9.3168,410.28,3.282922,0.3292996,0.220637175,0.134639,0.0741975,-4.781399425,-3.94341065
3,22.75,-0.4613502,-97.2035,-69.980985,-32.898265,0.9454458,0.110476,-9.632642,410.13505,3.17014575,0.2912998,0.2633228,0.1563898,0.08274,-4.564836025,-3.764119575
3,23.25,-0.539240125,-99.03005,-45.34264,-20.45969,0.8804554,0.108293625,-11.95714,410.112675,3.081494,0.3221579,0.246012625,0.20060875,0.077575,-4.6998157,-3.867361175
