DOY2,HR2,USTAR,TA_1_1_1,WS,NEE,FC_1_1_1,SC,H_1_1_1,SH,LE_1_1_1,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA,CO2_1_1_1,VPD,NETRAD,PPFD_IN_1_1_1,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,PPFD_DIF
1,11.25,0.4085,-22.14,1.887,0.173,0.245,-0.217,46.7745,3.885,4.517,0.37425,-2.801,0.3405,0.5385,74.92,96.1,385.551,0.22,91.802,249.631,129.55,49.2075,28.265,168.4725,224.2875,205.41
1,11.75,0.41325,-21.68,2.067,0.161,0.224,-0.131,39.646,2.93525,5.036,0.046,-2.666,0.32725,0.5375,74.82,96.1,385.255,0.23,95.1285,268.86625,144.075,50.003,28.8725,165.3475,226.205,210.495
1,12.25,0.436,-21.19,2.114,0.17925,0.224,-0.098,45.6275,1.923,5.46,0.05625,-2.63475,0.34,0.535,74.07,96,385.0905,0.25,85.83875,267.51975,135.5,49.41125,27.0875,163.6325,227.55,210.8225
1,12.75,0.4345,-20.96,2.097,0.1325,0.1995,-0.09925,46.3685,1.7,5.87425,0.032,-2.681,0.32225,0.53925,73.9975,96,385.106,0.26,83.5035,261.183,129.05075,48.592,26.52,166.3575,229.3875,203.2575
1,13.25,0.433,-20.55,2.058,0.207,0.238,-0.11025,44.9845,0.886,6.12,0.017,-2.7965,0.3275,0.54325,72.9,96,384.9435,0.27,74.55375,233.33425,114.775,44.056,24.05,163.7575,229.8925,198.565
1,13.75,0.438,-20.38,2.167,0.20375,0.22725,-0.091,30.9645,0.346,4.98325,0.017,-2.7235,0.33425,0.53775,72.04,96,385.1035,0.29,60.13275,202.52325,100.35,38.22525,20.535,164.67,230.7025,179.22
1,14.25,0.40775,-20.1575,2.088,0.2075,0.2125,-0.06475,24.8625,-1.446,4.2165,-0.113,-2.67,0.324,0.539,71.32,96,385.173,0.29,50.529,171.5185,81.475,31.5815,16.6225,162.7975,230.5375,160.4875
1,14.75,0.386,-20,2.09075,0.16875,0.163,-0.065,12.15025,-3.96975,4.2255,-0.41175,-2.685,0.33375,0.533,71.855,96,385.1585,0.29,27.47375,116.7055,59.0425,23.129,12.34,162.9625,230.495,130.26825
1,15.25,0.364,-20.0425,1.88425,0.143,0.141,-0.06375,2.735,-5.8885,2.303,-0.93875,-2.699,0.3225,0.547,72.015,96,385.2325,0.2975,5.10425,71.74025,37.48,13.5315,7.0625,159.7125,229.4875,92.613
1,15.75,0.3015,-20.35,1.76,0.168,0.11875,-0.043,-10.062,-9.86725,1.31625,-1.3415,-2.6135,0.323,0.5355,72.5575,96,385.09875,0.29,-30.45025,34.9085,16.19,6.383,3.2095,155.5725,228.41,44.319
1,16.25,0.232,-20.4475,1.515,0.169,0.093,-0.0215,-16.262,-13.07025,0.0145,-1.7165,-2.728,0.3295,0.5405,73.79,96.075,385.081,0.26,-60.814,8.3605,2.11575,1.49,0.49325,156.2,226.8325,9.59775
1,16.75,0.161,-20.92,1.4815,0.146,0.0695,-0.0405,-20.978,-14.376,-0.1475,-1.90425,-2.722,0.32625,0.53675,74.91,96,385.034,0.25,-73.402,1.4625,-1.903,0.25725,-1.41675,155.695,224.5875,5.66675
1,17.25,0.143,-21.4,1.4905,0.128,0.042,-0.0555,-22.791,-13.248,-0.1895,-1.672,-2.6665,0.3365,0.5325,76.23,96,385.356,0.24,-71.14225,0,-2.9,0.001,-1.649,156.175,219.9875,5.10525
1,17.75,0.14075,-21.73,1.56,0.14025,0.04,-0.0245,-22.0145,-11.465,-0.3005,-1.625,-2.6655,0.32075,0.539,76.93,96,385.433,0.23,-67.23125,0,-2.666,0,-1.702,154.3,218.55,5.106
1,18.25,0.128,-22.08,1.528,0.1485,0.0535,-0.049,-21.6935,-10.918,-0.305,-1.513,-2.6035,0.322,0.53575,77.03,96.1,385.451,0.21,-64.5905,0,-2.69975,0,-1.54325,156.9975,216.9275,5.10525
1,18.75,0.1535,-22.27,1.6025,0.146,0.0635,-0.054,-22.6765,-9.634,-0.343,-1.395,-2.586,0.325,0.536,77.16,96.1,385.499,0.2,-61.431,0,-2.5485,0,-1.633,156.335,216.37,5.09825
1,19.25,0.14875,-22.17,1.54475,0.143,0.08,-0.0495,-21.3135,-8.431,-0.4685,-1.347,-2.7205,0.329,0.53325,77.38,96.1,385.58675,0.2,-59.491,0,-2.483,0,-1.72125,158.07,214.775,5.102
1,19.75,0.151,-22.8275,1.57525,0.123,0.081,-0.075,-23.627,-8.521,-0.331,-1.181,-2.6525,0.332,0.5275,77.645,96.025,385.4885,0.19,-57.28075,0,-2.527,0,-1.61825,158.1425,213.5825,5.10475
1,20.25,0.1365,-22.965,1.51425,0.13,0.063,-0.114,-20.863,-8.434,-0.3535,-1.371,-2.65425,0.33025,0.535,77.95,96,385.572,0.19,-54.5905,0,-2.475,0,-1.5175,160.625,211.57,5.107
1,20.75,0.13825,-23.3975,1.4155,0.163,0.092,-0.0685,-21.751,-8.526,-0.397,-1.161,-2.61425,0.31225,0.53025,78.08,96,385.646,0.18,-55.94475,0,-2.6485,0,-1.5755,163.8225,210.1275,5.10625
1,21.25,0.135,-23.63,1.38325,0.122,0.07275,-0.047,-22.525,-7.24975,-0.346,-1.05625,-2.65225,0.331,0.53625,78.45,96,385.52925,0.18,-51.391,0,-2.41525,0,-1.4555,162.93,209.4825,5.10725
1,21.75,0.1495,-23.705,1.4195,0.13725,0.091,-0.04675,-20.298,-6.809,-0.307,-1.0585,-2.583,0.324,0.5335,78.61,96,386.164,0.1875,-50.629,0,-2.24825,0,-1.549,164.415,207.545,5.09025
1,22.25,0.13975,-24.105,1.45025,0.125,0.083,-0.046,-19.26,-7.025,-0.38125,-1.099,-2.65825,0.3315,0.5255,78.4425,96,385.653,0.18,-49.13925,0,-2.466,0,-1.57125,165.0525,206.0475,5.05125
1,22.75,0.12,-24.39,1.419,0.104,0.105,-0.073,-22.32975,-7.4935,-0.41,-1.0785,-2.68375,0.321,0.5225,78.37,96,385.9355,0.18,-47.7375,0,-2.347,0,-1.527,167.605,206.25,5.09525
1,23.25,0.122,-24.12,1.43425,0.076,0.0745,-0.09225,-20.915,-6.6935,-0.2005,-0.9775,-2.656,0.3155,0.53925,78.35,95.925,385.754,0.18,-45.2875,0,-2.332,0,-1.634,172.68,205.9325,5.0625
1,23.75,0.126,-24.11,1.429,0.109,0.0905,-0.11175,-20.557,-6.867,-0.2605,-0.9875,-2.57375,0.329,0.52975,78.2,95.9,385.735,0.18,-44.386,0,-2.53725,0,-1.782,174.37,205.1,5.031
2,0.25,0.12,-22.34,1.5425,0.08025,0.0845,-0.0795,-17.31525,-7.34125,-0.321,-1.26925,-2.698,-0.261,-0.155,77.5425,96,387.1845,0.21,-47.15875,0,-2.6075,0,-2.1,172.7925,212.535,5.109
2,0.75,0.1115,-22.52,1.5195,0.06025,0.096,-0.0835,-17.86675,-7.057,-0.2985,-1.2115,-2.7265,-0.263,-0.154,77.9025,96,387.442,0.2,-46.51075,0,-2.459,0.00075,-2.1775,173.395,211.665,5.109
2,1.25,0.1175,-22.57,1.39675,0.00575,0.01925,-0.06675,-16.9065,-7.27325,-0.2255,-1.08975,-2.7,-0.257,-0.157,78.2125,95.925,388.206,0.2,-43.75475,0,-2.374,0,-2.15875,173.235,211.505,5.109
2,1.75,0.11225,-22.84,1.40425,0.0755,0.077,-0.0765,-17.26275,-6.58275,-0.2715,-1.0465,-2.731,-0.257,-0.154,78.0825,96,387.4775,0.2,-42.691,0,-2.448,0,-2.148,173.1875,210.1525,5.109
2,2.25,0.114,-22.81,1.41825,0.087,0.08,-0.0825,-17.70125,-6.6185,-0.2475,-1.0595,-2.745,-0.257,-0.152,78.4975,96,387.561,0.2,-43.72975,0,-3.91025,0.00075,-2.455,171.0325,209.175,5.10825
2,2.75,0.1135,-23.095,1.4525,0.07,0.077,-0.1035,-17.21125,-6.284,-0.22,-1.0335,-2.737,-0.262,-0.151,78.905,96,387.596,0.19,-41.1095,0,-4.01,0.001,-3.0995,173.38,208.585,5.10925
2,3.25,0.11575,-23.2425,1.46225,0.068,0.068,-0.111,-18.89825,-6.697,-0.268,-1.074,-2.772,-0.257,-0.148,78.5425,95.925,387.703,0.1825,-40.53275,0,-3.22325,0,-2.097,173.2225,208.11,5.10825
2,3.75,0.11575,-23.31,1.3655,0.0275,0.0785,-0.1115,-16.51175,-6.65975,-0.3555,-0.96775,-2.821,-0.255,-0.152,78.2775,96,387.36175,0.1825,-38.042,0,-2.578,0.001,-1.946,172.5775,207.66,5.108
2,4.25,0.13075,-23.565,1.371,0.07275,0.092,-0.107,-18.14775,-5.02525,-0.327,-0.77825,-2.823,-0.25775,-0.15975,78.425,96,387.67025,0.18,-36.949,0,-2.365,0.001,-1.66375,174.57,206.72,5.108
2,4.75,0.14,-23.77,1.394,0.088,0.0835,-0.07625,-18.245,-5.12925,-0.2865,-0.74225,-2.838,-0.258,-0.1655,78.385,96,387.6425,0.18,-37.453,0,-2.315,0.001,-1.585,174.49,206.19,5.109
2,5.25,0.119,-23.7125,1.30825,0.119,0.0995,-0.07,-17.759,-6.164,-0.252,-1.00025,-2.82275,-0.2565,-0.15925,78.32,96,387.641,0.18,-39.9465,0,-2.3055,0.001,-1.89475,173.74,206.0725,5.109
2,5.75,0.133,-24.13,1.3825,0.106,0.10475,-0.0755,-16.818,-6.2255,-0.21025,-0.99,-2.84325,-0.257,-0.16225,78.3025,96,387.589,0.18,-39.2045,0,-2.24025,0.003,-1.943,174.325,205.1025,5.109
2,6.25,0.131,-24.6725,1.349,0.106,0.075,-0.1045,-16.904,-5.3095,-0.26425,-0.7015,-2.87925,-0.253,-0.159,78.2225,96,387.771,0.1725,-36.4115,0,-2.23575,0.002,-1.574,177.3125,204.8875,5.10825
2,6.75,0.10925,-24.82,1.33,0.105,0.09725,-0.0945,-17.616,-3.3165,-0.37625,-0.4185,-2.888,-0.2535,-0.1585,78.0475,96,387.94475,0.17,-33.927,0,-1.609,0.083,-1.047,177.64,206.7025,5.109
2,7.25,0.125,-25.02,1.34175,0.073,0.1055,-0.1145,-15.555,-0.966,-0.32725,-0.0815,-2.85725,-0.2545,-0.16025,78.0325,96,387.92775,0.17,-14.92625,5.6665,0.843,0.904,0.321,181.14,208.6675,7.2365
2,7.75,0.169,-24.55,1.40125,0.131,0.17,-0.183,-9.895,1.4585,-0.257,0.036,-2.944,-0.256,-0.16025,77.725,96,387.92,0.18,2.02425,33.846,14.4275,5.48275,2.85275,183.8975,211.5975,29.56675
2,8.25,0.235,-23.54,1.38925,0.12425,0.219,-0.193,-4.644,3.816,-0.066,0.63525,-2.98,-0.257,-0.161,77.2125,96,387.936,0.19,20.82875,86.6875,39.215,14.30225,8.0075,185.33,216.015,87.3175
2,8.75,0.315,-22.6,1.583,0.149,0.2555,-0.3555,7.20175,4.772,1.096,0.41475,-2.94525,-0.2555,-0.1595,76.5825,96,387.8845,0.19,42.618,150.62275,67.93,24.987,13.96,187.09,221.16,144.185
2,9.25,0.3545,-21.59,1.771,0.1595,0.271,-0.272,23.13675,5.9125,2.34,0.5645,-2.893,-0.261,-0.1635,75.21,96.025,387.614,0.21,75.001,230.43975,106.7,36.282,20.59,178.63,228.03,189.16
2,9.75,0.38375,-20.945,1.882,0.1605,0.232,-0.1715,42.14525,6.218,3.694,0.57825,-2.914,-0.2595,-0.162,74.23,96,387.297,0.24,104.12,294.725,145.7,47.907,26.9075,174.39,230.66,223.0875
2,10.25,0.4105,-20.51,2.049,0.169,0.231,-0.139,56.49775,6.439,5.222,0.38,-2.957,-0.262,-0.16,72.225,96,386.949,0.26,123.55,350.93825,169.3,54.322,32.26,176.6,233.44,226.6075
2,10.75,0.438,-20.19,2.06,0.17,0.237,-0.12375,78.442,6.43325,6.836,0.35475,-2.9065,-0.2625,-0.1605,69.44,96.1,386.641,0.29,144.82,412.7735,194.4,63.114,36.46,171.39,236.03,229.465
2,11.25,0.4335,-19.1175,2.069,0.1415,0.23525,-0.092,78.006,5.528,7.57525,0.237,-2.871,-0.263,-0.1605,67.22,96.1,386.97875,0.33,155.8,445.382,207.7,72.597,39.21,174.16,239.28,239.2025
2,11.75,0.46325,-18.435,2.151,0.181,0.2505,-0.075,88.78075,4.077,8.738,0.314,-2.902,-0.264,-0.161,64.7875,96,386.849,0.36,155.3625,461.71575,207.05,75.249,42.33,172.0175,241.6025,247.455
2,12.25,0.466,-18.04,2.2835,0.217,0.24,-0.07,75.3975,3.4705,10.232,0.321,-2.818,-0.26375,-0.15825,63.5425,96,386.5325,0.39,161.5225,472.2375,208.4,73.75975,41.125,172.82,243.885,254.845
2,12.75,0.4715,-17.7925,2.36875,0.177,0.20575,-0.074,76.778,2.2955,9.9065,0.075,-2.805,-0.26475,-0.15425,62.87,95.9,386.45775,0.41,155.405,451.30625,204.8,70.30225,38.385,173.9,245.89,247.1975
2,13.25,0.4675,-17.2075,2.45775,0.15725,0.21225,-0.079,67.986,1.56325,9.21825,0.017,-2.7965,-0.263,-0.157,61.9,95.9,386.37,0.42,144.615,422.80075,195.85,67.175,36.48,175.5,247.0425,253.105
2,13.75,0.453,-16.79,2.41025,0.1835,0.22575,-0.0645,61.04175,0.71025,9.1435,-0.037,-2.841,-0.262,-0.157,61.23,95.9,386.5675,0.44,122.4175,386.49,177.5,58.2575,32.155,176.6925,248.0375,237.2625
2,14.25,0.468,-16.695,2.30975,0.1925,0.20675,-0.0545,54.1185,-0.543,9.256,-0.08225,-2.811,-0.256,-0.157,61.3175,95.9,386.895,0.45,109.76,346.3915,154.7,52.77275,28.6125,174.2275,247.9725,203.3575
2,14.75,0.46275,-16.6175,2.316,0.1905,0.208,-0.062,41.67,-1.862,7.468,-0.24525,-2.755,-0.262,-0.15725,61.62,95.9,386.532,0.4475,84.25875,272.6175,128.2,43.27875,23.6775,174.73,246.755,181.8225
2,15.25,0.463,-16.68,2.31,0.174,0.2055,-0.05225,30.979,-4.5555,6.23875,-0.74325,-2.75475,-0.267,-0.15225,61.04,95.9,386.7175,0.43,58.939,218.4615,97.1,32.09175,17.89,170.6725,246.2975,157.7475
2,15.75,0.41575,-16.79,2.24425,0.18225,0.203,-0.06625,15.67775,-6.026,4.212,-0.917,-2.677,-0.264,-0.152,62.18,96,386.6105,0.42,28.205,152.511,69.2725,22.3015,12.0675,173.4525,245.0425,123.9175
2,16.25,0.3835,-17.0275,2.0945,0.14825,0.15925,-0.03725,-0.026,-8.446,2.384,-1.02,-2.7815,-0.26075,-0.1535,63.045,96,386.275,0.41,0.548,80.16625,36.2625,12.813,6.5785,170.98,242.8075,73.702
2,16.75,0.30525,-17.2475,1.74175,0.17525,0.1255,-0.015,-9.357,-12.3025,1.039,-1.527,-2.74075,-0.263,-0.1495,64.40825,96,386.325,0.3875,-41.9145,29.04975,10.9725,4.31225,2.26625,166.315,240.8475,23.2105
2,17.25,0.22875,-17.665,1.647,0.13025,0.057,-0.024,-16.035,-16.76975,0.072,-2.04725,-2.7295,-0.266,-0.15175,65.65,96,386.246,0.35,-79.673,4.00075,-0.30775,0.654,0.052,162.08,237.73,6.688
2,17.75,0.196,-18.2625,1.54,0.161,0.0675,-0.016,-21.662,-17.5795,-0.126,-2.33675,-2.71325,-0.265,-0.1485,67.16,96,386.3015,0.33,-83.562,0,-2.835,0.105,-1.748,161.2,233.75,5.107
2,18.25,0.16775,-18.72,1.56,0.137,0.056,-0.0365,-20.3275,-15.425,-0.158,-1.98775,-2.72325,-0.267,-0.148,68.4375,96,386.3315,0.31,-80.685,0,-2.757,0.001,-1.64525,159.04,231.38,5.106
2,18.75,0.15625,-19.1,1.59175,0.13225,0.0605,-0.037,-20.24025,-14.502,-0.2525,-1.7965,-2.7125,-0.262,-0.1505,69.635,96,386.47125,0.3,-77.711,0,-2.664,0.003,-1.5475,158.7825,228.6125,5.107
2,19.25,0.15725,-19.4,1.5795,0.1615,0.0595,-0.0255,-20.85175,-12.427,-0.44975,-1.786,-2.68425,-0.261,-0.149,71.6625,96.1,386.466,0.29,-75.4045,0,-2.607,0,-1.53275,156.94,226.6225,5.107
2,19.75,0.1445,-19.74,1.57675,0.18125,0.07025,-0.004,-20.34525,-12.464,-0.28925,-1.544,-2.723,-0.258,-0.15,73.095,96.1,386.502,0.27,-72.67025,0,-2.5215,0,-1.508,156.77,225,5.107
2,20.25,0.146,-19.9,1.502,0.14975,0.06975,-0.029,-20.172,-11.314,-0.24875,-1.721,-2.668,-0.26,-0.149,73.93,96.025,386.39,0.25,-68.275,0,-2.4295,0,-1.856,160.6375,224.0725,5.10725
2,20.75,0.15,-20.3,1.56775,0.1305,0.085,-0.048,-23.6,-10.377,-0.44,-1.488,-2.6995,-0.26,-0.15025,73.76,96,386.663,0.25,-64.003,0,-2.40125,0.00275,-1.738,160.6775,222.1825,5.108
2,21.25,0.165,-20.59,1.58375,0.1115,0.101,-0.059,-22.657,-9.878,-0.39075,-1.383,-2.7295,-0.267,-0.1505,73.7175,96.1,386.7535,0.24,-60.22425,0,-2.495,0.002,-1.913,160.345,221.1475,5.108
2,21.75,0.132,-21.03,1.47275,0.116,0.0645,-0.059,-19.549,-9.494,-0.2885,-1.34,-2.67275,-0.26,-0.14875,74.8925,96.1,386.66625,0.23,-61.0355,0,-2.5765,0.00375,-1.868,160.9775,219.2875,5.10725
2,22.25,0.14,-21.19,1.58075,0.1345,0.0625,-0.089,-21.9,-9.346,-0.3055,-1.383,-2.676,-0.264,-0.149,75.16,96.025,386.729,0.22,-56.682,0,-2.511,0.006,-1.853,165.5775,218.42,5.108
2,22.75,0.134,-21.43,1.5975,0.109,0.1015,-0.06325,-21.498,-7.944,-0.35425,-1.144,-2.7195,-0.262,-0.148,75.5025,96,387.01525,0.22,-54.84575,0,-2.45125,0.006,-1.7905,164.895,216.9725,5.108
2,23.25,0.125,-21.57,1.46625,0.1395,0.084,-0.0325,-19.04,-8.0915,-0.337,-1.0655,-2.762,-0.263,-0.14975,75.835,96,387.1895,0.21,-53.143,0,-2.449,0,-1.814,166.16,215.085,5.108
2,23.75,0.128,-21.75,1.575,0.1095,0.086,-0.046,-19.349,-8.5195,-0.34575,-1.2275,-2.71975,-0.26025,-0.1515,76.48,96,387.10775,0.21,-52.298,0,-2.663,0.001,-1.893,166.8,214.15,5.108
3,0.25,0.09225,-16.29,1.38425,0.134,0.055,-0.02525,-23.5,-9.995,-0.226,-1.43,-1.75175,-0.0015,-0.001,63.0925,96.3,387.28,0.29,-71.6245,0,-2.509,-0.027,-1.741,170.2375,233.95,5.079
3,0.75,0.075,-16.89,1.2735,0.10725,0.05625,-0.03,-20.974,-8.65775,-0.247,-1.44575,-1.79,-0.0045,-0.0025,63.855,96.3,387.1335,0.29,-70.04025,0,-2.368,-0.02025,-1.7835,170.54,232.255,5.1025
3,1.25,0.078,-17.05,1.33275,0.0265,0.00975,-0.047,-21.422,-8.142,-0.35725,-1.197,-1.7765,-0.0065,-0.006,66.055,96.3,389.1875,0.29,-66.3265,0,-2.54725,-0.01875,-1.999,172.4125,231.8825,5.0355
3,1.75,0.07675,-17.33,1.336,0.13225,0.05025,-0.048,-19.495,-7.765,-0.1905,-1.283,-1.82675,-0.0095,-0.009,66.665,96.3,387.39275,0.28,-65.5295,0,-2.31,-0.008,-2.077,174.0675,230.685,5.1025
3,2.25,0.08675,-17.86,1.403,0.091,0.073,-0.05175,-19.146,-7.89,-0.249,-1.367,-1.824,0.001,-0.0085,67.7825,96.3,387.94975,0.27,-64.83275,0,-3.5525,-0.002,-2.38325,173.5525,230.1925,5.1025
3,2.75,0.079,-17.94,1.332,0.076,0.0785,-0.11125,-19.043,-7.394,-0.291,-1.233,-1.8485,-0.007,-0.004,69.3625,96.3,387.623,0.26,-64.10425,0,-3.6755,-0.00925,-2.829,175.1325,228.9325,4.983
3,3.25,0.0935,-17.59,1.35275,0.07975,0.0805,-0.07525,-19.479,-6.053,-0.22825,-1.026,-1.76,-0.009,-0.005,70.6175,96.3,387.739,0.26,-60.28575,0,-2.8395,-0.0065,-2.03,176.175,229.4875,5.0195
3,3.75,0.098,-17.8225,1.362,0.103,0.07825,-0.04575,-19.572,-5.748,-0.26225,-1.03,-1.7985,-0.0065,-0.0075,71.2725,96.3,387.761,0.2525,-60.058,0,-2.301,-0.008,-1.90975,175.1075,228.58,5.064
3,4.25,0.099,-18.4225,1.381,0.087,0.055,-0.0765,-16.908,-5.994,-0.195,-1.01,-1.8225,-0.0105,-0.0045,71.6125,96.3,387.79675,0.2425,-58.39175,0,-2.134,-0.001,-1.7765,178.6325,227.27,5.104
3,4.75,0.106,-18.125,1.34125,0.015,0.116,-0.09025,-19.1215,-6.052,-0.301,-0.981,-1.847,-0.01,-0.005,72.4675,96.325,388.059,0.24,-55.107,0,-2.133,0,-1.688,184.19,226.2525,5.071
3,5.25,0.095,-18.26,1.373,0.1,0.12,-0.047,-16.96525,-5.813,-0.289,-0.804,-1.86925,-0.004,-0.001,73.12,96.3,388.0175,0.23,-54.1705,0,-1.96625,0,-1.807,177.875,225.005,5.104
3,5.75,0.1075,-18.58,1.36225,0.05175,0.07975,-0.056,-17.69,-4.749,-0.2995,-0.819,-1.89175,-0.005,-0.0045,73.855,96.325,388.16475,0.23,-52.96825,0,-1.553,0.0125,-1.615,180.725,225.2275,5.114
3,6.25,0.0975,-19.05,1.288,0.039,0.09575,-0.1265,-17.8045,-3.385,-0.29875,-0.509,-1.841,-0.0015,-0.004,74.4925,96.4,388.508,0.23,-44.27125,2.652,-0.056,0.321,0.007,181.095,224.5375,6.8995
3,6.75,0.12625,-19.0725,1.294,0.10925,0.171,-0.2015,-14.786,-0.059,-0.203,-0.012,-1.78975,-0.0075,-5e-04,74.3875,96.3,388.265,0.23,-8.3735,22.37,12.18,2.9145,1.39,182.2025,229.415,32.6825
3,7.25,0.2025,-18.625,1.41325,0.0565,0.268,-0.322,-5.906,2.588,0.039,0.321,-1.85175,-0.008,-0.0015,73.14,96.3,388.40075,0.24,15.51375,64.29075,36.4925,8.80025,5.205,182.605,234.385,88.4395
