DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,LW_IN,LW_OUT,TA,RH
1,12.75,-0.25898025,127.6955,35.6171,0.712506,2.910695,0.83471425,4.95409,420.464,3.34182,1.597605,1.2393475,0.8745685,0.3249975,336.1652,43.37077,312.03525,325.7559,1.691,89.9
1,13.25,-0.30350875,123.72025,21.9101,0.46691125,2.78762,0.81802075,5.0771275,418.03375,3.53352,1.60833,1.2538525,0.8395455,0.32663,351.101125,40.2762,312.517625,326.946575,2.09025,88.825
1,13.75,-0.309684,132.06225,24.67,-0.09185775,2.842375,0.82466625,5.15289,418.9905,3.679645,1.5528825,1.199285,0.90336375,0.3126395,348.376875,39.6701375,313.17685,326.00505,1.867,87.675
1,14.25,-0.31876025,136.5905,30.31575,0.3157375,2.61827,0.8139755,5.23191,417.658,3.60595,1.5040475,1.243665,0.8792525,0.33032825,326.55505,36.91586,314.31065,326.09725,1.992,87.7
1,14.75,-0.298386,97.5129,23.39835,0.3739335,2.55453,0.75058,5.116615,418.51375,3.533215,1.48364,1.21577,0.85653,0.286974,239.4918,34.04847,314.0064,324.8266,1.592,87.4
1,15.25,-0.24463175,89.015375,21.8786,0.435484,2.6398275,0.8447495,5.02889,418.4785,3.597675,1.5767525,1.1539675,0.89418275,0.2178435,266.22555,33.30487,312.18545,325.5847,1.54,88.55
1,15.75,-0.211379,57.9189,24.86855,1.149977,2.882345,0.85448,5.3896675,418.372,3.682155,1.7486,1.08556,0.959811,0.189379,225.53125,27.86927,313.29985,325.67245,1.734,88.05
1,16.25,-0.180032,26.5269,19.990875,1.603315,2.65241,0.822899,4.705095,418.051,3.676635,1.60071,1.05158,0.821038,0.12660025,135.24645,20.114285,312.4101,324.57945,1.534,87.3
1,16.75,-0.115706,9.34023,16.6304,1.81934,2.60026,0.838829,4.619555,418.5395,3.68338,1.49703,1.00578,0.813199,0.12746375,69.286575,10.80751,311.37815,323.9918,1.577,88.8
1,17.25,-0.0785,-0.89148725,12.3453,2.6593375,2.44645,0.75944,4.602105,417.3015,3.7075675,1.44143,0.941852,0.770558,0.12568975,18.702815,4.7611565,310.4103,323.1095,1.5095,87.6
1,17.75,-0.0557,-0.249381,11.602825,2.2550575,2.44552,0.768888,4.927845,417.32725,3.76354,1.44558,0.939203,0.792087,0.146885,2.3263495,1.700898,310.42025,320.53125,1.3915,88.7
1,18.25,-0.0478,-1.73032,9.207925,2.0258075,2.19465,0.692839,4.67259,417.15875,3.823775,1.29215,0.833223,0.719658,0.17048,-0.37892225,1.2665395,309.9737,318.83925,1.214,89.5
1,18.75,-0.062,-2.004385,11.76595,2.2353125,2.34008,0.718606,3.727085,417.879,3.8024075,1.41381,0.930761,0.723293,0.176284,-0.49835215,1.229558,311.0451,318.38395,1.0335,90.25
1,19.25,-0.059,-2.5687775,15.566925,2.8524175,2.3243,0.699859,3.595395,417.9185,3.790355,1.44749,0.871772,0.718068,0.17000525,-0.4223988,1.1595885,308.2532,318.9163,0.887,90
1,19.75,-0.0538,-2.57313,15.5656,2.77113,2.42351,0.753238,3.5266125,420.927,3.78156,1.4601025,1.0602025,0.852622,0.1828245,-0.53899795,1.088139,307.30745,318.37135,0.7,89.75
1,20.25,-0.079875,-4.3947525,14.218325,2.84422,2.3439975,0.7561395,3.447395,418.766,3.81517,1.4422575,0.98301625,0.82508125,0.17407925,-0.46241015,1.3050465,308.46565,318.12475,1.0075,89.3
1,20.75,-0.07585,-1.5468075,19.5635,2.57926,2.31686,0.755798,3.350775,418.52,3.784695,1.4368,0.875768,0.799902,0.17162225,-0.55346745,1.159454,307.41885,319.12455,0.79,90.25
1,21.25,-0.07985,-0.54264625,17.159425,3.05246,2.2328875,0.6807765,3.24964,418.89,3.75631,1.43024,0.8878005,0.76434525,0.157287,-0.5952993,1.088269,308.69165,318.91685,0.5725,90.95
1,21.75,-0.068,-2.0792575,16.94,2.45216,2.16814,0.730566,3.326085,418.964,3.6796925,1.43564,0.894031,0.744073,0.1395465,-0.53074515,1.03425885,308.2449,319.06875,0.6215,89.95
1,22.25,-0.060125,2.051155,16.43375,1.95899,2.2906975,0.78736,3.1847,420.358,3.5603475,1.50122,0.980494,0.790365,0.165309,-0.5746263,1.0971344,307.4082,318.5512,0.699,91.2
1,22.75,-0.066875,0.299584,15.3368,2.80572,2.2179925,0.687478,3.1668075,421.968,3.4865,1.3300725,0.93287425,0.718874,0.148664,-0.57608015,1.107491,306.35295,317.9195,0.3775,91.05
1,23.25,-0.0521,-0.8156765,14.72265,3.02778,2.1139,0.681968,3.0815025,420.801,3.4353725,1.22143,0.903113,0.790964,0.151349,-0.42151905,1.088736,306.63825,317.06845,0.2365,90.95
1,23.75,-0.0463,-0.334946,11.5002,2.69094,2.01139,0.682836,3.005955,420.565,3.36103,1.34271,0.968566,0.76667,0.14433925,-0.48155845,1.2016805,307.2324,316.35275,0.192,91
2,0.25,-0.0408,-4.4315925,9.583225,2.0870575,1.996825,0.589501,3.324855,423.217,3.01208,1.28711,0.848682,0.718953,0.15225975,-0.3691164,1.304464,302.248125,316.283925,-0.482,92.5
2,0.75,-0.05885,-1.45216,12.0036175,2.1386925,1.877475,0.5675375,3.162005,421.837,3.2934275,1.1648,0.9284245,0.6747515,0.18364,-0.5310661,1.1775105,301.900375,316.4893,-0.44425,93
2,1.25,-0.0401,-3.36083,9.94492,2.22433,2.15666,0.568256,3.12033,419.82875,3.05874,1.12298,0.8887985,0.66435875,0.1833995,-0.409554625,1.23010125,301.3572,316.62075,-0.4335,92.65
2,1.75,-0.045625,-0.528375,18.1604,2.46153,2.17749,0.62572875,3.0435075,423.365,3.02319,1.2434975,0.951821,0.76284425,0.1765095,-0.30247205,1.30256475,301.87585,314.530375,-0.4235,92.95
2,2.25,-0.061,-1.432075,8.6886275,1.88483,1.903865,0.64123,2.853785,424.263,2.98131,1.15225,0.854493,0.7410695,0.1804815,-0.341697,1.06017625,303.004975,313.1233,-0.357,92.075
2,2.75,-0.04365,-1.5539375,13.511875,2.83629,1.848845,0.6734395,2.69952,422.194,2.93863,1.17002,0.901572,0.707043,0.15215025,-0.333915275,1.24635125,304.15535,312.876425,-0.33175,92.525
2,3.25,-0.038,-1.87955,10.8084225,2.44809,1.8727075,0.6189575,2.5040625,423.58025,2.9315775,1.2356175,0.82739225,0.67635375,0.1666085,-0.404618075,1.3988585,304.550375,312.181875,-0.3595,91.8
2,3.75,-0.0571,-2.34462,16.4821,3.744235,2.080455,0.635301,2.40245,425.814,2.93168,1.225215,0.9419605,0.7437695,0.171116,-0.43621435,1.40124475,304.22705,312.20475,-0.65025,92.3
2,4.25,-0.0432,-1.41504,14.04205,3.423545,2.08351,0.5820205,2.30962,423.96125,2.99309,1.156405,0.8382035,0.681885,0.15906725,-0.382404175,1.25179025,302.0236,312.07995,-0.95725,92.925
2,4.75,-0.0429,-3.26607,12.14365,2.35526,2.051845,0.58558,2.04511,423.221,3.010855,1.11434,0.847658,0.670663,0.1602645,-0.384157275,1.1135035,299.6356,311.109925,-1.039,93.625
2,5.25,-0.04245,-0.069671,11.0493,2.110025,2.12072,0.6270395,1.87052,424.2295,3.07877,1.295375,0.825175,0.699808,0.190688,-0.43436455,1.3898245,298.4854,310.5698,-1.05875,93.3
2,5.75,-0.04885,-2.6022075,10.56585,2.004125,2.12164,0.620325,2.46217,423.5745,3.039245,1.222255,0.883788,0.7061875,0.162768,-0.446344975,1.32217975,296.4261,310.970575,-1.074,93.3
2,6.25,-0.0459,-1.5074775,9.732925,2.3393375,2.20084,0.590042,2.307755,423.661,2.9918625,1.211325,0.9768405,0.6910435,0.1666705,-0.389728275,1.3164935,296.68265,311.212475,-1.2765,92.475
2,6.75,-0.0567,-2.628055,11.9633,2.488175,2.156485,0.603357,2.3668975,426.9085,3.08431,1.23966,0.912,0.6838205,0.1554915,-0.48000775,1.172847,296.7943,310.981,-1.275,92.175
2,7.25,-0.0389,-2.81104,8.72996,2.158555,1.94835,0.571648,2.4354325,424.492,3.208675,1.20171,0.7975735,0.6570995,0.1700525,-0.1115417,1.318187,297.66095,308.9703,-1.4765,93
2,7.75,-0.0583,1.1401705,8.4796975,2.1598925,1.965085,0.5554125,2.43959,422.107,3.2433425,1.18983,0.8930195,0.667373,0.2020025,8.1818405,3.294511,298.18525,308.991825,-1.39825,92.65
2,8.25,-0.068275,6.391705,13.5755,2.590905,2.0756325,0.63196975,2.4585,422.92375,3.23436,1.213575,0.9224375,0.6995365,0.19721,43.30811,8.88375625,299.54465,309.293275,-1.333,92.675
2,8.75,-0.08675675,34.487,14.70735,2.12099,2.56623,0.68552625,2.24561,424.3525,3.191495,1.44029,1.03572,0.83456675,0.2865915,89.6492975,17.2659325,300.167225,311.43095,-1.1425,91.625
2,9.25,-0.155616,62.63535,19.2189,1.543225,2.63575,0.749329,2.82884,422.7455,3.2242,1.424765,1.07543,0.874465,0.274703,165.4344,29.464035,303.096125,314.335025,-1.10975,90.7
2,9.75,-0.2251365,91.7063,23.476575,1.7731675,2.51952,0.7795605,3.1525675,421.4795,3.29162,1.48921,1.11257,0.881562,0.3022675,255.829925,43.882795,302.45395,314.96185,-1.00275,88.725
2,10.25,-0.3275315,111.44,21.0832,1.420145,2.771515,0.8636055,3.637085,421.5745,3.17627,1.61835,1.16943,0.968716,0.323694,320.124625,57.610265,304.197725,315.72185,-0.6735,86.375
2,10.75,-0.320121,155.7425,24.2544,0.148608,2.9372,0.8115355,4.016215,420.35875,3.21222,1.57461,1.257375,0.90382,0.345292,366.226775,72.6240025,307.423575,317.75315,-0.444,84.75
2,11.25,-0.3067015,167.809,30.9306,0.48538325,2.809315,0.796969,4.09781,419.92525,3.44063,1.53836,1.28255,0.951804,0.385992,495.456875,89.7494175,306.7654,319.4023,-0.152,83.825
2,11.75,-0.3252995,198.434,29.187075,-0.09975,3.04003,0.9222005,4.51209,418.61975,3.5107075,1.64424,1.252875,0.987193,0.393009,539.928175,96.5688525,305.7875,320.5556,0.33325,82.675
2,12.25,-0.3822705,191.2275,32.8328,-0.1061195,3.011095,0.866134,5.0116,417.81025,3.40922,1.67196,1.289425,0.955638,0.4097765,540.054075,101.48405,305.948725,322.133,0.48075,81.825
2,12.75,-0.331283,182.6385,29.3458,-0.08535,3.09379,0.924219,5.03085,417.078,3.59161,1.70739,1.34169,1.0260825,0.3964725,568.653575,110.484475,307.43415,322.726575,0.59375,81.05
2,13.25,-0.35332,191.213,30.2085,-0.134893,3.027435,0.897354,5.07708,417.01425,3.59966,1.730695,1.30843,1.02539,0.3920865,626.02575,110.15015,307.304325,322.828025,0.64125,81.225
2,13.75,-0.373919,200.8655,35.11385,0.5130795,3.03781,0.8990555,5.078195,416.7605,3.6618,1.75619,1.31275,0.997095,0.43312125,571.141475,103.222325,306.362475,323.287875,0.664,80.675
2,14.25,-0.342683,175.9,29.086075,0.603671,3.144125,0.9396625,5.19513,416.618,3.5758175,1.80882,1.32545,1.002962,0.3643605,509.293575,90.08434,306.52525,324.308225,0.855,81.35
2,14.75,-0.277212,146.8385,29.27235,0.59019275,3.16049,0.9405135,5.2919,416.58725,3.2803,1.722885,1.316845,0.953988,0.3691155,474.085025,79.4679625,305.721425,324.31755,0.98025,83.075
2,15.25,-0.24294425,135.8755,21.0938,0.7645575,2.8913975,0.869298,5.52033,417.0935,3.23563,1.637075,1.2571725,0.97997525,0.297568,436.760575,70.99185,307.2644,323.823775,1.11,80.6
2,15.75,-0.25207925,115.71875,21.22515,0.702472,2.77176,0.88075075,5.5775375,416.822,3.1661475,1.628845,1.2353175,0.970166,0.26327725,356.119175,63.308745,305.376025,323.3717,1.3025,82.875
2,16.25,-0.24959675,83.68545,17.93255,1.403105,2.6128625,0.82595325,5.54046,416.97975,3.2387975,1.5583575,1.1672075,0.923205,0.2229795,275.84985,48.9264225,305.859025,323.30645,1.36025,85.85
2,16.75,-0.21668975,50.934725,14.2406,1.25683,2.67866,0.8102735,5.26831,417.211,3.2328725,1.4237925,1.01198,0.85391325,0.180605,166.799,35.369775,305.045525,322.80445,1.27425,87.825
2,17.25,-0.15791325,17.251175,15.677875,1.34067,2.6149725,0.77768225,5.032685,417.3,3.49172,1.471165,0.99702525,0.80489175,0.15507475,113.001475,21.8277825,306.475325,321.837875,1.15125,86.875
2,17.75,-0.131758,3.61782,10.9507,2.01404,2.352765,0.672222,4.62254,417.11,3.23081,1.32414,0.8888935,0.7192095,0.166409,48.52409,11.931665,306.6921,320.693575,0.9705,87.475
2,18.25,-0.090875,0.35162625,7.707805,2.21817,2.23444,0.65739875,4.9242125,416.783,3.2803175,1.2516525,0.895695,0.741219,0.152876,9.365171,3.63709125,305.601325,319.3935,0.72975,88.3
2,18.75,-0.094375,-2.10565625,7.306285,2.09176,2.07819,0.6093245,3.9944475,417.55525,3.392895,1.1659775,0.8785825,0.661313,0.15861225,-0.40473215,1.6420315,304.848225,318.8002,0.659,90.55
2,19.25,-0.093,-2.06333,7.8195675,2.4113475,2.139165,0.5939335,3.79779,417.16875,3.316645,1.218805,0.864149,0.721302,0.179465,-0.42452385,1.52057875,304.674375,318.761475,0.6885,90.625
2,19.75,-0.079325,-3.00674,6.71933,1.81059,2.12893,0.58062325,4.1309275,418.292,3.34425,1.1672725,0.8685985,0.658406,0.17942,-0.4246778,1.44853025,306.23055,318.489325,0.56625,91.875
2,20.25,-0.0651,-4.287745,7.408295,2.1479875,2.06132,0.6118325,4.132145,419.537,3.31158,1.21495,0.876845,0.67523,0.166248,-0.399229975,1.46251525,306.76355,317.88205,0.361,91.425
2,20.75,-0.0654,-2.33869,7.24928,2.0360275,1.952665,0.535483,3.950445,419.536,3.3424,1.140765,0.834264,0.6341755,0.1741235,-0.438143975,1.32283275,307.85955,317.242725,0.32125,91.25
2,21.25,-0.06245,-3.35862,6.90756,2.0066775,2.068515,0.570357,3.98284,419.85625,3.5164475,1.13592,0.841746,0.6429195,0.1576465,-0.428833775,1.648092,307.39455,316.393725,0.051,92.35
2,21.75,-0.0602,-1.971845,5.5901325,1.791165,2.23265,0.588136,3.72614,420.81,3.66425,1.15821,0.843771,0.679958,0.153421,-0.4749745,1.53807325,300.707825,316.3243,-0.35175,93.2
2,22.25,-0.06495,-2.505005,7.0593825,2.29019,2.25578,0.665327,3.715825,420.901,3.44033,1.33337,0.9486335,0.7793195,0.1725945,-0.49505705,1.46052875,303.816825,315.772625,-0.49125,93.85
2,22.75,-0.0431,-1.798955,8.015835,2.145955,2.089255,0.61482075,3.69218,420.21725,3.40914,1.182955,0.8455535,0.70076675,0.192238,-0.533941775,1.49434975,304.6492,315.71775,-0.57075,92.8
2,23.25,-0.0649,-3.02804,6.425295,2.2322875,2.13405,0.650499,3.603065,420.31725,3.43575,1.292585,0.859098,0.6826715,0.1503405,-0.427409475,1.474227,302.1867,316.07165,-0.53725,93.625
2,23.75,-0.0409,-3.367245,13.5807,1.871375,2.154065,0.6503745,3.549755,421.993,3.20996,1.269335,0.841668,0.713593,0.174863,-0.311515775,1.50896725,302.258425,316.32555,-0.4985,92.375
3,0.25,-0.0235,-1.7052,7.648915,2.37703,2.081425,0.555581,7.43221,420.386,4.6098925,1.0997425,0.88910075,0.662463,0.265107,-0.779281425,2.5758255,325.598825,334.627225,4.74525,93.5
3,0.75,-0.015425,-3.08086,9.63414,3.06958,2.007155,0.595935,8.31214,420.75225,4.6350775,1.12521,0.91475375,0.66307325,0.2137625,-0.590340025,2.2623355,325.42395,335.033625,4.37175,92.175
3,1.25,-0.01375,-1.67375,8.7943975,3.17842,2.0745175,0.562042,8.26012,421.327,4.90916,1.0890225,0.7821725,0.66571475,0.23682175,-0.474872225,2.2854775,326.6945,334.8447,4.07525,91.025
3,1.75,-0.013825,-1.5049775,13.5145,3.1107225,1.96932,0.54082075,7.45264,422.0565,5.19444,0.9709265,0.75639125,0.63586825,0.2196655,-0.52745395,2.188936,328.675525,335.12245,3.87925,91.775
3,2.25,-0.02285,-1.7531875,10.422165,2.56942,1.984375,0.5443195,7.8383525,422.43975,5.086055,1.0141975,0.87403625,0.65449575,0.252277,-0.6741994,2.0354575,325.274275,334.536375,3.82975,91.175
3,2.75,-0.01845,-1.319625,14.775825,2.53252,2.152035,0.5770225,6.51227,421.271,5.10013,1.080635,0.8938725,0.6517485,0.256018,-0.654585775,2.17009375,324.555475,334.346825,3.81325,91.4
3,3.25,-0.021025,-1.6106,12.1456,4.373685,1.96997,0.580454,6.01006,421.908,4.37438,1.13263,0.852986,0.63341825,0.23112825,-0.53893305,2.2482195,328.55885,334.182425,3.87925,92.975
3,3.75,-0.0236,-1.68323,8.827945,4.356675,1.7678,0.596862,6.324,422.396,4.794945,1.0789,0.770747,0.606932,0.2755045,-0.533356275,2.29850725,328.144775,333.454425,3.5795,91.875
3,4.25,-0.0247,-4.506515,12.4502,4.087995,1.8825,0.57006,7.16465,421.978,5.2066,1.106465,0.802298,0.6446375,0.264924,-0.5689396,2.09873075,325.3038,331.124625,3.24725,91.575
3,4.75,-0.018275,-2.04879,8.1575675,2.722805,1.799135,0.584156,7.03399,425.7615,5.31189,1.083545,0.8241615,0.62987,0.24615,-0.714893475,2.155795,321.521125,330.081575,2.996,92.825
3,5.25,-0.01265,-2.798035,14.36955,3.878805,2.08821,0.5516185,7.01934,425.16625,4.558815,1.01999,0.856271,0.6626795,0.25521,-0.597398275,2.157035,324.092975,330.394475,2.812,94.3
3,5.75,-0.0197,-2.82551,7.42187,3.08164,2.126215,0.5956975,6.85512,426.632,4.8688075,1.178435,0.8707665,0.680447,0.26634775,-0.421458025,2.060184,319.913525,330.1326,2.8265,94.6
3,6.25,-0.0205,-3.987655,16.80605,3.2643575,2.06653,0.6405165,6.799445,430.755,4.89054,1.227035,0.8715235,0.704396,0.2496875,-0.561100125,1.92194925,319.410025,330.028725,2.9025,94.475
3,6.75,-0.03315,-3.782545,20.8596,3.10809,2.12988,0.650259,6.42243,426.783,5.19495,1.209825,0.889121,0.722847,0.25436675,1.29146525,2.23487025,320.688075,330.071275,2.68,93.35
3,7.25,-0.0413,1.422925,19.40175,3.268265,2.24654,0.58193,6.081215,428.857,4.899715,1.19019,0.862787,0.659859,0.2782285,21.4237275,4.0601405,319.964475,329.321325,2.524,93.9
3,7.75,-0.0918,14.03645,27.9468,2.8146,2.46852,0.68123,6.31552,429.392,4.42456,1.28469,1.001899,0.7685235,0.2756775,107.870525,9.73252325,318.6716,328.64705,2.49075,95.05
3,8.25,-0.1296045,38.855075,20.77555,1.68457,2.55164,0.66908325,6.79098,428.80825,4.570885,1.374515,1.00763,0.7649345,0.3343685,213.3203,18.39174,317.515625,329.20145,2.56725,93.35
3,8.75,-0.18731475,70.5444,36.499,1.97737,2.7114475,0.7796195,7.45209,424.2275,5.006815,1.5199575,1.0946625,0.874031,0.330732,299.138125,27.16692,318.803225,331.44625,2.6865,90.775
3,9.25,-0.257329,89.70925,37.4725,1.0036365,2.702755,0.8692855,7.800345,421.333,4.99307,1.68723,1.160785,0.951672,0.3824255,425.378625,36.22067,319.077475,334.560925,2.9505,90.65
3,9.75,-0.330442,149.5435,35.748,0.1372635,2.80365,0.8632815,8.18903,421.1995,5.0163125,1.643075,1.22322,0.957139,0.399392,492.821425,47.04647,322.62565,339.22965,3.36725,88.325
3,10.25,-0.35085875,180.93075,51.885375,0.31109775,2.789955,0.91278575,8.47816,421.188,5.032365,1.7135225,1.29246,1.0315375,0.44961,539.052675,53.738325,323.45535,339.5435,3.53425,85.75
3,10.75,-0.357339,201.59025,35.72,0.3323315,2.96433,0.9476365,8.9058875,420.498,5.03696,1.8419,1.41786,1.0784125,0.4324745,634.4557,60.80068,321.703175,344.812,3.94575,83.325
3,11.25,-0.43515775,256.54575,51.4536,-0.6056725,2.9387425,0.958496,9.1096875,419.12525,4.9298275,1.8071875,1.4133225,1.04345,0.514621,671.7713,69.1186325,322.6316,350.9247,4.4835,82.775
3,11.75,-0.4417895,297.895,51.2272,-1.121395,3.01876,1.0262725,10.289475,420.10775,4.92183,1.9697675,1.489735,1.1072325,0.4744865,745.618275,78.7327075,320.424,354.512925,5.02475,79.5025
3,12.25,-0.36698375,257.25475,54.2241,-0.89333975,3.059835,0.99652475,11.087925,419.1,4.94623,1.96127,1.500715,1.105115,0.505822,735.5897,82.81508,321.484825,358.931525,5.8375,78.31
3,12.75,-0.453185,294.50225,53.024225,-0.741343,3.0362475,1.0088655,11.606725,419.1495,4.6335275,1.851495,1.54277,1.15644,0.5182145,727.792075,82.36628,319.926375,361.067925,6.4155,76.555
3,13.25,-0.3436235,288.21825,49.735475,-0.2035645,3.2022575,1.0358075,12.124,419.4395,4.92307,1.8876425,1.549525,1.1613225,0.500312,730.6689,83.635715,319.7183,364.5355,6.9475,75.485
3,13.75,-0.3632895,271.096,61.061525,-0.07805,2.898415,1.03195,12.448025,420.1335,4.87883,1.92575,1.522705,1.1312125,0.52919725,723.461375,79.73931,322.42035,365.59005,7.3985,73.73
3,14.25,-0.36600425,277.8985,53.2021,0.66136,2.9616425,0.95089275,12.26965,419.66475,5.27831,1.842625,1.4974275,1.10592,0.511068,676.129625,76.7283575,321.80925,366.23345,7.804,73.675
3,14.75,-0.28307625,250.62925,53.740725,0.55155875,2.968785,0.95061275,12.12655,418.9325,5.375955,1.87373,1.47338,1.120205,0.5006855,633.508325,70.3943925,320.4091,366.4151,7.9835,75.12
3,15.25,-0.31978,215.0745,47.1895,0.01790475,2.878805,0.9653095,12.29415,418.8305,5.32157,1.78823,1.37918,1.024455,0.41089475,560.834975,63.1913725,322.357275,364.699075,8.1175,75.84
3,15.75,-0.326903,198.68575,50.679775,0.551682,2.799725,0.953882,12.440575,418.979,5.2325125,1.73282,1.31084,1.03599,0.37687525,429.871125,50.60495,323.5339,363.691075,8.17775,74.34
3,16.25,-0.3363325,161.844,38.0249,0.80012675,2.81059,0.9837705,12.6827,419.1275,5.616985,1.7175125,1.302945,1.05705,0.323864,374.25205,45.6072125,325.290775,360.131625,8.19625,74.3
3,16.75,-0.311147,101.252775,36.0845,1.24126,2.75338,0.9230725,12.2621,418.612,5.5452025,1.75102,1.27606,0.979597,0.269785,274.83155,35.4336,324.38775,356.304675,8.3975,74.8875
