DOY2,HR2,USTAR,TA,WS,FC,H,LE,G,RH,PA,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT
1,14.75,0.445,15.475,3.8425,0.432,102.5,68,33,79.85,101.7,7.4825,175.25,646.75,409.25,101.5,100,337.25,392
1,15.25,0.431,15.55,3.6875,0.387,67.75,51.75,26.25,80.825,101.7,7.48,110.25,492,312,83,80.25,338.5,388
1,15.75,0.421,15.225,3.6025,0.523,37.75,46.5,21,81.5,101.7,7.395,48.25,359.25,231,63.25,64,337.25,379.25
1,16.25,0.388,14.5,3.33,0.5915,10,33,17.25,81.8,101.7,6.9525,5.25,204.5,136,38,43,331.5,372.25
1,16.75,0.374,13.725,3.0925,0.705,-3,25,11.25,82.925,101.7,6.0425,-10,80.25,52,15.25,16.25,330.25,367.25
1,17.25,0.335,13.7,2.94,0.864,-3,16,3.5,84.85,101.7,5.1125,-13.75,16,5,2,2,331.25,362
1,17.75,0.283,13,2.69,0.9435,-2,15,-1,86.1,101.7,4.3525,-15.75,0,0,0,2,327.5,355.25
1,18.25,0.298,12.45,2.5675,0.96075,-3.5,12,-4,87.25,101.72525,3.65,-15.75,0,0,0,2,331,352.75
1,18.75,0.302,12.05,2.6075,0.773,-2,12,-4.75,90.875,101.72525,3.1675,-17,0,0,0,2,330.25,351.75
1,19.25,0.31475,11.9,2.57,0.82975,-2,11,-6,91.9,101.72525,3.005,-16.75,0,0,0,2,325,354
1,19.75,0.303,11.4,2.6425,0.9435,-2,11,-6.75,93.6,101.72525,2.8425,-17,0,0,0,2,327.25,353.5
1,20.25,0.30275,11.4,2.6325,0.88125,-1,9,-6.75,94.35,101.72525,2.7175,-15.75,0,0,0,2,329,356
1,20.75,0.314,11.3,2.9225,0.853,-0.75,13,-6.75,95.85,101.801,2.885,-14.75,0,0,0,2,331.5,352.5
1,21.25,0.3275,10.925,2.87,1.25,0,13,-6.75,96.075,101.801,2.43,-15.75,0,0,0,2,327.75,352
1,21.75,0.3,10.85,2.7675,1.069,-1,11,-6.75,97.225,101.801,2.3325,-16.25,0,0,0,2,324.25,351.25
1,22.25,0.3205,10.55,2.775,1.069,0,11.25,-6.75,97.9,101.801,2.455,-18.5,0,0,0,2,320.75,350.25
1,22.75,0.31275,10.525,2.6275,0.9665,-1.25,11,-6.5,98.4,101.801,2.5025,-16.75,0,0,0,2,330.25,350.25
1,23.25,0.331,10.15,2.6975,1.205,-2,17,-6.75,97.9,101.801,2.6075,-15,0,0,0,2,330,351
1,23.75,0.307,10,2.745,1.046,-1,14.5,-6.75,97.9,101.801,2.6425,-12,0,0,0,2,330,349.25
2,0.25,0.30125,8.275,2.6225,1.1255,0,8.5,-3.75,100,101.5,1.4425,-7,0,0,0,2,329,346.5
2,0.75,0.291,8.05,2.5925,1.023,0,12,-5,100,101.5,1.445,-6.75,0,0,0,2,330.5,344.25
2,1.25,0.3415,7.575,2.7525,1.091,0,13,-6,100,101.5,1.4775,-6,0,0,0,2,330,344
2,1.75,0.3395,7.55,2.7675,1.0575,-1,12,-7,100,101.5,1.4325,-5,0,0,0,2,329.25,343.25
2,2.25,0.3175,7.5,2.6175,1.222,-0.75,9,-7,100,101.5,1.2875,-6,0,0,0,2,329.25,342
2,2.75,0.332,7.15,2.69,1.023,0,8.25,-7,100,101.5,1.28,-5,0,0,0,2,327.5,341.25
2,3.25,0.34475,7.125,2.68,1.023,-1,8.75,-9.75,100,101.5,1.1325,-6,0,0,0,2,327,340
2,3.75,0.33325,6.775,2.5575,0.978,0,8,-10,100,101.5,1.06,-6,0,0,0,2,329,338
2,4.25,0.30575,6.95,2.57,1.069,-1,6,-10,100,101.5,0.885,-5,0,0,0,2,327.5,338
2,4.75,0.3205,6.85,2.58,1.182,0,6,-10,100,101.5,0.815,-6,0,0,0,2,324.75,337.25
2,5.25,0.29225,7.125,2.4825,1.2105,0,8,-10,100,101.601,0.92,-5.75,0,0,0,2,322.75,339
2,5.75,0.304,7.2,2.54,1.341,-1,8,-10.75,100,101.601,0.8625,-4.75,0,0,0,2,326.25,337.75
2,6.25,0.3,7.425,2.5725,1.06325,-1,11,-10,100,101.601,0.8925,-5,0,0,0,2,327.25,340
2,6.75,0.32075,7.575,2.63,0.91,0,12,-9,100,101.62575,0.925,-2.75,10,5,2,4,326.5,341
2,7.25,0.2895,7.725,2.6175,0.92125,2,14.75,-7,100,101.7,1.195,8,64,49.25,12,25.25,327.25,343
2,7.75,0.259,7.925,2.59,0.96075,12,31.25,-6,100,101.7,1.475,35,195.25,124.5,36,48,327.5,347.25
2,8.25,0.336,8.2,2.88,0.233,25,56,-2.75,99.9,101.801,1.8775,74.25,356.25,226,50.5,63.5,325,351.25
2,8.75,0.376,9.125,3.07,0.02275,50,76.5,5,98.85,101.801,2.4925,143,520.5,327.75,71.25,80.5,326.25,360
2,9.25,0.4065,9.2,3.3725,-0.499,75,85.5,14,97.2,101.801,3.3975,209.25,668,424.25,89.25,97,328,367
2,9.75,0.425,10.3,3.405,-0.3685,109,90,24.5,93.9,101.801,3.89,254.5,790,508,103,112,328.5,375
2,10.25,0.432,11.2,3.535,-0.5565,135,91,35,92.15,101.801,4.475,296,877,555,112.5,121.5,331,379.5
2,10.75,0.427,12.05,3.5,-0.6245,148.75,109.5,45,92.15,101.801,5.495,349.5,1006,616.5,123,128.5,332.5,388
2,11.25,0.4475,12.45,3.5,-0.681,158,113.75,54.5,90.875,101.801,6.07,377.5,1094,675,130.25,140.25,333,394.25
2,11.75,0.44225,12.85,3.6025,-0.4145,169,112,61.25,90.725,101.7,7.045,394.5,1146.25,711.25,136.5,146.25,334.5,401
2,12.25,0.448,13.5,3.755,-0.499,186,126.75,70.25,90.95,101.7,7.3525,387.25,1102,707.75,140.25,145.25,337,404.25
2,12.75,0.452,13.825,3.69,-0.681,178.25,123.25,73.5,90.225,101.601,8.22,377.25,1101.5,694.5,140,140,336.25,401.5
2,13.25,0.44775,14.425,3.78,-0.727,166,112.5,71.25,89.625,101.601,8.2775,363.5,1054.5,668,139.75,141,334.5,402.75
2,13.75,0.4305,14.9,3.525,-0.5565,146,108.5,62.25,88.725,101.52525,8.54,329,986.75,619,131,132,339.5,403.25
2,14.25,0.422,14.825,3.5475,-0.42,131.5,99.5,56,90.1,101.5,8.4625,286.25,888.25,548.25,120,116.75,339.25,399.25
2,14.75,0.409,15,3.63,-0.01125,116,85,49.25,91.925,101.5,8.775,236.75,774.75,481.25,112.25,108.25,341,393.5
2,15.25,0.371,14.9,3.41,5e-04,91.5,67,36.25,91.8,101.5,8.795,165.5,606.75,390.75,96,93,337,387.5
2,15.75,0.39525,14.9,3.4425,-0.119,58.75,61,28,91.4,101.5,8.62,105.5,488.75,296.5,75.25,75,336.25,383.25
2,16.25,0.36925,14.25,3.1925,0.182,33,47,22,90.525,101.5,8.0225,50.25,343,220.75,56,59,332.25,377.25
2,16.75,0.33175,14.1,2.9625,0.39275,8,36,16,92.475,101.5,7.54,10,186.75,118.5,30,33,334.25,369
2,17.25,0.2905,13.6,2.6725,0.69925,-1,22.5,10,94.475,101.5,6.8775,-1,64,38,11,11.5,332,363
2,17.75,0.261,12.55,2.5925,0.7445,-2,16,4,95.8,101.5,6.21,-5,8.25,3.75,1,2,335,357.25
2,18.25,0.24225,11.825,2.4825,0.921,-1.5,12.5,1.25,95.85,101.425,5.2125,-6.75,0,0,0,1,335,355.25
2,18.75,0.25,11.375,2.4575,1.1825,-2,14,-1.75,95.675,101.5,4.0875,-6,0,0,0,1,335.25,352.25
2,19.25,0.2875,10.625,2.49,1.30175,-1,12.5,-3,96.2,101.5,3.485,-6.75,0,0,0,2,335.25,350.5
2,19.75,0.28575,9.9,2.62,1.1485,-1,11,-4,97.95,101.5,3.0775,-6,0,0,0,2,334,349.25
2,20.25,0.297,9.525,2.44,0.92125,-1,9,-3.75,98.575,101.5,2.6725,-5,0,0,0,2,334,347.25
2,20.75,0.2985,9.375,2.5675,1.12,-1,14,-4,99,101.5,2.17,-5.75,0,0,0,2,332,347.25
2,21.25,0.3065,9.25,2.6125,1.07975,-0.75,14.5,-3.75,98.725,101.5,1.9525,-6.75,0,0,0,2,329.25,346.25
2,21.75,0.257,9.025,2.5275,1,-1,12.75,-4.75,99.6,101.5,1.77,-6,0,0,0,2,329.25,346
2,22.25,0.25175,8.65,2.36,0.887,-0.75,13,-5,99.725,101.601,1.8025,-6,0,0,0,2,329,346.25
2,22.75,0.28075,8.5,2.58,1.09675,-1,8,-4.75,100,101.52525,1.6675,-7,0,0,0,2,329.25,347.25
2,23.25,0.312,8.425,2.6175,1.114,0,11.25,-5,100,101.5,1.59,-7,0,0,0,2,330,347.25
2,23.75,0.3095,8.475,2.6775,1.0745,-1,8,-4.75,100,101.5,1.5875,-5,0,0,0,2,329.25,348
3,0.25,0.354,13.875,2.9375,2.262,-2,13.5,-2.75,97.975,101.301,4.7025,-19,0,0,0,2,335.25,369.25
3,0.75,0.34525,13.9,2.925,1.864,-2.25,18,-4.5,98.1,101.301,4.6825,-19,0,0,0,2,342.25,371.25
3,1.25,0.33875,13.825,2.835,2.5,-1,15,-5.5,98.275,101.32575,4.5275,-17,0,0,0,2,343.25,370.25
3,1.75,0.337,13.75,2.8975,2.34175,-2,14.75,-6,98.475,101.4,4.1525,-17,0,0,0,2,341.25,370
3,2.25,0.339,13.925,2.8825,1.85825,-2,14,-5,99.75,101.301,3.6725,-14,0,0,0,2,344,370
3,2.75,0.347,13.625,2.99,2.0115,-2,15,-6.75,99.9,101.301,3.5525,-13,0,0,0,2,342.25,368.25
3,3.25,0.314,13.15,2.4425,1.88675,-4,14,-5,100,101.301,3.2225,-12,0,0,0,2,342.75,366
3,3.75,0.3155,13.2,2.39,1.91,-3,11,-5.75,100,101.301,2.85,-11,0,0,0,2,346.25,365
3,4.25,0.333,13.225,2.46,1.796,-2.75,12,-6.5,100,101.32575,2.8825,-12.75,0,0,0,2,348,362.25
3,4.75,0.297,12.925,2.4275,1.7275,-2,12.5,-7,99.925,101.4,2.7325,-10,0,0,0,2,346.5,363.25
3,5.25,0.29175,12.35,2.3525,2.069,-3.5,12,-6.75,99.925,101.4,2.5275,-10,0,0,0,2,346.75,362
3,5.75,0.269,12.025,2.3525,1.74475,-3,20.5,-6.75,100,101.4,2.2825,-8,1,0,0,2,350.25,363.5
3,6.25,0.29,11.975,2.5,1.40425,-2,9,-7,100,101.425,2.1825,-5,19,11,3,5,345.25,365
3,6.75,0.28675,12.225,2.4825,1.478,2,18,-6,99.825,101.5,2.09,7.25,101,63.5,17,28.75,347,367
3,7.25,0.26925,12.6,2.6775,1.35875,9.5,29.5,-3.5,98.5,101.5,2.32,46,251,159.5,36,51,346.25,369.75
3,7.75,0.31,12.825,3.1425,0.273,37,59,3,94.725,101.52525,3.2325,92.25,457.25,262.5,58,73.25,345.5,375.25
3,8.25,0.3475,13.7,3.3275,-0.1415,68.25,84,9,92.3,101.601,4.4075,169,622.75,377.5,80.5,94,344.5,382.25
3,8.75,0.37575,15,3.6175,-0.159,98,96,17,89.95,101.601,5.67,243.75,789.25,494.75,106.25,113.25,349.25,395
3,9.25,0.411,15.8,3.725,-1.181,139.75,107,32.25,86.575,101.601,6.99,323.25,949.25,586.25,120.25,130.25,352.5,405.25
3,9.75,0.43625,16.55,3.95,-0.897,168.25,115,50.5,83.7,101.601,8.55,384.5,1099.75,684,135.75,144.25,353.5,417
3,10.25,0.4355,17.275,3.885,-1.113,190,130.25,68.25,80.5,101.5,9.5525,437.5,1249,758,149.25,156,350.75,424.5
3,10.75,0.4415,18.45,3.9075,-1.062,194.75,131.75,80,77.45,101.5,10.175,467,1287,797.25,160.25,163.5,350,432.25
3,11.25,0.43925,19.4,3.87,-1.17025,207,141.25,88,75.875,101.5,11.3475,496,1350.5,830.25,167.25,172,353.5,441.25
3,11.75,0.46975,20.225,3.9725,-0.818,212.25,141.75,99,72.9,101.5,11.825,514.25,1401,856.75,174.25,172,354.25,447
3,12.25,0.461,20.825,3.9375,-0.49375,209.25,156,104.25,70.65,101.4,12.725,515,1426.5,860.25,172,175.25,352.75,450.25
3,12.75,0.44275,20.525,3.9225,-0.727,203,149.5,104,70.975,101.4,13.3175,502.25,1390.5,846.25,177,170.75,352.5,452.25
3,13.25,0.449,20.825,3.9,-0.59,202,140.5,93,70.475,101.301,13.28,479,1345.25,817,174,168,354,450.5
3,13.75,0.4445,20.875,3.75,-0.431,184,130,88.75,69.525,101.301,13.7175,442,1267,767.75,162.5,160.5,351.25,446.25
3,14.25,0.45175,20.925,3.71,-0.295,167.25,127.75,78.25,69.1,101.22525,14.1925,396.25,1171.5,705.25,155,150,356.75,443
3,14.75,0.45375,20.95,3.785,-0.2605,148,116.5,61.5,68.275,101.2,14.455,343,1038.5,631.75,137.75,137,355.25,434.75
3,15.25,0.435,21.025,3.685,-0.079,116,100.25,53,68.125,101.2,14.425,271.5,879.25,530,118.5,117,354.25,430
3,15.75,0.438,21,3.59,0.341,88.5,82.25,41.5,67.475,101.2,14.4725,199.25,706.5,436.75,98,99.25,347.5,422.5
3,16.25,0.415,20.575,3.525,0.2165,59,67,33.25,67.225,101.2,14.3125,122.5,538.75,330.25,76.25,79,349.25,414.25
3,16.75,0.397,20,3.4325,0.529,24.75,59,24.25,67.875,101.2,13.37,52,364.5,221.5,55,59,343,405.75
3,17.25,0.347,19.625,3.1625,0.91,0,37,16.25,70.1,101.2,12.6325,-1.75,184.25,114,29,36.25,341.5,396
3,17.75,0.32,18.825,2.7325,1.54025,-6,26,11.25,72.35,101.2,11.535,-21.75,63.25,36,10,13.25,343.25,389
3,18.25,0.24575,17.45,2.1225,1.63125,-5,15,7,75.75,101.2,9.7575,-33.25,6.5,3,1,2,339,382.25
3,18.75,0.231,16.725,1.7625,1.43225,-3,8,2.25,80.25,101.2,7.775,-28.75,0,0,0,2,339.25,378.25
3,19.25,0.23975,16.20075,1.9125,1.91,-2.75,7.75,0,85.225,101.2,7.0375,-27.5,0,0.25,0,2,341.25,375
3,19.75,0.2755,15.825,2.0925,1.8525,-1,11.25,-1,88.625,101.22525,6.205,-31,0,0,0,2,340,373.25
3,20.25,0.293,15.275,2.35,1.93825,-1,15,-1.75,88.525,101.22525,6.0775,-25,0,0,0,2,339,373
3,20.75,0.31725,14.925,2.295,1.88125,-1,12,-3.75,90.4,101.22525,5.7075,-25.75,0,0,0,2,337.25,372
3,21.25,0.31125,14.725,2.2775,1.7335,-1,13,-3.75,93.525,101.22525,5.66,-26.75,0,0,0,2,337.25,371.25
3,21.75,0.321,14.075,2.46,1.728,-2.5,11,-3,93.55,101.301,5.4725,-25.75,0,0,0,2,339.25,371
3,22.25,0.324,13.925,2.665,2.523,-3,13,-3.75,95.2,101.301,5.31,-28.5,0,1,0,2,338,370
3,22.75,0.311,14.5,2.6925,2.182,-2,13.5,-5,96.875,101.301,5.3025,-23.25,0,1,0,2,340.5,371
3,23.25,0.326,13.975,2.73,2.01725,-2,13.75,-5.75,97.725,101.301,4.8725,-22,0,0,0,2,342.5,371
3,23.75,0.3385,13.8,2.685,2.165,-1,13,-6.25,97.65,101.301,4.7975,-19.75,0,0,0,2,336,369.25
4,0.25,0.3095,19.4,2,3.88725,-1,12,-5,99.9,100.9,4.75,-26,0,0,0,2,359,396
4,0.75,0.284,18.7,1.86,3.8075,0,9.25,-8,100,100.9,4.45,-24,0,0,0,2,360,393
4,1.25,0.268,18.1,1.8,3.841,-1,8,-8,100,100.9,3.78,-23,0,0,0,2,361,392
4,1.75,0.296,18.7,1.84,3.932,0,10,-8,100,100.9,3.69,-20,0,0,0,2,358,389
4,2.25,0.263,18.175,1.76,4.48875,-1,7,-8,100,100.9,3.3475,-18.75,0,0,0,2,362,389
4,2.75,0.241,18.025,1.84,3.90425,-1,4.75,-9.75,100,100.9,2.865,-18.75,0,0,0,3,361.25,388
4,3.25,0.2655,17.5,1.79,3.8755,-1,5.25,-9,100,100.9,3.06,-15,0,0,0,2,366,387
4,3.75,0.261,17.5,1.81,3.796,0,7.5,-10,100,100.9,2.365,-16.5,0,0,0,2,367.25,388
4,4.25,0.2625,17.25,1.8225,3.82975,-2,8.5,-10,100,100.9,2.2525,-14,0,0,0,2,365.25,385.75
4,4.75,0.273,17.3,1.855,3.779,-1,8.5,-10.75,100,100.925,2.335,-13.5,0,0,0,2,361.75,384
4,5.25,0.25275,17.125,1.89,3.546,-2,6,-10,100,101,2.51,-13,7,3,1,3,365,384.5
4,5.75,0.234,17.125,1.8925,3.80725,-2,10.25,-9.75,100,101,2.05,-0.75,55.5,32.5,5.25,13,366.5,387
4,6.25,0.252,17.525,2,3.114,2.5,17.5,-5,100,101.101,2.0925,26,166,100,18,37.25,364.25,393
4,6.75,0.27825,18.35,2.205,1.8355,12,49,-0.5,98.45,101.101,2.66,78,340,201.5,35,62,361.5,401.5
4,7.25,0.302,19.35,2.48,1.046,33,78,6,96.6,101.101,3.815,129,483,306,48,78.5,375,408
4,7.75,0.346,19.85,2.715,-0.977,51.5,104,11,92,101.101,5.005,208,649.5,418.5,64.5,98,371,416
4,8.25,0.3595,20.5,2.92,-2.5445,80,135.5,19.5,89.65,101.101,5.955,292,853.5,531,80,117,374.5,422.5
4,8.75,0.39725,20.9,3.05,-3.6135,106,149,35,85.75,101.1505,7.4,361,1042.5,635.5,91.5,135,372.5,433.5
4,9.25,0.438,21.5,3.12,-4.35725,128.5,168,54.5,82.5,101.101,8.365,431,1191,725,103,150,371,442
4,9.75,0.437,22.45,3.38,-5.3975,138.25,187.5,67,79.95,101.101,9.675,490,1320,797,114.5,162,375,450.5
4,10.25,0.438,23,3.435,-5.2835,142,212.25,80,77.65,101.101,10.945,540.5,1428.5,862,123.5,169.5,374,458
4,10.75,0.4625,23.45,3.48,-5.738,160.25,239,91,74.45,101.101,12.205,578.5,1536,915,130.5,181,373,469.5
4,11.25,0.459,24,3.525,-5.74375,157.75,252,109.5,74.3,101.101,12.905,599.5,1571,937,137,184,370,473.5
4,11.75,0.434,24.45,3.505,-5.2835,166,267,110.5,74.3,101,14.42,613,1596,955.5,139,186,373,480
4,12.25,0.4705,24.6,3.465,-5.18675,165.5,272,113.5,72.4,101,15.735,609,1606,954.5,147.5,187.5,372,477.5
4,12.75,0.466,24.8,3.49,-5.11275,156,273.5,111.5,69.45,100.95,16.64,600.5,1583,948,146,186.5,370.5,477
4,13.25,0.4305,25.4,3.61,-5.09,156,266.5,105.5,65.9,100.9,17.51,573.5,1549,911,140.5,180.5,375,478.5
4,13.75,0.4335,25.75,3.735,-5.704,144.5,253.5,103,67.55,100.9,17.865,535.5,1456,866,137.5,172,380,475.5
4,14.25,0.444,26.25,3.35,-4.9765,132,257,97,64.75,100.9,17.9975,489.5,1338,797.5,125.5,161.5,373.5,471
4,14.75,0.4355,26.75,3.37,-3.897,107.5,235.5,73.5,64.25,100.8505,18.645,426,1209,718,112,149.5,372,466
4,15.25,0.4155,27.025,3.3025,-3.835,96,205,64,61.775,100.9,19.015,359.5,1060.75,627.5,101.25,134,368.25,459
4,15.75,0.379,27,3.2575,-3.47125,74,176.5,53,61.15,100.801,18.815,287,877.5,526.25,85.5,116.25,368,452
4,16.25,0.4045,26.8,3.1575,-2.3745,51.5,142,39,61.15,100.82575,19.01,206.5,693.75,424,72.5,96,366,444.5
4,16.75,0.359,26.55,2.965,-1.5845,27,112,27.25,63.125,100.82575,18.53,126.75,512,313.75,53,76,368.25,436.25
4,17.25,0.33,26,2.535,0.324,5,84,20,64.475,100.9,17.475,47,330,203.25,34,53.5,369,429
4,17.75,0.28,25.05,2.2275,1.3985,-1,55,12.25,68.7,100.82575,15.295,-4.5,170.75,102.25,18,31,366.25,420
4,18.25,0.24625,23.35,1.7725,2.66,-3,32.5,7,75.025,100.82575,13.1,-30,52,28.5,5,9,361.25,410.25
4,18.75,0.246,22.325,1.735,3.24475,-2,16.5,-0.75,82.65,100.9,10.5625,-45.5,5,1,0.25,1,359.25,405
4,19.25,0.277,20.4,1.4925,3.677,-1,13,-3,88.775,100.9,8.6475,-46.25,0,7,0,1,357.25,397
4,19.75,0.2825,19.775,1.565,3.478,-1,11,-6,92,100.9,7.525,-48.75,0,3.5,0,2,355.25,394.25
4,20.25,0.2555,19.85,1.6025,3.728,-1,7.5,-8,94.65,100.925,7.06,-39.75,0,0,0,2,354,396
4,20.75,0.3,19.5,1.4625,4.15925,-0.5,10,-8.75,96.425,101,6.19,-37,0,0,0,2,353.5,394
4,21.25,0.265,19.5,1.545,4.00625,-1,12.75,-8,96.725,101,5.7475,-36.75,0,0,0,2,350.75,394
4,21.75,0.28775,19.325,1.74,3.955,-1,11.25,-8.75,97.625,101,5.3675,-41,0,0,0,3,350.25,395.25
4,22.25,0.2975,19.5,1.8125,4.205,-1,16,-8.5,97.625,101,4.8525,-36.75,0,0,0,2,348.75,396.25
4,22.75,0.274,19.6,1.91,4.0915,-1,15,-8.5,98.55,101,5.0775,-32.75,0,0,0,2,351,393.25
4,23.25,0.29075,19.4,1.8075,3.91,-1,11.5,-8,99,100.925,4.815,-30,0,0,0,2.25,358.25,396
4,23.75,0.288,19.425,1.7725,3.84125,-1,12,-9,99.725,100.925,4.4175,-27,0,0,0,2,359.25,395
5,0.25,0.264,19.6,1.65,4.546,-1,6,-11,100,101,1.39,-21,0,0,0,2,377,404
5,0.75,0.26525,19.4,1.6,4.7735,-1,7.5,-13,100,101,1.76,-18,0,0,0,2,381,404
5,1.25,0.2805,19.4,1.54,4.1255,0,5,-13,100,100.9,1.48,-18,0,0,0,2,380,404
5,1.75,0.263,19.2,1.55,4.705,-1,6,-14,100,100.9,1.49,-17,0,0,0,2,379,404
5,2.25,0.251,19.2,1.48,4.2845,-1,7,-14,100,100.9,1.09,-18,0,0,0,2,380,403
5,2.75,0.24675,19.1,1.49,4.2445,-1,7,-15,100,100.9,0.99,-15,0,0,0,2,383,403
5,3.25,0.2285,19.1,1.51,4.31275,-1,7,-15,100,101,1.13,-17,0,0,0,2,382,403
5,3.75,0.24775,19.4,1.62,4.4265,-1,3,-14,100,101,1.19,-14,0,0,0,2,386,404
5,4.25,0.245,19.2,1.54,4.614,-1,4.5,-13,100,101,0.75,-15,0,0,0,2,384,404
5,4.75,0.239,19.1,1.47,4.273,-1,3,-14,100,101,0.75,-13,4,1,1,3,385,403
5,5.25,0.248,19.4,1.58,4.35875,0,7,-13,100,101,0.55,-3,43,23,4,11,384,405
5,5.75,0.23,19.75,1.6925,3.591,1.75,14,-9,100,101.02525,0.5625,19.25,156.25,78.25,16,35,388.25,409.25
5,6.25,0.24375,20.425,1.805,3.09175,12.25,40.25,-4,100,101.101,1.3475,67,296.25,163,30,56,390,416
5,6.75,0.27475,21.4,2.1225,0.29,25,68.5,3,99.225,101.101,2.875,114.25,454.25,267.25,45,74,387.25,421.25
5,7.25,0.301,21.95,2.295,-1.66975,45.5,103,11,96.95,101.101,4.3925,185,636.25,375.25,58.25,91,390.25,427
5,7.75,0.3265,22.8,2.4925,-3.8685,73,129.25,23,94.525,101.101,5.7625,265,831,481.75,74,108.25,395.5,437.25
5,8.25,0.387,23.725,2.6625,-5.363,103.5,153,37.25,93.2,101.101,7.4375,344.25,1030.75,582.5,86.25,123.25,393,447.25
5,8.75,0.37775,24.425,2.745,-6.6925,107,175,54,90.6,101.101,8.705,421,1221.25,681,99,136.25,397,457.25
5,9.25,0.37,25.125,2.8825,-7.431,131.5,207,70.25,89.225,101.101,10.06,490,1377.25,766,107.75,147.25,392.5,465.5
5,9.75,0.396,25.7,2.9725,-7.954,140,229,85.75,87.35,101.101,11.3625,543.75,1512.75,836,120.25,156.25,393,474
5,10.25,0.3905,26.325,2.8625,-8.4765,137,239.5,102,85.125,101.101,12.12,588,1614.5,891.25,121.25,160,397.25,480.25
