DOY2,HR2,FC,CO2,SC,H,LE,H2O,SH,SLE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,WS,USTAR,V_SIGMA,W_SIGMA,PA_1_1_1,RH_1_1_1,RH_1_2_1,VPD,TA_1_1_1,TA_1_1_2,TA_1_2_1,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_1_10_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_2_10_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,NEE
1,15.25,0.0501525,386.39,-0.06185,-6.51695,-0.074,1.15235,-3.784625,-0.75652,-2.890275,-4.1377,-3.51395,-6.745675,1.030235,0.09662,0.41311,0.248585,97.64,67.775,74.99675,0.405855,-20.2425,-21.61075,-20.94625,-17.6,-7.512425,-6.7612,-2.5266,-3.148,-2.0921,-1.4588,-0.9954525,-0.57257,-0.71686,-0.436325,-6.3185,-4.99715,-3.820375,-2.722925,-1.809125,0.0660355,-0.54725,-0.5120325,11.69675,9.58845,225.555,224.4075,33.0425,21.405,-0.4717975
1,15.75,-0.0498775,386.41,-0.1224,-11.9665,-0.066295,1.16965,-4.60685,-0.925835,-2.898275,-4.13265,-3.5114,-6.750775,1.54505,0.100625,0.45064,0.27641,97.6545,68.3225,74.69175,0.404635,-20.285,-21.56575,-21.19575,-17.44,-7.45655,-6.657975,-2.499975,-3.142075,-2.0483,-1.463775,-1.0135,-0.5831825,-0.6992525,-0.4400725,-6.317825,-4.982475,-3.764075,-2.72815,-1.832525,0.05492825,-0.5487125,-0.4879625,5.688125,5.0087,223.7975,222.7575,17.55,10.925,0.007243
1,16.25,0.0285795,386.47,-0.165625,-10.534,-0.01864,1.1686,-5.8819,-0.554365,-2.8998,-4.129375,-3.5125,-6.754325,1.73865,0.101555,0.4305975,0.18327,97.667,68.3525,75.159,0.3893,-20.645,-21.5435,-22.21275,-17.32,-7.479925,-6.59255,-2.54105,-3.120325,-2.04245,-1.4794,-1.0455,-0.5764275,-0.6902125,-0.4256825,-6.318625,-4.941675,-3.7812,-2.72795,-1.814375,0.046821,-0.546675,-0.501715,1.71505,1.343775,221.185,221.03,6.415,3.28675,0.0024
1,16.75,-0.010402,386.2,-0.233245,-9.4946,-0.0983,1.1181,-6.14445,-0.83663,-2.897875,-4.127575,-3.51465,-6.75845,1.38025,0.08605,0.415486,0.23385,97.698,68.2825,74.823,0.3696,-20.4575,-22.059,-22.8335,-17.82,-7.400225,-6.612575,-2.51725,-3.115925,-2.023825,-1.4498,-1.01915,-0.5809975,-0.7016775,-0.430395,-6.3159,-4.966625,-3.800575,-2.7125,-1.83495,0.047214,-0.5487825,-0.503895,0.13728,0.152405,219.2125,220.175,0.879,0.51325,-0.06937725
1,17.25,0.024332,385.825,-0.193125,-14.375,-0.3962925,1.019805,-5.76815,-1.115425,-2.89415,-4.1255,-3.5177,-6.791025,1.7196,0.0658,0.4710485,0.2789725,97.718,68.62,74.7535,0.354275,-20.745,-22.22475,-23.607,-18.075,-7.33315,-6.65465,-2.494025,-3.0759,-2.01805,-1.4443,-1.0393,-0.57668,-0.68975,-0.422145,-6.3255,-4.92045,-3.82255,-2.696925,-1.81675,0.0326425,-0.5525375,-0.511215,0,0,217.955,218.77,0.035,0.01475,-0.232175
1,17.75,0.033946,385.13,-0.10996,-15.1,-0.12292,1.0646,-4.3705,-0.99671,-2.889825,-4.121975,-3.520375,-6.794825,1.7456,0.0834,0.372603,0.220907,97.617,68.63,75.10525,0.34578,-21.15,-22.406,-24.1875,-17.9,-7.483675,-6.6438,-2.5301,-3.0939,-2.021525,-1.486725,-1.03575,-0.5731775,-0.7002875,-0.422035,-6.31975,-4.926375,-3.797225,-2.684325,-1.782325,0.018179,-0.567395,-0.5091775,0,0,218.4075,218.335,-0.007,-0.00825,0.02666
1,18.25,0.0334,385.5175,-0.0394,-16.57125,-0.1879825,1.0477,-5.9113,-0.716,-2.886225,-4.118225,-3.514075,-6.786175,1.5704,0.103695,0.431455,0.199744,97.61225,68.67,74.848,0.34085,-21,-22.47925,-24.61925,-18.325,-7.604275,-6.7651,-2.519775,-3.104475,-2.01765,-1.495625,-0.9966925,-0.589715,-0.69861,-0.42,-6.32875,-4.942125,-3.80795,-2.684425,-1.780075,0.016429,-0.5654275,-0.5244325,0,0,219.18,217.69,-0.0135,-0.013,0.16573
1,18.75,0.00173775,385.53,-0.0606,-14.5845,-0.41369,1.0062425,-5.987325,-0.87774,-2.8837,-4.115075,-3.513625,-6.789,1.68115,0.107575,0.415006,0.2203875,97.616,68.725,74.35225,0.3392775,-20.935,-22.579,-24.6615,-18.62,-7.753625,-6.793175,-2.6409,-3.061475,-2.043475,-1.456675,-0.9956925,-0.6043925,-0.691145,-0.4137875,-6.3401,-4.942825,-3.85905,-2.705,-1.798625,0.01517825,-0.57225,-0.51093,0,0,218.1,216.385,-0.01325,-0.00725,0.070359
1,19.25,-0.02745475,385.5975,-0.039925,-14.56875,-0.462265,1.006575,-6.06535,-1.28185,-2.88245,-4.111125,-3.511375,-6.7964,1.984325,0.1017325,0.5191675,0.341318,97.6265,68.6025,74.827,0.33237,-21.1225,-22.481,-24.314,-18.995,-7.847225,-6.93305,-2.6591,-3.049425,-2.09215,-1.436675,-0.992395,-0.62175,-0.703395,-0.4155025,-6.3357,-4.941825,-3.874975,-2.73505,-1.812875,-0.0067145,-0.5825,-0.513105,0,0,218.2575,215.96,-0.01125,-0.012,0.1565425
1,19.75,0.0671605,386.0025,-0.007975,-21.68625,-0.2455675,0.94514,-4.750675,-0.82026,-2.88015,-4.106925,-3.51645,-6.807125,2.13005,0.085835,0.50047675,0.34323975,97.64,68.2475,74.447,0.32093,-21.19,-22.588,-24.44175,-19.465,-8.027725,-7.0816,-2.78495,-3.019225,-2.07355,-1.46225,-0.9776775,-0.612855,-0.6987825,-0.4178575,-6.3587,-4.9762,-3.840475,-2.75105,-1.828125,0.0041425,-0.56114,-0.5231425,0,0,218.085,216.265,-0.012,-0.009,0.2672875
1,20.25,0.05542125,387.4725,0.0004825,-17.3525,-0.5507325,0.904555,-4.354025,-0.95785,-2.87835,-4.103,-3.513575,-6.815225,1.6969,0.082475,0.483795,0.282634,97.66575,67.7525,74.5485,0.3305175,-21.4575,-22.755,-24.6035,-19.7075,-8.218425,-7.0244,-2.773325,-3.003925,-2.055775,-1.455125,-0.9954525,-0.6146775,-0.6943575,-0.4324975,-6.34855,-4.9585,-3.876775,-2.756225,-1.833875,0.00960725,-0.5680325,-0.537605,0,0,218.3525,215.4175,-0.013,-0.01,0.17756
1,20.75,0.1062775,387.6925,0.0291,-17.498,-1.0566,0.87736,-5.35565,-0.8365625,-2.8749,-4.100125,-3.50975,-6.80765,1.768825,0.091475,0.42233,0.2313145,97.68275,67.6275,74.68875,0.3440275,-21.625,-22.997,-24.56,-19.895,-8.11635,-7.0042,-2.7468,-2.927825,-2.0713,-1.45845,-1.00008,-0.61332,-0.693,-0.44418,-6.3417,-4.969275,-3.87705,-2.75195,-1.826525,0.013714,-0.5636775,-0.5480025,0,0,219.4575,215.3475,-0.015,-0.00625,0.16988
1,21.25,0.001315,388.03,-0.0647,-14.762,-0.425325,0.82661,-8.666,-0.97784,-2.8665,-4.09875,-3.503975,-6.79965,2.0475,0.0838,0.39426,0.21412,97.703,68.3825,74.71725,0.3331,-21.855,-23.338,-24.71275,-20.56,-8.160825,-7.065325,-2.949,-2.957575,-2.051775,-1.437425,-1.0081175,-0.6367175,-0.693645,-0.433145,-6.339925,-5.0006,-3.895275,-2.75265,-1.82445,0.004893,-0.5670375,-0.5539275,0,0,218.805,214.77,-0.012,-0.005,0.03605425
1,21.75,-0.030681,387.89,-0.0772,-13.938,-0.786655,0.80797,-4.6722,-0.59298,-2.85965,-4.097,-3.498775,-6.789225,1.7554,0.10821,0.4125285,0.19244,97.719,68.21,74.69325,0.32692,-22.0275,-23.263,-25.04675,-20.76,-8.182375,-7.0602,-2.9287,-2.993,-2.050875,-1.444475,-1.040225,-0.63832,-0.69557,-0.4330325,-6.337525,-4.97165,-3.8868,-2.74765,-1.8196,-0.00064325,-0.581215,-0.56414,0,0,218.27,215.23,-0.01225,-0.005,0.04667
1,22.25,0.00815,388.4,-0.055,-13.551,-0.79245,0.75035,-3.948,-0.74515,-2.852,-4.0967,-3.494625,-6.779475,1.8244,0.0532,0.46063825,0.206909,97.688,67.8025,74.65475,0.31727,-21.93,-23.575,-24.88,-21.27,-8.17255,-7.11525,-2.91415,-2.963925,-1.978775,-1.402675,-1.055475,-0.64814,-0.70907,-0.43143,-6.33685,-4.9612,-3.871175,-2.7745,-1.818775,0.007143,-0.5808225,-0.5535325,0,0,218.0425,214.545,-0.012,-0.007,0.0539
1,22.75,0.00853,389.27,-0.12842,-7.4145,-0.395855,0.77084,-2.8893,-1.2096,-2.850875,-4.095225,-3.4899,-6.76925,1.5644,0.0967,0.3670375,0.1724025,97.647,67.3475,74.874,0.31522,-21.735,-23.623,-25.024,-21.12,-8.1509,-7.081975,-2.8905,-2.99845,-1.97905,-1.387,-1.0601,-0.6347475,-0.7143175,-0.44471,-6.37485,-4.96445,-3.868525,-2.7692,-1.8399,-0.0025355,-0.5900025,-0.56175,0,0,216.7925,214.2125,-0.013,-0.007,0.14226
1,23.25,0.01126425,389.7175,-0.1553725,-12.86825,-0.0752,0.77928,-2.096075,-0.69953,-2.8547,-4.099075,-3.485675,-6.761075,1.478075,0.102035,0.4858,0.1687575,97.75075,67.2,74.6415,0.313025,-21.7875,-23.623,-24.87925,-20.6875,-8.084475,-7.29825,-2.90875,-3.00215,-1.960625,-1.376475,-1.06395,-0.61679,-0.722925,-0.42818,-6.3739,-4.98045,-3.888875,-2.772975,-1.841825,0.001964,-0.60282,-0.5658575,0,0,216.295,215.3825,-0.012,-0.00725,0.08390825
