DOY2,HR2,USTAR,TA,WS,FC,H,LE,TS_1,RH,PA,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,TS_1_1_1,TS_2_1_1,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2,TS_2
1,5.75,0.0648,-27.8525,0.3635,0.00962,-30.79185,-0.308183,-4.88925,61.25,88.375,-45.565,0,0,0.196667,0,-5.755,-4.2915,-12.975,-10.8625,-8.1275,-13.1375,-9.8625,-9.995,383.475,-3.67475
1,6.25,0.068125,-28.0475,0.41175,0,-30.6549,-0.2862175,-4.81475,61.1075,88.4,-44.15,0,0,0.19697,0,-5.7955,-4.3305,-13.045,-10.88,-8.1275,-13.1625,-9.89,-9.985,383.7,-3.66975
1,6.75,0.061375,-28.03,0.402,0,-33.17565616,-0.4646067905,-4.8305,60.8125,88.4,-44.21,0,0,0.2404105,0,-5.78875,-4.25675,-13.05375,-10.895,-8.1525,-13.16,-9.9025,-9.99625,383.825,-3.678
1,7.25,0.0601,-28.52,0.431,0,-33.2635,-0.3500985745,-4.78875,61.64,88.4,-42.33,0,0,0.242415,0,-5.8025,-4.281,-13.03,-10.835,-8.18,-13.23,-9.94,-9.99,383.675,-3.63525
1,7.75,0.06428,-28.045,0.26075,0,-35.05768547,-0.599744882,-4.813,61.5025,88.4,-43.58,0,0,0.17763,0,-5.814,-4.306,-13.04,-10.85625,-8.145,-13.2325,-9.94875,-10.01925,383.85,-3.70275
1,8.25,0.060475,-27.88,0.33,0.010475,-31.2240719175,-0.549581,-4.77575,61.57,88.4,-42.77,0,0,0.19733325,0,-5.801,-4.3525,-13.03,-10.815,-8.15,-13.27,-9.94,-10.06,384,-3.679
1,8.75,0.06279,-27.78,0.339,0.00337,-33.73925,-0.51751,-4.7925,61.17,88.4,-44.01,0,0,0.19395025,0,-5.7895,-4.35,-13.03,-10.84,-8.1,-13.24,-9.9,-10.06,384,-3.68825
1,9.25,0.0618925,-28.045,0.3605,0.00519,-33.5804,-0.46761275,-4.7765,61.435,88.4,-44.02,0,0,0.20651375,0,-5.821,-4.377,-13.0925,-10.8525,-8.19,-13.315,-9.91,-10.055,384.275,-3.639
1,9.75,0.0592334795,-28.19,0.374,0,-37.3995,-0.3636575,-4.8265,61.8,88.4,-44.09,0,0,0.267829,0,-5.8195,-4.3735,-13.155,-10.86125,-8.1075,-13.3525,-9.88375,-10.05375,384.4,-3.69675
1,10.25,0.058705,-28.4575,0.4115,0,-34.388161305,-0.38157006425,-4.8295,61.21,88.4,-44.68,0,0,0.465549,0,-5.79625,-4.3515,-13.14875,-10.8475,-8.07,-13.345,-9.87625,-10.04875,384,-3.68125
1,10.75,0.062175,-28.38,0.394,0,-37.888061355,-0.4716142175,-4.7855,61.48,88.4,-44.0775,0,0,0.9132485,0.158,-5.8015,-4.3615,-13.155,-10.84,-8,-13.36,-9.9,-10.0695,384.4,-3.67125
1,11.25,0.0617,-28.02,0.323,0,-38.715,-0.3798394435,-4.767,61.59,88.4,-43.17,0.9947855,0,2.3672875,0.764,-5.81,-4.366,-13.195,-10.83,-8.03,-13.36,-9.995,-10.0295,384.3,-3.71425
1,11.75,0.0676075,-28.14,0.372,0,-36.40927116,-0.4202085,-4.83575,62.35,88.4,-43.075,3.43767,0.691,4.6179575,1.785,-5.827,-4.3965,-13.18,-10.93,-7.99,-13.32,-10.01,-10.04,384.375,-3.749
1,12.25,0.05575,-28.23,0.3055,0,-34.41850131,-0.48876725,-4.84975,61.625,88.4,-42.715,6.3639,1.7405,7.30345,3.0015,-5.831,-4.39,-13.13,-10.90675,-8.0005,-13.345,-10.1075,-10.06625,384.7,-3.70325
1,12.75,0.0604,-28.075,0.2935,0,-36.276,-0.352085,-4.87475,62.215,88.4,-42.64,7.985095,2.512,9.24634,3.645,-5.826,-4.398,-13.075,-10.975,-7.9905,-13.315,-10.1475,-10.06375,384.4,-3.6685
1,13.25,0.065155,-28.1025,0.3285,0,-34.6177,-0.4850535,-4.80425,62.025,88.4,-42.885,8.50584,2.65975,9.7137725,3.7975,-5.8315,-4.348,-13.09,-11.06875,-7.97525,-13.3025,-10.2325,-10.059875,383.95,-3.663
1,13.75,0.05995,-28.2,0.358,0,-39.055,-0.57168657725,-4.809,62.0725,88.4,-42.705,7.2621575,2.2885,8.2987825,3.1165,-5.82675,-4.36725,-13.045,-11.05375,-7.99475,-13.33,-10.2575,-10.054625,384,-3.73075
1,14.25,0.062675,-28.1725,0.33425,0,-36.06908396,-0.4387749575,-4.797,61.32,88.4,-43.83,4.916215,1.2655,5.85703,2.211,-5.7825,-4.30725,-13.05,-11.135,-7.95475,-13.3575,-10.32,-10.0775,384.1,-3.706
1,14.75,0.0658925,-28.13,0.311,0,-40.78475,-0.3777928475,-4.8085,61.67,88.4,-45.275,2.00426,0.045,3.298425,1.08,-5.769,-4.3405,-13.07,-11.09,-7.944,-13.36,-10.38,-10.045,383.2,-3.68375
1,15.25,0.063185,-28.02,0.349,0.012425,-35.95319365,-0.642551271,-4.78,61.71,88.3,-45.6275,0.234699,0,1.643675,0.307,-5.801,-4.276,-13.09,-11.05,-7.983,-13.34,-10.46,-10.12,382.775,-3.68775
1,15.75,0.0563775,-27.945,0.39775,0.00839,-37.4027795,-0.86332745325,-4.74925,61.415,88.3,-45.55,0,0,0.7732515,0,-5.806,-4.34875,-13.0925,-10.8825,-8.01,-13.29,-10.34125,-10.135,383.5,-3.69975
1,16.25,0.0609175,-28.095,0.39775,0,-37.338,-0.78575329875,-4.73125,62,88.3,-45.94,0,0,0.52162525,0,-5.753,-4.34825,-13.1475,-10.87875,-7.9885,-13.265,-10.37125,-10.14,383,-3.681
1,16.75,0.06,-28.355,0.388,0,-36.3195,-0.54357632025,-4.82775,62.1375,88.3,-45.59,0,0,0.311543,0,-5.809,-4.3725,-13.0175,-10.862,-7.9925,-13.33,-10.2925,-10.17125,383.8,-3.69725
1,17.25,0.06902389375,-28.3825,0.38125,0,-34.603,-0.698445,-4.82275,62.0325,88.3,-46.29,0,0,0.2906875,0,-5.86075,-4.3745,-13.02625,-10.883875,-7.9995,-13.2675,-10.29875,-10.215,383.2,-3.71675
1,17.75,0.069010508,-28.305,0.43925,0,-38.0579094375,-0.66312195425,-4.84125,61.97,88.3,-46.5325,0,0,0.301584,0,-5.867,-4.38475,-13.00625,-10.8975,-7.99825,-13.28,-10.32125,-10.24125,382.825,-3.72625
1,18.25,0.0685,-28.5025,0.3405,0,-33.475658275,-0.9355635,-4.78575,62.1375,88.3,-46.02,0,0,0.250706,0,-5.8555,-4.4015,-12.95625,-10.92,-7.999,-13.2925,-10.34875,-10.282375,383.9,-3.71825
1,18.75,0.066843785,-28.32,0.37575,0,-33.689,-0.4946625,-4.843,61.0925,88.3,-45.695,0,0,0.28376,0,-5.83025,-4.42875,-12.9,-11.019,-8.001,-13.2975,-10.3625,-10.26625,384.075,-3.75325
1,19.25,0.068555,-28.32,0.394,0.0021975,-32.02698632,-0.497701669,-4.8235,61.21,88.3,-47.135,0,0,0.25259725,0,-5.852,-4.363,-12.865,-11.17925,-8.055,-13.275,-10.4125,-10.29675,384.5,-3.717
1,19.75,0.0684125,-28.335,0.3835,0,-31.2045,-0.5229979895,-4.827,61.755,88.3,-47.22,0,0,0.27484875,0,-5.888,-4.435,-12.785,-11.2735,-8.07,-13.245,-10.405,-10.25375,383.8,-3.72375
1,20.25,0.0669,-28.52,0.4395,0,-33.224952035,-0.5083145615,-4.8485,61.725,88.3,-46.435,0,0,0.2860535,0,-5.854,-4.367,-12.7125,-11.23175,-8.09,-13.215,-10.364,-10.20525,383.8,-3.76975
1,20.75,0.0686275,-28.5675,0.48275,0,-37.05763302,-0.696748,-4.82575,61.2725,88.3,-47.8,0,0,0.298035,0,-5.88125,-4.38325,-12.66875,-11.3045,-8.13,-13.2925,-10.2675,-10.21625,383.7,-3.8085
1,21.25,0.0649023205,-28.455,0.4465,0,-38.23114854,-0.7177895,-4.85625,61.525,88.3,-46.7,0,0,0.2646315,0,-5.847,-4.354,-12.5175,-11.062,-7.927,-13.16,-10.0725,-10.225,384.15,-3.81775
1,21.75,0.06526,-28.28,0.38,0,-36.083896795,-0.426065,-4.896,60.745,88.3,-45.59,0,0,0.18073375,0,-5.862,-4.404,-12.435,-11.08,-7.943,-13.15,-9.934,-10.23,383.6,-3.8205
1,22.25,0.064,-28.215,0.387,0,-38.282,-0.46189819,-4.86925,60.85,88.325,-44.8,0,0,0.21519075,0,-5.858,-4.421,-12.445,-11.0875,-7.9525,-13.125,-9.8965,-10.18,383.9,-3.78625
1,22.75,0.05642,-28.36,0.4985,0,-35.7655484425,-0.4444375,-4.901,60.62,88.4,-44.805,0,0,0.22435275,0,-5.778,-4.346,-12.4425,-11.0225,-7.9575,-13.12,-9.8565,-10.22,383.9,-3.81775
1,23.25,0.0648875,-28.365,0.5065,0,-38.51605,-0.227609,-4.82925,59.465,88.375,-44.065,0,0,0.21130675,0,-5.703,-4.326,-12.5025,-10.935,-7.977,-13.125,-9.8325,-10.215,384,-3.814
1,23.75,0.06583,-28.12,0.4435,0,-31.65305,-0.4495631155,-4.8765,59.745,88.4,-44.2525,0,0,0.2079285,0,-5.692,-4.29,-12.5325,-10.935,-7.9905,-13.115,-9.8175,-10.19725,383.95,-3.84325
2,0.25,0.0598,-26.225,0.687,0,-28.4719,-0.54995,-8.4825,60.6575,88.7,-44.13,0,0,0.2008325,0,-6.158,-4.527,-11.033125,-9.0975,-7.1965,-11.2025,-8.09925,-8.92,386.1,-7.004
2,0.75,0.05838,-26.16,0.66225,0,-27.447175,-0.7879696765,-8.3975,60.5425,88.7,-45,0,0,0.169128,0,-6.115,-4.534,-10.8825,-9,-7.1635,-11.1,-8.02425,-8.82725,386,-6.97325
2,1.25,0.0626125,-26.2875,0.63825,0,-30.529038355,-0.6143236585,-8.3675,61.1625,88.7,-44.7875,0,0,0.19244,0,-6.092,-4.468,-10.8275,-9.1775,-7.182,-11.2175,-8.1295,-8.912,386.1,-6.97
2,1.75,0.06935,-26.6425,0.62375,0,-29.07254045,-0.59681,-8.435,61.235,88.7,-44.54,0,0,0.221829,0,-6.115,-4.452,-10.9525,-9.2425,-7.20825,-11.3425,-8.197375,-9.04125,385.9,-6.94675
2,2.25,0.06259472,-26.6675,0.61225,0,-26.56515,-0.725138538,-8.4,61.025,88.7,-42.715,0,0,0.2002945,0,-6.143,-4.484,-10.9725,-9.295,-7.19025,-11.35,-8.24725,-9.09,385.8,-6.931
2,2.75,0.067,-26.585,0.59275,0,-26.5087,-0.70961,-8.4,61.3125,88.7,-43.15,0,0,0.19398675,0,-6.157,-4.465,-11.0375,-9.325,-7.18025,-11.37,-8.261,-9.155,385.85,-6.936
2,3.25,0.06318,-26.7225,0.64975,0,-28.70855,-0.662429791,-8.39,62.5,88.7,-44.57,0,0,0.22413775,0,-6.106,-4.479,-11.0975,-9.225,-7.17825,-11.38,-8.267,-9.2065,385.7,-6.9305
2,3.75,0.0572975,-26.515,0.67175,0,-23.30286291,-0.5635976665,-8.485,61.6175,88.7,-44.5675,0,0,0.21722725,0,-6.101,-4.501,-11.125,-9.2625,-7.1875,-11.375,-8.274125,-9.2195,385.65,-6.9765
2,4.25,0.061675,-26.685,0.724,0,-26.634762035,-0.73067422525,-8.45,61.22,88.7,-45.54,0,0,0.14197575,0,-6.097,-4.492,-11.205,-9.364875,-7.25525,-11.4625,-8.31575,-9.107,385.85,-6.95525
2,4.75,0.05942616675,-26.445,0.85175,0,-31.87396768,-0.60573,-8.415,61.46,88.7,-42.995,0,0,0.14711525,0,-6.183,-4.524,-11.24,-9.3435,-7.2755,-11.37,-8.36625,-9.1265,385.875,-6.9265
2,5.25,0.0569,-26.055,0.83325,0,-28.98284511,-0.5732007065,-8.3925,60.495,88.7,-43.3175,0,0,0.1685205,0,-6.178,-4.572,-11.21125,-9.46375,-7.29125,-11.3225,-8.393125,-9.12725,386,-6.909
2,5.75,0.066276253,-26.515,0.8245,0,-26.4531,-0.5525175,-8.415,60.675,88.7,-43.695,0,0,0.120669,0,-6.217,-4.596,-11.24325,-9.351375,-7.312,-11.3125,-8.4175,-9.0815,386,-6.903
2,6.25,0.05912,-26.39,0.8145,0,-33.59949063,-0.5127125,-8.405,61.515,88.7,-43.06,0,0,0.1357405,0,-6.281,-4.622,-11.291,-9.271875,-7.30375,-11.365,-8.4325,-9.04975,385.775,-6.8945
2,6.75,0.053615,-26.5975,0.76775,0,-28.3833,-0.74236593525,-8.415,60.1125,88.7,-44.6575,0,0,0.12848925,0,-6.335,-4.734,-11.32075,-9.20375,-7.30425,-11.365,-8.4325,-9.05525,386.1,-6.88275
2,7.25,0.0589975,-26.7325,0.78825,0,-30.061,-0.53017,-8.39,59.8125,88.7,-43.83,0,0,0.12928225,0,-6.338,-4.751,-11.322875,-9.15925,-7.3295,-11.34,-8.428125,-9.04375,385.85,-6.86475
2,7.75,0.06135,-26.85,0.76525,0,-27.678225,-0.5198625,-8.395,59.7225,88.6,-42.44,0,0,0.19952375,0,-6.374,-4.722,-11.32125,-9.156875,-7.338,-11.3525,-8.429375,-8.99525,385.825,-6.93925
2,8.25,0.05939,-26.6575,0.7425,0,-24.7250129575,-0.46278,-8.405,57.9025,88.6,-42.85,0,0,0.30947,0,-6.334,-4.764,-11.34625,-9.158125,-7.34325,-11.395,-8.46525,-8.9605,385.925,-6.886
2,8.75,0.0577438745,-26.305,0.93325,0,-32.85873495,-0.543075,-8.43,57.89,88.6,-42.965,0,0,0.566491,0.0015,-6.335,-4.755,-11.37,-9.24775,-7.3505,-11.41,-8.475125,-8.9435,385.8,-6.90675
2,9.25,0.054945,-26.4675,0.79375,0,-30.4552763675,-0.63282,-8.465,57.4475,88.7,-42.235,0.2483985,0,1.5486625,0.4565,-6.447,-4.737,-11.34125,-9.17025,-7.348,-11.425,-8.467,-8.973,385.8,-6.971
2,9.75,0.056925,-26.0175,0.8515,0,-32.9638258825,-0.53714075,-8.54,58.6175,88.7,-40.08,4.292245,1.65,6.2044225,2.67075,-6.473,-4.73,-11.285,-9.1635,-7.33625,-11.45,-8.47375,-8.99075,386.2,-7.0445
2,10.25,0.060419818,-25.995,0.70825,0,-33.86164775,-0.41311,-8.555,57.06,88.7,-38.2475,14.965275,6.24125,18.320075,7.15825,-6.424,-4.78,-11.33125,-9.162,-7.34075,-11.4125,-8.447,-9.0035,386.45,-7.056
2,10.75,0.056535,-25.59,0.82075,0,-29.953013995,-0.3947285,-8.5325,56.825,88.75,-34.0175,36.203125,20.5475,37.4591,16.62,-6.457,-4.807,-11.33625,-9.1455,-7.33275,-11.4375,-8.44,-9.01275,386.6,-7.05875
2,11.25,0.0616,-25.315,0.8305,0,-28.797,-0.5119775,-8.4375,55.215,88.725,-32.37,65.6101,39.28,62.7292,28.36,-6.3975,-4.8285,-11.38,-9.2195,-7.324,-11.495,-8.431,-9.02575,387.2,-6.97675
2,11.75,0.06438,-25.345,0.822,0,-30.937049995,-0.227296,-8.455,57.435,88.8,-29.8425,92.163725,50.7875,82.4235,38.11,-6.42,-4.812,-11.36,-9.21775,-7.303,-11.51,-8.4135,-9.053125,387.4,-6.934
2,12.25,0.05914,-25.285,0.879,0.00253871025,-33.42226239,-0.252536508,-8.4225,56.425,88.8,-30.355,114.66775,59.875,103.935,47.32,-6.3575,-4.78175,-11.338,-9.215,-7.278,-11.525,-8.34175,-9.074125,387.3,-6.8535
2,12.75,0.067,-25.065,0.77325,0,-28.91969799,-0.198363,-8.305,56.38,88.8,-31.1075,123.703,65.1175,114.3105,52.23,-6.437,-4.74,-11.291375,-9.293125,-7.2505,-11.5025,-8.341625,-8.975,387.65,-6.7875
2,13.25,0.071585,-25.115,0.67825,0,-28.88085,-0.33339,-8.1925,56.7275,88.8,-31.3425,132.0915,65.7925,119.9015,52.915,-6.29625,-4.6735,-11.245,-9.305,-7.262,-11.545,-8.33975,-8.945,387.8,-6.64875
2,13.75,0.05688,-25.535,0.666,0,-29.67488637,-0.243415,-8.18,56.86,88.8,-30.715,129.64475,63.64,118.259,52.965,-6.3125,-4.678,-11.22975,-9.34,-7.238,-11.54,-8.3225,-8.89,387.8,-6.62275
2,14.25,0.0594,-25.655,0.65025,0,-26.7929,-0.3476596785,-8.11,56.81,88.7,-31.995,118.8865,59.63,106.008,48.2475,-6.18375,-4.6025,-11.2035,-9.38,-7.23975,-11.5225,-8.31,-8.90875,387.575,-6.57975
2,14.75,0.0633,-25.5,0.63225,0,-26.1485901875,-0.191807173,-8.035,56.0325,88.7,-34.22,99.8185,50.0425,90.2579,41.04,-6.2475,-4.6,-11.2375,-9.48,-7.274,-11.4675,-8.305,-8.8605,387.5,-6.49575
2,15.25,0.057725,-26.2925,0.7575,0,-24.1765,-0.4261891915,-7.953,56.33,88.7,-37.21,69.7585,38.35,65.6123,29.1925,-6.2315,-4.597,-11.295,-9.493125,-7.304,-11.4525,-8.284125,-8.848,387.1,-6.447
2,15.75,0.06255,-26.3975,0.73025,0,-28.896,-0.27753,-8.03375,57.9575,88.7,-38.095,39.41175,21.61,39.59,15.7425,-6.1865,-4.5445,-11.3175,-9.493875,-7.271,-11.37,-8.277375,-8.844,386.95,-6.55275
2,16.25,0.058725,-26.44,0.77475,0,-25.890099255,-0.217350123,-8.0435,57.945,88.725,-40.96,18.33245,8.57,18.4147,6.636,-6.1365,-4.5605,-11.3725,-9.4985,-7.2705,-11.3675,-8.28875,-8.826,386.7,-6.53525
2,16.75,0.056375,-26.5425,0.78075,0,-24.3399,-0.5316605245,-8.0215,57.715,88.725,-43.25,4.672305,2.169,6.61652,1.8865,-6.1635,-4.6085,-11.42125,-9.4825,-7.2645,-11.405,-8.291375,-8.81,386.6,-6.6125
2,17.25,0.0531225,-26.605,0.807,0,-29.0585494025,-0.38012,-8.07,56.55,88.725,-44.18,0.3369105,0,1.68808,0.31125,-6.1725,-4.6445,-11.445,-9.4475,-7.28125,-11.445,-8.29925,-8.76,386.325,-6.60825
2,17.75,0.058095,-26.625,0.7745,0,-29.9293339,-0.43385568125,-8.295,57.1375,88.7,-44.1125,0,0,0.702507,0,-6.232,-4.6375,-11.445,-9.455,-7.29525,-11.48,-8.2975,-8.8,386.2,-6.735
2,18.25,0.0573208495,-26.5475,0.6815,0,-24.8870681825,-0.586225,-8.325,57.2975,88.8,-43.79,0,0,0.435115,0,-6.223,-4.677,-11.4425,-9.475,-7.30975,-11.49,-8.29,-8.7715,386.3,-6.805
2,18.75,0.062635,-26.575,0.77575,0,-28.5345627275,-0.43347,-8.3675,56.47,88.8,-44.105,0,0,0.272468,0,-6.2795,-4.6745,-11.41875,-9.415,-7.30075,-11.4575,-8.29,-8.761,386.25,-6.913
2,19.25,0.061055,-26.4,0.766,0,-26.5559,-0.89303997675,-8.4,58.0025,88.75,-44.295,0,0,0.238918,0,-6.365,-4.704,-11.455,-9.4125,-7.31475,-11.5475,-8.30875,-8.83625,386.1,-6.95025
2,19.75,0.0663925,-26.205,0.7765,0,-29.0319141225,-0.95712,-8.44,57.945,88.7,-44.8,0,0,0.2086695,0,-6.334,-4.689,-11.405,-9.405,-7.30175,-11.5325,-8.3025,-8.89575,386.4,-7.00025
2,20.25,0.0621425,-26.235,0.78575,0,-25.6061240475,-0.78994343,-8.455,58.52,88.7,-45.9,0,0,0.2129835,0,-6.365,-4.713,-11.4025,-9.3875,-7.30675,-11.485,-8.29875,-8.94625,386.2,-6.942
2,20.75,0.0555775,-26.5825,0.8255,0,-25.731,-0.71195,-8.5075,58.5975,88.7,-44.315,0,0,0.232079,0,-6.3205,-4.712,-11.359,-9.383,-7.28675,-11.3825,-8.29125,-8.8735,386.4,-7.00675
2,21.25,0.05937,-26.8775,0.777,0,-24.969025,-0.800415,-8.4575,59.6825,88.7,-44.6525,0,0,0.261969,0,-6.348,-4.667,-11.25125,-9.325125,-7.2015,-11.355,-8.236375,-9.0005,386.1,-6.94575
2,21.75,0.0576725,-27.01,0.70425,0,-24.6439187,-0.42536003375,-8.47,60.1675,88.7,-44.295,0,0,0.208313,0,-6.3145,-4.6385,-11.179125,-9.363375,-7.179,-11.28,-8.254875,-9.08,386.2,-6.97325
2,22.25,0.058985,-26.875,0.71125,0,-27.5029071925,-0.66848017,-8.4775,58.7425,88.7,-44.83,0,0,0.226572,0,-6.235,-4.5605,-11.18925,-9.3575,-7.1595,-11.29,-8.249875,-9.06,386.125,-6.97575
2,22.75,0.0581075,-26.785,0.70475,0,-23.81728651,-0.860725,-8.5125,59.9025,88.7,-44.7,0,0,0.201498,0,-6.1745,-4.4805,-11.14875,-9.268125,-7.1735,-11.32,-8.24625,-9.03,386.15,-7.00525
2,23.25,0.055650813,-26.56,0.631,0,-24.8225,-0.76771,-8.3875,60.94,88.7,-43.7175,0,0,0.19914925,0,-6.132,-4.5115,-11.095,-9.19,-7.213,-11.29,-8.2295,-8.998625,385.9,-6.98
2,23.75,0.058035,-26.3175,0.716,0,-32.2235,-0.486156515,-8.46,60.6575,88.7,-44.8225,0,0,0.210065,0,-6.111,-4.4665,-11.1175,-9.205,-7.18675,-11.3725,-8.229375,-8.99,386.2,-7.00425
3,0.25,0.0441025,-24.7775,0.6955,0,-14.124125,-0.42031,-8.705,56.0225,88.8,-43.32,0,0,0.24246375,0,-6.283,-4.754,-7.635,-6.408125,-6.1435,-7.635,-5.849,-6.630625,386.725,-7.53225
3,0.75,0.04464213125,-24.9275,0.64475,0,-17.8483342,-0.321085,-8.67,54.4875,88.8,-43.8025,0,0,0.217158,0,-6.18625,-4.69075,-7.519,-6.3255,-6.06475,-7.607,-5.766,-6.4995,387,-7.497
3,1.25,0.04596,-24.6075,0.6865,0,-18.1231894375,-0.3666625,-8.63,55.3975,88.8,-43.56,0,0,0.24654175,0,-6.17275,-4.638,-7.66825,-6.4485,-6.22975,-7.843,-5.89575,-6.6335,387,-7.469
3,1.75,0.05022,-24.7125,0.6595,0,-15.496025,-0.47552,-8.6725,57.115,88.8,-42.59,0,0,0.24834775,0,-6.14775,-4.633,-7.714625,-6.522625,-6.2995,-7.92875,-5.98825,-6.68875,386.5,-7.42525
3,2.25,0.04414029725,-24.9775,0.7975,0,-13.171,-0.302245,-8.72,56.86,88.8,-42.135,0,0,0.25967575,0,-6.2075,-4.61425,-7.736625,-6.57075,-6.343,-7.9595,-6.039875,-6.720125,386.7,-7.436
3,2.75,0.05133,-24.98,0.799,0,-15.4155,-0.3895775,-8.6425,57.18,88.8,-42.1825,0,0,0.235433,0,-6.1865,-4.653,-7.708,-6.552,-6.491,-7.966,-6.063,-6.714,386.7,-7.4125
3,3.25,0.044139442,-24.75,0.734,0,-14.02630592,-0.342969,-8.6275,56.62,88.8,-41.335,0,0,0.25318,0,-6.206,-4.7135,-7.713,-6.512,-6.478,-8.01,-6.083,-6.684,386.5,-7.402
3,3.75,0.0449,-24.56,0.73,0,-17.347195435,-0.501945,-8.615,56.61,88.7,-41.025,0,0,0.268497,0,-6.193,-4.688,-7.708,-6.5695,-6.461,-8.01,-6.099,-6.725,386.775,-7.41275
3,4.25,0.04248,-24.59,0.695,0,-16.017525,-0.4336910575,-8.6075,55.59,88.8,-40.615,0,0,0.211908,0,-6.241,-4.679,-7.871,-6.5975,-6.636,-8.14,-6.154,-6.612,386.8,-7.3825
3,4.75,0.04611842825,-24.5,0.69,0,-18.48233327,-0.390768271,-8.6825,56.04,88.8,-41.4,0,0,0.241085,0,-6.3015,-4.8625,-7.904,-6.593,-6.628,-8.16,-6.147,-6.576,386.55,-7.40475
3,5.25,0.0439125,-24.28,0.769,0,-17.863375,-0.450082253,-8.665,55.72,88.8,-40.56,0,0,0.243507,0,-6.3375,-4.9595,-7.901,-6.587,-6.631,-8.17,-6.146,-6.589,386.85,-7.40125
3,5.75,0.0431,-24.38,0.721,0,-15.2026,-0.28170025,-8.6725,55.52,88.775,-40.37,0,0,0.291245,0,-6.3715,-4.906,-7.868,-6.584,-6.613,-8.19,-6.138,-6.6,386.875,-7.48625
3,6.25,0.041263104,-24.25,0.698,0,-13.5221,-0.417112,-8.6775,55.74,88.7,-40.4,0,0,0.476352,0,-6.399,-4.965,-7.857,-6.596,-6.597,-8.2,-6.181,-6.625,386.7,-7.47575
3,6.75,0.0438,-24.13,0.646,0,-15.2962,-0.3416075,-8.7575,55.75,88.7,-41.4825,0,0,0.742673,0.007,-6.3605,-4.9945,-7.859,-6.62,-6.594,-8.14,-6.181,-6.6255,386.8,-7.5115
3,7.25,0.0406875,-24.12,0.571,0,-13.43425,-0.3454925,-8.785,55.65,88.7,-40.195,0.6987455,0,1.94735,0.501,-6.3945,-5.0525,-7.876,-6.651,-6.573,-8.11,-6.189,-6.638,387.4,-7.50175
