DOY2,HR2,LE,H,FC,USTAR,TA,WS,CO2,VPD,H2O,RH,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,G,APAR
1,11.75,16.7258,74.65195,-2.36743,0.577649,-4.0998,2.07864,415.0405,1.088572,3.83791,68.41,168.866,234.2214,47.0345,278.9133,301.4943,-4.16325,403.3149
1,12.25,20.7367,71.9851,-1.79068,0.584091,-4.38715,2.41891,415.271,1.208839,3.89244,67.822645,159.1108,222.0646,44.645675,276.3638,297.19285,-4.227,413.1804
1,12.75,18.73645,68.0926,-2.25837,0.595669,-3.3364,2.56447,415.256,1.240548,3.75505,66.1384,169.6628,232.2857,43.38576,282.3453,302.2166,-4.002,389.61
1,13.25,18.5014,64.09945,-1.92563,0.581528,-4.0273,2.34524,414.465,1.2562495,3.83117,64.709895,135.3585,184.4043,36.48639,282.59895,298.1541,-4.133,229.1559
1,13.75,14.9891,54.2601,-1.927885,0.586528,-3.1097,2.511885,415.01,1.312225,3.765615,63.62339,114.7026,162.8848,33.11356,282.4107,299.5086,-4.1525,225.51735
1,14.25,14.5329,37.8994,-1.55204,0.604523,-3.74675,2.44804,416.225,1.321565,3.885755,63.26715,74.42279,122.4539,24.763965,283.44015,297.1236,-4.1625,193.3511
1,14.75,12.3749,28.91875,-1.224725,0.557634,-3.5569,2.40152,416.591,1.284337,3.767125,63.9146,66.18733,104.5556,19.86794,279.0399,298.2971,-4.16875,166.00825
1,15.25,9.10492,24.4707,-1.42994,0.530293,-4.32375,2.25049,419.782,1.1600305,3.6968,64.98755,22.003455,45.74399,9.4833685,275.86285,295.01165,-4.17,77.687765
1,15.75,8.766285,-4.19573,-1.06457,0.5019305,-4.3926,2.461715,420.738,1.051488,3.684615,67.9863,2.684002,20.61824,4.817351,277.1398,295.5381,-4.178,41.73599
1,16.25,10.094,-16.02685,-0.595499,0.472053,-5.06785,2.33024,421.7095,0.99302325,3.70713,71.7043,-15.25129,1.942276,1.834667,273.71485,292.5003,-4.18425,7.600398
1,16.75,5.5096,-19.3454,-0.253205,0.479473,-4.852,2.79456,422.097,0.9778166,3.77924,74.2968,-18.00162,-0.8126847,1.118169,274.0236,293.3442,-4.16925,0.1245448
1,17.25,5.61222,-22.239,-0.274949,0.4003365,-5.4583,2.69786,421.5175,0.86537685,3.92968,74.79655,-15.80779,-1.4621755,0.8524525,270.44225,289.5727,-4.1595,1.3411045e-07
1,17.75,5.95778,-19.1493,-0.0748449,0.4026705,-5.13,2.59478,421.3005,0.8776653,3.9003,75.1934,-16.20236,-1.605548,0.895179,271.8654,290.7607,-4.1495,3.5762785e-08
1,18.25,7.49244,-29.1052,-0.232784,0.416794,-5.8585995,2.60066,419.519,0.76912565,3.85023,76.1383,-16.86545,-1.3801615,0.73346845,272.6413,288.09005,-4.17625,0
1,18.75,6.777885,-27.6692,-0.220619,0.4404325,-5.1937,2.59827,419.0175,0.744801,3.80436,77.0479,-14.70138,-1.231384,0.7759091,273.9108,289.7778,-3.9325,0
1,19.25,5.58723,-24.863,-0.117981,0.382171,-6.22755,2.6995,418.487,0.6970975,3.88368,77.6603,-16.735015,-1.410419,0.78028755,269.9415,285.875,-4.04825,0
1,19.75,6.55498,-24.9646,-0.1666975,0.409704,-5.3904,2.73062,418.5095,0.72256,3.89591,78.0929,-18.71387,-1.407339,0.7900217,270.8712,288.7406,-4.0835,0
1,20.25,5.979975,-22.0729,0.01199745,0.3996425,-6.5477,2.59501,417.681,0.66221535,3.91025,78.50029,-16.2753,-1.2059755,0.8710608,265.48055,285.37165,-4.1235,1.7881395e-08
1,20.75,6.60593,-29.12395,-0.0738489,0.380231,-6.1349,2.67763,416.971,0.6852278,3.87423,78.3524,-15.88917,-1.183617,0.8269895,268.8408,286.6309,-4.1325,5.3644166e-08
1,21.25,7.32459,-23.4184,-0.00698223,0.38482,-7.0939495,2.57319,418.011,0.6450261,3.89829,78.48785,-15.949305,-1.2367615,0.7417959,266.5862,283.9078,-4.1205,2.2798775e-07
1,21.75,10.53909,-33.6859,0.031931305,0.407463,-6.3618,2.76982,417.169,0.6472229,3.86923,78.9578,-14.29719,-1.158217,0.8301867,268.1346,286.0954,-4.1145,1.937151e-08
1,22.25,6.05971,-26.1586,0.0965157,0.38375,-7.1660495,2.68041,417.9665,0.6435729,4.00992,79.14435,-17.968955,-1.5704435,0.87797665,266.53465,282.81805,-4.0885,5.811453e-08
1,22.75,6.250245,-27.5979,-0.149622,0.41777,-6.355599,2.64813,417.038,0.6422671,3.880245,79.3531,-16.40419,-1.297341,0.7873969,270.7837,285.7908,-4.0875,8.9406965e-08
1,23.25,6.491395,-29.6143,0.0672675,0.375234,-7.58005,2.603075,415.206,0.61154075,3.81972,79.10745,-15.843825,-1.584541,0.79870885,267.9122,281.0647,-4.1305,2.0116565e-07
1,23.75,8.22747,-32.63705,-0.247298,0.4264245,-6.4572,2.695175,415.645,0.6146857,3.818935,79.45619,-15.4775,-1.334549,0.671106,271.7224,285.7141,-4.1445,0.02075318705525
2,0.25,5.17125,-28.148,0.08665515,0.326016,-6.84645,2.56192,420.1225,0.7897017,4.07379,75.3692,-16.03779,-1.740716,0.88353445,269.472,283.7952,-3.5265,8.940695e-09
2,0.75,4.10484,-35.29775,0.1028761,0.331686,-6.60015,2.7386,419.159,0.78197925,4.09122,74.994,-16.18952,-1.491745,0.91907815,271.63005,286.8695,-3.1105,0
2,1.25,4.72624,-35.2021,0.312265,0.320152,-6.9305495,2.23538,418.275,0.728801,4.11339,75.656645,-17.72137,-1.7828245,0.89902585,268.2428,283.69825,-3.324,0
2,1.75,3.75818,-25.6851,-0.00319107,0.311985,-6.5773995,2.44388,418.342,0.7807121,4.11079,76.055945,-18.011055,-1.632,0.91211375,270.84665,286.6547,-3.38575,0
2,2.25,3.034965,-35.5721,0.1275025,0.354119,-7.3284,2.56067,418.034,0.7205146,4.10726,76.788,-17.330965,-1.4437575,0.86551605,266.3456,281.7865,-3.4245,0
2,2.75,3.07097,-32.4753,0.17686,0.320678,-6.66405,2.52801,418.359,0.71619615,4.05654,77.3124,-14.80207,-1.581422,0.89971815,268.4295,286.15665,-3.45375,0
2,3.25,3.27049,-23.2779,-0.149901,0.328891,-7.18485,2.48413,417.929,0.679587,4.043995,77.886845,-19.7634,-1.7713425,0.8626791,265.57095,281.6233,-3.47825,1.37090665e-07
2,3.75,3.073305,-23.5113,0.0643626,0.336266,-6.7418,2.36699,417.82,0.6945137,4.03569,77.91015,-18.59459,-1.542383,0.85291145,269.4351,284.0008,-3.4905,0
2,4.25,2.10926,-31.9263,0.0704495,0.3393285,-7.3156995,2.3493,418.57,0.6645801,4.22122,78.046045,-16.73534,-1.7745235,0.98709105,267.3865,282.04605,-3.49725,1.490116e-09
2,4.75,4.476205,-24.4714,0.034138,0.320505,-6.5174495,2.37298,417.1955,0.6284975,4.02523,78.46855,-14.275025,-1.2694615,0.74647675,270.11575,284.86545,-3.4995,0
2,5.25,2.336445,-30.4056,0.2002275,0.329432,-6.9225495,2.41882,417.804,0.61135905,4.146515,78.742745,-14.16654,-1.4778785,0.83272975,266.0487,282.30515,-3.507,0
2,5.75,4.55102,-30.9977,0.1169395,0.257808,-6.5543995,2.21506,416.855,0.62137825,4.11547,78.162745,-14.303135,-1.3104185,0.8592389,269.38715,285.0564,-3.511,1.7881396e-08
2,6.25,2.842825,-35.4638,0.11610595,0.313687,-7.0981495,2.62618,416.359,0.60062345,4.17226,79.1715,-10.63276,-0.37952625,0.96130295,268.1714,283.5349,-3.51425,0.2285394
2,6.75,2.99175,-35.737,0.357458,0.302779,-6.4816495,2.371425,416.298,0.65305345,4.31118,79.216235,-4.94828,5.440413,2.2003435,271.995,285.2122,-3.11475,12.06396
2,7.25,3.554645,-32.1156,0.02763651,0.3412585,-6.6214495,2.47392,416.297,0.7438031,4.12654,76.56085,12.96634,38.37254,8.9326745,270.47325,284.4147,-3.32875,63.802065
2,7.75,5.15358,-13.15485,-0.278455,0.369509,-5.521858,2.02645,416.354,0.8935875,4.2073,74.63089,44.29118,81.941055,18.23267,273.23825,290.35085,-3.41275,138.8146
2,8.25,7.32714,19.19425,-0.478578,0.3967895,-5.8239,1.68266,415.7745,0.9429975,4.14882,72.875195,86.262695,136.80295,28.08844,271.8581,289.3174,-3.4425,210.33565
2,8.75,10.1957,40.8342,-1.39333,0.4350965,-4.8868165,1.454295,414.684,1.083607,4.087935,72.303,118.46075,172.4833,35.29982,275.44265,294.07365,-3.4675,293.0679
2,9.25,13.9929,42.4093,-0.786609,0.4349895,-5.0293,1.50094,414.612,1.135251,3.98112,70.17795,164.0132,226.52675,44.55241,277.0593,294.53055,-3.47875,373.24045
2,9.75,16.68395,85.8888,-1.33741,0.47115,-4.0185625,1.91415,414.715,1.2240665,3.94815,67.213585,175.41345,239.62955,48.67131,278.35745,299.22605,-3.491,436.48005
2,10.25,17.3993,80.46955,-2.01079,0.434224,-4.53655,1.71792,414.174,1.2321705,3.93006,64.64315,201.5652,282.43935,59.612785,279.4822,299.01345,-3.5025,485.22255
2,10.75,20.4126,114.984,-1.69554,0.528153,-4.033,2.04051,413.7275,1.41341,4.01872,62.9588,255.7993,352.6421,70.009125,283.23555,301.5803,-3.5125,570.15765
2,11.25,22.9567,129.0145,-2.52875,0.584145,-4.057,2.24379,414.513,1.560042,4.13866,61.59789,265.3139,364.0124,72.50377,284.7948,302.6829,-3.5175,595.6851
2,11.75,23.07615,136.6975,-2.6135,0.614887,-3.58225,2.16366,414.2045,1.6824435,4.09647,60.95825,270.98475,374.67235,71.92321,286.82355,304.10735,-3.5195,605.192
2,12.25,21.93,142.8245,-1.932145,0.595857,-3.4244,2.38927,413.746,1.613901,3.837645,59.6615,272.7736,358.7114,70.13307,287.9011,304.1392,-3.543,594.26115
2,12.75,21.525,138.345,-2.99663,0.6738315,-2.9232,2.397555,414.896,1.779012,4.13962,58.64652,217.5043,302.6971,60.16564,289.9051,306.8434,-3.0795,460.79285
2,13.25,21.9132,145.735,-2.062,0.60715,-2.8152,2.36395,414.6955,1.815967,4.20466,58.6184,224.6732,308.8201,57.67899,289.7814,305.244,-3.3015,415.9467
2,13.75,22.8657,102.4795,-2.22854,0.6706,-2.5348,2.61614,414.266,1.9262,3.86064,58.0967,205.6461,274.7061,53.01096,290.1491,308.0181,-3.3935,332.35995
2,14.25,18.805,91.6171,-1.9263,0.6564615,-2.5578,2.51208,414.611,1.87046,4.05852,58.0825,152.382,225.2248,43.05907,288.3832,305.8516,-3.4365,247.2647
2,14.75,18.01535,69.7215,-1.846125,0.572443,-2.37015,2.425105,415.231,1.9029565,3.913835,57.7607,122.77005,179.24105,34.43893,287.31865,306.99325,-3.475,221.059
2,15.25,14.6741,49.5436,-1.750745,0.601353,-2.5932,2.51537,416.219,1.887407,3.89689,58.5048,75.04035,121.3698,24.17114,284.4599,304.2893,-3.489,144.44405
2,15.75,11.5659,28.5874,-1.68606,0.571408,-2.3473,2.44967,417.288,1.833141,4.18004,58.87029,43.69975,81.48065,16.3265,283.8105,304.9908,-3.509,111.5643
2,16.25,11.8799,2.79331,-1.49363,0.529815,-2.9111,2.245605,418.3295,1.659859,3.980015,61.5076,9.300028,32.60696,7.495931,282.0506,302.8871,-3.5175,58.250365
2,16.75,6.530235,-16.1472,-0.784249,0.4542455,-2.8889,2.000675,420.208,1.589741,3.99227,61.7202,-6.949771,8.264405,3.365932,283.1666,302.1345,-3.52325,16.876195
2,17.25,6.534095,-21.048,-0.3050305,0.352151,-3.3845,1.78008,420.2115,1.390092,4.04875,66.0095,-22.79234,-0.5946061,1.270716,279.4554,299.3222,-3.52925,0.6436102
2,17.75,6.03093,-27.6614,-0.25782,0.326219,-3.469,2.22625,420.618,1.302569,4.06257,68.13219,-30.84112,-1.922289,1.17223,278.9814,299.7078,-3.523,1.08778505e-07
2,18.25,7.27449,-30.9182,-0.2578405,0.337501,-3.8815,2.32758,421.493,1.198992,4.115275,71.0341,-23.43557,-2.069467,1.126831,276.7422,296.7828,-3.5205,0
2,18.75,8.02846,-29.6553,-0.240768,0.3793535,-3.910816,2.182895,421.579,1.148043,4.1553,70.435,-28.03005,-2.066052,1.09594,275.8191,298.326,-3.0995,0
2,19.25,3.95014,-29.4407,-0.139765,0.366928,-4.3136,2.43826,422.296,1.074882,4.13191,72.1263,-23.51644,-2.012796,1.044987,272.5962,294.5946,-3.3195,2.3841855e-08
2,19.75,5.44902,-39.0987,0.0351366,0.3697,-4.3113,2.49718,421.5085,1.016487,4.219035,72.5303,-24.54707,-1.853479,1.096277,275.9881,296.0089,-3.385,2.68220885e-08
2,20.25,4.45122,-32.0317,0.114828,0.3644765,-4.9211,2.517065,420.891,1.000492,4.2201,72.9344,-23.56823,-1.88288,0.9345056,275.2928,293.4475,-3.4225,0
2,20.75,5.679435,-31.9537,-0.0501001,0.412509,-4.7099,2.74704,420.533,0.9571205,4.28733,73.7697,-25.39571,-1.887854,0.9144357,273.6715,294.0054,-3.4515,0
2,21.25,6.407985,-40.013,-0.125257,0.4009625,-5.203,2.617245,420.838,0.9318374,4.30339,74.23119,-19.17362,-1.712482,0.9230732,273.2004,291.7603,-3.469,3.72529e-07
2,21.75,5.58553,-34.53865,-0.0759232,0.4018865,-5.0251,2.76382,420.815,0.8357012,4.33565,74.9188,-17.61806,-1.485997,0.9374482,275.5478,292.8387,-3.484,4.4703485e-09
2,22.25,5.77931,-33.3265,0.1436745,0.3820235,-5.4035,2.664775,420.8585,0.8172903,4.321735,75.937,-15.233575,-1.4722305,0.9134066,275.3546,290.81355,-3.495,0
2,22.75,5.518495,-28.8465,-0.0174598,0.3771415,-5.1458,2.477365,420.752,0.8199054,4.2707,75.84709,-15.81787,-1.255442,0.997163,274.6826,291.3293,-3.50525,0
2,23.25,4.31698,-25.63875,0.251402,0.345503,-5.9851,2.33782,420.8155,0.82757955,4.182305,75.68925,-16.089585,-1.4934195,0.9161333,271.60485,288.35495,-3.51025,3.2782555e-08
2,23.75,4.971025,-29.4451,0.374624,0.31486,-5.7845,2.37326,421.283,0.8227919,4.05637,75.9203,-16.58019,-1.464098,0.9370052,273.182,288.9125,-3.518,0
3,0.25,5.22554,-42.61715,0.02606645,0.4360975,-1.80655,3.16289,416.969,1.4121185,4.75446,69.97685,-28.97124,-2.051117,1.124793,284.6496,307.14365,-3.16925,5.9604645e-09
3,0.75,7.77978,-38.60845,-0.0437356,0.421168,-2.4355,2.92216,417.673,1.282211,4.72464,68.717045,-27.680685,-2.083214,1.01802,279.61615,304.72905,-2.7225,0
3,1.25,4.92834,-43.20335,0.0207982,0.4085205,-2.0457,2.993255,418.3295,1.284845,4.69574,71.24165,-24.73747,-1.677201,1.0148235,286.25995,305.2168,-2.95525,0
3,1.75,6.738005,-43.9282,0.0083707,0.436817,-2.7024,3.06411,418.689,1.1845095,4.63693,71.18245,-27.6136,-2.0599275,1.0358825,280.6392,303.5638,-3.06,0
3,2.25,6.771355,-43.8131,0.0838124,0.438035,-2.4261,3.024575,418.52,1.212426,4.753945,72.35985,-24.39288,-1.826286,1.0448715,280.97635,304.08975,-3.08825,0
3,2.75,7.49328,-46.0142,-0.122311,0.468604,-2.75115,3.101145,418.5715,1.146482,4.7326,72.559045,-23.727345,-1.7679115,1.079227,278.75145,303.43485,-3.1105,0
3,3.25,5.728465,-40.9543,-0.0398128,0.4192,-2.653,2.87534,417.555,1.275285,4.745865,72.301,-24.823355,-1.795438,0.95829475,277.28065,303.9459,-3.142,8.493662e-08
3,3.75,6.34616,-39.3545,0.033209795,0.444691,-2.92485,2.9842,417.618,1.122574,4.53411,72.5932,-26.925275,-1.992289,1.0924685,275.386,302.2113,-3.1515,2.30968e-07
3,4.25,7.737155,-41.0157,-0.106844,0.4448435,-2.7823,2.891925,418.085,1.1344455,4.72886,73.205795,-29.1345,-2.3636535,1.152286,278.2355,301.8496,-3.1595,0
3,4.75,7.12331,-47.4817,0.244531,0.4378125,-3.0245,2.855595,417.504,1.0771495,4.60575,72.59265,-28.10131,-2.306842,1.1808655,276.193,301.175,-3.16,0
3,5.25,7.00213,-45.9012,0.06114805,0.478605,-2.9248,3.17479,416.829,1.0529485,4.64393,73.624395,-27.837585,-1.581542,1.160665,278.9649,301.37885,-3.16075,0.083033885
3,5.75,8.092325,-36.7871,0.1228885,0.463452,-3.27895,2.79145,417.007,1.01434685,4.43251,72.854495,-19.919585,1.048851,1.653669,277.1007,300.2233,-3.17175,5.6668025
3,6.25,6.09121,-37.10415,0.0142764,0.4511835,-2.8496,2.760705,416.322,1.1310925,4.363425,73.31925,1.7654275,20.20079,5.881035,276.3972,301.3214,-3.16725,43.741145
3,6.75,9.1289,-27.8382,-0.464214,0.4543,-2.6119705,2.56599,412.741,1.1358485,4.32563,72.19305,22.208845,62.56613,13.933335,273.7729,301.8806,-2.69825,134.16275
3,7.25,15.2128,-0.8488305,-0.713723,0.545848,-1.42305,2.24045,411.438,1.4345735,4.511635,69.4064,83.075795,128.98965,26.639185,279.4833,306.76455,-2.9455,254.7086
3,7.75,13.8682,36.7442,-1.679995,0.6056855,-1.7981,2.3982,410.7035,1.525169,4.4044,67.18475,124.74275,187.24415,38.31893,279.66945,309.58425,-3.041,424.9519
3,8.25,17.24515,63.7699,-1.48856,0.631766,-0.66595,2.71022,410.3795,1.730591,4.318345,66.213245,226.5315,323.3477,59.03379,285.52375,314.7622,-3.07275,599.1526
3,8.75,20.3794,89.2537,-2.12849,0.622401,-1.228646,2.45131,409.7345,1.663849,4.46855,63.10685,261.5394,351.12635,66.75705,286.3434,313.52545,-3.09075,758.86335
3,9.25,23.1918,112.026,-2.01227,0.639195,-0.1844,2.687735,408.845,1.9980545,4.4611,62.1012,330.4025,427.7989,79.86213,289.4816,319.9875,-3.10975,848.94855
3,9.75,27.92755,134.715,-3.10721,0.6878265,-0.83319575,2.920335,409.537,1.8233675,4.369595,60.1724,358.37645,475.7796,87.699935,288.67905,317.7893,-3.13,889.7129
3,10.25,25.8519,164.928,-2.89287,0.729058,0.429,2.91728,410.559,2.257606,4.27869,58.96189,372.3458,492.2326,88.35093,294.2899,323.138,-3.1445,912.69065
3,10.75,28.1508,190.601,-3.3213,0.703666,-0.2421,2.81661,411.0445,2.269448,4.23759,56.2338,425.6109,552.7023,101.7024,290.9943,321.026,-3.1465,1029.6385
3,11.25,30.72855,182.4835,-3.08484,0.7367,1.0267,3.1709,410.504,2.655316,4.299345,55.8595,449.3304,597.1031,105.3806,296.1494,326.93,-3.15075,1129.7985
3,11.75,29.5639,214.121,-2.61719,0.737118,0.6584499,2.832,409.0775,2.572107,4.26725,53.8513,512.145,664.5052,114.0569,296.1136,324.8694,-3.158,1162.9905
3,12.25,32.8477,205.846,-2.84864,0.766198,1.5408,2.885395,410.0915,2.788257,4.25148,52.3134,517.9128,672.126,111.8368,300.3885,327.8714,-3.16975,1198.703
3,12.75,30.5028,210.0605,-3.362335,0.731062,1.1137,2.9762,411.242,2.749074,4.116,50.0435,472.1396,606.6751,105.8027,297.9974,325.7789,-2.593,1093.025
3,13.25,30.27435,190.9805,-3.00424,0.7601575,1.7864,2.93437,411.843,3.216708,4.23362,48.9109,456.2744,597.9069,95.09482,301.3849,331.079,-2.92325,907.21055
3,13.75,25.5649,174.967,-2.917395,0.7349685,1.3453,2.93401,412.149,3.004348,4.14087,47.58809,410.5072,529.4709,86.41496,298.7908,327.3391,-3.03175,613.9354
3,14.25,23.0781,153.838,-2.26778,0.748571,2.0991,3.1534,412.145,3.185962,4.174735,47.2707,297.3925,395.1324,64.59145,300.8347,329.1886,-3.0755,404.4321
3,14.75,24.2762,127.4505,-2.100765,0.7553595,1.4297,3.310655,412.579,2.988362,3.92904,46.41208,232.3692,318.8923,55.65873,300.4286,325.3841,-3.10625,241.791
3,15.25,22.2695,92.52585,-2.075895,0.69075,2.2372,3.064255,412.983,3.200524,3.97789,47.769,180.488,254.8158,46.57587,302.5313,327.5976,-3.148,358.58635
3,15.75,19.98545,74.8087,-1.92799,0.658016,1.211858,2.944635,412.922,2.981802,3.98773,47.1661,139.1932,203.4239,35.18496,299.049,323.4981,-3.168,307.3019
3,16.25,16.0447,36.746,-1.36362,0.646381,1.7967,2.55762,412.335,3.228534,4.08168,49.5926,82.93802,133.7862,22.05321,299.1866,325.0717,-3.18825,232.63255
3,16.75,12.2606,9.02305,-1.44553,0.594158,1.0648,2.63541,412.589,2.788532,4.13111,51.932,31.86835,66.77024,12.86573,297.0871,320.0881,-3.1725,110.18125
3,17.25,11.5256,-19.3307,-0.745515,0.564276,1.081,2.8228,414.016,2.743721,4.36457,53.5541,-10.54768,15.29093,3.981056,296.9509,320.2822,-3.17925,32.828495
3,17.75,7.57427,-24.6562,-0.441927,0.4645815,0.1278,2.68902,415.5235,2.367537,4.316185,55.1027,-26.25541,0.5603549,1.907606,290.9365,316.2111,-3.17975,2.739159
3,18.25,8.232395,-33.07625,-0.216127,0.406806,0.5589,2.62795,416.151,2.364301,4.45437,58.0619,-34.80495,-2.527612,1.197386,292.1103,316.5788,-3.1835,0.04150455
3,18.75,9.48918,-37.06945,-0.202304,0.487487,-0.1584,2.80785,416.707,2.014252,4.45141,59.7577,-31.69921,-2.204862,1.177647,286.659,313.6197,-2.705,0
3,19.25,10.0351,-34.37975,0.0386405,0.472,0.1722,2.91005,417.06,1.924148,4.559345,61.6608,-32.59193,-2.337867,1.110275,291.0491,315.1845,-2.95525,0
3,19.75,11.48025,-33.72775,0.0437469,0.400523,-0.727,2.94961,416.857,1.870059,4.603,62.1702,-31.77188,-2.323508,1.225704,288.6812,312.0836,-3.0555,0
3,20.25,7.7957,-35.1811,-0.0781576,0.445817,-0.0308,2.65918,416.172,1.780472,4.66508,63.591,-31.06146,-2.238589,1.120921,289.6292,314.6075,-3.0865,0
3,20.75,10.4919,-38.9943,0.0149857,0.417903,-0.9040999,2.71958,416.5195,1.606248,4.73239,63.37,-31.84188,-2.343261,1.186159,286.9767,311.111,-3.11825,0
3,21.25,8.610085,-36.60775,0.06029115,0.435855,-0.372,2.603805,417.076,1.71058,4.74569,64.2628,-31.30178,-2.337786,1.081277,288.2045,312.6446,-3.13275,0
3,21.75,9.33162,-38.5044,-0.120505,0.419324,-1.0321,2.78139,416.973,1.596361,4.69302,64.5091,-28.41064,-1.950549,1.092865,284.9318,309.2868,-3.1355,2.9802325e-09
3,22.25,8.09551,-34.43605,0.0465611,0.3917605,-0.8709999,2.7344,416.5965,1.605428,4.6552,65.7881,-31.77393,-2.171123,1.166293,285.5268,310.6072,-3.139,0
3,22.75,7.296035,-39.7484,0.05739135,0.41333,-1.392,2.74835,417.1685,1.565017,4.66748,65.8697,-25.82851,-1.901839,1.124769,284.2115,307.2485,-3.147,0
3,23.25,7.19678,-39.9557,-0.09186215,0.4020315,-1.1794,2.854565,417.001,1.548608,4.75047,68.5682,-29.85839,-2.338403,1.067423,287.7334,309.7217,-3.1505,0
3,23.75,7.3907,-36.0003,-0.0106596,0.39628,-1.7725625,2.845165,417.294,1.384573,4.92528,69.33805,-25.9167,-1.9589695,1.0776045,282.59405,307.33775,-3.152,0
