DOY2,HR2,USTAR,TA_1_2_1,WS,NEE,FC,SC,H,LE,RH,PA,CO2_1_1_1,CO2_1_2_1,VPD,NETRAD,PPFD_IN,H2O_1_2_1
2,2.5,0.2225,23.346,2.087,8.513,7.157,1.547,-9.086,0.4625,94.35,97.716,396.487,398.897,1.695,-18.9905,0,28.085
2,3.5,0.242,23.175,1.9935,9.2215,7.148,1.533,-9.0825,0.94,95.3,97.713,397.42,401.7505,1.4,-17.9475,0,27.828
2,4.5,0.252,23.023,2.002,8.401,7.888,0.5175,-9.2025,0.375,95.95,97.732,398.44,402.844,1.18,-15.829,0,27.619
2,5.5,0.268,22.902,2.0925,8.162,7.956,0.338,-10.287,-0.252,96.2,97.779,401.3735,404.8605,1.08,-12.659,0,27.458
2,6.5,0.302,22.935,2.0245,3.8685,6.8265,-2.885,-5.044,4.0525,96.2,97.834,402.137,403.974,1.1,26.362,109.664,27.619
2,7.5,0.386,23.375,2.1225,-3.5875,2.647,-6.377,14.4545,41.603,96.1,97.916,393.834,395.417,1.14,110.802,364.938,27.989
2,8.5,0.482,24.224,2.246,-14.0265,-8.039,-5.454,37.5595,130.0615,92.5005,98.002,388.812,387.735,2.355,218.2785,650.585,28.528
2,9.5,0.517,25.321,2.356,-16.146,-12.178,-3.6615,58.158,173.6115,87.1,98.033,380.5605,381.272,4.295,327.4185,863.755,28.584
2,10.5,0.5005,26.012,2.2555,-17.6655,-15.1555,-2.226,64.401,211.9995,82.75,98.014,376.6485,377.0605,5.97,368.95,1039.952,28.6165
2,11.5,0.4775,26.488,2.169,-17.679,-16.422,-0.874,68.3,228.0895,80.301,97.9575,373.5785,374.392,7.03,402.202,1145.615,28.6725
2,12.5,0.455,26.894,2.101,-16.797,-15.973,-0.6755,75.4455,238.414,78.5505,97.8535,373.282,374.144,7.835,412.107,1174.885,28.906
2,13.5,0.4405,26.919,2.016,-13.063,-13.211,0.1525,67.94,225.6225,78.4,97.727,372.84,373.687,7.875,407.162,1132.123,29.228
2,14.5,0.371,26.839,1.7995,-9.459,-9.648,0.3545,47.9125,178.9595,78.85,97.615,372.854,374.077,7.655,293.37,904.5975,29.614
2,15.5,0.3655,27.001,1.789,-4.987,-5.986,1.1295,30.3095,135.622,79.5,97.543,373.454,374.324,7.49,208.584,684.1235,29.4455
2,16.5,0.291,26.682,1.634,0.122,-1.8345,2.0535,7.846,74.153,80.7,97.5205,374.077,375.0705,6.935,95.9345,378.392,29.389
2,17.5,0.186,26.2205,1.527,5.606,0.383,4.597,-2.5975,19.072,82.4,97.548,375.9035,377.114,6.175,0,87.5155,29.308
2,18.5,0.125,25.554,1.58,7.536,1.616,4.974,-4.355,3.3275,85.2,97.608,379.657,382.5685,4.995,-31.222,0,29.437
2,19.5,0.141,25.276,1.825,7.056,3.075,3.524,-4.5515,3.481,86.85,97.682,382.3185,387.0655,4.42,-28.875,0,29.131
2,20.5,0.163,25.1305,1.957,6.8185,4.2325,2.327,-6.878,3.2555,88.25,97.773,387.93,390.86,3.88,-24.98,0,28.89
2,21.5,0.1855,24.67,2.0775,7.578,5.643,1.862,-9.136,2.995,89.4,97.832,387.747,390.924,3.375,-22.006,0,28.737
2,22.5,0.187,24.317,2.1305,8.068,5.844,2.0275,-9.3165,3.308,90.6,97.8645,389.487,392.752,2.935,-23.925,0,28.616
2,23.5,0.205,24.058,2.108,8.06,6.356,1.263,-9.262,1.2835,92,97.8385,391.065,395.204,2.435,-18.985,0,28.4555
3,0.5,0.2085,23.8215,2.097,7.305,5.568,1.423,-8.9455,0.6605,93.2505,97.797,391.33,395.8,2.05,-19.249,0,28.134
3,1.5,0.209,23.586,2.116,7.616,6.167,1.336,-9.361,0.463,94.2,97.735,392.944,396.51,1.72,-17.631,0,28.021
3,2.5,0.216,23.399,2.062,8.103,6.366,1.566,-10.283,0.0525,94.7,97.7075,395.58,398.77,1.58,-17.302,0,27.844
3,3.5,0.2325,23.316,2.1025,8.551,6.9025,1.5785,-9.726,-0.19,95.4,97.7015,396.607,401.587,1.345,-15.727,0,27.796
3,4.5,0.2465,23.189,2.0245,9.0055,7.907,1.338,-10.423,-0.044,96.1,97.722,400.597,403.227,1.13,-15.012,0,27.763
3,5.5,0.237,23.156,2.084,8.08,7.197,0.888,-10.267,-0.217,96.2,97.774,403.037,405.9285,1.1,-10.438,2.5265,27.699
3,6.5,0.299,23.272,2.0025,3.5955,7.2165,-3.657,-3.4255,5.9665,96.1,97.833,404.147,406.562,1.125,36.3865,154.954,27.876
3,7.5,0.399,23.8375,2.075,-4.94,3.768,-7.961,14.8505,53.6365,96.2,97.9235,398.1385,399.3635,1.12,139.708,462.9265,28.472
3,8.5,0.484,24.7165,2.202,-16.5975,-9.431,-6.6025,39.6865,150.824,92.3505,97.993,389.957,389.4575,2.45,269.7375,739.37,28.97
3,9.5,0.514,25.784,2.2725,-17.621,-12.8405,-4.187,65.7495,197.409,86.65,98.038,382.1255,382.6555,4.45,385.2125,1028.686,28.834
3,10.5,0.49,26.457,2.2205,-18.4795,-15.154,-2.245,74.5905,236.1355,83.15,98.02,376.2035,377.0005,5.815,434.691,1172.5,28.721
3,11.5,0.4725,26.902,2.2,-17.93,-17.332,-0.8465,82.21,255.9725,81.75,97.938,373.887,374.604,6.535,506.443,1310.738,28.713
3,12.5,0.4525,26.948,2.118,-15.574,-14.764,-0.4175,76.3435,246.8315,81.25,97.838,373.14,374.04,6.665,423.976,1154.232,28.906
3,13.5,0.4215,26.919,1.921,-12.853,-12.229,-0.0465,67.652,224.683,82,97.711,372.464,373.274,6.35,419.375,1111.925,29.019
3,14.5,0.369,26.8825,1.7765,-9.33,-9.7585,0.273,50.7315,188.7925,82.25,97.6,372.58,372.99,6.285,326.781,903.872,29.276
3,15.5,0.3015,26.684,1.6295,-4.473,-5.167,0.9925,25.6785,127.6835,83.45,97.536,372.732,373.779,5.815,180.199,574.0905,29.405
3,16.5,0.2405,26.404,1.544,0.9625,-1.3685,2.077,4.3495,61.7855,84.6,97.536,373.764,374.947,5.365,82.916,267.925,29.373
3,17.5,0.149,25.8445,1.5105,6.193,0.724,4.703,-3.39,10.93,86.1,97.566,376.194,378.007,4.635,-8.831,28.46,29.051
3,18.5,0.134,25.36,1.6745,7.202,2.093,4.6835,-4.891,3.2715,87.5,97.6295,380.09,383.197,4.17,-30.406,0,28.97
3,19.5,0.14,25.042,1.882,7.089,2.853,3.569,-6.7895,3.1435,88.7,97.71,383.374,387.167,3.635,-28.8175,0,28.898
3,20.5,0.156,24.726,1.9575,6.883,4.631,2.0355,-9.1155,1.666,89.65,97.777,387.27,390.31,3.185,-25.637,0,28.753
3,21.5,0.167,24.6235,2.012,7.0055,4.8095,2.403,-9.1325,2.1585,90.6505,97.838,386.434,390.444,2.915,-25.017,0,28.608
3,22.5,0.164,24.2855,2.036,7.066,4.854,1.9885,-9.0725,1.9145,91.3,97.8815,388.44,392.757,2.7,-22.456,0,28.391
3,23.5,0.201,24.123,2.084,8.06,6.0785,1.624,-9.842,1.0345,92.0505,97.8635,389.597,393.537,2.39,-21.184,0,28.423
4,0.5,0.189,24.127,2.0195,6.631,5.479,0.6695,-9.106,0.198,93.601,97.828,389.44,394.014,2,-20.694,0,28.423
4,1.5,0.2125,23.837,2.034,7.024,6.365,1.1965,-9.109,0.528,94.3,97.781,391.01,393.547,1.72,-18.515,0,28.367
4,2.5,0.208,23.632,2.0265,7.705,6.731,0.924,-9.186,0.308,94.8,97.737,394.337,397.2445,1.535,-19.214,0,28.238
4,3.5,0.21,23.5,1.955,8.031,7.3675,1.188,-9.122,0.3525,95.3,97.7295,395.582,399.035,1.38,-19.209,0,28.021
4,4.5,0.2185,23.356,1.975,8.037,6.775,0.922,-9.2005,-0.1985,95.8,97.763,397.947,402.212,1.23,-18.275,0,27.812
4,5.5,0.212,23.263,1.88,8.077,6.664,0.832,-9.1075,-0.3025,96,97.8055,399.287,405.134,1.13,-12.634,5.478,27.731
4,6.5,0.2755,23.373,1.915,2.779,6.626,-3.599,-3.055,6.542,96,97.888,400.294,402.797,1.13,39.603,138.154,27.86
4,7.5,0.381,24.002,2.005,-4.788,2.68,-7.042,20.062,58.875,95.9,97.9665,394.81,395.914,1.195,164.19,454.609,28.504
4,8.5,0.467,25.042,2.1995,-15.526,-8.791,-6.4805,52.8465,164.624,92.3505,98.0375,387.402,387.04,2.49,303.074,795.529,29.099
4,9.5,0.491,26.069,2.195,-16.927,-12.5645,-3.7945,71.8445,202.6835,86.1,98.0715,378.96,379.484,4.685,405.851,1046.195,29.011
4,10.5,0.453,26.916,1.992,-17.206,-14.909,-2.212,82.9265,238.155,82.65,98.044,375.087,375.4605,6.105,473.929,1234.9125,28.858
4,11.5,0.4515,27.0555,1.963,-16.091,-14.753,-0.7535,80.527,258.476,81,97.981,372.474,373.86,6.89,452.571,1183.375,28.97
4,12.5,0.4295,26.948,1.883,-12.841,-12.728,-0.676,77.9295,242.0975,81.3,97.8645,371.817,372.49,6.695,424.095,1156.951,29.067
4,13.5,0.3895,26.729,1.775,-10.838,-10.809,-0.169,63.7365,209.61,82.75,97.744,371.47,371.824,6.025,360.17,974.675,29.494
4,14.5,0.3545,26.6175,1.6415,-7.619,-7.432,0.096,42.789,159.113,84.65,97.6435,371.5385,371.9845,5.405,257.6075,777.0465,29.598
4,15.5,0.259,26.219,1.526,-3.077,-4.084,1.287,20.713,99.3525,85.65,97.59,370.532,371.11,4.995,151.282,502.667,29.679
4,16.5,0.205,26.141,1.3395,1.6265,-0.831,2.2605,2.369,48.747,86.9,97.584,371.4805,372.562,4.555,62.6425,257.844,29.759
4,17.5,0.128,25.844,1.383,6.0625,0.8485,4.7955,-2.747,9.0275,88.15,97.606,373.834,375.617,3.935,-14.381,24.656,29.735
4,18.5,0.1195,25.267,1.556,6.794,2.149,4.272,-4.431,2.5805,89.75,97.664,377.562,381.337,3.365,-25.93,0,29.413
4,19.5,0.1405,24.986,1.809,7.6035,3.3855,3.425,-6.8245,3.1685,90.5,97.748,380.2705,384.447,3.065,-25.695,0,29.308
4,20.5,0.165,24.826,1.928,6.699,4.718,2.2465,-8.465,2.0225,91.101,97.835,384.66,388.66,2.855,-25.272,0,29.091
4,21.5,0.1555,24.6425,1.9575,6.77,4.648,1.99,-8.417,1.9025,91.601,97.907,385.214,389.752,2.6,-23.193,0,28.793
4,22.5,0.158,24.5115,1.9685,6.412,4.23,2.162,-8.1195,0.594,91.75,97.938,386.7135,391.677,2.525,-22.1085,0,28.616
4,23.5,0.178,24.288,1.986,6.7815,4.622,1.724,-8.51,0.145,92.601,97.903,387.7705,392.957,2.305,-21.6195,0,28.665
5,0.5,0.154,24.522,1.9785,6.296,3.841,1.6825,-7.982,0.858,93.301,97.847,386.31,390.797,2.085,-24.4865,0,29.067
5,1.5,0.148,24.3265,1.982,6.347,3.803,1.298,-7.93,0.132,93.8,97.801,388.344,392.767,1.83,-22.0915,0,28.914
5,2.5,0.185,24.1225,1.9545,7.3275,5.7305,1.288,-7.965,0.0205,94.6,97.767,390.79,395.15,1.62,-21.7985,0,28.8015
5,3.5,0.187,23.857,1.981,7.5925,4.992,1.957,-9.065,-0.011,95.2,97.76,393.157,396.547,1.46,-19.5345,0,28.576
5,4.5,0.189,23.688,1.9595,7.056,5.911,0.994,-9.0135,0.1885,95.7,97.79,394.82,398.507,1.275,-19.1865,0,28.423
5,5.5,0.202,23.578,1.965,7.233,5.811,0.38,-9.8065,-0.344,96.2,97.847,397.364,400.25,1.1,-10.981,5.358,28.295
5,6.5,0.27,23.74,1.907,1.7165,6.5365,-4.984,-3.41,7.2235,96.05,97.928,397.49,400.474,1.15,50.9905,178.21,28.552
5,7.5,0.366,24.318,1.931,-4.7775,3.2595,-8.345,19.516,58.0525,95.6,98.004,394.644,394.91,1.3,175.0965,538.874,29.18
5,8.5,0.4425,25.3465,2.09,-13.079,-5.648,-6.5385,50.468,149.244,92.301,98.046,389.427,388.315,2.47,315.5985,820.353,29.711
5,9.5,0.475,26.3055,2.083,-14.886,-10.122,-4.333,73.2455,188.949,87.45,98.058,382.5135,383.0605,4.27,384.981,1008.619,29.727
5,10.5,0.47,27.017,2.099,-16.5765,-13.459,-2.479,81.5455,218.507,84.25,98.035,376.352,377.53,5.605,447.77,1191.846,29.614
5,11.5,0.4665,27.338,1.994,-15.057,-13.916,-1.0955,81.755,236.416,81.85,97.967,373.484,374.197,6.555,459.0435,1225.393,29.663
5,12.5,0.451,27.404,1.924,-14.3605,-13.5105,-0.843,73.991,231.1395,81.65,97.845,372.624,373.684,6.645,441.713,1194.257,29.727
5,13.5,0.414,27.443,1.868,-10.6335,-10.313,-0.016,60.838,208.5135,81.9,97.727,371.797,372.75,6.495,410.6925,1106.079,29.7915
5,14.5,0.344,27.103,1.748,-7.489,-7.4645,0.26,45.3725,159.0265,84.2,97.6405,371.607,371.865,5.585,288.994,828.094,29.944
5,15.5,0.3055,27.058,1.631,-3.2455,-4.3525,1.39,22.8365,122.607,84.45,97.593,370.987,371.644,5.51,186.595,565.3,30.3065
5,16.5,0.2285,26.743,1.413,2.463,-0.587,2.903,2.005,51.935,87.2,97.591,372.027,372.764,4.355,57.358,231.943,30.451
5,17.5,0.1205,25.999,1.393,6.6525,0.901,5.3135,-3.3185,8.7225,89.25,97.6375,375.027,377.107,3.735,-19.122,21.345,30.322
5,18.5,0.112,25.6555,1.608,6.8575,1.605,4.225,-4.5015,3.04,89.95,97.707,378.684,382.337,3.23,-28.782,0,30.049
5,19.5,0.137,25.406,1.7755,6.602,2.556,3.4795,-5.7975,3.0775,90.4,97.7805,381.01,384.914,3.14,-28.379,0,29.824
5,20.5,0.1395,25.162,1.902,6.5245,3.576,2.743,-6.8575,3.0765,91.3,97.864,384.2,388.08,2.805,-26.488,0,29.502
5,21.5,0.142,24.993,1.932,5.8385,3.3185,2.215,-7.9855,2.025,91.2,97.927,384.817,388.967,2.76,-26.13,0,29.236
5,22.5,0.147,24.866,2.006,6.234,3.729,1.8175,-8.4715,1.854,91.5,97.941,385.47,390.254,2.71,-25.858,0,29.115
5,23.5,0.164,24.744,2.064,6.78,4.047,2.443,-8.279,0.5495,92.601,97.915,385.344,389.617,2.345,-24.212,0,29.083
6,0.5,0.1405,24.651,2.072,5.5625,2.9665,1.83,-8.942,0.9835,92.101,98.021,383.9605,387.575,2.42,-28.525,0,28.423
6,1.5,0.1395,24.502,2.015,5.1325,2.662,1.404,-7.949,0.814,92.601,97.967,384.862,388.627,2.205,-26.893,0,28.407
6,2.5,0.137,24.299,2.016,5.1535,2.831,1.6815,-8.2705,0.2635,93.85,97.938,385.8155,389.2385,1.88,-25.556,0,28.359
6,3.5,0.144,24.0195,2.07,5.8885,3.3025,1.883,-8.1565,0.132,94.6,97.9345,386.467,390.4055,1.64,-25.489,0,28.134
6,4.5,0.1505,23.776,2.0825,5.69,3.9305,0.883,-9.338,-0.055,95,97.9625,387.3035,391.9955,1.5,-24.986,0,28.029
6,5.5,0.1685,23.577,2.084,6.1215,4.1655,0.4335,-10.3215,-0.1025,95.4,98.0005,389.6355,393.7485,1.35,-19.37,1.8055,27.94
6,6.5,0.2305,23.724,1.948,1.165,5.8445,-4.675,-6.8475,6.5595,95.6,98.0505,391.77,395.397,1.295,37.82,167.921,28.1175
6,7.5,0.3615,24.553,1.926,-3.2945,5.799,-8.251,19.959,64.849,94.35,98.117,391.417,393.974,1.745,192.658,573.329,28.777
6,8.5,0.476,25.601,2.197,-11.432,-4.004,-7.3145,62.1495,176.6105,89.7,98.161,387.33,386.895,3.315,341.676,899.7955,29.083
6,9.5,0.521,26.481,2.2955,-13.092,-8.918,-4.372,90.5785,223.421,85.3,98.1775,383.525,384.294,5.1,434.315,1144.653,29.027
6,10.5,0.5315,27.253,2.175,-15.4515,-12.2575,-2.397,101.6565,257.963,81.2,98.1545,379.7535,380.547,6.775,480.3045,1249.367,28.777
6,11.5,0.55,27.738,2.234,-14.648,-13.087,-1.37,94.347,277.0825,78,98.0915,376.567,377.2235,8.11,519.9465,1342.432,28.641
6,12.5,0.5265,28.087,2.191,-13.012,-11.781,-1.122,93.4595,275.9405,75.6,98.01,374.727,375.854,9.245,484.6615,1269.2585,28.343
6,13.5,0.463,28.1535,2.0545,-10.392,-10.504,0.005,72.989,249.5775,76.1,97.903,374.779,375.61,9.075,438.91,1120.97,28.23
6,14.5,0.397,28.0695,1.841,-6.377,-6.576,0.197,49.353,184.432,77,97.824,374.46,375.015,8.58,338.53,931.359,28.423
6,15.5,0.3385,27.7345,1.66,-2.685,-4.061,1.3295,25.696,128.591,78.4005,97.78,373.64,374.14,8.135,193.563,566.14,28.938
6,16.5,0.238,27.0485,1.45,2.0235,-0.6215,2.2775,2.2995,53.789,81.7,97.79,373.66,375.07,6.635,61.32,247.719,29.26
6,17.5,0.122,26.368,1.3945,6.23,0.883,4.394,-3.416,10.181,85.8,97.81,376.344,378.11,4.885,-18.069,21.549,29.22
6,18.5,0.106,25.788,1.642,6.672,1.3985,4.199,-4.5225,3.7165,87.1,97.872,379.524,383.254,4.245,-31.516,0,28.954
6,19.5,0.1285,25.528,1.869,5.756,1.852,3.334,-5.679,3.1205,88.2,97.941,381.334,385.874,3.82,-30.757,0,28.906
6,20.5,0.124,25.338,2.023,5.435,2.476,2.336,-7.954,2.616,89.8,98.009,383.2085,386.4675,3.305,-29.067,0,28.97
6,21.5,0.139,25.1055,1.9905,5.4765,2.5055,1.986,-10.0535,2.2945,90.101,98.056,383.0785,387.3985,3.18,-28.767,0,28.737
6,22.5,0.131,24.9125,2.058,5.385,2.9525,1.988,-9.1575,2.239,90.601,98.07,382.8335,387.3385,2.985,-28.477,0,28.777
6,23.5,0.137,24.8545,2.088,5.175,3.165,2.3185,-10.183,0.938,91.0505,98.062,383.179,386.7635,2.81,-28.841,0,28.52
7,0.5,0.152,25.023,2.149,4.739,2.573,1.711,-10.314,1.6275,89.6505,97.989,382.754,385.804,3.29,-30.848,0,28.077
7,1.5,0.136,24.818,2.136,4.4145,2.1825,1.763,-9.098,1.52,90.7,97.9445,383.164,385.99,2.92,-30.201,0,28.077
7,2.5,0.137,24.67,2.136,4.4915,2.0585,1.3735,-9.105,0.835,90.9,97.919,384.627,387.514,2.78,-28.87,0,27.739
7,3.5,0.146,24.342,2.16,4.2385,2.289,1.49,-9.1955,1.487,92.101,97.9165,384.167,388.11,2.43,-28.329,0,27.6105
7,4.5,0.147,24.103,2.123,4.417,2.561,1.16,-10.666,0.7285,93.0505,97.931,385.507,389.714,2.1,-29.17,0,27.409
7,5.5,0.151,23.8285,2.153,5.174,2.715,0.445,-12.036,0.026,93.85,97.97,386.387,391.797,1.765,-25.072,0.878,27.152
7,6.5,0.226,23.985,2.08,1.131,5.042,-4.56,-9.2575,7.656,93.2,98.027,389.48,392.824,2.04,43.005,173.9565,27.345
7,7.5,0.34,24.845,1.898,-4.1205,5.489,-9.482,15.9005,64.0955,91.5,98.081,390.157,391.424,2.655,189.697,625.582,27.908
7,8.5,0.4735,25.897,2.138,-9.998,-2.416,-7.655,61.1475,184.811,86.95,98.128,387.764,388.04,4.375,363.3765,958.159,28.23
7,9.5,0.53,26.839,2.2065,-11.482,-7.418,-4.002,92.314,231.864,81.7,98.1455,384.0955,385.3235,6.45,485.402,1316.77,28.23
7,10.5,0.547,27.6205,2.17,-14.147,-11.042,-2.809,107.372,266.2965,77.6505,98.127,381.667,382.5185,8.41,530.4205,1359.578,28.021
7,11.5,0.5285,28.073,2.07,-13.923,-12.103,-1.338,107.6175,294.842,74.55,98.07,377.687,378.3585,9.81,551.027,1454.718,27.554
7,12.5,0.5175,28.544,2.0265,-12.51,-10.881,-0.958,97.097,277.612,72,97.9875,375.69,376.364,10.965,530.673,1365.816,27.152
7,13.5,0.466,28.8365,1.9775,-9.809,-9.512,-0.314,82.866,254.743,71.4,97.8905,374.5285,375.612,11.39,475.375,1257.333,27.087
7,14.5,0.4345,28.78,1.8555,-6.567,-6.975,0.268,61.4275,198.723,73.2,97.7935,374.687,375.08,10.645,363.595,1026.267,27.442
7,15.5,0.375,28.32,1.673,-3.206,-4.015,1.1575,34.3615,140.056,75.05,97.753,374.237,375.084,9.73,235.042,728.1165,27.812
7,16.5,0.26,27.86,1.583,1.623,-0.8285,2.36,7.88,66.32,77.6,97.752,374.384,375.554,8.665,88.175,318.524,28.077
7,17.5,0.131,27.211,1.428,5.744,0.305,4.659,-2.451,11.693,80.5,97.7755,375.1285,376.7485,7.08,-12.593,41.227,28.455
7,18.5,0.096,26.433,1.6125,6.128,0.71,4.8065,-3.15,2.767,83,97.828,378.0055,380.8655,5.935,-31.723,0,28.359
7,19.5,0.114,25.972,1.909,5.445,1.844,3.379,-5.1775,2.9235,85.05,97.8915,380.9435,383.555,4.98,-31.3815,0,28.214
7,20.5,0.13,25.759,2.058,5.3515,2.1095,2.694,-7.018,1.605,86.5,97.96,383.38,386.1,4.42,-30.2225,0,28.423
7,21.5,0.1195,25.473,2.045,4.7025,2.1305,2.0795,-7.782,1.518,87.3,98.014,382.87,386.414,4.13,-30.7285,0,28.23
7,22.5,0.136,25.373,2.1325,5.1305,2.6045,1.847,-9.986,1.869,88.15,98.032,382.53,386.344,3.82,-29.681,0,28.166
7,23.5,0.145,25.228,2.198,5.3345,2.9805,2.031,-10.265,2.0255,89.1,98.029,382.56,385.98,3.51,-29.413,0,28.214
8,0.5,0.168,25.439,2.28,5.11,3.157,1.778,-12.3075,3.0955,88.3,97.926,382.424,386.404,3.76,-33.666,0,28.359
8,1.5,0.177,25.1905,2.218,5.378,3.365,1.725,-11.505,3.388,89.75,97.876,383.564,386.48,3.25,-33.708,0,28.101
8,2.5,0.174,24.93,2.234,5.475,3.0315,1.213,-11.2115,3.276,90.3,97.853,386.004,388.32,2.98,-32.662,0,27.78
8,3.5,0.166,24.6925,2.277,5.769,3.3,1.6445,-12.4825,3.433,90.95,97.8675,385.974,389.007,2.815,-32.692,0,27.908
8,4.5,0.1645,24.4305,2.272,5.456,3.421,1.168,-14.8565,2.1555,91.8,97.8925,387.927,390.85,2.48,-32.1945,0,27.635
8,5.5,0.1885,24.151,2.312,5.56,4.342,0.5705,-18.221,0.922,92.5,97.9365,390.2305,393.4635,2.245,-28.099,8.037,27.586
8,6.5,0.256,24.299,2.151,0.564,5.4565,-5.194,-10.3895,10.412,92.3505,97.9915,393.037,395.864,2.325,56.222,233.906,27.635
8,7.5,0.4,25.303,2.162,-4.7995,4.383,-8.696,18.2885,68.281,90.7,98.057,392.884,393.72,2.97,229.672,665.894,28.729
8,8.5,0.543,26.308,2.631,-11.461,-4.358,-7.158,64.4215,188.0095,86.05,98.105,390.347,390.04,4.79,368.718,1031.529,29.357
8,9.5,0.567,27.366,2.547,-13.461,-8.785,-4.88,95.4365,248.4965,80.5505,98.1265,385.11,385.9,7.12,495.38,1324.132,29.164
8,10.5,0.541,28.1855,2.1885,-15.642,-12.2565,-2.814,114.0735,300.4075,75.3,98.095,378.727,379.6755,9.47,581.8035,1505.462,28.584
8,11.5,0.503,28.849,1.964,-14.532,-13.7515,-0.5185,114.7155,322.396,71.85,98.028,373.85,374.6175,11.275,596.69,1540.041,28.222
8,12.5,0.4855,29.406,1.93,-13.175,-12.123,-0.646,105.311,318.2155,69.3,97.932,372.927,374.137,12.74,588.8795,1546.149,27.876
8,13.5,0.459,29.675,1.966,-10.481,-10.419,-0.224,89.4055,296.8825,68.7,97.823,372.727,373.694,13.145,506.809,1331.5295,27.763
8,14.5,0.413,29.699,1.861,-6.625,-7.09,0.132,70.3675,226.7665,69.25,97.7575,372.9705,373.476,12.785,397.4975,1064.821,27.981
8,15.5,0.3625,29.249,1.8215,-3.247,-4.402,1.221,42.246,166.0685,71.4,97.707,371.889,372.764,11.485,251.531,747.04,28.343
