DOY2,HR2,CO2_1_3_1,CO2_1_4_1,G_1_1_1,USTAR,FC,LE,SLE,H,SH,NEE,NETRAD_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN_1_1_1,PPFD_OUT,PPFD_DIF,TA_1_1_1,RH_1_1_1,WS,PA,TS_1_1_1,TS_1_2_1,VPD
2,10.75,382.9995,349.1125,-5.692,0.124325,-0.4585,-4.957575,-4.47235,-21.4719,-4.739075,-0.593625,31.82475,46.118,8.5975,137.919,207.173,85.556,14.779,94.35,-27.2761,53.5556,0.3268,93.582375,-7.6494,-6.7436,0.16
2,11.25,382.82225,349.2125,-5.601125,0.1545,-0.3438,-3.474875,-3.27775,-6.1535,-3.38275,-0.724725,39.57575,55.05,10.172,138.8855,211.583,112.579,17.3335,101.39,-26.61995,49.703825,0.412,93.609575,-7.6574,-6.757,0.16
2,11.75,382.70625,346.32,-5.5858,0.176,-0.4354,-2.5222,-4.7895,4.783875,0.209325,-0.7357,49.41,66.618175,12.212,139.96,216.028,133.692,20.618,107.74,-25.8864,47.4782,0.39705,93.629,-7.66915,-6.7648,0.1685
2,12.25,382.545,345.34,-5.5631,0.14105,-0.6374,-4.355575,-3.361325,9.330875,-1.091,-0.8005,53.464,71.50875,12.584,141.65125,219.4795,144.666,21.94,108.73,-25.11185,42.0504,0.3771,93.649,-7.681125,-6.779925,0.187
2,12.75,382.552,345.1,-5.48055,0.156875,-0.5333,0.00764999999999967,-2.65975,12.75625,-1.529425,-0.72725,49.4725,72.106,13.256,142.24375,222.81825,137.034,22.786,109.09,-24.2612,39.6384,0.515,93.632,-7.69105,-6.79315,0.1885
2,13.25,382.43625,344.91,-5.43315,0.09975,-0.5914,-5.2348,-2.2007,10.669975,-2.30105,-0.6907,56.085,75.4005,13.468,142.67,224.566,146.592,23.834,112.52,-23.69885,38.3536,0.512,93.607,-7.702175,-6.80365,0.1885
2,13.75,382.3595,344.74,-5.37965,0.1808,-0.547,-2.373025,-3.22725,17.411675,-4.42965,-0.6458,53.2305,66.2695,12.646,144.1,226.002,143.652,21.894,111.24,-22.8812,36.109,0.596,93.5834,-7.708575,-6.799975,0.19
2,14.25,382.27775,344.1625,-5.25135,0.14525,-0.4653,0.1181,-2.463125,15.43745,-6.773325,-0.712925,46.54,67.29,12.336,144.7215,227.576,134.0904,21.212,111.99,-22.496,34.7404,0.6935,93.5608,-7.712275,-6.81095,0.1785
2,14.75,382.20025,344,-5.156525,0.171725,-0.5886,-1.110625,-3.674775,6.5455,-7.695375,-0.84965,40.22425,59.45,10.59,144.45575,227.404,119.256,19.034,108.03,-22.3978,33.7564,0.618,93.5534,-7.7123,-6.822525,0.1885
2,15.25,382.192,347.9125,-5.061275,0.160225,-0.377625,-0.1964,-3.193625,8.0206,-9.4343,-0.46795,35.5475,52.47,9.392,145.37525,226.736,100.928,16.2675,109.06,-22.07195,33.396,0.636,93.5536,-7.704525,-6.819375,0.1885
2,15.75,381.978,343.885,-4.958225,0.192725,-0.4588,-0.16965,-2.92125,5.2147,-10.76545,-0.708425,21.67,42.982,7.722,144.17725,225.856,72.894,12.898,96.92,-22.4022,33.2696,0.711875,93.5562,-7.699225,-6.797025,0.197
2,16.25,382.101,344.04,-4.874525,0.171,-0.286425,-1.362,-2.927575,-2.6797,-11.524225,-0.5468,11.498,28.9415,5.252,143.814,224.03,52.504,9.634,80.26,-22.58715,33.447,0.82475,93.5718,-7.69225,-6.8071,0.1985
2,16.75,382.0115,348.5,-4.795175,0.147175,-0.72745,-3.3744,-3.368675,-13.2227,-14.90275,-0.4948,-30.374,20.47225,3.4,141.894,222.952,33.46,6.018,50.961,-22.8859,33.7714,0.728925,93.5864,-7.6826,-6.803,0.2
2,17.25,382.038,344.38,-4.7197,0.08855,-0.51005,-2.6215,-3.89075,-26.053,-22.4339,-0.32845,-60.94525,9.9,1.536,139.731,220.444,15.48,2.634,27.386,-23.27935,34.3042,0.765575,93.591,-7.6685,-6.7924,0.2085
2,17.75,382.3425,344.56,-4.68905,0.06655,-0.3648,-2.7408,-6.2709,-41.681775,-26.6183,-0.489,-78.2635,1.82,0.26,138.5915,217.572,3.594,0.656,9.331,-23.6426,35.3048,0.757425,93.59,-7.6625,-6.7832,0.1985
2,18.25,382.9125,344.58,-4.67625,0.037025,-0.287,-3.101,-7.36,-51.1869,-29.93,-0.417875,-86.2735,-1.11875,-0.178,137.234,214.36,0.16,0.02,4.5252,-24.09165,37.3612,0.70335,93.6122,-7.6487,-6.7761,0.18
2,18.75,383.099,344.56,-4.679625,0.045,-0.20125,-2.9048,-6.1795,-58.95,-28.353,-0.24425,-87.93825,-1.26,-0.262,136.426,211.28,-0.01,-0.01,3.7813,-24.62305,40.1966,0.623575,93.6334,-7.6329,-6.7685,0.1785
2,19.25,382.99125,345.94,-4.693275,0.042,-0.25275,-2.62405,-7.268,-49.95,-25.8204,-0.311625,-87.805,-1.3,-0.27,135.496,208.124,-0.02,-0.02,3.7265,-24.9749,42.6434,0.8278,93.6658,-7.6194,-6.7586,0.17
2,19.75,383.042,345.795,-4.718625,0.032,-0.3338,-3.24095,-6.3352,-62.251,-22.4698,-0.309875,-85.70125,-1.14375,-0.25,134.922,205.598,-0.02,-0.02,3.758,-25.3569,45.4502,0.5178,93.6584,-7.6034,-6.7599,0.1785
2,20.25,383.0255,345.49,-4.732025,0.029375,-0.218325,-2.8087,-5.734,-57.25,-21.0807,-0.22235,-84.7075,-1.14875,-0.23,134.484,203.824,-0.024,-0.02,3.7403,-25.8249,48.0662,0.662225,93.6354,-7.578425,-6.7572,0.1785
2,20.75,383.05,345.665,-4.730475,0.019125,-0.26045,-3.60935,-5.7707,-60.30295,-22.7457,-0.1706,-82.94,-1.21875,-0.224,134.252,201.79,-0.02,-0.02,3.772,-26.5857,49.7314,0.49665,93.6128,-7.557325,-6.760275,0.1785
2,21.25,383.5255,346.08,-4.710425,0.0215,-0.1397,-3.711025,-6.2833,-53.43475,-20.8042,-0.159,-82.48375,-0.97375,-0.218,133.696,201.342,-0.02,-0.02,3.7615,-27.1983,52.0356,0.635925,93.601,-7.53495,-6.764075,0.1685
2,21.75,383.5075,348.98,-4.7186,0.0181,-0.13995,-3.287725,-5.0635,-60.070975,-19.0944,-0.3855,-81.185,-0.885,-0.21,133.478,200.504,-0.02,-0.02,3.8023,-27.6097,51.7834,0.574875,93.612,-7.514025,-6.769075,0.1585
2,22.25,383.67475,349.26,-4.76575,0.0212,-0.2102,-3.47555,-5.2339,-61.1192,-20.3776,-0.287925,-80.66125,-0.715,-0.218,132.916,197.736,-0.02,-0.02,3.7895,-27.82665,54.5484,0.60085,93.6004,-7.49945,-6.765875,0.15
2,22.75,383.8625,346.16,-4.817925,0.0172,-0.271275,-4.3673,-5.663,-61.9365,-19.2023,-0.52225,-82.3425,-0.69375,-0.184,131.348,195.844,-0.02,-0.02,3.7893,-28.2089,54.9812,0.4786,93.6004,-7.487325,-6.767025,0.1485
2,23.25,384.0415,348.86,-4.87955,0.0151,-0.1477,-3.139425,-4.9324,-60.8324,-18.8995,-0.1912,-82.965,-0.74625,-0.16,131.33,195.19,-0.02,-0.014,3.806,-28.21875,56.7608,0.535625,93.5982,-7.47665,-6.766825,0.1385
2,23.75,384.10075,348.4925,-4.93055,0.0181,-0.16455,-3.1743,-4.3772,-60.265,-18.2611,-0.2295,-82.23,-0.87625,-0.164,131.5024,194.442,-0.02,-0.014,3.7993,-28.24505,56.4904,0.584525,93.6038,-7.462125,-6.76405,0.13
3,0.25,383.369,350.9,-3.982225,0.0138,-0.1456,-5.750075,-5.90775,-49.60395,-22.05955,-0.3909,-87.738,-1.459,-0.4135,134.6285,209.11125,-0.124749999999995,-0.0562499999999991,3.677225,-24.051525,43.431125,1.04875,93.422775,-6.6585,-6.443,0.15
3,0.75,383.369,350.9,-3.99625,0.016,-0.1456,-5.750075,-6.309875,-58.4909,-23.15645,-0.237825,-86.79,-2.15,-0.42375,134.708,207.366,-0.124249999999995,-0.0564999999999991,3.673575,-24.43085,43.764575,0.983025,93.408225,-6.655875,-6.437125,0.14
3,1.25,383.429,350.9,-4.02045,0.02095,-0.1444,-6.18155,-6.575725,-51.0219,-24.1793,-0.425825,-86.196,-1.92,-0.55025,135.25825,205.07825,-0.124499999999995,-0.047249999999999,3.6679,-24.700175,45.913125,0.80755,93.39165,-6.6535,-6.433875,0.14
