DOY2,HR2,CO2,H2O,FC,SC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_2_1_1,TS_3_1_1,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT
1,9.75,425,5.53275,-2.257,-3.277,-10.6185,12.7375,0.046,1.63325,0.37225,0.742,0.57325,0.40775,100.76325,63.3,0.454,0.7705,1.402,0.12625,8.485,8.33,7.4485,127.313,54.096,66.091,7.81175,247.81125,319.84
1,10.25,422,5.4775,-4.33,-1.379,-10.584,24.79825,4.622,1.794,0.44875,0.881,0.592,0.421,100.808,54.5875,1.64875,1.285,1.8105,0.164,8.495,8.3025,7.397,209.94575,88.345,114.3095,13.468,251.64325,323.4935
1,10.75,421,5.523,-5.229,-1.379,-10.468,38.08025,2.909,1.89,0.468,0.918,0.705,0.497,100.81275,54.5875,1.64875,1.285,2.5185,0.18475,8.495,8.3025,7.397,275.5845,129.7605,148.86525,16.258,255.19925,327.46325
1,11.25,419,5.418,-6.299,-1,-10.28325,50.72975,13.084,1.973,0.521,0.98,0.77,0.498,100.80825,46.5125,2.65225,1.71925,3.1385,0.21225,8.5125,8.32,7.43425,304.98625,150.96625,178.17025,18.975,257.87225,330.92925
1,11.75,418,5.372,-8.314,-1,-10.11775,73.384,15.664,1.8725,0.51725,0.851,0.873,0.527,100.77875,46.5125,2.65225,1.71925,3.505,0.2735,8.5125,8.32,7.43425,367.42025,177.731,199.02225,25.3775,263.137,333.3085
1,12.25,417,5.3925,-8.76,-0.438,-9.83975,93.23875,23.005,1.60775,0.4635,0.842,0.771,0.516,100.72125,42.425,3.48975,1.83975,4.2285,0.27725,8.535,8.2725,7.45325,421.65775,178.01525,194.18325,30.53275,266.53625,336.39075
1,12.75,417,5.5095,-9.231,-0.438,-9.4345,99.631,16.255,1.78475,0.512,1.033,0.771,0.54,100.672,42.425,3.48975,1.83975,4.44175,0.2785,8.535,8.2725,7.45325,369.762,219.359,193.019,30.8805,270.1005,337.53475
1,13.25,416,5.407,-8.77575,-0.322,-9.072,114.697,18.51625,2.0065,0.494,1.0775,0.863,0.5485,100.5495,38.255,4.027,2.67075,4.744,0.3,8.58,8.2975,7.47475,514.36125,231.122,270.65275,35.648,272.8985,339.253
1,13.75,413.62975,5.4245,-8.707,-0.336,-8.648,110.2785,29.3855,2.0985,0.5495,1.122,0.914,0.583,100.455,38.255,4.027,2.67075,5.0295,0.278,8.58,8.2975,7.47475,467.5505,219.238,248.1265,34.6705,278.632,341.451
1,14.25,411.312,5.3895,-8.856,0.016,-8.17475,100.67675,33.749,2.019,0.5485,1.18425,0.87475,0.58425,100.423,37.0025,4.84875,3.01225,5.6485,0.297,8.65,8.4075,7.61075,505.80225,233.553,271.28925,36.65825,280.53575,343.2385
1,14.75,410.665,5.357,-8.5665,0.016,-7.7265,112.2015,36.7585,2.062,0.533,1.1315,0.8485,0.563,100.383,37.0025,4.84875,3.01225,5.54,0.2665,8.65,8.4075,7.61075,386.36875,196.074,237.40525,30.3205,280.4515,343.034
1,15.25,410.12225,5.3885,-8.523,-0.301,-7.4255,76.307,32.77625,1.9285,0.525,1.03525,0.8255,0.53025,100.3935,33.49,4.79625,3.18725,5.771,0.241,8.69,8.3675,7.73425,380.31725,183.4785,198.18925,27.5555,277.5355,345.2625
1,15.75,410.016,5.3925,-7.46375,-0.274,-7.1185,66.9715,32.56,1.973,0.491,1.02625,0.78925,0.532,100.4245,33.49,4.79625,3.18725,5.981,0.1875,8.69,8.3675,7.73425,383.5365,172.555,207.2725,31.3015,277.274,344.6265
1,16.25,410,5.5665,-6.31825,-0.034,-6.739,45.8045,30.86475,1.8555,0.5085,0.9995,0.84575,0.53025,100.434,35.81,4.6975,3.1745,6.0415,0.164,8.7925,8.445,7.81325,322.9365,133.0645,181.13925,22.601,274.5875,344.8675
1,16.75,410,5.5035,-5.03,-0.041,-6.362,13.0525,24.67025,1.813,0.4745,0.92275,0.722,0.483,100.4415,35.81,4.6975,3.1745,5.9825,0.1145,8.7925,8.445,7.81325,185.8175,64.2165,100.27025,12.784,276.401,343.0665
1,17.25,410.25,5.71825,-3.47025,0.15,-6.0785,-4.315,18.12725,1.8475,0.4475,0.8965,0.67025,0.4515,100.453,38.55,4.19825,2.48,5.82,0.1015,8.85,8.5575,7.90175,103.4635,27.77,53.1205,7.5455,276.0335,340.4755
1,17.75,411.25,5.69625,-2.19025,0.15,-6.0465,-18.618,9.661,1.558,0.3565,0.71725,0.514,0.35575,100.481,38.55,4.19825,2.48,5.6225,0.1245,8.85,8.5575,7.90175,53.50975,-10.217,26.928,3.815,272.857,338.4125
1,18.25,412.9955,5.7205,-0.36875,0.705,-6.137,-37.443,2.15575,1.405,0.241,0.5565,0.4115,0.265,100.4675,44.8375,3.39875,1.695,5.4335,0.1355,8.87,8.625,7.8485,9.39275,-64.4225,2.287,1.3825,270.3075,335.611
1,18.75,414,5.7475,0.156,0.758,-6.284,-45.221,-0.43375,1.548,0.2385,0.531,0.39175,0.258,100.4365,44.8375,3.39875,1.695,5.1455,0.165,8.87,8.625,7.8485,1.05975,-87.5025,-2.8465,0.7645,268.315,332.556
1,19.25,416,5.692,0.4015,0.796,-6.499,-39.685,0.06325,1.5935,0.2275,0.46475,0.39325,0.2505,100.471,48.88,2.18225,1.397,4.9025,0.1405,8.9575,8.64,7.6875,0.091,-85.837,-4.35475,0.707,266.99,330.9335
1,19.75,417.49,5.758,0.32575,0.796,-6.665,-43.477,-0.0165,1.5865,0.2315,0.5,0.4285,0.2455,100.4825,48.88,2.18225,1.397,4.5405,0.145,8.9575,8.64,7.6875,0.08475,-84.575,-4.084,0.7675,265.153,330.277
1,20.25,418.178,5.6715,0.56975,0.3415,-6.65925,-53.3885,-0.75825,1.712,0.2805,0.54325,0.4285,0.28925,100.48025,51.5125,2.02275,1.3235,4.36375,0.14975,8.9625,8.6725,7.92425,0.07975,-86.15625,-3.969,0.79075,263.94575,325.86725
1,20.75,418.44525,5.63575,0.67275,0.3415,-6.88025,-48.054,-0.51775,1.66925,0.3005,0.623,0.45425,0.31825,100.53675,51.5125,2.02275,1.3235,3.9415,0.14175,8.9625,8.6725,7.92425,0.0815,-84.5345,-3.9465,0.59525,264.054,326.2045
1,21.25,419.23775,5.72775,0.6565,0.013,-7.11225,-55.91125,-0.92,1.75325,0.3005,0.60675,0.44275,0.31575,100.5615,53.56,1.38675,1.19125,3.81225,0.1285,8.985,8.645,7.7385,0.08,-83.488,-3.8325,0.7595,260.22075,325.88675
1,21.75,420,5.73675,0.597,0.013,-7.339,-55.297,-0.08725,1.77275,0.29875,0.5415,0.4255,0.30475,100.55825,53.56,1.38675,1.19125,3.5025,0.13375,8.985,8.645,7.7385,0.081,-83.54375,-3.691,0.931,261.1935,325.77825
1,22.25,420.25,5.624,0.70375,0.24675,-7.57325,-54.016,-1.16825,1.75075,0.25825,0.5505,0.425,0.284,100.5505,56.2025,1.11575,1.10825,3.1955,0.131,8.9075,8.56,7.86325,0.0795,-83.24275,-3.85625,0.78225,255.363,323.966
1,22.75,429,5.16725,-11.75,0.264,-7.81225,-48.916,-12.95025,1.75725,0.263,0.51975,0.3975,0.2735,100.57175,56.2025,1.11575,1.10825,3.19525,0.12175,8.9075,8.56,7.86325,0.07775,-82.076,-3.8495,0.7375,252.324,321.50225
1,23.25,419.095,6.049,0.594,-0.034,-7.996,-48.666,0.72625,1.83675,0.298,0.588,0.4575,0.3235,100.613,58.3,0.538,1.033,2.982,0.12,8.8625,8.53,7.67625,0.0805,-81.2255,-3.726,0.737,251.698,319.82725
1,23.75,419,6.049,0.69475,-0.066,-8.1165,-46.181,0.5615,1.82525,0.3,0.5475,0.4485,0.322,100.63325,58.3,0.538,1.033,3.08225,0.12175,8.8625,8.53,7.67625,0.081,-80.7625,-3.75975,0.738,252.08375,319.07775
2,0.25,400.09175,5.5,0.976,-0.089,-5.425,-51.3655,0.238,1.7845,0.28475,0.602,0.479,0.314,100.475,62.36,2.512,1.0185,6.26475,0.104,8.435,7.368,6.57175,0.0465,-81.909,-3.978,0.217,277.918,333.279
2,0.75,401.08175,5.5,0.7565,-0.089,-5.569,-45.21225,-0.895,1.72325,0.25075,0.54,0.427,0.28,100.492,62.36,2.512,1.0185,5.9845,0.091,8.435,7.368,6.57175,0.045,-81.584,-3.835,0.227,278.917,332.685
2,1.25,402.1105,5.53575,0.8525,-0.155,-5.696,-45.98175,-0.999,1.70875,0.27275,0.52975,0.42475,0.29025,100.522,65.61,2.0465,0.7895,5.1835,0.091,8.38,7.34225,6.53075,0.0465,-81.528,-3.9205,0.293,276.353,331.992
2,1.75,402.958,5.53575,0.8015,-0.155,-5.928,-47.11575,-1.933,1.818,0.2755,0.5815,0.40775,0.279,100.5,65.61,2.0465,0.7895,5.3575,0.0985,8.38,7.34225,6.53075,0.046,-81.112,-3.8015,0.23,276.629,331.722
2,2.25,402.8605,5.5495,0.8615,-0.004,-6.05,-47.715,-1.25,1.823,0.27325,0.59125,0.4485,0.29325,100.486,70.245,1.6405,0.7305,4.67025,0.0855,8.335,7.3095,6.55825,0.046,-79.523,-3.765,0.204,275.262,329.558
2,2.75,402.987,5.53875,0.7305,-0.004,-6.12,-40.932,-0.536,1.74225,0.269,0.54325,0.39925,0.2615,100.499,70.245,1.6405,0.7305,4.5215,0.0915,8.335,7.3095,6.55825,0.047,-77.791,-3.4645,0.177,275.522,329.073
2,3.25,403.877,5.4995,0.834,-0.286,-6.279,-39.25975,-1.216,1.85975,0.285,0.5805,0.43875,0.30625,100.52,72.94,1.2435,0.479,4.34175,0.082,8.315,7.303,6.52125,0.044,-77.721,-3.5275,0.129,276.352,327.289
2,3.75,403.62,5.449,0.999,-0.286,-6.344,-41.6985,-1.463,1.8625,0.32125,0.63325,0.452,0.314,100.535,72.94,1.2435,0.479,4.2215,0.06825,8.315,7.303,6.52125,0.042,-76.74,-3.571,0.158,274.562,327.598
2,4.25,402.9765,5.4125,0.9875,-0.136,-6.426,-44.766,-0.802,1.876,0.3245,0.63875,0.4395,0.3235,100.506,75.72,0.6015,0.4165,3.9175,0.07275,8.285,7.29225,6.544,0.042,-75.865,-3.39,0.136,274.901,325.724
2,4.75,403.3235,5.4075,1.052,-0.136,-6.517,-43.06275,-1.612,1.863,0.2935,0.6035,0.486,0.318,100.488,75.72,0.6015,0.4165,3.5415,0.07025,8.285,7.29225,6.544,0.048,-75.103,-3.325,0.131,271.798,324.406
2,5.25,404,5.321,0.79,-0.235,-6.607,-40.5885,-1.482,1.85775,0.2935,0.601,0.4485,0.328,100.489,75.595,0.28,0.301,3.51875,0.06425,8.22,7.3095,6.53525,0.044,-73.695,-3.302,0.145,270.835,323.018
2,5.75,404.7095,5.30675,0.858,-0.266,-6.694,-42.6705,-2.069,1.8645,0.29925,0.589,0.446,0.3435,100.481,75.595,0.28,0.301,3.3805,0.07625,8.22,7.3095,6.53525,0.045,-73.416,-3.1795,0.159,269.438,322.977
2,6.25,404.10575,5.244,0.8065,-0.356,-6.778,-39.5605,-2.03,1.8515,0.30925,0.6095,0.4715,0.342,100.51,79.36,0.0875,0.2945,3.2505,0.07125,8.165,7.33025,6.56675,0.0415,-73.502,-3.2315,0.149,268.029,323.115
2,6.75,404.8985,5.23225,0.8815,-0.512,-6.861,-34.07025,-1.563,1.89275,0.2945,0.5875,0.451,0.3125,100.507,79.36,0.0875,0.2945,3.19675,0.07575,8.165,7.33025,6.56675,0.045,-73.022,-3.284,0.115,266.871,322.253
2,7.25,405.5675,5.1705,1.0535,-2.544,-6.94,-39.196,-1.287,1.86275,0.29575,0.572,0.4515,0.318,100.541,79.635,-0.299,0.333,3.16425,0.0735,8.16,7.28325,6.46975,0.0605,-71.144,-3.0305,0.135,266.232,321.1
2,7.75,405.51575,5.136,0.8005,-2.544,-6.935,-39.17425,-1.037,1.89825,0.313,0.594,0.4755,0.336,100.551,79.635,-0.299,0.333,3.2645,0.0745,8.16,7.28325,6.46975,1.99,-66.81,-1.607,0.314,265.35,321.869
2,8.25,405.359,5.1395,0.2185,-4.401,-6.984,-28.5815,-0.754,1.90925,0.318,0.593,0.4805,0.322,100.581,72.23,-0.19,0.411,3.3845,0.0685,8.115,7.293,6.471,21.679,-47.315,9.7185,1.237,261.046,322.764
2,8.75,404.039,5.1395,-1.388,-4.401,-6.968,-11.9975,-0.561,1.85575,0.35175,0.658,0.5385,0.3705,100.622,72.23,-0.19,0.411,3.305,0.08325,8.115,7.293,6.471,46.3635,6.668,23.564,3.579,261.088,325.88
2,9.25,403.19725,5.0255,-2.8305,-3.141,-6.942,-0.97775,1.50575,1.836,0.39725,0.7855,0.5605,0.4045,100.639,64.43,1.3525,0.985,4.159,0.109,8.105,7.24775,6.40425,107.987,44.614,51.381,5.475,264.779,330.068
2,9.75,402.9325,5.13175,-5.2935,-2.733,-6.903,13.93,4.258,1.84975,0.45375,0.868,0.634,0.436,100.65,64.43,1.3525,0.985,5.58375,0.12325,8.105,7.24775,6.40425,152.762,69.208,76.5145,9.464,269.168,336.427
2,10.25,400.522,4.972,-7.2345,-1.379,-6.844,24.286,12.2955,1.955,0.481,0.92675,0.69375,0.478,100.663,55.745,2.384,1.33,5.99575,0.14975,8.125,7.2755,6.4505,235.983,105.17,124.1465,13.196,275.521,340.964
2,10.75,399.63525,4.972,-8.05225,-1.379,-6.785,32.0345,23.983,1.9355,0.4945,0.96575,0.76375,0.48675,100.667,55.745,2.384,1.33,6.128,0.186,8.125,7.2755,6.4505,319.228,133.782,160.658,17.388,281.171,340.371
2,11.25,398.91725,4.994,-9.27775,-1,-6.84,56.2915,26.5985,1.81,0.482,0.97425,0.80575,0.53075,100.66,48.545,3.4705,1.8095,6.777,0.2015,8.17,7.23775,6.43575,392.9445,162.291,187.405,20.49,283.476,344.966
2,11.75,397.4985,4.9845,-9.3255,-1,-6.69675,53.741,27.5125,2.057,0.509,1.123,0.885,0.553,100.65125,48.545,3.4705,1.8095,7.377,0.219,8.17,7.23775,6.43575,406.9265,161.72,196.1105,21.3365,288.507,352.4395
2,12.25,396.369,4.85375,-9.785,-0.388,-6.596,77.754,41.7315,1.984,0.5395,1.05375,0.81775,0.54475,100.61,42.575,4.166,2.187,7.681,0.232,8.18,7.25275,6.50925,467.315,202.368,233.483,27.202,292.776,354.786
2,12.75,395.3745,4.80025,-10.017,-0.388,-6.258,83.0625,50.949,1.9635,0.516,1.05975,0.8375,0.54675,100.6,42.575,4.166,2.187,8.20875,0.25975,8.18,7.25275,6.50925,472.6455,189.273,230.647,26.944,295.135,356.929
2,13.25,394.5,5.08125,-9.927,-0.305,-5.819,78.909,52.9375,2.00575,0.53675,1.0845,0.861,0.5555,100.586,38.15,5.9375,2.903,8.5675,0.24475,8.26,7.27575,6.5915,495.608,214.343,237.659,27.835,297.048,360.603
2,13.75,393.25,5.07375,-10.446,-0.305,-5.224,90.73075,61.8125,1.9165,0.53675,1.08425,0.88575,0.56,100.499,38.15,5.9375,2.903,8.8875,0.27125,8.26,7.27575,6.5915,515.849,230.02,269.331,31.339,298.905,361.264
2,14.25,393.18825,5.11525,-9.044,0.016,-4.63,102.3245,64.5475,2.07025,0.5535,1.12,0.8525,0.57175,100.448,36.4,6.9645,3.043,9.05525,0.2845,8.39,7.31875,6.66975,483.6235,230.923,236.451,32.235,296.516,362.308
2,14.75,393.246,5.03625,-8.759,0.038,-3.939,66.9325,54.467,1.829,0.54375,1.0035,0.8335,0.56025,100.4,36.4,6.9645,3.043,9.546,0.24575,8.39,7.31875,6.66975,432.594,192.349,223.4685,25.71,293.923,364.457
2,15.25,392.7835,5.13375,-8.04725,-0.301,-3.494,63.3285,52.0135,1.848,0.51075,1.04325,0.81975,0.549,100.386,38.135,7.8,2.733,9.88325,0.2305,8.5,7.37675,6.68175,407.838,182.176,204.654,24.621,299.919,363.583
2,15.75,392.5,5.19325,-7.377,-0.301,-3.027,49.4645,56.2675,1.7465,0.46,1.02025,0.82975,0.50825,100.384,38.135,7.8,2.733,10.075,0.181,8.5,7.37675,6.68175,372.9,161.581,188.707,22.231,300.931,363.968
2,16.25,392.1235,5.17425,-6.81475,-0.034,-2.643,32.00875,45.20525,1.971,0.5085,1.0055,0.804,0.52325,100.35,38.05,7.527,2.8125,10.31575,0.17525,8.63,7.382,6.72625,340.628,142.788,160.545,19.024,302.117,364.9
2,16.75,392.6155,5.21275,-5.05425,-0.034,-2.461,22.8975,43.26325,1.943,0.51075,0.97225,0.799,0.497,100.337,38.05,7.527,2.8125,10.5425,0.113,8.63,7.382,6.72625,257.8255,85.144,120.6855,14.116,297.25,364.746
2,17.25,393.1955,5.40625,-3.963,0.15,-2.333,2.431,31.4355,1.822,0.446,0.932,0.672,0.463,100.305,42.53,6.945,2.664,10.494,0.096,8.69,7.444,6.744,177.2825,57.753,82.119,10.125,297.641,363.358
2,17.75,394,5.45875,-3.232,0.176,-2.246,-15.4015,26.5115,1.781,0.418,0.822,0.579,0.419,100.307,42.53,6.945,2.664,10.4835,0.0895,8.69,7.444,6.744,109.5575,27.003,55.1725,5.73,299.781,360.912
2,18.25,394,5.48625,-1.315,0.652,-2.33,-27.856,17.28775,1.641,0.3135,0.66475,0.49775,0.3305,100.31,49.14,5.585,2.0475,10.234,0.116,8.72,7.43275,6.728,41.309,-8.927,18.599,2.625,296.711,357.325
2,18.75,395.1125,5.4865,-0.111,0.652,-2.415,-43.298,6.535,1.5705,0.277,0.53775,0.445,0.282,100.315,49.14,5.585,2.0475,9.702,0.122,8.72,7.43275,6.728,10.996,-68.094,3.787,0.667,292.385,353.086
2,19.25,396.6045,5.46625,0.097,0.796,-2.5,-46.2375,2.607,1.6515,0.2275,0.46675,0.369,0.2415,100.315,54.89,4.689,1.598,9.0715,0.1385,8.745,7.53025,6.76425,0.2105,-84.936,-3.866,0.521,289.778,347.705
2,19.75,397.5,5.38975,0.287,0.796,-2.764,-43.276,2.8915,1.6435,0.226,0.4885,0.37825,0.2325,100.327,54.89,4.689,1.598,8.464,0.1415,8.745,7.53025,6.76425,0.0425,-84.974,-4.6085,0.526,288.108,344.645
2,20.25,398.7275,5.3395,0.475,0.34,-3.071,-52.5905,2.0005,1.737,0.2315,0.478,0.4045,0.24975,100.375,58.655,4.1685,1.414,8.3485,0.1525,8.66,7.46775,6.73425,0.043,-85.857,-4.4685,0.343,283.29,343.317
2,20.75,398.847,5.3785,0.498,0.34,-3.296,-55.402,1.68375,1.7595,0.2285,0.508,0.387,0.253,100.399,58.655,4.1685,1.414,7.7025,0.1415,8.66,7.46775,6.73425,0.0405,-85.929,-4.461,0.428,281.798,341.663
2,21.25,398.9925,5.35475,0.601,-0.0025,-3.516,-57.5465,0.707,1.847,0.277,0.6115,0.436,0.29975,100.432,58.885,3.591,1.3405,7.6425,0.142,8.625,7.5,6.704,0.0495,-85.04,-4.145,0.481,279.354,340.817
2,21.75,399.0045,5.35525,0.62825,-0.018,-3.743,-56.5725,0.67775,1.9355,0.293,0.6225,0.472,0.345,100.463,58.885,3.591,1.3405,7.26075,0.12175,8.625,7.5,6.704,0.0445,-83.359,-4.1875,0.472,283.804,340.211
2,22.25,399.75,5.41375,0.841,0.195,-3.962,-59.749,0.6835,1.803,0.26775,0.5265,0.442,0.2755,100.46,56.88,3.2835,1.2175,7.066,0.1305,8.565,7.5055,6.739,0.0505,-81.482,-4.153,0.382,283.089,339.428
2,22.75,399.271,5.41025,-0.88525,0.195,-4.373,-54.75975,-0.7955,1.98325,0.29,0.625,0.498,0.3485,100.457,56.88,3.2835,1.2175,6.9415,0.1245,8.565,7.5055,6.739,0.046,-82.134,-4.0445,0.351,281.291,336.261
2,23.25,392.147,5.1675,0.74325,-0.16125,-4.745,-56.851,0.59,1.8775,0.28175,0.568,0.47475,0.32925,100.475,60.11,2.943,1.236,6.72475,0.12375,8.485,7.41425,6.67275,0.048,-82.275,-4.1095,0.318,280.559,333.767
2,23.75,392.1145,5.1675,0.683,-0.066,-5.012,-51.62325,1.0205,1.844,0.2705,0.57575,0.455,0.2985,100.499,60.11,2.943,1.236,6.6515,0.1035,8.485,7.41425,6.67275,0.046,-83.031,-3.908,0.326,279.657,333.71
3,0.25,407,7.43,0.8025,-0.028,-1.616,-43.42975,0.411,1.6945,0.2425,0.532,0.408,0.272,100.53075,70.455,7.26625,0.356,10.18275,0.12175,11.1575,10.0675,10.0725,0.05,-78.4425,-3.974,0.4035,294.63,354.162
3,0.75,407.4375,7.3525,1.06675,-0.04325,-2.0285,-43.2155,-0.5805,1.71825,0.23175,0.497,0.406,0.264,100.511,70.455,7.26625,0.356,9.92375,0.11675,11.1575,10.0675,10.0725,0.046,-75.3435,-3.85975,0.463,292.6505,351.75
3,1.25,407.5,7.358,0.87675,0.08,-2.401,-44.47525,-0.4645,1.65675,0.2325,0.4855,0.4355,0.27525,100.48125,73.9025,6.7985,0.32425,9.4005,0.1105,11.05,10.085,10.0875,0.046,-73.311,-3.8075,0.461,289.7855,351.1185
3,1.75,407.96,7.414,1.0275,0.08,-2.77325,-44.202,-0.62825,1.77875,0.26125,0.586,0.4645,0.28,100.476,73.9025,6.7985,0.32425,9.386,0.0985,11.05,10.085,10.0875,0.04775,-74.573,-3.6605,0.3725,292.791,352.032
3,2.25,408.3275,7.373,1.29475,0.066,-3.01775,-43.65175,-0.1625,1.73025,0.2625,0.5685,0.4515,0.2925,100.466,75.75,6.549,0.22525,9.134,0.095,10.985,10.055,10.0275,0.0475,-75.18425,-3.75625,0.301,292.90475,349.843
3,2.75,409,7.101,1.19025,0.0485,-3.26775,-42.61925,-1.1495,1.71925,0.266,0.545,0.444,0.29,100.4835,75.75,6.549,0.22525,9.10475,0.095,10.985,10.055,10.0275,0.047,-72.736,-3.6415,0.28,292.9195,348.1565
3,3.25,409.939,7.29,1.2445,-0.232,-3.3735,-40.5615,-0.981,1.61,0.2575,0.5625,0.465,0.2685,100.46725,79.2275,5.785,0.18575,9.1055,0.10075,10.9825,10.055,10.0175,0.047,-72.322,-3.543,0.2895,293.04125,348.59275
3,3.75,410.213,7.272,1.112,-0.232,-3.3575,-37.74725,-1.0775,1.58225,0.2235,0.5215,0.4185,0.266,100.47275,79.2275,5.785,0.18575,8.9065,0.0905,10.9825,10.055,10.0175,0.049,-72.406,-3.592,0.215,290.93375,348.92675
