DOY2,HR2,FC,H,LE,USTAR,WS,NETRAD,PPFD_IN,SW_IN,TA_1_1_1,RH,VPD,PA,G,TS_1_1_1,TS_1_2_1,TA_1_1_2,SW_OUT,LW_IN,LW_OUT,CO2
1,11.25,-4.29,11.94,15.085,0.16,0.47025,74.15,228.26,45.2335,-0.14375,62.37175,0.94,90.02985,-2.025,1.15,0.45075,4.293435,41.8564,184.2945,292.287,423.59325
1,11.75,-4.067,13.83,12.73,0.146,0.56475,75.125,221.775,62.86675,0.104,60.55475,0.89,90,-2.01775,1.19825,0.34825,4.8669,55.2084,186.49,296.15925,423.5
1,12.25,-4.605,15.735,9.125,0.146,0.64375,88.15,288.895,64.75225,0.424,59.05,1.16,89.95,-2.02375,1.217,0.23125,3.9416325,64.75305,184.86525,294.6785,423.378
1,12.75,-4.54925,2.44,15.915,0.2045,0.68575,78.075,238.4125,69.003,0.63,58.46625,1.1175,89.94765,-2.0225,1.282,0.258,3.87069,66.737275,186.43825,291.418,423.489
1,13.25,-3.52875,6.15,19.19,0.22,0.8175,64.215,193.1,53.0385,0.64525,58.01775,1.305,89.9,-2.0225,1.36,0.3535,4.047915,47.11535,186.0925,292.155,423.729
1,13.75,-4.323,2.7,21.0575,0.196,0.7805,52.9375,158.3375,34.04,0.626,56.665,1.16,89.8505,-2.01975,1.503,0.34725,4.4056,53.6859,184.794,292.568,422.957
1,14.25,-4.401,6.73,12.82,0.20575,0.85525,54.365,152.35,40.393,0.8335,54.63,1.1,89.801,-2.01925,1.53675,0.468,5.17138,41.1751,185.113,295.0275,423.017
1,14.75,-3.7615,-1.6525,4.5,0.195,0.6665,41.1025,127.975,39.47625,0.8275,54.3925,1.13,89.801,-2.024,1.5715,0.51625,4.9086225,40.408625,184.10725,295.65025,422.78775
1,15.25,-4.05275,3.5675,5.1575,0.1965,0.7605,22.2475,88.4,34.50175,1.08075,56.605,0.8425,90.55025,-2.0435,1.5815,0.5985,4.7303575,39.622525,177.919,292.00375,422.78125
1,15.75,-3.176,-4.21,0.8575,0.157,0.73475,2.91925,50.2375,16.32475,0.5715,56.5375,0.74,90.55025,-2.101,1.6165,0.68025,4.8353325,33.18995,177.86425,290.53,422.59925
1,16.25,-2.523,-18.754175,-1.0075,0.143,0.702,-17.7425,21.395,8.3125,0.425,61.2575,0.785,90.65075,-2.3585,1.61625,0.71025,4.76268,23.411225,175.778,290.43225,422.922
1,16.75,-2.4295,-14.66,-3.2825,0.1905,0.59775,-45.26,4.02075,1.07425,0.0715,66.53,0.6975,90.65075,-2.3485,1.60875,0.7965,4.88717,11.582,182.198,289.841,422.747
1,17.25,-1.2825,-16.5775,-1.0425,0.146,0.82325,-50.1,0,0,-0.2525,68.94,0.62,89.7505,-2.35625,1.57975,0.8305,3.75137,9.76392,178.641,287.139,423.131
1,17.75,0.288,-12.8275,-0.2075,0.1155,0.736,-51.215,0,0,-0.96775,70.675,0.66,89.7505,-2.3235,1.59325,0.8475,3.5234,4.587545,175.29275,286.07775,422.69975
1,18.25,0.24275,-23.3767,-3.8975,0.1125,0.60075,-48.095,0,0,-1.1365,70.825,0.65,89.801,-2.30575,1.56525,0.873,3.418525,1.868305,175.13325,283.1695,422.83275
1,18.75,0.173,-15.8,-0.355,0.071,0.44775,-41.54,0,0,-1.4535,72.05,0.4825,89.801,-2.30675,1.5465,0.87575,3.191315,1.609845,176.313,280.458,423.199
1,19.25,0.07,-17.7699,-0.82,0.0805,0.486,-43.835,0,0,-1.719,74.7,0.415,89.77575,-2.2975,1.53375,0.858,2.91665,1.4761325,175.42,279.18525,423.539
1,19.75,0.4355,-16.3,-2.305,0.073,0.447,-43.615,0,0,-1.95,74.2445,0.4075,89.77575,-2.28825,1.44625,0.8505,2.10414,1.346745,172.80725,275.9425,423.928
1,20.25,0.03075,-13.0475,-1.22,0.084,0.485,-37.28,0,0,-1.912,75.225,0.345,89.7,-2.27875,1.429,0.84175,2.8233,1.561385,171.1745,277.5525,424.703
1,20.75,0.108,-26.93,-0.97,0.062,0.44725,-38.81,0,0,-2.1725,77.125,0.375,89.801,-2.291,1.528,0.82375,1.8308025,1.9088175,173.32325,273.458,424.778
1,21.25,0.19275,-20.355,-1.29,0.071,0.4665,-34.74,0,0,-2.2125,76.625,0.46,89.801,-2.26875,1.45275,0.80975,0.8975185,1.795755,177.965,271.9405,424.7635
1,21.75,0.12975,-32.018475,-0.1425,0.0815,0.555,-43.985,0,0,-2.325,77.825,0.44,89.801,-2.26625,1.47425,0.80375,0.63135,1.683485,177.498,271.42,425.0225
1,22.25,0.143375,-31.0271,-0.13,0.0835,0.4495,-46.4,0,0,-2.3275,77.825,0.44,89.801,-2.27075,1.47325,0.80175,0.7084,1.88352,178.277,272.603,425.225
1,22.75,0.157,-33.06,-0.71,0.073,0.47125,-44.625,0,0,-2.4025,77.975,0.33,89.801,-2.26625,1.48675,0.801,0.854733,1.94797,178.539,270.22,424.601
1,23.25,0.207,-27.1731,-1.194855,0.078,0.46075,-40.8075,0,0,-2.3175,79.25,0.3125,89.801,-2.2555,1.4645,0.79975,0.680933,1.52658,173.501,268.646,425.334
1,23.75,0.207,-35.8175,-0.805,0.0655,0.45225,-39.9675,0,0,-2.4075,80.125,0.275,89.801,-2.257,1.41675,0.80025,0.311733,1.91027,164.789,266.928,425.404
2,0.25,0.129,-11.512475,-0.0225,0.073,0.42925,-36.6,0,0,-2.20175,80.975,0.27,89.87525,-4.463,0.74925,0.65625,-1.53057,1.16699,173.834,265.186,425.837
2,0.75,0.017,-12.54375,-2.21,0.0585,0.35075,-32.145,0,0,-2.27125,82.05,0.26,89.87525,-4.3185,0.75175,0.652,-1.84072,1.298735,170.426,264.426,425.6965
2,1.25,0.2145,-10.2495,-1.4025,0.07725,0.44925,-29.385,0,0,-2.365,82.175,0.195,89.87525,-4.1385,0.74675,0.65575,-1.435595,1.66147,173.51,263.896,425.532
2,1.75,0.120603,-11.72265,-1.7375,0.05525,0.44775,-32.19,0,0,-2.435,81.225,0.23,89.87525,-4.311,0.73825,0.64275,-1.20657,1.37782,174.983,262.983,425.70225
2,2.25,0.091,-17.544775,-0.5325,0.086,0.466,-29.63,0,0,-2.615,80.975,0.2475,89.801,-4.1705,0.74025,0.64225,-1.4704,1.39549,174.555,263.412,425.8295
2,2.75,0.285,-10.98095,-0.1,0.0905,0.447,-28.26,0,0,-2.825,82.9,0.21,89.9,-4.1265,0.731,0.65275,-1.9900325,1.3429125,167.965,263.45675,425.726
2,3.25,0.262,-4.41,-0.1,0.09,0.504,-27.295,0,0,-2.89,82.85,0.19,89.8505,-4.10075,0.729,0.66275,-2.5481725,0.9120965,169.584,262.286,425.944
2,3.75,0.165,-10.065,-1.01,0.10775,0.4515,-28.38,0,0,-3.005,81.65,0.2,89.8505,-4.262,0.73225,0.668,-2.2685025,1.3188075,168.5945,262.3365,426.046
2,4.25,0.06775,-15.75,-0.31,0.0915,0.4735,-26.1875,0,0,-3.165,81.05,0.2,89.9,-4.081,0.73675,0.671,-1.9885,1.37397,170.559,262.186,425.797
2,4.75,0.3575,-19.79115,-0.16,0.09725,0.4515,-26.215,0,0,-3.125,80.65,0.19,89.95,-4.05375,0.70475,0.66525,-2.20783,1.03946,172.596,261.255,426.41225
2,5.25,0.23,-14.9243,-1.13,0.09525,0.459,-24.35,0,0,-3.349,79.85,0.185,89.95,-4.0235,0.7135,0.65525,-2.43467,1.16169375,166.81725,260.43725,426.933
2,5.75,0.298,-16.15085,0.485,0.08,0.453,-23.6625,0,0,-3.5585,79.85,0.18,89.95,-4.013,0.72225,0.66225,-2.404785,1.56032,165.2175,258.339,426.13425
2,6.25,0.17,-23.98,0.37,0.074,0.348,-23.0175,0,0,-3.666,79.25,0.1925,89.95,-3.95875,0.70325,0.638,-2.03823,1.7012675,166.561,259.775,425.8375
2,6.75,-1.9308,2.13,-2.9575,0.07275,0.3935,-19.2975,0,0,-3.916,81.4,0.19,90,-3.89975,0.72975,0.62625,-1.94409,2.8540375,167.955,262.396,426.684
2,7.25,-2.3345,-8.723825,0.88,0.09975,0.4485,-13.8675,3.4905,0.9865,-4.025,80.8,0.18,90,-3.7485,0.75475,0.638,-2.66253,4.56864,170.21,259.675,426.09725
2,7.75,-1.6315,-0.59,5.4440225,0.0875,0.447,-2.20175,24.985,9.75,-4.115,79.7,0.17,90,-2.99325,0.7535,0.62725,-2.221535,6.56331,167.181,260.2115,425.89225
2,8.25,-2.591,0.627675,7.8122775,0.109,0.469,4.50525,62.41,18.49,-3.78,79.35,0.1925,90,-2.3545,0.63825,0.5585,-1.89865,20.29925,170.91175,263.527,425.547
2,8.75,-2.8315,12.46,3.99,0.09775,0.428,22.415,96.45,26.74,-3.125,76.95,0.24,90,-2.08,0.62425,0.48475,-1.5197825,25.39945,170.33275,267.273,424.889
2,9.25,-2.23825,4.34,6.57147,0.151,0.45,51.6128,177.4,74.56,-2.32,73.9,0.34,90,-2.0735,0.516,0.38775,-1.480215,35.73525,174.1225,267.426,425.19375
2,9.75,-4.092,8.7371,19.2125,0.19325,0.447,67,236.8,87.9,-1.1695,70.8,0.585,90,-2.07575,0.55075,0.3665,1.2766515,45.67135,180.536,280.674,424.9515
2,10.25,-4.01,7.1125,7.755,0.153,0.4635,80.25,280.25,115.8,-0.4835,66.905,0.69,90.0505,-2.0665,0.55425,0.4615,2.202065,50.065225,180.42,284.9875,424.6885
2,10.75,-4.958,16.09,11.655,0.159,0.4885,102.75,320.5,139.6,-0.039,63.435,0.885,90.0391,-2.049,0.5615,0.38725,3.86824,39.9995,185.03525,289.32825,423.415
2,11.25,-4.234,11.94,15.085,0.17975,0.6425,111.95,330.9,137.2,0.303,59.815,0.74,90.02985,-2.0425,0.603,0.30675,4.293435,41.8564,184.2945,292.287,423.59325
2,11.75,-5.73675,13.83,12.73,0.181,0.6735,120.85,383.45,147.6,0.4735,57.955,0.93,90,-2.03625,0.75975,0.3225,4.8669,55.2084,186.49,296.15925,423.5
2,12.25,-5.16875,15.735,9.125,0.177,0.8185,130.55,385.6,171.75,1.125,56.06,1.06,89.95,-2.0345,0.83975,0.34025,3.9416325,64.75305,184.86525,294.6785,423.378
2,12.75,-4.79775,2.44,15.915,0.20925,0.8655,135.25,398.75,163.25,1.3385,54.85,1.33,89.94765,-2.0285,0.859,0.3715,3.87069,66.737275,186.43825,291.418,423.489
2,13.25,-5.8415675,6.15,19.19,0.258,1.0765,125.2,391.8,129.95,1.7155,51.205,1.55,89.9,-2.031,0.862,0.42275,4.047915,47.11535,186.0925,292.155,423.729
2,13.75,-5.0575,2.7,21.0575,0.257,1.1955,122.75,391.3,135.4,1.69,50.81,1.4725,89.8505,-2.036,0.89575,0.453,4.4056,53.6859,184.794,292.568,422.957
2,14.25,-5.237,6.73,12.82,0.2595,1.2175,102.35,324.5,133,1.875,49.715,1.54,89.801,-2.045,0.9045,0.50025,5.17138,41.1751,185.113,295.0275,423.017
2,14.75,-5.471,-1.6525,4.5,0.274,1.247,89.75,297.1,94.75,1.8945,51.025,1.3675,89.801,-2.0545,0.92275,0.53,4.9086225,40.408625,184.10725,295.65025,422.78775
2,15.25,-4.56565,3.5675,5.1575,0.269,1.1755,61.715,202.35,78.1,2.09,52.25,1.3975,89.801,-2.05275,0.9725,0.5725,4.7303575,39.622525,177.919,292.00375,422.78125
2,15.75,-4.6425875,-4.21,0.8575,0.2445,1.125,36.855,142.45,49.13,1.7075,54.875,1.2925,89.801,-2.07375,1.015,0.6205,4.8353325,33.18995,177.86425,290.53,422.59925
2,16.25,-2.8785,-18.754175,-1.0075,0.226,1.177,18.735,97.75,28.44,1.4835,56.535,1.1625,89.801,-2.09425,1.03925,0.69075,4.76268,23.411225,175.778,290.43225,422.922
2,16.75,-2.873,-14.66,-3.2825,0.23,1.1675,-1.249,40.23,14.625,1.05,57.975,0.9725,89.7505,-2.76675,1.06575,0.71,4.88717,11.582,182.198,289.841,422.747
2,17.25,-2.1465,-16.5775,-1.0425,0.1735,1.0835,-33.705,8.7,4.2715,0.915,61.645,0.89,89.7505,-3.99025,1.06475,0.73625,3.75137,9.76392,178.641,287.139,423.131
2,17.75,-1.23075,-12.8275,-0.2075,0.11,0.958,-44.08,0,0,0.15,65.905,0.805,89.7505,-4.65925,1.01225,0.7705,3.5234,4.587545,175.29275,286.07775,422.69975
2,18.25,-0.365625,-23.3767,-3.8975,0.152,0.95,-50.265,0,0,0.09,69.205,0.685,89.801,-5.13975,0.99875,0.74725,3.418525,1.868305,175.13325,283.1695,422.83275
2,18.75,0.4995,-15.8,-0.355,0.124,0.9035,-48.715,0,0,-0.0845,71.675,0.65,89.801,-5.1775,0.98625,0.744,3.191315,1.609845,176.313,280.458,423.199
2,19.25,0.026,-17.7699,-0.82,0.09625,0.6635,-46.3075,0,0,-0.21,73.95,0.55995925,89.77575,-5.29825,0.93275,0.71025,2.91665,1.4761325,175.42,279.18525,423.539
2,19.75,0.03775,-16.3,-2.305,0.10875,0.6605,-41.1675,0,0,-0.4325,75.3,0.6,89.77575,-4.797,0.8935,0.725,2.10414,1.346745,172.80725,275.9425,423.928
2,20.25,0.0125,-13.0475,-1.22,0.085,0.419,-41.48,0,0,-0.654,76.6,0.4675,89.7,-4.7385,0.865,0.71175,2.8233,1.561385,171.1745,277.5525,424.703
2,20.75,0.44125,-26.93,-0.97,0.0745,0.52425,-40.6775,0,0,-0.9575,77.875,0.355,89.801,-4.82225,0.82025,0.69275,1.8308025,1.9088175,173.32325,273.458,424.778
2,21.25,0.2225,-20.355,-1.29,0.069,0.447,-36.3325,0,0,-1.318,79.1,0.3,89.801,-4.9315,0.796,0.67075,0.8975185,1.795755,177.965,271.9405,424.7635
2,21.75,0.05275,-32.018475,-0.1425,0.065,0.441,-42.9475,0,0,-1.47,80.2,0.3275,89.801,-4.801,0.7675,0.657,0.63135,1.683485,177.498,271.42,425.0225
2,22.25,0.075,-31.0271,-0.13,0.07925,0.5585,-39.565,0,0,-1.5275,81.625,0.38,89.801,-4.94925,0.75825,0.642,0.7084,1.88352,178.277,272.603,425.225
2,22.75,0.168,-33.06,-0.71,0.081,0.531,-37.09,0,0,-1.71,79.8,0.33,89.801,-4.84125,0.75425,0.627,0.854733,1.94797,178.539,270.22,424.601
2,23.25,0.079,-27.1731,-1.194855,0.07575,0.506,-35.925,0,0,-1.64,80,0.33,89.801,-4.7185,0.7525,0.633,0.680933,1.52658,173.501,268.646,425.334
2,23.75,0.179061,-35.8175,-0.805,0.089,0.48425,-36.54,0,0,-1.92,81.7,0.325,89.801,-4.59675,0.7495,0.61425,0.311733,1.91027,164.789,266.928,425.404
3,0.25,-0.249988,-23.77455,-0.26,0.0855,0.63,-61.52,0,-2.758005,-1.08,70.9,0.775,90.17435,-6.884,1.7525,0.50425,-1.53057,1.16699,173.834,265.186,425.837
3,0.75,-0.0452,-8.053935,-0.3965735,0.07325,0.746,-61.30081,0,-2.9264,-1.25,71.9253,0.79,90.2,-7.21525,1.6075,0.52425,-1.84072,1.298735,170.426,264.426,425.6965
3,1.25,-0.109397,-16.21935,-4.67,0.0735,0.625,-61.5225,0,-2.749565,-1.41,72.7,0.6663255,90.170375,-7.2825,1.34025,0.52175,-1.435595,1.66147,173.51,263.896,425.532
3,1.75,-0.311179,-10.322155,-0.57762375,0.06526585,0.6035,-59.695,0,-2.9015,-1.510415,73.4,0.63,90.12795,-7.3975,1.079,0.54375,-1.20657,1.37782,174.983,262.983,425.70225
3,2.25,-0.292653,-16.3508,-1.6021125,0.07370345,0.60097175,-56.4395755,0,-2.598805,-1.595,74.15,0.55,90.1048,-7.459,0.78275,0.5155,-1.4704,1.39549,174.555,263.412,425.8295
3,2.75,0.0454299,-17.836325,-1.63,0.0645,0.698,-54.355,0,-2.45101,-1.8275,73.5,0.42,90.11705,-7.6915,0.55175,0.5105,-1.9900325,1.3429125,167.965,263.45675,425.726
3,3.25,-0.16591225,-19.37145,-1.6035875,0.068,0.728,-54.27,0,-2.910505,-2.24025,74.45,0.46,90.106725,-7.849,0.3855,0.52125,-2.5481725,0.9120965,169.584,262.286,425.944
3,3.75,-0.0944,-19.74455,-1.3846225,0.06423615,0.7255,-55.9175,0,-2.4703325,-2.2031575,75.13925,0.35,90.111625,-7.48675,0.31275,0.5165,-2.2685025,1.3188075,168.5945,262.3365,426.046
3,4.25,0.047,-25.469,-1.36561,0.06675,0.74825,-51.94,0,-2.49941,-2.3538,74.95,0.3925,90.0637,-7.04725,0.3185,0.48925,-1.9885,1.37397,170.559,262.186,425.797
3,4.75,0.086,-11.9392,-1.693895,0.0695,0.68125,-51.67,0,-2.604865,-2.42,75.15,0.35,90.1544,-6.75425,0.31475,0.5075,-2.20783,1.03946,172.596,261.255,426.41225
3,5.25,-0.51663925,-12.1595,-1.4014375,0.062116475,0.693505,-49.803923,0,-2.427945,-2.53725,75.4,0.37,90.2,-6.592,0.36775,0.47425,-2.43467,1.16169375,166.81725,260.43725,426.933
3,5.75,-0.874852,-13.869725,-1.2561475,0.0585,0.72625,-52.36,0,-2.75068,-2.64,74.8137,0.36,90.0608,-6.61,0.37825,0.475,-2.404785,1.56032,165.2175,258.339,426.13425
3,6.25,-1.3905,-12.21045,-0.1847,0.06975,0.663,-40.41,1.5325,0,-2.4203275,75.1,0.36569,90.06055,-6.70725,0.3445,0.456,-2.03823,1.7012675,166.561,259.775,425.8375
3,6.75,-0.914,-7.365,-0.29168475,0.0695,0.65,-28.872575,22.82,9.47183,-2.735,76.175,0.2675,90.094025,-6.88975,0.33425,0.4475,-1.94409,2.8540375,167.955,262.396,426.684
3,7.25,-1.52375,-5.97208,0.89629,0.0705,0.61426575,-9.7805,65.6755,23.3768,-2.7035,72.706,0.345,90.16005,-6.0385,0.28175,0.441,-2.66253,4.56864,170.21,259.675,426.09725
3,7.75,-1.786,-11.9877,-0.389815,0.073,0.4525535,3.639,104.8,40.0136,-2.19,72.5,0.358499,90.1288,-5.6835,0.25775,0.4315,-2.221535,6.56331,167.181,260.2115,425.89225
3,8.25,-3.511,-2.30657,3.70452,0.074,0.5014475,54.9775,217.4925,109.575,-1.4375,69.494775,0.62,90.14435,-5.3125,0.3115,0.381,-1.89865,20.29925,170.91175,263.527,425.547
3,8.75,-4.23,7.94039,10.8975,0.1204885,0.328043,103.4,352.3,188.3535,-0.03,64.7834,1.105,90.14165,-4.60525,0.76725,0.29125,-1.5197825,25.39945,170.33275,267.273,424.889
3,9.25,-5.1415,27.02,14.49825,0.1383345,0.2525,138.5,409.1,255.2,0.44,59.42,1.51,90.1216,-3.382,1.00875,0.116,-1.480215,35.73525,174.1225,267.426,425.19375
3,9.75,-6.326,41.04,21.129925,0.164,0.29725,149.1,456.4,272.36,1.209,54.01,1.9575,90.1196,-2.37575,1.43275,0.076,1.2766515,45.67135,180.536,280.674,424.9515
3,10.25,-7.09781,99.42865,34.86795,0.18138,0.54,179.3,523.375,341.36925,1.74,50.875,2.33,90.10975,-1.734,1.618,-0.06675,2.202065,50.065225,180.42,284.9875,424.6885
3,10.75,-7.693,61.22,30.6313,0.24425,0.781,216.15,611.45,358.96925,2.4375,46.5875,2.77,90.115225,0.9505,1.78275,-0.2695,3.86824,39.9995,185.03525,289.32825,423.415
3,11.25,-7.44056,66.991075,27.7408,0.249,0.9855,240.9,670.2,343.086,3.15,43.47,3.03,90.1182,5.03875,2.09725,-0.28075,4.293435,41.8564,184.2945,292.287,423.59325
3,11.75,-8.20293,122.022,35.02,0.2505,1.1072925,278.2,778.75,446.175,4.093,41.4875,3.29,90.1073,7.44375,2.14275,-0.19225,4.8669,55.2084,186.49,296.15925,423.5
3,12.25,-7.74608,120.31975,37.520375,0.31225,1.33375,272.375,759.25,415.5895,4.005,39.965225,3.35,90.0838,9.462,2.31525,-0.12175,3.9416325,64.75305,184.86525,294.6785,423.378
3,12.75,-7.437,108.5025,34.57,0.34,1.50525,267.6,770.75,391.65,4.1739,38.7795,3.2225,90.076425,7.43825,2.328,-0.1125,3.87069,66.737275,186.43825,291.418,423.489
3,13.25,-7.548,82.6903,37.82,0.364,1.554,245.2,707,369.049,4.35,36.55,3.14,90.0572,7.0705,2.307,-0.073,4.047915,47.11535,186.0925,292.155,423.729
3,13.75,-8.1595,84.839,35.2,0.341708,1.518,231.85,649.85,358.5025,4.354865,34.66235,3.085,90.02,6.686,2.31425,0.00175,4.4056,53.6859,184.794,292.568,422.957
3,14.25,-7.2830525,85.8325,24.52925,0.346,1.616,207.9,610,307.4,4.668,34.43,3.19,90.0491,7.054,2.381,0.03075,5.17138,41.1751,185.113,295.0275,423.017
3,14.75,-6.82359,43.5915,21.67,0.3005695,1.62275,161.171675,513.9,235.05375,4.7275,34.8575,3.602775,90.020625,4.23525,2.42225,0.152,4.9086225,40.408625,184.10725,295.65025,422.78775
3,15.25,-6.64575,47.96,17.705,0.407,1.7945,127.275,400.45,226.467,4.4005325,35.5225,3.195,90.055875,3.29725,2.615,0.24775,4.7303575,39.622525,177.919,292.00375,422.78125
3,15.75,-6.177,14.0942,17.21,0.367,1.8435,103.075,342.3,171.2,4.411,35.287975,3.1775,90.109825,2.87925,2.68725,0.38875,4.8353325,33.18995,177.86425,290.53,422.59925
3,16.25,-4.8735,0.411255,6.970805,0.338,1.642075,67.484725,245.575,129.9785,4.0200925,36.655,3.0758525,90.10505,0.2785,2.768,0.4515,4.76268,23.411225,175.778,290.43225,422.922
3,16.75,-4.781,-2.4918875,2.977565,0.35525,1.5245,33.885,151.1,73.85,3.681615,38.285,2.59,90.08785,-0.797,2.8175,0.49925,4.88717,11.582,182.198,289.841,422.747
3,17.25,-3.602,-6.9715225,1.8725,0.312,1.3565,-1.2545,84.28815,39.13,3.3048,41.53,2.41,90.095,-2.10725,2.72175,0.6055,3.75137,9.76392,178.641,287.139,423.131
3,17.75,-2.627,-13.16265,1.179805,0.25575,1.15825,-39.681175,25.8775,14.105,2.7675,44.905,2.2525,90.099875,-3.91825,2.65525,0.78225,3.5234,4.587545,175.29275,286.07775,422.69975
3,18.25,-1.51,-23.503,-0.32184475,0.153727,0.84192275,-66.77,2.089,0.214977,2.395,50.2325,1.8975,90.101,-4.07925,2.724,0.8875,3.418525,1.868305,175.13325,283.1695,422.83275
3,18.75,-0.6635675,-22.912325,-2.63982,0.1095,0.802,-69.79,0,-3.49825,2.255,52.43,1.675,90.101,-4.391,2.49725,0.92475,3.191315,1.609845,176.313,280.458,423.199
3,19.25,-0.397707,-32.0584,-1.370655,0.11675,0.7105,-69.405,0,-3.5681025,1.9274325,54.875,1.69,90.100125,-4.53325,2.425,0.886,2.91665,1.4761325,175.42,279.18525,423.539
3,19.75,-0.18072025,-23.605,-0.25007025,0.12157775,0.625,-69.1275,0,-3.4951425,1.5,58.4175,1.6325,90.174425,-4.596,2.33825,0.81575,2.10414,1.346745,172.80725,275.9425,423.928
3,20.25,-0.3316705,-11.27565,-2.05735,0.09075,0.499,-69.34,0,-3.8951,0.85,60.69,1.52,90.1779,-4.91875,2.19725,0.75375,2.8233,1.561385,171.1745,277.5525,424.703
3,20.75,-0.347035,-9.40519,-1.974455,0.086,0.50125,-68.8125,0,-3.4868125,0.73975,61.1725,1.475,90.2,-5.6545,2.15,0.7,1.8308025,1.9088175,173.32325,273.458,424.778
