DOY2,HR2,CO2,H2O,FC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,20.75,381.22,4.295,0.388,-10.265,-13.4165,1.597,1.087,0.1265,0.377,0.459,0.187,100.07,64.191,3.1345,2.73,4.792,0.333,0,-1.1115,1.935,292.53,321
1,21.25,380.98,4.471,0.3535,-10.928,-15.8,1.679,1.226,0.136,0.405,0.488,0.207,100.075,65.699,2.7135,2.66,4.634,0.355,0,-1.1285,1.995,283.59,321.69
1,21.75,381.27,4.319,0.3615,-11.7345,-16.7795,1.862,1.282,0.14,0.4275,0.517,0.2065,100.1,66.167,2.3395,2.55,3.951,0.3635,0,-1.0475,1.916,283.92,320.54
1,22.25,380.78,4.279,0.423,-11.1715,-16.428,2.182,1.254,0.164,0.437,0.504,0.213,100.1,65.989,2.0765,2.54,3.922,0.366,0,-1.205,1.9105,284.86,319.58
1,22.75,380.91,4.183,0.626,-11.784,-18.0265,2.01,1.32,0.157,0.456,0.5405,0.226,100.09,67.648,1.9065,2.45,3.55,0.342,0,-1.1745,1.7715,291,320.69
1,23.25,381.42,4.1025,0.583,-11.855,-20.192,3.031,1.3975,0.179,0.453,0.5645,0.2235,100.015,68.883,1.864,2.21,3.68,0.337,0,-1.1855,1.8285,286.41,320.77
1,23.75,381.79,3.932,0.651,-11.4955,-22.031,4.35,1.507,0.175,0.466,0.618,0.245,100.02,68.617,1.841,2.12,3.241,0.331,0,-1.1575,1.637,293.89,321.18
2,0.25,385.01,4.445,0.456,-11.846,-12.9345,2.77,1.2655,0.12,0.414,0.463,0.186,100.08,66.951,3.324,2.29,3.889,0.313,0,-1.091,1.651,275.195,317
2,0.75,385.51,4.4785,0.5115,-12.52,-10.42,2.854,1.207,0.126,0.3715,0.452,0.1795,100.07,68.806,3.0685,2.27,3.605,0.296,0,-1.0565,1.6705,278.23,316.565
2,1.25,386.26,4.572,0.48,-11.913,-11.7985,2.269,1.205,0.124,0.406,0.4915,0.1895,100.06,69.371,2.996,2.05,3.8155,0.3075,0,-1.295,1.5415,275.075,315.895
2,1.75,386.17,4.5785,0.557,-11.63,-12.245,3.523,1.206,0.133,0.415,0.506,0.205,100.07,69.904,2.71,2.05,3.438,0.298,0,-1.259,1.7425,276.675,315.36
2,2.25,385.46,4.5385,0.481,-11.4,-12,2.011,1.1795,0.1255,0.3875,0.485,0.179,100.085,71.576,2.6405,2.06,3.0925,0.2885,0,-1.0055,1.7565,274.075,316.155
2,2.75,385.7,4.603,0.639,-11.795,-10.145,2.109,1.171,0.139,0.403,0.494,0.2,100.055,73.283,2.391,1.93,3.0585,0.3,0,-1.061,1.779,279.285,316.935
2,3.25,385.99,4.5615,0.583,-12.285,-10.685,2.278,1.123,0.117,0.392,0.468,0.192,100.025,74.896,2.185,1.78,2.832,0.313,0,-1.202,1.61,279.855,315.885
2,3.75,386.22,4.507,0.636,-12.4,-9.782,2.722,1.162,0.122,0.3965,0.4645,0.183,100.03,75.509,2.0885,1.695,2.579,0.2825,0,-1.1895,1.6885,281.535,314.75
2,4.25,386.815,4.532,0.526,-12.77,-10.78,2.4795,1.1135,0.125,0.387,0.453,0.19,100.045,77.1475,1.656,1.67,2.593,0.314,0,-1.2515,1.7115,275.085,314.72
2,4.75,387.005,4.458,0.504,-12.727,-10.8435,2.2385,1.133,0.1335,0.4025,0.4475,0.192,100.05,78.999,1.7925,1.465,2.385,0.2805,0,-1.301,1.729,268.795,312.98
2,5.25,386.97,4.543,0.58,-12.605,-12.149,2.918,1.199,0.129,0.423,0.48,0.194,100.07,80.1235,1.721,1.44,2.41,0.288,0,-1.3515,1.8935,270.92,311.5
2,5.75,387.69,4.608,0.504,-12.83,-11.346,2.912,1.147,0.127,0.414,0.463,0.194,100.1,80.879,1.362,1.345,2.2835,0.29,0,-1.3975,1.9095,260.605,310.18
2,6.25,387.055,4.451,0.534,-12.89,-11.314,1.255,1.086,0.1215,0.389,0.463,0.179,100.1,80.936,1.079,1.305,1.661,0.287,0,-1.228,1.753,262.4,310.55
2,6.75,387.545,4.485,0.612,-12.68,-10.4,2.3375,1.099,0.1205,0.3875,0.4435,0.1825,100.11,80.978,0.924,1.33,1.677,0.276,0,-0.144,2.068,269,309.7
2,7.25,388.2,4.2915,0.3025,-12.815,-8.835,3.501,1.081,0.1425,0.408,0.453,0.175,100.13,80.988,0.8,1.27,1.4425,0.269,17.96,11.069,4.96,263.58,309.37
2,7.75,388.33,4.383,0.464,-10.48,-8.889,8.028,1.271,0.15,0.458,0.5125,0.249,100.165,80.124,1.284,1.48,1.514,0.2915,93.7,62.662,22.864,268.48,315.43
2,8.25,388.21,4.551,-0.1625,-5.91,0.805,19.307,1.47,0.1795,0.531,0.651,0.271,100.195,74.401,2.57,1.82,2.778,0.3015,230.455,144,47.484,269,322.86
2,8.75,386.86,4.475,-0.761,-2.321,15.639,33.372,1.721,0.225,0.692,0.8375,0.342,100.22,66.865,3.478,2.46,3.482,0.344,372,225,56.861,265.63,329.35
2,9.25,385.22,4.413,-1.1725,0.965,33.988,41.3215,1.992,0.258,0.833,0.979,0.369,100.22,59.862,4.566,3.09,4.7135,0.374,528.7,329.15,78.963,257.02,338.47
2,9.75,384.58,4.301,-1.312,5.012,56.979,44.159,2.259,0.293,0.915,1.091,0.4045,100.21,54.167,5.648,3.8,5.469,0.446,691,418.75,97.296,261,343.96
2,10.25,383.4,4.23,-1.855,8.55,79.0285,52.022,2.313,0.321,1.008,1.1845,0.4425,100.23,50.249,6.38,4.58,5.974,0.516,834,486.73,111.9,259.1,352.71
2,10.75,383.17,4.29,-1.824,13.605,94.097,56.672,2.285,0.329,1.0005,1.208,0.4445,100.21,47.22,6.938,5.15,6.119,0.551,947.5,554.83,121.7,268.17,360.63
2,11.25,382.28,4.091,-1.862,18.53,100.77,61.0565,2.267,0.331,1.031,1.276,0.4425,100.19,44.145,7.373,5.545,6.788,0.5595,1030.5,587.44,130.65,270.9,363
2,11.75,382,4.081,-2.0805,22.77,114.615,66.3,2.2905,0.3365,1.1215,1.359,0.458,100.17,42.2105,8.054,5.985,7.687,0.605,1092.5,632.3,133.1,279.64,365.57
2,12.25,381.17,4,-2.098,26.52,133.475,70.786,2.334,0.347,1.156,1.345,0.454,100.14,40.751,8.7365,6.32,7.85,0.643,1139.5,665.87,145.12,280.08,371.28
2,12.75,381.4,4.058,-1.8675,29.215,121,74.0995,2.402,0.328,1.177,1.371,0.461,100.06,40.107,8.88,6.73,8.122,0.625,1130.5,616,138.375,280.49,375.21
2,13.25,381.19,4.086,-1.847,32.29,117.495,67.743,2.395,0.342,1.264,1.366,0.462,100.04,38.541,9.058,6.955,8.8015,0.586,1077,616,135.01,280.51,374.56
2,13.75,380.48,4.0765,-1.621,32.84,107.12,71.128,2.4415,0.3445,1.178,1.39,0.469,100.01,37.445,9.39,7.42,8.94,0.535,1024,595.865,127.915,278.19,375.17
2,14.25,380.565,3.957,-1.4495,30.185,101.38,64.401,2.375,0.322,1.177,1.348,0.451,99.988,36.2375,9.775,7.53,9.11,0.49,932.735,527.75,116.7,279.285,374.37
2,14.75,380.5,4.091,-1.5735,27.475,86.781,59.3,2.3825,0.338,1.146,1.384,0.471,99.9555,36.02,9.8,7.46,9.555,0.4625,836.86,478.635,111.925,279.475,375.29
2,15.25,380.515,4.1065,-1.35,24.175,66.3,50.833,2.263,0.32,1.079,1.2855,0.4395,99.907,36.333,10.0615,7.59,9.798,0.3645,697.44,391.675,90.784,279.98,368.11
2,15.75,380.27,4.261,-1.134,20.495,39.3825,44.109,2.108,0.309,1.0425,1.224,0.4485,99.885,36.081,9.826,7.545,9.6915,0.297,560.985,317.815,77.115,281.295,363.25
2,16.25,379.895,4.1625,-0.808,16.233,14.6065,37.15,2.1,0.281,0.949,1.131,0.414,99.889,37.084,9.884,7.38,9.753,0.202,348.7,222.66,61.023,280.335,358.085
2,16.75,379.4,4.197,-0.4375,9.785,-0.885,24.503,1.957,0.239,0.824,0.978,0.367,99.882,38.1715,9.472,7.005,9.507,0.16,231.67,127.89,40.806,280.11,351
2,17.25,380.03,4.3015,0.0035,6.6945,-15.1375,16.5125,1.709,0.2105,0.714,0.832,0.33,99.8635,40.9815,8.989,6.365,9.229,0.221,97.75,54.052,20.765,277.44,344.675
2,17.75,379.86,4.233,0.332,0.998,-16.3975,6.676,1.422,0.155,0.578,0.655,0.283,99.8815,44.31,8.048,5.64,8.808,0.338,10,7.21,2.93,275.285,335.02
2,18.25,381.915,4.2565,0.321,-3.612,-12.1,4.364,1.1805,0.1205,0.441,0.479,0.21,99.919,47.9695,7.3085,4.86,8.397,0.379,0,-1.892,1.255,276.885,328.35
2,18.75,382.54,4.232,0.417,-6.3015,-11.076,2.525,1.123,0.114,0.401,0.457,0.188,99.9745,50.32,6.75,4.45,7.668,0.346,0,-1.919,1.5665,280.28,326.2
2,19.25,382.3,4.271,0.498,-8.2755,-10.69,2.544,1.1445,0.117,0.3945,0.4495,0.1825,99.984,53.556,6.094,4.065,7.1535,0.352,0,-1.4155,1.829,275.71,322.58
2,19.75,382.39,4.382,0.4985,-9.429,-8.883,2.13,1.104,0.116,0.3895,0.475,0.1875,99.9875,55.2355,5.588,3.845,6.631,0.326,0,-1.404,1.7995,276.115,322.36
2,20.25,383.07,4.428,0.55,-9.429,-9.291,2.533,1.1335,0.1195,0.421,0.526,0.191,99.986,56.175,5.208,3.59,6.0975,0.336,0,-1.2425,1.81,274.665,321.835
2,20.75,383.26,4.396,0.481,-10.1,-11.027,1.916,1.1465,0.1175,0.406,0.461,0.191,99.99,57.92,5.042,3.43,5.6,0.3365,0,-1.1475,1.8415,272.1,322.04
2,21.25,383.54,4.476,0.532,-11.19,-12.107,2.5925,1.216,0.1175,0.417,0.5305,0.217,100.01,59.929,4.525,3.295,5.539,0.326,0,-1.2025,1.855,272.67,321.135
2,21.75,384.175,4.4085,0.5935,-11.0675,-13.0955,2.467,1.2495,0.119,0.455,0.487,0.219,100.045,59.9565,4.5595,3.08,5.02,0.32,0,-1.148,1.877,270.45,319.745
2,22.25,384.34,4.391,0.647,-11.5675,-12.593,2.9185,1.2245,0.1295,0.424,0.5135,0.2085,100.055,62.1925,4.5475,2.855,4.927,0.344,0,-1.245,1.822,279.18,319.295
2,22.75,384.2,4.449,0.625,-11.14,-12.066,2.9535,1.2065,0.1255,0.398,0.487,0.201,100.07,63.848,4.248,2.795,5.077,0.321,0,-1.09,1.8255,276.975,318.645
2,23.25,384.52,4.419,0.552,-11.455,-11.485,2.629,1.236,0.1245,0.4055,0.4845,0.182,100.05,65.323,4.092,2.6,4.679,0.307,0,-1.144,1.8225,279,318.88
2,23.75,384.005,4.432,0.46,-11.5415,-11.817,2.95,1.2515,0.1285,0.4095,0.487,0.198,100.055,67.276,3.77,2.36,4.3035,0.318,0,-1.1045,1.722,276.16,317.77
3,0.25,383.08,7.721,1.1865,-12.192,-21.489,2.96,1.31,0.157,0.495,0.569,0.238,99.9865,71.6,8.08,2.8,9.439,0.36,0,-1.575,1.89,285.52,335.54
3,0.75,383.82,8.118,0.967,-11.938,-15.704,3.147,1.36,0.158,0.483,0.5955,0.24,99.9875,73.754,7.926,2.735,9.069,0.35,0,-1.529,1.919,283.3,334
3,1.25,384.46,8.062,1.23,-12.164,-17.647,3.565,1.3015,0.1425,0.438,0.5725,0.2315,99.986,74.347,7.5,2.49,8.5885,0.3345,0,-1.432,1.892,288,334
3,1.75,384.74,7.429,0.9005,-12.455,-15.7,2.578,1.328,0.151,0.47,0.543,0.235,99.973,75.4195,7.255,2.25,8.188,0.342,0,-1.545,1.83,287,333.14
3,2.25,384.92,7.493,1.03,-12.893,-15.743,2.062,1.2525,0.15,0.453,0.541,0.235,99.978,77.2055,7.139,1.99,7.8965,0.364,0,-1.484,1.762,287.4,333.33
3,2.75,385.14,7.175,1.0335,-13.234,-13.683,2.285,1.2185,0.15,0.416,0.542,0.217,99.9655,78.0255,6.8465,1.93,7.4355,0.358,0,-1.451,1.931,291,330.6
3,3.25,385.57,7.189,0.99,-13.2965,-12.803,2.552,1.175,0.15,0.387,0.53,0.203,99.957,80.2395,6.755,1.7,7.25,0.357,0,-1.371,1.83,289.89,330.5
3,3.75,386.04,7.3435,0.929,-13.4285,-12.406,2.472,1.2745,0.144,0.419,0.514,0.229,99.9605,81.8195,6.5015,1.63,6.854,0.33,0,-1.371,1.804,289.09,330.19
3,4.25,386.57,7.484,0.855,-14.136,-13.792,1.8465,1.2885,0.143,0.445,0.519,0.226,99.9795,82.548,6.078,1.695,6.403,0.358,0,-1.385,1.84,288.56,327.99
3,4.75,386.24,7.337,0.807,-14.4525,-13.626,2.423,1.268,0.141,0.456,0.548,0.229,99.9975,82.7475,5.713,1.715,6.1325,0.339,0,-1.362,1.808,288,328.72
3,5.25,385.975,7.248,0.913,-14.353,-13.572,2.6,1.2795,0.152,0.426,0.532,0.2215,100.025,83.3165,5.5655,1.65,5.8595,0.2895,0,-1.353,1.818,286.55,328.41
3,5.75,385.99,7.124,0.829,-13.825,-13.613,2.93,1.24,0.1395,0.45,0.52,0.215,100.035,84.528,5.64,1.38,5.914,0.317,0,-1.322,1.853,285.7,327.92
3,6.25,386.43,6.861,0.845,-14.17,-12.9645,2.43,1.222,0.1385,0.448,0.545,0.2295,100.08,85.735,5.492,1.24,5.9985,0.2965,1.2425,0.46,2.478,286,328.59
3,6.75,387.15,7.089,0.616,-13.585,-11,4.257,1.278,0.155,0.456,0.557,0.24,100.11,87.2335,5.3905,1.205,6.002,0.303,28.4805,18.16,7.013,285.33,330.63
3,7.25,387.36,7.472,0.193,-12.065,-7.218,10.675,1.3505,0.15,0.503,0.5895,0.2595,100.12,85.572,5.7045,1.385,5.92,0.319,132.505,85.7,28.5,288.51,334.93
3,7.75,385.69,7.504,-0.501,-9.383,1.652,19.628,1.5565,0.1785,0.672,0.756,0.326,100.135,80.7855,6.6965,1.905,6.722,0.326,274.125,174.03,47.847,284.73,341.73
3,8.25,384.03,7.577,-1.636,-3.94,18.7,42.0265,1.876,0.2095,0.775,0.923,0.37,100.13,75.238,7.8495,2.625,7.8835,0.383,459.5,279.87,66.6,287.24,351.91
3,8.75,383.165,7.505,-2.507,0.624,45.264,57.513,2.1425,0.2515,0.891,1.064,0.399,100.15,67.5295,8.942,3.59,8.8175,0.458,661.5,383.55,84.4,285.33,361
3,9.25,381.58,7.399,-2.7985,7.065,59.687,64.036,2.2665,0.2885,0.9545,1.1425,0.417,100.145,60.7035,9.46,4.45,9.946,0.528,831.5,480.97,103,283.49,371.95
3,9.75,381.18,7.1395,-3.715,11.965,82.2965,74.436,2.331,0.281,1.028,1.2205,0.433,100.13,57.09,10.266,5.27,10.697,0.5795,999,564.92,118.58,290,378.75
3,10.25,380.155,7.243,-3.73,24.315,101.59,91.162,2.4535,0.293,1.076,1.3,0.434,100.13,52.48,10.607,5.985,11.7635,0.637,1148.6,646.67,137.39,293.83,388.21
3,10.75,380.11,7.263,-4.146,31.49,115,103.05,2.388,0.312,1.1165,1.324,0.4545,100.125,48.809,11.5235,6.745,12.577,0.6705,1264.6,699.12,146.15,295.39,394.76
3,11.25,379.41,7.206,-4.03,33.68,122.73,103.73,2.4425,0.3255,1.158,1.386,0.449,100.12,46.209,12.143,7.5,13.194,0.676,1350,746.43,149.475,298.28,398.78
3,11.75,378.55,7.026,-3.911,38.675,136.03,116.005,2.614,0.346,1.249,1.411,0.466,100.095,44.15,12.769,8.365,13.9075,0.683,1390.7,776.41,157.135,304.51,405.06
3,12.25,378.17,7.206,-3.78,42.545,136.87,117.47,2.62,0.346,1.3095,1.511,0.472,100.05,42.618,13.221,8.905,14.402,0.673,1410,789.6,154.525,306.32,405.48
3,12.75,377.57,7.21,-3.643,42.77,134.28,127.25,2.5785,0.3445,1.3375,1.506,0.482,100.025,40.6785,13.87,9.425,14.925,0.6615,1384.85,780.01,153.165,309.01,408.95
3,13.25,377.18,7.353,-3.418,44.655,128.065,123.21,2.53,0.325,1.372,1.534,0.487,99.989,40.025,14.192,9.82,15.321,0.64,1351,761.3,151.495,312.21,411.66
3,13.75,377.09,7.325,-3.285,43.63,123.425,117,2.795,0.351,1.338,1.489,0.515,99.9335,39.582,14.725,10.295,15.525,0.575,1255.5,719.79,143.08,314.05,409.27
3,14.25,376.28,7.192,-3.0615,42.415,106,111.85,2.6575,0.3345,1.297,1.476,0.487,99.89,38.0595,15.1005,10.64,16.096,0.569,1165.55,658.76,135.41,316.88,408.155
3,14.75,376.11,7.728,-2.93,38.525,88.888,100.431,2.72,0.326,1.305,1.4665,0.476,99.8795,37.6755,15.45,10.875,16.252,0.4795,1069.4,586.34,125.21,315.09,405.59
3,15.25,375.78,7.8995,-2.7055,33.03,69.8,93.479,2.739,0.334,1.223,1.433,0.4595,99.866,38.0185,15.5675,10.71,16.4895,0.3895,908.5,508.94,109,315.52,400.26
3,15.75,375.58,7.698,-2.201,27.6625,51.956,84.546,2.6055,0.336,1.153,1.3155,0.446,99.8665,37.687,15.55,10.53,16.595,0.348,764.5,426,94.4,315.26,396.4
3,16.25,375.76,7.6205,-1.62,23.6225,25.691,66.356,2.488,0.304,1.06,1.244,0.427,99.8635,38.289,15.311,10.575,16.268,0.255,578.885,310.7,76.978,311,389.69
3,16.75,375.47,7.717,-1.375,17.665,6.954,54.456,2.2895,0.2665,0.972,1.12,0.402,99.8595,39.113,15.5335,10.295,16.204,0.193,375.815,233.6,60.646,308.18,384.52
3,17.25,376.06,8.124,-0.2855,12.2375,-8.526,41.582,2.155,0.2495,0.872,0.976,0.37,99.858,40.6065,15.141,9.74,16.247,0.193,229.43,135.61,42,306.25,377.19
3,17.75,376.325,8.257,0.402,7.7305,-19.2,22.446,1.836,0.217,0.713,0.764,0.312,99.8755,43.459,14.6165,8.875,15.853,0.311,92.5,53.5,18.6,303.64,369
3,18.25,378.72,8.306,0.509,0.6225,-13.258,8.7125,1.4,0.184,0.574,0.626,0.268,99.8945,48.984,13.393,7.35,15.2645,0.402,7.323,5.842,2.658,299,361
3,18.75,378.955,8.01,1.01,-4.6965,-12.722,4.322,1.199,0.1395,0.4455,0.5235,0.2095,99.9105,52.616,12.696,6.22,14.554,0.3955,0,-2.045,1.331,292.92,353.21
3,19.25,380.02,8.052,0.758,-7.393,-9.187,2.206,1.0535,0.1235,0.383,0.461,0.184,99.928,56.976,11.784,5.45,13.584,0.377,0,-2.368,1.761,295.21,348.76
3,19.75,381.335,8.135,1.001,-8.855,-9.343,2.01,1.1345,0.1155,0.359,0.435,0.1695,99.9605,58.721,11.181,4.89,13.018,0.3595,0,-1.871,1.986,293.75,348.03
3,20.25,381.67,7.789,1.1665,-10.2245,-9.697,2.77,1.127,0.13,0.3995,0.503,0.192,99.9635,60.871,10.818,4.34,12.539,0.381,0,-1.551,2.044,290.94,346.56
3,20.75,381.47,7.748,1.0575,-11.1265,-10.339,3.56,1.087,0.122,0.394,0.513,0.1895,99.973,63.058,10.375,4.01,11.955,0.3625,0,-1.513,2.081,293.67,344
3,21.25,381.65,7.681,1.108,-10.5585,-9.366,4.5245,1.214,0.16,0.4,0.4915,0.1925,99.982,65.27,10.032,4.03,11.3425,0.3875,0,-1.41,2.082,293.08,345
3,21.75,380.99,7.698,1.17,-11.384,-13.124,5.056,1.265,0.166,0.476,0.549,0.248,99.9775,65.971,9.807,3.64,11.145,0.384,0,-1.466,1.95,295.03,343.31
