DOY2,HR2,FC_1_1_1,CO2_1_1_1,CO2_SIGMA_1_1_1,SC_1_1_1,LE_1_1_1,H2O_1_1_1,H2O_SIGMA_1_1_1,H_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,WS_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,TA_1_1_1,VPD_1_1_1,RH_1_1_1,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD_1_1_1,SW_IN_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_DIF_1_1_1,FC_1_2_1,CO2_1_2_1,CO2_SIGMA_1_2_1,LE_1_2_1,H2O_1_2_1,H2O_SIGMA_1_2_1,H_1_2_1,T_SONIC_1_2_1,T_SONIC_SIGMA_1_2_1,WS_1_2_1,USTAR_1_2_1,W_SIGMA_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,TA_1_2_1,VPD_1_2_1,RH_1_2_1
1,5.25,0.76,400.215253,1.079677,0.138833,0.996,8.4060735,0.0677135,-15.478,11.8025,0.3,2.205,0.1725,0.225832,0.5074445,0.422492,6.507,1.56,82.906,99.6,9.0225,9.263,9.76,10.4135,11.181,-13.016,-43.957,0,0,0,0,0,292.36,333.8105,0,0.41976,428.8478355,4.209437,0.090011,8.684693,0.0925495,-0.72944,8.8938,0.241787,0.34354,0.0421695,0.050967,0.1927055,0.184284,4.5785,0.71507,92
1,5.75,0.7755,401.405804,1.065447,-0.033903,0.87,8.292296,0.071017,-15.822,11.72,0.300831,2.1905,0.1735,0.223607,0.497996,0.423084,6.467,1.585,82.9,99.6,9.025,9.265,9.73,10.395,11.178,-12.846,-45.144,0,0,0,0,0,291.2855,333.42,0,0.36242,427.909187,4.319475,0.10052,8.671792,0.097718,-0.70863,8.9289,0.2462775,0.34886,0.0397275,0.0512555,0.188587,0.190493,4.594,0.72722,92.1
1,6.25,0.775,400.846483,1.054612,0.05275,1.104,8.105959,0.069708,-13.8125,11.6425,0.292403,2.228,0.165,0.212132,0.483735,0.4,6.4055,1.6,83.2,99.6,8.964,9.2,9.697,10.383,11.175,-12.695,-44.568,0,0,0,0,0,290.71,332.957,0,0.38384,429.6175055,4.309259,0.38201,8.696243,0.090042,-0.64254,8.9118,0.2488035,0.31412,0.039966,0.050612,0.179597,0.190347,4.645,0.70691,92.3
1,6.75,0.636,399.395582,1.057721,-0.222347,1.372,8.252116,0.071459,-15.575,11.702,0.3,2.166,0.1655,0.219089,0.496991,0.420119,6.405,1.65,82.2,99.6,8.905,9.1865,9.671,10.3525,11.173,-13.221,-44.147,0.08955,0.194,1.243,0.08955,1.145,296.0335,333.4365,0.676,0.31074,428.2086,4.0158225,0.33229,8.422982,0.090372,-0.492795,9.0159,0.242829,0.31948,0.042117,0.049181,0.18877,0.187379,4.733,0.68266,92.3
1,7.25,0.4715,399.473531,1.049365,0.2471735,0.582,8.024275,0.080557,-12.822,11.6035,0.306594,2.116,0.164,0.210947,0.494975,0.409267,6.33,1.61,82.4775,99.6,8.8505,9.185,9.64,10.3285,11.168,-14.153,-40,3.4011,9.69,0.756,3.83715,1.457,293.3415,332.292,5.375,0.42475,430.731884,3.829587,0.0144495,8.233269,0.0831845,-0.6621,8.9345,0.225812,0.32235,0.040522,0.048104,0.18666,0.19083,4.709,0.67874,92.3
1,7.75,0.569,401.8089535,1.072676,-0.043646,1.141,8.1546595,0.071456,-12.824,11.171,0.327109,2.095,0.168,0.214476,0.501996,0.426615,6.4995,1.63,82.3,99.619,8.85,9.14,9.598,10.297,11.16,-12.819,-21.495,28.429,63.953,5.79,30.2292,5.205,292.7435,333.252,46.62,0.25689,429.2618095,4.106933,0.59891,8.326127,0.1114225,-0.28585,9.1546,0.235775,0.330855,0.039761,0.050785,0.196484,0.1925225,4.722,0.6872,92.3
1,8.25,0.6575,400.035042,1.2774585,-1.1691455,3.257,8.143572,0.0835105,-9.8865,11.145,0.272945,1.883,0.1785,0.232379,0.5176835,0.428952,6.973,1.84,81.5,99.7,8.933,9.158,9.568,10.275,11.153,-11.213,10.36,75.4,170.403,14.418,77,11.0865,287.223,340.237,92.8,0.14402,423.443971,3.6189835,1.00433,8.501456,0.194967,-0.34582,9.20695,0.317002,0.33647,0.045167,0.056773,0.195438,0.204971,5.146,0.72564,91.76
1,8.75,0.7765,401.242373,1.280162,-2.911347,10.134,8.47266,0.137665,-5.1025,11.29,0.2607615,1.65,0.213,0.260768,0.550454,0.434741,7.699,2.215,78.5,99.7,9.012,9.218,9.57,10.248,11.14,-8.4145,52.805,135.583,301.295,24.575,137.8,18.686,291.253,347.442,133,0.09934,418.841714,3.287642,5.917,9.031589,0.300131,0.70928,10.239,0.476806,0.36775,0.062317,0.091609,0.238877,0.249239,6.1895,0.863425,89.9
1,9.25,0.276,400.9367005,1.2961315,-3.343875,22.4,8.7968425,0.189075,7.0585,11.693,0.3033105,1.3175,0.241,0.308221,0.564801,0.500999,8.535,2.49,77.3,99.7,9.1125,9.2585,9.59,10.2255,11.14,-4.02,89.568,201.59,455.149,35.549,204.2089,29.252,295.654,355.598,165.65,-0.055829,411.977231,2.2311455,16.577,9.344692,0.3163965,3.6247,11.6545,0.371869,0.446975,0.0874775,0.1260555,0.298533,0.322397,7.765,1.17475,85.7
1,9.75,-0.755,399.287082,1.0724535,-2.4143265,34.856,9.2394625,0.17742,32.7965,12.0075,0.320155,1.26,0.251,0.354965,0.576194,0.545894,9.114,2.63,76.058,99.7,9.223,9.34,9.6315,10.2225,11.1415,-0.7,127.3015,240.7275,542.1075,41.399,247.45,33.728,303.908,362.101,217.2,-0.27473,407.23492,1.201366,21.5825,9.413488,0.269999,7.75115,12.6305,0.3092285,0.54504,0.10544,0.147597,0.360153,0.401858,8.705,1.8723,79.55
1,10.25,-1.271,399.5065645,1.062468,-1.032944,38.894,9.415645,0.168698,46.887,12.526,0.325576,1.4305,0.274,0.404969,0.622896,0.621289,9.57,2.95,75.2,99.793,9.392,9.482,9.695,10.238,11.143,2.6125,155.97,282.902,630.426,48.6765,287.9991,38.309,300.58,367.59,256.7,-0.4786,407.7918025,0.924957,24.13,9.5823685,0.252706,13.826,13.208,0.3122865,0.64624,0.11035,0.167726,0.41766,0.45877,9.32,2.6066,76.5
1,10.75,-2.141,399.198641,1.050607,-0.702861,40.526,9.445276,0.1706365,67.5135,12.85,0.354965,1.6015,0.304,0.447214,0.682642,0.683374,9.985,3.12,74.2,99.718,9.555,9.602,9.745,10.243,11.155,5.8505,183.0925,312.253,692.1875,51.418,319.45,41.991,299.089,370.9985,286.7,-0.47772,407.6101035,0.938535,27.019,9.68757,0.249496,21.739,13.3805,0.347012,0.69066,0.11994,0.1869745,0.46212,0.507617,10.12,3.10005,73.2
1,11.25,-1.99,398.514531,0.7670215,-0.697986,47.432,9.619377,0.167422,92.8485,13.125,0.3734965,1.665,0.321,0.473286,0.7151925,0.729724,10.21,3.43,72.5,99.7,9.783,9.768,9.828,10.25,11.15,10.1675,232.373,357.5,791.473,57.845,369.0279,50.384,298.8035,376.1865,312.15,-0.603415,407.088802,0.830436,28.963,9.837333,0.246369,26.251,13.734,0.4296625,0.74151,0.12828,0.196876,0.493315,0.541738,10.775,3.58105,70.2
1,11.75,-1.79,398.238493,0.764671,-0.8204445,48.1295,9.668589,0.163266,102.962,13.373,0.391152,1.7845,0.3395,0.5024935,0.7546515,0.776209,10.505,3.71,71.6,99.7,10.113,9.932,9.9,10.247,11.135,15.164,261.869,375.944,840.31,57.467,395.471925,55.069,296.8765,379.577,323.2,-0.63147,406.627551,0.8475265,29.838,9.83724,0.2393355,32.257,14.08,0.432481,0.77929,0.13182,0.207169,0.517871,0.567715,11.205,4.1685,67.84
1,12.25,-2.219,399.238774,0.766418,-0.791319,46.5775,9.780619,0.157112,102.759,13.727,0.406202,1.8135,0.346,0.5024935,0.789936,0.792779,10.735,3.945,70.21,99.6,10.37,10.193,9.988,10.258,11.133,18.206,242.954,361.6515,808.857,55.004,381.904875,53.319,296.733,382.607,304.35,-0.68268,406.0343635,0.936858,30.6335,10.0031565,0.242541,35.005,14.3625,0.4396645,0.78699,0.13035,0.207545,0.529641,0.570885,11.525,4.4308,65.66
1,12.75,-1.7525,398.564443,0.765807,-0.6618405,43.899,9.876364,0.15862,107.33,13.9815,0.3937,1.854,0.358,0.50892,0.804363,0.814248,11.11,4.32,69,99.6,10.593,10.395,10.113,10.285,11.15,19.478,246.797,368.986,791.763,53.119,370.3,52.466,298.458,382.836,307,-0.66166,405.375441,0.817967,29.8565,10.009181,0.233286,36.676,14.563,0.44532,0.81643,0.137105,0.212791,0.545073,0.5857135,11.96,4.82995,64.645
1,13.25,-1.736,397.7660625,0.7613505,-0.613028,42.9345,10.0867265,0.158633,102.973,14.374,0.383406,1.902,0.351,0.509902,0.796869,0.813634,11.395,4.49,67.53,99.6,10.7,10.54,10.21,10.303,11.143,19.9,242.5885,379.3,845.79,59.604,386.1417,57.776,298.248,384.528,299.2,-0.64333,405.456902,0.809901,29.874,9.993995,0.234684,35.822,15.004,0.447269,0.82463,0.137955,0.2129905,0.5526025,0.582735,12.1265,5.0453,63.77
1,13.75,-1.722,397.580141,0.763363,-0.4966945,41.178,10.025673,0.152689,92.298,14.505,0.353553,1.837,0.35,0.495984,0.790569,0.827647,11.56,4.7,66,99.5415,10.7865,10.644,10.3315,10.352,11.154,18.9425,205.538,337.375,752.583,57.3005,346.8429,49.864,297.904,383.741,299.3,-0.627445,404.40468,0.732305,27.1485,9.93412,0.224056,31.237,15.255,0.437132,0.81403,0.13623,0.209526,0.539426,0.579552,12.16,5.2918,62.69
1,14.25,-1.387,396.337128,0.756909,-0.4504165,35.118,10.074268,0.138593,81.206,14.787,0.333167,1.876,0.332,0.473286,0.763544,0.784857,11.82,4.82,65.5,99.5,10.887,10.77,10.435,10.39,11.1525,18.155,172.301,305.8,690.243,55.766,316.7442,48.69,296.79,382.155,253.4,-0.559575,404.632156,0.740232,24.491,9.938832,0.219287,27.134,15.54,0.37855,0.78507,0.13486,0.201993,0.51518,0.553236,12.32,5.2692,62.41
1,14.75,-1.417,397.766497,0.7580225,-0.244743,29.072,10.054725,0.128518,65.5635,14.874,0.288097,1.8415,0.334,0.454973,0.764199,0.760263,11.852,4.92,65.19,99.5,10.9485,10.803,10.49,10.4285,11.145,16.103,129.352,258.394,579.8445,52.6465,260.92975,38.6055,295.849,379.0315,223.95,-0.48566,403.9803095,0.642055,19.9075,9.957436,0.196013,19.012,15.635,0.32232,0.76245,0.12449,0.190942,0.4865695,0.522296,12.3435,5.28045,62.04
1,15.25,-0.938,396.79706,0.746095,-0.197194,22.189,10.166554,0.112911,46.869,14.885,0.248998,1.8095,0.313,0.421307,0.714493,0.705336,12.095,4.94,65.135,99.5,10.958,10.8,10.56,10.498,11.155,12.893,81.438,199.801,445.833,41.3045,200.73525,30.988,294.662,375.4425,181.75,-0.323465,402.507951,0.58206,15.367,10.0257035,0.174882,9.2962,15.623,0.253594,0.72874,0.11524,0.1762765,0.4450055,0.477959,12.125,5.33495,63.7925
1,15.75,-0.58,396.1066615,0.7487805,0.048708,15.154,10.2312595,0.105826,24.233,14.993,0.189737,1.8005,0.3035,0.368782,0.670074,0.636002,11.86,4.7,65.79,99.5,10.957,10.835,10.613,10.557,11.158,8.85,31.726,131.9245,296.559,27.788,136.493325,20.872,292.3645,371.3685,146.75,-0.0687745,403.517693,0.5816525,9.7216,10.050251,0.153957,0.42005,15.491,0.197329,0.69884,0.10066,0.1555125,0.3937385,0.4094445,11.79,4.8906,65.175
1,16.25,0.006,396.520441,0.742871,0.355806,7.015,10.276434,0.0904445,5.909,14.902,0.144914,1.645,0.247,0.3,0.594979,0.531037,11.655,4.51,68.475,99.5,10.87,10.795,10.65,10.592,11.163,4.787,-7.05,73.7785,161.595,14.916,73.65,12.425,288.413,364.8425,94.7,0.15075,404.071021,0.7800795,4.41105,10.087282,0.128353,-3.745,15.276,0.202341,0.59586,0.0807895,0.125771,0.3327745,0.323972,11.395,4.48245,67.94
1,16.75,0.116,396.502797,0,1.115319,2.0055,10.392473,0.069297,-1.655,14.867,0.130384,1.5505,0.179,0.222483,0.485798,0.43589,11.31,4.09,70.4,99.5,10.73,10.713,10.665,10.634,11.169,0.991,-40.235,22.489,51.163,4.4115,23.2848,4.476,289.377,357.642,33.86,0.40581,406.135096,2.224955,1.6687,10.110248,0.112791,-3.3736,14.7435,0.342249,0.36927,0.0592175,0.083047,0.2645135,0.2296695,10.59,3.94,72.2
1,17.25,0.101,395.2990915,0,2.0371875,0.927,10.435147,0.054149,-2.958,14.758,0.141421,1.504,0.118,0.148324,0.388587,0.344964,10.55,3.38,73.6,99.5,10.5875,10.614,10.6235,10.659,11.164,-2.403,-56.4745,0,0,0,0,0,289.012,351.753,0,0.41616,409.122182,4.2117735,0.78921,10.183488,0.115284,-0.83553,13.6275,0.408007,0.20143,0.034171,0.039493,0.165671,0.153776,9.24,3.1239,77
1,17.75,0.086,393.821902,0,1.551806,1.0435,10.332613,0.0508875,-2.4735,14.5375,0.144914,1.477,0.105,0.118322,0.378153,0.360555,10.14,3.03,76.1,99.5,10.4535,10.505,10.5865,10.663,11.162,-5.134,-55.539,0,0,0,0,0,284.931,348.695,0,0.37537,411.56344,4.618039,1.16755,10.017365,0.104839,-0.75209,12.626,0.324353,0.195535,0.0292465,0.0303415,0.1496545,0.144241,8.37,2.4124,81.4
1,18.25,0.078,395.87239,0.745554,0.9136045,0.905,10.227279,0.0499625,-3.146,14.225,0.164317,1.539,0.099,0.122474,0.370135,0.382099,9.77,2.84,77.75,99.5,10.3425,10.456,10.5385,10.669,11.155,-7.219,-54.09,0,0,0,0,0,289.04,346.391,0,0.35158,414.127922,4.835385,0.75548,9.972586,0.088843,-0.59009,12.0345,0.259701,0.212165,0.0280585,0.0285365,0.1426025,0.143207,7.61,1.9603,83.9
1,18.75,0.109,397.041563,0.751319,0.2068475,0.409,10.241818,0.049412,-4.1175,14.055,0.192354,1.548,0.105,0.13784,0.409878,0.380789,9.43,2.62,78.9,99.5,10.26,10.35,10.518,10.678,11.152,-8.673,-54.172,0,0,0,0,0,290.086,344.278,0,0.32737,414.444164,5.0236675,0.426235,9.959938,0.086344,-0.586685,11.4955,0.262876,0.21848,0.029258,0.031688,0.153411,0.148108,7.16,1.60895,85.3
1,19.25,0.162,393.722105,0.756752,0.4317295,0.5125,10.056052,0.054713,-5.7045,13.892,0.214476,1.7275,0.118,0.151658,0.415331,0.384057,9.21,2.42,79.97,99.5,10.143,10.272,10.5,10.693,11.15,-9.818,-52.949,0,0,0,0,0,289.125,342.935,0,0.356045,419.806741,5.164338,0.55291,9.869693,0.0899035,-0.72058,11.062,0.259998,0.241625,0.031859,0.0350455,0.160493,0.153538,6.751,1.3961,86.7
1,19.75,0.3065,395.487911,1.0503315,0.711514,0.32,9.945893,0.050279,-8.009,13.6195,0.244949,1.938,0.1315,0.173205,0.446654,0.3755,8.99,2.25,81,99.55,10.043,10.205,10.46,10.68,11.153,-10.523,-51.726,0,0,0,0,0,288.241,341.668,0,0.45102,418.4794615,5.28741,0.20843,9.978687,0.090323,-0.814295,10.824,0.2681445,0.260305,0.033472,0.0392325,0.1693475,0.1641995,6.522,1.2248,88.3
1,20.25,0.4785,397.291992,0.768192,0.546167,0.024,9.865087,0.05355,-9.589,13.461,0.252982,2.039,0.159,0.202485,0.469042,0.388587,8.74,2.09,82.25,99.571,9.957,10.145,10.418,10.685,11.145,-11.139,-51.151,0,0,0,0,0,288.0545,340.8195,0,0.31394,424.604567,5.066271,-0.004839,9.643278,0.098849,-0.70032,10.6605,0.2706205,0.28352,0.036171,0.043026,0.179215,0.169818,6.197,1.0937,89.05
1,20.75,0.6435,398.485668,1.034477,0.3996665,0.2705,9.794975,0.052356,-11.459,13.339,0.243924,2.093,0.1665,0.207364,0.4625965,0.4123085,8.53,1.955,82.5,99.6,9.863,10.095,10.362,10.678,11.155,-11.568,-50.791,0,0,0,0,0,284.9705,339.8975,0,0.37651,425.3939325,5.708713,0.1701,9.7394485,0.091326,-0.895955,10.481,0.280792,0.2857,0.0376685,0.044541,0.184911,0.1695595,5.947,1.0258,89.525
1,21.25,0.5395,397.622221,1.047433,0.279528,0.067,9.856156,0.052725,-12.2185,13.179,0.259806,2.109,0.163,0.212132,0.482701,0.411096,8.33,1.885,83,99.6,9.81,10.025,10.335,10.68,11.155,-11.566,-50,0,0,0,0,0,285.922,337.9445,0,0.36851,425.678845,5.371093,-0.0372465,9.722011,0.094326,-0.84578,10.093,0.268058,0.29374,0.040278,0.045295,0.182258,0.176301,5.818,0.951465,90.05
1,21.75,0.73,400.858618,1.067406,0.0802915,0.036,9.6892305,0.055151,-12.352,13.061,0.266458,2.115,0.168,0.209762,0.494975,0.402492,8.283,1.78,83.5,99.6,9.742,9.97,10.31,10.678,11.155,-12.274,-48.849,0,0,0,0,0,287.73,337.9715,0,0.39511,426.877914,5.281686,-0.020694,9.467246,0.0885945,-0.90444,9.91605,0.2647875,0.2991,0.038326,0.046155,0.185825,0.173292,5.667,0.92539,90.4
1,22.25,0.723,398.3828605,1.0643775,0.217743,0.457,9.531251,0.062136,-13.457,12.854,0.270185,2.154,0.16,0.207364,0.478539,0.406202,8.08,1.73,84.1,99.6,9.68,9.9,10.28,10.668,11.152,-12.374,-47.913,0,0,0,0,0,287.799,337.287,0,0.32445,426.104054,5.183252,-0.007399,9.4261285,0.091093,-0.87284,9.69665,0.263994,0.30322,0.038221,0.047422,0.186569,0.17107,5.631,0.89298,90.8
1,22.75,0.738,399.437607,1.066293,0.150056,0.131,9.299972,0.05537,-13.047,12.825,0.272029,2.1955,0.166,0.217942,0.488875,0.4086545,7.96,1.67,84.5,99.6,9.602,9.855,10.235,10.655,11.163,-12.676,-48.237,0,0,0,0,0,295.46,337.3425,0,0.341565,430.424211,4.797207,0.159665,9.4377845,0.092578,-0.80864,9.63155,0.265447,0.29935,0.037319,0.047011,0.180901,0.177994,5.4595,0.86768,91.05
1,23.25,0.728,398.652104,1.066503,-0.047736,0.2865,9.395881,0.0623605,-13.725,12.6305,0.281069,2.197,0.168,0.216795,0.491935,0.425441,7.82,1.65,84.3,99.6,9.535,9.815,10.189,10.645,11.1705,-12.399,-46.403,0,0,0,0,0,293.463,337.8775,0,0.351685,432.65788,4.961486,0.0685025,9.475524,0.0931665,-0.88257,9.5605,0.269323,0.32266,0.040349,0.049103,0.188276,0.183842,5.3465,0.85406,91.4
1,23.75,0.8335,400.798044,1.064198,-0.285653,0.663,9.2963915,0.0657805,-15.0695,12.428,0.288092,2.2855,0.18,0.230217,0.5074445,0.423084,7.705,1.66,84.1,99.6,9.4655,9.7575,10.148,10.633,11.1785,-12.136,-45.18,0,0,0,0,0,288.7985,337.5295,0,0.322435,431.006552,4.788992,0.060599,9.332228,0.09575,-0.713115,9.5276,0.273916,0.332805,0.040143,0.0511715,0.188142,0.1810095,5.2945,0.813005,91.5
2,0.25,1.416,401.986205,1.06511,-0.001722,1.143,9.171156,0.0595435,-21.462,13.899,0.254951,2.48,0.204,0.260768,0.528205,0.4544225,8.8,2.83,75.5,99.3,10.5585,10.808,11.1625,11.466,11.775,-15.04,-53.813,0,0,0,0,0,278.268,342.272,0,0.599035,425.196005,5.4630195,0.38918,9.741404,0.0952625,-1.2698,10.623,0.2840975,0.36405,0.040884,0.052173,0.198288,0.176091,6.257,1.2044,88.2
2,0.75,1.269,401.576827,1.0650655,-0.14809,1.2015,9.063486,0.057916,-19.884,13.7665,0.2655165,2.503,0.21,0.258844,0.539444,0.463681,8.64,2.84,75.4,99.3,10.495,10.7565,11.1035,11.4565,11.78,-14.951,-54.136,0,0,0,0,0,278.898,341.755,0,0.49994,423.637203,5.7946985,0.38245,9.592446,0.101359,-1.09195,10.522,0.288388,0.38027,0.042931,0.055952,0.202101,0.176873,6.1395,1.16345,88.1
2,1.25,1.35,401.900025,1.066128,-0.0805765,1.35,8.87255,0.060773,-20.944,13.598,0.264575,2.5405,0.218,0.268328,0.532917,0.438178,8.45,2.765,75.485,99.3,10.41,10.71,11.0465,11.434,11.7875,-15.04,-53.525,0,0,0,0,0,278.181,340.334,0,0.52936,423.0561735,5.205567,0.39537,9.6776675,0.097598,-1.1194,10.3195,0.286406,0.37978,0.042884,0.054274,0.200651,0.182384,5.962,1.1266,88.4
2,1.75,1.4725,402.466655,1.071908,-0.105361,1.3525,8.843652,0.0626295,-22.411,13.5125,0.273861,2.576,0.214,0.270185,0.546809,0.457165,8.335,2.73,75.6,99.3,10.349,10.649,10.981,11.409,11.791,-15.075,-53.741,0,0,0,0,0,278.036,339.916,0,0.47671,422.6095655,5.3592005,0.37733,9.814534,0.0994485,-1.0406,10.168,0.273901,0.38142,0.040782,0.054325,0.198215,0.1828,5.799,1.12135,88.8
2,2.25,1.361,401.6653965,1.0733065,-0.091972,1.1695,8.8301595,0.065266,-22.4715,13.555,0.272029,2.496,0.212,0.260768,0.538516,0.460435,8.21,2.66,75.9,99.3,10.295,10.57,10.947,11.388,11.8,-15.427,-53.453,0,0,0,0,0,278.308,339.035,0,0.52895,425.053268,5.172526,0.42816,9.542872,0.096073,-1.18235,10.1265,0.2756155,0.36784,0.0395055,0.0534125,0.1933645,0.1764295,5.604,1.08355,89
2,2.75,1.481,401.892234,1.080341,-0.2154095,1.4965,8.68885,0.065561,-23.3595,13.485,0.286356,2.537,0.213,0.264575,0.539444,0.449444,7.89,2.61,76,99.3,10.262,10.502,10.91,11.358,11.8,-15.43,-53.309,0,0,0,0,0,279.685,337.909,0,0.536435,424.4552955,5.31499,0.39081,9.581872,0.0944655,-1.0859,10.0825,0.2727855,0.37618,0.0413025,0.0540845,0.1884675,0.1837265,5.535,1.0478,89.35
