DOY2,HR2,TS_1_1_1
4,12.25,1.7205
4,12.75,1.729375
4,13.25,1.8
4,13.75,1.8705
4,14.25,1.892625
4,14.75,1.937375
4,15.25,1.948375
4,15.75,1.934875
4,16.25,1.965125
4,16.75,2.00075
4,17.25,2.01175
4,17.75,2.018875
4,18.25,2.018125
4,18.75,2.00125
4,19.25,1.97875
4,19.75,1.971875
4,20.25,1.88475
4,20.75,1.878875
4,21.25,1.83325
4,21.75,1.762625
4,22.25,1.677
4,22.75,1.61475
4,23.25,1.628875
4,23.75,1.56225
5,0.25,5.8445
5,0.75,5.74525
5,1.25,5.614
5,1.75,5.547
5,2.25,5.46525
5,2.75,5.38675
5,3.25,5.297
5,3.75,5.1895
5,4.25,5.11725
5,4.75,5.046
5,5.25,5.00425
5,5.75,4.973
5,6.25,4.9005
5,6.75,4.8495
5,7.25,4.8105
5,7.75,4.78975
5,8.25,4.782
5,8.75,4.806
5,9.25,5.1575
5,9.75,5.36525
5,10.25,5.411
5,10.75,5.58575
5,11.25,5.8625
5,11.75,6.035
5,12.25,6.26725
5,12.75,6.267
5,13.25,6.389
5,13.75,6.51
5,14.25,6.536
5,14.75,6.608
5,15.25,6.612
5,15.75,6.5735
5,16.25,6.6225
5,16.75,6.688
5,17.25,6.706
5,17.75,6.72
5,18.25,6.723
5,18.75,6.706
5,19.25,6.6875
5,19.75,6.70275
5,20.25,6.56025
5,20.75,6.562
5,21.25,6.488
5,21.75,6.363
5,22.25,6.22
5,22.75,6.126
5,23.25,6.16925
5,23.75,6.0505
6,0.25,11.8075
6,0.75,11.94
6,1.25,11.79
6,1.75,11.7
6,2.25,11.685
6,2.75,11.56
6,3.25,11.615
6,3.75,11.54
6,4.25,11.51
6,4.75,11.45
6,5.25,11.42
6,5.75,11.51
6,6.25,11.375
6,6.75,11.3675
6,7.25,11.2975
6,7.75,11.27
6,8.25,11.2625
6,8.75,11.405
6,9.25,11.485
6,9.75,11.625
6,10.25,11.7
6,10.75,11.78
6,11.25,11.815
6,11.75,11.99
6,12.25,11.8525
6,12.75,12.015
6,13.25,12.0925
6,13.75,12.17
6,14.25,12.2225
6,14.75,12.24
6,15.25,12.675
6,15.75,12.655
6,16.25,12.76
6,16.75,12.975
6,17.25,12.915
6,17.75,12.785
6,18.25,13.11
6,18.75,12.87
6,19.25,12.88
6,19.75,12.8325
6,20.25,12.6175
6,20.75,12.415
6,21.25,12.5325
6,21.75,12.17
6,22.25,12.12
6,22.75,12.0475
6,23.25,12.01
6,23.75,12.125
7,0.25,16.905
7,0.75,16.865
7,1.25,16.78
7,1.75,16.785
7,2.25,16.7425
7,2.75,16.705
7,3.25,16.66
7,3.75,16.62
7,4.25,16.5525
7,4.75,16.47
7,5.25,16.2975
7,5.75,16.36
7,6.25,16.3225
7,6.75,16.28
7,7.25,16.26
7,7.75,16.16525
7,8.25,16.035
7,8.75,15.915
7,9.25,16.19325
7,9.75,16.23
7,10.25,16.12275
7,10.75,16.255
7,11.25,16.315
7,11.75,16.34
7,12.25,16.57
7,12.75,16.68
7,13.25,16.575
7,13.75,16.7
7,14.25,16.8175
7,14.75,17.01
7,15.25,17.07
7,15.75,17.195
7,16.25,17.2425
7,16.75,17.39
7,17.25,17.44
7,17.75,17.46
7,18.25,17.4875
7,18.75,17.495
7,19.25,17.44
7,19.75,17.425
7,20.25,17.375
7,20.75,17.33
7,21.25,17.265
7,21.75,17.26
7,22.25,17.24
7,22.75,17.325
7,23.25,17.12
7,23.75,17.05675
8,0.25,16.48
8,0.75,16.371
8,1.25,16.435
8,1.75,16.255
8,2.25,16.21
8,2.75,16.16
8,3.25,16.12825
8,3.75,16.10825
8,4.25,16.08
8,4.75,16.011
8,5.25,15.99
8,5.75,16.0505
8,6.25,15.97
8,6.75,15.9475
8,7.25,15.93
8,7.75,15.915
8,8.25,15.885
8,8.75,16.011
8,9.25,16.0355
8,9.75,16.07
8,10.25,16.13
8,10.75,16.261
8,11.25,16.33275
8,11.75,16.44
8,12.25,16.57
8,12.75,16.735
8,13.25,16.78
8,13.75,16.855
8,14.25,16.895
8,14.75,16.905
8,15.25,17.02
8,15.75,17.155
8,16.25,17.24
8,16.75,17.35
8,17.25,17.3775
8,17.75,17.4
8,18.25,17.39
8,18.75,17.305
8,19.25,17.3275
8,19.75,17.265
8,20.25,17.15
8,20.75,17.1075
8,21.25,17.015
8,21.75,16.935
8,22.25,16.83
8,22.75,16.8075
8,23.25,16.6575
8,23.75,16.579
9,0.25,14.4425
9,0.75,14.7
9,1.25,14.6325
9,1.75,14.505
9,2.25,14.3925
9,2.75,14.28
9,3.25,14.02
9,3.75,14.05
9,4.25,13.92
9,4.75,13.99
9,5.25,13.7925
9,5.75,13.7
9,6.25,13.67
9,6.75,13.6725
9,7.25,14.035
9,7.75,14.0475
9,8.25,14.4125
9,8.75,14.155
9,9.25,14.1
9,9.75,14.1375
9,10.25,14.335
9,10.75,14.3675
9,11.25,14.4075
9,11.75,14.48
9,12.25,14.625
9,12.75,14.685
9,13.25,14.97
9,13.75,15.2
9,14.25,15.4825
9,14.75,15.6675
9,15.25,15.75
9,15.75,15.825
9,16.25,15.9775
9,16.75,15.84775
9,17.25,15.955
9,17.75,15.885
9,18.25,16.0305
9,18.75,15.815
9,19.25,15.675
9,19.75,15.6175
9,20.25,15.495
9,20.75,15.3
9,21.25,15.1225
9,21.75,15.115
9,22.25,15.01
9,22.75,14.725
9,23.25,15
9,23.75,14.51
10,0.25,7.60325
10,0.75,7.740375
10,1.25,7.69675
10,1.75,7.626
10,2.25,7.5855
10,2.75,7.503
10,3.25,7.359
10,3.75,7.389875
10,4.25,7.29725
10,4.75,7.333
10,5.25,7.245625
10,5.75,7.232125
10,6.25,7.148
10,6.75,7.21025
10,7.25,7.36575
10,7.75,5.31
10,8.25,7.5195
10,8.75,7.36
10,9.25,7.326875
10,9.75,7.34825
10,10.25,7.44675
10,10.75,5.358
10,11.25,7.493375
10,11.75,5.61475
10,12.25,5.74425
10,12.75,7.641
10,13.25,6.20875
10,13.75,6.29625
10,14.25,6.343
10,14.75,6.4945
10,15.25,6.22925
10,15.75,6.672
10,16.25,6.792
10,16.75,6.965
10,17.25,7.0175
10,17.75,6.61425
10,18.25,7.0325
10,18.75,6.8665
10,19.25,6.77825
10,19.75,8.17025
10,20.25,8.10975
10,20.75,6.18675
10,21.25,6.1195
10,21.75,6.0475
10,22.25,5.9795
10,22.75,7.730125
10,23.25,5.82075
10,23.75,7.551625
11,0.25,0.764
11,0.75,0.78075
11,1.25,0.761
11,1.75,0.747
11,2.25,0.7785
11,2.75,0.726
11,3.25,0.698
11,3.75,0.72975
11,4.25,0.6745
11,4.75,0.676
11,5.25,0.69875
11,5.75,0.76425
11,6.25,0.626
11,6.75,0.748
11,7.25,0.6965
11,7.75,0.6875
11,8.25,0.6265
11,8.75,0.565
11,9.25,0.55375
11,9.75,0.559
11,10.25,0.5585
11,10.75,0.71025
11,11.25,0.57925
11,11.75,0.585
11,12.25,0.585
11,12.75,0.597
11,13.25,0.59975
11,13.75,0.6055
11,14.25,0.61625
11,14.75,0.6235
11,15.25,0.631
11,15.75,0.6385
11,16.25,0.635
11,16.75,0.733
11,17.25,0.676
11,17.75,0.7135
11,18.25,0.776
11,18.75,0.728
11,19.25,0.7455
11,19.75,0.723
11,20.25,0.7245
11,20.75,0.783
11,21.25,0.74775
11,21.75,0.713
11,22.25,0.77225
11,22.75,0.73525
11,23.25,0.7075
11,23.75,0.59325
12,0.25,0.106
12,0.75,0.133
12,1.25,0.094
12,1.75,0.126
12,2.25,0.108
12,2.75,0.0765
12,3.25,0.10975
12,3.75,0.08525
12,4.25,0.096
12,4.75,0.0845
12,5.25,0.0705
12,5.75,0.05175
12,6.25,0.1145
12,6.75,0.104
12,7.25,0.0825
12,7.75,0.125
12,8.25,0.0595
12,8.75,0.109
12,9.25,0.1165
12,9.75,0.111
12,10.25,0.111
12,10.75,0.055
12,11.25,0.083
12,11.75,0.02675
12,12.25,0.032
12,12.75,0.007
12,13.25,0.011
12,13.75,0.0725
12,14.25,0.04875
12,14.75,0.0795
12,15.25,0.11025
12,15.75,0.031
12,16.25,0.11575
12,16.75,0.14425
12,17.25,0.1445
12,17.75,0.14575
12,18.25,0.1495
12,18.75,0.1515
12,19.25,0.153
12,19.75,0.15225
12,20.25,0.148
12,20.75,0.13425
12,21.25,0.1215
12,21.75,0.13025
12,22.25,0.109
12,22.75,0.11425
12,23.25,0.10975
12,23.75,0.105
