DOY2,HR2,FC,FCH4,LE,H,PPFD_IN,TA,TS,RH,VPD,USTAR,WS,V_SIGMA,TAU,T_SONIC,CO2,H2O,CH4,U_SIGMA,W_SIGMA,PA,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT
1,5.25,0.621141,26.42575,-1.012,-21.274,0,9.835,11.3625,48.7545,3.780875,0.0598,1.086983028,0.0758665,-0.06115295,15.1091,420.751,12.9448,2143.0325,0.204147,0.0312754,101.288,244.568981921979,225.362535612536,-5.43740581066933,-3.27561840120664,1.20899550224888
1,5.75,0.766064,17.23175,-1.2141075,-24.0055,0,9.66,11.1425,50.16625,3.557715,0.0695,1.125435,0.09645,-0.056464825,14.779,420.057,13.0811,2158.14,0.189742,0.0372314,101.288,248.356803044719,222.314814814815,-4.78130486792804,-2.44758672699849,1.0267916041979
1,6.25,0.421821,20.9575,-3.4313875,-25.352,0,8.825,10.955,50.9525,3.13689,0.066,1.019249484,0.097028775,-0.0694759,14.5035,420.696,13.2019,2189.42,0.264184,0.0497368,101.288,253.897240723121,222.866809116809,-4.77757519430332,-2.55566365007541,1.18899550224888
1,6.75,0.529783,5.542,-3.627,-17.1835,0,9.753975,10.8225,52.496,2.42072,0.068041375,0.944551034,0.06515,-0.082514,13.41825,419.24775,13.21545,2155.1225,0.22941875,0.04510545,101.288,256.255470980019,223.170762108262,-3.47963944074343,-0.862039969834088,1.18461019490255
1,7.25,0.744832,24.3015,-1.5260125,-25.496,3.92369047625,9.9025,10.7725,52.905,2.37737,0.06035,0.9006576545,0.080175,-0.109337166666667,13.2315175,419.14525,12.805975,2180.4775,0.21865125,0.0336858,101.288,255.331826831589,225.463497150997,7.35726343276325,8.886802413273,2.43314842578711
1,7.75,1.07270475,21.119,3.02125,-11.777,5.35575,11.0052,10.715,56.086,2.9638825,0.0991416,1.110438392,0.140707154,-0.136160333333333,14.21660875,419.47625,13.055175,2223.14,0.3508355,0.096603775,101.288,245.012369172217,229.493945868946,24.1696208909121,32.1079562594268,5.50672788605698
1,8.25,0.68905075,12.855,3.93925,1.918,16.072625,12.21,10.665,53.501,3.03285,0.1409095,1.24246130425,0.20869696675,-0.1629835,15.2017,419.80725,13.304375,2145.56,0.48301975,0.15952175,101.288,249.407231208373,242.194622507123,70.1797553429168,82.4835784313725,11.3935532233883
1,8.75,0.461829,28.407,11.641,11.986225,29.0595,13.117125,10.615,53.574,3.72104,0.169975,1.82818499025,0.22342259025,-0.17002125,16.495325,420.83525,13.1068,2140.2375,0.43875675,0.18948475,101.288,253.605613701237,243.203347578348,83.851931556846,98.0003770739064,15.1282421289356
1,9.25,0.433973,10.858,13.2132,21.58275,43.406,13.0425,10.77,51.677,3.91105,0.18654,1.8655755585,0.2917276995,-0.1787145,17.33145,418.8585,12.405825,2126.42,0.4885,0.22510175,101.288,257.857754519505,250.280982905983,164.26303986016,193.79939668175,29.3594265367317
1,9.75,-0.86307225,14.674,22.861,31.298,54.754,13.2475,10.745,51.072,5.43276,0.219175,2.13005645475,0.37598396375,-0.17548425,18.624525,418.9545,11.6303,2145.38,0.544358,0.23235925,101.288,262.951712654615,257.24358974359,244.546871615097,295.493966817496,46.9863568215892
1,10.25,-0.225182,18.236,27.893,37.777,277.8,14.085,10.805,49.469,7.01967,0.21154825,2.2211202,0.46696590275,-0.24667675,19.6268,418.2115,11.375825,2132.04,0.61581575,0.27335675,101.288,261.671027592769,260.151887464388,309.198552166225,367.717948717949,58.5193965517241
1,10.75,-0.50926625,21.39575,37.8945,54.091,301.7,14.59,10.995,46.3652,7.09864,0.23735,2.31709830975,0.5666815805,-0.2452715,20.11175,421.24125,10.73275,2138.07,0.67828075,0.3107555,101.288,266.550903901047,262.490740740741,321.232270064063,385.506033182504,58.0340329835082
1,11.25,-1.4274145,6.2155,38.1685,46.40775,85.84,15.01,11.3075,43.5107,8.19035,0.2695,2.648857558,0.638939596,-0.179375,19.8988,418.98825,10.5746,2120.4225,0.750619,0.337206,101.288,269.11893434824,268.933048433048,357.731516933841,424.717948717949,66.1437031484258
1,11.75,-1.5074075,15.0515,51.401,54.534,89.01,16.2075,11.7775,41.957275,8.836685,0.2648,2.658220234,0.676894322,-0.185324,19.39375,418.697375,9.57441,2102.34,0.63730025,0.31853575,101.288,272.467174119886,273.316239316239,194.457660762379,228.714932126697,34.2572713643178
1,12.25,-0.3838955,8.86825,50.436,60.02375,50.67,16.4129,12.3625,40.648875,8.65096,0.26305,2.7891364805,0.6523035295,-0.17233425,20.3177,418.4065,11.1351,2105.875,0.729942,0.29413,101.288,276.83920076118,277.163817663818,208.912389110874,242.54713423831,33.6347451274363
1,12.75,-0.726437,9.3075,45.5305,63.16065,51.555,16.93825,12.7025,39.86165,8.93315,0.25515625,2.61145898375,0.70116708125,-0.277174,20.45045,416.192,10.1833575,2103.185,0.64096075,0.32993675,101.288,279.671265461466,279.070156695157,203.389383984479,239.823529411765,36.7581709145427
1,13.25,-0.22520375,10.50925,40.1355,36.2195,61.38,17.5875,12.9275,39.458,9.18169,0.25375,2.79247038,0.66103535625,-0.28468125,20.656875,416.14425,10.85395,2109.1775,0.74989425,0.334498,101.288,277.803044719315,278.57905982906,304.366042431273,347.150075414781,43.9124062968516
1,13.75,-0.05163425,-4.46175,38.062,50.323,39.8895,17.845,13.275,38.2232,10.76852,0.2502975,2.7345501185,0.582958284,-0.251844,21.8091,414.598,10.9348,2107.205,0.731022,0.331192,101.288,278.017364414843,279.616452991453,278.251101965986,318.511877828054,43.1248313343329
1,14.25,-0.089173,14.68975,44.757,23.797,42.085,17.5075,13.655,38.6395,10.04822,0.2509,2.6277248265,0.53024380275,-0.141121,21.91255,415.82325,10.986875,2066.655,0.765616,0.339254,101.288,283.092768791627,276.349002849003,295.828659256345,345.260180995475,49.4315217391305
1,14.75,0.136011,16.01625,31.689,18.642,13.75,17.684525,14.0025,36.624,9.28137,0.2353,2.806966028,0.46374018925,-0.1455135,21.60805,417.527,10.5156,2074.08,0.71631425,0.32847525,101.288,280.291151284491,273.100071225071,252.458432548431,296.068627450981,38.6191529235382
1,15.25,0.31565425,9.372,30.3415,21.95075,18.225,17.7275,14.1525,36.53865,9.07595,0.245975,2.70880947175,0.48418242625,-0.14322625,21.5952,415.878,10.314225,2069.905,0.7152185,0.31080775,101.288,278.234062797336,270.757834757835,249.163593316464,288.743589743589,34.6851949025487
1,15.75,0.582398,18.0805,15.7505,5.78059,9.9235,17.55,14.405,37.02135,8.7411,0.2294,2.47311508625,0.397815209,-0.1764505,22.19755,416.53325,9.997715,2068.435,0.76419775,0.332787,101.288,281.243101807802,265.897792022792,147.584966509957,168.238687782805,20.2700899550225
1,16.25,0.744794,14.582,9.511,-11.7792,7.669,16.93,14.485,38.2574,7.39154,0.23905,2.5357375,0.34763925325,-0.12007,22.4363,417.02725,10.495475,2085.1825,0.69980175,0.3117815,101.288,276.639391056137,260.189102564103,94.5479517594144,109.714177978883,13.7796851574213
1,16.75,0.706402,7.811,3.5335,-22.132,2.225,16.3583,14.3475,41.042875,6.26703,0.168153,1.84493758875,0.202652075,-0.0927356,22.190575,419.663,11.2345,2102.5125,0.5697075,0.18598625,101.288,276.050903901047,252.620904558405,48.0457886356596,56.0600113122172,8.50331709145427
1,17.25,0.79789725,17.7675,0.46125,-25.52075,0.691275,15.8,14.01,44.929,5.83145,0.11285,1.36506871725,0.14103262375,-0.096753275,21.9743,418.23025,13.687675,2119.2425,0.31261475,0.14712875,101.288,270.364414843007,249.817663817664,3.3182378098281,4.66544117647059,1.77150674662668
1,17.75,1.18539,9.35,-1.937,-28.3156,0,14.92955,13.7625,45.0335,4.11043,0.103825,1.269732263,0.110873838,-0.096458675,21.196075,418.42225,14.266875,2116.315,0.3749215,0.069448525,101.288,267.100380589914,242.54415954416,-5.08929691828294,-3.14245475113123,0.550544227886057
1,18.25,0.7965615,15.13575,-2.7595,-23.35605,0,14.542975,13.5175,46.627,4.145455,0.10416225,1.13934749725,0.082625,-0.0982948,21.109625,420.29625,14.52875,2123.6925,0.40295675,0.098722725,101.288,266.480494766888,239.53952991453,-5.97812811919835,-3.73659502262444,1.06875187406297
1,18.75,0.956921,19.295,-1.0205,-20.3555,0,13.6646,13.3175,47.8195,3.42509,0.07935345,1.140368501,0.08795,-0.078218875,20.821,417.9795,14.3393,2137.9,0.37010125,0.087104225,101.288,265.173168411038,239.019943019943,-5.64822856105883,-3.60461538461538,0.958219640179909
1,19.25,1.1273595,14.609975,-2.74013,-22.7489,0,13.3205,13.2275,49.0952,2.77945,0.09354685,1.183763064,0.09085,-0.11872675,20.56555,425.40775,14.572075,2139.75,0.35228825,0.07372295,101.288,264.403425309229,238.248931623932,-5.67177514184084,-3.28886500754147,1.18386431784108
1,19.75,1.01899375,14.1475,-0.574,-24.180275,0,12.3649,13.1325,53.5025,2.45778,0.07955,1.129554431,0.0921,-0.0910286,20.410625,426.2485,14.28595,2142.8575,0.27119725,0.056477075,101.288,263.192197906755,235.604344729344,-5.63865097993988,-3.10808823529412,1.09107946026987
1,20.25,1.02327825,18.1555,-1.093,-23.731925,0,11.90215,12.9675,53.82315,2.38375,0.07405,1.319868052,0.06845,-0.100042,19.88005,421.27125,14.51695,2131.515,0.3136945,0.059166625,101.288,262.294005708849,233.043803418804,-5.88363055463219,-3.32758672699849,1.06921664167916
1,20.75,1.05580725,16.777,-2.0945,-21.6,0,11.44255,12.745,54.51985,2.13964,0.0786,1.1016639415,0.05555,-0.0899035,18.93895,419.92725,14.470925,2169.3025,0.254083,0.10126295,101.288,261.549952426261,233.01566951567,-5.52522335551681,-3.33882352941176,0.774070464767616
1,21.25,0.858012,18.1952,-2.09,-26.7426,0,11.85555,12.585,53.6895,2.09325,0.07295,1.2823397085,0.0567,-0.1256411,18.686925,419.62325,14.419625,2127.26,0.35430375,0.138453,101.288,260.158896289248,231.684116809116,-5.24938635320344,-2.71510935143288,1.0233395802099
1,21.75,0.87066225,15.092,-1.48369,-25.1274,0,11.36,12.4225,54.798,2.19615,0.08255,1.220815338,0.0624,-0.103229675,18.592925,421.02775,12.91275,2132.1475,0.393382,0.13198175,101.288,260.865128449096,231.126068376068,-5.18590831281192,-3.12705505279035,0.995110569715141
1,22.25,1.05180075,24.51725,-0.895,-23.23015,0,11.1025,12.325,55.9205,2.14836,0.08495,1.1309273075,0.07655,-0.0666364,18.250525,422.11275,17.0128,2113.33,0.39808075,0.14241975,101.288,258.045670789724,229.274572649572,-5.03120253221806,-3.00883484162896,0.796574212893553
1,22.75,1.21903925,19.9146,-1.29975,-27.218,0,10.865,12.2275,57.253,2.65054,0.0991,1.3423090075,0.0856,-0.0672647,18.15315,422.58125,16.62375,2118.215,0.4162275,0.2060785,101.288,259.554234062797,231.989672364673,-5.18557698526302,-2.94246229260935,1.02688155922039
1,23.25,1.03783,12.70175,-1.13125,-16.61575,0,10.885,12.1775,59.8725,2.29181,0.0897,1.348265942,0.0679,-0.095422675,17.50335,422.7045,16.040225,2089.645,0.45414625,0.15363725,101.288,257.862987630828,227.327279202279,-5.60221141691602,-8.26184012066365,-3.00308845577212
1,23.75,0.95693075,-14.228,-1.37475,-21.9773,0,10.41,12.1175,60.255,2.4606,0.0739,1.2655527145,0.0821,-0.091313825,17.047975,423.02725,15.457125,2116.755,0.36328325,0.0925756,101.288,257.576593720266,225.228632478633,-6.3800690491858,-10.1630467571644,-4.32677286356822
2,0.25,0.75099875,11.6002,0.39925,-8.91578,0,11.9275,13.8525,57.55925,3.5833475,0.09260805,0.91363601575,0.16672178025,-0.0911068,12.13625,411.843,0.071977175,2108.68,0.38023525,0.0962951,102.12825,249.759514747859,247.637464387464,-7.01725548255284,-7.71285822021116,-1.8287200149925
2,0.75,0.4960495,12.688035,-0.27775,-10.361,0,12.2525,13.695,58.436,3.985525,0.096955925,0.92611914475,0.19775955025,-0.0893831,11.759825,411.46675,0.07153175,2122.575,0.3780055,0.102969975,102.1375,249.420313986679,250.941239316239,-7.67707879092129,-4.38565422322775,0.972833583208395
2,1.25,0.65462,12.41645,0.030099,-10.75975,0,11.68,13.4925,57.013,3.67305,0.099075,0.99493163475,0.1543953315,-0.0782632,11.59365,413.099,0.07249805,2142.96,0.36561625,0.065897475,102.13425,249.344909609895,250.140847578348,-7.63000321389079,-3.41373303167421,0.9707440029985
2,1.75,0.48767975,9.2457,-0.4965,-8.8595,0,11.56,13.3275,57.022,3.52698,0.076,0.795959628,0.135346661,-0.083902325,11.46605,414.171,0.07059195,2234.71,0.229245,0.0636199,102.1565,251.41484300666,250.114138176638,-7.36153854351108,-3.07564102564102,0.68975655922039
2,2.25,0.482247,10.87695,-0.402,-8.955475,0,11.2225,13.185,57.434,3.44808,0.0797543,0.90441722175,0.14748096475,-0.122737,11.9479,413.44125,0.069814375,2135.43,0.2950485,0.071665875,102.11,251.303996194101,249.371972934473,-7.75155801341413,-3.20280354449472,0.850710269865067
2,2.75,0.73661225,10.8961,1.0815,-7.0915,0,11.1,13.04,57.002,2.75033,0.07627325,1.06564815225,0.158957892,-0.121764,11.42055,412.94225,0.0697286,2130.73,0.3282375,0.085744425,102.095,261.513320647003,248.906873219373,-7.75800645209068,-3.4423774509804,0.536828148425788
2,3.25,0.76394175,13.45255,-0.259496,-9.8735,0,10.9925,12.9075,57.163,3.41899,0.0789,1.06489471025,0.1664915,-0.10042255,10.397825,412.9635,0.069520475,2158.61,0.284982,0.089791925,102.0945,257.794243577545,248.25819088319,-7.33307922113604,-3.42136312217194,0.813149737631185
2,3.75,0.47364875,14.8622,0.89647,-9.327725,0,10.4875,12.6875,57.731,3.36402,0.080992575,1.22294738675,0.17794324225,-0.08165275,10.402425,414.576,0.0656127,2182.045,0.28729125,0.09752125,102.08475,265.965984776404,247.281873219373,-6.74444411561188,-3.51676847662142,0.844700149925038
2,4.25,0.8003835,1.822,1.4034325,-10.755,0,10.9625,12.63,58.685,3.49631,0.1026,1.337258314,0.142511611,-0.092928025,10.45685,416.292,0.06765225,2195.3825,0.302848,0.1064696,102.1195,252.140580399619,246.602386039886,-6.94986755491032,-3.30398755656109,1.0434763868066
2,4.75,0.92112125,13.417,2.35675,-11.2755,0,10.5,12.5525,57.856,2.79931,0.1166385,1.30282,0.147236155,-0.0801975,10.5643,417.57375,0.06472255,2218.7325,0.381547,0.097455625,102.08875,248.739533777355,245.956018518518,-7.37932139416716,-3.5791044494721,0.949964392803598
2,5.25,1.0283785,14.679,0.337,-10.68082,0,10.905,12.4775,58.2885,2.8255475,0.13036275,1.491484956,0.180434419,-0.06557455,10.4203925,417.1575,0.06784935,2143.0325,0.32807,0.133979,102.1075,247.408658420551,245.286146723647,-7.48130331044884,-3.20955316742081,1.047023988006
2,5.75,0.8487695,8.53467,1.7755,-9.61546,0,10.6775,12.3325,57.92,2.78452,0.10365575,1.363165204,0.1727493815,-0.09280095,10.183475,418.93525,0.0676494,2158.14,0.36773775,0.134226,102.148,243.307326355851,245.467592592593,-7.00763800226582,-3.6856221719457,0.853832271364319
2,6.25,0.71455275,17.893,-0.76,-8.56681,0,10.8875,12.1875,57.9785,2.7508075,0.0993006,1.18729325525,0.14960837875,-0.09455645,10.062425,416.16275,0.06695055,2189.42,0.28612975,0.11225,102.17975,243.6486679353,245.248931623931,-7.20953891549701,-3.76621983408748,0.80602567466267
2,6.75,0.7652055,12.2614,-0.53825125,-8.755,0,11.1425,12.0325,58.325,2.836585,0.095825,1.332569307,0.175360814,-0.0982508,9.7818025,414.8875,0.0663166,2155.1225,0.275614,0.12564525,102.22825,242.134395813511,244.76014957265,-1.20950417438337,1.03185143288084,0.804527736131934
2,7.25,0.3449095,25.87175,0.61,-8.518,29.445,11.5875,11.965,57.674,3.062575,0.1305,1.49187968725,0.1844610215,-0.1169725,9.2898425,415.35,0.06928255,2180.4775,0.37717825,0.15174975,102.2405,240.273073263559,245.333155270656,15.6309955994853,19.4800150829563,2.1305116191904
2,7.75,0.01579145,14.074325,2.125,-5.53679,76.79,12.11,11.905,58.63275,3.41428,0.14315,1.7066225,0.27766295275,-0.10525025,9.446385,415.1995,0.071508725,2223.14,0.31009725,0.1603135,102.2335,245.624643196955,245.933404558405,55.1747555096886,59.5795437405732,4.40478823088456
2,8.25,-0.18771,13.13225,4.405,7.8365,109.255,12.1875,11.835,58.101,3.4423,0.164175,2.2157591225,0.25397739675,-0.1323105,10.108335,414.17575,0.072924575,2145.56,0.39791225,0.17158825,102.27025,248.47098001903,249.600783475783,106.853244644645,116.428544494721,9.38002248875562
2,8.75,-1.079038,9.283,14.15,6.119,180.9275,12.53,11.765,58.79625,3.3242025,0.191175,2.35597344725,0.34987769175,-0.201246,10.54115,411.86475,0.073033,2140.2375,0.5034105,0.20604475,102.2885,248.577069457659,251.019230769231,126.923753253464,137.132730015083,10.2089767616192
2,9.25,-1.155935,18.262925,9.97875,14.6387,235.675,12.625,11.9125,58.68425,3.83478,0.21795,2.420238849,0.404486115,-0.11307875,11.89135,411.57525,0.07343775,2126.42,0.58441075,0.21206125,102.30025,252.292340627973,253.24537037037,111.318792272416,120.292986425339,8.97419415292354
2,9.75,-2.6910985,16.1009,19.645,17.5415,319.125,13.1225,12.07,57.163,4.06336,0.22519825,2.514965,0.43426930625,-0.1343375,12.927125,410.54775,0.07519795,2145.38,0.49637225,0.227173,102.3175,252.704567078973,255.834045584045,219.14536159522,237.076546003017,17.9311844077961
2,10.25,-1.570882,15.45875,25.82545,11.418375,352.65,13.675,12.4575,54.8715,4.7940775,0.218225,2.89500054525,0.4752257805,-0.141618,13.6942,408.5555,0.076444575,2132.04,0.7332835,0.21591275,102.3205,255.748572787821,261.285434472935,208.323321427522,225.370098039215,17.0467766116941
2,10.75,-1.1435325,21.2466,28.478575,18.5873,374.2901628,13.89,12.75,53.389,5.30049,0.1996355,2.98047634275,0.5544069935,-0.1260635,14.73835,406.62925,0.077572525,2138.07,0.53175625,0.20262925,102.31175,258.599191246432,266.640669515669,181.36747946728,199.036576168929,17.6690967016492
2,11.25,-1.9025695,16.20655,31.279,19.147425,434.175,14.3325,13.2425,52.092,6.22299,0.22592275,2.82323367625,0.543647526,-0.12330125,14.935325,405.86725,0.07841955,2120.4225,0.58777125,0.21984525,102.2885,261.869410085632,272.812678062678,235.417177695089,256.523755656108,21.1065779610195
2,11.75,-1.764901,16.658475,39.616,18.63325,478.625,14.585,13.6375,49.514,6.21983,0.23351575,2.8996984305,0.5583356795,-0.151955,14.23265,405.30325,0.08008945,2102.34,0.5624645,0.239622,102.266,264.550190294957,275.690883190883,253.931823539588,275.990950226244,22.0591266866567
2,12.25,-1.72942,18.62385,42.001,15.57785,429.2,14.93,13.935,45.983,6.58171,0.240734,2.739826843,0.567932208,-0.14522425,14.277975,404.71375,0.082319175,2105.875,0.55306575,0.2260345,102.231,266.392483349191,278.14797008547,215.119333800294,234.427036199095,19.3077023988006
2,12.75,-1.765812,10.625575,45.097925,14.0876,458.4783782,15.5,14.3425,44.87025,7.2624425,0.247202,2.934815731,0.616797,-0.147741,15.206675,404.587,0.0871909,2103.185,0.62605625,0.24554775,102.1805,268.217411988582,279.760505698005,192.351056004803,210.572963800905,18.221907796102
2,13.25,-1.9102225,17.692,42.664,16.2544,489.275,15.755,14.6725,42.14,7.2929,0.240732,2.895661986,0.523871502,-0.117878,15.3192,405.384,0.0873089,2109.1775,0.629824,0.254883,102.151,269.476450999049,281.111467236467,460.006835270148,502.914781297134,42.8377623688156
2,13.75,-1.99669125,17.727,43.94455,14.72075,559.375,15.8425,14.95,43.09,7.31605,0.2441,2.5837101445,0.51692906125,-0.16488225,15.7089,405.072,0.0905949,2107.205,0.691537,0.264501,102.114,269.875832540438,281.03863960114,351.147147071261,381.051659125189,28.3369190404797
2,14.25,-1.71066225,15.316575,38.2315,14.18,500.65,15.4,15.45,42.94525,7.2020275,0.239825,2.8025436245,0.48942080675,-0.153094,16.1423,404.409,0.0933761,2066.655,0.68248,0.252521,102.091,269.632492863939,282.010683760684,185.83429136676,201.70871040724,15.8744190404798
2,14.75,-1.1682645,14.782,42.74595,12.41235,454.425,15.19,15.7,40.64275,7.834655,0.193,2.771178093,0.538064836,-0.127584,16.505475,403.471,0.096661425,2074.08,0.68368225,0.2713905,102.0835,268.970266412941,282.207799145299,191.397072928468,207.608785822021,16.2117128935532
2,15.25,-1.38201475,14.4705,39.0167,13.0991,348.35,15.6825,15.8525,40.317,8.18916,0.2240565,2.4814312415,0.5240108355,-0.145242,16.5301,403.495,0.0947014,2069.905,0.591886,0.228051,102.077,268.540913415795,281.403668091168,186.801028021057,202.974547511312,16.1735194902549
2,15.75,-1.37260725,12.31185,31.2125,7.192,270.05,15.1775,16.0075,39.998,7.8734,0.2041,2.4692784685,0.455121845,-0.103519,17.1258,403.324,0.097477,2068.435,0.535876,0.241752,102.069,268.601094196004,279.088497150997,175.046246277314,192.080316742081,16.3563343328336
2,16.25,-0.6883665,12.50275,25.963,3.3088375,172.2725,14.9975,16.0325,41.70675,7.5867275,0.2123,2.3983543405,0.3645975315,-0.0830112,17.4628,403.626,0.0987029,2085.1825,0.532504,0.243907,102.067,267.824690770695,276.591702279202,113.239505982303,124.68137254902,11.4418665667167
2,16.75,-0.18016325,10.706015,13.06255,-1.18025,99.1726307,14.9625,16.025,47.69675,7.2081375,0.18581,2.4147701075,0.3406965075,-0.11970775,17.4928,403.168,0.0980732,2102.5125,0.606391,0.254536,102.079,266.349429115128,273.15900997151,46.0846013870893,51.0136689291101,4.35937406296851
2,17.25,-0.00298212,8.65405,7.151515,-8.79425,41.59282626,14.33,15.8175,51.561,6.76417,0.1523,1.807209541,0.1992136685,-0.0765316,17.3705,403.055,0.0967318,2119.2425,0.461824,0.206361,102.096,264.62702188392,270.548967236467,17.5924051294489,20.2157428355958,3.05741566716642
2,17.75,0.392336,13.92065,3.4645,-14.836,12.7425,13.99,15.59,59.083,6.07941,0.11355,1.4901534045,0.179342407,-0.063706725,17.5456,404.208,0.0957631,2116.315,0.394488,0.143901,102.098,262.831588962892,268.213319088319,-0.310868946183035,1.57184012066365,0.703371064467766
2,18.25,0.50203125,19.8766,1.972,-12.1855,0,13.4075,15.4975,58.223,5.23718,0.120832,1.5928061095,0.207056979,-0.0559384,18.1211,405.159,0.0902704,2123.6925,0.488054,0.155819,102.101,260.608943862988,264.731481481481,-9.4699826105047,-5.70298642533937,1.41970764617691
2,18.75,0.238535,5.16371,-0.80975,-12.423,0,13.2575,15.4925,58.774,5.14679,0.1274,1.5409259985,0.1749425145,-0.046544,16.9455,405.865,0.0854033,2137.9,0.347424,0.198972,102.118,259.46146527117,263.615206552707,-9.03241061313238,-5.185959653092,1.04517991004498
2,19.25,0.6591,14.71985,0.79455325,-14.703075,0,13.0925,15.39,58.342,4.5702875,0.1186785,1.435808849,0.1425155055,-0.0593834,16.3648,407.331,0.0817874,2139.75,0.458263,0.16155,102.132,258.853472882969,263.769230769231,-9.09127624818813,-4.56037141779789,0.985069340329836
2,19.75,0.5302795,8.96252,0.3235,-13.012,0,13.0425,15.2425,59.06425,4.6763825,0.1095595,1.466604447,0.155522057,-0.0646844,16.0943,408.312,0.0812391,2142.8575,0.437703,0.139617,102.146,257.151760228354,262.140491452992,-9.12289033367933,-4.59995286576169,0.981583583208396
2,20.25,0.5299105,11.7169,1.454,-14.381625,0,13.4575,15.0875,59.179,4.06881,0.0932374,1.5014855455,0.1549446425,-0.06343235,16.1309,408.859,0.0809353,2131.515,0.421871,0.12865,102.15,254.143672692674,259.902421652422,-8.71607831830693,-4.42000754147813,0.762563718140929
2,20.75,0.690041,15.3748,0.445,-12.2195,0,12.96,14.9175,59.38,3.50754,0.111139,1.454658065,0.1822614115,-0.08120595,15.4965,409.246,0.0790549,2169.3025,0.382664,0.146468,102.151,252.851094196003,259.138532763533,-8.4579795566018,-4.27453431372549,0.7040476011994
2,21.25,0.582385,11.33525,0.46125,-11.442,0,12.9575,14.76,59.469,3.77784,0.1253045,1.50582468425,0.17058053825,-0.05433705,15.47845,410.0985,0.076927675,2127.26,0.38428625,0.159191,102.1575,251.750237868696,257.873931623932,-8.4291442429238,-4.12776395173454,0.807005247376312
2,21.75,0.54590425,14.3664,0.43,-10.5829,0,12.51,14.6125,60.873,3.52056,0.121612,1.480585751,0.188915555,-0.07386235,14.4758,410.531,0.0723906,2132.1475,0.393819,0.166215,102.173,251.641531874405,256.51745014245,-7.80839971982333,-4.07849736048266,0.558181221889055
