DOY2,HR2,G,PPFD_IN,TS_1_2_1,TS_1_1_1
2,3.75,-3.001,0,-2.73,-2.5955
2,4.25,-3.054,0,-2.72,-2.6005
2,4.75,-3.1005,0,-2.712,-2.605
2,5.25,-3.126,0,-2.7,-2.6105
2,5.75,-3.1725,0,-2.6915,-2.617
2,6.25,-3.2015,0,-2.6845,-2.618
2,6.75,-3.2175,0.87,-2.6895,-2.617
2,7.25,-3.2405,20.572,-2.6925,-2.6165
2,7.75,-3.2495,79.678,-2.6945,-2.6175
2,8.25,-3.2635,142.26,-2.7115,-2.616
2,8.75,-3.3005,264.239,-2.732,-2.615
2,9.25,-3.314,375.207,-2.7485,-2.6145
2,9.75,-3.315,498.924,-2.767,-2.626
2,10.25,-3.4375,555.712,-2.7845,-2.6355
2,10.75,-3.278,686.093,-2.801,-2.6435
2,11.25,-3.2535,890.356,-2.8175,-2.6515
2,11.75,-3.4075,817.343,-2.831,-2.659
2,12.25,-3.5075,894.123,-2.8485,-2.666
2,12.75,-3.472,855.299,-2.8625,-2.6725
2,13.25,-3.443,826.904,-2.876,-2.68
2,13.75,-3.393,709.272,-2.89,-2.684
2,14.25,-3.222,593.668,-2.904,-2.6875
2,14.75,-3.1675,494.868,-2.91,-2.692
2,15.25,-3.119,404.181,-2.913,-2.694
2,15.75,-3.1455,304.802,-2.914,-2.6965
2,16.25,-3.3565,240.77,-2.918,-2.6985
2,16.75,-3.039,144.289,-2.9175,-2.693
2,17.25,-2.514,34.479,-2.9175,-2.6865
2,17.75,-2.4605,3.622,-2.9155,-2.6775
2,18.25,-2.4175,0,-2.914,-2.6695
2,18.75,-2.6675,0,-2.9125,-2.6615
2,19.25,-2.6525,0,-2.91,-2.653
2,19.75,-2.6345,0,-2.9085,-2.6445
2,20.25,-2.62,0,-2.905,-2.636
2,20.75,-2.617,0,-2.902,-2.629
2,21.25,-2.6005,0,-2.8945,-2.621
2,21.75,-2.609,0,-2.8845,-2.6125
2,22.25,-2.63,0,-2.877,-2.6055
2,22.75,-2.666,0,-2.867,-2.5985
2,23.25,-2.6945,0,-2.8605,-2.593
2,23.75,-2.7275,0,-2.8535,-2.5875
3,0.25,-0.5505,0,0.0165,-0.401
3,0.75,-0.6335,0,0.02,-0.4015
3,1.25,-0.735,0,0.0205,-0.4025
3,1.75,-0.4295,0,0.021,-0.403
3,2.25,-0.519,0,0.0215,-0.401
3,2.75,-0.146,0,0.021,-0.3995
3,3.25,-0.116,0,0.0205,-0.3985
3,3.75,-0.111,0,0.0205,-0.3965
3,4.25,-0.1155,0,0.0225,-0.3965
3,4.75,-0.119,0,0.022,-0.3935
3,5.25,-0.116,0,0.0235,-0.3935
3,5.75,-0.1385,0,0.0245,-0.392
3,6.25,-0.537,8.548,0.0265,-0.392
3,6.75,-1.1195,56.064,0.027,-0.3915
3,7.25,-1.0935,167.033,0.0285,-0.389
3,7.75,-0.1555,293.2125,0.031,-0.387
3,8.25,-0.161,482.1195,0.0325,-0.3855
3,8.75,-0.7405,565.2735,0.034,-0.3835
3,9.25,-0.1645,664.6525,0.038,-0.381
3,9.75,-0.1365,820.5305,0.04,-0.378
3,10.25,-0.165,966.4115,0.043,-0.375
3,10.75,-1.6705,1062.604,0.0485,-0.3725
3,11.25,-2.14,1223.9865,0.052,-0.3685
3,11.75,-0.7275,1145.613,0.0595,-0.3655
3,12.25,-0.712,1290.481,0.067,-0.36
3,12.75,-1.659,1321.4825,0.0785,-0.3545
3,13.25,-0.6845,1321.1925,0.095,-0.351
3,13.75,-0.6715,1252.96,0.131,-0.347
3,14.25,-0.6545,1134.6035,0.216,-0.3425
3,14.75,-0.6605,949.6075,0.273,-0.338
3,15.25,-1.4975,800.3935,0.3105,-0.334
3,15.75,-0.6375,687.8315,0.335,-0.3285
3,16.25,-1.4005,514.7145,0.359,-0.326
3,16.75,-1.8335,340.005,0.383,-0.3225
3,17.25,-1.2865,177.3185,0.4045,-0.319
3,17.75,-0.575,59.686,0.43,-0.314
3,18.25,-0.1625,7.534,0.4505,-0.3095
3,18.75,-0.156,0,0.4775,-0.305
3,19.25,-0.158,0,0.5055,-0.301
3,19.75,-0.1395,0,0.5375,-0.2965
3,20.25,-0.14,0,0.5685,-0.2955
3,20.75,-0.1395,0,0.6115,-0.293
3,21.25,-0.525,0,0.6485,-0.2905
3,21.75,-0.5085,0,0.675,-0.2875
3,22.25,-0.512,0,0.6995,-0.2845
3,22.75,-1.0235,0,0.7185,-0.281
3,23.25,-1.0615,0,0.732,-0.278
3,23.75,-1.088,0,0.744,-0.2765
4,0.25,-0.06,0,0.68,-0.155
4,0.75,-0.0525,0,0.6795,-0.155
4,1.25,-0.07,0,0.6795,-0.155
4,1.75,-0.0495,0,0.6795,-0.1555
4,2.25,-0.029,0,0.678,-0.155
4,2.75,-0.032,0,0.6775,-0.156
4,3.25,-0.029,0,0.677,-0.157
4,3.75,-0.034,0,0.6775,-0.156
4,4.25,-0.043,0,0.6775,-0.156
4,4.75,-0.056,0,0.6775,-0.157
4,5.25,-0.02,8.258,0.6775,-0.1565
4,5.75,-0.0275,44.185,0.6775,-0.157
4,6.25,-0.0245,127.194,0.6765,-0.157
4,6.75,-0.005,240.9155,0.6685,-0.1565
4,7.25,0.0025,366.95,0.669,-0.156
4,7.75,0.01,577.7325,0.674,-0.155
4,8.25,0.0305,771.9995,0.668,-0.154
4,8.75,0.035,931.354,0.6685,-0.1535
4,9.25,0.0375,1058.8375,0.667,-0.1535
4,9.75,0.0345,935.4105,0.668,-0.1525
4,10.25,0.036,1148.655,0.6695,-0.1525
4,10.75,0.0155,1264.694,0.6685,-0.1515
4,11.25,0.0265,1431.437,0.671,-0.151
4,11.75,0.0325,1350.311,0.6745,-0.151
4,12.25,0.0205,1384.934,0.6775,-0.151
4,12.75,0.016,1130.402,0.6785,-0.15
4,13.25,0.0145,1291.4945,0.6815,-0.1515
4,13.75,0.024,1215.2945,0.6835,-0.1505
4,14.25,0.058,1126.4905,0.6825,-0.15
4,14.75,12.998,867.323,0.6815,-0.1505
4,15.25,6.5,979.0155,0.683,-0.1505
4,15.75,0.045,865.005,0.6845,-0.15
4,16.25,0.0375,581.9335,0.684,-0.1495
4,16.75,0.032,413.7425,0.6845,-0.1505
4,17.25,0.03,313.494,0.6835,-0.15
4,17.75,0.169,184.417,0.681,-0.1505
4,18.25,0.041,70.4065,0.682,-0.151
4,18.75,0.0255,19.413,0.681,-0.1515
4,19.25,0.0495,0.58,0.6825,-0.153
4,19.75,0.046,0,0.682,-0.1525
4,20.25,0.0185,0,0.683,-0.153
4,20.75,-0.007,0,0.682,-0.1535
4,21.25,0.007,0,0.68,-0.1535
4,21.75,0.0075,0,0.6805,-0.154
4,22.25,-5e-04,0,0.6805,-0.1545
4,22.75,-0.0085,0,0.68,-0.1545
4,23.25,-0.006,0,0.6805,-0.1535
4,23.75,-0.0785,0,0.6785,-0.155
5,0.25,-4.884,0,6.45,6.1755
5,0.75,-4.698,0,6.016,5.745
5,1.25,-4.589,0,6.325,5.696
5,1.75,-6.068,0,6.282,5.629
5,2.25,-5.288,0,6.2915,5.895
5,2.75,-4.7255,0,6.369,6.17
5,3.25,-4.474,0,6.145,5.472
5,3.75,-4.6655,0,5.9615,5.3415
5,4.25,-4.92,1.159,6.055,5.393
5,4.75,-4.2555,15.936,6.074,5.6045
5,5.25,-4.138,52.7325,6.0205,5.553
5,5.75,-3.586,124.587,5.915,5.332
5,6.25,-2.8595,206.002,5.929,5.4575
5,6.75,-0.362,302.049,5.8885,5.4205
5,7.25,4.483,460.969,5.697,5.178
5,7.75,7.193,543.833,5.714,5.353
5,8.25,12,644.5165,5.79,5.3675
5,8.75,15.623,839.6065,5.622,5.1485
5,9.25,22.3025,957.865,5.628,5.369
5,9.75,20.215,891.66,5.906,5.482
5,10.25,21.545,981.044,5.768,5.4815
5,10.75,22.9175,1136.921,5.784,5.546
5,11.25,26.0475,1175.456,5.8065,5.617
5,11.75,33.235,1212.063,5.844,5.825
5,12.25,32.0975,1366.391,5.8875,6.0705
5,12.75,28.145,1211.962,6.0245,6.2485
5,13.25,28.0325,1304.6775,5.9305,6.32
5,13.75,27.395,1085.638,6.266,6.478
5,14.25,27.78,1163.866,6.436,6.913
5,14.75,26.195,1026.242,6.594,7.08
5,15.25,25.335,1060.431,6.494,7.01
5,15.75,21.2075,879.0555,6.247,7.125
5,16.25,15.8075,833.711,6.932,7.46
5,16.75,14.6,611.3415,6.7615,7.43
5,17.25,13.105,326.822,6.957,7.49
5,17.75,10.435,291.764,6.661,7.46
5,18.25,9.377,152.691,6.273,7.21
5,18.75,6.345,99.09,6.348,7.19
5,19.25,5.5875,33.175,6.3555,6.911
5,19.75,2.338,3.767,6.974,7.6
5,20.25,0.438,0,6.8055,7.395
5,20.75,-1.22,0,7.1405,7.775
5,21.25,-1.8565,0,6.7575,7.285
5,21.75,-2.4435,0,6.7545,7.224
5,22.25,-3.127,0,6.722,6.875
5,22.75,-7.135,0,6.532,6.716
5,23.25,-4.468,0,6.495,6.643
5,23.75,-5.747,0,6.5465,6.535
6,0.25,-3.381,0,12.18,12.78
6,0.75,-5.022,0,12.16,12.9
6,1.25,-4.029,0,12.12,12.52
6,1.75,-3.893,0,12.12,12.77
6,2.25,-4.125,0,12.08,12.68
6,2.75,-3.8655,0,12.04,12.43
6,3.25,-4.789,0,12.005,12.37
6,3.75,-4.8335,0.29,11.97,12.305
6,4.25,-4.965,6.375,11.93,12.38
6,4.75,-5.119,37.666,11.95,12.34
6,5.25,-5.0095,105.8985,11.855,12.125
6,5.75,-3.429,186.01,11.78,11.91
6,6.25,-3.156,262.5,11.74,12.02
6,6.75,0.0195,413.018,11.69,11.91
6,7.25,2.873,569.04,11.74,12.02
6,7.75,6.351,675.373,12.08,12.24
6,8.25,8.442,883.693,12.04,12.22
6,8.75,12.755,1022.041,11.92,12.2
6,9.25,21.75,893.254,11.69,12.18
6,9.75,21.13,1000.456,11.6,12.15
6,10.25,20.735,1233.403,11.785,12.335
6,10.75,21.37,1388.1435,11.645,12.275
6,11.25,22.99,1420.137,11.55,12.27
6,11.75,29.615,1414.777,11.99,12.815
6,12.25,27.6,1431.002,11.76,12.82
6,12.75,26.61,1451.5735,12.1,12.925
6,13.25,26.28,1430.8575,11.675,12.835
6,13.75,26.055,1401.317,11.7,13.16
6,14.25,28.5475,1374.762,11.855,13.51
6,14.75,23.4325,1190.1345,11.79,13.3
6,15.25,22.64,1101.628,11.9,13.67
6,15.75,19.46,1027.256,12.05,13.815
6,16.25,19.81,839.073,12.13,13.815
6,16.75,16.9025,700.1075,12.21,13.825
6,17.25,16.9025,526.1595,12.285,13.855
6,17.75,13.8675,450.104,12.355,13.825
6,18.25,12.0225,291.411,12.86,13.985
6,18.75,9.7675,172.6825,12.775,13.88
6,19.25,8.2125,77.939,12.52,13.945
6,19.75,6.7,18.833,12.53,13.83
6,20.25,4.4665,2.029,12.615,13.69
6,20.75,3.055,0,12.58,13.695
6,21.25,1.4875,0,12.69,13.82
6,21.75,0.013,0,12.4,13.46
6,22.25,-1.051,0,12.51,13.39
6,22.75,-2.0535,0,12.3,13.2
6,23.25,-3.0925,0,12.405,13.21
6,23.75,-3.666,0,12.22,12.53
7,0.25,-2.2955,0,17.405,17.62
7,0.75,-2.324,0,17.4,17.9
7,1.25,-4.011,0,17.355,17.625
7,1.75,-3.527,0,17.35,17.65
7,2.25,-3.2455,0,17.265,17.32
7,2.75,-3.096,0,17.12,17.12
7,3.25,-4.751,0,17.035,17.05
7,3.75,-3.478,0,17.14,17.17
7,4.25,-2.7365,1.739,17.19,17.375
7,4.75,-3.578,20.861,17.03,17
7,5.25,-4.606,77.215,17.055,17.03
7,5.75,-2.827,158.4855,17.015,17.01
7,6.25,-1.617,269.744,16.96,16.92
7,6.75,-1.072,414.5815,16.725,16.685
7,7.25,0.958,587.583,16.75,16.65
7,7.75,4.7295,743.171,16.63,16.565
7,8.25,8.106,882.244,16.66,16.69
7,8.75,11.35,1068.399,16.57,16.625
7,9.25,15.685,1145.44,16.57,16.785
7,9.75,18.235,1206.747,16.5,16.79
7,10.25,16.88,1232.099,16.51,16.845
7,10.75,16.2475,1412.444,16.5,17.05
7,11.25,17.47,1498.5105,16.495,16.97
7,11.75,19.685,1486.342,16.49,16.97
7,12.25,23.37,1517.3435,16.595,17.275
7,12.75,20.945,1559.934,16.59,17.16
7,13.25,20.3775,1542.695,16.74,17.47
7,13.75,18.295,1506.576,16.72,17.31
7,14.25,18.14,1414.198,16.72,17.36
7,14.75,17.78,1378.27,16.79,17.49
7,15.25,17.105,1259.479,16.96,17.69
7,15.75,16.6575,1113.887,16.995,17.73
7,16.25,14.36,939.322,16.98,17.66
7,16.75,13.4675,778.899,17.065,17.755
7,17.25,12.23,625.539,17.11,17.68
7,17.75,10.495,495.8615,17.175,17.695
7,18.25,8.733,268.219,17.14,17.68
7,18.75,7.3615,177.753,17.045,17.6
7,19.25,6.1375,70.9855,17.31,17.735
7,19.75,4.3785,17.2415,17.4,17.735
7,20.25,3.8335,0.873,17.42,17.835
7,20.75,1.488,0,17.425,17.635
7,21.25,-0.014,0,17.43,17.56
7,21.75,0.429,0,17.43,17.84
7,22.25,-0.164,0,17.425,17.65
7,22.75,-1.293,0,17.44,18.01
7,23.25,-1.984,0,17.435,17.68
7,23.75,-1.977,0,17.38,17.515
8,0.25,-4.164,0,17.21,17.45
8,0.75,-4.222,0,17.17,17.37
8,1.25,-4.6325,0,17.195,17.39
8,1.75,-4.92,0,17.09,17.28
8,2.25,-6.499,0,17.06,17.23
8,2.75,-6.3335,0,17.105,17.285
8,3.25,-6.25,0,16.995,17.11
8,3.75,-6.732,0,17.005,17.065
8,4.25,-7.237,0,16.89,16.96
8,4.75,-7.278,0.58,16.82,16.97
8,5.25,-7.139,14.198,16.8,16.82
8,5.75,-6.184,57.658,16.76,16.76
8,6.25,-5.208,147.7655,16.73,16.75
8,6.75,-3.8195,256.416,16.8,16.715
8,7.25,-2.688,385.638,16.75,16.67
8,7.75,0.998,532.099,16.705,16.735
8,8.25,3.135,670.158,16.74,16.78
8,8.75,5.46,852.691,16.725,16.83
8,9.25,7.455,940.4805,16.695,16.875
8,9.75,9.781,1044.785,16.68,16.91
8,10.25,10.34,1131.706,16.7,16.97
8,10.75,12.165,1296.855,16.67,17.01
8,11.25,12.82,1296.855,16.72,17.09
8,11.75,13.155,1331.913,16.87,17.17
8,12.25,15.0375,1370.3035,16.83,17.2
8,12.75,15.595,1372.476,16.86,17.25
8,13.25,13.165,1364.073,16.86,17.27
8,13.75,12.7625,1290.691,16.92,17.375
8,14.25,15.45,1221.295,16.985,17.57
8,14.75,14.03,1128.504,17.035,17.525
8,15.25,13.855,1047.203,17.14,17.79
8,15.75,13.425,902.464,17.215,17.815
8,16.25,10.8305,748.411,17.22,17.94
8,16.75,9.8,600.385,17.31,17.99
8,17.25,8.335,432.366,17.34,18.07
8,17.75,6.8185,288.5765,17.26,17.98
8,18.25,4.962,150.7065,17.465,18.085
8,18.75,4.232,58.788,17.48,18.12
8,19.25,2.744,11.398,17.48,17.95
8,19.75,1.449,0.29,17.31,17.9
8,20.25,0.1355,0,17.385,17.825
8,20.75,-1.0545,0,17.235,17.79
8,21.25,-1.578,0,17.385,17.765
8,21.75,-1.829,0,17.44,17.77
8,22.25,-2.7265,0,17.36,17.685
8,22.75,-2.799,0,17.39,17.61
8,23.25,-4.082,0,17.315,17.565
8,23.75,-3.478,0,17.17,17.382
9,0.25,-7.505,0,16.171,16.48
9,0.75,-6.994,0,16.105,16.4005
9,1.25,-7.8685,0,16.0805,16.3655
9,1.75,-8.513,0,16.05,16.33
9,2.25,-7.285,0,15.94,16.0605
9,2.75,-7.315,0,16.08,16.261
9,3.25,-7.261,0,16.06,16.27
9,3.75,-7.5675,0,15.86,15.95
9,4.25,-7.623,0,15.94,16.13
9,4.75,-7.659,0,15.96,16.07
9,5.25,-7.6175,0.0915,16.22,16.195
9,5.75,-8.882,8.918,15.895,15.98
9,6.25,-7.7,49.545,15.95,16.14
9,6.75,-7.219,131.54,15.87,15.83
9,7.25,-6.052,249.014,15.895,15.835
9,7.75,-5.047,391.722,15.9,15.87
9,8.25,-1.3595,504.284,15.87,15.87
9,8.75,2.0265,665.8115,15.805,15.83
9,9.25,4.342,846.317,15.77,15.8
9,9.75,7.134,957.285,15.74,15.65
9,10.25,8.036,1013.784,15.72,15.67
9,10.75,10.3505,1115.336,15.715,15.77
9,11.25,11.4125,1147.786,15.705,15.855
9,11.75,11.8025,1200.2285,15.695,15.9855
9,12.25,12.2425,1180.0915,15.71,16.115
9,12.75,13.22,1213.701,15.75,16.21
9,13.25,11.9895,1174.5865,15.825,16.3455
9,13.75,14.5035,1108.8165,15.86,16.52
9,14.25,14.1775,996.9205,15.89,16.6
9,14.75,12.5,901.366,15.96,16.61
9,15.25,10.787,779.967,15.99,16.52
9,15.75,11.2705,648.5725,16.075,16.68
9,16.25,9.255,531.664,16.13,16.71
9,16.75,6.305,400.414,16.16,16.72
9,17.25,4.7135,207.412,16.1855,16.76
9,17.75,4.38,93.533,16.24,16.72
9,18.25,2.868,21.151,16.225,16.655
9,18.75,1.262,0.87,16.22,16.725
9,19.25,-0.824,0,16.2505,16.57
9,19.75,-2.5975,0,16.2555,16.655
9,20.25,-3.462,0,16.281,16.73
9,20.75,-6.695,0,16.29,16.79
9,21.25,-7.638,0,16.27,16.775
9,21.75,-6.459,0,16.27,16.53
9,22.25,-6.805,0,16.24,16.68
9,22.75,-5.755,0,16.22,16.63
9,23.25,-6.634,0,16.1405,16.265
9,23.75,-7.409,0,16.1655,16.255
10,0.25,-10.7175,0,8.84,7.99
10,0.75,-10.725,0,9.065,7.69
10,1.25,-10.825,0,12.70025,7.66
10,1.75,-11.345,-0.289,12.68,6.4315
10,2.25,-11.792,0,12.5325,5.602
10,2.75,-11.7545,0,12.685,6.4055
10,3.25,-11.5405,0,12.585,6.5855
10,3.75,-11.86,0,8.98,7.69
10,4.25,-10.6205,0,12.75,6.3745
10,4.75,-10.653,0,12.435,5.134
10,5.25,-10.67,0,12.73,5.6875
10,5.75,-11.67,0,12.5675,5.468
10,6.25,-12.074,2.1735,12.7325,6.176
10,6.75,-11.897,19.123,12.545,6.141
10,7.25,-12.03,63.189,12.695,5.2485
10,7.75,-11.355,113.287,12.83,5.571
10,8.25,-11.81,189.777,12.81,5.547
10,8.75,-10.75,241.35,12.7675,6.6785
10,9.25,-9.03,307.12,8.635,7.505
10,9.75,-6.8585,444.454,9.09,7.67
10,10.25,-4.2895,498.49,10.47,7.74
10,10.75,-1.6725,600.766,9.16,7.7
10,11.25,-1.94,660.017,12.5575,7.785
10,11.75,-2.521,705.505,12.6675,6.333
10,12.25,-1.551,696.234,12.55,7.875
10,12.75,-0.563,663.784,8.805,7.805
10,13.25,-0.519,676.242,9.35,7.985
10,13.75,-0.3445,620.613,9.14,8.13
10,14.25,1.0015,677.691,9.76,8.3
10,14.75,4.813,551.64,9.87,8.175
10,15.25,1.743,452.277,9.98,8.235
10,15.75,-0.806,310.017,8.32,8.08
10,16.25,-1.05,178.188,10.4,8.13
10,16.75,-6.196,64.322,8.34,8.07
10,17.25,-3.549,20.572,10.36,8.475
10,17.75,-7.155,0.58,8.48,8.135
10,18.25,-5.816,0,9.63,8.56
10,18.75,-9.237,0,9.585,8.85
10,19.25,-9.3705,0,9.36,8.62
10,19.75,-10.5575,0,9.18,8.27
10,20.25,-9.546,0,10.61,8.39
10,20.75,-11.0125,0,12.56,7.735
10,21.25,-9.45,0,12.74,8.02
10,21.75,-10.6725,0,12.64,6.731
10,22.25,-10.695,0,9.12,8.13
10,22.75,-11.124,0,12.7025,7.85
10,23.25,-11.319,0,12.75025,8.05
10,23.75,-10.2125,0,12.90775,8.041
11,0.25,-8.27,0,9.34,2.094
11,0.75,-8.265,0,9.33,2.322
11,1.25,-8.28,0,9.32,2.3
11,1.75,-8.315,0,9.31,2.046
11,2.25,-8.5275,0,9.125,2.1445
11,2.75,-8.35,0,9.29,2.233
11,3.25,-7.8495,0,9.11,2.051
11,3.75,-7.274,0,9.27,2.112
11,4.25,-7.82,0,9.56,1.9195
11,4.75,-7.175,0,8.91,2.55
11,5.25,-7.12,0,9.24,2.113
11,5.75,-7.097,0,9.24,2.088
11,6.25,-7.7655,0,9.515,1.865
11,6.75,-6.989,0.87,9.22,2.037
11,7.25,-7.7245,15.936,9.495,2.3
11,7.75,-8.515,59.831,9.76,1.984
11,8.25,-8.52,114.7355,9.75,1.959
11,8.75,-8.525,183.258,9.73,1.935
11,9.25,-8.515,216.433,9.72,1.916
11,9.75,-8.465,285.3895,9.7,1.901
11,10.25,-8.37,380.857,9.68,1.887
11,10.75,-8.255,410.845,9.67,1.874
11,11.25,-7.437,520.654,9.41,2.18
11,11.75,-7.324,493.5645,9.64,1.844
11,12.25,-6.4815,520.075,9.39,2.0205
11,12.75,-6.392,482.844,9.14,1.974
11,13.25,-6.602,478.933,9.14,1.814
11,13.75,-6.301,401.863,8.9,1.8905
11,14.25,-6.593,301.325,9.12,1.641
11,14.75,-6.516,313.6125,8.69,1.782
11,15.25,-6.173,175,9.11,1.774
11,15.75,-6.138,126.325,9.1,1.764
11,16.25,-6.086,38.535,9.09,1.757
11,16.75,-6.53,5.071,9.295,1.69
11,17.25,-6.4985,0,9.08,2.067
11,17.75,-6.9175,0,9.07,2.1395
11,18.25,-7.419,0,9.075,2.1355
11,18.75,-7.806,0,9.05,2.53
11,19.25,-7.9955,0,9.25,2.1215
11,19.75,-7.847,0,9.44,1.721
11,20.25,-8.0235,0,9.23,2.1045
11,20.75,-7.937,0,8.83,2.3315
11,21.25,-7.8635,0,9.21,1.9495
11,21.75,-8.063,0,9.01,2.194
11,22.25,-8.275,0,9.01,2.42
11,22.75,-8.008,0,9.185,2.0525
11,23.25,-7.776,0,9.36,2.061
11,23.75,-8.004,0,9.65,1.818
12,0.25,-4.21,0,1.721,1.304
12,0.75,-4.192,0,1.719,1.304
12,1.25,-4.1635,0,1.7165,1.2995
12,1.75,-4.182,0,1.72,1.305
12,2.25,-4.217,0,1.721,1.308
12,2.75,-4.1975,0,1.7185,1.298
12,3.25,-4.3135,0,1.7265,1.3585
12,3.75,-4.278,0,1.719,1.308
12,4.25,-4.2205,0,1.7175,1.295
12,4.75,-4.31,0,1.726,1.355
12,5.25,-4.1235,0,1.7215,1.293
12,5.75,-4.213,0,1.726,1.3505
12,6.25,-4.117,0,1.72,1.2895
12,6.75,-4.121,0,1.7205,1.2885
12,7.25,-4.082,0,1.718,1.265
12,7.75,-4.304,6.375,1.727,1.371
12,8.25,-4.176,28.105,1.719,1.314
12,8.75,-4.252,75.042,1.723,1.338
12,9.25,-4.104,139.7975,1.717,1.272
12,9.75,-4.116,167.3225,1.719,1.275
12,10.25,-4.1885,205.4225,1.718,1.295
12,10.75,-4.295,222.5175,1.718,1.295
12,11.25,-4.282,278.7255,1.717,1.279
12,11.75,-4.365,311.7555,1.717,1.318
12,12.25,-4.3525,282.637,1.7205,1.323
12,12.75,-4.3445,265.398,1.716,1.301
12,13.25,-4.362,251.201,1.715,1.283
12,13.75,-4.354,222.807,1.713,1.284
12,14.25,-4.345,154.1395,1.716,1.314
12,14.75,-4.3365,134.148,1.7145,1.298
12,15.25,-4.3305,88.5145,1.713,1.2985
12,15.75,-4.302,46.2135,1.714,1.307
12,16.25,-4.317,11.1555,1.714,1.302
12,16.75,-4.298,0.87,1.73,1.315
12,17.25,-4.2975,0,1.7335,1.3595
12,17.75,-4.289,0,1.731,1.313
12,18.25,-4.3045,0,1.733,1.357
12,18.75,-4.279,0,1.731,1.31
12,19.25,-4.2735,0,1.7315,1.357
12,19.75,-4.2585,0,1.7295,1.3565
12,20.25,-4.339,0,1.728,1.305
12,20.75,-4.258,0,1.717,1.299
12,21.25,-4.316,0,1.732,1.406
12,21.75,-4.281,0,1.729,1.355
12,22.25,-4.2605,0,1.72,1.3005
12,22.75,-4.23,0,1.72,1.302
12,23.25,-4.203,0,1.717,1.3
12,23.75,-4.201,0,1.718,1.3015
