DOY2,HR2,USTAR,TA,WS,FC,H,LE,G,RH,PA,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT
1,10.25,0.351,6.95,3.085,-0.863,80,46,8.5,71.85,101.45,2.71,202.5,589,377,87.5,89,277,356
1,10.75,0.345,7.6,3.065,-0.8975,95,47,15,68.55,101.4,3.005,233,703.5,448,101.5,102.5,277.5,362
1,11.25,0.367,8.2,3.13,-1.0675,106,58.5,20.5,66.8,101.4,3.41,258,777.5,507.5,107.5,109.5,277,369
1,11.75,0.375,8.8,3.15,-1.068,127,55,23.5,64.15,101.3505,3.845,276,799,514.5,110,114.5,277.5,374.5
1,12.25,0.365,9.55,3.1,-0.727,109,56,26.5,63.1,101.301,4.245,281.5,800,493.5,111,106,280,377.5
1,12.75,0.36,9.6,3.05,-0.431,122.5,54.5,29.5,60.8,101.2505,4.605,267,783.5,488,113,111,286.5,379
1,13.25,0.37,9.65,3.115,-0.772,122,55,30,59.05,101.2,4.825,240,715,448,111.5,100,286.5,380
1,13.75,0.3635,9.95,3.105,-0.5905,106,45,29,57.85,101.2,4.84,212,712.5,433,104,99,287.5,377
1,14.25,0.349,10.15,3.045,-0.511,90.5,41,27.5,57.2,101.2,4.895,174.5,628,379,92.5,86.5,280,373
1,14.75,0.347,9.6,3,-0.272,67,39,22,57.45,101.2,4.98,123,534,332,80,79.5,276.5,367
1,15.25,0.3225,9.5,2.935,-0.249,46.5,36.5,15,57.45,101.2,4.895,67,386,229.5,60,57.5,276.5,360.5
1,15.75,0.321,9.05,2.805,0,17,24.5,7,57.75,101.2,4.845,26,259.5,157.5,43.5,44,278,354
1,16.25,0.293,8.9,2.63,0.069,0,18,0.5,59.85,101.2505,4.555,-8.5,134.5,80,21,21.5,280,347
1,16.75,0.247,8.5,2.2,0.319,-11,10,-6,63.4,101.2505,4.085,-49.5,44,22,7,6,277,339
1,17.25,0.1805,7.95,1.695,0.387,-13,5,-11,66.1,101.2505,3.445,-75,5.5,2,1,1,281.5,333.5
1,17.75,0.161,7.05,1.515,0.41,-10,2,-15,70.8,101.301,3.02,-70.5,0,0,0,1,281.5,330
1,18.25,0.178,6.85,1.51,0.41,-10,2,-19.5,74.65,101.301,2.62,-73,0,0,0,1,272.5,328
1,18.75,0.2,5.9,1.6,0.341,-9.5,2,-21,77.1,101.301,2.125,-72.5,0,0,0,1,273,328.5
1,19.25,0.1985,5.45,1.63,0.5,-11.5,3,-20.5,80.8,101.301,1.83,-70.5,0,0,0,2,273,326
1,19.75,0.201,4.6,1.705,0.364,-11.5,1,-21,81.4,101.301,1.65,-70,0,0,0,2,266.5,325.5
1,20.25,0.1815,4.5,1.665,0.455,-10,2,-21,82.35,101.301,1.45,-64.5,0,0,0,2,272,325.5
1,20.75,0.208,4.7,1.585,0.228,-8,4,-19.5,84.95,101.301,1.34,-56.5,0,0,0,2,274,326
1,21.25,0.21,4.45,1.625,0.41,-9,4,-20,85.6,101.301,1.275,-51.5,0,0,0,2,278.5,326
1,21.75,0.195,4.45,1.59,0.455,-9,2.5,-20,85.3,101.301,1.245,-51.5,0,0,0,2,280,326
1,22.25,0.23,4.35,1.365,0.364,-8,3,-21,86.6,101.301,1.125,-48,0,0,0,2,282,324.5
1,22.75,0.217,4.25,1.56,0.41,-10,3.5,-21.5,87,101.301,0.98,-43,0,0,0,2,280,323.5
1,23.25,0.215,3.75,1.605,0.637,-12,6,-24,88.1,101.301,0.875,-42.5,0,0,0,2,280.5,323.5
1,23.75,0.229,3.6,1.52,0.478,-12,5,-23,88.75,101.301,0.925,-41,0,0,0,2,282,324
2,0.25,0.188,3.35,1.54,0.614,-5.5,2,-18,94.05,101.2,0.5,-27,0,0,0,1,295,321.5
2,0.75,0.2235,3.3,1.65,0.637,-5,3,-20.5,93.8,101.2,0.51,-20.5,0,0,0,1,297,322
2,1.25,0.1985,3.15,1.55,0.478,-6,2.5,-20.5,94.8,101.2,0.44,-19,0,0,0,1,302,319.5
2,1.75,0.195,3.1,1.735,0.364,-6.5,3,-21,94.9,101.2,0.4,-18.5,0,0,0,1,303.5,321.5
2,2.25,0.225,2.75,1.785,0.546,-4.5,1,-19.5,95,101.2,0.34,-16,0,0,0,1,303.5,321.5
2,2.75,0.2205,2.5,1.59,0.569,-4,1,-20,96,101.2,0.3,-16.5,0,0,0,1,301.5,319.5
2,3.25,0.226,2.6,1.585,0.387,-7,2,-21.5,96.65,101.1505,0.255,-15,0,0,0,1,303.5,318
2,3.75,0.195,2.25,1.475,0.455,-3,1,-22,97.5,101.1505,0.17,-13,0,0,0,1,303,318
2,4.25,0.203,2.1,1.44,0.66,-4,0,-22.5,97.3,101.101,0.17,-12,0,0,0,1,303.5,318.5
2,4.75,0.155,2.1,1.41,0.5345,-5,2,-21.5,97.6,101.101,0.175,-12,0,0,0,1,303,319
2,5.25,0.1955,2.05,1.48,0.432,-5.5,1,-21,98.1,101.2,0.155,-12,0,0,0,1,303,318.5
2,5.75,0.177,1.9,1.43,0.523,-4,1,-21.5,98.5,101.2,0.12,-12.5,0,0,0,1,302,319
2,6.25,0.161,1.7,1.38,0.307,-4,1,-22,98.15,101.2,0.155,-12.5,0,0,0,1,299,317.5
2,6.75,0.1935,1.7,1.4,0.41,-5.5,2,-23.5,98.35,101.2,0.145,-9,5,2,1,2,300.5,317.5
2,7.25,0.1575,2.05,1.54,0.319,-2.5,6,-23,97.9,101.2,0.18,1,40,24.5,6,6,299.5,319.5
2,7.75,0.183,2.8,1.73,-0.045,2,18.5,-18.5,95.45,101.2,0.34,18.5,115,62,16,14.5,304,325
2,8.25,0.23,3.85,1.97,-0.488,11,35,-12.5,90.45,101.2,0.605,47.5,200.5,111,30,22.5,302,331.5
2,8.75,0.277,4.9,2.415,-0.7155,27,48,-6,85.6,101.2,1.085,89.5,272.5,153,43.5,33,294.5,339.5
2,9.25,0.302,5.85,2.655,-1.113,49,58,-0.5,82.35,101.2,1.375,130,389,205,50.5,43,301.5,347.5
2,9.75,0.323,7.3,2.73,-1.102,63,65,8,79.3,101.2,1.73,160,412,248,56,48,303,354
2,10.25,0.323,8,2.86,-1.568,75,67,13,78,101.2,2.1,173,485,264,57,48,309,361
2,10.75,0.344,8.1,2.73,-1.5225,88.5,72,21,74.7,101.2,2.65,196,516,310,65,59,311,367
2,11.25,0.3365,8.6,2.885,-1.5335,105,76.5,23.5,70.95,101.2,3.185,193,509,295.5,79,59,307,371
2,11.75,0.3345,8.95,2.73,-1.465,95,81.5,28,67.7,101.2,3.475,240,613,384,80,72,305.5,374.5
2,12.25,0.345,9.4,2.775,-1.727,127,84,29,65.7,101.1505,3.8,267,676.5,407,88.5,86.5,310,375
2,12.75,0.3545,9.75,2.79,-1.477,116.5,78.5,30.5,65.35,101.101,4.085,248,635,392,87.5,81.5,312,375
2,13.25,0.3455,9.8,2.78,-1.59,107,82,29,65.05,101.101,4.325,224.5,620.5,374.5,83.5,77,305.5,377
2,13.75,0.325,9.85,2.965,-1.409,88,63,30,63.55,101.0505,4.24,174.5,522,313,67.5,66.5,307,376
2,14.25,0.336,9.85,2.805,-0.999,80,65,28.5,63.65,101.101,4.425,159.5,484,286,69.5,66.5,311,373.5
2,14.75,0.327,10,2.895,-0.9655,70,60,25,63.05,101,4.495,109,369,209,51.5,45,308.5,370
2,15.25,0.309,10.25,2.75,-0.818,42,44,18,62.75,101,4.47,87.5,259,145,38.5,30,305.5,362.5
2,15.75,0.2865,10.05,2.505,-0.602,28.5,42,15.5,62.3,101,4.12,55.5,218,123,33,27,303.5,360
2,16.25,0.26,9.8,2.345,-0.295,13,33,9,62.15,101,4.205,25.5,152,87,21,18,306.5,358
2,16.75,0.213,9.65,2.15,-0.045,0,26,4.5,63.15,101,4.04,-1.5,100.5,58,14,12.5,308,353
2,17.25,0.178,9.1,1.755,0.273,-8,13,-2,65.6505,101.101,3.295,-25.5,30,15,4.5,4,309,344
2,17.75,0.1605,8.65,1.525,0.33,-10,6,-5.5,67.75,101.101,2.83,-33.5,4,1,1,1,308.5,337
2,18.25,0.1515,7.5,1.45,0.387,-8,3,-9,74.95,101.101,2.16,-38,0,0,0,1,304.5,334.5
2,18.75,0.161,6.85,1.365,0.5005,-5,4.5,-11.5,77.8,101.1505,1.875,-33,0,0,0,1,303,334
2,19.25,0.1745,6.2,1.365,0.478,-5.5,3,-12.5,79.9,101.2,1.74,-29.5,0,0,0,1,301,331
2,19.75,0.1745,5.45,1.45,0.6025,-5.5,5,-14.5,83.3,101.2,1.235,-30.5,0,0,0,1,302.5,330.5
2,20.25,0.164,5.25,1.445,0.478,-7,3,-15.5,85.95,101.2,0.995,-28.5,0,0,0,1,300,331
2,20.75,0.195,5.05,1.52,0.4665,-5,5,-16,89.35,101.2,0.97,-27.5,0,0,0,1,302.5,330
2,21.25,0.207,4.95,1.525,0.3985,-7,4,-16,89,101.2,0.905,-29.5,0,0,0,1,300,329
2,21.75,0.1745,4.75,1.465,0.478,-7,3.5,-16.5,90.55,101.2,0.715,-29.5,0,0,0,1,297.5,328
2,22.25,0.181,4.55,1.405,0.432,-6,3,-17.5,91.15,101.2,0.675,-29,0,0,0,1,298.5,326
2,22.75,0.193,4.4,1.355,0.5915,-5.5,3,-18,91.5,101.1505,0.635,-33.5,0,0,0,1,296.5,325.5
2,23.25,0.174,4.1,1.415,0.591,-8,2.5,-18.5,91.85,101.2,0.58,-27.5,0,0,0,1,296,324
2,23.75,0.174,3.85,1.56,0.546,-5.5,3,-19.5,93.1,101.2,0.505,-23,0,0,0,1,299.5,325
3,0.25,0.257,9.95,1.66,1.137,-12,4,-14,85.35,100.9,1.645,-47.5,0,0,0,2,307.5,346
3,0.75,0.219,10.2,1.545,1.114,-14,5,-16.5,87.3,100.9,1.3,-41,0,0,0,1,304.5,347
3,1.25,0.238,10.1,1.58,1.205,-13,3.5,-18,88.65,100.9,1.31,-38.5,0,0,0,1,309,345
3,1.75,0.245,9.85,1.535,1.023,-11,4,-18,89.1,100.9,1.205,-36,0,0,0,1,306.5,345
3,2.25,0.23,9.15,1.56,1.0685,-11,3,-17.5,90.25,100.9,1.22,-32.5,0,0,0,1,316,346
3,2.75,0.2395,9.1,1.655,0.932,-9,5,-16,90.85,100.8505,1.19,-31,0,0,0,1,312.5,346.5
3,3.25,0.219,9.25,1.57,1.08,-12,4,-17.5,90.3,100.9,1.14,-29.5,0,0,0,1,311,343.5
3,3.75,0.23,9,1.62,1.023,-10,4,-19,91.2,100.9,1.165,-28,0,0,0,1,307.5,341.5
3,4.25,0.226,8.95,1.47,0.796,-10,3,-20,92.05,100.9,1.13,-28,0,0,0,1,303.5,343.5
3,4.75,0.222,9.4,1.57,1.023,-9,3,-19.5,92.05,100.95,1.045,-26,0,0,0,1,302,343.5
3,5.25,0.2185,8.75,1.71,1.114,-11,3.5,-19.5,92.55,100.95,1.065,-23,0,0,0,1,304.5,341.5
3,5.75,0.179,8.2,1.625,0.8415,-8,3,-18,93.4,100.9,0.775,-20,0,0,0,2,300,340
3,6.25,0.1865,8.1,1.61,0.8985,-8,3,-18,93.2,100.95,0.77,-16,10,5,1,3,298,341.5
3,6.75,0.2095,8.15,1.64,0.546,-3,8,-17.5,93.65,100.95,0.71,-3.5,61.5,41,9.5,15.5,300,341.5
3,7.25,0.2195,8.9,1.885,-0.0335,3,21,-14,92.65,101,0.86,23.5,185,110.5,22,35.5,303,349
3,7.75,0.236,9.65,2.335,-0.431,17,37,-7.5,86.3,101,1.53,68.5,327.5,212.5,38.5,57,294.5,361
3,8.25,0.285,10.75,2.595,-1.738,42.5,57,-2,79.2,101,2.79,137,516,315.5,56,76,293,367.5
3,8.75,0.3155,11.45,2.87,-1.84,66.5,69,6,74.15,101,3.54,202,669.5,404,74.5,91,293,376.5
3,9.25,0.314,12.05,2.905,-2.431,93.5,81,15.5,69,101.0505,4.325,275,827,494,89,104,301.5,384.5
3,9.75,0.3505,12.75,3.085,-2.613,131.5,85,25,64.1,101.0505,5.085,332.5,963.5,543,100,119,301.5,395
3,10.25,0.363,13.3,3.01,-2.818,147,95,39,61.95,101.101,5.85,383,1079,663,111.5,133.5,298.5,405
3,10.75,0.3795,14.05,3.07,-2.397,160,104,44.5,57.65,101,6.675,398.5,1110,668.5,117.5,138,303,410
3,11.25,0.375,14.45,3.2,-2.738,165,106.5,52.5,55.65,101,7.2,424,1197.5,712.5,125,150,308.5,418
3,11.75,0.38,14.85,3.295,-2.454,186,102.5,61,54.65,101,7.75,457,1239.5,753,126.5,154,311,420
3,12.25,0.3885,15.7,3.24,-1.931,177.5,109,70,53.05,101,8.12,459,1257.5,745,129.5,154,311.5,425.5
3,12.75,0.363,15.85,3.12,-2.318,155.5,110,72.5,51.55,100.95,8.545,426.5,1194.5,709,128,146,313,425.5
3,13.25,0.369,16,3.145,-2.295,154.5,101,68,50.6,100.9,8.865,415.5,1147.5,686,124,145,314,426.5
3,13.75,0.3645,16.35,2.995,-1.863,150,101,59,50.4,100.8505,9.355,356.5,990.5,593.5,120,121.5,317,422
3,14.25,0.334,16.35,3,-1.613,129.5,97.5,51,48.55,100.801,9.65,334,1021.5,598.5,114.5,127.5,313,418
3,14.75,0.359,16.75,2.905,-1.454,111,83,44,47.5,100.801,9.93,277,864,504.5,102.5,111,311,414.5
3,15.25,0.342,16.7,3.125,-0.909,81,78,35.5,48.55,100.801,9.855,209,689.5,415,88,92,314,407
3,15.75,0.3355,16.45,3.005,-0.9425,57,64.5,27.5,48,100.801,9.455,150.5,566,330.5,71,74.5,310.5,399
3,16.25,0.343,16.25,2.86,-0.59,35,52,21,48.75,100.801,9.07,98.5,429.5,249,57.5,56,310,392
3,16.75,0.301,16.05,2.7,-0.045,11.5,38,15,49.4,100.801,8.865,28,290,180,41.5,43.5,306.5,384.5
3,17.25,0.269,15.4,2.385,0.466,-7,28,8.5,52.1,100.801,8.09,-17.5,152,95.5,23,26.5,299,376
3,17.75,0.214,14.8,1.9,0.91,-17.5,18,1,54.7,100.801,7.375,-59.5,42.5,22,7,7,300.5,367
3,18.25,0.1445,14.1,1.38,0.8185,-11,8,-4.5,58.65,100.801,6.025,-76.5,3,1,0,1,298.5,357
3,18.75,0.137,12.7,1.135,0.6935,-6,3,-10,63.9505,100.801,4.985,-69.5,0,0,0,1,295.5,353
3,19.25,0.138,11.7,1.23,1.091,-9.5,3,-12.5,68.8,100.801,3.835,-66,0,0,0,1,295.5,352
3,19.75,0.175,10.9,1.12,0.705,-5.5,3,-14,72.75,100.801,3.385,-66,0,0,0,1,295.5,351
3,20.25,0.206,10.4,1.15,0.9325,-7,3,-14,76.85,100.9,2.845,-61.5,0,0,0,2,301,350
3,20.75,0.219,10.2,1.295,0.921,-8,3,-15,76.4,100.9,2.54,-56.5,0,0,0,2,304,348.5
3,21.25,0.199,10.2,1.33,0.7615,-10,5,-15.5,78.65,100.9,2.505,-59.5,0,0,0,2,306.5,347
3,21.75,0.21,10.3,1.27,1.1485,-11,4,-16,81.65,100.9,2.015,-59.5,0,0,0,1.5,307,347
3,22.25,0.205,10.65,1.385,1.114,-15,4,-16.5,82.4,100.9,1.88,-61.5,0,0,0,2,306,347
3,22.75,0.219,10.55,1.585,1.16,-14,5,-17,83.85,100.9,2.1,-57.5,0,0,0,2,309.5,347.5
3,23.25,0.242,10.15,1.39,1.023,-10,5,-16.5,84.1,100.9,2.04,-50.5,0,0,0,1,307,347
3,23.75,0.2365,10,1.43,1.205,-11,3,-16,84.6,100.9,1.845,-44,0,0,0,1,312,346
4,0.25,0.1995,15.5,0.86,2.7275,-4.5,1.5,-18,92.5,100.601,1.12,-41,0,0,0,2,332,376
4,0.75,0.18,14.9,0.76,2.569,-5,1.5,-20,93.9,100.601,0.88,-38,0,0,0,2,328,373
4,1.25,0.185,14.9,1.02,2.319,-4,1,-22,95.8,100.601,0.6,-39,0,0,0,2,332,373
4,1.75,0.176,14.6,0.97,2.466,-6,1,-22,96.3,100.601,0.56,-34,0,0,0,2,336,374
4,2.25,0.195,14.55,0.865,2.796,-5,1,-20,96.3,100.601,0.49,-33,0,0,0,2,327.5,374
4,2.75,0.171,14.45,0.775,2.3415,-8,0,-19.5,97.9,100.601,0.34,-30,0,0,0,2,338,373
4,3.25,0.167,14.1,0.92,2.387,-6.5,0,-20,96.1,100.601,0.42,-28,0,0,0,2,334,373
4,3.75,0.175,13.6,0.98,2.432,-8,1,-19.5,96.75,100.601,0.4,-27,0,0,0,2,331.5,370
4,4.25,0.198,13.3,1.075,2.3525,-9,1,-20,97.65,100.601,0.285,-27.5,0,0,0,2,328,370
4,4.75,0.1845,13.2,1.215,2.216,-9,1,-20.5,98.7,100.601,0.24,-27,0,0,0,2,333.5,370.5
4,5.25,0.1815,13.2,1.12,2.228,-7,0,-21,99.1,100.601,0.125,-23.5,2,1,0,2,336,371.5
4,5.75,0.175,13.3,1.17,2.194,-9,2,-19.5,98.95,100.7,0.18,-12.5,27,16,3,6,340.5,371.5
4,6.25,0.1835,13.4,1.295,1.137,-4,10.5,-15.5,97.75,100.7,0.4,6.5,111.5,71,12,25.5,344,376
4,6.75,0.178,14.1,1.63,-0.2945,5.5,31,-11,91.6,100.7,1.47,46,242,152,25,45,341,384
4,7.25,0.232,15.2,1.77,-2.227,19,55,-4,85.5,100.801,2.47,96,379,208,37,54,336,391
4,7.75,0.263,16.5,2.22,-3.136,37,80,3,81.6,100.7,3.79,162,544,324,50,73,322,402
4,8.25,0.298,17.8,2.4,-5.295,60.5,98,11,78.4,100.801,4.77,235,734,461,61,102,319,412
4,8.75,0.31,18.9,2.49,-5.818,75,113,15,74.5,100.801,5.31,312,923,576,70,125,324,421
4,9.25,0.338,19.5,2.8,-6.238,90,137,23,71,100.801,6.71,371,1067,660,80,136,329,430
4,9.75,0.36,20.2,2.86,-7.454,111,164,34,67.8,100.801,7.66,431,1212,731,88,149,331,439
4,10.25,0.367,20.9,2.78,-7.568,117,163.5,45,64.8,100.801,9.09,456,1276,738,96,153,333,446
4,10.75,0.3485,21.5,2.84,-6.999,125.5,188,53,61.6,100.801,9.64,521,1426,850,100,167,337,453
4,11.25,0.34,21.8,2.8,-7.329,131.5,197,53,59.1,100.801,10.49,542,1463,863,102,170,342,456
4,11.75,0.3505,21.8,2.93,-7.068,126,196,64,57.2,100.7,11.48,541,1460,865,106,171,347,459
4,12.25,0.371,21.7,2.89,-7.8745,130,212,70,53.9,100.7,12.58,532,1499,848,108,168,342,462
4,12.75,0.37,22.1,2.89,-7.4085,127,207,70,51.7,100.7,13.07,548,1521,877,107,168,343,465
4,13.25,0.346,22.5,2.79,-7.204,121,215,61,51.4,100.7,13.67,527,1453,851,105,168,342,464
4,13.75,0.3595,22.6,2.8,-6.9655,116,207,61,49.8,100.601,14.13,500,1387,821,103,162,345,459
4,14.25,0.359,22.95,2.84,-6.659,100,199.5,67,48.9,100.601,14.54,438,1278,751,95,147,344,457
4,14.75,0.35,23,2.73,-5.772,76,164,49,46.7,100.601,14.94,380,1103,650,88,135,341,451
4,15.25,0.348,23.2,2.82,-5.488,68,157.5,46,46.45,100.601,15.485,323,971.5,567.5,80,120,340.5,444.5
4,15.75,0.325,23.2,2.65,-4.67,46,137,37,47.05,100.601,16.09,249.5,823,476.5,69,103.5,337.5,438.5
4,16.25,0.317,23.5,2.61,-3.681,28.5,113,26.5,46.2,100.601,15.62,155,622.5,358,57.5,81,336,433
4,16.75,0.3,23.6,2.37,-2.318,8,85.5,19,46.95,100.601,14.72,93,444.5,266,45,63,336,422
4,17.25,0.257,23.2,1.96,-0.886,-5,60,10,48.95,100.5505,13.75,24.5,251.5,146,27,39,336,413
4,17.75,0.206,22.1,1.505,0.455,-9,33,6,53.25,100.5,12.55,-18,124,68.5,13,19,334,404
4,18.25,0.14,20.3,1.095,1.341,-10,15,-1.5,58.2,100.5,10.18,-57.5,38,16,3,4,329.5,393.5
4,18.75,0.138,19.55,0.875,1.364,-8,7,-8.5,65.65,100.5,7.385,-67,2,0,0,1,323.5,388
4,19.25,0.122,17.95,0.86,1.6255,-8.5,3,-13.5,72.15,100.601,4.925,-67,0,0,0,1,320.5,384
4,19.75,0.139,17.25,0.985,1.569,-5,3,-16,77.15,100.601,3.91,-68.5,0,0,0,1,317.5,380
4,20.25,0.1345,16.75,0.895,1.739,-5,1,-17.5,80.55,100.601,3.445,-67,0,0,0,2,324,377.5
4,20.75,0.1315,16.25,0.875,2.2505,-6,3,-18,84.15,100.601,2.69,-65,0,0,0,2,322,378
4,21.25,0.153,16.2005,0.83,2.455,-6,2,-18,88.25,100.6505,1.81,-63,0,0,0,2,322,378
4,21.75,0.1545,16.2005,0.855,2.228,-5,2,-20,89.2,100.6505,1.7,-61,0,0,0,2,317.5,375.5
4,22.25,0.183,16.2,0.87,2.432,-5,2,-21.5,89.55,100.601,1.725,-60.5,0,0,0,2,326,375
4,22.75,0.177,15.7,1.105,1.978,-7,1,-20.5,91.7,100.601,1.375,-59.5,0,0,0,2,327,376
4,23.25,0.1575,15.55,0.99,2.319,-5.5,2,-21,92.45,100.601,1.275,-52.5,0,0,0,2,327,376
4,23.75,0.194,15.4,0.83,2.2275,-6,2,-19.5,93.25,100.601,1.15,-48,0,0,0,2,327,375.5
5,0.25,0.146,17.6,0.68,2.705,-5,0,-23,99.5,100.601,0.08,-35,0,0,0,2,354,392
5,0.75,0.161,17.8,0.75,2.6025,-6,1,-27,99.9,100.601,0.03,-31,0,0,0,2,354,391
5,1.25,0.161,17.7,0.79,2.773,-4,0,-26,99.8,100.601,0.04,-29,0,0,0,2,353,392
5,1.75,0.162,17.4,0.73,2.364,-3,0,-26,100,100.601,0,-29,0,0,0,2,354,390
5,2.25,0.135,17.4,0.73,2.296,-4.5,0,-27,100,100.601,0,-27,0,0,0,1,356,390
5,2.75,0.131,17.1,0.76,2.182,-4,0,-25,100,100.601,0,-25,0,0,0,1,355,389
5,3.25,0.142,16.9,0.84,2.3415,-4,0,-24,100,100.601,0,-25,0,0,0,1,357,389
5,3.75,0.1585,16.8,0.75,2.398,-4,0,-24,100,100.601,0,-24,0,0,0,2,359,389
5,4.25,0.17,16.6,0.83,2.091,-4,0,-24,100,100.7,0,-23,0,0,0,2,356,388
5,4.75,0.144,16.3,0.77,2.114,-5,0,-25,100,100.7,0,-21,2,0,0,2,354,387
5,5.25,0.163,16.3,0.81,2.3075,-3,0,-22,100,100.7,0,-11,28,15,3,7,355,389
5,5.75,0.1505,16.8,0.905,1.898,-2,8,-18,99.9,100.7,0.02,8,106,60.5,11,21,358.5,396
5,6.25,0.1745,17.4,1.115,0.2615,5,26,-11,98,100.801,0.405,40,235,131.5,24.5,39,359,399
5,6.75,0.196,18.65,1.44,-1.863,14,53,-4,93.85,100.801,1.11,92.5,388,222.5,35,55.5,355.5,409.5
5,7.25,0.226,19.4,1.815,-4.022,26,81,6,87.75,100.801,2.46,154,560,306.5,48,70,354,417
5,7.75,0.256,20.35,1.98,-6.136,55,99,15,83.05,100.801,4,223,736.5,417,58,91.5,357.5,424
5,8.25,0.275,21.25,2.19,-7.477,75.5,123,24.5,81.15,100.801,4.945,298.5,923.5,540.5,66,110,358,432
5,8.75,0.2895,22.15,2.17,-8.886,85,139,34.5,78.85,100.801,5.77,355,1091,628.5,73,124.5,360,443
5,9.25,0.285,22.55,2.2,-9.772,97,158,49,76.4,100.801,6.905,407,1227.5,714.5,79,132,362.5,449
5,9.75,0.296,23.35,2.295,-10.499,104,189,65,73.8,100.801,7.89,480,1366,769,85.5,140.5,367,458
5,10.25,0.309,23.65,2.325,-10.5105,104,199.5,70.5,71.85,100.8505,8.535,515,1367,772,88,144.5,369,463
5,10.75,0.3075,23.9,2.295,-10.545,115.5,216,75.5,69,100.801,9.56,540.5,1466,843,91,151,373,470
5,11.25,0.318,24.3,2.4,-11.4655,120.5,233,84,66.5,100.801,10.685,572,1556,882.5,96,156.5,376.5,472
5,11.75,0.327,24.95,2.485,-10.465,120.5,244,93,65.2,100.801,11.145,572,1563,882.5,100,158,375,477
5,12.25,0.314,25.5,2.375,-10.681,119,249,95,63.3,100.801,11.74,568,1524.5,833.5,104.5,157,379,478.5
5,12.75,0.323,26.15,2.425,-10.0905,107,250,90,61,100.7505,12.93,560,1537,835.5,104,149,377.5,479
5,13.25,0.327,26.3,2.41,-10.09,106,233,88,60.1,100.7,13.755,581.5,1530.5,857,103.5,156,377.5,481
5,13.75,0.313,26,2.435,-9.522,98.5,220,85,58.75,100.7,14.005,517,1400.5,798,100.5,144,378,476.5
5,14.25,0.314,25.85,2.37,-9.34,93.5,226,80,59.8,100.7,14.15,494,1350.5,774,99,141,377,473.5
5,14.75,0.3055,25.75,2.38,-8.6015,78,194.5,66,58.45,100.601,14.345,422,1208,664.5,90,124,372,469
5,15.25,0.306,25.75,2.235,-7.659,65,170,50,57.9,100.601,14.195,369.5,1077,608.5,82.5,119,373,462
5,15.75,0.2945,25.55,2.215,-6.477,42,142.5,40.5,58.7,100.601,13.955,293.5,903,494.5,73.5,101,369,454.5
