DOY2,HR2,USTAR,TA_1_2_1,WS,NEE,FC,SC,H,LE,RH,PA,CO2_1_1_1,CO2_1_2_1,VPD,NETRAD,PPFD_IN,H2O_1_2_1
1,15.5,0.48675,29.533,2.307,-0.9225,-2.6925,2.4035,55.031,179.1345,83.225,97.556,379.2785,380.4185,13.4225,301.697,918.4255,29.4535
1,16.5,0.3895,29.34425,2.21775,2.74375,-0.19725,3.789,12.6285,103.967,85.5,97.5345,379.892,380.7735,12.64,131.4845,486.857,29.876
1,17.5,0.248,28.563,2.0195,6.9105,1.45675,5.776,-1.1355,32.6605,87.8,97.578,382.175,383.067,11.29,0.039,102.166,30.049
1,18.5,0.1855,27.792,2.1195,8.6575,3.48925,6.26,-1.556,19.398,88.45,97.63,384.957,387.61,9.4975,-22.4175,0,29.642
1,19.5,0.214,27.385,2.322,8.676,4.471,5.381,-3.35625,13.417,89.425,97.684,388.897,392.814,8.0675,-22.49425,0,29.618
1,20.5,0.2445,26.9895,2.462,7.8875,5.777,3.47475,-4.58275,11.5525,90,97.75325,391.0115,394.7875,7.315,-22.0715,0,29.373
1,21.5,0.24575,26.7255,2.574,7.906,5.637,3.427,-4.11425,11.972,90.75,97.80475,390.98175,394.99675,6.82,-21.877,0,29.26
1,22.5,0.264,26.36675,2.636,8.9065,6.767,3.267,-4.53375,13.11775,92.101,97.81975,391.65725,396.219,5.9225,-19.0165,0,29.148
1,23.5,0.305,25.9645,2.631,9.178,8.12325,3.731,-4.5075,11.0165,93.725,97.7975,394.66525,397.57,5.3475,-18.4185,0,29.067
2,0.5,0.349,24.5595,2.5635,10.49275,9.54925,3.013,-3.18225,10.31425,96.4,97.92,399.24,406.194,3.28,-9.628,0,29.196
2,1.5,0.3255,24.19,2.5,10.30425,9.854,2.73675,-3.41925,9.35775,96.6,97.871,403.24,406.99,2.8725,-9.37,0,28.991
2,2.5,0.33425,23.98,2.454,10.768,9.625,3.5945,-3.47475,6.79425,96.725,97.835,403.667,407.75,2.41,-10.051,0,28.769
2,3.5,0.346,23.651,2.437,11.2225,10.26325,3.1305,-3.1215,9.88625,97,97.825,405.55125,410.1915,2.0625,-8.13075,0,28.592
2,4.5,0.36375,23.431,2.46025,10.61,10.509,2.12425,-4.0225,5.5095,97.1,97.848,405.594,408.887,1.7325,-7.17,0,28.44725
2,5.5,0.3745,23.3565,2.472,10.4975,11.2805,1.57,-5.6905,3.24125,97.6,97.89,408.86425,413.30475,1.5625,-5.239,2.831,28.182
2,6.5,0.422,23.429,2.52275,6.588,9.229,-1.1385,0.051,11.921,97.325,97.9665,409.287,412.562,1.59,41.678,163.727,28.15
2,7.5,0.504,23.959,2.62925,-0.32925,6.58475,-3.56975,23.70475,63.4525,97.825,98.054,402.737,403.9685,2.1275,161.905,507.048,29.01075
2,8.5,0.598,25.116,2.926,-8.66675,-3.53475,-3.634,51.71675,162.535,97.225,98.1295,394.03525,393.225,3.6625,302.106,862.972,29.27225
2,9.5,0.60375,26.029,2.75375,-12.128,-7.953,-2.27025,75.34775,216.99125,93.62575,98.164,386.821,387.1355,5.7825,429.437,1141.804,29.45725
2,10.5,0.60175,26.759,2.798,-13.53975,-11.1895,-1.11025,87.43675,262.084,90,98.1335,381.23425,382.131,7.56,507.296,1359.9575,29.385
2,11.5,0.59475,27.377,2.8055,-13.7065,-12.5985,-0.1075,93.52375,285.98025,88.15,98.0795,377.032,377.9975,8.895,532.08425,1440.568,29.7875
2,12.5,0.574,27.87475,2.619,-11.935,-11.254,0.04125,98.80925,294.524,87.125,97.976,375.942,376.662,9.9975,528.799,1476.3075,29.8075
2,13.5,0.5515,28.096,2.5125,-9.01,-9.457,0.90575,92.8585,301.67975,86.075,97.853,375.62,376.11,10.285,522.83725,1427.35825,30.258
2,14.5,0.50925,28.40625,2.32775,-5.418,-5.482,1.19225,79.1135,241.22075,87.7,97.73075,376.232,377.1055,10.715,423.843,1194.52675,30.459
2,15.5,0.4535,28.473,2.4015,-2.498,-3.513,1.98025,55.788,190.172,88.425,97.6685,376.1235,377.0055,10.81,314.982,954.8925,30.588
2,16.5,0.3815,28.0885,2.1525,2.24125,-0.70475,3.53375,20.12825,105.254,89.625,97.646,376.7935,377.45225,10.2775,153.9245,527.242,30.427
2,17.5,0.2695,27.487,1.92325,7.3575,1.9445,6.114,0,35.42,90.9,97.672,379.1145,380.695,9.1525,9.494,99.22,30.451
2,18.5,0.19825,26.6475,2.017,9.248,3.7535,6.8765,-1.126,13.70475,91.5,97.714,382.38975,385.6375,6.99,-22.932,0,30.31425
2,19.5,0.2255,26.1795,2.206,8.996,5.7005,5.556,-1.131,14.79025,92.85075,97.8035,387.17475,391.60675,5.92,-19.276,0,29.952
2,20.5,0.25975,25.85125,2.39625,9.384,7.046,3.9995,-2.2645,10.8045,93.4,97.893,392.0885,397.085,5.08,-19.113,0,29.727
2,21.5,0.2915,25.508,2.448,9.43,7.6455,3.273,-2.38625,12.90675,93.9,97.966,392.317,397.1955,4.72,-15.57275,0,29.683
2,22.5,0.3245,25.191,2.5225,10.375,8.856,3.5885,-2.991,16.34925,95.225,97.99125,395.71525,399.8525,4.215,-13.466,0,29.514
2,23.5,0.31475,24.828,2.5615,10.2245,9.4435,2.8885,-3.4085,12.478,96.2,97.9785,399.317,402.264,3.725,-10.984,0,29.429
3,0.5,0.32325,24.6745,2.52775,9.747,9.224,3.08975,-3.4975,6.08325,96.3,97.90625,397.742,401.665,2.975,-11.818,0,29.308
3,1.5,0.322,24.29375,2.54,10.345,9.476,2.79,-3.4185,6.08725,96.5,97.855,398.652,402.18,2.64,-11.368,0,29.067
3,2.5,0.309,24.0375,2.451,10.2555,9.833,3.338,-3.77275,3.601,96.7,97.80725,401.2405,404.657,2.24,-10.175,0,28.745
3,3.5,0.33325,23.847,2.43475,11.03325,9.53425,3.56425,-4.269,3.206,96.9,97.79425,404.3255,408.399,1.915,-9.503,0,28.745
3,4.5,0.343,23.669,2.5935,11.50025,10.567,3.189,-4.577,3.7705,97.4,97.82375,406.88,411.177,1.6825,-8.546,0,28.572
3,5.5,0.359,23.5785,2.5085,10.5585,10.18975,2.89,-5.348,1.93925,97.925,97.87325,409.2045,413.1915,1.58,-5.589,6.98525,28.6245
3,6.5,0.414,23.6965,2.44275,5.807,9.79775,-1.34725,1.13925,13.31775,97.65,97.931,412.451,416.43925,1.5625,54.248,200.835,28.608
3,7.5,0.48625,24.52575,2.544,-1.066,6.9745,-4.959,30.31375,75.78025,98.2,98.01875,406.9175,407.339,1.9675,199.714,579.2425,29.389
3,8.5,0.585,25.4835,2.76275,-11.50925,-5.365,-4.29075,59.50875,185.685,97,98.095,396.491,395.4475,3.665,341.40575,942.588,29.727
3,9.5,0.60025,26.4715,2.667,-14.31475,-8.65525,-2.454,94.242,247.53325,92.4,98.13225,386.345,386.51225,5.62,472.8185,1232.957,29.582
3,10.5,0.5895,27.2315,2.673,-14.552,-11.90075,-1.1645,104.674,283.26525,88.625,98.115,380.4795,380.96,7.5625,512.77975,1397.8565,29.582
3,11.5,0.5775,27.7455,2.619,-14.311,-13.189,0.1095,118.27175,332.1965,87.525,98.052,376.91,377.57,8.5625,626.781,1606.1325,29.534
3,12.5,0.55325,28.02925,2.59,-10.491,-10.779,0.287,111.13875,314.89925,88.5,97.94,376.444,376.834,9.4425,554.8225,1493.4315,29.88
3,13.5,0.53625,28.08725,2.444,-8.4315,-8.221,0.9085,107.0675,300.613,88.9,97.8055,375.704,376.374,9.87,515.137,1410.284,30.065
3,14.5,0.4925,28.104,2.28675,-4.7855,-4.2705,1.519,82.866,264.05275,90.225,97.705,376.147,376.684,9.5675,446.46425,1208.524,30.4915
3,15.5,0.44075,27.95875,2.15025,-0.396,-2.142,1.939,50.83725,184.5105,90.601,97.644,375.8805,376.91,9.06,300.05,890.62975,30.8055
3,16.5,0.354,27.715,1.86225,3.36775,0.3465,3.5595,14.6995,102.6745,91.325,97.624,376.969,377.962,8.4125,137.761,468.6515,30.612
3,17.5,0.2305,27.1485,1.816,7.8285,2.1715,6.194,-0.68225,25.36575,92.601,97.66175,379.7705,381.14975,7.67,0.013,36.13,30.483
3,18.5,0.1975,26.46175,2.007,8.6545,4.0945,6.1655,-1.1305,13.17675,93.601,97.7235,383.564,386.847,6.185,-20.7425,0,30.234
3,19.5,0.217,26.03175,2.2125,9.4155,5.7805,5.55825,-2.2635,10.45,93.85,97.8,387.397,391.17,5.28,-18.732,0,29.98025
3,20.5,0.2375,25.7335,2.303,8.644,7.029,4.22175,-3.39125,6.769,94.75,97.89,393.317,396.525,4.815,-16.907,0,29.912
3,21.5,0.267,25.573,2.389,9.7025,7.19975,3.786,-3.00625,8.63725,94.9,97.968,391.727,396.707,4.435,-15.054,0,29.908
3,22.5,0.2925,25.2935,2.438,9.698,8.4635,3.2955,-3.104,8.4035,95.325,97.9865,394.04,399.287,3.825,-14.741,0,29.646
3,23.5,0.304,24.93,2.4925,9.62325,8.637,3.856,-2.506,7.95725,95.9,97.95925,395.397,400.644,3.47,-12.828,0,29.498
4,0.5,0.29075,24.754,2.34925,9.995,8.805,3.31925,-2.2845,3.4195,96,97.947,397.811,402.486,2.82,-12.638,0,29.598
4,1.5,0.30825,24.449,2.414,10.2075,9.8615,3.22,-2.34325,5.1905,96,97.899,398.524,403.944,2.4825,-9.847,0,29.425
4,2.5,0.318,24.213,2.41425,11.028,11.048,3.213,-2.772,4.2735,96.5,97.846,402.41775,406.9855,2.23,-11.21,0,29.152
4,3.5,0.317,23.998,2.363,11.26875,10.51425,3.14525,-3.4,4.39275,97.25,97.85575,404.618,409.542,1.885,-10.923,0,28.89
4,4.5,0.312,23.8125,2.3985,10.485,9.718,2.96775,-3.80825,2.764,97.5,97.86675,406.97625,410.2065,1.69,-9.625,0,28.705
4,5.5,0.319,23.7125,2.3775,9.803,9.3825,2.9795,-4.5595,1.98075,97.925,97.93475,409.425,413.1935,1.54,-4.761,10.617,28.504
4,6.5,0.3525,23.9355,2.239,5.2715,9.4715,-1.53,1.50375,15.84675,97.925,98.003,406.932,410.1255,1.55,66.82375,228.6475,28.842
4,7.5,0.47775,24.6385,2.511,-0.4,6.068,-4.20075,33.298,83.7295,98.2,98.0835,399.6805,402.1805,2.155,235.9585,643.4555,29.534
4,8.5,0.5665,25.856,2.6215,-9.771,-2.974,-4.35575,77.11025,215.9595,96.525,98.13425,392.65775,391.235,3.8625,391.408,999.3245,29.984
4,9.5,0.5915,26.839,2.6865,-13.66525,-9.15325,-2.36775,104.53475,253.66775,90.9,98.17225,385.425,385.79,5.8625,486.8315,1234.7105,30.021
4,10.5,0.5715,27.582,2.572,-12.747,-10.8275,-1.1085,116.7515,302.21575,87.45,98.145,378.487,378.961,7.5825,559.574,1429.3975,29.936
4,11.5,0.57525,27.94175,2.456,-11.40125,-10.799,0.301,109.88575,321.9475,86.55,98.0765,376.854,376.647,8.51,549.63,1459.8045,30.017
4,12.5,0.518,27.99375,2.412,-8.526,-8.543,0.417,111.97125,304.35825,89.225,97.96425,374.27,375.404,8.7325,547.8625,1460.798,30.21
4,13.5,0.503,27.935,2.211,-6.6495,-6.9965,0.71225,103.57125,296.031,90.15075,97.8355,374.494,374.93,9.095,496.528,1378.046,30.604
4,14.5,0.45925,27.71475,2.243,-3.229,-3.359,1.05,73.48825,213.60075,91.425,97.71925,373.6985,374.311,8.2625,390.0275,1085.47475,30.813
4,15.5,0.371,27.702,1.958,-0.269,-1.795,2.416,42.66275,152.917,92.425,97.67375,373.78175,374.41,8.18,248.1135,758.821,30.878
4,16.5,0.3015,27.4515,1.73225,3.68725,0.51075,3.528,11.26,80.428,93.02525,97.683,374.456,375.89125,7.3075,107.205,389.8325,30.982
4,17.5,0.215,26.806,1.747,7.724,2.2425,6.1055,-0.88275,18.48325,93.601,97.715,377.46125,379.4415,5.84,-6.836,37.133,30.962
4,18.5,0.19925,26.162,1.987,8.6835,4.335,6.06725,-1.13975,8.373,93.7,97.783,379.7685,384.82175,4.6425,-18.96,0,30.677
4,19.5,0.21525,25.7135,2.1635,9.727,6.3095,5.12375,-2.08,10.67325,94.225,97.86375,383.80725,389.22875,4.06,-16.48625,0,30.339
4,20.5,0.234,25.5235,2.22475,8.9165,7.462,4.11675,-3.395,9.6615,94.7,97.94175,388.355,394.2525,3.84,-16.3485,0,30.178
4,21.5,0.252,25.3135,2.27575,8.798,6.973,3.843,-4.25825,8.351,95,98.01825,388.855,396.20375,3.7425,-15.701,0,30.001
4,22.5,0.2605,25.1665,2.3485,8.78,6.75,3.738,-2.57125,5.1345,95.025,98.02625,392.2595,398.397,3.4675,-14.2725,0,29.84
4,23.5,0.254,25.0005,2.317,9.0085,7.9985,3.77125,-2.28075,4.21575,95.625,98.00275,395.442,401.15925,3.24,-12.978,0,29.759
5,0.5,0.217,25.163,2.23175,8.6735,7.081,3.459,-3.39375,6.14675,95.5,97.992,392.9385,396.5555,3.1525,-18.5385,0,29.791
5,1.5,0.248,24.96025,2.2585,9.3755,7.2695,3.00475,-2.61925,4.04475,95.8,97.938,394.1205,397.567,2.8525,-15.955,0,29.727
5,2.5,0.263,24.85175,2.23975,9.391,8.52575,3.00225,-3.409,3.99575,96.5,97.893,398.475,401.5685,2.46,-13.22675,0,29.642
5,3.5,0.2765,24.54,2.262,10.38475,8.65425,3.4415,-3.721,7.666,97.2,97.9,400.6455,404.34,2.0225,-11.94675,0,29.763
5,4.5,0.278,24.339,2.271,10.273,9.127,2.817,-3.41575,4.8035,97.7,97.923,402.944,407.15,1.78,-11.4905,0,29.663
5,5.5,0.293,24.16575,2.289,9.56175,9.3765,2.6465,-4.556,3.225,98.3,97.97,406.194,409.147,1.6425,-4.136,13.9525,29.421
5,6.5,0.3475,24.304,2.30825,5.06875,9.6335,-2.02975,2.00275,15.53775,98.5,98.03,406.32,409.364,1.6625,79.4685,264.974,29.469
5,7.5,0.479,25.206,2.352,-1.329,7.4425,-5.179,36.2405,81.1015,98.125,98.118,400.437,401.722,2.05,239.3625,688.133,30.226
5,8.5,0.53375,26.14375,2.569,-8.97925,-1.91325,-4.606,75.9555,194.23175,96.2,98.162,394.0205,393.79,3.915,388.57575,1032.5175,30.612
5,9.5,0.587,26.95425,2.50575,-11.2435,-6.26,-2.991,104.061,233.4335,91.8,98.184,387.0445,388.086,5.81,470.037,1230.563,30.612
5,10.5,0.571,27.6765,2.498,-13.16875,-10.20575,-1.438,108.6555,278.941,88.525,98.1605,380.925,381.5955,7.2625,533.932,1362.898,30.483
5,11.5,0.57,28.19275,2.4045,-12.402,-10.464,-0.183,118.937,311.47025,87.425,98.092,376.207,376.807,8.41,561.2515,1467.0895,30.604
5,12.5,0.55025,28.353,2.368,-10.2925,-9.316,0.133,118.9495,328.6775,88,97.984,374.474,375.294,8.995,552.073,1440.8605,30.733
5,13.5,0.492,28.446,2.315,-7.499,-7.8345,0.894,101.62475,285.3175,89.2,97.872,374.42,375.297,8.735,521.75975,1332.558,31.19175
5,14.5,0.471,28.343,2.102,-3.888,-3.51625,1.176,70.6395,208.4325,89.975,97.76275,374.627,375.195,8.3725,374.62,1056.38225,31.316
5,15.5,0.38375,28.2155,1.962,-0.567,-2.13275,2.377,43.3825,148.631,91.3,97.73175,374.5345,375.34225,8.03,255.55125,764.438,31.481
5,16.5,0.299,27.836,1.88725,4.379,0.5405,4.19025,10.33375,71.51175,92.75,97.70775,376.3555,377.6205,7.165,92.754,345.918,31.336
5,17.5,0.194,27.03775,1.7755,8.783,2.7735,6.5985,-1.10925,17.80125,93.32575,97.74875,378.6055,381.0935,5.3625,-12.71675,31.0625,31.352
5,18.5,0.213,26.39725,1.97425,8.5145,3.59975,5.762,-0.901,13.90525,93.301,97.825,382.109,385.997,4.5,-22.1285,0,30.934
5,19.5,0.2095,26.09175,2.143,8.8695,5.0665,4.7995,-1.1265,15.7135,93.925,97.934,385.1435,389.6035,4.0525,-22.2,0,30.709
5,20.5,0.2285,25.8365,2.24,8.93625,5.85175,4.014,-2.14625,11.36475,94.4,98.00275,389.4535,393.89,3.9275,-20.135,0,30.343
5,21.5,0.2,25.735,2.2575,8.2615,5.57075,3.8245,-2.2655,10.7345,94.4,98.05875,390.1905,394.6105,3.9025,-19.189,0,30.153
5,22.5,0.221,25.545,2.296,8.235,7.004,3.66875,-2.411,9.7445,94.5,98.0635,391.982,395.8305,3.76,-18.227,0,29.904
5,23.5,0.225,25.3585,2.286,9.503,7.271,3.845,-3.0565,8.05675,94.825,98.04825,392.624,396.137,3.58,-16.858,0,29.952
6,0.5,0.2005,25.137,2.273,8.1885,5.29775,3.569,-3.0995,7.697,95,98.12825,389.2105,394.367,3.7525,-20.919,0,29.51
6,1.5,0.1885,25.023,2.292,7.73175,5.41325,3.06775,-2.64,6.5875,95.5,98.0755,390.26775,395.7205,3.47,-19.045,0,29.429
6,2.5,0.201,24.781,2.252,8.2615,6.95925,3.3435,-2.31325,5.18125,96.025,98.0425,393.4755,397.65125,3.09,-16.224,0,29.445
6,3.5,0.202,24.626,2.344,8.17025,6.30375,3.7635,-2.452,6.5725,96.8,98.048,393.88625,398.853,2.615,-15.414,0,29.172
6,4.5,0.2375,24.338,2.36475,7.97025,7.79,2.8855,-3.42825,6.5095,97.125,98.0595,396.9505,399.21775,2.3425,-15.652,0,28.894
6,5.5,0.258,24.059,2.393,8.43875,7.78625,2.883,-3.9055,3.05675,97.6,98.105,399.94675,402.69175,1.9425,-8.982,6.7125,28.677
6,6.5,0.32,24.25175,2.38,4.4005,8.9185,-1.963,-2.22525,17.66725,97.625,98.153,400.589,404.8755,2.045,66.181,245.119,28.85
6,7.5,0.4475,25.116,2.29,-0.38625,9.61625,-6.032,34.504,90.30975,97.1,98.22275,399.2805,400.542,2.8125,252.913,702.172,29.735
6,8.5,0.579,26.2145,2.71,-7.6845,1.2005,-5.39875,80.78425,217.3825,93.5,98.2605,394.774,394.26,4.7825,392.857,1058.9215,30.1375
6,9.5,0.6245,27.178,2.813,-9.714,-5.272,-2.6675,112.6955,266.031,88.8,98.27575,388.6215,389.324,6.68,501.566,1325.57875,29.83175
6,10.5,0.616,27.916,2.69,-12.488,-9.32575,-1.13225,129.2715,307.67825,85.025,98.25,384.97225,386.48375,8.8275,551.37625,1431.6375,29.542
6,11.5,0.633,28.5535,2.70575,-11.678,-9.86,-0.302,127.00275,347.375,82.65,98.18525,380.98,381.79025,10.7625,599.103,1572.5365,29.445
6,12.5,0.63325,28.91925,2.609,-10.233,-9.056,-0.269,121.36025,341.7745,81.475,98.102,377.624,379.459,11.88,582.6055,1487.09275,29.26
6,13.5,0.5855,29.135,2.44025,-7.659,-7.9335,0.521,101.0735,315.912,83,97.9935,376.81,377.7215,12.9625,520.1025,1334.387,29.518
6,14.5,0.495,29.28475,2.1655,-4.574,-4.812,0.81275,74.394,244.152,85.725,97.898,376.03,376.675,12.0725,406.3115,1092.75275,30.00425
6,15.5,0.445,28.92675,2.0955,-0.26,-2.212,2.309,37.71975,169.414,86.275,97.8565,375.577,376.447,11.0925,245.09,728.69825,30.121
6,16.5,0.329,28.50725,1.8835,4.00575,0.42725,3.9565,11.15325,87.66175,89.225,97.86825,376.957,378.524,9.94,94.509,356.713,30.644
6,17.5,0.193,27.556,1.80375,8.072,2.584,5.974,-1.12625,21.86625,91.62575,97.9065,380.034,381.81225,7.28,-8.404,35.79275,30.483
6,18.5,0.177,26.808,1.9835,8.035,3.3585,5.6735,-1.1235,11.477,91.601,97.9585,382.81,386.2,5.725,-25.2075,0,30.3465
6,19.5,0.1825,26.256,2.1455,7.75725,3.8465,4.86,-1.12825,9.38875,92,98.03,385.47,388.82,5.175,-24.22575,0,30.049
6,20.5,0.2,25.98475,2.26,8.06,5.315,3.755,-2.2665,12.4865,93.05,98.107,388.21875,391.64625,4.6075,-22.067,0,30.218
6,21.5,0.193,25.71075,2.28475,7.7355,5.2285,3.344,-3.40425,9.9405,93.5,98.158,388.001,390.732,4.47,-20.6,0,29.96425
6,22.5,0.19375,25.50625,2.302,7.42525,5.58325,3.217,-3.4075,9.226,93.52525,98.1775,387.87525,390.7195,4.1125,-21.808,0,29.735
6,23.5,0.194,25.3665,2.3285,7.597,5.2775,3.668,-3.41325,8.33425,94.2,98.1655,387.9515,391.8765,4.1425,-22.31,0,29.469
7,0.5,0.1965,25.658,2.361,6.96,4.727,2.873,-3.89475,11.8245,92.651,98.07525,386.552,390.0155,4.675,-22.551,0,29.421
7,1.5,0.194,25.3155,2.378,7.81975,4.4185,3.155,-3.4195,9.279,93.301,98.02375,387.255,390.3655,4.485,-22.862,0,29.13575
7,2.5,0.192,25.105,2.374,6.6625,4.6155,2.94425,-3.40675,7.34375,94.05,97.98775,390.057,392.882,4.135,-21.567,0,28.82975
7,3.5,0.2025,24.867,2.421,7.2135,4.5545,3.289,-3.406,7.149,94.8,97.97725,390.587,392.747,3.8775,-21.461,0,28.6
7,4.5,0.211,24.6405,2.382,7.3985,5.1245,2.95075,-4.72325,5.509,95.5,98.0055,392.185,396.112,3.6075,-20.746,0,28.395
7,5.5,0.212,24.4715,2.434,7.032,6.774,2.82325,-4.683,3.69375,96.225,98.04,395.2605,399.5805,3.525,-17.40925,11.332,28.12975
7,6.5,0.28475,24.55425,2.40025,3.933,8.476,-2.238,-4.5975,15.76325,96.1,98.0975,398.775,401.8055,3.525,61.8185,233.269,28.198
7,7.5,0.435,25.377,2.316,-0.94075,8.33075,-7.1425,26.20025,83.0185,94.825,98.1745,397.5335,399.5285,4,239.12825,681.5755,29.003
7,8.5,0.5825,26.504,2.73,-5.656,2.33,-5.2735,76.79925,227.1415,90.9,98.221,393.2485,393.835,6.145,414.9955,1127.3855,29.45775
7,9.5,0.639,27.4325,2.7915,-8.933,-4.404,-2.253,121.02125,289.6295,85.7,98.22625,389.20275,389.677,8.3375,550.5815,1437.092,29.538
7,10.5,0.63,28.18725,2.6585,-11.191,-8.4205,-0.9615,140.0255,326.058,81.725,98.198,386.38,387.3365,10.71,620.743,1627.203,29.196
7,11.5,0.61925,28.782,2.566,-11.9255,-9.7315,-0.172,138.1,355.983,78.725,98.14975,381.6095,382.4365,12.3975,626.638,1608.802,28.838
7,12.5,0.61425,29.23775,2.503,-10.169,-9.0415,-0.31175,122.62725,352.732,77.05,98.07475,378.6655,379.8735,13.6325,605.1295,1576.4365,28.488
7,13.5,0.5575,29.4905,2.41575,-7.94825,-7.59225,0.3415,104.372,324.491,77.101,97.98075,377.6025,378.58725,14.2625,541.31,1452.611,28.536
7,14.5,0.53075,29.585,2.281,-4.4425,-4.9365,1.0105,86.25325,231.50025,80.02525,97.90575,376.877,377.381,14.015,439.15375,1198.498,28.922
7,15.5,0.475,29.459,2.18375,-0.898,-2.2825,2.03475,50.961,185.23025,81.6,97.861,376.5385,377.6005,13.8425,286.7515,836.20325,29.325
7,16.5,0.3545,29.086,1.96275,3.3015,0.10225,3.5625,15.43,88.81075,83.025,97.86,376.9805,377.967,12.2975,116.3715,413.366,29.421
7,17.5,0.1995,28.25,1.776,7.35175,1.2185,6.52025,-0.612,19.87375,85.825,97.871,379.401,380.7555,9.6025,-5.112,53.519,29.534
7,18.5,0.151,27.393,2.00475,7.723,2.574,5.85775,-0.534,13.154,87.425,97.913,381.4685,384.21725,7.64,-25.32975,0,29.614
7,19.5,0.1765,26.703,2.22975,7.85,3.557,4.84,-1.12675,10.35525,89,97.98825,383.65475,386.685,6.7825,-23.64,0,29.646
7,20.5,0.18725,26.406,2.2365,8.732,4.75425,4.314,-1.4555,11.532,90.12575,98.0555,387.8705,389.7025,6.36,-22.637,0,29.486
7,21.5,0.1855,26.095,2.304,7.0335,4.19625,3.468,-2.26425,15.126,90.52525,98.09825,386.4535,389.92,5.59,-22.038,0,29.341
7,22.5,0.193,25.9565,2.3615,7.47375,5.13725,3.45,-3.49775,8.983,91,98.123,385.8885,390.937,5.1075,-21.976,0,29.325
7,23.5,0.20525,25.82325,2.418,7.8025,5.24525,3.683,-4.44575,10.4995,91.7,98.1235,386.007,390.247,4.8275,-22.097,0,29.357
8,0.5,0.22,25.881,2.455,7.2,5.001,3.257,-3.90825,12.3255,92.02525,98.03125,386.0155,389.527,5.1,-26.8645,0,29.711
8,1.5,0.2285,25.639,2.477,7.494,5.495,3.3765,-3.51925,15.5805,92.4,97.98125,388.6685,391.297,4.78,-26.2615,0,29.663
8,2.5,0.233,25.41625,2.49,7.47525,5.705,3.0455,-3.72675,12.49925,93.301,97.94275,390.1785,394.0925,4.3125,-26.7365,0,29.341
8,3.5,0.232,25.19475,2.514,7.9565,5.9925,3.06675,-6.08375,14.5055,94.3,97.94425,391.34,394.692,4.11,-25.25225,0,28.938
8,4.5,0.24425,24.95725,2.518,7.728,6.4945,2.7555,-6.8675,8.57675,94.9,97.982,393.4155,396.982,3.7725,-25.25225,0,29.035
8,5.5,0.25475,24.6005,2.616,8.064,6.83075,2.4525,-9.3235,5.86275,95.8,98.02775,395.9795,400.8275,3.3475,-20.61,14.8835,28.729
8,6.5,0.3385,24.688,2.492,2.72225,8.5405,-2.596,-5.68125,20.907,95.7,98.07525,398.61,401.1,3.4125,74.41425,264.4455,28.954
8,7.5,0.4965,25.728,2.67,-2.633,8.0655,-6.8615,28.663,86.40075,93.9,98.14075,397.4,398.277,4.1625,257.24675,737.091,30.178
