DOY2,HR2,CO2,H2O,FC,NEE,CH4,FCH4,H,LE,G_1_1_1,G_2_1_1,WS,USTAR,W_SIGMA,V_SIGMA,U_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,TS_1_1_1,TS_2_1_1,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,9.75,395.639854839076,3.43913746848697,0.725974853977989,0.725974853977989,2196.352,-0.830407402,8.430905,19.1248329563856,-5.528014,-2.9326215,3.547165,0.21953,0.306995,0.66987,0.80637,-3.09827,0.191175,100.1175,77.59682,-3.643811,-0.2059997,0.8608962,39.129775,330.276555543,131.16935,42.02334,279.93865,302.2186
1,10.25,394.687915056443,3.5358392154433,0.756100747477081,0.756100747477081,2193.774,2.523658215,9.3579,16.7880112101212,-4.881486,-1.741204,3.67253,0.23865,0.31866,0.71796,0.8879,-3.19479,0.20876,100.136,77.52391005,-2.9198715,-0.2146015,0.860095,55.819195,476.65605436213,191.8406,59.470655,283.5354,305.64655
1,10.75,394.338474966188,3.68853619373968,0.666675691968133,0.666675691968133,2195.868,3.5728330488,11.4108,19.491415815283,-4.8819655,-1.397762,3.772165,0.240635,0.342425,0.724935,0.908425,-2.11737,0.225415,100.0625,76.59339115,-2.7257665,-0.22100595,0.85407485,73.799465,573.660450358,235.5362,69.614765,283.29805,308.6055
1,11.25,394.259393341395,3.80743621889704,0.640239496483771,0.640239496483771,2181.515,4.55167225185,10.9409,24.9790186000969,-4.930502,-1.0539575,3.56364,0.24593,0.33969,0.76244,0.91881,-2.4633,0.19662,100.123,74.03593665,-2.322357,-0.18870105,0.85055345,85.723585,690.367966661671,274.32145,75.41274,285.71055,309.25545
1,11.75,394.471563822819,3.90195481679482,0.432852161188547,0.432852161188547,2175.513,6.1956037152,11.24365,27.8568402394728,-4.76118,-0.6414895,3.90576,0.25722,0.37346,0.79,0.94186,-1.6334,0.21708,100.029,71.8075941,-1.976947,-0.18101825,0.85159145,86.3481,744.440675555714,299.54375,83.37489,288.531,311.9134
1,12.25,394.406136673098,3.75407951360805,0.512722698363369,0.512722698363369,2169.293,5.7099149662,13.95125,27.3289384556554,-4.5942655,-0.1833184,3.908335,0.27066,0.3646,0.828075,0.986035,-1.628595,0.22286,99.9575,71.69979265,-1.9173555,-0.1761015,0.85172505,99.415415,714.346785660866,280.06035,85.09062,290.2157,313.5935
1,12.75,393.979455987894,3.7762723233112,0.259069888715141,0.259069888715141,2159.35,7.6756529835,12.3853,29.3702524975603,-4.187265,0.114533305,3.67967,0.26948,0.379825,0.876435,1.01093,-1.97104,0.195195,99.9171,70.93571365,-1.88567,-0.1716648,0.8505711,98.690285,701.991276698322,278.976,80.590795,292.9452,315.0791
1,13.25,394.061621096056,3.80903766419627,0.387315121160637,0.387315121160637,2162.657,6.3937836216,14.6121,34.4878545705912,-3.0152005,0.32067455,3.780025,0.257325,0.36744,0.87037,0.98172,-1.77963,0.21633,99.937,70.32625515,-1.883235,-0.1671739,0.85133705,99.22219,672.30087491498,276.1266,76.230975,293.3022,314.46185
1,13.75,394.367224390672,3.7250791810322,0.319027973127337,0.319027973127337,2170.291,5.40915192,12.1011,30.897026258178,-2.20096,0.5498559,4.38346,0.280845,0.37557,0.80318,0.97701,-1.042075,0.225405,99.8024,70.3909677,-1.785972,-0.16501435,0.85050745,99.399665,622.867875391937,265.6043,81.221085,293.85355,313.7628
1,14.25,393.6862236515,3.93994989451715,0.0917356556997987,0.0917356556997987,2154.7605,7.2178966501,18.2898,27.635984504015,-0.9097238,0.64123765,4.12476,0.28425,0.387275,0.886825,1.0126,0.236435,0.22262,99.8485,69.68784645,-1.5741865,-0.1576723,0.8505613,90.061625,570.078221945463,247.2898,74.349795,294.5761,314.04465
1,14.75,394.0555028916,4.00109673489301,0.266402475208202,0.266402475208202,2145.58,6.7405901819,14.5481,31.3080259085544,-2.0812465,0.45820355,4.22855,0.26666,0.36115,0.85013,0.95665,0.35364,0.20961,99.9375,69.22383625,-1.503368,-0.13168195,0.84912805,79.627915,503.358884873773,206.62555,60.41105,293.41605,313.01045
1,15.25,394.11096537497,3.94211409522822,0.0819431841721413,0.0819431841721413,2166.677,6.4621391933,7.71902,28.6507853866923,-1.1966491,0.3207782,4.122425,0.267995,0.41044,0.861045,1.035855,0.0432,0.188945,99.90575,68.41503,-1.760286,-0.1291861,0.8481726,55.510415,403.390746942417,169.1879,52.632155,293.12735,310.71485
1,15.75,394.061879456425,3.95607495552775,0.21149762380716,0.21149762380716,2158.583,2.83813564,2.88668,29.6851067235117,-1.9132555,0.5268015,4.09539,0.27812,0.385835,0.812165,0.98096,0.16687,0.165805,99.8528,69.186295,-1.70935,-0.1271698,0.84765305,36.9363,282.336622768837,118.63975,47.818675,294.1605,309.3855
1,16.25,393.558699543979,3.95517482748126,0.367340874816761,0.367340874816761,2180.18,5.821305426,-0.97982,24.4638019636113,-3.253934,0.41222635,3.965,0.28046,0.37788,0.763815,0.96112,-0.15547,0.165725,99.8501,68.58046,-1.83842,-0.1235071,0.85423565,19.22214,181.320427660905,78.542315,25.52476,292.66695,308.19785
1,16.75,393.013547974633,3.95334900288253,0.524591782646473,0.524591782646473,2144.108,2.019694008,-4.15264,14.7960889055695,-3.25476,-0.27487405,3.55025,0.223985,0.351955,0.655405,0.905395,-0.79746,0.152095,99.9423,70.063735,-1.903771,-0.12093455,0.85408165,3.065314,95.7979139899333,38.71188,16.683125,289.72435,307.06685
1,17.25,392.623363474415,4.16109848172728,0.486845145760984,0.486845145760984,2152.022,-0.1814782077,-7.0114,13.9118940269062,-3.5176705,-0.87024835,3.602865,0.27155,0.376125,0.658775,0.89272,-0.00773500000000001,0.14048,99.7926,70.61809545,-1.9081335,-0.11879185,0.8535164,-7.7960185,20.3192329343562,8.7330105,4.9741415,290.23635,306.3308
1,17.75,393.474078668583,4.16137954356746,0.738539339985632,0.738539339985632,2159.936,4.2174552854,-10.4984,8.87949495008997,-3.996125,-2.108376,3.47461,0.26565,0.35175,0.65593,0.81972,-0.27812,0.17366,99.862,72.79884145,-2.037584,-0.11606465,0.8534331,-11.351675,0,0,0,288.57365,305.4024
1,18.25,392.762856238521,4.26572744031743,0.749198693033684,0.749198693033684,2127.915,-0.4455503176,-9.02259,9.76727067324418,-4.4280265,-2.2685285,3.30732,0.25623,0.32218,0.6607,0.80792,0.04319,0.15779,99.9517,73.93687285,-2.1221825,-0.11291175,0.8605008,-14.615645,0,0,0,287.4863,304.5192
1,18.75,393.60810437387,3.91198356759706,0.642894049535916,0.642894049535916,2148.5125,0.2078395134,-7.06426,7.89846494304934,-4.499743,-2.70432,3.41496,0.25087,0.30904,0.62013,0.79093,-0.6666,0.17183,99.9484,75.2758544,-2.103916,-0.1096916,0.8669749,-15.280155,0,0,0,283.8517,304.15965
1,19.25,395.608938399894,3.82389139536995,0.623281753927856,0.623281753927856,2154.038,0.440007176,-8.551235,9.35934792478887,-4.833209,-2.704222,3.237925,0.239745,0.29787,0.585415,0.733585,-1.269075,0.165465,100.052,74.68784065,-2.1964565,-0.10725335,0.8757949,-14.700465,0,0,0,284.07785,302.8564
1,19.75,392.619552413862,4.21382331798248,0.655325284661024,0.655325284661024,2148.3795,0.0817095244,-10.36195,11.4616918734454,-4.7874605,-2.7496805,3.619145,0.236075,0.31119,0.66044,0.720385,-1.299685,0.18234,100.0197,76.2471803,-2.213547,-0.10705428,0.8782344,-13.564665,0,0,0,282.6964,302.6708
1,20.25,394.101394508843,3.80057422112264,0.64999210186401,0.64999210186401,2170.399,1.3905891366,-6.50664,6.42398177171294,-4.9781705,-2.7276475,2.96663,0.21234,0.28134,0.67148,0.72177,-1.97632,0.16931,100.006,76.234385,-2.127094,-0.09924231,0.8804043,-14.46644,0,0,0,281.76635,302.3211
1,20.75,393.346295455243,4.0185886185658,0.643460888771296,0.643460888771296,2175.411,2.405903676,-8.83302,6.02520342026611,-4.8833755,-2.910595,3.36141,0.25659,0.3198,0.66062,0.73116,-1.35292,0.13475,100.006,76.961269,-2.369488,-0.094934225,0.88120345,-14.190575,0,0,0,282.4144,301.59875
1,21.25,393.938341926821,4.03174857134614,0.522566670909393,0.522566670909393,2143.862,1.408993536,-12.0257,12.3610240084714,-5.0500355,-2.9566495,3.490645,0.252035,0.357035,0.70317,0.808395,-1.07912,0.17844,100.06,78.16933175,-2.7723275,-0.096443245,0.8782661,-14.4864,0,0,0,282.25015,300.99215
1,21.75,394.503289949628,4.00238297701877,0.703850172680117,0.703850172680117,2168.231,-0.38856060335,-7.430545,11.6624512924547,-5.362422,-3.299782,3.664775,0.24889,0.333595,0.64517,0.7663,-1.03404,0.142545,100.0765,78.04575565,-2.9900075,-0.10503125,0.87793285,-14.63015,0,0,0,282.27575,298.91275
1,22.25,394.315675030306,4.5263467104051,0.71829765692789,0.71829765692789,2133.996,-0.2482181028,-8.86211,9.09049236453859,-5.311674,-3.414724,3.50152,0.25471,0.32549,0.61548,0.71114,-0.71466,0.17524,100.145,78.0936732,-3.472419,-0.1093059,0.87558935,-13.83515,0,0,0,283.62695,296.9136
1,22.75,394.397643221777,4.5601458975659,0.727559937416498,0.727559937416498,2190.718,-0.95878612515,-7.79489,10.6799502650252,-5.336644,-3.2305375,3.532885,0.259045,0.33539,0.64521,0.77074,-0.55748,0.17425,100.1235,78.13842,-3.615295,-0.10742275,0.87236945,-15.996825,0,0,0,281.0957,296.1089
1,23.25,394.1886444548,4.20394182674105,0.775374302988638,0.775374302988638,2169.8855,3.54932731605,-10.61635,10.0890283720403,-5.384601,-3.6438265,3.677445,0.22765,0.33746,0.60274,0.770655,-0.942,0.17677,100.1475,79.27858955,-3.9735785,-0.10480525,0.8704999,-13.98882,0,0,0,281.5961,295.56075
1,23.75,394.437821413337,3.76116726706441,0.746998240292859,0.746998240292859,2134.607,0.742482642,-6.639825,6.1825404986,-5.312856,-3.7121045,3.39057,0.22743,0.30194,0.62871,0.68137,-1.26191,0.1532,100.154,79.16958245,-4.164003,-0.1032372,0.87064885,-13.5724,0,0,0,281.48035,295.1579
2,0.25,393.654254255151,4.14612081175683,0.692745907639144,0.692745907639144,2173.8005,-0.6454106771,-7.78496,10.650534346512,-3.110644,-4.6051005,3.33887,0.25279,0.33998,0.66533,0.73879,-0.51706,0.17452,100.052,77.77325955,-1.913111,-0.32118585,0.58139975,-10.89326,0,0,0,282.36405,305.0077
2,0.75,393.014039202468,3.91274326384478,0.737157660121239,0.737157660121239,2157.473,-2.0901846174,-10.4208,9.01062082484656,-3.3027155,-4.6989615,3.72299,0.25749,0.3608,0.74505,0.80039,-1.06369,0.19847,100.03,77.63353165,-2.0214075,-0.32325495,0.5769591,-10.51373,0,0,0,279.34135,303.59
2,1.25,394.328120872347,4.09937295347523,0.75719157577337,0.75719157577337,2145.0565,-1.9066308477,-10.5949,9.57617002782626,-3.687666,-5.022586,3.62561,0.26993,0.35546,0.71154,0.83039,-0.75582,0.19942,100.069,78.0802207,-2.3361645,-0.330262,0.5719568,-12.59791,0,0,0,281.999,302.76035
2,1.75,393.777846400533,4.15429340998625,0.688608241506285,0.688608241506285,2178.373,0.3468692466,-11.67,6.92092831511676,-3.326671,-5.132438,3.61857,0.25551,0.35095,0.73676,0.79176,-0.67203,0.20037,100.05,79.42783025,-2.412013,-0.33574635,0.5711285,-13.671815,0,0,0,283.1611,302.9659
2,2.25,393.769502197864,4.01241129169857,0.773720877191463,0.773720877191463,2172.1305,-2.6452851293,-7.76586,6.76889820893605,-3.206476,-5.295013,3.43618,0.27348,0.35062,0.65457,0.73814,-0.24541,0.16775,99.9258,79.48952,-2.4832535,-0.3459609,0.57122435,-12.73142,0,0,0,278.62395,300.6925
2,2.75,393.701910427907,3.83485361491431,0.767833398521504,0.767833398521504,2165.888,0.89710687545,-6.79904,6.78224889184283,-3.3508805,-5.3155185,3.54823,0.27455,0.342885,0.664325,0.77988,-1.251545,0.169905,99.9559,78.8314398,-2.2803645,-0.34553635,0.5718098,-12.97498,0,0,0,280.1936,301.61945
2,3.25,393.518999005941,3.80459967700472,0.68928511211462,0.68928511211462,2171.2585,-0.8490840768,-8.238945,7.86237706471639,-3.5898635,-5.569969,3.461185,0.276655,0.334145,0.637105,0.763905,-2.00771,0.19576,99.9746,79.3815814,-2.374755,-0.341438,0.5712516,-14.149165,0,0,0,281.64395,301.27225
2,3.75,393.39698186366,3.96282232361631,0.740168791789354,0.740168791789354,2189.023,1.6016041272,-8.32302,6.05340829385354,-3.661227,-5.385069,3.5421,0.26815,0.33821,0.66074,0.76944,-1.26288,0.17598,100.009,79.9828322,-2.553322,-0.33439065,0.5868796,-14.644545,0,0,0,282.5411,302.21305
2,4.25,394.400626057915,3.88317445156377,0.836775712047325,0.836775712047325,2179.3135,-1.70908831245,-7.78357,8.1721941834615,-3.828135,-5.590937,3.42097,0.270625,0.343875,0.619455,0.748145,-2.659165,0.147305,100.1,80.0214479,-2.779579,-0.32383835,0.58563685,-12.84349,0,0,0,286.5314,299.5753
2,4.75,394.153142784327,3.67733657311951,0.689700846410091,0.689700846410091,2184.175,-1.8592331164,-6.34115,5.72241416791596,-4.2358365,-5.33799,3.4245,0.24077,0.32564,0.63797,0.79582,-2.71628,0.15462,100.048,81.24610355,-2.8323945,-0.32324995,0.5859822,-11.07254,0,0,0,288.4862,300.9817
2,5.25,393.014409272153,4.08774714609959,0.815899270680876,0.815899270680876,2160.5065,-0.3905411784,-6.702565,5.39194160034174,-3.97309,-4.972058,3.184565,0.253025,0.324765,0.5982,0.691435,-2.80665,0.14523,100.077,81.52923255,-2.9229975,-0.32421915,0.58711805,-10.541985,0,0,0,287.2714,301.48755
2,5.75,394.145038805265,3.66579929490912,0.729248840526119,0.729248840526119,2174.2345,-1.5578355043,-8.89673,6.19420692801249,-4.0196555,-5.0391895,3.55647,0.24916,0.31435,0.66136,0.74703,-2.58391,0.18598,100.06,81.61563445,-2.71413,-0.3240705,0.58700525,-13.592315,0,0,0,289.5978,301.93345
2,6.25,393.80828250253,3.58551898581582,0.702896800504096,0.702896800504096,2167.049,-0.3565472982,-8.43057,6.75021643410476,-4.3787035,-5.1996715,3.22814,0.223355,0.341235,0.72858,0.75178,-3.357665,0.172195,100.1915,81.7834506,-2.9497185,-0.32326425,0.5858975,-10.060998,0,0,0,287.9806,302.1642
2,6.75,394.158803889131,4.52618389647009,0.500427076505112,0.500427076505112,2179.5145,-0.523199137525,-7.33078,5.39587583951916,-4.13943,-5.245344,3.14838,0.22531,0.329625,0.61581,0.64159,-1.6188,0.176235,99.97255,81.832559,-2.995842,-0.32344415,0.57862435,-12.008965,0,0,0,286.569,301.6524
2,7.25,393.774512654181,3.77405297050568,0.821728650481334,0.821728650481334,2191.98,-0.68985097685,-5.11061,8.17683194253802,-4.78523,-5.1802625,3.21698,0.22964,0.32441,0.57565,0.7245,-3.13062,0.15501,100.214,81.8729105,-3.0829545,-0.32329405,0.5732466,-9.3755215,0,0,0,283.76025,301.86515
2,7.75,393.949282346469,3.99521204835107,0.776056030138511,0.776056030138511,2156.723,1.5660408005,-5.397875,8.86251540160303,-4.8808835,-5.06413,3.030505,0.219345,0.31711,0.59431,0.75573,-2.44768,0.14799,100.1885,80.669624,-3.0325905,-0.3227917,0.57097965,-3.496146,20.3625479500366,8.6991115,5.508145,285.779,301.5993
2,8.25,396.089937797421,4.05618930412402,0.633370102086125,0.633370102086125,2164.347,3.24371741775,-3.78567,9.60186979476785,-4.6893705,-4.5628755,3.175595,0.20901,0.3112,0.60742,0.758965,-2.52029,0.14054,100.19,79.5408607,-2.5688575,-0.32353605,0.5733977,8.267263,96.6334376821061,43.14137,17.08983,286.626,302.6496
2,8.75,397.052435087157,4.0278302329109,0.474055199359779,0.474055199359779,2176.3615,4.6128117457,1.21656,16.8519936764908,-4.2134925,-3.2774495,3.22849,0.22201,0.30526,0.60288,0.70681,-2.19346,0.13735,100.208,77.7145519,-2.1263385,-0.32087635,0.5733798,24.456135,210.427609687517,94.57727,30.30871,289.4179,305.9113
2,9.25,396.101922917633,4.18786984343001,0.366344287416746,0.366344287416746,2165.508,6.0355376768,6.13285,20.5858750089847,-3.853334,-2.703738,3.58725,0.2424,0.29911,0.68564,0.70765,-1.38607,0.18817,100.308,76.59548295,-1.657746,-0.32091105,0.57081155,42.85594,355.946362337465,152.38285,42.65425,289.7031,309.748
2,9.75,395.475532027113,3.99497254440147,0.389688224851798,0.389688224851798,2166.4,8.22712612495,11.2519,26.4866290286432,-2.728761,-1.512177,3.46548,0.23347,0.31397,0.7501,0.78059,-1.36107,0.20864,100.267,76.29856255,-1.2682725,-0.31978095,0.5677947,65.627165,525.327308671123,209.0851,65.303995,293.2659,312.6889
2,10.25,394.69931285608,4.13636997414191,0.340807092491778,0.340807092491778,2139.073,8.54975934825,17.19245,32.1581993710551,-2.4649795,-0.5040418,3.67838,0.23903,0.31004,0.77409,0.84656,-1.38189,0.22619,100.246,75.29881965,-1.00380115,-0.3180065,0.56379085,85.14996,643.962271820517,266.78055,75.000575,295.88365,314.9392
2,10.75,394.453860177275,4.32061324565653,0.17378449196087,0.17378449196087,2138.4015,14.677357049,24.93215,36.5362907626141,-2.273224,0.77809775,3.848935,0.259255,0.335895,0.89118,0.948745,-0.40914,0.270955,100.2255,73.5394779,-0.67861015,-0.31550305,0.5593573,120.3494,746.433099702692,302.1214,82.88102,298.2815,317.3466
2,11.25,394.482824140991,4.23989282945798,0.297452469921198,0.297452469921198,2140.455,16.154264091,23.2611,36.1629465663234,-1.6985125,1.03079115,3.79215,0.26954,0.36131,0.90367,0.96401,-0.05518,0.30883,100.216,72.75177875,-0.22309255,-0.31281125,0.5556454,123.92495,853.753824808442,354.4317,97.156845,297.84655,319.46245
2,11.75,394.754332956854,4.27211487500134,0.0899065621424786,0.0899065621424786,2136.092,14.652861288,28.0945,42.9620028816189,-1.363727,1.6718715,3.95345,0.2619,0.35283,0.91977,0.94702,-0.09418,0.28047,100.174,71.8826696,0.10019708,-0.309925,0.5541135,140.5413,851.828140722401,359.6873,111.24845,301.11695,322.09675
2,12.25,394.597484242515,4.25507686780974,0.418851337666537,0.418851337666537,2134.8835,16.08580062,29.7491,44.424304078683,-1.02910595,1.6722155,4.0096,0.27664,0.3709,0.9314,1.02942,0.26304,0.29702,100.173,70.6106827,0.136765865,-0.3082149,0.55174315,146.10105,958.355960327063,371.7255,102.3177,300.0528,322.68475
2,12.75,394.564165999849,4.41527209782533,0.338059682701088,0.338059682701088,2128.107,17.159911882,31.1811,49.1663500906365,-0.62212875,2.4287705,4.30495,0.27143,0.36729,1.03228,1.00219,0.07499,0.30248,100.125,69.7754289,0.3358812,-0.3053378,0.5514987,164.43935,926.24065818453,392.65075,103.31905,301.21675,324.2465
2,13.25,395.107162105038,4.36668140182995,0.456759791358611,0.456759791358611,2134.024,14.551396609,30.4178,40.8840583407917,-0.4067251,3.0696065,4.26595,0.26213,0.358235,1.03818,1.0107,0.288895,0.30748,100.087,68.5239255,0.3529199,-0.302604,0.5498244,146.46685,954.557951869799,425.79125,97.757025,300.77475,324.5952
2,13.75,394.840856266283,4.04546899471937,0.26169569569918,0.26169569569918,2128.332,14.327385622,29.0847,46.8574969536256,-0.04784086,3.3681515,4.522305,0.289475,0.371395,1.05411,1.049585,0.26083,0.28896,100.137,68.060785,0.49339005,-0.3008347,0.5482493,141.11425,997.560541823569,427.7773,94.559605,302.24775,324.29995
2,14.25,394.682358393179,4.25817052990686,0.42084740326018,0.42084740326018,2123.415,16.939533751,26.5823,42.470705428182,0.047853,2.977271,4.44372,0.2801,0.38314,1.01949,1.06771,0.40432,0.27704,100.066,68.89413365,0.6454514,-0.2984255,0.5473532,141.0353,846.730879180576,352.64305,82.737545,301.10325,323.1816
2,14.75,394.933747805735,4.25530269721173,0.299507453096622,0.299507453096622,2121.505,13.782959204,28.9737,46.6545093325863,0.071833755,3.366926,4.424495,0.2848,0.36668,0.96662,1.05429,0.57068,0.2805,100.077,68.29796,0.68178755,-0.2970347,0.5459201,116.63725,745.899643560434,295.27095,79.65057,298.03215,322.19135
2,15.25,393.322978290619,4.44711238352916,0.00888770550948555,0.00888770550948555,2119.386,16.27565632,23.4146,45.0668841700722,0.1434829,3.1162005,4.32271,0.3054,0.40162,0.94111,1.067445,0.691935,0.262925,99.99725,67.5605676,0.8099732,-0.29329315,0.5433587,104.49151,641.775145671797,258.4387,69.25916,299.17325,322.4391
2,15.75,394.41837581459,4.39681465368775,0.0423780270443616,0.0423780270443616,2121.808,11.064630672,17.2261,44.2142409661526,0.095691675,1.603173,4.22422,0.2932,0.38526,0.92695,1.03964,1.08975,0.21738,100.008,66.7563424,0.69620305,-0.29090425,0.5531771,67.81765,474.216463581297,195.8896,60.81684,295.86305,321.072
2,16.25,394.135102027258,3.74070767675472,0.150701102356255,0.150701102356255,2116.334,6.1779938546,10.5875,34.996669026862,0.023929011,0.8715362,4.53893,0.31198,0.40418,0.92997,1.01204,0.90431,0.19308,100.077,67.8671976,0.6459486,-0.26026035,0.56937235,50.866735,325.885331560113,138.69705,48.176615,296.707,319.37245
