DOY2,HR2,USTAR,TA_1_3_1,WS,NEE,FC,SC,H,LE,G_1_1_1,RH,PA,CO2,VPD,NETRAD,PPFD_IN,SW_IN,H2O
2,3.75,0.059,10.94,0.788,1.995,1.72,-0.163,-38.261,-2.289,-17.3725,84.8,101.6,386.2755,0.8,-32.08225,-1.3025,0,8.91
2,4.25,0.071,10.665,0.711,2.07125,1.191,-0.095,-37.91,-1.914,-17.3325,85.7,101.6,386.673,0.7775,-26.68,-1.3145,0,8.85325
2,4.75,0.07,10.7375,0.68725,1.911,1.4685,-0.0645,-40.459,-1.56,-17.5825,85.9,101.6,387.459,0.77,-25.7425,-1.244,0,8.90125
2,5.25,0.07625,10.5425,0.73,1.8395,1.35,-0.066,-39.78,-1.4975,-17.3775,84.9,101.6,386.3875,0.7225,-26.7075,-1.337,0,8.5785
2,5.75,0.0725,10.27775,0.84225,2.201,1.572,-0.20075,-37.57825,-2.68,-17.505,84.7,101.7,386.958,0.7,-26.03,-3.43125,0,8.96075
2,6.25,0.075,10.4275,0.7855,2.043,1.238,-0.071,-33.03525,-2.6445,-17.8425,85.2,101.7,386.76,0.7,-25.3325,-1.396,0,8.85975
2,6.75,0.066,10.625,0.66325,2.19075,1.8735,-0.05975,-33.51725,-2.3005,-16.8775,86.5,101.7,387.718,0.7,-21.7325,-0.739,0.2125,9.182
2,7.25,0.074,10.92,0.715,1.4315,1.23825,-0.2495,-26.03225,-1.0175,-16.14975,86.5,101.8,386.775,0.71,-5.84425,16.625,8.1775,9.44
2,7.75,0.1205,12.14125,0.945,0.01525,-1.06975,-0.391,-20.98,2.77,-14.9275,85.9,101.8,385.579,0.71,15.4,87.4945,36.395,9.8245
2,8.25,0.169,13.1375,1.221,-2.8105,-3.3675,-0.822,-4.60625,8.77,-11.855,80.4,101.8,383.11,1.0425,55.4795,178.325,72.375,10.493
2,8.75,0.226,14.47625,1.483,-5.08525,-5.48875,-0.625,15.623,14.42,-8.9375,73.4,101.8,381.16,1.33,91.55,281.9,117.8,10.20525
2,9.25,0.26,15.695,1.781,-6.9725,-6.9915,-0.545,42.3305,35.79,-5.38875,65.5,101.9,378.808,2.675,132.72525,378.95,152.725,11.0715
2,9.75,0.3,16.371,1.9245,-8.4125,-8.17775,-0.32725,53.39,45.5375,-3.42475,60.3,101.9,377.74625,3.6,167.15,524.0335,165.15,10.883
2,10.25,0.31575,16.98,2.007,-9.535,-9.4195,-0.2215,92.59,66.20925,-2.034,58.16,101.9,376.61375,4.05,237.525,652.1085,246.525,10.885
2,10.75,0.3495,17.38,2.124,-10.04,-10.55525,-0.16225,97.868,75.288,-0.9975,56.54,101.9,375.978,4.7,267.725,768.5,344.3,10.852
2,11.25,0.37,17.865,2.4125,-10.7095,-11.5365,-0.13,120.39625,95.477,0.536,54.97,101.9,375.601,5.31,307.5,807.5,421.775,11.06
2,11.75,0.3685,17.965,2.406,-10.825,-11.18375,-0.0655,118.02575,90.4325,1.3,53.1,101.8,375.552,6,315.475,869.5735,411.775,10.958
2,12.25,0.349,18.215,2.3345,-10.5615,-10.6005,-0.08425,110.893,88.725,1.889,51.81,101.8,375.908,6.1,292.675,808.5,375.85,11.209
2,12.75,0.369,18.245,2.244,-10.3235,-10.66575,-0.0735,127.1235,87.7825,3.494,50.56,101.7,375.64,6.39,333.925,909.5,426.775,11.304
2,13.25,0.37,18.69,2.294,-10.017,-10.50175,-0.06475,126.4755,96.314,3.06,49.9,101.7,375.605,6.265,306.575,822,410.1,11.281
2,13.75,0.37,18.74,2.23525,-9.62475,-9.90825,-0.0585,112.215,86.23425,3.346,49.37,101.675,375.25,6.6875,280.9,731.067,379.05,11.299
2,14.25,0.369,18.72,2.33625,-8.7895,-8.97275,-0.032,104.32,76.59675,3.2595,49.4125,101.6,375.145,6.27,245.95,734,339.675,11.689
2,14.75,0.37,18.31,2.436,-8.22675,-8.6215,-0.027,82.93325,67.16675,1.73,49.4425,101.625,375.36475,6.06,203.1,575.6,314.85,11.45275
2,15.25,0.37,18.17425,2.3825,-7.35725,-7.649,-0.011,72.023,59.575,-0.98775,50.6,101.6,375.414,6.1375,171.55,498.9,238.475,11.51125
2,15.75,0.35975,17.7425,2.36625,-6.381,-6.42225,-0.01,50.463,45.4495,-2.4255,51.95,101.6,375.23,5.6,128.8,392.45025,190.375,11.37
2,16.25,0.35,17.4575,2.302,-5.15975,-5.8655,-0.0105,19.1785,39.866,-3.668,53.77,101.6,375.92,5.5,89.9,256.24175,149.325,11.26
2,16.75,0.32,17.435,2.048,-3.738,-4.0865,-0.015,0.619,25.0585,-5.697,55.7,101.6,376.10575,4.525,46.5075,158.7585,98.225,11.17175
2,17.25,0.26925,16.83,1.7965,-1.872,-2.08,-0.0035,-17.107,9.007,-6.582,58.72,101.6,376.902,3.9925,7.4825,61.602,59.52,11.3435
2,17.75,0.22,15.94,1.59625,0.291,0.0965,0.029,-30.67525,0.958,-9.27,63.54,101.6,377.9455,3.31,-29.435,18.005,19.705,11.263
2,18.25,0.14,14.855,1.19,1.714,1.26075,0.0585,-36.774,-2.24,-12.07,67.45,101.6,379.68125,2.6375,-53.57,-0.01575,0.481,11.1315
2,18.75,0.11,13.865,1.005,2.19825,1.51975,0.01825,-37.765,-3.8345,-12.3,70.9,101.6,381.103,2.2,-51.3125,-6.8395,0,10.5
2,19.25,0.07225,13.585,0.8275,2.142,1.43575,0.00125,-37.411,-3.93,-12.72,73.4,101.675,382.2445,1.9625,-48.9775,-4.6105,0,10.0845
2,19.75,0.076,13.3575,0.898,2.15625,1.526,-0.01675,-38.48,-3.586,-14.1,75.1,101.7,382.73725,1.67,-47.465,-1.3535,0,10.07375
2,20.25,0.066,13.375,0.843,2.1095,1.27025,-0.066,-39.2465,-2.6925,-14.52,76.7,101.7,383.15,1.59,-47.385,-1.472,0,10.11675
2,20.75,0.07,13.32,0.7945,1.97425,1.12925,-0.07225,-40.117,-2.66025,-15.12,76.8,101.7,382.60575,1.425,-45.6375,-2.609,0,8.951
2,21.25,0.05825,13.2475,0.805,1.971,1.367,-0.0835,-40.95,-3.735,-16.18,77.9,101.7,382.999,1.5,-43.4,-5.3345,0,9.368
2,21.75,0.05875,13.04,0.81275,2.058,1.56775,-0.128,-40.961,-2.7815,-15.8,78.2,101.7,382.489,1.4,-42.7275,-1.336,0,9.69
2,22.25,0.047,12.4175,0.82675,2.0745,1.13475,-0.0525,-42.29925,-3.0105,-17.56,80.2,101.7,382.948,1.3125,-40.83,-0.96225,0,9.635
2,22.75,0.05,12.42,0.79075,2.01,1.19625,-0.078,-45.23,-2.505,-17.36,80.1,101.7,383.466,1.26,-38.9925,-1.045,0,9.893
2,23.25,0.05,12.485,0.781,2.01475,1.064,-0.073,-46.907,-2.383,-17.93,80.5,101.775,384.03,1.2025,-40.97,-0.9965,0,9.84925
2,23.75,0.0595,11.9505,0.813,2.054,1.042,-0.1245,-44.895,-1.9345,-17.72,80.65,101.7,384.74,1.15,-40.8625,-1.0295,0,9.8115
3,0.25,0.08575,14.34875,0.96575,2.14325,1.6055,-0.079,-50.29325,-4.003,-15.8725,77.95,101.5,383.999,1.425,-49,-0.92275,0.00125,11.38075
3,0.75,0.079,14.125,0.937,2.147,1.687,-0.1605,-49.829,-3.813,-15.895,79.325,101.5,384.066,1.6,-49.255,-0.939,0.001,11.1815
3,1.25,0.054,14.155,0.81475,2.338,2.041,-0.154,-47.616,-5.71025,-16.6025,80.375,101.45,383.91625,1.42,-47.5,-0.83325,0.00125,10.9665
3,1.75,0.054,13.74,0.85325,2.39125,1.8915,-0.11125,-47.29375,-6.5295,-16.615,80.725,101.5,384.352,1.24,-46.78,-0.937,0.002,11.1275
3,2.25,0.0525,13.0825,0.7595,2.239,1.5125,-0.019,-42.09375,-5.079,-16.9575,81.875,101.4,385.12275,1.2,-45.3225,-0.998,0.00025,11.05
3,2.75,0.053,13.21,0.7545,2.317,1.972,-0.07,-43.01975,-4.09,-17.18,83.5,101.4,385.85475,1.25,-41.925,-1.01725,0.00025,10.75975
3,3.25,0.0515,12.545,0.7385,2.448,1.334,-0.0415,-42.89275,-5.542,-17.455,84.1,101.4,386.9715,1.2075,-42.005,-1.2335,0.002,10.2225
3,3.75,0.043,12.76,0.6505,2.234,1.3265,-0.103,-43.408,-4.5585,-17.895,83.625,101.4,386.33775,1.2,-38.645,-1.01475,0.003,10.3105
3,4.25,0.04825,12.6725,0.6135,2.361,1.166,-0.095,-47.703,-4.86225,-17.8,83.425,101.4,386.5925,1.1,-37.785,-1.257,0.002,10.565
3,4.75,0.04325,12.76175,0.6275,2.2805,1.706,-0.2395,-41.9795,-7.831,-17.555,83.825,101.4,386.018,1.0125,-40.985,-1.213,0.002,10.3145
3,5.25,0.04775,12.4175,0.6655,2.379,1.566,-0.15,-40.2185,-5.2985,-17.655,84.925,101.45,386.276,1.005,-37.88,-1.1675,0.00225,10.162
3,5.75,0.045,12.3125,0.664,2.29925,1.618,-0.023,-43.29575,-7.092,-17.56,84.8,101.5,386.58,0.9,-34.9725,-1.179,0.00125,10.1185
3,6.25,0.05225,12.253,0.726,2.569,1.5415,-0.097,-41.24975,-4.86875,-17.025,85.25,101.5,388.456,0.8,-31.575,-0.304,0.26975,10.551
3,6.75,0.04875,12.8255,0.71175,1.84875,1.4085,-0.308,-36.119,-2.757,-16.3675,84.7,101.5,387.908,0.81,-8.86,19.22075,10.0225,10.49225
3,7.25,0.0785,13.91,0.793,0.267,-0.2735,-0.3175,-20.708,1.326,-14.61,82.375,101.5,386.737,0.935,24.17,115.4,61.0675,11.3955
3,7.75,0.147,15.6975,1.032,-2.599,-2.083,-1.4915,-5.565,8.981,-11.4875,76.225,101.6,383.064,1.475,69.265,260.9755,119.925,11.341
3,8.25,0.2305,17.1375,1.45,-4.578,-4.233,-1.34625,21.375,25.135,-8.6,70.175,101.6,378.8855,2.5425,127.875,382.41375,214.45,10.96175
3,8.75,0.2905,18.21525,1.9095,-6.56825,-6.27775,-0.72,56.60075,48.87525,-6.5295,64.905,101.6,376.16175,4.325,192.425,553.3625,285.95,11.329
3,9.25,0.3195,19.175,2.05925,-7.482,-7.25525,-0.3185,98.5175,70.576,-3.53175,58.75,101.6,375.30725,5.63,265.9,816.337,388.675,11.6485
3,9.75,0.359,19.528,2.199,-8.48675,-8.362,-0.17175,120.38625,101.616,-2.234,56.69,101.6,373.53,7.02,326.425,921.5,411.75,12.14
3,10.25,0.369,19.75,2.2215,-8.89725,-8.7015,-0.0875,145.4665,105.80725,0.058,54.11,101.6,371.965,8.47,369.2,1012,489.875,12.1765
3,10.75,0.359,20.0575,2.211,-9.061,-9.001,-0.0635,160.566,112.1965,0.92375,52.19,101.6,372.9795,9.04,381.925,1051.72725,503.925,11.908
3,11.25,0.37875,20.5675,2.31325,-9.39625,-9.355,-0.0505,159.563,121.919,2.208,50.6,101.6,372.419,9.5,383.75,1081.5,519.15,12.018
3,11.75,0.391,20.6,2.42,-9.4125,-9.595,-0.0215,183.3075,134.05,3.723,49.79,101.6,372.25575,9.92,407.6,1114.631,549.95,11.9645
3,12.25,0.3915,20.49,2.44175,-8.9205,-9.1475,-0.038,173.94,124.78,4.92,48.41,101.5,372.3,10.45,423.95,1113.5,596.675,11.866
3,12.75,0.4085,20.81,2.54,-8.67025,-8.9465,-0.037,183.694,134.5345,4.9725,47.8,101.5,372.076,10.4,433.65,1101.5,615.575,12.11275
3,13.25,0.4205,20.98,2.6365,-8.509,-8.35125,-0.03725,209.106,130.59,5.1885,47.3,101.5,372.1305,10.6,423.25,1066.6955,693.3,11.93
3,13.75,0.419,21.1225,2.6035,-8.552,-8.34725,-0.026,197.57,122.4475,5.725,47.79,101.4,372.3165,10.56,403.975,1096,620.625,11.893
3,14.25,0.425,21.0475,2.603,-8.06675,-7.919,-0.02,176.491,116.16,5.131,48.38,101.4,371.81,9.4,364.4,1002.521,558.85,12.194
3,14.75,0.40525,20.79,2.572,-7.28725,-7.2785,-0.028,157.885,104.248,4.289,48.98,101.4,372.43,9.1,317.7,866.4325,528.7,12.167
3,15.25,0.415,20.0925,2.593,-6.45725,-6.5875,-0.014,132.09025,88.3855,3.6735,49.01,101.3,372.18,9.41,255.0505,708.94225,477.575,12.27025
3,15.75,0.4055,20.0675,2.623,-5.691,-5.62,-0.01075,104.68625,76.1745,0.95225,50.7325,101.3,371.6725,8.125,175,529.8755,374.575,12.14
3,16.25,0.386,19.87225,2.545,-4.92275,-5.01625,-0.011,71.4825,59.42725,-0.314,51.945,101.3,371.485,7.9125,148.575,427.025,260.275,12.1195
3,16.75,0.366,19.4225,2.43775,-3.614,-3.669,-0.011,33.933,43.67525,-1.42225,54.2325,101.3,372.1025,7.825,83.275,293.625,219.75,12.014
3,17.25,0.336,18.9885,2.2565,-2.15,-2.241,0.007,2.42625,23.515,-3.499,56.1225,101.3,372.295,6.98,36.04,151.0375,128.85,12.45625
3,17.75,0.287,18.496,2.04725,-0.424,-0.56725,0.0205,-20.6015,10.6215,-5.208,59.83,101.3,372.755,6.1925,-10.36,55.78,58.2925,12.55
3,18.25,0.22975,17.835,1.66875,1.4,0.93625,0.06875,-37.5175,-0.46125,-7.54,64.51825,101.4,375.2415,5.17,-49.88,5.56075,7.26875,12.413
3,18.75,0.189,17.33525,1.481,2.435,1.781,0.07425,-46.6015,-2.99,-9.12,67.795,101.4,376.42,4.1,-59.41,-3.27475,0.05775,12.26
3,19.25,0.142,16.8925,1.289,2.32475,1.848,0.0275,-47.518,-5.404,-10.61,70.925,101.4,378.33,3.53,-58.46,-1.103,0.00225,11.92
3,19.75,0.132,16.5925,1.203,2.404,1.93925,-0.00025,-46.601,-6.5095,-11.0725,73.15,101.4,378.297,3.0025,-55.6625,-1.325,0.0025,12.03
3,20.25,0.1235,16.105,1.139,2.439,1.78775,-0.0425,-46.43075,-4.246,-11.68,74.325,101.4,379.66,2.625,-54.385,-1.078,0.004,11.815
3,20.75,0.12,15.46,1.077,2.461,1.94125,-0.0265,-48.3385,-4.5405,-12.8125,75.6,101.5,380.05,2.3,-53.6475,-0.947,0.002,11.563
3,21.25,0.109,15.5625,1.013,2.327,1.86725,-0.05475,-46.70625,-4.3445,-12.885,74.775,101.5,379.905,2.1975,-51.15,-1.105,0.00125,11.4675
3,21.75,0.096,15.025,0.949,2.298,1.80525,-0.036,-45.445,-6.715,-13.2,75.425,101.5,380.44375,1.985,-50.2275,-1.022,0.00125,10.71925
3,22.25,0.092,15.015,0.932,2.272,1.81625,-0.06225,-49.457,-4.87,-13.6775,76.525,101.5,381.612,1.6775,-50.865,-0.809,0.002,10.357
3,22.75,0.074,14.665,0.894,2.301,1.7725,-0.0615,-48.46275,-3.728,-14.18,75.65,101.5,382.6095,1.75,-49.72,-0.79075,0.003,10.69
3,23.25,0.08325,14.5575,0.971,2.295,2.13175,-0.1415,-51.0495,-5.75,-14.46,76.375,101.5,382.688,1.6,-49.02,-0.772,0.002,11.18725
3,23.75,0.083,14.25,0.90825,2.43925,1.857,-0.0845,-48.418,-4.34525,-14.66,77.625,101.5,383.328,1.6,-50.9,-0.846,0.002,11.8
4,0.25,0.0615,16.63375,0.8585,3.4235,1.793,-0.0595,-48.744,-2.95,-13.63,74.55,101.4,376.93925,2.55,-49.08,-0.565,0.034,14.0535
4,0.75,0.069,16.30525,0.768,3.1935,2.09775,-0.065,-44.331,-3.117,-13.94,76.5,101.4,377.0075,2.365,-48.2,-0.446,0.033,14.0955
4,1.25,0.0625,16.34825,0.6605,3.33225,1.3385,-0.079,-46.86,-3.28,-14.23,77.3,101.4,378.806,2.16,-47.13,-0.5945,0.034,13.894
4,1.75,0.0555,15.94,0.71575,3.212,2.181,-0.13,-43.9565,-2.93975,-14.47,77.6,101.4,377.414,1.815,-46.82,-0.5265,0.029,13.982
4,2.25,0.0555,15.5205,0.63825,3.0035,2.062,-0.056,-45.4125,-3.6145,-14.68,78.85,101.4,379.784,1.83,-46.15,-0.523,0.03,13.95575
4,2.75,0.05275,15.3675,0.66325,3.446,2.39,-0.134,-45.13,-3.351,-14.92,79.2,101.35,379.881,1.685,-46.57,-0.4655,0.03,13.556
4,3.25,0.04825,14.885,0.65725,3.26725,2.0455,-0.121,-42.46625,-3.775,-14.95,79.25,101.35,381.8425,1.55,-44.995,-1.06,0.032,13.55825
4,3.75,0.041,14.7375,0.6025,3.0275,2.038,-0.12875,-41.31975,-3.61,-15.07,80.75,101.3,382.156,1.505,-41.55,-0.893,0.032,13.494
4,4.25,0.0405,14.06,0.545,3.217,1.9945,-0.137,-42.319,-3.33925,-14.92,82.95,101.35,382.579,1.43,-39.185,-1.04,0.03,13.6455
4,4.75,0.04,13.86625,0.51275,3.06375,0.32225,-0.177,-39.9645,-2.492,-14.69,83.45,101.4,385.105,1.35,-42.035,-1.0415,0.037,13.484
4,5.25,0.04,14.1175,0.50275,2.87225,1.5135,-0.053,-38.325,-3.018,-14.9,83.7,101.4,385.887,1.255,-39.2875,-0.932,0.04,13.097
4,5.75,0.04,14.23875,0.50425,3.07,1.437,-0.1115,-42.289,-1.936,-15.3,84.7,101.4,385.059,1.145,-33.9025,0,0.751,13.596
4,6.25,0.03925,14.5475,0.514,1.71975,0.93725,-0.271,-33.6955,-1.2665,-15.38,84.55,101.475,386.911,0.94,-9.3,28.66275,15.57,14.1095
4,6.75,0.072,16.0725,0.499,-1.15,-1.0065,-0.64725,-28.774,2.58625,-13.3,82.5,101.5,382.42775,1.26,26.7875,136.225,68.48,14.664
4,7.25,0.1345,18.0325,0.87,-4.662,-4.1955,-3.302,-5.90175,13.9645,-10.43,75.425,101.5,377.562,2.135,79.825,308.6955,163.1,15.6645
4,7.75,0.214,19.7425,1.39925,-7.439,-6.2495,-2.835,26.749,44.014,-8.02,66.9125,101.5,371.65225,4.17,155.375,560.775,271,15.193
4,8.25,0.268,20.93025,1.712,-9.05825,-8.0995,-0.7795,61.7665,73.39675,-5.278,62.465,101.6,368.115,6.345,232.575,737.25,353.1,15.191
4,8.75,0.2985,21.84,1.8395,-10.35025,-9.169,-0.475,88.75,91.3405,-3.274,58.0525,101.6,365.5355,7.965,293.55,875.3,413,15.15325
4,9.25,0.31,22.4775,1.85825,-11.1135,-9.767,-0.2425,117.86,114.289,-1.224,55.4325,101.6,367.1465,9.4125,382.025,1038.8335,518.4,15.32675
4,9.75,0.32825,23.14,2.05675,-11.532,-11.144,-0.1595,147.67325,129.618,0.4,53.645,101.6,367.077,10.6075,435.3,1206.4835,594.9,14.58575
