DOY2,HR2,USTAR,TA_1,WS,FC,H,LE,G_1_2_1,RH_1,PA,VPD,NETRAD,PPFD_IN,H2O_1
2,12.75,0.347,4.26425,1.6005,-8.298,81.121,33.023,-3.71125,29.44275,86.301,3.095,144.9025,484.48,4.561
2,13.25,0.3365,4.437,1.64,-8.209,69.0495,27.262,-3.5655,31.60425,86.2785,3.15,128.5975,417.905,4.67075
2,13.75,0.329,4.295,1.655,-7.862,50.231,24.63625,-3.4095,33.017,86.26425,2.8675,110.41,368.955,4.928
2,14.25,0.34,4.37575,1.606,-7.8865,42.7055,21.2685,-3.3305,33.637,86.25325,2.8475,103.34,359.0725,4.986
2,14.75,0.32525,4.331,1.539,-6.9325,36.741,18.74575,-3.2595,34.841,86.251,2.5675,84.901,296.69,5.224
2,15.25,0.30275,4.129,1.355,-6.234,25.61325,14.4795,-3.2365,37.422,86.28375,2.575,65.63475,237.64,5.42
2,15.75,0.277,4.008,1.289,-5.4495,9.9145,7.7855,-3.2515,38.8385,86.262,2.31,45.8265,167.99,5.64125
2,16.25,0.2245,3.99125,1.1,-3.817,-1.12525,3.50475,-3.30075,43.12875,86.254,2.0375,22.3095,115.49,5.84375
2,16.75,0.163,3.4795,0.799,-1.89,-7.2395,0.956,-3.30825,48.0145,86.2555,1.8625,-7.763,70.293,6.06525
2,17.25,0.098,2.90125,0.68,-0.48975,-14.985,-0.143,-3.3435,52.15225,86.25325,1.68,-51.0995,20.046,6.168
2,17.75,0.07125,2.396,0.602,-0.011,-17.09975,-0.6035,-3.35825,56.78075,86.25625,1.59,-63.9905,1.319,6.1755
2,18.25,0.0715,1.9145,0.665,-0.051,-23.895,-0.932,-3.36075,59.53375,86.263,1.36,-61.7965,-0.069,6.09575
2,18.75,0.07325,1.594,0.675,-0.02325,-17.106,-0.983,-3.3985,58.65975,86.28475,1.26,-59.0475,-0.113,5.763
2,19.25,0.06975,1.2345,0.672,-0.0745,-23.75275,-0.51975,-3.47225,59.004,86.2965,1.26,-57.771,-0.126,5.62
2,19.75,0.072,0.9535,0.706,0.013,-27.307,-0.3245,-3.54925,58.44325,86.30075,1.24,-54.481,-0.105,5.44
2,20.25,0.075,0.835,0.69325,0.0265,-27.289,-0.44225,-3.631,59.003,86.3155,1.295,-55.86625,-0.0955,5.318
2,20.75,0.076,0.846,0.7,0.0395,-33.917,-0.577,-3.6745,56.733,86.33,1.28,-57.1195,-0.07425,5.317
2,21.25,0.08125,0.874,0.75025,0.057,-27.272,-0.30775,-3.6985,54.287,86.3175,1.2,-57.8275,-0.0565,5.188
2,21.75,0.084,0.869,0.6735,0.023,-25.9225,-0.2135,-3.7715,55.277,86.3005,1.23,-58.2985,-0.06725,5.237
2,22.25,0.085,0.58175,0.749,0.0485,-25.214,-0.37875,-3.83825,53.57025,86.31075,1.235,-57.2,-0.065,5.1045
2,22.75,0.0875,0.698,0.73075,0.0835,-33.037,-0.3985,-3.959,51.217,86.3075,1.2425,-57.40525,-0.08675,4.789
2,23.25,0.088,0.486,0.74275,0.06125,-29.741,-0.51075,-3.974,50.524,86.307,1.34,-59.027,-0.088,4.758
2,23.75,0.07875,0.47225,0.6635,0.008,-28.069,-0.331,-4.20175,48.969,86.30025,1.3,-59.904,-0.067,4.82925
3,0.25,0.08,0.989,0.831,-0.025,-29.40925,-0.75575,-4.6615,50.206,86.4395,1.29,-59.33275,-0.153,5.554
3,0.75,0.08075,0.959,0.797,-0.13775,-27.062,-0.83825,-4.76425,50.33,86.43525,1.37,-59.53675,-0.12,5.446
3,1.25,0.08175,0.792,0.7725,-0.12125,-26.43475,-0.79925,-5.1315,49.657,86.4255,1.39,-59.4075,-0.1095,5.351
3,1.75,0.08425,0.747,0.846,-0.036,-30.2145,-0.44025,-5.3125,47.716,86.411,1.35,-58.84575,-0.11375,5.197
3,2.25,0.074,0.419,0.852,-0.08125,-28.24725,-0.59425,-5.7875,47.508,86.40675,1.37,-58.76275,-0.13225,5.184
3,2.75,0.085,0.465,0.8585,-0.057,-27.826,-0.9,-5.855,47.546,86.3865,1.3625,-60.45225,-0.119,5.124
3,3.25,0.0875,0.328,0.77225,-0.0405,-30.091,-0.95575,-6.27725,47.88,86.37075,1.26,-60.43975,-0.1195,5.081
3,3.75,0.0945,0.164,0.9245,-0.0505,-30.6235,-0.5485,-6.53325,46.598,86.36975,1.3825,-59.77425,-0.101,4.889
3,4.25,0.0935,0.08,0.883,-0.023,-30.3585,-0.696,-6.62375,47.421,86.37075,1.6125,-59.51525,-0.112,4.776
3,4.75,0.096,-0.045,0.882,0.006,-32.657,-0.46,-6.86025,46.699,86.37625,1.55,-59.61725,-0.10075,4.831
3,5.25,0.096,0.022,0.894,-0.082,-30.512,-0.652,-7.05875,46.68,86.37925,1.47,-59.63175,-0.094,4.81
3,5.75,0.079,0.012,0.801,-0.117,-28.4215,-0.762,-7.20175,44.952,86.3735,1.6275,-58.7725,0,4.79
3,6.25,0.093,0.094,0.92,-0.067,-28.6475,-0.583,-7.40225,45.61,86.3685,1.4875,-50.312,3.11475,4.754
3,6.75,0.099,0.25,0.862,-0.1445,-26.98925,-0.667,-7.44475,44.731,86.37425,1.605,-21.29475,36.58475,4.729
3,7.25,0.1245,0.54,0.924,-0.742,-29.3145,0.0315,-7.59775,44.831,86.39675,1.565,11.50975,144.9,4.86
3,7.75,0.14675,1.04,0.8385,-2.6025,-18.06075,1.258,-7.314,44.543,86.42925,1.62,54.41625,222.3575,5.085
3,8.25,0.208,1.961,0.8865,-5.5,-2.015,10.698,-6.57425,42.262,86.44525,1.9525,95.4025,347.81,5.275
3,8.75,0.246,2.482,1.0065,-7.76925,24.7235,27.03425,-5.54075,37.219,86.47575,2.2825,123.02,448.48,5.397
3,9.25,0.25775,2.842,1.078,-8.3775,49.5635,38.951,-4.47375,34.118,86.49275,2.5775,166.34,531.5,5.239
3,9.75,0.279,3.463,1.23,-8.915,70.515,41.309,-3.888,31.549,86.50475,3.07,210.7775,612.79,5.137
3,10.25,0.311,3.962,1.288,-9.4655,93.844,51.2765,-3.52075,30.186,86.515,3.26,232.0175,687.0425,4.962
3,10.75,0.346,4.27525,1.565,-9.73025,103.803,49.12875,-3.3785,30.2165,86.5225,3.2725,277.925,835.585,4.89025
3,11.25,0.364,4.63625,1.735,-9.517,126.172,46.581,-3.286,31.024,86.509,3.395,310.995,923.37,5.01175
3,11.75,0.36725,5.001,1.832,-10.027,131.93,57.94,-3.21125,32.311,86.50475,3.78,286.36,879.48,5.387
3,12.25,0.4065,5.52225,1.909,-10.692,146.4345,56.927,-3.097,32.43325,86.486,3.4025,283.5975,825.7725,5.538
3,12.75,0.38325,5.539,1.946,-9.95925,135.9035,54.49475,-3.17875,33.353,86.48,3.63,293.32,839.04,5.6265
3,13.25,0.423,5.635,2.042,-10.1535,141.847,53.2865,-3.1635,34.611,86.459,3.9925,281.38,839.2975,5.863
3,13.75,0.4335,5.00425,1.9975,-10.033,117.04375,43.932,-3.2825,35.447,86.43525,3.8,230.085,704.83,5.93875
3,14.25,0.396,5.044,1.9785,-9.1365,94.387,40.874,-3.2405,36.976,86.4285,3.425,197.05,592.41,6.0755
3,14.75,0.411,4.56,1.957,-8.27875,78.45125,31.25575,-3.2085,38.5185,86.43,3.0925,182.35,527.24,6.138
3,15.25,0.37375,4.67,1.87925,-7.5115,53.7495,22.8525,-3.1995,40.98025,86.42125,2.915,133.3825,415.525,6.478
3,15.75,0.352,4.548,1.786,-6.636,49.5155,19.396,-3.11925,42.494,86.42425,3.0125,104.825,320.615,6.6285
3,16.25,0.3395,4.354,1.63675,-5.5285,26.9915,13.0565,-3.0725,45.7525,86.41275,2.6425,67.78875,264.49,6.706
3,16.75,0.27975,3.915,1.426,-4.1875,8.03,10.6575,-3.07325,47.124,86.39575,2.37,38.73125,161.3775,6.803
3,17.25,0.198,3.6115,1.0555,-2.217,-5.115,4.8085,-3.0535,50.141,86.411,2.2875,2.20225,92.00375,6.754
3,17.75,0.097,2.99875,0.631,-0.3725,-12.311,0.47525,-3.01675,55.17925,86.41875,1.975,-45.79325,28.02775,6.6885
3,18.25,0.071,2.783,0.5005,-0.0405,-13.21275,-1.011,-3.024,60.44825,86.408,1.5325,-66.604,1.77,6.728
3,18.75,0.062,2.3805,0.51025,0.019,-11.949,-0.733,-3.03275,62.9785,86.426,1.3925,-66.7175,-0.0815,6.6445
3,19.25,0.051,2.05775,0.573,-0.077,-9.67475,-0.95,-3.00425,65.52525,86.42475,1.355,-64.155,-0.13725,6.6385
3,19.75,0.058,1.9905,0.591,-0.123,-12.551,-0.985,-3.002,64.6465,86.45725,1.325,-62.9905,-0.19325,6.6395
3,20.25,0.06775,1.79375,0.606,-0.082,-12.39875,-0.733,-3.00675,66.3195,86.46625,1.26,-61.74575,-0.18125,6.49
3,20.75,0.0715,1.4265,0.6635,-0.16,-16.272,-0.6465,-3.1325,63.5665,86.4495,1.27,-60.2535,-0.179,6.313
3,21.25,0.071,1.404,0.6735,-0.088,-18.9595,-0.684,-3.412,59.2875,86.447,1.235,-60.016,-0.148,6.0945
3,21.75,0.076,1.4785,0.674,-0.123,-21.4465,-0.8525,-3.515,56.926,86.4515,1.25,-59.2125,-0.1565,5.79175
3,22.25,0.08,1.159,0.6505,-0.02425,-24.277,-0.32325,-3.6855,57.5515,86.4545,1.265,-59.3565,-0.1525,5.795
3,22.75,0.081,1.1695,0.6835,-0.036,-22.931,-0.572,-3.936,55.322,86.463,1.3875,-59.492,-0.174,5.66
3,23.25,0.07825,0.8155,0.7935,-0.08,-26.10975,-0.759,-4.1815,53.5795,86.457,1.405,-59.388,-0.154,5.63625
3,23.75,0.079,1.047,0.80375,-0.07075,-27.583,-0.619,-4.4075,53.1215,86.4445,1.31,-60.5965,-0.1405,5.5935
4,0.25,0.082,1.55325,0.693,-0.00375,-21.8085,-0.8125,-6.431,67.755,86.33625,1.31,-56.3775,-0.204,6.37525
4,0.75,0.07775,1.61375,0.776,-0.0905,-21.14825,-0.851,-6.8425,64.7545,86.33175,1.3,-56.1475,-0.198,6.2745
4,1.25,0.0785,1.511,0.74375,-0.10575,-22.768,-0.771,-7.064,63.0355,86.312,1.37,-56.351,-0.2065,6.1795
4,1.75,0.077,1.297,0.725,-0.03775,-23.48225,-0.863,-7.5655,60.9165,86.294,1.43,-56.704,-0.2095,6.0545
4,2.25,0.073,1.385,0.7105,-0.051,-25.416,-0.536,-7.9615,60.027,86.284,1.3325,-56.591,-0.235,6.013
4,2.75,0.0705,1.1235,0.66,-0.0395,-24.4355,-1.039,-8.1815,61.162,86.2675,1.37,-56.295,-0.198,5.9485
4,3.25,0.062,1.069,0.689,-0.0995,-20.477,-0.853,-8.396,59.666,86.25,1.4,-55.084,-0.1835,5.8445
4,3.75,0.0635,1.187,0.72475,-0.1165,-21.5465,-0.69,-8.7525,59.305,86.245,1.37,-54.4995,-0.17,5.777
4,4.25,0.06875,1.0945,0.7445,-0.108,-22.698,-0.76075,-9.06,57.9065,86.252,1.42,-55.3585,-0.177,5.763
4,4.75,0.0765,0.94,0.7235,-0.02925,-26.86,-0.928,-9.0815,57.8715,86.258,1.455,-55.5985,-0.1555,5.633
4,5.25,0.071,0.9415,0.81425,-0.0605,-24.612,-0.901,-9.369,58.0425,86.2635,1.3575,-51.937,0.23,5.5795
4,5.75,0.082,0.876,0.79675,-0.085,-23.90025,-0.88675,-9.5955,55.876,86.2665,1.4825,-34.0415,11.3245,5.472
4,6.25,0.0855,1.068,0.76275,-0.26975,-24.696,-0.728,-9.623,54.535,86.294,1.43,-1.167,64.4465,5.557
4,6.75,0.117,1.281,0.78975,-1.1025,-19.612,-0.166,-9.635,52.359,86.3015,1.29,26.1495,139.7,5.686
4,7.25,0.152,1.7985,0.81825,-3.68275,-9.533,3.087,-8.8145,53.1815,86.319,1.39,65.5325,254.8485,5.844
4,7.75,0.211,2.39,0.86775,-5.7615,11.42825,8.434,-7.702,47.199,86.336,1.7075,101.88,331.81,6.035
4,8.25,0.251,2.757,1.1265,-7.9965,44.833,27.672,-6.592,41.942,86.337,2.0975,157.66,513.052,5.921
4,8.75,0.292,3.1025,1.222,-9.708,75.957,31.30375,-5.66225,38.702,86.3355,2.45,213.72,616.65,5.854
4,9.25,0.328,3.18675,1.558,-9.91525,101.1735,46.618,-4.8945,34.757,86.34875,2.73,213.2875,689.16,5.8815
4,9.75,0.353,3.7475,1.724,-10.5405,108.7325,48.6465,-4.051,33.5765,86.36775,2.8975,267.3,811.5125,5.8455
4,10.25,0.37,4.0905,1.82375,-10.986,112.09475,52.34225,-3.03125,33.42,86.39,2.8375,288.86,809.555,5.9345
4,10.75,0.40925,4.524,1.9785,-10.992,124.202,60.273,-2.35675,34.582,86.387,3.105,299.69,904.27,5.972
4,11.25,0.427,4.919,2.17075,-11.851,138.579,66.1125,-1.986,36.21,86.373,3.2075,344.44,982.6,6.124
4,11.75,0.452,5.07,2.2265,-11.659,144.482,69.9875,-1.95275,37.825,86.378,2.9025,321.65,900.09,6.274
4,12.25,0.4575,5.23175,2.27675,-11.33875,145.1265,71.684,-1.906,36.48075,86.369,3.33,304.1825,905.712,6.322
4,12.75,0.4645,5.3275,2.282,-11.03225,104.6405,60.6,-1.781,38.366,86.3775,3.365,280.63,748.865,6.4385
4,13.25,0.443,5.387,2.272,-11.07025,105.241,68.217,-1.6365,39.35,86.385,3.48,237.195,759.86,6.61
4,13.75,0.4725,5.474,2.31,-11.018,125.78125,90.24,-1.508,39.8095,86.3725,3.835,243.66,729.97,6.712
4,14.25,0.47,5.6425,2.335,-10.979,105.8175,71.843,-1.524,40.8215,86.3655,3.92,220.66,637.8205,6.7305
4,14.75,0.4585,5.2825,2.281,-10.0095,84.6695,63.421,-1.6015,42.638,86.361,3.59,198.49,543.17,6.8875
4,15.25,0.442,5.2195,2.201,-9.0775,77.085,49.32625,-1.6355,42.758,86.359,3.355,162.535,478.02,6.873
4,15.75,0.40825,5.1595,2.115,-7.699,47.895,41.8065,-1.6375,42.605,86.3595,3.36,119.55,373.455,6.896
4,16.25,0.395,5.14,1.992,-6.548,41.7295,34.13275,-1.637,44.1605,86.3425,3.275,91.9815,315.185,6.897
4,16.75,0.3555,4.779,1.792,-5.14925,23.8665,26.451,-1.636,45.464,86.333,2.93,63.6265,206.965,6.8995
4,17.25,0.297,4.5445,1.506,-3.5615,5.6915,13.655,-1.636,46.052,86.3405,2.62,33.4475,125.625,6.9375
4,17.75,0.216,4.22,1.096,-1.263,-6.312,7.23175,-1.635,49.6295,86.3325,2.3125,1.1955,76.386,7.0165
4,18.25,0.11225,3.7465,0.723,-0.088,-15.2565,0.665,-1.6335,54.9925,86.3225,2.05,-46.0285,22.311,7.15
4,18.75,0.071,3.2735,0.559,0.046,-16.14825,-1.09,-1.583,59.8215,86.321,1.78,-65.519,1.3205,7.0535
4,19.25,0.06,2.7955,0.544,-0.0195,-12.1675,-0.8415,-1.58425,63.78625,86.33375,1.53,-66.53225,-0.11525,7.0495
4,19.75,0.056,2.476,0.5945,-0.109,-10.6615,-0.95,-1.62375,67.77925,86.34675,1.48,-62.8285,-0.25725,7.07275
4,20.25,0.0575,2.30925,0.63525,-0.152,-10.8555,-0.89,-1.77775,69.44325,86.36025,1.45,-60.163,-0.2315,7.06175
4,20.75,0.062,2.1345,0.6215,-0.177,-14.234,-0.98,-2.04275,69.84625,86.36625,1.34,-58.5695,-0.24375,6.976
4,21.25,0.065,1.98725,0.6985,-0.036,-14.6495,-0.749,-2.795,69.44,86.36925,1.29,-58.54725,-0.2295,6.83
4,21.75,0.06625,1.891,0.64025,0.0705,-19.07075,-0.72725,-3.72025,69.1105,86.355,1.305,-59.0905,-0.252,6.786
4,22.25,0.0715,1.80375,0.596,-0.114,-16.584,-1.083,-4.80375,66.35875,86.3435,1.1875,-57.93325,-0.21975,6.7115
4,22.75,0.0695,1.5785,0.641,-0.057,-15.606,-0.6305,-5.2855,66.567,86.345,1.285,-57.557,-0.224,6.724
4,23.25,0.081,1.53,0.629,-0.1475,-15.775,-0.7815,-5.9365,66.311,86.33925,1.3,-58.54,-0.22275,6.6315
4,23.75,0.0715,1.33275,0.65475,-0.08975,-17.8455,-1.00925,-6.355,66.724,86.32575,1.2975,-57.6445,-0.23425,6.5385
5,0.25,0.071,6.339,0.728,-0.2175,-20.05,-1.06575,-7.041,51.977,86.462,2.865,-64.46,-0.128,7.353
5,0.75,0.074,6.12,0.79,-0.0715,-19.436,-0.5435,-7.6545,50.9305,86.459,2.735,-64.332,-0.1565,7.2085
5,1.25,0.07575,5.873,0.85675,-0.178,-19.21375,-0.5975,-8.111,48.86,86.441,2.65,-64.20525,-0.164,7.072
5,1.75,0.0735,5.823,0.778,-0.07725,-20.5065,-0.61,-8.5195,49.126,86.4315,2.565,-63.909,-0.14,6.965
5,2.25,0.074,5.7685,0.803,-0.12625,-22.49125,-0.94725,-8.8895,46.7955,86.418,2.72,-63.20925,-0.1625,6.841
5,2.75,0.072,5.5375,0.838,-0.12925,-21.43625,-0.71775,-9.3355,45.958,86.409,2.885,-63.0255,-0.1625,6.7235
5,3.25,0.069,5.302,0.817,-0.118,-22.736,-0.667,-9.797,44.528,86.4065,2.92,-64.01025,-0.1585,6.5515
5,3.75,0.071,5.3395,0.855,-0.0225,-22.2605,-0.49875,-10.1705,44.6825,86.3965,3.045,-63.79775,-0.1435,6.4745
5,4.25,0.071,5.306,0.8285,-0.0335,-27.15875,-0.668,-10.381,43.0945,86.403,2.95,-62.47425,-0.062,6.3835
