DOY2,HR2,RH,TA,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT
2,2.75,73.1,-27.1,0.1244,0.4745,203.4,207.2,-0.0101987345,0.02020614
2,3.25,73,-26.7,0.1268,0.257,203.55,208,-0.017001415,0.01701194
2,3.75,73.25,-26.58,0.1292,0.218,207.05,209.3,-0.013556795,0.016947555
2,4.25,73.45,-25.195,0.1316,0.286,208.6,213.1,-0.0033766183,0.0220512175
2,4.75,73.9,-24.875,0.134,0.251,205.1,215.9,1.9054e-05,0.02715488
2,5.25,74.35,-25.63,0.1364,0.327,207.75,214.35,-0.016967465,0.02033593
2,5.75,74.3,-25.895,0.1388,0.4585,208.45,208.8,-0.01353617,0.03386795
2,6.25,72.8,-25.44,0.1412,0.333,204.25,206.45,-0.003451987,0.02022203
2,6.75,72.35,-26.035,0.1436,0.2395,204.6,205.5,-0.0033950495,0.017015355
2,7.25,72.9,-25.64,0.146,0.49,205.15,206,-2.15e-07,0.02718488
2,7.75,73.1,-25.78,0.382333333333333,0.2805,206.25,209.1,0.003469359,0.02712313
2,8.25,74.1,-25.6,0.618666666666667,0.3345,207.9,210.45,0.003394448,0.09140645
2,8.75,73.15,-23.88,0.855,0.755,205.65,212.45,0.054235585,0.57272725
2,9.25,73.15,-25.19,2.638,1.19,205.55,212.9,0.9284933,2.4945745
2,9.75,72,-24.365,8.65,3.579,204.45,212.2,6.1087635,5.885067
2,10.25,74,-24.025,14.225,10.57,204.35,211.1,22.327695,21.38179
2,10.75,72.75,-23.77,32.24,28.605,206.55,213.35,63.674105,61.56368
2,11.25,71.9,-23.66,46.69,41.86,210.3,216.75,94.1645,90.26646
2,11.75,73.05,-23.55,55.425,51.805,209.9,219.9,116.1657,111.42625
2,12.25,73.05,-23.99,72.16,64.05,205.65,220.95,143.2115,138.75055
2,12.75,72.5,-24.195,80.39,78.335,204.35,220.9,162.4898,155.35505
2,13.25,72.65,-22.92,87.25,85.3,203.3,220.8,167.2376,163.61645
2,13.75,73.25,-23.24,89.8,79.36,201.3,219.9,169.6344,168.5778
2,14.25,72.75,-22.225,97.65,83.75,197.3,219.45,175.966,172.2652
2,14.75,71.95,-22.355,86.2,75.825,197,219.6,156.8859,149.2711
2,15.25,72.05,-21.92,80.18,71.85,195.45,219.65,133.4245,127.1676
2,15.75,72.05,-21.78,63.985,56.96,196.85,218.85,119.0301,113.00175
2,16.25,72.1,-22.44,45.865,42.285,199.05,217.95,82.99016,80.0422
2,16.75,71.8,-20.86,36.44,33.09,196.45,217.25,55.514535,53.73292
2,17.25,71.35,-21.735,15.27,11.875,196.6,215.4,25.816785,24.605205
2,17.75,71.3,-22.88,5.906,4.021,195.35,213.85,8.65228,8.1669525
2,18.25,72.1,-21.225,1.8365,1.034,194.6,213.8,1.3825525,2.6706585
2,18.75,72.15,-22.715,0.675,0.623,193.55,213.2,0.09508377,0.5305614
2,19.25,71.5,-22.15,0.533,0.403,192.5,212.35,0.013573425,0.1293763
2,19.75,71.65,-21.74,0.391,0.38,192.25,213.5,-0.0034859135,0.02714392
2,20.25,71.4,-23.755,0.249,0.3335,193.15,215.3,-0.010274145,0.027082995
2,20.75,70.7,-22.745,0.267833333333333,0.4455,194.6,216.05,-0.013626125,0.0236691825
2,21.25,71.65,-22.04,0.286666666666667,0.324,198.85,217.5,-0.01359417,0.02025537
2,21.75,71.55,-23.085,0.3055,0.193,207.8,218.1,-0.003470311,0.016900245
2,22.25,71.75,-23.175,0.368666666666667,0.263,209.1,217.55,-0.01695321,0.01354512
2,22.75,71.25,-23.535,0.431833333333333,0.2635,206.6,216.8,-5.63e-05,0.01357237
2,23.25,71.4,-23.505,0.495,0.269,201.65,215.4,-0.006711554,0.01364347
2,23.75,71.95,-23.335,0.495,0.3215,200,211.1,-0.003432319,0.033895425
3,0.25,69.75,-30.635,0.93,0.314,164.15,187.7,-0.006827474,0.04246329
3,0.75,69.4,-30.4,0.93,0.4345,165.4,187.9,-0.01363971,0.006829039
3,1.25,69.85,-30.26,0.93,0.37,166.5,188.55,-0.0102029525,0.03050188
3,1.75,70.7,-30.54,0.93,0.3305,167.95,188.85,-0.02026004,0.018684667
3,2.25,69.85,-30.455,0.93,0.304,169.85,190.05,-0.013544015,0.0237125675
3,2.75,69.8,-30.405,0.93,0.289,174.45,190.3,-0.0067325125,0.006749952
3,3.25,69.35,-30.055,0.93,0.352,169.55,190.5,-0.0102216705,0.01338898
3,3.75,69.95,-29.97,0.93,0.297,169.4,191.1,-0.020316105,0.0457422425
3,4.25,70.05,-29.81,0.93,0.375,172.5,191.5,-0.0135223,0.19410820875
3,4.75,69.65,-29.73,0.93,0.327,173.25,191.95,-0.01363439,0.90531744
3,5.25,69.35,-29.685,0.93,0.3525,179.35,192.6,-0.02030868,0.01354414
3,5.75,69.45,-30.145,0.93,0.33,179.7,193.3,-0.013526505,0.02707745
3,6.25,69.05,-30.44,0.93,0.336,175.95,190.25,0.016940515,0.04059417
3,6.75,69.1,-30.425,0.93,0.563,179.05,190.5,0.074538185,0.9698761
3,7.25,68.8,-30.38,6.363,1.39,174.85,190.15,1.600784,4.728628
3,7.75,68.4,-30.255,18.65,5.4425,172.6,190.3,12.110025,11.90303
3,8.25,68.4,-29.77,32.46,19.475,173.1,190.7,41.41188,39.91949
3,8.75,67.85,-29.585,66.05,49.965,171.95,190.55,99.74465,91.32457
3,9.25,68.05,-29.135,115.4,89,173.25,192.6,174.59055,157.2509
3,9.75,68.4,-29.175,156.1,130.55,173.95,196.05,271.12155,244.58055
3,10.25,68.6,-28.67,197,166.9,172.95,197.9,356.027,333.5184
3,10.75,68.55,-28.255,238.5,201.25,172.7,198.6,432.56235,413.20315
3,11.25,69.35,-27.47,252.95,230.55,175.3,199.4,515.3756,499.14985
3,11.75,69.5,-27.605,251.15,253.55,174.35,202.9,551.97435,538.0983
3,12.25,70.2,-26.97,270.2,277.6,172.85,204.55,594.2364,596.35825
3,12.75,70.3,-26.575,272.95,296.6,170.5,201.95,633.10535,637.3035
3,13.25,71.15,-26.655,269.35,296.25,170.6,202.4,629.8289,642.0063
3,13.75,71.15,-27.635,250.8,296.2,166.55,203.65,647.54145,649.45335
3,14.25,71.1,-27.97,237.6,298.7,168.2,204.35,638.6813,639.03195
3,14.75,71.25,-27.7,221.2,291.1,170.25,202.8,627.99005,616.041
3,15.25,71.65,-27.985,218.55,268.7,165.95,201.4,584.5281,573.85335
3,15.75,71.4,-27.905,198.3,244.4,163.05,200.45,518.36765,509.97965
3,16.25,71.2,-28.335,165.05,214.35,163.95,198.25,470.86865,450.80875
3,16.75,71.05,-28.91,140.8,185.35,164.1,196.9,392.1777,381.88995
3,17.25,71.15,-28.685,118.1,159.55,165.75,194.4,341.1491,324.15335
3,17.75,69.9,-29.1,96.05,128.95,167.1,192.15,260.1187,241.4719
3,18.25,70,-29.135,68.705,86.95,162.2,190.65,168.3208,159.8947
3,18.75,70.35,-30.46,40.385,49.395,163.55,188.6,92.83206,88.3487
3,19.25,70.3,-30.615,19.68,22.475,162.15,186.7,39.0497,37.418125
3,19.75,70.75,-30.975,12.295,5.761,164.2,186,10.49224,9.897433
3,20.25,70.85,-30.93,6.173,0.997,164.15,183.95,1.2040491,2.659129
3,20.75,70.85,-31.205,0.718,0.5225,164.9,182.5,0.057746395,0.27222385
3,21.25,70.55,-31.79,0.718,0.362,163.85,182.4,-0.0033016535,0.02040902
3,21.75,70.7,-31.705,0.718,0.355,163.65,182.65,-0.013557815,0.02703227
3,22.25,70.55,-31.74,0.718,0.392,164,183.7,-0.0033554043,1.51149681
3,22.75,70.4,-31.795,0.718,0.384,163.45,185,-0.013580245,0.23613706
3,23.25,70.35,-31.235,0.718,0.346,164.45,186.75,-0.0068297345,0.04587607
3,23.75,69.95,-31.13,0.718,0.403,165.05,187.2,-0.003452043,0.0440943825
4,0.25,75.85,-14.165,1.127,0.428,216.8,236.75,0.01351916,0.0576748
4,0.75,75.95,-13.595,1.127,0.409,220,237.8,-0.006710299,0.02715386
4,1.25,78.6,-13.93,1.127,0.475,223.55,238.25,0.006861124,0.02040244
4,1.75,79.15,-14.3,1.127,0.384,222.55,240.35,0.006804701,0.02713485
4,2.25,76.9,-14.13,1.127,0.428,226.8,243.45,0.010181997,0.02707003
4,2.75,78.55,-13.665,1.127,0.317,231.1,245.55,0.0101546225,0.03736638
4,3.25,77.65,-14.215,1.127,0.385,231.75,244.2,0.023769395,0.04744844
4,3.75,77.3,-14.565,1.127,0.4395,236.5,241.5,0.044151835,0.07453693
4,4.25,77.15,-15.065,1.127,0.5445,238.75,241.65,0.1084785,0.3661652
4,4.75,78.25,-14.55,2.727,0.8895,231.8,241.85,0.7627449,1.78348
4,5.25,79.65,-14.51,7.0555,2.31,225.85,243,4.9976595,4.820737
4,5.75,79.25,-14.995,12.09,8.435,227.55,242.9,18.43372,19.54704
4,6.25,79.9,-14.545,22.585,24.51,229,240.6,46.64364,51.75833
4,6.75,79.95,-15.35,52.845,50.245,226.3,241.2,89.01963,97.81831
4,7.25,78.75,-14.8,84.875,74.64,226.5,242.8,141.5155,160.6652
4,7.75,77.65,-13.83,122,108.65,223.45,246.6,230.82185,245.8675
4,8.25,77,-13.665,163.25,141.6,227.55,244.75,324.1354,332.7966
4,8.75,76.05,-13.555,200.6,172,223.4,246.95,433.1267,423.8506
4,9.25,74.2,-13.055,236.9,217.9,217.8,247.55,500.98965,499.86545
4,9.75,73,-12.77,288.1,258.95,219.35,249.7,601.8714,599.3935
4,10.25,72.8,-12.525,334.9,289.35,215.95,253.75,716.634,701.3872
4,10.75,72.05,-11.61,378.8,321.45,210.85,257.85,791.5662,792.3973
4,11.25,72.1,-11.23,424.1,374.95,210.45,260.4,897.6375,905.6442
4,11.75,71.25,-11.175,455,399.6,216.85,262.8,983.35425,969.40805
4,12.25,71.8,-10.16,492.6,420.2,218.85,268.15,1029.536,1006.545
4,12.75,72.15,-10.51,499.7,421.75,218.95,268.45,1012.43055,994.64625
4,13.25,70.75,-9.67,532.95,441.05,214.95,270.4,1079.2735,1050.5565
4,13.75,68.95,-10.05,523.5,431.95,220.9,271.05,1063.5135,1032.217
4,14.25,70.6,-10.57,507.05,426.7,220.65,269.15,1048.8525,1011.3535
4,14.75,68.55,-9.905,503.7,417.8,222.8,268.65,991.79525,968.42605
4,15.25,69.6,-9.37,480.5,408.55,222.65,270.1,969.41405,955.17985
4,15.75,68.25,-9.505,468.3,385.3,208.85,269.15,936.6181,911.85555
4,16.25,69.75,-9.34,406.4,349.05,203.55,266.6,826.12,801.61535
4,16.75,68.65,-8.62,374.8,319.7,207.5,267.2,772.8689,743.67895
4,17.25,70.9,-9.905,326.3,276.95,215.05,263.65,678.2374,644.9727
4,17.75,70.25,-9.41,272.35,238.2,212.45,259.7,564.9908,546.06595
4,18.25,71.3,-10.475,231.45,195.5,212.4,257.25,505.80585,485.4821
4,18.75,70.9,-11.03,184.3,162.15,213.2,252.3,382.96815,369.75465
4,19.25,72.8,-12.37,138.8,118.8,212.1,251.25,294.9645,285.91355
4,19.75,73.15,-12.74,94.55,86.25,213.85,247.2,199.277,193.2244
4,20.25,73.9,-12.92,63.23,58.55,213.3,244.95,129.9051,124.731
4,20.75,74.7,-13.285,37.435,33.625,215.15,243.5,69.700775,67.416475
4,21.25,76.05,-13.175,18.44,15.66,221.55,241.9,28.715155,27.88316
4,21.75,76.05,-13.195,8.22,4.807,219.95,240.35,8.119331,8.0037835
4,22.25,76.3,-12.845,2.922,1.672,213.5,240.05,1.4268145,3.0094485
4,22.75,74.5,-12.945,2.329,0.691,217.35,239.3,0.17327035,0.45870175
4,23.25,74.95,-13.39,2.329,0.497,229,240.85,0.03736661,0.07810867
4,23.75,74.9,-13.4,2.329,0.574,229.2,243.05,-0.006826691,0.05429334
5,0.25,93.25,-0.127,10.03,7.368,280.15,312.9,20.85321,11.13126
5,0.75,93.35,-0.305,6.994,5.762,280.9,312.8,14.75169,8.012842
5,1.25,94,-0.382,5.845,4.6525,285.2,312.8,12.48314,5.963406
5,1.75,92.9,-0.236,5.7455,4.9525,283.7,312.35,12.8443,5.983157
5,2.25,93.5,-0.417,6.296,4.8975,283.25,312.15,14.24124,7.39136
5,2.75,93.8,-0.209,8.5,6.077,285.55,311.9,18.47863,10.81925
5,3.25,93.8,-0.573,13.59,8.47,286.7,311.3,29.024,15.45542
5,3.75,93.35,-0.409,20.21,13.89,284,311.7,43.58613,25.91182
5,4.25,92.55,-0.563,30.61,19.98,286.1,311.75,64.59595,44.70158
5,4.75,92.15,-0.412,45.6,29.84,287.2,312,94.29815,60.12115
5,5.25,92.3,-0.413,63.38,38.7,288.1,312.35,130.9283,90.30927
5,5.75,91.5,-0.434,90.1,51.52,289.1,312.91432,181.8387,127.4329
5,6.25,90.75,-0.4065,121,69.85,290.4,313.4,261.654,179.0957
5,6.75,91.3,-0.47,157.3,95.5,291.3,315.05,325.4789,247.1445
5,7.25,90.1,-0.411,188,118.1,290.6,316.290255,383.977,299.544
5,7.75,88.75,-0.238,236.4,151.4,290.65,317.25,495.0331,373.0418
5,8.25,87.4,-0.1535,277.5,177.6,287.3,319,584.6038,441.2907
5,8.75,87.3,-0.005,336.1,209.2,286.9,320.1,695.2055,531.0751
5,9.25,85.65,0.108,369.7,231.7,287.95,320.8,751.7714,592.2856
5,9.75,85.8,0.1725,417.8,273.8,291.35,321.3,842.1747,669.2955
5,10.25,84.85,0.6665,467.9,297.6,291.65,321.7,943.3622,766.5489
5,10.75,83.7,0.891,496.5,324.6,289.2,323.35,977.9902,791.4011
5,11.25,82.8,1.249,574.7,355.65,292,323.5,1121.2445,897.25455
5,11.75,79.9,1.9795,579.1,364,288.5,324.3,1172.976,904.5305
5,12.25,79.1,2.469,606,377.5,288.5,324.6,1209.9725,948.49095
5,12.75,79,2.074,652.4,369.9,286,325.9,1241.042,973.4586
5,13.25,77.65,2.2725,641.45,374.55,282.9,326.6,1265.381,913.8974
5,13.75,77.15,2.851,651.6,373.6,284.3,325.2,1281.107,949.9842
5,14.25,75.6,3.083,638.05,351.6,285.2,326.5,1230.83,890.60215
5,14.75,75.95,2.622,632.9,330.5,284.75,326.65,1268.346,863.7126
5,15.25,77.5,2.6075,599.5,345.4,288,326.9,1194.253,858.0231
5,15.75,77.65,2.862,581.3,329.7,284.6,327.4,1162.958,796.5309
5,16.25,75.3,3.373,512.8,307.15,283.3,326.4,1050.72,787.7639
5,16.75,75.15,3.397,484.05,287.6,283.35,324.85,971.0683,718.4858
5,17.25,74.7,3.567,427.2,236.75,283.7,324.88642,878.98475,591.9149
5,17.75,75.1,3.698,387.55,224.95,282.55,324.09155,779.4581,567.5058
5,18.25,76.7,3.358,333.55,183.75,287.1,323.3,684.2568,462.1586
5,18.75,78.2,3.334,288.9,156.25,282.55,323.05,583.62035,393.8506
5,19.25,79.6,2.757,246.05,133.4,280.1,321.9,501.87155,334.80815
5,19.75,82.2,2.778,203.15,105.8,281.2,321.35,404.38495,262.13665
5,20.25,82.3,2.355,156.05,88.4,282.8,320.3,328.4331,213.27935
5,20.75,83.4,1.764,125.7,68.1,278.55,319.5,247.9433,160.84675
5,21.25,84.3,1.685,96.9,52.42,277.85,318.9,192.7848,121.30825
5,21.75,85.8,1.247,76.745,41.25,275.6,317.45,145.94745,91.33868
5,22.25,88.3,0.812,53.855,29.85,276.5,316.45,105.4311,57.07612
5,22.75,90.9,0.664,37.585,23.175,281.45,315.85,71.36954,38.5728
5,23.25,92.75,0.439,24.12,15.335,282,315.2,49.172835,26.510915
5,23.75,93.05,0.044,13.895,10.305,282.4,314.1,30.21339,16.879875
6,0.25,86,6.195,19.81,5.518,308.3,339.7934,38.88308,3.90345
6,0.75,88.65,5.8035,15.48,4.604,307.2,337.6,30.33442,3.04451
6,1.25,90.3,5.543,13.53,4.059,307.1,335.6,27.02914,2.628912
6,1.75,90.9,5.2065,12.59,3.893,305.7,334.6,25.66656,2.545599
6,2.25,91.5,5.0955,13.99,4.153,308.1,332.8,28.0221,2.786939
6,2.75,91.15,4.715,16.52,4.596,307.71231,332.2,32.85637,3.291293
6,3.25,90.95,4.5335,20.43,5.448,307.68156,332.6,42.11593,4.194674
6,3.75,91,4.6565,29.1,7.403,307.40236,334.1,56.81133,5.691186
6,4.25,90.8,4.989,39.84,10.3,306.8599,335.6,82.69427,8.217902
6,4.75,90.55,4.962,51.69,12.22,306.6,338.2,104.78,10.22324
6,5.25,89.9,5.2755,72.05,17.14,307.6,342.2,137.1276,14.50411
6,5.75,88.15,5.601,88.5,20.33,309.4,346.1,176.7851,18.86886
6,6.25,86.65,6.1215,108.7,24.62,309.6,348.9,216.8008,23.02579
6,6.75,85.6,6.546,137.6,29.83,311.3343,352.2,268.4,27.5446
6,7.25,84.5,7.0225,171.2,36.52,311.18963,356.3,327.9768,35.21389
6,7.75,82.5,7.3175,213,44.96,312.2,360.7,423.3275,42.62991
6,8.25,80.8,7.78,248,51.06,313.8,364.3,479.1999,50.41114
6,8.75,79.1,7.892,294,63.29,315.4,367.8,589.8992,61.44873
6,9.25,76.3,8.325,333,67.49,316.1,371.5,644.9424,65.00386
6,9.75,74.7,8.615,390.3,78.35,315.8,374.5,726.8464,72.2719
6,10.25,72.35,9.05,418.7,82.45,316.4,378,800.0346,82.3856
6,10.75,71,9.44,458.3,90.3,315.85,381.85,887.5272,91.317065
6,11.25,69.65,9.59,477.3,94.8,319.15,384.9,919.97015,94.248155
6,11.75,68.2,9.93,507.9,98.6,319.5,390.9,956.5657,96.618395
6,12.25,65.8,10.595,508.3,99,321.45,392.95,959.0815,98.42771
6,12.75,64.25,11.42,535.9,104.2,323.2,398.1,1026.937,96.28359
6,13.25,63.1,11.735,569.6,107.8,320.388355,401.15,1093.352,98.99268
6,13.75,60.9,11.77,559.9,111.7,322.1,402.2,1060.0725,98.37616
6,14.25,59.9,12.2,563.7,108.6,320.9,403.8,1075.1745,95.465135
6,14.75,59.1,12.67,575.1,111.2,322.28616,405.4,1079.996,94.0308
6,15.25,58.3,12.6,557.3,106.8,322.2,404.2,1054.666,94.42236
6,15.75,58,12.81,547.6,106.55,322.7,404.774795,1003.229,91.12622
6,16.25,57.95,12.84,482,94.4,323,401.2,896.651,81.19598
6,16.75,56.9,12.88,453.35805,89.4,324.4,401.2,846.5709,76.75337
6,17.25,57.7,12.89,435.65,83.9,322.15,398.15,818.5278,74.9752
6,17.75,58.35,12.755,395.8,78.35,323,394.75,755.33545,70.516245
6,18.25,58.65,12.67,358.2,69.6,323.38968,391.5,687.16335,60.822645
6,18.75,60.75,12.48,281.6,57.01,322.3,388.16726,535.78965,51.81943
6,19.25,62.25,12.145,245.3,50.5,321.6,383.4,464.78845,43.66165
6,19.75,63.95,11.895,213.1,43.59,318.9,379.4,397.92395,38.84595
6,20.25,65.8,11.475,170.9,36.5,319.2,375.8,330.98535,33.35662
6,20.75,67,10.88,148.6,34.7,317.7,371.4,281.21855,28.47981
6,21.25,69.8,10.585,123.2,29.44,315.6,368.4,223.83545,23.271875
6,21.75,73,10.07,97.2,24.63,313.7,364.5,181.9564,18.769915
6,22.25,75.75,9.38,71.68,17.97,313.3,360.8,138.6578,14.185015
6,22.75,78.9,8.585,53.4,13.66,311.4,355.3,101.48365,10.44846
6,23.25,80.75,7.977,37.36,9.47,310.7,350.8,72.73341,7.116014
6,23.75,83.8,7.1265,26.07,6.7665,310,345.7,52.138115,5.039629
7,0.25,87.25,10.27,8.87,2.766,331.75,360.5,17.075555,1.261437
7,0.75,88.15,10.045,6.8415,2.1935,331.65,358.14657,12.2948,0.9004883
7,1.25,89.2,9.76,5.3935,1.887,331.13959,356.3,10.136815,0.71852875
7,1.75,90,9.44,4.681,1.6845,330.367235,354.75,9.3577845,0.6374649
7,2.25,90.25,9.275,4.898,1.7385,330.4,354,9.2173545,0.6640912
7,2.75,90.8,8.96,6.1175,2.136,329.25,353.15,12.139485,0.9180204
7,3.25,90.7,8.955,9.1,2.973,331.66808,352.45,16.93358,1.302068
7,3.75,90.6,8.975,14.195,3.946,330.071945,352.9,25.293755,1.9985835
7,4.25,90.3,8.955,21.59,5.5665,331.400555,353.80547,39.95307,3.214927
7,4.75,89.8,9.085,31.775,7.2175,330.71908,355.9,58.782025,4.4957325
7,5.25,89.6,9.3,45.78,9.56,330.35,358.4,84.27258,6.6063565
7,5.75,89,9.56,62.315,13.455,330.1,362.1,121.2593,9.2431115
7,6.25,87.8,10,75.61,16.11,329.92704,365.5,150.1578,11.594515
7,6.75,85.8,10.39,97.7,20.95,331.95644,368.65,194.7224,15.35142
7,7.25,84,10.975,130.5,25.75,333.25,371.95,239.43855,18.653925
7,7.75,81.4,11.195,154.9,30.065,334.4,376.05,281.23435,22.803285
7,8.25,80.1,11.66,187.45,36.35,334.7,379.9,339.4951,27.5752
7,8.75,78.4,11.895,207.15,38.71,335.85,382.35,373.95415,29.637955
7,9.25,76.6,12.37,243.6,46.51,337.35,386.85,459.2307,34.63178
7,9.75,75.5,12.62,287,54.96,338.05,392.95,527.6424,40.73907
7,10.25,74.2,12.87,318.8,59.53,338.95,395.5,582.4207,46.40467
7,10.75,71.8,13.36,363.6,66.85,339.55,400.85,673.3691,52.37891
7,11.25,70,13.805,395.1,74.51,340.2,404.7,730.58485,56.447035
7,11.75,67.75,14.18,428.1,78.52,340.7,406.1,785.3071,61.09616
7,12.25,66,14.43,452.3,83.1,342.5,410.5,815.5841,64.4034
7,12.75,63.9,14.925,441.7,79.93,343.5,411.05,838.8893,64.18181
7,13.25,62.9,15.245,446.2,82,344.9,414.65,824.89085,62.84628
7,13.75,61.5,15.4,443.3,84.8,343.9,416.8,821.1887,62.64033
7,14.25,60.5,15.375,445.8,84.45,346.49657,416.7,828.5675,61.51442
7,14.75,60.45,15.59,432.6,80.085,346.45,417.5,793.5084,58.74215
7,15.25,58.95,15.82,442.6,83.9,346.25,416.65,815.6819,60.0778
7,15.75,58.6,15.985,413.9,79.44,345.86288,415.42412,764.89325,56.03317
7,16.25,58.35,15.975,391.1,76.63,347.35,413.3,724.4567,53.006785
7,16.75,58.6,16.05,353.5,67.9,346.85,413.35,641.0873,47.26033
7,17.25,58.85,16.04,333.85,64.27,345.4,409.7,588.02365,44.01792
7,17.75,58.5,15.875,310.6,61.77,345.9,408.8,575.95755,41.31003
7,18.25,59.9,15.705,268.5,50.51,345.95,404.729635,483.69605,35.86121
7,18.75,61.45,15.2,217.2,41.805,344.8,399,397.1438,29.826625
7,19.25,62.45,15.04,186.55,36.465,343,398.45,344.41895,26.62673
7,19.75,63.5,14.885,165.8,33.63,342.1,394.364885,310.76685,22.93156
7,20.25,65.2,14.54,136.95,28.695,341.3,390.15,255.8203,18.185245
7,20.75,67.2,14.22,109,23.065,337.35,386.9,203.2649,15.447315
7,21.25,70.3,13.685,85.15,18.105,337.65,383,153.9516,11.7891
7,21.75,72.7,13.185,65.365,14.39,337.57121,379.2,124.1663,9.8552495
7,22.25,75.85,12.875,47.825,10.65,334.25,375.3,86.407115,6.50638
