DOY2,HR2,USTAR,TA_1_1_1,WS_1_1_1,NEE,FC,H,LE,G,TS_1_1_1,TS_2_2_1,RH_1_1_1,PA,CO2,VPD_1_1_1,NETRAD,SW_IN,SW_OUT
1,17.5,0.0785,-0.5075,1.1925,-0.031,-0.031,-10.547,-0.357,0.71125,0.69875,0.2225,47.03,84.99825,387,1.645,-58.5515,2.65,0.6
1,18.5,0.0825,-1.71,1.2025,-0.069,-0.069,-12.13325,-0.77725,-2.6975,0.7225,0.1425,52.32,85,387.025,1.1825,-57.546,0,-0.2
1,19.5,0.091,-2.5575,1.08,-0.078,-0.078,-13.526,-1.206,-6.139,0.5975,0.1275,57.1325,84.99275,386.77,0.835,-52.96675,0,-0.2
1,20.5,0.093,-3.1175,0.905,-0.045,-0.045,-16.78075,-0.9035,-8.9265,0.524,0.105,61.47,85.01125,387.07,0.6875,-53.076,0,-0.2
1,21.5,0.097,-3.455,0.895,-0.053,-0.053,-14.654,-0.63275,-10.401,0.39075,0.0325,62.37,85.0075,386.83,0.575,-51.796,0,-0.2
1,22.5,0.093,-3.9575,0.94,-0.076,-0.076,-11.56,-0.784,-10.7025,0.3495,-0.0275,65.175,85.0295,388.0125,0.485,-53.921,0,-0.2
1,23.5,0.09675,-4.3425,0.8125,-0.049,-0.049,-13.546,-0.5635,-10.93,0.2485,-0.0975,66.51,85.0075,387.14,0.4275,-50.9455,0,0
2,0.5,0.09975,-2.235,0.85,-0.04075,-0.04075,-14.88675,-0.3415,-16.59125,2.6925,1.515,50.39,84.731,381.81,0.975,-58.054,0,-0.2
2,1.5,0.093,-3,0.91,-0.05075,-0.05075,-14.004,-0.164,-16.18,2.393,1.235,53.09,84.78,376.69,0.95,-57.767,0,-0.2
2,2.5,0.0975,-3.65,0.855,-0.03125,-0.03125,-13.2215,-0.4235,-16.0275,2.0545,0.96,56.35,84.794,379.525,0.92,-56.1545,0,-0.2
2,3.5,0.096,-3.74,0.755,-0.039,-0.039,-14.175,-0.11475,-17.307,1.775,0.765,55.73,84.774,377.065,0.735,-55.6515,0,-0.2
2,4.5,0.099,-4.015,0.815,-0.041,-0.041,-12.063,-0.4565,-17.07875,1.354,0.585,57.58,84.7735,378.6975,0.675,-54.2095,0,-0.2
2,5.5,0.0955,-4.395,0.755,-0.069,-0.069,-15.434,-0.163,-17.95925,1.011,0.4,59.215,84.786,377.35,0.625,-54.0765,0,-0.2
2,6.5,0.09575,-4.24,0.8,-0.0445,-0.0445,-11.761,-0.291,-17.7845,0.96,0.235,59.67,84.8235,380.46,0.73,-54.3865,0,0
2,7.5,0.091,-3.595,0.67,-0.048,-0.048,-9.395,0.23275,-17.864,0.716,0.075,58.5125,84.8465,377.865,0.94,-35.962,20.3,5.3
2,8.5,0.082,-0.08,0.7,-0.073,-0.073,3.332,3.662,-15.9825,0.344,-0.01,44.545,84.9,378.71,1.825,8.57525,107.3,25.7
2,9.5,0.091,1.765,0.885,-0.219,-0.219,26.784,8.293,-9.0095,-0.364,0.01,39.4475,84.9,376.72,2.51,103.36,246.3,57.3
2,10.5,0.13625,2.37,1.165,-0.081,-0.081,55.426,12.8315,-5.56,0.214,0.085,35.45,84.85825,377.12,3.155,165.66,342.95,80.2
2,11.5,0.177,3.15,1.545,-0.463,-0.463,90.05075,17.114,-2.475,1.318,0.505,33.7625,84.8,374.975,3.355,210.66,432.4,97
2,12.5,0.222,3.355,1.92,-0.138,-0.138,106.245,13.7065,3.4535,2.554,2.435,31.82,84.7975,376.44,3.765,231.75,476,107
2,13.5,0.22125,4.33,1.895,-0.375,-0.375,104.9425,11.184,13.3255,4.3,3.93,30.53,84.682,374.5,4.265,221.6,455.6,103
2,14.5,0.2125,4.71,1.9,-0.184,-0.184,87.43625,10.6995,23.11,6.136,5.245,29.085,84.6095,376.25,4.97,183.675,417.5,92.9
2,15.5,0.203,4.87,1.77,-0.2155,-0.2155,55.284,7.774,22.218,6.927,6.035,28.1475,84.58775,374.935,5.005,100.7,276.2,59.3
2,16.5,0.1615,4.055,1.64,-0.107,-0.107,17.8575,3.47,14.9815,6.91475,6.0075,29.7,84.589,376.8925,4.3975,40.68,153.35,37
2,17.5,0.10225,2.7275,1.3725,-0.03975,-0.03975,-8.389,0.40375,4.803,6.533,5.4475,32.57,84.533,375.43,3.2975,-41.5225,28.25,6.6
2,18.5,0.07625,1.06,1.255,-0.04425,-0.04425,-12.731,-0.3785,-3.22,6.00475,4.645,36.7025,84.582,377.855,2.44,-69.93725,0,0
2,19.5,0.08725,0.07,1.135,-0.05825,-0.05825,-12.665,-0.1225,-9.486,5.21025,3.945,40.2975,84.6205,376.34,1.82,-65.20075,0,-0.2
2,20.5,0.0895,-0.595,1.04,-0.002,-0.002,-13.61225,-0.39575,-13.0205,4.25675,3.5,44.16,84.6625,377.7225,1.37,-63.86825,0,-0.2
2,21.5,0.10275,-0.9,0.98,-0.06075,-0.06075,-17.107,-0.1045,-14.143,3.81825,3.03,44.62,84.71475,376.535,1.395,-64.785,0,-0.2
2,22.5,0.10575,-1.19,0.95,-0.042,-0.042,-17.461,-0.079,-14.4035,3.25725,2.445,46.2425,84.7575,379.3475,1.15,-62.0645,0,-0.2
2,23.5,0.09125,-2.03,0.875,-0.03975,-0.03975,-15.428,-0.0265,-15.4405,2.91825,1.945,46.585,84.76125,376.665,1.15,-60.616,0,-0.2
3,0.5,0.094,0.925,1.08,-0.0585,-0.0585,-15.631,-0.4635,-17.463,7.6,6.085,44.21,84.69425,389.57,1.5925,-59.1505,0,-0.2
3,1.5,0.099,0.9475,1.02,-0.059,-0.059,-15.8335,-0.72375,-18.62625,6.955,5.7125,45.0925,84.6875,389.945,1.455,-56.9365,0,0
3,2.5,0.108,0.6825,0.95,-0.062,-0.062,-15.1425,-0.61,-19.18,6.483,5.385,47.11,84.64775,390.095,1.295,-55.67775,0,0
3,3.5,0.099,0.255,0.83,-0.087,-0.087,-15.52025,-0.594,-19.737,5.93,4.9075,46.805,84.67725,389.935,1.1925,-57.43975,0,-0.2
3,4.5,0.088,-0.24,0.81,-0.069,-0.069,-13.1495,-0.81575,-19.461,5.581,4.5275,50.86,84.6935,390,1.155,-55.757,0,-0.15
3,5.5,0.093,0.075,0.7425,-0.063,-0.063,-13.075,-0.9005,-20.493,5.325,4.225,51.865,84.7575,390.1175,1.225,-55.8185,0,0
3,6.5,0.0885,0.29,0.795,-0.0745,-0.0745,-11.77025,-0.93175,-20.529,4.823,3.955,50.5875,84.8,389.8875,1.125,-45.119,3,0.65
3,7.5,0.09575,2.8325,0.7375,-0.1395,-0.1395,0.7855,4.6785,-18.924,4.381,3.8975,40.495,84.8155,389.545,2.3425,7.2145,84,20.7
3,8.5,0.128,3.9225,1.07,-0.1665,-0.1665,33.31275,12.51625,-13.058,4.694,4.3625,35.5,84.8,388.945,3.0875,81.769,216.05,52.9
3,9.5,0.162,5.115,1.2725,-0.227,-0.227,78.371,17.187,-3.9855,5.357,5.245,31.34,84.8,388.21,3.845,192.18,380.75,89.5
3,10.5,0.2185,6.3125,1.61,-0.405,-0.405,126.59,20.6725,5.957,6.721,6.335,28.51,84.8,387.3425,4.53,272.6225,497.425,113.75
3,11.5,0.247,6.835,2.08,-0.37775,-0.37775,166.03,21.15725,14.5825,9.2325,7.92,25.8225,84.78,387.12,5.2125,324.07,617.7,134.6
3,12.5,0.262,7.59,2.275,-0.44325,-0.44325,170.04,20.593,24.281,11.29875,9.9175,24.265,84.7,386.925,5.9175,317.7475,591.8,135.6
3,13.5,0.267,8.2675,2.2725,-0.40325,-0.40325,167.005,18.403,28.195,12.84,10.95,22.69,84.7,386.9625,6.1475,299.94,599.775,127.25
3,14.5,0.275,8.415,2.15,-0.3345,-0.3345,122.4475,15.60825,27.525,13.76125,11.8925,21.2,84.6,386.8325,6.7275,230.87,503.05,115.65
3,15.5,0.2635,8.3825,2.11,-0.332,-0.332,86.021,12.639,25.8115,14.19125,12.3125,21.385,84.6,386.52,6.445,157.65,348.075,77.55
3,16.5,0.204,8.1225,1.8425,-0.2325,-0.2325,44.02025,8.6285,17.065,14.05,12.035,20.74,84.6,386.51,5.87,72.68525,198.4,46.2
3,17.5,0.14,7.15,1.5225,-0.067,-0.067,1.36675,4.2815,8.94,13.81,11.175,22.82,84.57075,387.17,5.205,-3.4055,70.5,17.05
3,18.5,0.087,5.6925,1.275,0.0235,0.0235,-21.915,-0.039,-0.128,13.05,10.3325,26.2025,84.567,388.04,4.3075,-64.78275,2.85,0.45
3,19.5,0.0915,4.8925,1.3125,-0.0455,-0.0455,-19.433,-0.23625,-7.953,12.03,9.325,30.35,84.6,389.165,3.27,-66.72775,0,-0.2
3,20.5,0.096,4.01,1.0325,-0.04825,-0.04825,-16.115,-0.9155,-12.2415,10.87,8.63,34.2075,84.63875,388.9,2.3825,-61.855,0,-0.2
3,21.5,0.09575,3.5825,1.0825,-0.01475,-0.01475,-22.84825,-0.045,-14.7745,10.07,8.1475,34.725,84.7,389.705,2.3825,-60.579,0,-0.2
3,22.5,0.10875,2.6275,1.1125,-0.028,-0.028,-22.14625,-0.019,-16.30625,9.55,7.435,36.3,84.7,389.515,2.265,-60.1355,0,-0.2
3,23.5,0.107,2.49,1.12,-0.004,-0.004,-17.81525,-0.297,-17.015,8.69,6.87,38.27,84.7,389.46,1.9075,-58.627,0,-0.2
4,0.5,0.103,7.5525,1.215,0.0195,0.0195,-27.81,0.6185,-19.683,13.4575,13.065,27.85,84.5,379.45,4.9225,-69.5655,0,0
4,1.5,0.10175,6.85,1.1325,0.026,0.026,-26.04925,0.36175,-19.639,12.775,12.59,29.6375,84.5,379.105,4.5425,-68.3185,0,0
4,2.5,0.1015,6.915,1.03,-0.006,-0.006,-24.8985,-0.22,-19.80125,12.3,12.0675,30.45,84.5,379.62,4.255,-66.0015,0,-0.2
4,3.5,0.0915,5.8775,1.0425,-0.004,-0.004,-21.0075,-0.19225,-20.84625,11.81375,11.61,32.495,84.5,379.595,3.97,-64.569,0,-0.2
4,4.5,0.094,5.3925,1.09,-0.0355,-0.0355,-22.926,-0.3515,-21.295,11.275,11.2175,33.6325,84.5,379.46,3.545,-62.889,0,-0.2
4,5.5,0.087,5.11,1.0325,-0.06225,-0.06225,-19.05525,-0.226,-21.599,10.6825,10.78,33.94,84.527,379.2325,3.55,-58.665,0.8,0.2
4,6.5,0.105,7.3825,0.94,-0.235,-0.235,-9.8835,2.502,-21.042,10.1825,10.4125,30.165,84.6,379.05,4.5325,-14.54,55.45,13.55
4,7.5,0.131,9.66,1.4525,-0.724,-0.724,17.4325,9.62775,-15.939,9.8925,10.4,26.7175,84.6,377.7475,6.21,80.13625,212.475,49.25
4,8.5,0.1525,10.8075,1.3525,-1.029,-1.029,73.371,16.11025,-8.6665,9.2975,11.17,22.79,84.6,377.205,6.9325,180.775,388.775,88.75
4,9.5,0.22,11.6625,1.69,-1.4105,-1.4105,134.945,20.5665,-0.963,10.075,12.1975,20.895,84.595,376.5425,7.445,306.1375,607.8,132.3
4,10.5,0.2605,12.745,2.21,-1.425,-1.425,176.7525,24.8325,8.43875,12.2225,13.9725,19.045,84.52525,376.25,8.59,380.14,716.325,150.7
4,11.5,0.285,13.405,2.5425,-1.458,-1.458,201.6725,24.322,17.4515,14.63,15.5825,17.61,84.5,375.9,9.5575,394.165,752.175,161.8
4,12.5,0.31075,14.155,2.61,-1.45875,-1.45875,209.9475,25.2575,23.90175,16.76,17.0575,17.015,84.45,376.225,10.67,400.6825,765.55,164.5
4,13.5,0.30375,14.795,2.7025,-1.4355,-1.4355,200.57,24.427,27.33625,18.34,18.43,15.915,84.4,376.1475,11.6425,384.615,715.7,153.5
4,14.5,0.3215,15.5925,2.8475,-1.4515,-1.4515,179.83,20.6495,29.60375,19.4725,19.3275,14.9075,84.332,375.795,12.375,318.885,635.9,142.9
4,15.5,0.304,15.445,2.7625,-1.3035,-1.3035,126.06,19.38425,24.5695,20.155,19.6425,14.4475,84.287,376.0375,12.5725,210.215,460.05,100.95
4,16.5,0.2705,14.82,2.63,-1.07525,-1.07525,73.728,13.0605,19.15125,20.47875,19.5425,15.1125,84.3,376.205,11.575,114.835,267.45,64.85
4,17.5,0.2235,14.28,2.315,-0.67475,-0.67475,20.95025,8.594,9.164,20.03,18.9525,15.7,84.3,376.255,10.9025,36.1025,132.9,32.55
4,18.5,0.124,12.695,1.65,0.0185,0.0185,-21.06225,2.162,1.01225,19.41,18.315,17.47,84.3,376.825,9.6425,-64.4695,17.25,3.6
4,19.5,0.10325,10.7325,1.5275,0.0315,0.0315,-30.911,1.106,-7.546,18.66,17.13,19.9275,84.347,377.45,7.81,-78.774,0,0
4,20.5,0.11575,10.3,1.265,0.069,0.069,-25.42,0.482,-14.024,17.505,16.1,22.3725,84.4,377.71,7.3525,-72.67,0,-0.2
4,21.5,0.102,9.495,1.24,0.057,0.057,-23.74375,0.272,-18.032,16.297,15.385,24.7175,84.43425,378.4725,6.6725,-70.87175,0,-0.2
4,22.5,0.1025,8.5175,1.38,0.0845,0.0845,-28.77425,1.07375,-19.204,15.16125,14.645,26.0375,84.474,378.75,5.675,-72.2895,0,-0.2
4,23.5,0.122,7.7425,1.4025,0.07,0.07,-30.32,0.826,-19.27625,14.4775,13.9625,26.6475,84.5,378.65,5.425,-70.8895,0,0
5,0.5,0.11025,12.46,1.21,0.1345,0.1345,-26.391,0.6985,-17.175,19.65125,19.56,23.52,84.788,384.56,8.47,-71.356,0,0
5,1.5,0.0995,11.15,1.04,0.051,0.051,-23.529,0.17325,-18.3385,19.12,18.89,25.23,84.77,384.49,7.4,-67.8005,0,-0.2
5,2.5,0.096,10.63,1.01,0.0895,0.0895,-19.8525,-0.012,-18.6265,18.4,18.19,25.92,84.781,383.845,6.47,-66.016,0,0
5,3.5,0.09075,9.86,0.98,0.0425,0.0425,-18.589,0.069,-19.0425,17.695,17.54,27.82,84.798,383.39,6.34,-63.7195,0,-0.2
5,4.5,0.0855,9.4625,0.9875,-0.022,-0.022,-15.5745,-0.0255,-19.2485,17.06875,17.0075,28.68,84.7975,382.5775,6.395,-61.6295,0,0
5,5.5,0.0835,10.3425,0.8975,-0.0845,-0.0845,-13.90875,1.169,-19.546,16.425,16.4575,28.9375,84.8,382.74,6.6,-39.83175,16.225,5.95
5,6.5,0.097,13.2,1.01,-0.813,-0.813,3.679,7.44275,-18.49,15.90875,16.265,24.885,84.811,379.525,9.2925,37.04,142.525,39.35
5,7.5,0.1405,14.6525,1.49,-1.643,-1.643,36.289,15.844,-13.5865,15.32625,16.715,21.5275,84.85,378.07,10.74,137.5,312.575,75.3
5,8.5,0.153,16.16025,1.315,-2.417,-2.417,88.232,25.448,-5.8745,15.27,17.4675,18.7975,84.85,376.77,12.135,263.64,505.325,121.4
5,9.5,0.21475,16.9225,1.8975,-2.774,-2.774,138.575,26.3965,2.07075,16.43,18.865,17.28,84.8125,376.58,13.4275,350.9475,676.625,152.8
5,10.5,0.25125,18.0825,2.3075,-2.91425,-2.91425,182.84,38.5245,10.88075,18.41125,20.0125,16.18,84.8,375.8525,15.4025,431.745,831.375,182.5
5,11.5,0.291,19.07,2.4725,-2.6675,-2.6675,200.435,39.54125,19.241,21.0825,21.57,14.6825,84.75,374.82,16.8825,451.45,892.75,188.35
5,12.5,0.305,19.83,2.73,-2.7265,-2.7265,218.8925,40.179,25.225,23.265,23.3375,13.3325,84.70425,374.48,17.985,432.08,897.3,191.95
5,13.5,0.325,20.275,2.9,-2.609,-2.609,203.9225,39.085,30.675,24.75,24.75,12.79,84.67525,374.245,18.35,392.8975,792.6,179.15
5,14.5,0.332,20.955,2.8675,-2.61275,-2.61275,169.35,37.4365,30.39425,26.12,25.7875,12.245,84.6205,374.465,18.78,330.29,718.7,163.05
5,15.5,0.30775,21.3175,2.8175,-2.395,-2.395,125.62,28.9125,27.197,26.65,26.44,12.4075,84.549,374.6375,19.2325,259.1125,568.1,132.6
5,16.5,0.276,20.7175,2.6075,-1.8965,-1.8965,79.1825,20.4515,25.09375,27.1825,26.63,12.3,84.6,374.67,18.9625,142.3075,386.425,92.2
5,17.5,0.2565,20.395,2.3075,-1.417,-1.417,27.5675,13.80475,17.76375,27.15,26.1925,12.9925,84.59775,377.05,17.63,43.7825,209.05,51.75
5,18.5,0.163,18.7025,1.87,-0.432,-0.432,-10.984,5.746,8.034,26.015,25.2675,14.0475,84.6005,376.3475,16.375,-26.28,66.8,16.85
5,19.5,0.089,17.0825,1.4375,0.1535,0.1535,-25.87125,0.61475,0.718,24.71625,24.04,15.69,84.626,381.32,14.2075,-80.998,2.4,0.4
5,20.5,0.097,16.03775,1.345,0.142,0.142,-26.46275,0.4115,-6.85625,23.6575,22.8175,17.615,84.6885,380.015,12.3,-76.472,0,-0.2
5,21.5,0.09625,14.715,1.11,0.122,0.122,-24.2665,0.521,-11.6045,22.37375,21.8225,19.2075,84.7,386.2025,11.3125,-72.20475,0,-0.2
5,22.5,0.112,14.05,1.4,0.192,0.192,-30.061,0.508,-14.65,21.22375,20.995,20.44,84.74175,383.13,10.265,-72.915,0,0
5,23.5,0.1105,13.725,1.35,0.202,0.202,-30.9165,0.70925,-16.014,20.6975,20.2775,21.23,84.7955,383.5975,9.8275,-72.264,0,0
6,0.5,0.119,19.5325,1.315,0.057,0.057,-31.331,0.12675,-15.02425,26.50375,26.3725,16.36,84.7745,378.915,16.34,-71.28625,0,-0.15
6,1.5,0.108,18.465,1.1925,0.033,0.033,-28.35475,-0.19425,-15.8415,25.72875,25.57,16.695,84.7865,378.6175,14.6975,-67.654,0,0
6,2.5,0.107,17.845,1.1425,0.0185,0.0185,-21.775,-0.308,-16.94225,24.87375,24.725,17.7125,84.8,379.29,14.0975,-63.83925,0,-0.2
6,3.5,0.098,16.825,1.04,-0.024,-0.024,-17.9425,-0.229,-17.5715,24.095,23.9725,18.61,84.8,378.7375,13.23,-62.60725,0,-0.2
6,4.5,0.096,16.1475,0.98,0.019,0.019,-16.9,-0.2375,-18.47675,23.105,23.3275,18.6225,84.8,379.61,12.14,-59.7805,0.6,0
6,5.5,0.091,18.29,0.85,-0.12725,-0.12725,-13.29975,0.521,-18.6305,22.485,22.87,18.08,84.87625,378.98,14.03,-31.821,34,15
6,6.5,0.109,21.02,0.99,-0.8495,-0.8495,8.27,4.3335,-17.0205,21.6,22.62,16.83,84.9,377.4,18.06,48.03625,192.7,56.6
6,7.5,0.13675,22.58,1.43,-1.25,-1.25,46.73275,8.6655,-11.855,20.8975,22.86,15.02,84.9,376.15,20.28,146.95,408.8,106.2
6,8.5,0.178,24.51,1.4,-1.5935,-1.5935,101.66,11.924,-6.264,21.0925,23.92,14.38,84.9,375.4,23.11,273.3,600.8,145
6,9.5,0.231,25.4775,1.78,-1.625,-1.625,163.1525,14.8095,0.475,22.805,25.535,13.39,84.9,374.81,25.305,368.05,780.7,173.25
6,10.5,0.292,26.555,2.14,-1.5515,-1.5515,212.1,15.86975,7.909,24.92,27.47,12.4325,84.9,374.4375,28.19,450,909.55,194.95
6,11.5,0.3205,27.5525,2.5025,-1.22,-1.22,245.45,15.154,15.90475,28.3075,29.46,11.6875,84.8,374.52,30.1775,488.81,984.5,208.7
6,12.5,0.36325,28.3775,2.7425,-1.141,-1.141,253.6025,15.474,23.0575,30.88,31.5125,10.715,84.7625,374.78,31.97,465.9125,978.75,209.2
6,13.5,0.384,29.37,3.0125,-1.16,-1.16,253.11,14.55725,28.39875,33.42,33.3075,10.245,84.7,375.08,33.9625,424.5,949.95,207
6,14.5,0.392,29.5075,3.1725,-1.1725,-1.1725,217.7975,11.8225,28.70875,35.23,34.3725,9.5325,84.63775,374.99,35.0925,347.665,843.05,190.3
6,15.5,0.3755,29.685,3.23,-1.23,-1.23,174.03,10.2435,25.77,36.1175,35.1625,9.3225,84.6,374.605,34.66,244.7875,680.1,157.55
6,16.5,0.356,29.11,3.01,-1.006,-1.006,122.9475,8.172,25.205,36.36,35.245,9.375,84.6,374.645,33.69,155.575,485.95,118.8
6,17.5,0.312,28.685,2.86,-1.046,-1.046,60.628,5.75025,21.12125,35.8475,34.765,9.525,84.5925,374.7075,32.38,64.58175,307.6,78.4
6,18.5,0.22625,27.185,2.33,-0.57,-0.57,0.596,2.53775,13.09275,34.5,33.82,9.96,84.6,375.27,29.94,-17.4045,110.7,28.4
6,19.5,0.11925,25.56,1.71,0.0445,0.0445,-35.34775,0.205,5.2955,33.3075,32.39,10.77,84.65,375.6025,27.13,-84.81525,8.9,1.8
6,20.5,0.092,23.64,1.375,0.025,0.025,-28.55125,-0.1265,-2.27175,31.735,31,12.47,84.7,376.1275,22.3,-81.87325,0,0
6,21.5,0.095,22.115,1.02,0.0235,0.0235,-24.827,-0.0905,-8.764,30.1825,29.645,13.655,84.75,376.37,20.265,-73.716,0,-0.2
6,22.5,0.118,21.46,1.17,0.063,0.063,-28.31375,-0.0965,-11.98575,29.05,28.45,13.95,84.7785,377.4275,18.91,-74.8335,0,-0.2
6,23.5,0.115,20.515,1.355,0.10775,0.10775,-33.20625,0.178,-14.09275,27.815,27.38,15.09,84.78275,378.1825,17.305,-73.05475,0,0
7,0.5,0.119,23.225,1.1125,0.04175,0.04175,-20.776,-0.719,-16.98725,30.80375,28.99,25.16,85.0895,377.42,16.2025,-55.2795,0,0
7,1.5,0.105,22.145,1.0425,0.0455,0.0455,-18.5845,-0.25525,-17.27525,29.7175,28.1175,27.2925,85.076,378.16,15.5825,-54.55975,0,0
7,2.5,0.102,21.855,0.91,0.048,0.048,-15.744,-0.4005,-17.663,28.7375,27.49,27.3775,85.1,377.71,14.385,-52.43525,0,0
7,3.5,0.10025,20.8225,0.87,0.006,0.006,-13.31225,-0.783,-18.05925,27.81625,26.8425,29.135,85.1,377.655,13.63,-51.672,0,0
7,4.5,0.089,20.585,0.81,-0.02175,-0.02175,-11.2255,-0.6035,-18.60725,26.8925,26.1725,30.3925,85.1045,378.12,12.805,-50.0495,0,0
7,5.5,0.094,21.4275,0.7225,-0.05275,-0.05275,-10.4935,-0.149,-19.26725,26.085,25.625,30.11,85.2,378.585,12.765,-33.67125,13.725,5.4
7,6.5,0.09825,24.03,0.87,-0.297,-0.297,3.22125,3.1455,-17.965,25.34625,25.285,27.91,85.2,377.61,16.305,22.993,129.25,33.3
7,7.5,0.10925,26.1325,1.2825,-0.43,-0.43,31.867,7.027,-12.7485,24.94,25.5725,23.9275,85.20925,376.63,19.875,90.285,296.825,69.6
7,8.5,0.1415,27.72,1.22,-0.44,-0.44,77.125,9.891,-6.27825,25.6925,26.3975,21.045,85.2125,376.105,23.09,186.3875,499.1,112.45
7,9.5,0.18825,28.875,1.47,-0.372,-0.372,132.0775,12.20975,-0.002,26.84125,27.9775,19.955,85.2,375.5475,26.625,309.3375,699.4,145.5
7,10.5,0.2325,29.94,1.79,-0.2845,-0.2845,190.0775,13.88,6.88575,28.7575,29.88,18.2675,85.2,375.49,29.405,398.875,830.375,171.5
7,11.5,0.2845,30.8425,2.105,-0.2025,-0.2025,223.11,12.40975,14.84625,31.9125,31.955,16.405,85.15,375.2825,31.6625,425.4475,891,182.85
7,12.5,0.31025,31.4675,2.3225,-0.1005,-0.1005,222.5,11.99675,21.8425,35.2125,33.9125,15.1675,85.1,375.02,33.4625,344.565,865.075,176.25
7,13.5,0.33075,32.26,2.5425,-0.1265,-0.1265,216.34,10.6385,26.11,37.435,35.5625,14.555,85.021,375.235,36.24,354.1,737.95,159.4
7,14.5,0.344,32.72,2.52,-0.114,-0.114,175.2625,9.48,27.363,38.9425,36.8475,13.4475,85,374.91,37.62,273.29,679.05,148.75
7,15.5,0.31575,32.31,2.4975,-0.162,-0.162,146.89,7.7835,24.09,40.0125,37.415,13.6075,84.9,374.57,37.0375,209.5075,572,131.85
7,16.5,0.29875,31.83,2.43,-0.174,-0.174,105.7425,5.6,22.74125,40.33,37.305,12.8775,84.9,375.07,34.39,122.575,370.6,87.95
7,17.5,0.2915,30.98,2.5325,-0.15275,-0.15275,41.059,3.45425,17.0735,40.5325,36.8775,13.1725,84.82525,375.3925,31.2275,38.59925,171.9,43.7
7,18.5,0.227,29.4925,2.2925,-0.065,-0.065,4.882,1.121,8.297,39.395,35.7525,14.1525,84.859,375.06,28.03,-18.49025,70.05,16.65
7,19.5,0.123,28.2325,1.7925,0.06575,0.06575,-20.67925,-0.14725,0.8055,38.04625,34.13,15.845,84.9,375.3275,24.17,-67.75,8,1.8
7,20.5,0.116,26.0325,1.3525,0.039,0.039,-17.2755,-0.1105,-7.85775,36.2,32.845,17.9775,84.95625,375.8925,21.655,-67.221,0,0
