DOY2,HR2,PA,TA,RH,PPFD_IN,PPFD_OUT,WS,USTAR,TS_1,TS_2,T_SONIC,G_1,G_2,CO2,H2O,FC,LE,H
1,9.25,96.83375,-29.154325,66.1633,47.177275,40.832825,0.55881875,0.01,-5.322825,-4.33639,-36.55135,-20.02395,-33.381575,392.92145,0.28937475,-0.0446972,-0.33639125,-32.4358
1,9.75,96.86475,-28.04795,63.533575,97.242975,75.4398,1.004417,0.01,-5.332315,-4.33673,-36.55135,-19.9036,-33.2786,392.92145,0.28937475,-0.0446972,-0.33639125,-32.4358
1,10.25,96.90675,-27.44355,64.403925,125.88275,105.442,2.5525,0.10511025,-5.342825,-4.34225,-28.15575,-20.001,-33.2149,393.37478,0.359862,-0.0446972,-0.33639125,-13.77905
1,10.75,96.88225,-27.013225,62.540175,178.155,159.5755,1.8606725,0.0212783,-5.34473,-4.335545,-27.541225,-20.10385,-32.52615,393.1469,0.3872955,-0.483796,-4.400275,-12.0872775
1,11.25,96.91,-26.31835,61.511475,230.53575,189.19625,0.9630575,0.01,-5.35919,-4.3391325,-27.2774,-20.177125,-31.335825,392.931275,0.403715,-0.1261685,-0.581434325,-5.1456775
1,11.75,96.83825,-25.672225,60.53685,265.3375,207.955,2.2155225,0.0825154,-5.371115,-4.3519125,-26.67465,-20.517625,-30.1315,392.4724625,0.43812375,-0.0399425,-1.228396,-55.800495
1,12.25,96.801,-25.534975,59.42085,294.669,216.104,2.35757,0.048348,-5.36742,-4.342495,-25.9616,-20.5802,-28.78045,392.39271,0.48336,-0.08371521,0.3020275,-13.5364
1,12.75,96.7465,-24.904725,56.516975,316.52575,234.969,1.91772,0.0721545,-5.3710925,-4.362315,-25.5385,-20.63955,-27.56555,392.395325,0.508605,0.029495,-1.014764,-23.812755
1,13.25,96.683,-24.784,57.020875,307.96375,209.70925,1.553435,0.1068045,-5.36759,-4.3654075,-25.392325,-20.48755,-26.3485,392.355925,0.52701025,-0.11333,-0.5336695,-14.27405
1,13.75,96.66725,-24.6583,59.68105,282.396,186.086,1.92067,0.0621725,-5.3935075,-4.381265,-25.1725,-20.37535,-25.4359,392.1898325,0.53251,-0.1655075,-2.4389075,-43.290595
1,14.25,96.6505,-24.5877,59.748175,281.10875,168.531,0.963065,0.026644,-5.3877225,-4.37343,-25.077075,-19.9874,-24.6836,391.947865,0.548513,-0.17298005,-3.520485,-44.64525
1,14.75,96.65925,-24.980475,60.489225,193.403,106.00905,1.5974375,0.037720525,-5.39302,-4.392595,-24.986275,-19.8209,-24.1433,391.9759,0.557094,-0.40062,-0.35067956,-36.66001
1,15.25,96.64475,-25.015175,60.616175,135.80575,62.39885,2.60178,0.110102675,-5.3989575,-4.39129,-24.78635,-19.44985,-23.47165,392.25444,0.56936875,-0.0081584,-0.91911675,-26.04121
1,15.75,96.6625,-25.21095,61.997275,97.89015,20.1321,1.119978,0.0330503,-5.4066275,-4.38714,-24.870825,-18.942,-23.0425,392.3466625,0.56881,-0.1011040125,-1.39106,-40.1120925
1,16.25,96.74025,-25.9752,63.9687,42.273925,3.1953075,2.02903,0.02329055,-5.40542,-4.3927775,-25.02015,-18.78795,-23.188425,392.23771,0.570736,-0.00470425,-2.0094625,-43.4095575
1,16.75,96.755,-27.2885,65.1769,8.51382,0.00358928,1.601565,0.01,-5.422765,-4.407405,-25.40335,-18.6083,-23.83,392.25075,0.55708075,0.0155661,-2.54265,-40.90924
1,17.25,96.783,-28.250975,67.517725,0.32435025,-0.0262402,1.747275,0.01,-5.4088625,-4.40254,-26.01205,-18.0276,-24.8449,392.595425,0.5460425,-0.10422775,-3.193505,-32.65292
1,17.75,96.80675,-28.4075,66.61345,0.003053745,-0.08206675,1.53802,0.01,-5.4199575,-4.401525,-26.498125,-18.0826,-26.2071,392.88765,0.54052,-0.00161605,-2.561435,-31.05905
1,18.25,96.77425,-29.382925,66.393775,-0.00645866,-0.078425,1.4292925,0.01,-5.413315,-4.39481,-26.333975,-17.7694,-27.108,393.1299,0.5443325,0.0041658,-1.15521725,-24.43982
1,18.75,96.74875,-31.170025,65.470725,-0.012828175,-0.086332175,1.2628665,0.01,-5.4068975,-4.39551,-26.741425,-17.86475,-27.703125,393.1736775,0.5297145,-0.046034125,-4.35258,-36.51931
1,19.25,96.73,-31.38895,65.55185,-0.011728275,-0.0995546,0.96737325,0.01,-5.3904575,-4.38624,-27.4345,-18.0242,-28.28395,393.475765,0.500952,-0.021318075,-4.1197725,-36.139965
1,19.75,96.70975,-31.8845,66.726375,-0.016638775,-0.08251155,0.529255,0.01,-5.3886,-4.386305,-28.45515,-18.00205,-28.52905,380.7118675,0.471581,-0.801490158333333,-3.48989275,-35.3659725
1,20.25,96.7295,-32.278825,66.9037,-0.014724975,-0.083496875,0.912324,0.01,-5.3807475,-4.380455,-28.986775,-17.805425,-28.51845,367.94797,0.471581,-1.62941214166667,-3.48989275,-35.3659725
1,20.75,96.727,-32.4601,65.846975,-0.016165675,-0.0900444,0.575385,0.01,-5.3657825,-4.36378,-24.6486,-17.6534,-28.3616,367.94797,0.471581,-2.457334125,-3.48989275,-35.3659725
1,21.25,96.7515,-33.27935,63.370525,-0.011337775,-0.08654515,0.51816975,0.01,-5.35292,-4.358785,-25.11445,-17.8824,-28.9377,367.94797,0.471581,-2.457334125,-3.48989275,-35.3659725
1,21.75,96.873,-32.155575,63.77055,-0.01575275,-0.0887028,0.4609545,0.01,-5.3552275,-4.3622625,-24.8731,-17.31425,-28.378525,367.94797,0.471581,-2.457334125,-3.48989275,-35.3659725
1,22.25,96.95475,-31.74865,63.9051,-0.011334625,-0.0786912,0.566332,0.01,-5.349035,-4.3650475,-24.678075,-17.701175,-29.235275,367.94797,0.471581,-2.457334125,-3.48989275,-35.3659725
1,22.75,97.029,-31.2223,63.550675,-0.01709395,-0.0755873,0.3918115,0.01,-5.34395,-4.364375,-24.678075,-17.9148,-29.87995,367.94797,0.471581,-2.457334125,-3.48989275,-35.3659725
1,23.25,97.066,-30.694875,63.624625,-0.015449625,-0.07782725,0.39122225,0.01,-5.337835,-4.3616125,-24.678075,-18.046,-30.618125,367.94797,0.471581,-2.457334125,-3.48989275,-35.3659725
1,23.75,97.125,-31.309475,63.227525,-0.0122549,-0.074468225,0.39122225,0.01,-5.33357,-4.359085,-24.678075,-17.827725,-30.424775,367.94797,0.471581,-2.457334125,-3.48989275,-35.3659725
2,0.25,96.81225,-29.677475,61.4727,-0.00665535,-0.000224826,0.59769075,0.01,-5.333675,-4.42721,-25.172925,-15.5668,-26.1078,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,0.75,96.7025,-28.78055,62.2635,-0.009411,-0.00024123,0.59769075,0.01,-5.370675,-4.37995,-25.172925,-13.82925,-26.896,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,1.25,96.66125,-28.691325,63.174425,-0.0130695,-0.0003890925,0.59769075,0.01,-5.226925,-4.258575,-25.172925,-15.46015,-18.59255,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,1.75,96.65225,-29.0259,63.824075,-0.01253575,-0.0063955875,0.6050295,0.01,-5.247625,-4.1536725,-25.172925,-14.48965,-27.383225,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,2.25,96.62225,-30.069875,64.3136,-0.008941775,-0.0025768,0.61236825,0.01,-5.24855,-3.90466,-25.172925,-14.8104,-18.5118,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,2.75,96.62,-30.492575,63.43885,-0.0105975,7.224075e-05,0.619707,0.01,-5.339925,-4.439985,-25.172925,-14.632725,-18.42395,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,3.25,96.621,-30.814375,62.760175,-0.01140525,-4.186e-05,0.62704575,0.01,-5.21325,-4.3949,-25.172925,-15.6349,-27.04045,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,3.75,96.61325,-31.517825,60.996375,-0.00945595,-0.0067428375,0.6343845,0.01,-5.38725,-4.34545,-25.172925,-15.817,-26.94875,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,4.25,96.6565,-31.7648,59.037175,-0.01082425,-0.000216168953775,0.64172325,0.01,-5.266975,-3.77735,-25.172925,-15.015025,-18.80175,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,4.75,96.74725,-32.048025,59.30325,-0.01032715,-0.001446375,0.649062,0.01,-5.262175,-4.236435,-25.172925,-14.1553,-18.628525,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,5.25,96.83475,-32.304725,57.80775,-0.0157115,0,0.65640075,0.01,-5.293225,-3.6054275,-25.172925,-10.2437125,-16.499325,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,5.75,96.93,-32.144775,58.007825,-0.01024975,-0.003895125,0.6637395,0.01,-5.2357,-4.316785,-25.172925,-16.45385,-28.3838,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,6.25,96.97675,-32.863775,58.3208,-0.008304375,0.006136125,0.67107825,0.01,-5.298825,-4.31325,-25.172925,-14.357625,-19.013125,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,6.75,97.008,-32.8492,58.634225,-0.010347,1.477127,0.678417,0.01,-5.381025,-4.387895,-25.172925,-13.66225,-20.9744,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,7.25,97.0425,-31.4955,60.382375,0.00349935,20.721575,0.68575575,0.01,-5.218875,-4.41753,-25.172925,-16.784475,-28.70915,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,7.75,97.077,-29.0573,57.46555,1.0328375,69.3445,0.6930945,0.01,-5.38645,-4.2983875,-25.172925,-13.31775,-21.09035,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,8.25,97.12475,-27.109175,56.893075,18.99225,146.338,0.70043325,0.01,-5.384525,-4.383655,-25.172925,-16.7479,-28.60235,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,8.75,97.159,-26.016975,55.218925,74.2405,221.93625,0.707772,0.01,-5.21625,-4.2021375,-25.172925,-16.85525,-28.050625,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,9.25,97.158,-24.647325,54.2301,152.7325,310.212,0.55881875,0.01,-5.321875,-4.23256,-25.172925,-15.3212,-20.112,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,9.75,97.1325,-24.012475,53.154125,245.285,443.1245,0.653836,0.01,-5.3128,-4.34537,-25.172925,-14.367675,-19.715675,395.3722725,0.587206,-0.0446972,-1.000899,-32.4358
2,10.25,97.12375,-23.517175,52.456625,325.6825,346.202,1.7008755,0.01,-5.381125,-4.26358,-24.4637,-13.2038,-20.6138,394.5283575,0.75077475,-0.0446972,-1.000899,-7.38887
2,10.75,97.10375,-22.832825,51.50035,386.845,414.33125,0.762847,0.01,-5.293725,-4.4094,-22.9335,-17.69825,-24.569875,394.09635,0.839009,-0.179866,-3.24856,-8.69638
2,11.25,97.0905,-22.65915,51.699225,398.05,446.318,1.25493,0.0204214,-5.3775125,-4.3443,-21.9012,-15.05635,-19.56545,393.09379,0.863895,-0.63067,-0.330974,-2.44371
2,11.75,97.11925,-22.344525,50.643075,484.905,594.1595,0.88779,0.01,-5.181025,-4.399535,-21.192225,-18.097,-22.67875,392.42016,0.868364,-0.3430354,-0.1904594,-3.47945
2,12.25,97.14925,-22.0939,49.452475,518.135,555.947,0.819611,0.0629975,-5.184325,-4.07833,-20.6169,-18.3229,-21.7237,391.888155,0.909912,-0.0263065,0.219607,-2.8258
2,12.75,97.15675,-21.909025,48.719425,572.2375,589.45,1.710975,0.0428212,-5.1943,-4.2975,-20.7949,-18.436,-20.9335,391.75446,0.910967,-0.083213,-0.733416,-4.76845
2,13.25,97.1015,-21.667475,48.0554,613.48,514.27275,1.4227225,0.069745,-5.2321,-4.302045,-20.3937,-18.014225,-19.140175,391.80345,0.915454,-0.0848331,-0.4138577,-8.70326
2,13.75,97.00075,-21.493575,50.372775,595.9775,553.355,1.44825,0.0564732,-5.23255,-4.2495,-19.5576,-15.21125,-16.6645,392.02034,0.890137,-0.01416876,-0.0610255,-11.55919
2,14.25,96.94775,-21.4857,50.4564,532.65,326.3755,1.00976925,0.0553787,-5.2335725,-4.14022,-19.459,-13.754875,-14.4961,392.35417,0.885359,-0.1954717,-0.584587,-15.08077
2,14.75,96.886,-21.371825,50.70105,410.8225,261.835,1.3796375,0.0633555,-5.1827175,-4.3063375,-19.524,-18.318625,-15.881,392.74896,0.869897,-0.08755145,-2.42423,-17.44483
2,15.25,96.87825,-21.412125,53.22355,335.2685,184.06375,1.48427,0.0174433,-5.2896675,-4.363075,-19.7081,-16.58375,-14.62925,393.58058,0.889523,-0.278361,-1.934266,-16.70327
2,15.75,96.84025,-21.496175,53.526475,281.20975,103.531875,1.15425175,0.01,-5.25481,-4.37905,-20.1982,-18.233875,-15.009625,394.2263,0.865167,-0.0271935,-0.7329398,-24.43535
2,16.25,96.808,-21.971,55.0761,204.76325,26.835,0.910995,0.01,-5.327805,-4.41815,-20.8082,-14.599,-14.54475,394.65711,0.867519,-0.426321,-3.73154,-29.5145
2,16.75,96.7525,-22.583325,55.6838,106.01675,2.10861,0.7989795,0.01,-5.35459,-4.454605,-20.9182,-14.51055,-14.9057,395.24178,0.882219,-0.259463,-0.68704,-29.32489
2,17.25,96.7805,-23.28365,58.42145,30.302925,0.0001125075,0.784481,0.01,-5.34587,-4.427445,-21.6068,-16.69735,-15.6151,396.11144,0.841314,-0.1551962,-0.18616,-28.91001
2,17.75,96.868,-24.64325,60.18325,1.7091125,-0.00020093125,0.69547,0.0086939125,-5.34977,-4.3553875,-23.0582,-16.395625,-16.450875,396.951295,0.7614845,-0.08491085,-0.92747425,-36.38557
2,18.25,96.91675,-25.031775,58.2537,0.0242675,0,0.53657,0.01,-5.3058475,-4.45143,-23.31425,-15.7263,-15.6107,397.7851325,0.737225,-0.11110855,-5.7506,-33.41785
2,18.75,96.72625,-25.524875,59.530275,0.000458965,0,0.5153135,0.01,-5.350875,-4.39474,-23.836725,-15.6964,-15.033,398.53432,0.667988,-0.1383456,-5.442072,-38.18124
2,19.25,96.8015,-25.9584,62.6745,-0.0032118495,-1.118e-10,0.6275025,0.01,-5.34559,-4.412745,-23.2546,-15.27935,-20.2125,398.72816,0.73692725,0.026431825,-1.66049825,-46.8715375
2,19.75,96.58875,-26.115875,63.998625,0.004524875,5.3119e-05,0.529255,0.01,-5.26688,-4.3095375,-19.51354875,-16.827075,-22.056075,398.684555,1.1050855,-0.801490158333333,-4.518121375,-38.82616
2,20.25,96.5455,-26.7312,62.64515,0.0009474725,-4.147e-05,0.513455,0.0119138,-5.273395,-4.30226,-24.453,-16.6929,-22.5108,398.64095,0.6490565,-1.62941214166667,-0.21078425,-31.002835
2,20.75,96.5975,-27.605625,61.07865,-0.00205733,-0.0015503181675,0.575385,0.016919,-5.3239375,-4.30454,-24.6486,-13.1788,-23.10305,399.07625,0.654846,-2.457334125,-0.300366,-29.43146
2,21.25,96.582,-27.45815,61.40985,-0.002479175,0,0.51816975,0.0134595,-5.313555,-4.22815,-18.3540525,-15.5886,-17.3155,399.07625,0.644959125,-2.457334125,-2.487128375,-26.8192825
2,21.75,96.665,-27.31555,62.0046,-0.00169667,0,0.4609545,0.01,-5.319905,-4.36912,-24.8731,-12.5046,-25.4962,399.07625,0.63507225,-2.457334125,-4.67389075,-24.207105
2,22.25,96.7135,-27.221725,61.40785,-0.009315125,0.00010434125,0.566332,0.01,-5.2457525,-4.1083925,-24.678075,-15.3081,-15.20285,399.07625,0.63507225,-2.457334125,-4.67389075,-24.207105
2,22.75,96.6945,-27.6884,61.375325,-0.004909235,-0.000994552,0.3918115,0.01,-5.3424525,-4.33183,-24.678075,-12.901375,-25.493125,399.07625,0.63507225,-2.457334125,-4.67389075,-24.207105
2,23.25,96.659,-28.9525,62.445525,-0.002618855,0,0.39122225,0.01,-5.30902,-4.41355,-24.678075,-14.812375,-24.89125,399.07625,0.63507225,-2.457334125,-4.67389075,-24.207105
2,23.75,96.618,-30.17415,62.832575,-0.0049776525,-0.0002416275,0.39122225,0.01,-5.3526375,-4.372175,-24.678075,-13.3745,-26.30975,399.07625,0.63507225,-2.457334125,-4.67389075,-24.207105
3,0.25,96.44875,-29.14105,58.5291,-0.0130731275,-0.019023375,0.638179,0.01,-3.876,-3.10123,-15.18725,-40.5589,-79.001775,396.486755,1.50924,-0.24547275,-1.443205,-39.32234
3,0.75,96.37475,-28.6741,57.2882,-0.01212412,-0.027542375,0.76336,0.01,-3.991275,-2.39595,-15.907275,-36.15025,-79.611625,396.56745,1.419885,-0.1021862,-2.436276,-50.318005
3,1.25,96.4135,-30.387675,57.5935,-0.0097678,-0.026652,1.019204,0.0157384,-3.8357825,-3.29105,-16.07,-118.379,-91.935,396.450255,1.462195,-0.106790175,-4.033005,-58.58469
3,1.75,96.39975,-30.649975,59.00065,-0.01015816,-0.0272694,0.694777,0.00975745,-3.769835,-3.25117,-16.05365,-114.2465,-95.63035,396.01944,1.3940675,-0.3801874,-2.98371,-56.13453
3,2.25,96.396,-30.335225,61.016325,-0.017165725,-0.0334597,0.36400825,0.01,-3.7681875,-3.338825,-16.716,-40.30495,-70.03395,396.04668,1.583405,-0.096372,-4.10573,-55.5769775
3,2.75,96.389,-30.24775,60.801675,-0.011180625,-0.0436618,0.374105,0.01,-3.8519,-3.33766,-16.985725,-30.78852,-73.4106,396.04892,1.4178375,0.03075366,-5.65232,-52.539075
3,3.25,96.37675,-29.90335,60.164225,-0.007380975,-0.028526175,0.7188125,0.01,-3.9058025,-3.14064,-16.594,-66.37235,-63.639675,396.08542,1.39898,-1.60451215,-2.24488,-54.02734
3,3.75,96.37575,-31.003275,61.41405,-0.006777845,-0.04415625,1.14788125,0.027085925,-3.8606825,-3.15067,-17.06395,-45.3987275,-60.962525,396.14665,1.38424,-0.018879375,-3.908875,-49.80449
3,4.25,96.33475,-31.4563,61.67005,-0.0119069,-0.039982875,1.57695,0.0607932,-3.8957925,-3.1553375,-13.90696,-28.6021875,-75.827125,396.09742,1.85896,-0.4504625,-2.04094,-48.51546
3,4.75,96.32825,-31.114525,63.4387,-0.015061625,-0.0046522695,0.416092,0.01,-3.8508575,-3.335195,-17.731675,-95.0075,-82.18965,395.3707375,1.8794875,0.07572365,-2.7291875,-80.42716
3,5.25,96.3315,-31.54185,63.596875,-0.010519975,0.00057903575,0.811592,0.028881,-3.8373975,-3.3381475,-17.91975,-64.0235,-46.48425,396.11342,1.2631825,0.11789875,-2.214045,-64.2872975
3,5.75,96.378,-31.97285,63.0074,-0.0116400975,0.7460395,0.793052,0.01,-3.84739,-2.90129,-15.2852,-69.67225,-82.4489,397.0087125,1.9030375,-0.094703125,-1.93246,-42.5623
3,6.25,96.3935,-31.918075,60.12095,0.0120299,4.9884625,0.5414925,0.01,-3.752405,-3.2597,-18.7762,-101.934,-68.27625,397.03496,1.9284,0.0482315625,-0.45293875,-26.71058
3,6.75,96.43575,-31.1001,52.0648,0.583427,10.302085,0.925307,0.0114156,-3.7430925,-3.304875,-17.9608,-86.413275,-37.11435,396.92306,1.4243375,-0.308563625,-1.6367,-20.15642
3,7.25,96.525,-29.49065,48.773525,15.127725,14.994,1.5867875,0.01,-3.76905,-3.2167,-16.999425,-55.187,-22.9515,396.6626625,1.67986,-0.012141375,-1.441,-18.177385
3,7.75,96.633,-27.4102,47.150475,54.5162,24.007375,0.3181995,0.01,-3.97334,-2.5335375,-15.971,-12.425625,-8.72815,396.21936,1.51645,-0.042049625,-1.9969625,-9.874235
3,8.25,96.73,-23.53075,43.47415,126.612,20.283475,0.583174075,0.01,-3.88266,-3.0290575,-15.38975,-17.37617,-3.96447,396.0234525,1.435169,0.0040193,-0.73412,-20.28883
3,8.75,96.89975,-21.991575,38.912825,190.8515,21.858975,0.071874375,0.10349995,-3.8222375,-3.23622,-15.0474,-58.423025,-11.66685,392.36715,1.492021,0.03793725,0.184374,-37.6196875
3,9.25,97.099,-21.9721,37.799025,250.7345,22.2128,0.6368374,0.02153405,-3.81974,-2.8590525,-14.571775,-44.0014425,-9.8919075,391.8124,1.574066,-0.07331445,-0.483262,-0.51584
3,9.75,97.1625,-21.016925,37.476425,281.3325,25.2625,1.19422,0.039051875,-3.85097,-2.7374,-13.934,-5.44025,-4.80065,391.00407,1.66009,-0.07526755,-2.516979,-13.6921375
3,10.25,97.2445,-19.7849,36.469125,410.118,22.01925,0.849251,0.01,-3.70898,-3.14643,-13.15775,-6.8622,-8.506395,390.5917175,1.761535,-0.23181,-5.35904,-11.424775
3,10.75,97.29675,-20.078375,35.821525,452.62625,50.0522,0.946684,0.01,-3.80636,-3.19247,-12.6252,-7.547535,-11.03675,390.76992,1.8353825,-0.019202275,-0.75633675,-10.145025
3,11.25,97.279,-19.666925,34.189275,455.448,37.2489,0.666749375,0.01,-3.87807,-2.845415,-11.9203,-4.807085,-4.217435,391.21669,1.94941,-0.19327975,-1.48225275,-13.14988
3,11.75,97.24225,-19.34365,33.69855,466.51,19.692,0.388032125,0.01,-3.6966375,-3.15466,-11.238025,-6.8745,-10.20048,391.0178,2.02607,-0.055452725,-1.4178495,-16.20132
3,12.25,97.2045,-19.252775,33.365125,433.069,26.972075,1.1554425,0.0250864,-3.788635,-3.0466375,-10.509975,-6.2126375,-7.025592,390.33009,2.064,-0.30140875,-3.00892325,-7.52492
3,12.75,97.1945,-19.073825,32.84805,467.617,11.4905,0.510046,0.01,-3.67877,-3.13275,-9.93206,-8.2719,-23.66745,389.53996,2.09652,-0.011579095,-4.901755,-13.60514
3,13.25,97.1845,-18.978425,33.04685,349.9495,15.60325,0.323170675,0.0284422,-3.6686925,-3.10265,-9.26889,-7.2066,-18.64964,389.40258,2.03064,-0.0426305,-0.1731795,-15.48191
3,13.75,97.18,-18.882275,32.2983,276.252,29.4096,1.78298,0.01,-3.63588,-3.0873,-8.61498,-6.91118,-13.68884,389.57844,1.74849,-0.1932328,-0.018244405,-17.01649
3,14.25,97.14125,-18.7178,32.925975,297.692,41.8622,1.5637125,0.04515525,-3.638985,-3.0589,-8.69625,-6.85144,-7.670025,389.88232,1.91578,-0.3597706,-0.2792245,-19.859705
3,14.75,96.987,-18.608325,35.02205,375.407,32.80435,3.2311275,0.01,-3.714945,-2.797055,-8.77135,-24.0505175,0.4411845,390.204645,2.0493,-0.024919825,-0.81449425,-23.0546525
3,15.25,97.02475,-18.212525,35.8806,321.6915,26.093,2.0613,0.075465575,-3.662575,-3.13865,-8.97827,-6.59705,-4.14535,390.51006,2.1519,0.016464428,-4.717355,-24.2609575
3,15.75,96.99625,-18.0644,35.2213,257.8465,16.9565,2.215195,0.06529705,-3.734255,-2.940525,-9.34817,-5.60979,-29.27398,390.91784,1.703975,0.00842202500000001,-0.2267675,-27.416215
3,16.25,96.994,-18.026675,36.608325,231.0545,10.44429,2.4754325,0.0791805,-3.633325,-3.206385,-9.96987,-6.821615,-39.9659,390.8998,1.77126,-0.0292348,-0.52934125,-47.544975
3,16.75,97.00275,-18.093,38.02865,166.458,4.89426,1.34905,0.0434806,-3.72967,-2.92176,-10.494375,-46.28884,-23.4702,390.952325,1.7128275,-0.1880275,-2.42848,-52.40958
3,17.25,97.047,-18.446675,39.43265,112.6045,3.52342,2.12268,0.0399396,-3.62468,-3.3128,-11.212125,-7.68328,-48.5264,391.9248425,1.74008,-0.312203,-1.24207,-56.53478
3,17.75,97.0845,-19.275775,38.37085,50.6289,0.244525,2.76732,0.01,-3.642945,-2.886775,-11.79455,-59.834325,-53.5503,393.00487,1.725175,-0.034486525,-0.42826075,-42.703325
3,18.25,97.059,-20.483375,42.88245,12.40115,-1.25925e-09,0.97793525,0.01494945,-3.66996,-2.84256,-11.96955,-56.910925,-92.75875,394.24178,1.741225,-0.3088625,-1.271815,-28.913845
