DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,TA,PA,RH,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,6.25,-0.411556,-35.28568,-15.88038,-31.383255,-2.336292,-9.63301849999998,-0.98636845,0.2259124,0.03282,-16.29438,-17.1714,96.43712,54.30406,382.769,1.511036,0.1564418,0.2207102,0.03496,0.04164,-17.1646375,54.3761675,-9.65093625,-4.43726825,-0.41449825,235.006575,237.304475,-0.0538375,-4.586975,-35.5625175,-49.081565,-23.67825
1,6.75,-0.3375888,-49.51518,-4.89141,-24.826826,-1.938926,-97.402,-0.6972674,0.1258478,0.04278,-15.98426,-16.98682,96.36724,56.26936,383.27945,1.496012,0.171969,0.180005,0.03844,0.04392,-16.9794475,56.2842425,-9.7583655,-4.5041155,-0.3876854,234.562525,236.8495,-0.0558975,-4.62203325,-35.62026,-48.24421,-23.81875
1,7.25,-0.4089522,-46.89572,-14.922225,-15.619255,-2.610222,-54.9165,-2.24082,0.2454244,0.03122,-15.93986,-16.87182,96.39508,58.11062,382.6706,1.50255875,0.180807,0.148943,0.03302,0.0437,-16.8219475,58.141935,-9.31036175,-3.745206,-0.2299424,237.561275,240.286925,0.16205035,-4.64462675,-35.8845625,-47.2838275,-23.237
1,7.75,-0.4010062,-49.22644,-11.7397625,-11.89994875,-3.232294,-129.40995,-1.6408125,0.1113356,0.03712,-17.12386,-17.73284,96.44538,57.83698,377.9512,1.546824,0.1568192,0.1756842,0.03746,0.03832,-17.71997,57.8888275,-4.589499,0.50888785,0.1264009,235.64175,237.958875,1.84201875,-4.654554,-36.0286175,-47.1167325,-23.80325
1,8.25,-0.4248742,-51.935075,-29.758665,-14.23268375,-1.192808,-56.1174625,-1.12715175,0.26170685,0.0408475,-16.3883575,-17.203405,96.4620725,56.0893875,383.080375,1.60049025,0.143502525,0.152057175,0.0437825,0.041975,-17.203405,56.0893875,-1.639204,4.44107,0.62343635,235.22555,237.5898,7.628264,-4.6408,-35.9887775,-47.3864125,-22.975
1,8.75,-0.4126312,-41.23482,-26.3499275,-25.599121,-1.042522,-1.18040375,-2.124505,0.100083,0.0425,-15.62012,-14.88676,96.494,54.90736,383.377375,1.61212325,0.1972606,0.1710634,0.04432,0.0496,-14.8846675,54.94613,-1.76865225,9.02717525,1.6984735,245.231975,247.746325,16.21325,-4.6076515,-35.684,-47.4620375,-21.692
1,9.25,-0.52361405,-40.12138,-15.61425,-22.58386,-0.966501,-1.899835,-2.43022625,0.181828975,0.0371175,-14.76613,-14.6472325,96.5269425,52.7072025,383.4756,1.625245,0.200856875,0.24669035,0.06617,0.041695,-14.6472325,52.7072025,4.273179,19.23744,2.8988595,251.209675,253.332675,31.6346775,-4.55132775,-33.48005,-43.628035,-18.23125
1,9.75,-0.4087293,-49.977465,-17.97791,-10.444012,-0.738886525,-108.2052,-5.43186,0.18320655,0.0692975,-14.5982025,-14.1997875,96.5902275,50.1277025,383.0858,1.6475325,0.212367775,0.19374735,0.068225,0.0565625,-14.1997875,50.1277025,3.51377425,27.4939075,3.91513475,255.5398,258.396225,42.626045,-4.263587,-29.330245,-39.32954,-15.75775
1,10.25,-0.5454604,-43.2577025,-11.5867075,-18.336126,-0.632605975,-14.885614,-2.1897772,0.2871589,0.0636475,-14.207505,-13.3714125,96.6345225,48.268775,382.8234,1.68717875,0.286412025,0.2742232,0.100204825,0.068135,-13.3714125,48.268775,12.711285,37.67483,4.6445135,261.518025,264.39505,61.985625,-3.7987805,-25.0957575,-33.9832575,-13.88375
1,10.75,-0.525723125,-39.81721,-17.4998625,-4.97683,-1.1706354,-15.16141,-2.95553,0.2481541,0.0593025,-13.5606675,-12.6909025,96.5323025,48.5901125,379.8092,1.72898625,0.293521625,0.238271325,0.094125,0.07555,-12.6909025,48.5901125,17.73154,34.1070575,4.2108205,264.4558,266.9758,58.4463125,-3.35913025,-21.2879875,-29.81988,-12.774
1,11.25,-0.648709525,-28.305895,-21.30094,-23.742892,-1.1441639,-1.79631,-1.134158,0.27868055,0.08258,-12.9492775,-11.99448,96.713125,44.73892,375.8892,1.754875,0.2449359,0.2587695,0.0991225,0.07527,-11.99448,44.73892,24.60022,39.0427175,5.44393975,266.069725,268.815975,68.007115,-3.17767825,-19.162465,-26.8441925,-12.7795
1,11.75,-0.578701675,-24.0386375,-22.943,-7.934892,-0.672426125,-4.239067,-1.2623862,0.28457355,0.0786325,-12.1593675,-11.4824225,96.6851175,41.7811175,358.1344,1.65129475,0.287518675,0.28514525,0.105145775,0.079905,-11.4824225,41.7811175,26.9278725,41.5508125,5.39927975,270.327675,273.686875,71.0739625,-3.0352975,-18.0330325,-24.4471375,-11.60675
1,12.25,-0.557577225,-19.5689425,-10.89179,-40.81532,-1.024387675,-3.32692825,-0.9254214,0.122934125,0.0804225,-11.6674225,-10.9633475,96.6722425,37.291725,376.1474,1.641578,0.318302875,0.274754625,0.086410525,0.0724575,-10.9633475,37.291725,29.6413525,48.4115025,5.66120925,271.5039,273.18065,79.923015,-2.89913025,-16.7145525,-22.2933275,-11.229
1,12.75,-0.5484055,-14.1270725,0.286521000000004,-16.090462,-1.069388075,-1.7727835,-2.87371,0.2854405,0.08977,-11.0886225,-10.4007125,96.4895725,37.48328,368.6026,1.732444,0.318869575,0.307534525,0.097283725,0.0749225,-10.4007125,37.48328,31.360995,43.4023225,5.3733065,272.0949,273.786225,72.862855,-2.79828525,-15.0739975,-20.335115,-11.231
1,13.25,-0.577320525,-24.1985025,-12.3921625,-5.96053675,-1.3143784,-2.09173,-1.614466,0.23210455,0.0756825,-10.75765,-10.309405,96.6473575,36.5543275,356.06055,1.70860725,0.307620975,0.294478075,0.0913125,0.0672475,-10.309405,36.5543275,24.4859375,38.7017925,5.11767725,270.858625,273.114775,68.52256,-2.7624525,-14.1154025,-18.7667575,-11.1875
1,13.75,-0.609085175,-38.036765,-8.40567025,-8.1183485,-0.938234775,-1.0735125,-0.700116375,0.222451775,0.0720275,-10.3999625,-10.10952025,96.47434,35.409225,362.53135,1.68245,0.227017725,0.23279755,0.074125,0.0747375,-10.10952025,35.409225,21.39329,36.49614,4.8092765,271.246575,273.5957,62.62243,-2.6727735,-13.197465,-17.5544375,-11.2245
1,14.25,-0.602827775,-45.23758,-11.391464,-3.284268,-2.524854,-0.830139825,-2.988044125,0.5080374,0.0714275,-10.38147,-10.20176,96.6471775,32.64369,382.26465,1.69261,0.21976175,0.241743825,0.083165,0.0732625,-10.20176,32.64369,18.82808,34.88656,4.880132,269.987425,272.60445,57.4043275,-2.59992325,-12.536495,-16.918205,-11.69175
1,14.75,-0.60700665,-36.0225875,-13.8101625,-12.11385,-1.00169445,-81.3029,-1.75593525,0.356277575,0.0602925,-10.1945595,-10.068438,96.6494375,31.00606,374.5855,1.6758705,0.290747275,0.25164865,0.095505,0.064135,-10.068438,31.00606,16.27268,31.3996125,4.53600025,269.473675,271.51765,51.350125,-2.56562825,-12.5631625,-17.1027625,-11.97125
1,15.25,-0.613901,-36.31582,-14.317605,-2.790521,-1.81100875,-1.97739,-0.52110595,0.403012025,0.058475,-10.2981205,-10.05375775,96.6678575,30.001995,382.81855,1.6435,0.2704325,0.270960125,0.08739,0.049385,-10.05375775,30.001995,12.3382275,22.1955275,4.06024925,270.537525,272.763525,37.5721825,-2.57768025,-13.2296775,-17.3750525,-12.365
1,15.75,-0.8226604,-45.373435,-7.8113525,-2.676544,-2.7316545,-2.08415375,-0.5518788,0.35167115,0.0579625,-10.42462275,-10.2566025,96.724515,29.74831,383.3634,1.6235855,0.269069375,0.17446395,0.0825475,0.0454625,-10.2566025,29.74831,7.44887375,16.127085,2.6917705,268.150425,271.0523,26.70056,-2.656018,-14.150385,-18.5036825,-12.8235
1,16.25,-0.518865175,-42.3933075,-7.203289,-17.692812,-3.05984625,-1.67794025,-0.2980508,0.34232615,0.050575,-10.7168725,-10.619465,96.7618125,30.4795475,382.8696,1.60313775,0.2095019,0.18035805,0.05296,0.041215,-10.619465,30.4795475,2.522775,8.103463,1.3581455,265.799675,268.833,13.1023475,-2.7460175,-15.62625,-20.4258525,-14.29525
1,16.75,-0.63326635,-54.1103325,-42.39056,-1.5305935,-3.66407525,-2.8832935,-0.324752325,0.2226021,0.03627,-10.8869575,-10.95745,96.7944575,33.5141325,383.332825,1.643531,0.17397665,0.17525,0.0541175,0.0391,-10.95745,33.5141325,-2.223517,1.4902475,0.319557125,263.398475,266.56195,4.098662,-2.88012475,-17.2186825,-22.47195,-15.48825
1,17.25,-0.545258875,-53.268855,-18.371125,-1.4016155,-3.78907475,-1.41909375,-1.1646664,0.270955825,0.0280175,-11.1827975,-11.346875,96.7666975,37.2106225,382.7374,1.6859275,0.15506135,0.14625705,0.044005,0.0445225,-11.346875,37.2106225,-8.88051175,-3.03872475,-0.2864339,261.057875,264.401225,0.319273575,-3.12135425,-18.9479575,-25.379825,-16.60375
1,17.75,-0.5773581,-39.1376425,-7.62179375,-3.68623125,-3.06034475,-2.3423265,-0.5399012,0.39396095,0.0443975,-11.3986175,-11.574,96.7562175,39.4833975,382.63325,1.6971375,0.199243225,0.166952275,0.0381125,0.0368525,-11.574,39.4833975,-9.57444925,-4.4748465,-0.352019075,259.5525,262.610375,-0.153039375,-3.23636125,-21.06035,-28.312525,-17.20125
1,18.25,-0.563757625,-46.7676525,-8.055305,-5.9693255,-3.01981425,-1.98447975,-0.8379734,0.196272625,0.03562,-11.5734375,-11.749465,96.7160625,41.9615425,382.634,1.64425875,0.149723975,0.1695369,0.0384275,0.0402375,-11.749465,41.9615425,-9.60875275,-4.6771285,-0.357636725,258.686775,261.698975,-0.16515145,-3.29804225,-21.989645,-30.1961275,-17.4555
1,18.75,-0.553530125,-57.23016,-32.1407225,-5.283934,-3.519313,-2.16128575,-1.713685,0.2568686,0.0311025,-11.7620225,-11.9433725,96.7309325,43.8940875,382.827125,1.61857425,0.13295615,0.140642375,0.0364925,0.04399,-11.9433725,43.8940875,-9.543804,-4.772408,-0.337174775,257.1517,259.94775,-0.156137925,-3.3552275,-23.44179,-31.6729175,-17.50375
1,19.25,-0.507544625,-64.4112,-39.7063,-19.4809,-2.79443225,-1.20541125,-0.4785952,0.25396085,0.026155,-11.9904225,-12.279565,96.7504275,44.4191175,383.759,1.597424,0.16981885,0.13537575,0.02933,0.049535,-12.279565,44.4191175,-9.4166465,-4.425629,-0.24402815,255.92925,258.591225,-0.14847805,-3.42437225,-24.3813375,-32.4374875,-18.09125
1,19.75,-0.525972825,-61.7752175,-14.31801,-26.2531125,-2.66483675,-15.024615,-0.48174575,0.18295005,0.033945,-12.2408125,-12.5495175,96.7345275,45.99685,383.899125,1.63860275,0.166815625,0.149136675,0.036645,0.044215,-12.5495175,45.99685,-9.53868725,-4.50539375,-0.123196325,255.214875,257.83115,-0.142761375,-3.50131775,-24.977425,-32.54824,-18.51525
1,20.25,-0.6470958,-55.16361,-24.79207,-24.60875,-1.8141005,-22.4153,-4.716065,0.221518225,0.032715,-12.5209175,-12.8057375,96.7292275,48.2671325,384.064375,1.657794,0.14294115,0.155482925,0.0355825,0.0502225,-12.8057375,48.2671325,-9.410952,-4.35670825,-0.3242412,254.7374,257.830975,-0.130417825,-3.60345525,-25.643035,-33.391525,-18.00725
1,20.75,-0.55308435,-62.60754,-17.99861,-8.098538,-2.3239545,-11.6504,-2.44343375,0.175895775,0.0395875,-12.8616125,-13.1423,96.69753,48.3374175,382.808375,1.6527535,0.157341725,0.17849015,0.0386025,0.0328975,-13.1423,48.3374175,-9.52224575,-4.47054725,-0.2669886,253.07035,256.071975,-0.1173805,-3.7052585,-26.4363975,-34.8637225,-18.584
1,21.25,-0.59985885,-65.2553125,-27.618425,-9.453114,-2.46809175,-68.9871,-2.10540125,0.183528475,0.0397675,-13.2006275,-13.4893725,96.6579075,46.4361625,382.531625,1.646745,0.1820778,0.182017075,0.0380525,0.03933,-13.4893725,46.4361625,-9.90403975,-4.50005575,-0.331539925,251.680175,254.683325,-0.111850875,-3.797628,-27.2049425,-35.32104,-19.116
1,21.75,-0.552834525,-55.3696875,-52.584455,-5.723919,-2.250757,-28.7021,-4.86206375,0.2469029,0.038835,-13.447275,-13.89094,96.631275,49.3502875,380.39625,1.6150065,0.179205125,0.1624186,0.0374075,0.04903,-13.89094,49.3502875,-9.63781125,-4.468023,-0.22541245,250.045425,252.7676,-0.1166976,-3.859931,-28.244595,-36.1875725,-19.3845
1,22.25,-0.478196175,-68.870945,-7.2055695,-23.28235375,-2.7864665,-2.65624825,-1.0158655,0.218844625,0.0340725,-13.5748825,-13.9613975,96.59092,49.0392825,382.85225,1.5641295,0.147094775,0.149837325,0.0400875,0.04651,-13.9613975,49.0392825,-9.64540725,-4.4660655,-0.260167875,249.48685,252.222025,-0.0819175,-3.92464325,-28.9472475,-36.7559375,-19.45975
1,22.75,-0.460989475,-58.0807425,-40.0709775,-8.375639,-2.03129125,-99.37549,-1.0085768,0.15571965,0.0398275,-13.60293,-13.896195,96.5664325,49.62743,382.4362,1.53858675,0.1531864,0.144050125,0.034515,0.0394075,-13.896195,49.62743,-9.498924,-4.65147825,-0.502754675,249.92245,252.67495,-0.0822675,-3.99904875,-29.5349425,-37.4200225,-19.2615
1,23.25,-0.6120773,-57.88733,-24.457565,-17.63847525,-2.26338675,-88.0662,-6.10737075,0.11090175,0.0282075,-13.631775,-13.952425,96.5814625,48.9792875,382.9981,1.52680125,0.148043525,0.1345045,0.0344625,0.0406325,-13.952425,48.9792875,-9.651946,-4.63679525,-0.3240299,249.76935,252.419725,-0.0833475,-4.061399,-30.0095825,-38.2574175,-19.2985
1,23.75,-0.59432405,-49.770015,-122.15885,-21.6016605,-2.820545,-48.4014,-2.4929755,0.105656275,0.0324975,-13.6937575,-14.0162425,96.54957,49.80962,381.8532,1.537271,0.142199775,0.1315322,0.035265,0.04533,-13.9929975,49.90834,-9.927963,-4.52953625,-0.186430825,250.168375,252.5832,-0.081485,-4.11953725,-30.947975,-39.7510075,-19.2745
2,0.25,-0.365085375,-46.435775,-25.9246475,-5.57257875,-2.3805575,-3.0628115,-0.6476542,0.235555625,0.0279925,-10.7736425,-10.85622925,96.728065,43.8106,385.619125,1.80678675,0.128063475,0.148455025,0.0356225,0.0639775,-10.79229475,43.8448,-9.4445765,-4.56453875,-0.26556025,262.7079,264.871625,-0.0523675,-1.85614525,-22.5085975,-29.7114775,-14.5085
2,0.75,-0.466951,-45.6891575,-22.414225,-3.418412,-2.965589,-2.45388,-1.2481646,0.208413825,0.0314075,-10.72177,-10.85630575,96.7054525,44.521455,384.5265,1.7541005,0.119566275,0.198344125,0.03253,0.05472,-10.78925025,44.532185,-9.2901795,-4.55347475,-0.2998663,263.641275,265.252925,-0.0639575,-1.9373255,-22.6306175,-29.2939875,-14.48925
2,1.25,-0.470693525,-39.5105875,-40.0847,-13.3925875,-2.35850325,-2.6957575,-2.828158,0.171901925,0.03141,-10.29882,-10.42310675,96.6758725,43.473275,384.768375,1.746342,0.13986725,0.142623075,0.0343275,0.054695,-10.38253725,43.685925,-9.36393325,-4.224695,-0.380707575,264.8259,267.129275,-0.0509775,-1.9833035,-22.628925,-28.904475,-14.46275
2,1.75,-0.460808575,-42.27951,-26.57701,-57.596675,-2.88956575,-2.356656,-2.59603,0.13336335,0.04109,-10.00377175,-10.13745,96.6385275,43.2504,381.34075,1.780569,0.167966225,0.171778475,0.0386525,0.0584075,-10.11015,43.2512,-9.28554375,-4.150491,-0.308151025,265.958575,268.1178,-0.0597025,-2.01067975,-22.5459775,-28.7309725,-15.41025
2,2.25,-0.536258975,-56.9182575,-7.359871,-2.552121,-2.422679,-2.01953375,-5.793621,0.1519578,0.03466,-9.7243005,-9.81252675,96.6060175,43.9132925,383.3849,1.8322555,0.1361732,0.15203545,0.040865,0.0528625,-9.79479725,43.9551475,-9.054394,-4.2829355,-0.15144895,265.290225,267.203425,-0.0588375,-2.039062,-22.432815,-28.5531875,-15.13825
2,2.75,-0.633207525,-46.408925,-11.54274725,-35.6865,-3.370356,-2.84979875,-0.8605235,0.217040775,0.0313825,-9.628004,-10.2363555,96.5823625,49.6541,377.56675,1.74684275,0.14106495,0.1424037,0.0295525,0.0545575,-10.2116285,49.6965,-8.927149,-4.33592675,-0.3835493,262.404975,264.184925,-0.0351575,-2.05236725,-23.08602,-28.3607175,-15.271
2,3.25,-0.556396975,-57.5051875,-15.52894375,-7.70822,-2.912413,-2.9137425,-4.68312625,0.1288191,0.0333075,-10.30018475,-10.7473125,96.53868,50.35636,376.34295,1.7621175,0.142251625,0.1470135,0.03508,0.05106,-10.7030875,50.48492,-8.91561475,-4.70869,-0.31855985,259.9721,261.7054,-0.0427975,-2.05133625,-23.58187,-28.1913975,-17.283
2,3.75,-0.536040575,-67.6348425,-18.597276,-15.18981875,-3.099214,-1.36925,-1.27209715,0.10345775,0.02712,-10.0854925,-10.6090675,96.5142325,53.0211025,383.2413,1.790742,0.1482276,0.166054225,0.036235,0.065575,-10.5883725,53.0678175,-9.2766485,-4.326472,-0.3739895,258.6457,260.327525,-0.0561375,-2.0434455,-23.31941,-28.032825,-17.76975
2,4.25,-0.414612575,-53.401955,-14.97472,-35.598915,-3.17309525,-1.747194,-1.493876,0.089270075,0.0393525,-10.4838125,-10.744685,96.4993325,51.6171,384.14785,1.712621,0.158301675,0.161151475,0.0355875,0.0555925,-10.742595,51.6987,-9.19347775,-4.263076,-0.554598325,256.8489,258.5944,-0.056375,-2.049178,-23.09157,-27.87055,-18.65475
2,4.75,-0.3322874,-53.145395,-22.403925,-53.17623,-2.7238855,-1.0597299,-1.8859877,0.076088975,0.03616,-10.8434875,-11.25567,96.5108475,52.2285625,383.7562,1.7367805,0.187021325,0.161637975,0.0373075,0.0545475,-11.24609,52.2996375,-8.87659975,-4.27307225,-0.473548825,255.627875,257.3635,-0.04226,-2.06971875,-22.891325,-27.717685,-18.2505
2,5.25,-0.45638525,-63.820075,-25.561375,-10.073145,-3.351819,-1.431912,-1.3090672,0.142426825,0.0363075,-11.077295,-11.3152875,96.5256975,56.39711,383.6154,1.74025275,0.1593491,0.138693875,0.031585,0.04976,-11.3091125,56.42937,-9.07981225,-4.27014525,-0.454718775,257.464425,258.441675,-0.054625,-2.08065075,-22.69976,-27.561495,-17.8415
2,5.75,-0.354684925,-78.3809275,-7.9874175,-23.56394,-2.96846675,-2.40687,-3.8179025,0.203637475,0.0266,-11.1995675,-11.4697725,96.53297,55.93163,383.9616,1.69006875,0.14383785,0.170081025,0.04261,0.0653975,-11.4551075,55.94861,-9.01473125,-4.15708925,-0.10101165,260.294525,260.78995,-0.059275,-2.08078025,-22.6490475,-27.424945,-17.07975
2,6.25,-0.340777625,-63.321995,-15.1473725,-18.26041,-2.74686225,-1.4381365,-0.59866055,0.15123705,0.040575,-11.48219,-11.717875,96.5341525,54.5829175,383.8453,1.57236425,0.15791095,0.189173975,0.039175,0.0581925,-11.715125,54.5961225,-9.39653025,-4.236703,-0.368336425,259.02265,262.059375,-0.0405575,-2.0797735,-22.5996625,-27.235725,-16.73525
2,6.75,-0.41006665,-59.4718,-41.755465,-17.56448125,-2.0391755,-1.241424,-2.10664875,0.2240066,0.0286275,-11.8976,-12.0774675,96.5464,52.6775625,385.237625,1.6347825,0.185157325,0.1255673,0.04097,0.0486675,-12.0643725,52.8126375,-9.028873,-3.89374025,-0.330810875,257.854275,260.691575,0.0102465,-2.08480725,-22.9029925,-27.157185,-16.49625
2,7.25,-0.3693215,-63.86943,-64.9546925,-25.4204625,-2.0153405,-1.270266,-1.3784525,0.1732618,0.028835,-12.29565,-12.456615,96.56377,52.26705,386.4088,1.6461655,0.20784335,0.1670466,0.041335,0.050215,-12.3405225,52.509675,-6.227103,-0.68715585,-0.0495255,256.657175,259.556925,0.57745515,-2.0959295,-23.184195,-27.262765,-16.3235
2,7.75,-0.3106264,-46.19329,-37.725055,-23.979595,-1.6670055,-1.039346725,-1.7391885,0.154524,0.036145,-12.72145,-12.797755,96.581265,55.10161,385.98575,1.555699,0.1413815,0.18901005,0.045605,0.04926,-12.6718825,55.144765,-1.83342725,3.1145815,1.0314365,256.2768,259.335125,6.76896525,-2.0992985,-23.371175,-27.4984225,-16.40725
2,8.25,-0.3785546,-40.69423,-13.52392,-28.49068,-1.22520435,-1.937076,-2.058876,0.13002035,0.044295,-12.756585,-12.54135,96.601425,52.888475,387.34085,1.5477845,0.18221155,0.19581435,0.042085,0.05033,-12.392025,53.1133625,1.88161275,10.0610395,1.7453745,259.1435,261.9634,15.3343675,-2.085103,-23.2915825,-27.49555,-15.345
2,8.75,-0.506572,-36.9111375,-38.67933,-45.328525,-1.02740625,-1.2287415,-2.8630775,0.154764375,0.048975,-11.8318625,-11.673475,96.603825,50.02205,387.357125,1.535788,0.202589375,0.185778125,0.0585875,0.0459625,-11.507375,50.06705,3.369231,16.776055,2.583874,264.912625,266.68225,25.49263,-2.0513775,-22.570615,-26.8604025,-13.9405
2,9.25,-0.53218,-57.64535,-23.28706425,-17.23353,-1.47484625,-1.5259105,-2.602095,0.215086125,0.0641,-10.9462,-10.706145,96.599875,45.6456125,383.799875,1.49812325,0.22491525,0.204420375,0.0669375,0.071275,-10.598101,45.7430625,0.185483250000001,25.942095,3.275978,268.295025,270.46585,36.6259675,-1.9817605,-21.0957425,-25.3918525,-12.41525
2,9.75,-0.4763866,-24.127005,-19.6762555,-11.52294,-0.83590075,-1.6177,-2.683722,0.28939685,0.05927,-10.3527995,-10.0217115,96.5856,43.947225,368.659625,1.493832,0.2477628,0.18519125,0.067655,0.070575,-9.95776725,44.0482875,0.476998250000001,20.45147,2.912453,272.9109,274.8745,39.1948875,-1.88812625,-19.01836,-23.2989975,-10.8675
2,10.25,-0.464655375,-20.7702875,-53.1458075,-4.837118,-0.88768685,-1.7069595,-2.0150175,0.269895075,0.068915,-9.6878735,-9.34788825,96.5432625,40.7932,383.148125,1.47792175,0.1838314,0.18488805,0.05117,0.063995,-9.32946775,40.8136,2.78684275,30.46741,4.1650885,274.248425,276.982825,49.06747,-1.7987525,-16.89621,-22.12562,-10.19
2,10.75,-0.5615257,-63.230965,-21.39761,-22.73899,-1.944724425,-1.85866125,-3.88416175,0.31514,0.074125,-9.39450425,-8.800473,96.507445,37.443925,384.522175,1.512222,0.25584385,0.3127633,0.10859595,0.07483,-8.788071,37.546075,4.431691,41.203825,5.50229775,276.08105,277.972125,70.6896625,-1.5937415,-15.7622425,-19.90345,-9.152
