DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,H,LE,FC,TS
1,22.75,0.16,2.39,13.66,14.04,25.37,-5.065,-0.375,-71.69,-26.21,1.06,0.15,14.03
1,23.25,0.16,2.51,13.58,14.03,25.38,-5.21,-0.455,-71.185,-27.31,0.67,0.19,13.85
1,23.75,0.17,2.49,13.44,13.94,25.59,-5.135,-0.475,-70.57,-27.65,0.9,0.18,13.7
2,0.25,0.17,2.04,13.52,14,39.72,-5.385,-0.235,-71.33,-22.16,1.81,0.25,14.385
2,0.75,0.18,2.18,13.565,13.81,40.205,-5.22,-0.27,-71.07,-23.93,1.35,0.22,14.17
2,1.25,0.17,2.21,13.4,13.405,38.505,-5.325,-0.28,-70.325,-22.72,1.76,0.25,13.91
2,1.75,0.17,2.25,13.185,13.43,39.225,-5.19,-0.27,-70.07,-23.3,1.105,0.19,13.7
2,2.25,0.17,2.27,12.945,13.33,40.465,-5.14,-0.21,-69.82,-23.585,1.445,0.27,13.455
2,2.75,0.16,2.245,12.685,13.285,39.53,-5.295,-0.31,-69.245,-21.485,1.235,0.23,13.23
2,3.25,0.17,2.28,12.78,13.145,39.37,-5.135,-0.23,-68.575,-24.625,1.62,0.23,12.985
2,3.75,0.18,2.275,12.65,13.105,39.34,-5.14,-0.29,-69.265,-26.25,1.45,0.23,12.745
2,4.25,0.17,2.37,12.555,12.865,40.425,-5.175,-0.28,-68.5,-26.475,1.475,0.235,12.53
2,4.75,0.17,2.285,12.41,12.835,39.91,-4.93,-0.355,-68.495,-24.14,1.65,0.235,12.4
2,5.25,0.16,2.21,12.395,12.89,40.12,-5.06,-0.375,-67.975,-25.41,1.94,0.245,12.265
2,5.75,0.17,2.13,12.215,12.645,40.595,-5,-0.4,-67.76,-23.195,1.44,0.24,12.05
2,6.25,0.15,2.275,12.08,12.475,40.805,-3.88,-0.08,-66.99,-22.31,0.84,0.2,11.92
2,6.75,0.16,2.135,12.1,12.645,41.09,7.97,2.835,-57.305,-24.22,2.14,0.12,11.805
2,7.25,0.17,2.03,12.315,12.905,41.005,53.5,17.375,-26.54,-14.99,1.735,0.06,11.725
2,7.75,0.17,1.575,13.075,13.47,40.815,185.015,64.82,41.525,-1.98,4.865,-0.16,11.72
2,8.25,0.17,1.075,14.245,14.215,36.23,288.66,79.18,103.61,17.32,9.82,-0.24,11.855
2,8.75,0.18,0.94,14.87,14.81,35.17,385.965,93.745,168.93,38.295,13.215,-0.465,12.07
2,9.25,0.2,1.12,15.6,15.63,34.17,473.6,112.27,230.82,60.48,16.93,-0.28,12.33
2,9.75,0.22,1.23,16.41,16.24,31.53,552.3,129.15,283.26,89.35,19.06,-0.365,12.81
2,10.25,0.25,1.585,17.21,16.76,29.005,619.4,143.965,326.95,107.455,20.205,-0.42,13.525
2,10.75,0.28,1.605,17.875,17.31,27.97,670.06,154.41,359.315,125.72,24.82,-0.39,14.295
2,11.25,0.29,1.745,18.4,17.665,26.74,713.665,160.94,383.14,144.945,27.01,-0.345,15.17
2,11.75,0.29,1.665,18.655,17.945,25.915,725.185,163.41,391.49,149.89,25.955,-0.38,16.08
2,12.25,0.29,1.545,19.135,18.435,25.395,723.285,162.545,388.905,158.985,26.67,-0.3,16.88
2,12.75,0.3,1.785,19.425,18.7,25.185,706.935,158.69,373.245,159.585,25.94,-0.25,17.735
2,13.25,0.31,1.785,19.82,18.885,23.815,676.215,152.49,350.685,154.81,23.715,-0.255,18.585
2,13.75,0.32,1.965,20.025,19.17,23.48,628.825,141.42,318.465,150.255,24.245,-0.27,19.26
2,14.25,0.31,1.97,20.03,19.27,22.725,563.01,127.405,273.21,133.42,22.6,-0.225,19.735
2,14.75,0.3,2.19,20.125,19.45,23.31,485.78,110.065,216.85,117.135,18.93,-0.22,20.275
2,15.25,0.3,2.165,20.115,19.455,23.31,397.51,92.28,157.505,95.945,18.89,-0.265,20.56
2,15.75,0.29,2.155,19.97,19.38,24.16,299.91,72.285,88.635,70.525,14.59,-0.225,20.685
2,16.25,0.26,2.115,19.565,19.21,25.025,170.355,46.13,10.995,34.64,10.06,-0.12,20.715
2,16.75,0.23,1.99,18.755,18.645,26.395,37.35,8.58,-59.86,2.89,4.76,0.04,20.405
2,17.25,0.2,1.755,17.895,18.15,28.955,5.97,2.12,-80.93,-8.16,3.245,0.18,19.925
2,17.75,0.17,1.78,17.495,17.49,31.075,-5.38,0.095,-86.025,-12.6,2.405,0.24,19.425
2,18.25,0.19,1.98,17.24,17.06,32.115,-6.46,-0.04,-84.64,-18.51,1.955,0.31,18.95
2,18.75,0.21,1.97,16.645,16.845,32.155,-6.21,-0.1,-82.225,-23.19,3.19,0.355,18.46
2,19.25,0.22,2.21,16.1,16.265,32.935,-6.155,-0.17,-80.66,-23.79,3.17,0.36,17.935
2,19.75,0.2,2.145,15.835,16.08,33.065,-5.995,-0.22,-79.595,-23.55,2.19,0.31,17.495
2,20.25,0.2,2.05,15.415,15.78,33.945,-6.09,-0.285,-78.5,-24.535,2.04,0.32,17.075
2,20.75,0.2,2.185,14.9,15.42,34.765,-5.88,-0.29,-76.46,-25.495,2.37,0.305,16.71
2,21.25,0.18,1.99,14.69,15.11,35.74,-5.78,-0.375,-75.725,-24.14,1.885,0.28,16.265
2,21.75,0.17,2.04,14.505,14.845,36.715,-5.93,-0.3,-75.345,-21.435,1.25,0.235,15.92
2,22.25,0.17,2.08,14.28,14.865,36.95,-5.675,-0.26,-73.995,-24.62,1.31,0.25,15.635
2,22.75,0.165,2.115,14.14,14.635,37.27,-5.56,-0.175,-74.14,-25.98,2.68,0.32,15.295
2,23.25,0.17,2.055,13.96,14.465,38.585,-5.44,-0.28,-72.99,-21.42,0.98,0.16,14.995
2,23.75,0.17,2.005,13.71,14.185,38.335,-5.5,-0.3,-72.635,-24.515,1.97,0.235,14.7
3,0.25,0.17,2.115,16.8,17.51,29.855,-6.015,-0.14,-78.14,-22.85,1.5,0.22,19.71
3,0.75,0.17,2.045,16.66,17.28,28.83,-5.84,-0.14,-77.535,-22.34,0.825,0.175,19.38
3,1.25,0.17,1.98,16.32,16.97,29.385,-5.795,-0.19,-77.255,-22.09,1.43,0.25,19.055
3,1.75,0.17,2.09,16.16,16.84,29.855,-5.8,-0.18,-77.355,-26.87,1.12,0.24,18.775
3,2.25,0.17,2.08,15.96,16.65,30.34,-5.91,-0.19,-75.21,-22.77,1.04,0.24,18.52
3,2.75,0.17,2.11,15.98,16.65,29.72,-5.755,-0.23,-75.345,-24.7,1.46,0.22,18.295
3,3.25,0.17,2.1,15.99,16.41,30.01,-5.66,-0.2,-75.16,-25.335,1.54,0.21,18.08
3,3.75,0.18,2.165,15.79,16.26,28.295,-5.71,-0.2,-75.58,-26.6,1.41,0.2,17.845
3,4.25,0.17,2.18,15.54,16.14,28.34,-5.725,-0.23,-74.995,-27.96,1.15,0.25,17.585
3,4.75,0.18,2.08,15.28,15.92,30.315,-5.58,-0.32,-73.945,-25.25,1.6,0.17,17.395
3,5.25,0.16,2.19,15.25,15.81,31.71,-5.355,-0.27,-73.955,-26.53,1.345,0.17,17.21
3,5.75,0.18,2.29,15.09,15.71,29.825,-3.425,0.36,-70.96,-27.09,1.8,0.23,17.015
3,6.25,0.17,2.085,15.23,15.74,29.265,12.56,3.98,-59.215,-26.645,2.15,0.12,16.805
3,6.75,0.16,1.925,15.31,16.01,29.825,35.315,8.99,-43.965,-17.83,2.155,-0.04,16.655
3,7.25,0.17,1.355,16.46,16.86,28.945,164.895,48.11,30.245,-2.635,6.185,-0.27,16.61
3,7.75,0.18,1.015,17.67,17.885,27.185,329.84,91.78,120.645,24.625,10.8,-0.61,16.66
3,8.25,0.2,1.01,18.83,18.735,25.06,437.2,109.49,188.915,54.185,13.72,-0.55,16.715
3,8.75,0.24,1.405,19.73,19.455,23.22,541.905,133.83,260.015,85.01,18.235,-0.61,17.125
3,9.25,0.26,1.715,20.46,20.28,21.86,632.26,154.35,317.71,116.89,21.54,-0.5,17.695
3,9.75,0.265,1.75,21.22,21.04,20.73,708.96,170.64,365.055,143.185,22.995,-0.54,18.145
3,10.25,0.29,1.785,21.42,21.42,19.79,778.33,184.25,408.31,166.54,22.075,-0.66,19.015
3,10.75,0.3,1.77,22.3,21.93,18.87,823.475,194.31,438.25,189.845,23.3,-0.46,19.945
3,11.25,0.315,1.86,22.74,22.475,17.34,855.5,200.94,456.88,207.87,23.225,-0.55,20.875
3,11.75,0.33,1.835,23.26,22.89,16.62,866.86,202.62,464.97,219.695,24.6,-0.41,21.685
3,12.25,0.335,2.01,23.71,23.305,15.86,862.01,202.42,461.89,231.1,23.085,-0.39,22.635
3,12.75,0.35,2.075,24.07,23.725,15.51,846.72,197.74,447.99,228.775,22.755,-0.39,23.55
3,13.25,0.35,2.06,24.42,23.89,14.8,807.52,187.795,419.31,223.79,21.75,-0.39,24.44
3,13.75,0.35,2.12,24.805,24.23,14.635,755.84,175.93,383.71,215.3,19.005,-0.32,25.155
3,14.25,0.35,2.15,24.965,24.51,14.255,686.49,161.165,334.66,194.24,18.84,-0.295,25.835
3,14.75,0.34,2.32,24.8,24.49,14.08,602.485,142.85,276.005,172.41,15.63,-0.26,26.43
3,15.25,0.34,2.415,24.84,24.45,14.5,508.66,122.68,214.04,155.01,14.005,-0.28,26.9
3,15.75,0.33,2.545,24.84,24.31,14.23,408.455,100.39,143.36,124.155,13.295,-0.25,27.185
3,16.25,0.33,2.49,24.69,24.21,14.59,294.7,76.31,67.59,89.25,11.4,-0.21,27.315
3,16.75,0.32,2.71,24.335,23.91,15.69,177.72,50.485,-2.78,52.18,8.12,-0.155,27.205
3,17.25,0.28,2.51,23.595,23.51,17.16,41.725,10.185,-76.05,7.3,3.88,0.115,26.9
3,17.75,0.25,2.3,22.815,23.13,19.055,3.485,2.3,-94.47,-9.08,1.825,0.225,26.5
3,18.25,0.24,2.18,21.98,22.46,21.095,-6.71,0.06,-97.57,-14.71,1.87,0.32,25.84
3,18.75,0.29,2.47,21.61,21.87,21.73,-7.15,0.17,-94.98,-21.68,0.55,0.415,25.16
3,19.25,0.33,2.69,21.2,21.57,22.165,-6.8,0.05,-92.66,-28.62,1.6,0.54,24.54
3,19.75,0.32,2.47,20.675,21.1,23.015,-6.88,0.02,-91.11,-31.02,1.92,0.54,23.965
3,20.25,0.31,2.3,20.155,20.75,24.145,-6.91,-0.075,-89.45,-33.32,2.4,0.505,23.44
3,20.75,0.27,2.17,19.475,20,26.01,-7.02,-0.23,-86.63,-29.91,1.955,0.455,22.9
3,21.25,0.25,2.02,18.995,19.63,26.655,-6.825,-0.17,-84.88,-28.94,1.365,0.415,22.41
3,21.75,0.24,1.84,18.53,19.1,28.03,-6.93,-0.225,-82.76,-27.9,0.01,0.335,21.955
3,22.25,0.21,1.985,18.105,18.545,27.71,-6.65,-0.19,-81.88,-24.44,1.6,0.3,21.525
3,22.75,0.21,1.915,17.71,18.205,29.98,-6.445,-0.13,-80.61,-28.575,1.46,0.27,21.115
3,23.25,0.205,1.965,17.5,18.085,28.565,-6.16,-0.16,-80.86,-22.32,1.31,0.25,20.7
3,23.75,0.18,2.05,17.19,17.84,29.335,-6.2,-0.19,-79.45,-26.21,1.515,0.325,20.325
4,0.25,0.22,1.71,17.95,18.775,34.73,-6.555,0.085,-82.12,-17.255,0.8,0.24,24.905
4,0.75,0.2,1.75,17.79,18.56,35.08,-6.42,0,-82.2,-18.42,0.69,0.25,24.455
4,1.25,0.2,1.4,17.56,18.21,35.07,-6.28,0.01,-80.42,-19.81,0.465,0.185,24.025
4,1.75,0.2,1.54,17.28,18.19,35.75,-6.3,0.05,-78.7,-18.39,0.575,0.21,23.57
4,2.25,0.19,1.74,17.15,17.92,35,-6.125,0.14,-78.07,-20.13,0.655,0.27,23.155
4,2.75,0.19,1.71,16.83,17.68,35.04,-6.075,0.08,-78.35,-22.41,0.51,0.28,22.805
4,3.25,0.18,1.73,16.65,17.5,33.91,-6.09,0.1,-78.02,-19.96,0.075,0.15,22.44
4,3.75,0.17,1.61,16.4,17.17,34.76,-5.935,0.02,-77.19,-20.47,0.595,0.195,22.05
4,4.25,0.18,1.65,16.25,17.075,34.435,-5.925,0.07,-76.625,-21.165,-0.07,0.13,21.72
4,4.75,0.16,1.605,16.29,17.07,34.74,-5.85,0,-75.665,-18.475,0.6,0.19,21.39
4,5.25,0.16,1.625,16.22,17.055,35.845,-0.31,1.4,-71.74,-18.555,0.7,0.13,21.045
4,5.75,0.17,1.7,16.23,17.03,35.46,20.22,6.1,-58.68,-17.57,0.59,0.06,20.78
4,6.25,0.17,1.5,16.265,17.055,34.39,90.09,26.9,-15.125,-7.785,1.81,-0.03,20.545
4,6.75,0.18,1.12,17.3,17.91,33.16,248.23,77.04,65.43,11.08,4.28,-0.19,20.45
4,7.25,0.21,0.97,18.56,18.87,33.28,360.06,98.78,138.46,43.03,8.365,-0.285,20.39
4,7.75,0.22,1.18,19.52,19.8,30.52,467.82,119.48,207.27,74.98,11.03,-0.325,20.535
4,8.25,0.26,1.51,20.505,20.63,28.225,584.06,145.33,277.75,113.01,15.07,-0.4,20.88
4,8.75,0.285,1.86,21.435,21.58,27.885,674.16,168.49,338.515,148.885,16.21,-0.23,21.48
4,9.25,0.3,1.945,22.21,22.15,25.035,763.32,187.155,392.795,178.3,16.42,-0.26,22.22
4,9.75,0.32,1.98,22.81,23.065,23.27,833.145,203.93,436.285,206.005,16.63,-0.2,23.11
4,10.25,0.34,1.92,23.54,23.64,20.74,890.735,216.62,468.71,231.73,18.68,-0.16,24.03
4,10.75,0.34,1.98,24.23,24.18,20.33,933.565,225.35,496.9,254.67,17.24,-0.28,25.115
4,11.25,0.35,2.175,24.835,24.69,18.03,957.91,230.52,508.785,271.89,16.55,-0.09,26.19
4,11.75,0.36,2.24,25.505,25.2,16.63,966.56,233.41,514.81,284.45,15.51,-0.18,27.32
4,12.25,0.39,2.25,26.115,25.47,15.81,957.57,229.35,505.67,285.65,17.19,-0.22,28.43
4,12.75,0.38,2.41,26.51,25.815,15.17,936.715,224.245,488.385,284.41,16.36,-0.14,29.23
4,13.25,0.39,2.445,26.8,26.27,14.3,899.325,214.43,460.05,276.815,14.5,-0.17,30.145
4,13.75,0.39,2.61,26.97,26.42,13.82,842.615,200.93,420.88,267.2,12.535,-0.165,30.955
4,14.25,0.4,2.67,27.03,26.65,13.715,774.905,186.805,374.82,254.73,10.94,-0.09,31.655
4,14.75,0.38,2.59,27.29,26.72,13.54,688.02,167.93,317.94,225.675,11.045,-0.11,32.235
4,15.25,0.38,2.77,27.2,26.82,13.59,591.065,146.42,252.55,206.345,7.975,-0.14,32.61
4,15.75,0.38,2.9,27.065,26.76,13.835,484.91,122.42,182.02,168.9,7.96,-0.1,32.97
4,16.25,0.37,2.93,26.91,26.82,14.18,376.96,98.82,106.225,136.89,6.93,-0.06,33.07
4,16.75,0.36,2.915,26.6,26.28,15,269.11,73.5,33.22,99.03,4.775,-0.08,33.07
4,17.25,0.35,2.97,26.195,25.89,16.455,153.99,47.55,-28.11,61.755,3.085,0.08,32.82
4,17.75,0.33,2.9,25.285,25.4,18.51,42.11,14.265,-82.5,19.1,1.05,0.12,32.46
4,18.25,0.32,2.62,24.48,24.73,20.01,-0.56,1.55,-102.86,-3.54,-0.39,0.345,31.92
4,18.75,0.34,2.715,23.59,23.98,21.42,-6.51,0.36,-102.27,-10.83,-0.42,0.44,31.36
4,19.25,0.38,2.98,22.93,23.38,22.875,-6.68,0.39,-98.015,-15.12,-0.85,0.435,30.66
4,19.75,0.36,2.79,22.45,22.73,24.385,-6.795,0.25,-95.495,-20.49,-0.31,0.4,30.01
4,20.25,0.32,2.5,21.74,22.31,25.715,-7.07,0.155,-92.91,-22.41,-1.11,0.42,29.37
4,20.75,0.305,2.28,21.29,21.785,25.42,-7.015,0.09,-91.42,-23.195,-0.08,0.37,28.75
4,21.25,0.31,2,20.69,21.34,26.53,-7.03,0.05,-89.755,-23.73,-0.33,0.4,28.18
4,21.75,0.27,1.91,20.04,20.705,27.59,-7.015,0,-88.57,-21.905,0.47,0.33,27.6
4,22.25,0.26,1.76,19.61,20.27,28.455,-7.03,0.11,-87,-24.56,0.81,0.36,27.05
4,22.75,0.26,1.53,19.125,19.98,28.77,-7.08,0.065,-85.98,-22.51,0.23,0.23,26.49
4,23.25,0.215,1.655,18.7,19.55,30.62,-6.645,0.02,-83.78,-17.515,0.505,0.25,25.97
4,23.75,0.23,1.57,18.295,19.01,33.53,-6.65,0.12,-83.39,-19.31,0.52,0.22,25.49
5,0.25,0.2,1.06,22.23,22.53,36.205,-6.96,0.53,-84.96,-12.75,-0.64,0.18,29.37
5,0.75,0.2,1.14,21.63,22.26,38.175,-6.645,0.45,-83.69,-13.41,0.34,0.2,28.97
5,1.25,0.2,1.05,21.42,21.91,37.95,-6.785,0.45,-82.01,-12.23,-0.52,0.16,28.57
5,1.75,0.17,1.21,21.42,21.73,38.43,-6.46,0.47,-81.88,-13.65,-0.61,0.11,28.1
5,2.25,0.15,1.06,21.05,21.54,36.87,-6.21,0.45,-80.31,-12.64,0.48,0.14,27.65
5,2.75,0.16,1.06,20.8,21.16,38.43,-6.4,0.42,-79.33,-12.9,0.19,0.12,27.29
5,3.25,0.15,1.1,20.41,20.93,38.81,-6.46,0.31,-78.19,-13.05,0.18,0.14,26.92
5,3.75,0.16,1.2,20.11,20.84,38.3,-6.34,0.33,-77.77,-13.37,-0.39,0.12,26.5
5,4.25,0.15,1.205,20.175,20.785,38.95,-6.02,0.395,-76.855,-15.035,0.59,0.15,26.16
5,4.75,0.15,1.265,20.355,20.85,38.095,-1.79,1.51,-72.5,-13.76,0.66,0.14,25.8
5,5.25,0.16,1.31,20.14,20.785,38.505,16.405,5.835,-60.04,-12.535,-0.205,0.075,25.49
5,5.75,0.14,1.135,20.495,21.17,38.34,88.12,28.17,-18.64,-7.395,1.015,-0.03,25.2
5,6.25,0.15,0.965,21.595,21.85,36.36,221.17,71.39,49.7,9.82,3.105,-0.17,24.96
5,6.75,0.19,0.915,22.665,22.7,32.925,329.035,91.935,114.875,37.275,7.045,-0.24,24.83
5,7.25,0.21,1.13,23.44,23.81,32.155,438.29,114.14,185.21,70.64,9.425,-0.16,24.86
5,7.75,0.23,1.47,24.34,24.82,28.595,543.075,138.43,253.22,100.635,13.08,-0.085,25.03
5,8.25,0.265,1.835,25.395,25.86,26.71,642.81,163.35,317.26,134.535,13.77,-0.13,25.44
5,8.75,0.3,2.025,26.43,26.675,24.805,733.29,183.195,373.615,174.3,13.865,-0.135,26
5,9.25,0.31,2.1,27.085,27.405,23.46,811.3,203.165,421.835,208.02,14.44,-0.18,26.76
5,9.75,0.34,2.225,27.885,28.145,22.39,876.485,217.995,461.2,238.12,14.56,-0.135,27.65
5,10.25,0.35,2.215,28.605,28.81,20.145,928.68,230.14,492.805,261.965,13.895,-0.13,28.52
5,10.75,0.37,2.305,29.47,29.46,18.475,962.91,238.865,511.71,276.255,14.635,-0.13,29.77
5,11.25,0.37,2.45,29.88,29.855,17.325,984.215,243.295,524.18,296.53,14.51,0.09,30.805
5,11.75,0.39,2.515,30.355,30.445,16.485,992.54,245.135,525.67,304.99,14.575,-0.09,32.005
5,12.25,0.4,2.51,30.965,30.905,14.92,984.22,243.1,518.67,315.185,12.735,-0.08,33.14
5,12.75,0.4,2.68,31.29,31.225,14.08,960.23,235.1,500.805,313.385,12.77,0.06,34.215
5,13.25,0.43,2.83,31.735,31.53,13.725,924.26,225.25,472.87,311.385,11.735,0.08,35.2
5,13.75,0.42,2.915,31.855,31.655,13.18,873.575,212.745,434.575,297.28,10.92,-0.04,36.075
5,14.25,0.41,2.835,32.115,31.795,12.76,804.395,197.435,387.26,284.44,9.26,-0.07,36.845
5,14.75,0.4,2.91,32.08,31.71,12.79,726.1,179.68,334.09,260.73,8.835,-0.1,37.425
5,15.25,0.395,2.9,32.175,31.885,12.66,635.91,159.555,272.075,236.41,7.03,-0.11,37.865
5,15.75,0.4,3.03,32.245,32.055,12.7,536.975,138.28,207.695,202.76,6.01,0.075,38.21
5,16.25,0.4,3.075,31.76,31.82,12.78,428.135,111.88,134.96,170.88,6.07,0.07,38.355
5,16.75,0.4,3.035,31.775,31.52,12.855,317.09,86.155,67.08,133.305,4.135,0.09,38.285
5,17.25,0.39,3.275,31.405,31.075,13.605,211.85,61.815,0.58,91.995,2.755,0.1,38.125
5,17.75,0.39,3.16,30.855,30.75,14.825,108.965,37.845,-52.215,53.19,2.57,0.21,37.725
5,18.25,0.34,2.95,30.34,30.3,16.575,26.035,9.815,-95.06,15.93,-0.44,0.22,37.195
5,18.75,0.355,2.605,29.6,29.625,18.245,-3.71,1.32,-106.44,-3.39,-1.13,0.27,36.545
5,19.25,0.385,2.94,28.87,28.905,18.885,-7.32,0.55,-104.38,-10.815,-2.22,0.34,35.76
5,19.75,0.395,3.16,28.1,28.4,19.87,-6.99,0.5,-100.7,-14.705,-1.45,0.4,35.065
5,20.25,0.35,2.42,27.275,27.565,21.795,-7.4,0.385,-98.68,-20.02,-1.21,0.37,34.365
5,20.75,0.32,2.275,26.48,26.94,24.545,-7.37,0.37,-96.345,-19.675,-0.96,0.43,33.7
5,21.25,0.29,1.735,25.35,25.845,26.41,-7.65,0.225,-93.775,-20.08,-1.19,0.36,33.03
5,21.75,0.27,1.58,24.73,25.16,28.965,-7.63,0.24,-92.05,-19.43,-1.54,0.25,32.365
5,22.25,0.25,1.23,24.315,24.785,31.025,-7.74,0.365,-90.385,-15.01,-0.97,0.21,31.71
5,22.75,0.22,1.18,23.625,24.04,31.975,-7.53,0.385,-88.785,-15.575,-0.82,0.22,31.11
5,23.25,0.21,1.12,22.86,23.395,33.33,-7.36,0.41,-86.87,-13.43,-0.69,0.2,30.555
5,23.75,0.22,1.105,22.76,23.25,34.76,-7.02,0.47,-85.64,-13.71,-1.21,0.15,30.03
6,0.25,0.17,1.005,26.585,27.01,31.89,-7.09,0.805,-88.99,-10.9,-0.715,0.11,34.485
6,0.75,0.17,0.985,26.01,26.315,33.4,-7.11,0.755,-87.27,-11.27,-0.905,0.1,34.005
6,1.25,0.17,0.86,25.71,26.14,34.96,-7.16,0.66,-86.12,-10.76,-1.09,0.12,33.545
6,1.75,0.17,0.85,25.62,26.085,35.61,-6.75,0.77,-83.9,-7.325,-0.99,0.09,33.11
6,2.25,0.16,0.97,25.365,25.83,35.25,-6.565,0.89,-83.16,-8.355,-0.49,0.07,32.655
6,2.75,0.16,0.945,25.08,25.64,35.52,-6.52,0.685,-82.07,-9.72,0.175,0.15,32.235
