DOY2,HR2,USTAR,TA,WS,FC,H,LE,G,TS_1_1_1,TS_1_2_1,RH,PA,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT
1,8.75,0.115,-18.4,2.245,-0.6075,-3.75,1.25,-21,-5.9575,-5.2775,78.45,96.425,0.29,-21,96.5,43.5,37,28,202.5,234
1,9.25,0.1325,-18,2.25,-0.749,0.25,4.25,-20.75,-6.04,-5.26,77.85,96.4805,0.315,-9,175.5,75,71.5,47,205.5,237
1,9.75,0.147,-17.55,2.165,-1.0675,4.5,5,-20.5,-5.9375,-5.2325,74.45,96.5255,0.33,-1,261.5,111,106.5,65,207.5,241
1,10.25,0.165,-17.05,2.3,-1.113,6.5,7.5,-20.25,-5.7,-5.0225,74.6,96.5505,0.365,3.5,346,142,133,80.5,207,245.5
1,10.75,0.178,-16.1,2.465,-1.15275,13,8.25,-19,-5.6575,-5.0975,74.05,96.5405,0.39,10.5,445.5,192.5,162,92.5,207.5,250.5
1,11.25,0.19125,-15.65,3.19,-1.16975,21,9.25,-18.25,-5.3725,-4.6975,70.4,96.485,0.475,18.5,527.5,241.5,176,102.5,211.5,255.5
1,11.75,0.21275,-14.95,3.485,-0.9255,23.75,11.25,-17.75,-5.105,-4.5275,68.55,96.416,0.475,28.5,643.5,283,193,109,206.5,259
1,12.25,0.202,-14.15,3.145,-1.1755,22,16,-17,-4.8275,-4.4175,67.65,96.3505,0.515,28,642,271,218.5,119.5,200,260.5
1,12.75,0.1915,-13.6,3.29,-1.06225,21,15,-16.75,-4.6575,-4.2875,67,96.266,0.525,26.5,616.5,266.5,204,122,201,261.5
1,13.25,0.2235,-13.15,3.73,-1.10175,20.25,13.5,-15,-4.5275,-4.145,66.5,96.215,0.55,29,626,269,205,119.5,207.5,264
1,13.75,0.222,-12.8,3.705,-0.897,14.5,16,-14.75,-4.28,-4.02,66.65,96.2005,0.57,24,541,249,184.5,110.5,213.5,266
1,14.25,0.217,-12.75,3.76,-0.909,13,15,-12.75,-4.1775,-3.965,65.2,96.2005,0.58,18,508.5,230,187,99.5,215.5,266
1,14.75,0.24925,-12.55,3.94,-0.6755,8.5,12.5,-11.75,-3.9725,-3.4125,64.35,96.2055,0.61,16.5,409,191.5,149,86,216,264
1,15.25,0.226,-12.5,4.04,-0.795,0.25,9.5,-11,-3.8525,-3.4375,65.95,96.191,0.615,6.5,320.5,152,119,67.5,212,261.5
1,15.75,0.2155,-12.75,3.715,-0.7835,-4,5,-11,-3.76,-3.53,66.0505,96.2105,0.61,-9,246,110.5,90.5,49.5,202.5,258.5
1,16.25,0.19875,-12.75,3.385,-0.53925,-7,5.5,-11.75,-3.74,-3.46,67.85,96.2255,0.575,-26.5,136.5,58,53,31.5,200,256.5
1,16.75,0.18075,-12.9,3.34,-0.636,-12,2,-12.75,-4.1375,-3.8675,68.75,96.2355,0.545,-39,49,25,28,14,198.5,254.5
1,17.25,0.15475,-13.1,3.04,-0.568,-16.25,1.75,-13.75,-4.025,-3.3775,70.7,96.2655,0.52,-54,7,1.5,4,2,198,251.5
1,17.75,0.165,-13.65,2.735,-0.681,-18,0,-14.5,-4.0325,-3.6975,72.4,96.27,0.49,-60.5,0,-3,0,0,199.5,249
1,18.25,0.148,-14.6,2.77,-0.34,-18,0,-14.75,-4.085,-3.7025,73.85,96.2655,0.455,-61.5,0,-3,0,0,196,247.5
1,18.75,0.13475,-14.75,2.705,-0.522,-18,0,-14.75,-4.495,-4.06,74.95,96.27,0.42,-62,0,-3,0,0,194,246.5
1,19.25,0.13,-14.85,2.62,-0.46525,-18.25,-0.25,-15.75,-4.2525,-3.695,76,96.275,0.385,-61.5,0,-3,0,0,194.5,247.5
1,19.75,0.1305,-14.65,2.815,-0.38,-18.5,-0.25,-16,-4.5975,-4.235,76.55,96.2755,0.355,-58.5,0,-3,0,0,202,249
1,20.25,0.14175,-14.4,2.745,-0.4595,-20.25,0,-16.75,-4.4275,-3.7625,76.3,96.2805,0.35,-57.5,0,-3,0,0,202.5,249
1,20.75,0.14775,-14.75,2.455,-0.363,-18,0,-17,-4.51,-3.85,76.35,96.285,0.335,-56.5,0,-3,0,0,201.5,247.5
1,21.25,0.145,-14.95,2.71,-0.56775,-15,0,-17.75,-4.6025,-3.9325,76.95,96.301,0.315,-55,0,-3,0,0,201,248
1,21.75,0.1685,-14.85,3.05,-0.431,-21,0,-18,-4.715,-4.0075,77.05,96.3405,0.285,-53.5,0,-3,0,0,196.5,247
1,22.25,0.142,-15.3,2.86,-0.55625,-16,0,-19.5,-4.8625,-4.07,77.65,96.36,0.28,-53,0,-3,0,0,194.5,246.5
1,22.75,0.10525,-15.6,2.325,-0.64725,-11.75,0,-19,-5.155,-4.135,77.05,96.37,0.27,-51,0,-3,0,0,190.5,243.5
1,23.25,0.1085,-15.65,2.375,-0.42,-15,0,-19.75,-5.1675,-4.4225,78.8,96.4,0.27,-51.5,0,-3,0,0,191.5,242
1,23.75,0.1225,-15.55,2.13,-0.5335,-14,0,-21,-5.0625,-4.2625,79,96.4255,0.28,-50.5,0,-3,0,0,193,241.5
2,0.25,0.1045,-14.85,2.1775,-0.113,-18.25,-1,-11.75,-4.04,-3.485,79.95,96.645,0.27,-60.25,0,-3,0,0,209,244.75
2,0.75,0.089,-14.925,2.375,-0.113,-16,0,-12,-4.06,-3.5475,80.925,96.635,0.27,-57.75,0,-3,0,0,207.75,244
2,1.25,0.084,-14.925,2.2775,-0.113,-12,0,-12.75,-4.0725,-3.615,80.6,96.60275,0.2675,-60,0,-3,0,0,206,243.75
2,1.75,0.07975,-15.425,1.9825,-0.136,-14,-1,-13,-4.1675,-3.6975,80.825,96.551,0.255,-59,0,-3,0,0,204.75,241.5
2,2.25,0.0655,-15.8,2.1075,-0.113,-13.75,-1,-13,-4.265,-3.725,80.525,96.51075,0.25,-57.25,0,-3,0,0,204.25,238.75
2,2.75,0.08075,-15.575,2.01,-0.159,-17,-1,-13.75,-4.36,-3.745,80.6,96.51525,0.24,-53.75,0,-3,0,0,203.25,241.75
2,3.25,0.08775,-15.95,2.28,-0.113,-18,-1,-14,-4.455,-3.805,81.275,96.52575,0.2475,-55.25,0,-3,0,0,206.25,241.75
2,3.75,0.092,-15.825,2.37,-0.113,-12,0,-14,-4.54,-3.8725,82.15,96.53775,0.25,-55.25,0,-3,0,0,213,241.75
2,4.25,0.0705,-15.95,2.165,-0.14175,-17.5,-0.25,-14,-4.63,-3.9475,81.75,96.52775,0.24,-54,0,-3,0,0,212,240.75
2,4.75,0.0845,-15.825,2.1125,-0.1755,-16.25,-1,-13.75,-4.675,-4.02,81.125,96.5325,0.25,-53.25,0,-3,0,0,212,240.75
2,5.25,0.07375,-16.05,2.0825,-0.159,-17,-1,-13.75,-4.7,-4.08,81.75,96.5435,0.25,-54.25,0,-3,0,0,212,240
2,5.75,0.058,-16.425,2.0275,-0.10725,-17,-0.75,-13,-4.74,-4.1175,82.3,96.50525,0.23,-50.5,0,-3,0,0,211,240.5
2,6.25,0.073,-16.35,2.045,-0.15325,-20,-1,-13.75,-4.7875,-4.1575,82.05,96.506,0.245,-52,0,-3,0,0,210,240.5
2,6.75,0.065,-16.4,1.885,-0.159,-18,0,-13.75,-4.845,-4.205,82.1,96.57,0.24,-55.25,0,-3,0,0,209,240.25
2,7.25,0.05275,-16.625,1.7825,-0.159,-15,0,-13.75,-4.91,-4.26,82.35,96.546,0.2425,-51,1,-1,0,0,209,238
2,7.75,0.06,-16.275,2.0975,-0.136,-12,0,-13.75,-4.965,-4.3075,80.725,96.53525,0.2675,-40,20.5,7,4,5,209.75,241.75
2,8.25,0.08275,-15.725,2.06,-0.181,-9.5,0,-13,-5.0125,-4.3625,79.825,96.54,0.295,-23.25,85.5,34,13,13.75,211.5,246
2,8.75,0.083,-15.125,1.955,-0.153,-7,0.75,-13,-5.0275,-4.4,78.475,96.551,0.33,-2,188.5,81.25,28.75,28.75,211.75,251.25
2,9.25,0.13025,-14.425,2.545,-0.25475,-2,2,-13,-4.9525,-4.4425,75.875,96.51825,0.3725,4.75,312.75,123.25,42.5,40,214,255
2,9.75,0.14175,-13.6,2.595,-0.26625,0,3.5,-13,-4.8525,-4.425,71.625,96.57,0.42,13,477.75,199,57.5,54.5,215.75,258.25
2,10.25,0.182,-13.25,3.2,-0.3175,5,4.5,-12.75,-4.735,-4.38,69.575,96.555,0.4175,21.75,586,237.5,67,64.75,216.75,261.5
2,10.75,0.172,-13.225,3.2875,-0.49375,11,10.75,-12.75,-4.615,-4.31,66.525,96.5975,0.4275,28.75,759.25,307.25,75.5,73,211.75,267.5
2,11.25,0.203,-12.475,3.1775,-0.386,11.5,12.5,-12,-4.475,-4.2125,63.65,96.55325,0.4925,35.25,777.75,332,81.75,79.5,215,272.25
2,11.75,0.186,-11.775,2.5125,-0.249,16,18,-11.75,-4.3575,-4.1075,59.775,96.52575,0.5675,44.25,799,362.5,85.25,81.5,216.75,276.75
2,12.25,0.162,-10.725,2.7475,-0.227,19,20,-11.5,-4.25,-3.99,56.75,96.50525,0.55,50,875.25,383.75,88.25,85.5,219.75,280
2,12.75,0.16625,-9.775,2.6875,-0.227,17.75,18,-10.75,-4.14,-3.87,56.5,96.47,0.595,50.25,921,376.75,92.25,87.75,220.75,281.5
2,13.25,0.1965,-8.775,2.56,-0.27775,12,15,-9.75,-4.005,-3.7625,56,96.46575,0.6375,54.75,879,408.25,89.75,84,221.75,282.5
2,13.75,0.195,-9.125,2.35,-0.272,13,15,-8.75,-3.825,-3.6575,56.075,96.45325,0.6475,48.75,772.5,345.75,85.75,77,223.75,281.5
2,14.25,0.1595,-8.45,2.7225,-0.3515,10,14,-7.75,-3.6525,-3.5125,56.175,96.406,0.67,44.75,719,295.25,78.75,66.75,222.25,282.25
2,14.75,0.16,-9.15,2.28,-0.2835,10,14.25,-6.75,-3.495,-3.3875,55.55,96.36525,0.675,39.5,616.5,274.75,75,62.75,221.5,279.5
2,15.25,0.1405,-8.65,2.51,-0.238,5,11,-6.75,-3.36,-3.275,53.775,96.38025,0.6775,28.5,501,212.25,64,52.75,223.5,280.5
2,15.75,0.144,-9.45,2.3425,-0.1925,1,8,-6.75,-3.2575,-3.165,54.075,96.4225,0.67,18.75,365.5,165.5,48.75,42.75,221.75,278.25
2,16.25,0.1465,-9.65,2.38,-0.2495,-2.5,6,-6,-3.2075,-3.1,53.65,96.4275,0.685,5,237,103,38.5,34.25,219.5,274
2,16.75,0.133,-9.6,2.4175,-0.27775,-11.25,3.75,-6,-3.1275,-3.04,54.725,96.415,0.6275,-8,166.75,78.5,27,24,217.75,270.5
2,17.25,0.093,-9.85,2.325,-0.1015,-12.5,0.5,-6,-3.02,-3.005,59.125,96.43825,0.6125,-27.25,64.25,31.25,12,11.5,216,264
2,17.75,0.11,-10.65,2.1025,-0.227,-15.5,0,-5.75,-2.9975,-2.975,62.8,96.4825,0.585,-56,13,3.75,2,2,214,260.75
2,18.25,0.09025,-11.325,2.0275,-0.17,-17.5,0,-5.75,-3.0175,-2.9475,67.1,96.525,0.5075,-69.25,0,-2.25,0,0,213.75,258.5
2,18.75,0.0475,-12,2.03,-0.1245,-18,0,-6,-3.055,-2.91,67.925,96.525,0.47,-69.25,0,-4,0,0,215.75,255
2,19.25,0.097,-12.25,2.3625,-0.1475,-18,-0.5,-6.75,-3.055,-2.8825,69.175,96.5435,0.4075,-65,0,-4,0,0,213.25,254.75
2,19.75,0.0775,-12.75,2.08,-0.1245,-22.5,0,-7.5,-3.115,-2.87,71.25,96.5475,0.39,-67,0,-3,0,0,210,252
2,20.25,0.09075,-13.6,2.46,-0.07875,-20,-1,-7.75,-3.2075,-2.92,73.9,96.581,0.36,-68.25,0,-3,0,0,210,249.75
2,20.75,0.09675,-13.5,2.3375,-0.136,-17,-0.75,-7.75,-3.31,-2.9775,75.975,96.585,0.3275,-58,0,-3,0,0,207.25,249.75
2,21.25,0.096,-13.125,2.38,-0.068,-16,0,-8.75,-3.4175,-3.0225,77.55,96.6,0.31,-61,0,-3,0,0,210.5,249.75
2,21.75,0.082,-13.275,2.165,-0.09,-11.5,0,-8.75,-3.51,-3.07,77.875,96.625,0.33,-58.5,0,-3,0,0,213.75,248
2,22.25,0.088,-14.1,2.19,-0.079,-14,0,-9.75,-3.5875,-3.1275,79.35,96.63025,0.3075,-58.5,0,-3,0,0,208.25,248
2,22.75,0.072,-14.55,1.9225,-0.096,-14.75,0,-10,-3.665,-3.215,79.675,96.66325,0.285,-56.25,0,-3,0,0,209.75,249.75
2,23.25,0.0945,-14.325,2.18,-0.09,-16.5,0,-10,-3.735,-3.295,79.475,96.65825,0.285,-57.25,0,-3,0,0,213.75,248.5
2,23.75,0.095,-14.475,1.805,-0.10175,-15.5,0,-11,-3.81,-3.37,80,96.66575,0.28,-59.5,0,-3,0,0,208.5,248.25
3,0.25,0.134,-6.025,2.0425,-0.068,-22,-1,-0.75,-0.2025,-0.0275,78.875,96.6485,0.315,-62.5,0,-3.25,0,0,227.25,280.75
3,0.75,0.1385,-6.225,2.2325,-0.0735,-19.5,0,-0.75,-0.255,-0.03,80.275,96.61525,0.3275,-62.75,0,-3,0,0,221.5,279.75
3,1.25,0.082,-6.275,2.1375,-0.045,-13,-1,-1.75,-0.275,-0.04,81.55,96.645,0.335,-62.5,0,-3,0,0,224,279.75
3,1.75,0.08,-6.425,2.1775,-0.17,-18,-0.5,-2,-0.28,-0.0375,81.925,96.66075,0.3475,-62.5,0,-3,0,0,221,278
3,2.25,0.08725,-6.5,2.4075,-0.159,-19.5,-1,-1,-0.3475,-0.0375,82,96.6275,0.31,-61.5,0,-3,0,0,224,276
3,2.75,0.1305,-6.85,2.36,-0.045,-19,-1,-1,-0.0925,-0.04,80.875,96.59575,0.29,-61.25,0,-3.25,0,0,230.5,275.75
3,3.25,0.095,-6.45,2.5375,-0.022,-19,-1,-1.75,-0.095,-0.04,81.3,96.551,0.2875,-62.25,0,-4,0,0,222.75,278
3,3.75,0.094,-6.925,2.38,-0.14175,-17.25,-1,-1.75,-0.125,-0.0375,82.05,96.5585,0.22,-62.5,0,-3,0,0,231.25,278
3,4.25,0.07475,-6.75,2.615,-0.068,-17,0,-1,-0.37,-0.04,80.975,96.56,0.2275,-62.25,0,-3,0,0,231.25,279
3,4.75,0.10475,-6.55,2.5325,-0.14175,-14,-1,-1,-0.205,-0.04,81.075,96.59825,0.2375,-62.25,0,-3,0,0,230.25,281.75
3,5.25,0.097,-6.375,2.1475,-0.1475,-17.75,-0.75,-1.75,-0.1575,-0.04,80.65,96.60325,0.255,-62.25,0,-3,0,0,230.75,283.25
3,5.75,0.089,-6.125,2.4525,-0.187,-17.5,0,-0.75,-0.1925,-0.04,81.925,96.59825,0.2375,-59.75,0,-3,0,0,233,283
3,6.25,0.1005,-6.275,2.3675,-0.136,-12.5,0,-1,-0.235,-0.04,80.875,96.62,0.24,-59.25,0,-3,0,0,233,283
3,6.75,0.08825,-7.1,1.89,-0.1475,-15.5,0,-2.75,-0.285,-0.04,79.1,96.6085,0.2675,-52.5,4,0,1,1,233,281.75
3,7.25,0.1155,-7.55,2.0425,-0.1475,-11.5,0,-3.75,-0.135,-0.04,79.625,96.5935,0.265,-27.25,45,17,10.75,9,234.75,280.75
3,7.75,0.12,-7.1,2.3075,-0.204,-6.5,0.25,-3,-0.1175,-0.04,77.8,96.5885,0.305,-0.25,105.75,44.75,22,17.75,238,280.25
3,8.25,0.12,-6.425,2.37,-0.204,-5,6,-3,-0.075,-0.04,77.3,96.5875,0.345,8,201.25,83,35.25,31.25,240.75,284.5
3,8.75,0.16225,-5.625,2.345,-0.23775,-3.5,10,-3,-0.0575,-0.04,75.6,96.56825,0.44,24.75,342.25,148.75,49.5,41.5,243.75,286
3,9.25,0.1785,-5.5,3.2075,-0.2725,5,12,-2,-0.0575,-0.0375,73.775,96.58,0.515,42.5,408,175.75,64.25,48.75,244.5,287.5
3,9.75,0.219,-4.975,3.6525,-0.204,11,18,-1.75,-0.0375,-0.0375,72.275,96.58,0.59,50.5,504.5,219.5,62.75,50.5,248.75,291
3,10.25,0.2395,-4.55,3.2525,-0.238,13.5,21,-1,-0.0175,-0.0375,71.125,96.575,0.67,74.75,563.75,209.75,79.75,61.75,250.75,294.75
3,10.75,0.2085,-4.125,3.3725,-0.21525,18,26.5,-1,0.02,-0.0275,69.5,96.5825,0.7375,84.5,684,267.25,80.5,65.75,251.5,300
3,11.25,0.2205,-3.425,3.295,-0.312,18.75,27.75,-1,0.02,-0.03,68.5,96.59825,0.8575,94.25,630.75,283,92.75,69.75,253,302.5
3,11.75,0.24275,-2.9,3.8325,-0.318,21,33,-1,0.02,-0.03,68.55,96.61775,0.8675,105,633.5,270.75,76,49.25,259.75,303.75
3,12.25,0.23,-2.575,4.2325,-0.19825,21,31.5,-0.75,0.02,-0.03,67.95,96.65075,0.9075,101,765.5,343.25,84.75,65,264.25,303.75
3,12.75,0.2115,-1.9,3.6075,-0.159,25.5,41.75,0,0.02,-0.03,66.175,96.63075,0.9625,123,779.75,342.25,82.25,59,257,308
3,13.25,0.2265,-1.575,3.59,-0.204,20,40,0,0.02,-0.0275,63.525,96.59075,1.0525,119.25,664.75,290,79.75,55,256.5,308.25
3,13.75,0.214,-1.475,3.3775,-0.15325,27.5,47,0,0.02,-0.025,62.95,96.5525,1.155,114,674.5,279.25,76,54.5,257.25,310.75
3,14.25,0.209,-1.325,3.485,-0.272,22,47,0,0.02,-0.025,61.925,96.5475,1.245,114.5,546,247.75,81.75,50,258,310.75
3,14.75,0.23575,-1.275,3.4775,-0.0845,12.25,46.25,0,0.02,-0.0175,60.1,96.55275,1.29,103.75,559.25,248.25,69.5,44.25,257.25,311.25
3,15.25,0.275,-1.175,3.09,-0.05075,6.75,48.5,0.25,0.02,-0.0175,57.975,96.546,1.205,76.25,458,204.5,64,41.75,257.5,311
3,15.75,0.246,-1.175,3.565,-0.13025,0.25,43.25,0.25,0.02,-0.0175,55.475,96.5435,1.365,67,365.25,157.25,50,34.25,256.25,310.5
3,16.25,0.223,-1.025,3.51,-0.068,-3.5,35.25,0.25,0.02,-0.0175,57.45,96.54825,1.475,37.75,299.25,124.75,39,27.25,252,309.75
3,16.75,0.207,-1.05,3.155,-0.13025,-8.5,30,0,0.0225,-0.0175,57.625,96.5375,1.4425,23.75,208.75,88.5,29,19.75,252.25,309.5
3,17.25,0.197,-1.125,3.0225,-0.113,-12,17,0,0.0225,-0.0175,60.675,96.53,1.415,11.25,134.25,54.25,20.5,12,255,308.75
3,17.75,0.125,-1.225,2.6325,-0.039,-16.5,3.5,0,0.01,-0.0175,64.1,96.58525,1.3075,-8.5,68.25,28,8,5.75,250,307
3,18.25,0.1355,-1.3,2.7125,-0.03925,-16.75,0,-1,0.0125,-0.0175,68.525,96.6085,0.9975,-48.75,20.75,7,2.75,2,246.75,304.75
3,18.75,0.0945,-1.5,2.1575,-0.045,-19.25,0,-2,-0.0475,-0.0175,73.325,96.63775,0.8025,-62.25,1,-3,0,0,245,302
3,19.25,0.105,-1.825,1.815,-0.045,-16,0,-2,-0.005,-0.0175,75.775,96.665,0.5925,-62,0,-4,0,0,242.75,300
3,19.75,0.102,-2.025,1.595,-0.045,-16,0,-2,-0.005,-0.0175,75.375,96.68575,0.565,-60.25,0,-4,0,0,242.25,298.5
3,20.25,0.075,-2.45,2.08,-0.181,-22,0,-2,-0.055,-0.0175,75.2,96.69575,0.505,-61.25,0,-4,0,0,238.5,298.25
3,20.75,0.10675,-2.65,2.2675,-0.159,-23,0,-2,-0.0575,-0.0175,76.575,96.71275,0.44,-63,0,-4,0,0,235,296.5
3,21.25,0.09675,-2.85,2.585,-0.09,-19,0,-2,-0.0775,-0.02,76.45,96.70325,0.4075,-64,0,-4,0,0,233.5,295.5
3,21.75,0.10225,-3.05,2.55,-0.045,-21,0,-2,-0.0675,-0.02,76.825,96.68,0.3925,-63.5,0,-4,0,0,233,294.5
3,22.25,0.122,-3.45,2.355,-0.113,-24,0,-2,-0.0675,-0.02,77,96.646,0.34,-64.5,0,-4,0,0,227.25,293.5
3,22.75,0.146,-4.025,2.35,-0.159,-26,0,-2,-0.0675,-0.02,76.95,96.665,0.35,-61.5,0,-3.25,0,0,227.75,291.5
3,23.25,0.13125,-4.225,2.1825,0.023,-31.25,0,-2,-0.0775,-0.0275,76.2,96.645,0.31,-61.25,0,-3.25,0,0,227.5,289.75
3,23.75,0.118,-4.675,2.13,-0.09,-22.25,0,-2,-0.1325,-0.03,77.7,96.63275,0.3175,-62.25,0,-3.25,0,0,227,288.5
4,0.25,0.068,0.5,2.33,0.0345,-23,0,-20.75,-0.2475,0.88,70.9,96.655,0.915,-59,0,-3.5,0,0,262.5,306
4,0.75,0.11725,0.15,2.53,-0.068,-25,0,-19.5,-0.2125,0.8425,72.5,96.665,0.855,-59,0,-3,0,0,261,305
4,1.25,0.1135,0.1,2.45,-0.045,-24,0,-18.5,-0.305,0.8125,71.5,96.671,0.81,-60,0,-3,0,0,257,304.5
4,1.75,0.126,0,2.445,0.04025,-22,0,-18.75,-0.3325,0.795,71.55,96.6605,0.755,-59.5,0,-3,0,0,260.5,304.5
4,2.25,0.11,-0.2,2.285,0.063,-18,0,-20.25,-0.4575,0.6075,73.85,96.661,0.785,-60.5,0,-3,0,0,252.5,303.5
4,2.75,0.0855,-0.5,2.805,0.023,-23,0,-22.75,-0.565,0.5375,74.9,96.6405,0.64,-59.5,0,-3,0,0,251,303.5
4,3.25,0.101,-0.75,2.72,0.046,-21,0,-19,-0.6525,0.5,77.5,96.6305,0.705,-60.5,0,-3,0,0,252,302
4,3.75,0.1135,-0.85,2.615,0.0575,-23,-0.5,-18.25,-0.51,0.455,77.25,96.6255,0.635,-60,0,-3,0,0,249,301.5
4,4.25,0.143,-0.85,2.345,0.0345,-18,-1,-18.25,-0.6775,0.42,77.85,96.606,0.565,-60,0,-3.5,0,0,249.5,302
4,4.75,0.11325,-1.15,2.41,-0.045,-20.25,0,-18,-0.6675,0.3375,77.95,96.585,0.57,-61,0,-3,0,0,246.5,301.5
4,5.25,0.109,-1.15,2.43,0.05175,-15.75,-0.75,-18,-0.5925,0.285,78.05,96.575,0.575,-57.5,0,-3,0,0,247,299.5
4,5.75,0.08225,-1.1,2.265,0.069,-14,0,-18.75,-0.59,0.23,79.1,96.57,0.6,-50,3,0,0,1,247.5,301
4,6.25,0.107,-1,2.445,0.1765,-13.25,1,-19.5,-0.3025,0.205,78.7,96.5955,0.57,-23.5,26.5,11.5,3,2,247,303.5
4,6.75,0.1405,-0.35,2.86,0.324,-9.25,6.75,-16,-0.13,0.29,75.85,96.6105,0.655,8,81.5,39,6.5,6.5,247.5,307
4,7.25,0.1855,0.2,2.865,0.42075,-3.25,8.5,-9.75,0.0575,0.3875,72.15,96.606,0.81,31,132,62.5,10.5,8.5,251.5,310.5
4,7.75,0.22125,1.05,3.275,0.50575,8.75,21.25,-6.75,0.6575,0.435,67.65,96.575,0.83,56,217.5,99,19,19,256.5,317
4,8.25,0.2485,1.7,3.78,0.438,14.5,32.5,-2,1.5225,0.5925,63.3,96.561,0.83,78.5,337,145,27.5,25,260.5,323
4,8.75,0.256,2.35,4.465,0.6655,23.75,38.5,-1,1.975,1.1625,60.3,96.5705,1.08,84.5,359.5,170,31,27,265,330
4,9.25,0.2655,2.9,4.575,0.978,39.5,46,0,2.6125,2.0425,56.45,96.55,1.51,87,393,184,37.5,29,269,337.5
4,9.75,0.276,3.6,4.635,0.6595,47.5,51,0.5,3.0975,2.32,54.1,96.5305,1.485,103,488.5,236.5,46,36,276.5,342
4,10.25,0.295,4.35,4.455,1.02875,53.25,51.25,3.75,3.81,2.78,50.3,96.505,1.66,174,600,269.5,57,42.5,281,345.5
4,10.75,0.2785,5.1,4.465,1.1595,71,63,11.25,3.4275,3.0725,45.75,96.4705,1.945,191,622,254.5,62.5,51.5,288,353
4,11.25,0.297,5.55,4.325,1.16525,75.75,61.75,12.25,5.255,3.225,41.75,96.4555,2.165,224.5,687,310.5,71,59.5,290,356
4,11.75,0.2605,6.15,4.2,1.404,87,68.25,16.5,7.335,3.55,40.15,96.4455,2.41,229.5,770.5,359,68.5,55.5,289.5,365
4,12.25,0.297,6.75,4.06,1.296,70,67.25,19.25,10.515,4.7275,37.4,96.4255,2.775,233.5,747,331.5,69,53,291.5,366
4,12.75,0.3145,7.1,4.43,1.52875,67.5,79,22,11.395,6.58,35.65,96.4055,2.99,229.5,719.5,314.5,61,43,293.5,365.5
4,13.25,0.2855,7.35,4.145,1.2275,53,66.5,21.25,9.825,7.3625,33.95,96.385,3.09,167.5,596.5,267,54.5,39,296,362.5
4,13.75,0.2905,7.65,3.875,1.00575,52.5,69.5,24.5,8.7325,7.215,32.65,96.385,3.435,154.5,582,277.5,54,40.5,299,360.5
