DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH,PA,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O,PPFD_DIF
2,8.25,0.0189,-7.533625,0.42075,-2.0812,-2.0008,-0.6448,-47.0675,-3.673025,-4.4122,-5.8638,-7.899725,-3.203075,-0.96275,17.63625,76.85,382.953525,0.1545,-15.708,26.82275,18.94575,0,8.201225,174.0775,267.4075,1.4583,24.5315
2,8.75,0.0455,-6.73925,0.504375,-4.1154,-3.808,-1.276,-25.441475,-1.251725,-0.6202,-6.2433,-7.97525,-2.743225,-1.0091,17.1215,76.89975,382.7366,0.19725,12.91075,49.67,53.7055,0,16.023725,177.2475,272.59,1.4846,44.4725
2,9.25,0.07575,-5.9319,0.40515,-5.22235,-4.989125,-1.2392,2.26835,0.662525,2.7072,-10.7221,-7.813375,-2.29545,-1.031975,16.0755,76.92525,382.5894,0.26075,22.779,68.775,68.6315,0,18.49975,181.4625,283.1575,1.507,60.12325
2,9.75,0.16825,-5.60595,0.6415,-5.7996,-5.6066,-1.3956,6.4518,-4.531275,4.455625,-11.125525,-7.290775,-1.848375,-1.0459,15.0525,76.9045,382.429175,0.25625,34.63975,95.8525,96.115,0,32.107225,184.5125,290.5675,1.518475,89.03225
2,10.25,0.164,-5.25175,0.73075,-6.3426,-6.302,-2.1908,23.7332,-2.13525,7.19345,-9.374175,-7.379175,-1.387875,-1.054875,13.724,76.93,381.650425,0.33175,28.761,138.52,110.805,22.305,29.5325,187.005,295.185,1.42495,92.79
2,10.75,0.155925,-4.79235,0.84925,-6.687,-6.682,-2.58025,15.0152,-4.691075,9.3988,-10.47845,-7.115425,-1.185275,-1.0483,13.4025,76.95725,381.4541,0.35175,43.766,143.21,143.22,68.673,34.992,189.525,295.26,1.301725,111.8675
2,11.25,0.1792,-4.203125,0.95925,-7.03375,-6.9855,-1.2025,26.987125,-6.2925,9.891725,-11.1405,-6.7369,-0.95615,-1.016425,11.55375,76.987,380.873175,0.399,53.461,168.3475,148.62,11.67475,42.266,192.65,295.875,1.1188,137.7203
2,11.75,0.2204,-3.798,0.9342,-6.996675,-7.14825,-1.423325,29.3278,-12.366775,11.883,-10.78835,-6.0933,-0.85825,-0.98735,10.88175,76.974,380.08355,0.401,65.18425,181.54,119.615,6.5383,34.621,196.5575,297.6775,1.133625,130.59
2,12.25,0.1894,-3.405275,1.059775,-6.45725,-6.535525,-0.766,28.9673,-8.0172,6.7306,-10.153525,-5.7767,-0.839875,-0.97735,11.29025,76.9273,379.613,0.36,62.3995,195.5775,115.835,8.53125,34.34525,199.425,299.585,1.1658,151.9803
2,12.75,0.2378,-3.613775,1.0628,-6.3494,-6.304325,-0.742,35.6387,-13.797825,11.0692,-9.774,-3.889075,-0.819025,-0.944375,10.15575,76.9047,378.936,0.417,71.239,209.8025,128.1825,10.476,44.939,200.38,301.45,1.261875,149.75
2,13.25,0.220125,-3.354975,1.082,-5.504,-5.4382,-0.5744,28.346825,-8.6288,8.880875,-9.355,-4.0507,-0.784025,-0.878825,9.1975,76.876,378.672275,0.34,77.556,216.49,161.5525,11.1885,49.2065,201.9825,303.2375,1.2258,160.14
2,13.75,0.301775,-3.43,1.225,-6.6602,-6.7461,-0.485,35.9946,-12.3544,5.5479,-7.42935,-4.164725,-0.770775,-0.81455,10.949,76.869,378.641125,0.408,74.36575,204.18,147.0225,6.3924,41.11875,202.055,303.5925,1.1329,147.85
2,14.25,0.316975,-3.293525,1.2016,-4.7264,-4.8212,-0.391,43.735825,-14.351575,4.116,-11.105375,-3.846075,-0.76205,-0.78875,10.331,76.875,378.831275,0.425,63.5725,217.015,142.61,12.8885,38.93975,202.55,303.1925,1.2385,156.05
2,14.75,0.2836,-3.304975,1.12265,-4.9878,-4.938,-0.3778,20.89435,-17.30785,3.165375,-6.867125,-4.410725,-0.75315,-0.78565,10.557,76.888,378.354475,0.357,54.41525,148.4975,120.065,40.934,27.4735,201.6725,302.7775,1.1433,145.18
2,15.25,0.2885,-3.4763,1.2215,-4.7225,-4.799,-0.35745,13.27215,-13.921,4.9282,-8.0502,-4.67175,-0.74315,-0.781375,10.465,76.89,377.79905,0.274,43.597,160.8575,122.4775,0,26.72,199.28,302.91,1.151,148.245
2,15.75,0.39425,-3.3716,1.3955,-4.49,-4.626,-0.3944,-1.258575,-16.265025,1.8166,-6.7852,-4.4024,-0.7349,-0.7783,10.472,76.91175,377.9104,0.4215,37.424,86.06025,90.9395,0,17.54325,197.95,301.89,1.109875,81.5035
2,16.25,0.34425,-3.2405,1.3561,-3.88565,-3.85735,-0.231475,-11.706425,-15.57355,-2.12325,-7.219025,-4.463975,-0.72625,-0.77555,10.311,76.92175,377.9893,0.48775,23.42425,62.79675,42.898,0,12.25575,197.77,299.12,0.9384,60.121
2,16.75,0.31075,-3.5064,1.2165,-2.4014,-2.438725,-0.1974,-16.515525,-15.525,1.22125,-8.18125,-4.529225,-0.719525,-0.772275,10.402,76.942025,378.1238,0.511,2.038375,57.029,28.21675,0,11.079,194.39,293.7675,0.9154,56.1435
2,17.25,0.232475,-3.714,0.9208,-1.623425,-1.7003,-0.214125,-26.3005,-19.6427,-1.807375,-9.91175,-4.573975,-0.7137,-0.767275,11.198,76.957975,378.4512,0.26,-49.292,21.3975,17.404,0,5.3443,190.075,292.385,0.9603,18.5175
2,17.75,0.112,-4.1636,0.7155,-0.3389,-0.5904,-0.120325,-55.9497,-29.032575,-5.26975,-6.712125,-4.537025,-0.70825,-0.7631,12.732,76.9635,378.8468,0.27075,-114.335,7.24185,1.6801,0,0.631475,188.68,283.6725,1.0203,5.683975
2,18.25,0.036175,-4.543275,0.50175,-0.03,-0.0198,-0.166,-58.752275,-28.92895,-5.3002,-8.637425,-4.507225,-0.70235,-0.758825,14.387,76.9745,379.9631,0.24175,-128.4925,1.5289,-5.762625,0,0.1453,187.965,282.61,1.1167,0.673
2,18.75,0.0419,-5.4004,0.459025,0.016,-0.09625,-0.1108,-66.639,-26.6502,-5.565,-5.332,-4.448725,-0.6997,-0.756275,15.5305,76.99725,381.3067,0.1845,-127,1.345,-6.34655,0,0.160375,186.0925,277.4525,1.1254,0.506975
2,19.25,0.0256,-5.964125,0.478375,-0.2064,-0.190175,-0.269425,-65.401575,-17.865225,-6.7385,-4.315,-4.4461,-0.750475,-0.750825,16.14575,77.01175,382.0834,0.19525,-123.1275,1.345,-5.4855,0,0.262925,185.1725,275.3075,1.0367,0.513625
2,19.75,0.016225,-6.326,0.50985,-0.113575,-0.3631,-0.16355,-74.2284,-16.0678,-6.1425,-5.2855,-4.49105,-0.805,-0.74665,15.30075,77.0045,382.3842,0.1835,-123.8,1.345,-4.5893,0,0.265175,183.6975,270.755,0.9857,0.51935
2,20.25,0.02145,-6.7645,0.4813,-0.31785,-0.378675,-0.4293,-65.8232,-14.6234,-9.22275,-3.922875,-4.250525,-0.9664,-0.74465,15.34625,76.98175,382.4104,0.24525,-122.2,1.345,-4.21665,0,0.275325,183.875,267.89,1.0911,0.528975
2,20.75,0.0209,-7.1914,0.481625,-0.14855,-0.137525,-0.25935,-65.2027,-10.597525,-5.89475,-5.217375,-4.537525,-1.005025,-0.738475,16.051,76.96175,382.7091,0.1045,-120.6575,1.345,-3.973125,0,0.041575,183.495,268.045,1.1053,0.53635
2,21.25,0.033,-7.289975,0.432725,-0.418525,-0.1161,-0.291975,-67.455525,-13.098225,-5.22675,-5.089875,-5.14505,-1.1138,-0.73575,15.981425,76.94625,382.4894,0.1735,-119.3925,1.345,-3.962,0,0.0396,184.5825,267.025,0.9974,0.544
2,21.75,0.020225,-6.84245,0.52765,-0.6053,-0.3418,-0.644675,-78.9645,-16.752175,-5.417125,-4.914625,-5.5503,-1.3714,-0.7372,15.718,76.9425,382.3983,0.1545,-116.8575,1.345,-4.318125,0,0.000825000000000004,185.67,266.0575,1.0708,0.536625
2,22.25,0.0276,-7.3181,0.5043,-0.4936,-0.18395,-0.6993,-92.0016,-13.8454,-5.006875,-6.029375,-6.3444,-1.650525,-0.733125,16.4045,76.91075,382.3172,0.1845,-116.4375,1.345,-3.6694,0,0.051475,185.245,265.5575,1.2672,0.533
2,22.75,0.020225,-7.91335,0.445,-0.812425,-0.2412,-0.97425,-80.299675,-15.054175,-4.80525,-4.819,-6.614,-1.8025,-0.7295,17.254575,76.8835,382.5369,0.18175,-116.8825,1.345,-4.158525,0,0.028575,185.1825,262.977525,1.2361,0.536625
2,23.25,0.018225,-7.96725,0.49435,-0.87985,-0.4189,-0.793125,-95.861625,-10.39615,-6.0685,-6.70925,-7.3059,-1.975975,-0.728325,16.4815,76.85625,382.6432,0.17175,-116.2,1.345,-3.73895,0,0.0468,184.885,262.73,1.1889,0.538
2,23.75,0.0229,-8.16,0.52605,-0.370225,-0.3266,-0.602275,-86.038,-12.98005,-3.9665,-6.326125,-7.4832,-2.088975,-0.72505,16.115,76.8245,382.7563,0.19725,-115.8775,1.345,-3.832875,0,0.20115,183.6775,259.6925,1.0845,0.536625
3,0.25,0.0208,-6.372,0.5624,-0.85625,-0.219375,-0.877725,-88.637475,-16.884175,-2.966425,-6.5682,-25.183,-0.1336,-0.154275,16.3655,76.833525,383.1734,0.3245,-118.01,1.345,-4.1247,0,0.32445,185.715,280.72,1.28435,0.561
3,0.75,0.0212,-6.5729,0.5422,-0.75075,-0.1814,-0.729525,-83.484375,-21.4282,-2.961575,-6.95195,-24.286,-0.13405,-0.15355,16.9205,76.82325,383.28375,0.29175,-120.5275,1.345,-3.6975,0,0.2601,183.725,279.05,1.3052,0.579975
