DOY2,HR2,TA,RH,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,WS,TS_1,TS_2,G_1,G_2
12,14.25,-8.1813,75.0125,154.045,95.4695,277.87515,319.8515,4.099,330.805,217.06,3.6419,-1.807,-2.3671,-7.9444,-4.2759
12,14.75,-8.38895,74.608,106.215,68.9265,274.654,321.47085,-14.00025,239.725,167.02,3.4877,-1.795,-2.3427,-9.3555,-5.2205
12,15.25,-8.5433,75.2995,70.1845,48.9795,271.05255,311.48825,-19.39535,164.67,119.22,3.46495,-1.7877,-2.3159,-11.706,-5.7383
12,15.75,-8.80665,77.551,37.9205,25.4735,268.4898,306.3858,-28.3299,89.067,63.199,3.1323,-1.7889,-2.3056,-14.451,-7.8937
12,16.25,-9.1903,79.4755,12.061,9.0151,269.68835,306.16185,-36.962,29.26,20.374,2.6002,-1.78785,-2.2769,-16.192,-9.11
12,16.75,-9.70375,80.098,0.5678,1.58025,268.2957,300.99765,-43.62385,2.6765,1.7977,2.5108,-1.7865,-2.2626,-18.331,-10.453
12,17.25,-9.965,81.6075,0,0.618205,266.0729,300.75875,-53.53405,0.116775,-0.04749,2.36735,-1.77085,-2.2668,-19.994,-11.089
12,17.75,-10.0423,82.1295,0,0.61366,268.3706,295.8311,-50.2172,0.0144565,-0.10889,2.4271,-1.76855,-2.2479,-20.588,-11.673
12,18.25,-9.98735,82.349,0,0.61807,268.511,292.14485,-46.488,0.00932865,-0.10653,2.2574,-1.7487,-2.2208,-21.23,-12.973
12,18.75,-9.97325,83.0945,0,0.71854,267.97965,292.89695,-54.14175,0.014142,-0.10685,2.5031,-1.7421,-2.2116,-21.624,-12.646
12,19.25,-9.0984,82.918,0,0.761375,269.90615,290.2859,-43.9845,0.0173445,-0.1045,2.7742,-1.74125,-2.2159,-22.111,-13.096
12,19.75,-8.96055,82.9555,0,0.758095,267.85215,286.89875,-41.28425,0.012072,-0.099931,2.6453,-1.74175,-2.2207,-22.06,-13.878
12,20.25,-9.20845,83.2765,0,0.817315,267.6606,288.65415,-39.18825,0.00997765,-0.10434,2.762,-1.73675,-2.2168,-21.034,-14.184
12,20.75,-9.2185,82.32,0,0.786865,270.87955,286.2782,-32.37565,0.005135,-0.096313,2.9768,-1.73175,-2.1788,-20.137,-13.902
12,21.25,-9.3551,81.9605,0,0.656555,269.99905,288.2531,-28.3324,0.011633,-0.10907,3.21635,-1.72755,-2.2042,-20.449,-13.012
12,21.75,-9.5834,81.983,0,0.71865,267.5379,287.04085,-30.2582,0.011817,-0.10403,3.0131,-1.72665,-2.2085,-21.416,-13.247
12,22.25,-9.97845,81.2995,0,0.71393,262.97865,294.35125,-42.6047,0.0079812,-0.10936,3.328,-1.7304,-2.2317,-21.271,-13.494
12,22.75,-10.2848,82.8945,0,0.743755,262.84275,296.2513,-45.40815,0.012333,-0.099043,2.5253,-1.74415,-2.2598,-21.859,-13.611
12,23.25,-10.3265,83.4585,0,0.731395,263.1169,291.1843,-39.99025,0.0139635,-0.096958,2.68155,-1.7408,-2.2545,-23.231,-13.776
12,23.75,-10.5915,83.8375,0,0.725705,260.56715,290.94155,-39.8635,0.012265,-0.105745,2.1893,-1.6546,-2.21185,-21.681,-13.608
