DOY2,HR2,TS_1_1_1
2,20.25,-1.3015
2,20.75,-1.30025
2,21.25,-1.2985
2,21.75,-1.2965
2,22.25,-1.29225
2,22.75,-1.291
2,23.25,-1.289
2,23.75,-1.2875
3,0.25,-0.261
3,0.75,-0.2605
3,1.25,-0.26225
3,1.75,-0.26275
3,2.25,-0.26275
3,2.75,-0.26225
3,3.25,-0.262
3,3.75,-0.26175
3,4.25,-0.26075
3,4.75,-0.2595
3,5.25,-0.25975
3,5.75,-0.25675
3,6.25,-0.25725
3,6.75,-0.25725
3,7.25,-0.25675
3,7.75,-0.251
3,8.25,-0.24675
3,8.75,-0.241
3,9.25,-0.23625
3,9.75,-0.23325
3,10.25,-0.2295
3,10.75,-0.2265
3,11.25,-0.225
3,11.75,-0.21975
3,12.25,-0.2185
3,12.75,-0.219
3,13.25,-0.21925
3,13.75,-0.21975
3,14.25,-0.2205
3,14.75,-0.223
3,15.25,-0.2225
3,15.75,-0.224
3,16.25,-0.22525
3,16.75,-0.22425
3,17.25,-0.225
3,17.75,-0.226
3,18.25,-0.225
3,18.75,-0.22675
3,19.25,-0.2275
3,19.75,-0.227
3,20.25,-0.2265
3,20.75,-0.22625
3,21.25,-0.22575
3,21.75,-0.22625
3,22.25,-0.2295
3,22.75,-0.23525
3,23.25,-0.23625
3,23.75,-0.239
4,0.25,5.277
4,0.75,5.196
4,1.25,4.293875
4,1.75,4.571125
4,2.25,4.486125
4,2.75,4.406375
4,3.25,4.064
4,3.75,4.255375
4,4.25,4.180875
4,4.75,4.43025
4,5.25,4.042625
4,5.75,4.276625
4,6.25,3.945125
4,6.75,3.925125
4,7.25,3.939125
4,7.75,3.9945
4,8.25,4.211625
4,8.75,4.3195
4,9.25,4.721875
4,9.75,4.679625
4,10.25,4.83025
4,10.75,5.0505
4,11.25,5.45
4,11.75,5.517625
4,12.25,5.9545
4,12.75,5.7805
4,13.25,6.015375
4,13.75,6.545125
4,14.25,6.48225
4,14.75,6.536
4,15.25,6.58
4,15.75,6.5205
4,16.25,6.742375
4,16.75,6.947875
4,17.25,6.69125
4,17.75,6.652
4,18.25,6.5625
4,18.75,6.516625
4,19.25,6.33
4,19.75,6.47775
4,20.25,6.1405
4,20.75,5.971875
4,21.25,5.857125
4,21.75,5.736875
4,22.25,5.62025
4,22.75,5.517375
4,23.25,5.105625
4,23.75,4.868
5,0.25,10.815
5,0.75,10.6525
5,1.25,8.85
5,1.75,9.405
5,2.25,9.235
5,2.75,9.075
5,3.25,8.39
5,3.75,8.7725
5,4.25,8.6225
5,4.75,9.12
5,5.25,8.345
5,5.75,8.81
5,6.25,8.1475
5,6.75,8.1075
5,7.25,8.135
5,7.75,8.24
5,8.25,8.67
5,8.75,8.88
5,9.25,9.68
5,9.75,9.5925
5,10.25,9.89
5,10.75,10.3275
5,11.25,11.125
5,11.75,11.255
5,12.25,12.1275
5,12.75,11.78
5,13.25,12.25
5,13.75,13.31
5,14.25,13.185
5,14.75,13.295
5,15.25,13.3825
5,15.75,13.265
5,16.25,13.71
5,16.75,14.12
5,17.25,13.6075
5,17.75,13.53
5,18.25,13.35
5,18.75,13.26
5,19.25,12.8875
5,19.75,13.1825
5,20.25,12.5075
5,20.75,12.17
5,21.25,11.94
5,21.75,11.7
5,22.25,11.47
5,22.75,11.27
5,23.25,10.4475
5,23.75,9.975
6,0.25,14.98
6,0.75,14.805
6,1.25,15.16
6,1.75,15.055
6,2.25,14.975
6,2.75,14.495
6,3.25,14.91
6,3.75,14.72
6,4.25,14.69
6,4.75,15.01
6,5.25,14.63
6,5.75,14.91
6,6.25,14.8625
6,6.75,14.8775
6,7.25,14.765
6,7.75,15
6,8.25,14.6675
6,8.75,14.77
6,9.25,14.8125
6,9.75,14.915
6,10.25,14.995
6,10.75,15.24
6,11.25,15
6,11.75,15.16
6,12.25,15.3725
6,12.75,15.3875
6,13.25,15.5075
6,13.75,15.59
6,14.25,15.685
6,14.75,15.7625
6,15.25,15.92
6,15.75,15.9725
6,16.25,16.025
6,16.75,16.3255
6,17.25,16.09
6,17.75,16.12775
6,18.25,16.31
6,18.75,16.13
6,19.25,16.075
6,19.75,16.1075
6,20.25,15.93
6,20.75,16.1
6,21.25,16.00075
6,21.75,15.58
6,22.25,15.72
6,22.75,15.715
6,23.25,15.62
6,23.75,15.46575
7,0.25,19.155
7,0.75,19.1625
7,1.25,19.13
7,1.75,19.0325
7,2.25,18.9925
7,2.75,18.975
7,3.25,18.95
7,3.75,18.91
7,4.25,18.8125
7,4.75,18.805
7,5.25,18.675
7,5.75,18.595
7,6.25,18.6025
7,6.75,18.47
7,7.25,18.395
7,7.75,18.3
7,8.25,18.26
7,8.75,18.215
7,9.25,18.22
7,9.75,18.23
7,10.25,18.2175
7,10.75,18.325
7,11.25,18.28
7,11.75,18.4
7,12.25,18.545
7,12.75,18.6075
7,13.25,18.665
7,13.75,18.78
7,14.25,18.86
7,14.75,18.96
7,15.25,19.04
7,15.75,19.1375
7,16.25,19.1925
7,16.75,19.27
7,17.25,19.33
7,17.75,19.35
7,18.25,19.3275
7,18.75,19.425
7,19.25,19.39
7,19.75,19.36
7,20.25,19.405
7,20.75,19.385
7,21.25,19.415
7,21.75,19.355
7,22.25,19.2625
7,22.75,19.15
7,23.25,19.095
7,23.75,18.98425
8,0.25,18.92
8,0.75,18.75
8,1.25,18.7
8,1.75,18.6325
8,2.25,18.55
8,2.75,18.51
8,3.25,18.445
8,3.75,18.445
8,4.25,18.4
8,4.75,18.23
8,5.25,18.2025
8,5.75,18.175
8,6.25,18.125
8,6.75,18.0725
8,7.25,18.045
8,7.75,18
8,8.25,17.925
8,8.75,17.97
8,9.25,17.75
8,9.75,17.88
8,10.25,17.99
8,10.75,18.06
8,11.25,18.135
8,11.75,18.205
8,12.25,18.29
8,12.75,18.43
8,13.25,18.58
8,13.75,18.705
8,14.25,18.7925
8,14.75,18.99
8,15.25,19.125
8,15.75,19.225
8,16.25,19.22
8,16.75,19.4225
8,17.25,19.44
8,17.75,19.425
8,18.25,19.4525
8,18.75,19.5175
8,19.25,19.5025
8,19.75,19.45
8,20.25,19.385
8,20.75,19.395
8,21.25,19.355
8,21.75,19.28
8,22.25,19.2
8,22.75,19.1325
8,23.25,18.9725
8,23.75,18.9015
9,0.25,17.3025
9,0.75,17.24
9,1.25,17.195
9,1.75,17.06
9,2.25,16.9725
9,2.75,16.8875
9,3.25,16.8625
9,3.75,16.79
9,4.25,16.66
9,4.75,16.645
9,5.25,16.54
9,5.75,16.54
9,6.25,16.47
9,6.75,16.49
9,7.25,16.63
9,7.75,16.3375
9,8.25,16.5225
9,8.75,16.5125
9,9.25,16.45
9,9.75,16.675
9,10.25,16.7025
9,10.75,16.7525
9,11.25,16.8325
9,11.75,16.945
9,12.25,17.06
9,12.75,17.2375
9,13.25,17.405
9,13.75,17.56
9,14.25,17.545
9,14.75,17.6575
9,15.25,17.7225
9,15.75,17.815
9,16.25,17.9
9,16.75,17.895
9,17.25,17.9225
9,17.75,17.9325
9,18.25,17.88
9,18.75,17.865
9,19.25,17.83
9,19.75,17.8175
9,20.25,17.7675
9,20.75,17.55
9,21.25,17.54
9,21.75,17.55
9,22.25,17.545
9,22.75,17.505
9,23.25,17.4
9,23.75,17.1105
10,0.25,10.270375
10,0.75,10.175
10,1.25,10.1325
10,1.75,10.0575
10,2.25,10.067
10,2.75,10.01525
10,3.25,9.9495
10,3.75,10.098375
10,4.25,9.8155
10,4.75,9.6775
10,5.25,9.748625
10,5.75,9.693125
10,6.25,9.641625
10,6.75,9.63725
10,7.25,9.7305
10,7.75,6.3155
10,8.25,9.703125
10,8.75,9.73725
10,9.25,9.570625
10,9.75,9.7195
10,10.25,9.78625
10,10.75,7.7175
10,11.25,9.738125
10,11.75,7.825
10,12.25,10.7425
10,12.75,10.16325
10,13.25,9.6625
10,13.75,9.9
10,14.25,10.99
10,14.75,13.1475
10,15.25,9.0475
10,15.75,11.73
10,16.25,11.94
10,16.75,13.265
10,17.25,9.695
10,17.75,7.9925
10,18.25,11.5
10,18.75,12.5025
10,19.25,11.16
10,19.75,10.3185
10,20.25,10.384
10,20.75,8.065
10,21.25,7.335
10,21.75,7.28
10,22.25,7.23
10,22.75,10.373125
10,23.25,7.1225
10,23.75,9.91925
11,0.25,3.23825
11,0.75,3.11
11,1.25,3.07
11,1.75,3.055
11,2.25,3.1615
11,2.75,3.143
11,3.25,3.0365
11,3.75,3.40675
11,4.25,2.971
11,4.75,2.71
11,5.25,2.95725
11,5.75,2.84625
11,6.25,2.81325
11,6.75,2.7845
11,7.25,2.831
11,7.75,2.815
11,8.25,2.88375
11,8.75,2.962
11,9.25,2.69125
11,9.75,2.764
11,10.25,2.87
11,10.75,2.898
11,11.25,2.64375
11,11.75,2.9585
11,12.25,3.081
11,12.75,3.089
11,13.25,3.187
11,13.75,3.344
11,14.25,2.77325
11,14.75,3.37025
11,15.25,3.428
11,15.75,3.6455
11,16.25,3.08
11,16.75,2.86775
11,17.25,2.634
11,17.75,2.623
11,18.25,3.1085
11,18.75,3.555
11,19.25,3.28325
11,19.75,2.8195
11,20.25,3.0005
11,20.75,3.7065
11,21.25,2.779
11,21.75,2.594
11,22.25,3.062
11,22.75,3.24125
11,23.25,2.875
11,23.75,2.728
12,0.25,1.019
12,0.75,0.9825
12,1.25,0.933
12,1.75,1.029
12,2.25,0.913
12,2.75,0.86675
12,3.25,1.011
12,3.75,0.88875
12,4.25,0.904
12,4.75,0.89125
12,5.25,0.8735
12,5.75,0.83225
12,6.25,1.01525
12,6.75,0.865
12,7.25,0.8445
12,7.75,0.975
12,8.25,0.8375
12,8.75,0.895
12,9.25,0.8815
12,9.75,0.826
12,10.25,0.899
12,10.75,0.7995
12,11.25,0.81
12,11.75,0.7825
12,12.25,0.7835
12,12.75,0.771
12,13.25,0.773
12,13.75,0.851
12,14.25,0.7835
12,14.75,0.8065
12,15.25,0.8525
12,15.75,0.76
12,16.25,0.77575
12,16.75,0.95075
12,17.25,0.8925
12,17.75,0.824
12,18.25,0.9585
12,18.75,0.905
12,19.25,0.91
12,19.75,0.8295
12,20.25,0.8285
12,20.75,0.8365
12,21.25,0.77725
12,21.75,0.89675
12,22.25,0.9135
12,22.75,0.95825
12,23.25,0.903
12,23.75,0.9535
