DOY2,HR2,WS,T_SONIC,H2O_1_1_1,LE_1_1_1,FC_1_1_1,CO2_1_1_1,TAU,USTAR,SC,H,NETRAD,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_DIF,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,RH_1_5_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TS_1_1_A,TS_2_1_1,TS_3_1_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_6_1_1,TS_6_1_2,TS_6_2_1,TS_6_3_1,PA,FC_1_1_2,CO2_1_1_2,H2O_1_1_2,LE_1_1_2,PPFD_OUT_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,TS_7_1_1,TS_7_2_1,TS_7_3_1,TS_7_4_1,TS_8_1_1,TS_8_2_1,TS_8_3_1,TS_8_4_1
1,10.5,0.9,-17.3575,0.7294125,-3.807520007067,-0.8,368.52,-2.5394,0.21392,-2,-22.365,-5.875,68.789,17.225,62.175,37.27,37.36,37.785,32.825,42.615,-16.645,-16.7,-16.655,-16.575,-17,-2.3,1.1175,0.6,-0.2,0.3,0.9175,2.5,-0.4,1.6,3,-0.685,-0.3,1.2,2.8,96.7818079,-2.6312,410.045,0.6178625,-0.254521891585599,7.325,0.65393,0.32048,0.44818,0.090708,1.5,2.8,3.5725,4.7725,1.2,2.3,2.9725,4.1725
1,11.5,0.921,-15.9275,0.7,-2.467709696334,-0.8,367.9925,-2.760675,0.227,-1.7,-16.58,-1.95,95.1,25,61.5,32.855,33.32,33.54,26.715,38.06,-15.7990909090909,-15.89,-15.6886363636364,-15.37,-15.3818181818182,-2.05,1.1,0.6,-0.1825,0.3,0.9175,2.5,-0.4,1.6175,3,-0.585,-0.2,1.2,2.8,96.7621137952303,-2.50105,409.875,0.492075,1.0093821622586,7.60113636363636,0.679605,0.574615,0.517985,0.1150235,1.5,2.7725,3.5725,4.7,1.1725,2.3,2.9725,4.1725
1,12.5,1.1,-14.87,0.7125,-3.251018872648,-1.3075,367.43,-2.8616,0.2349,-1.8975,-23.775,-5.05,91.435,22,71,30.645,31,31.425,22.5,34.425,-15.1133333333333,-14.99,-14.7325,-14.54,-14.6,-2,1.1,0.6,-0.1,0.3,0.9175,2.5,-0.3,1.6,3,-0.5,-0.2,1.2,2.8,96.7043,-2.0919,410.0825,0.5511,-3.4737197981893,6.828125,0.31482,0.378665,0.539945,0.098505,1.5,2.7725,3.5725,4.7,1.1725,2.3,2.9,4.2
1,13.5,1,-14.5375,0.8,-3.060984834768,-1.18,367.1075,-2.788025,0.274,-1.5875,-29.01,-8.325,79.13,21.55,58.15,29.1575,27.72,29.1375,21.25,33.365,-14.2584615384615,-14.5,-14.2,-14.3538461538462,-14.125,-1.8,1.1,0.6,-0.1,0.3,0.915,2.5,-0.3,1.6,3,-0.4,-0.1,1.2,2.8,96.665,-1.96415,409.8825,0.57806,-4.8483541994913,4.26923076923077,0.192262,0.4244,0.51698,0.10718,1.5,2.7725,3.6,4.7,1.2,2.2725,2.9,4.1725
1,14.5,0.92,-14.22,0.7,-4.32436552336845,-0.8625,367.52,-2.75875,0.244025,-1.2825,-51.2925,-16.075,47.5175,14,43,27.05,26.015,28.275,21.675,34.1,-14.1436363636364,-14.5563636363636,-14.1863636363636,-14.3725,-14.225,-1.755,1.1075,0.6,-0.085,0.3,0.915,2.5,-0.3,1.6,3,-0.3875,-0.1,1.2,2.8,96.66176875,-1.41915,409.86,0.597435,-5.42133054860425,3.2,0.4104,0.535575,0.4278125,0.0553425,1.5,2.8,3.5,4.7,1.2,2.3,2.9,4.1
1,15.5,0.9,-14.5775,0.8,-5.54563304725,-1.1,367.74,-2.38275,0.198745,-1.2,-57.8775,-47.35,20.9145,6.32,25.125,27.865,27.5125,29,23.25,37.4225,-13.9375,-14.629375,-14.4075,-14.54,-14.5,-1.7,1.1,0.6,-0.0825,0.3,0.9175,2.4175,-0.3,1.6,3,-0.3,-0.1,1.2,2.8175,96.53775,-1.303,409.985,0.62516,-2.71985774138775,1,0.556925,0.2269375,0.359125,0.02716,1.5,2.7725,3.5,4.7,1.1725,2.3,2.9,4.1725
1,16.5,0.7,-14.9625,0.8,-5.954932657455,-0.7,367.5,-2.3971,0.1237,-0.85,-88.0625,-77,1.08,0,10,30.6,29.65,31.535,28.06,43.37,-14.135,-15,-14.73,-15.1425,-15.3575,-1.9,1.055,0.6,-0.16,0.3,0.9,2.42,-0.3,1.6,3,-0.3825,-0.1875,1.2,2.82,96.520475,-0.2962875,410.105,0.6702,-3.621282498292,-0.608846153846154,0.4609,0.154215,0.26972,0.034943,1.5,2.7725,3.5725,4.7,1.1725,2.3,2.9725,4.1725
1,17.5,0.619,-15.7,0.8,-6.7182919940985,-0.5725,368.18,-2.188725,0.07265,-1.2,-83.73,-82.155,0,-1.1,10,33.9,33.55,36.32,33.42,47.665,-14.47,-15.9,-15.72,-16.245,-16.5575,-2,1.1,0.6,-0.16,0.3,0.9,2.42,-0.3,1.6,3,-0.4,-0.1875,1.2,2.82,96.58035,-0.62918,409.815,0.6765,-5.029532291427,-1.30727272727273,0.24408,0.1749975,0.09545575,0.0321465,1.5,2.8,3.5725,4.6725,1.1725,2.3,2.9725,4.1725
1,18.5,0.6,-16.2,0.7,-7.39929679950825,-0.8625,367.8875,-2.2288,0.0608,-1.3625,-92.7125,-81,0,-1,10,35.9,35.4525,37.835,36.15,49.3,-14.7425,-16.6,-16.265,-16.7475,-17.4779166666667,-2,1.1,0.6,-0.155,0.3,0.9,2.4225,-0.3,1.6,3,-0.4,-0.2,1.2,2.8,96.604125,-0.7765075,410.6,0.66705,-5.199948459184,-1.51409090909091,0.23096,0.235205,0.1278015,0.035519,1.5,2.7725,3.5,4.7,1.1,2.2725,2.9725,4.1725
1,19.5,0.6,-16.9,0.7,-6.8515262706515,-0.685,368.175,-2.414975,0.06154825,-1.18,-97.235,-80.5,0,-1.1375,10,37.9125,36.95,40.1225,38.18,51.3375,-15.3525,-17.2907692307692,-16.9375,-17.5,-18.455,-2.0125,1.1,0.6,-0.1775,0.3,0.9,2.4225,-0.3,1.6,3,-0.4825,-0.2,1.2,2.8,96.6787,-0.54662,410.705,0.6640575,-7.168560479288,-1.25192307692308,0.21265,0.103701,0.0938795,0.040111,1.5,2.7725,3.5725,4.7,1.1725,2.3,2.9725,4.1725
1,20.5,0.6,-17.5,0.7,-6.4109232674535,-0.6,368.275,-2.2264,0.06617,-1.2,-91.05,-78,0,-1.145,10,40.715,39.785,40.72,39.52,52.42,-16.5875,-17.755,-17.3143181818182,-18.05,-18.8,-2.1,1.04,0.6,-0.1775,0.3,0.9,2.4225,-0.3,1.6,3,-0.4825,-0.2,1.2,2.7225,96.674275,-1.082495,410.7,0.74066,-7.7075585424695,-1.30795454545454,0.182035,0.143755,0.0831055,0.0196625,1.5725,2.8,3.5725,4.6725,1.1725,2.3,2.9,4.1725
1,21.5,0.631,-17.8,0.7,-5.4600399471564,-0.7225,368.4675,-2.1086,0.0804,-1.2075,-86.76,-79,0,-1.125,10,42.6,42.17,44.6,40.9325,55.66,-17.50125,-17.87,-17.7575,-18.465,-19.155,-2.2,1.1,0.6,-0.1,0.3,0.9,2.4225,-0.3,1.6,3,-0.5825,-0.2,1.2,2.7225,96.6712,-0.2034,410.97,0.7557425,-8.7787000927125,-1.140625,0.16976,0.12086,0.081622,0.031628,1.6,2.8,3.5725,4.7,1.2,2.2725,2.9,4.1725
1,22.5,0.7,-17.7175,0.7,-5.5608828655375,-0.5,368.455,-1.9309,0.0728,-1.32,-88.475,-78.575,0,-1.1425,10,43.805,43.1,46.115,45.8,55.39,-17.7388461538461,-18.2392307692307,-18.1542307692308,-18.995,-19.555,-2.2,1.1,0.6,-0.1,0.3,0.9,2.4225,-0.3,1.6,3,-0.6,-0.285,1.2,2.7225,96.6603,-0.34379,410.985,0.76104,-7.945021376862,-0.879230769230769,0.12889,0.15918,0.066472,0.0273405,1.5,2.8,3.5,4.7,1.1725,2.3,2.9,4.2
1,23.5,0.6,-17.9,0.6675,-6.4008236411772,-0.5425,368.11,-2.0586,0.06305,-1.2,-88.26,-76,0,-1.1,10,44.005,43.4375,46.3175,45.8275,55.4225,-18.0122727272727,-18.4977272727273,-18.6,-19.3290909090909,-20.165,-2.2,1.0275,0.6,-0.1,0.3,0.9,2.4225,-0.3,1.6,3,-0.6,-0.285,1.2,2.7225,96.6767,-0.8043,410.755,0.72982,-7.2905921285055,-1.19681818181818,0.27785,0.2621,0.116275,0.032245,1.5,2.8,3.5,4.7,1.1,2.3,2.9725,4.1725
2,0.5,0.6795,-15.465,0.5,-7.92898405963,-0.7525,369.66,-2.28035,0.075,-1.3,-83.9325,-78.225,0,-1.38,9.225,36.18,37.435,40.59,40.385,46.6,-15.7683333333333,-16.135,-16.465625,-17.0433333333333,-18.035,-2,0.1,0.6,0,0.4,0.645,2.245,-0.4,1.4,2.5,-0.255,-0.1,0.82,2.4,96.6183911627024,-0.08797,413.21,0.95797,-6.614752169416,-0.978076923076923,0.286005,0.20686,0.149605,0.0283275,1.3,2.2725,2.8725,3.8,0.3175,0.9725,1.745,3.1
2,1.5,0.7,-15.6,0.3375,-7.6021256036712,-0.4,369.33,-2.146,0.06305,-1.4,-79.26,-75,0,-1.1,9,38.98,40.635,42.2,42.58,48.29,-16.2434615384615,-16.515,-17.0176923076923,-17.9875,-18.5375,-2.1,0.0900000000000002,0.6,0,0.4,0.6425,2.2425,-0.4,1.4,2.5,-0.2575,-0.1,0.9,2.4,96.61265,-0.782135,412.3875,0.5931,-8.009581079565,-0.665384615384615,0.2082425,0.1844375,0.125795,0.038168,1.3,2.2725,2.8725,3.7725,0.345,1,1.7725,3.1
2,2.5,0.70575,-15.8,0.5,-7.03300230622,-0.4,369.1,-2.067075,0.05445,-1.4,-78.7125,-74,0,-1.1,9,39.8775,41.715,43.21,42.92,48.5,-16.6497727272728,-16.8425,-17.3168181818182,-18.1645454545454,-19.0829545454546,-2.17,0.0925000000000001,0.6,-0.0575,0.4,0.6425,2.2425,-0.4,1.4,2.5,-0.2575,-0.1,0.8175,2.4,96.6209,-0.79256,412.14,0.56115,-8.732811486054,-1,0.278405,0.191565,0.120347,0.047416,1.3,2.2,2.8725,3.7725,0.4175,1,1.8,3.1
2,3.5,0.7,-16.33,0.4,-6.6271652939616,-0.34,369.3725,-2.007825,0.04879925,-1,-73.8,-73,0,-1.1,9,40.9,41.805,44.38,45.3,50.67,-16.9554166666667,-17.12625,-17.7416666666667,-18.6,-19.5,-2.2,0,0.6,-0.0575,0.4,0.6425,2.2425,-0.4,1.4,2.5,-0.2575,-0.1,0.8,2.4,96.571125,-1.019,411.485,0.550705,-8.64013538196125,-0.849583333333334,0.21343,0.13392,0.063925,0.0548015,1.2,2.2725,2.9,3.7725,0.39,1.1725,1.8725,3.1
2,4.5,0.6,-16.285,0.35,-5.600160434584,-0.32,369.35,-2.1659,0.05,-1.225,-82.335,-74,0,-1.4,9,42.285,41.06,44.3875,46.075,50.98,-16.9688461538462,-17.5,-17.8961538461539,-18.9,-19.6,-2.275,0.1,0.6,-0.0575,0.4,0.6425,2.2425,-0.3575,1.3425,2.5,-0.2575,-0.1,0.8,2.4,96.59935,-0.673,411.485,0.53976,-7.0894176253715,-1.29163461538461,0.239665,0.1690465,0.124141,0.06948,1.2725,2.2,2.8725,3.7,0.3625,1.1625,1.8725,3.1
2,5.5,0.6,-16.8625,0.3425,-5.5168879975705,-0.2,368.4175,-2.071775,0.054,-1.3525,-78.89,-74,0,-1.4,9,43.1,43.46,45.26,45.95,53.2,-16.9063636363636,-17.8418181818182,-18.2,-19.035,-19.8488636363636,-2.4,-0.1,0.6,-0.0575,0.4,0.6425,2.2,-0.3575,1.3425,2.5,-0.3,-0.1,0.8,2.4,96.6222,-0.46608,411.5575,0.564975,-9.411822686054,-1.00909090909091,0.2726475,0.22551,0.1181635,0.06138175,1.2,2.2725,2.8725,3.7,0.39,1.1075,1.9,3.1
2,6.5,0.6,-16.9725,0.3,-5.764109071413,-0.4,368.8,-2.07795,0.0507,-1.2675,-78.77,-73,0,-1,10,44.0625,43.52,45.84,47.35,53.69,-16.8820833333333,-18.1266666666667,-18.7008333333333,-19.3,-20.1375,-2.375,0.18,0.6,0,0.4,0.6425,2.2,-0.3575,1.3425,2.5,-0.3575,-0.1,0.8,2.4,96.597275,-0.482005,411.765,0.55534,-9.716675055103,-0.905,0.26535,0.258,0.1334,0.074135,1.2725,2.2725,2.8725,3.7725,0.4625,1.08,1.8725,3.1
2,7.5,0.6,-17,0.3225,-4.452282024944,-0.3,368.825,-2.097275,0.07920625,-1.1,-56.065,-42,8.995,0,15,43.485,43.745,44.04,44.9375,53.935,-16.0246153846154,-17.99,-18.2023076923077,-18.7903846153846,-19.7,-2.4,0.085,0.6,0,0.4,0.6425,2.2,-0.3575,1.3425,2.5,-0.3575,-0.1,0.8,2.4,96.6367,-0.52944,411.275,0.53944,-6.23581569810875,0.474230769230769,0.3047125,0.2912875,0.1806875,0.05073725,1.2725,2.2725,2.8725,3.7,0.435,1.025,1.8625,3.1
2,8.5,0.723,-16.7,0.31,-4.33314469445575,-0.5,369.23,-2.5642,0.1341475,-1.6,-35.1,-12,34.95,7,39.3,39.735,40.2125,40.985,38.8,47.145,-14.5413636363636,-17.0822727272727,-17.1025,-17.1886363636364,-18.3,-2.3,0.1,0.6,0,0.4,0.7,2.2,-0.3575,1.4,2.5,-0.315,-0.165,0.8175,2.4,96.62,-1.8067,411.9325,0.5041325,-3.191275,3.63454545454545,0.56203,0.408075,0.386675,0.051069,1.2,2.3,2.8725,3.7725,0.4625,1.125,1.835,3.1
2,9.5,1,-15.5225,0.4,-2.950264416428,-0.4375,369,-2.641675,0.225875,-1.6275,-17.79,-5.225,59.65975,12,59.175,33.4,32.845,35.6625,33.765,39.87,-12.5310416666667,-15.4,-15.535,-15.335,-15.5,-2,0.2,0.6,0,0.4,0.7,2.2,-0.4,1.4,2.5,-0.315,-0.165,0.9,2.4,96.6586275,-2.821175,412.2,0.48045,-6.071554050238,10.6083333333333,0.566675,0.492635,0.424325,0.0649325,1.3,2.2725,2.8725,3.7,0.435,1.125,1.835,3.1
2,10.5,1.1,-14.2,0.4475,-1.011125230727,-0.7475,369.255,-2.9016,0.240055,-1.7375,-13.2175,4,94.09,17.89,95.525,30.06,29.275,31.775,28.12,34.89,-11.3307692307692,-14.176923076923,-14.3475,-14.015,-14.505,-1.8,0.1,0.6,0,0.4,0.7,2.2,-0.355,1.4,2.545,-0.31,-0.1,0.9,2.4,96.6462,-3.79535,411.5,0.4034125,-3.87936870704675,13.3907692307692,0.676315,0.61429,0.46769,0.0880955,1.3,2.2725,2.8725,3.8,0.4625,1.125,1.735,3.1
2,11.5,1,-13.18,0.4575,-0.9904612131396,-0.785,369.37,-3.244375,0.250575,-1.525,-9.62,12.8,111.6,31.52,104.6,26,25.845,27.195,22.13,30.24,-10.2109090909091,-13.105,-13.1,-12.7,-13.635,-1.5,0.2025,0.6,0,0.4,0.7,2.3,-0.355,1.4,2.545,-0.2,-0.1,0.9,2.4,96.641125,-4.1458,411.1125,0.47305,-7.1667,18.7890909090909,0.78604,0.629525,0.46415,0.075578,1.2725,2.2725,2.8725,3.7725,0.4625,1.1525,1.835,3.1
2,12.5,1.1,-12.2625,0.5,-1.0416007213365,-1.09,368.66,-3.15105,0.23835,-1.5,-10.8,12.05,120.835,33.5,107.15,23.1,23.17,24.86,20.1,27.88,-10.1195833333333,-12.2225,-12.18,-11.7125,-12.54,-1.4,0.1,0.6,0,0.4,0.6425,2.3,-0.3,1.4,2.5425,-0.2,-0.1,0.9,2.4,96.5383,-3.6648,411.16,0.40872,-2.42158468855322,16.15,0.7740125,0.68975,0.547085,0.10161075,1.3,2.2,2.9,3.7725,0.535,1.2525,1.835,3.1
2,13.5,1.1,-11.715,0.5,-0.625645021458501,-0.8,368.225,-3.0946,0.229495,-1.1,-17.6375,8,94.6475,26.155,81.175,21.43,21.33,22.66,17.76,26.265,-9.39538461538462,-11.43,-11.68,-11,-12.3,-1.2825,0.2,0.6,0,0.4,0.64,2.2375,-0.3,1.4,2.54,-0.2,-0.1,0.9,2.4,96.5284742,-3.07225,411.115,0.3901775,-0.636092152305675,12.9315384615384,0.704645,0.647275,0.482915,0.09151875,1.2725,2.2725,2.9,3.7725,0.49,1.28,1.8625,3.1
2,14.5,1.1,-11.1,0.5,-1.44181719040625,-0.9,367.93,-2.955,0.259,-1.426,-16.725,0,69.777,23.78,69.175,20.3,20.6775,21.38,16.4,24.885,-9.02227272727272,-10.94,-11,-10.6125,-12.405,-1.2,0.2,0.6,0.0425,0.4,0.7,2.245,-0.3,1.4,2.545,-0.155,-0.1,0.9,2.4,96.553775,-3.09395,410.6575,0.3356,-3.0739517805388,7.92295454545455,0.752655,0.61468,0.50852,0.0596855,1.2725,2.2725,2.9,3.7725,0.5625,1.28,1.8625,3.1
2,15.5,0.97625,-11.305,0.4775,-2.1329708892395,-0.635,367.635,-2.757375,0.236625,-0.855,-48.2625,-13.125,33.13875,11.2625,39.4,19.835,20.58,20.67,15.9925,26.7125,-9.37083333333333,-11.4025,-11.31,-11.4,-12.735,-1.3,0.1,0.6,0.04,0.4,0.7,2.2,-0.3,1.4,2.5425,-0.1575,-0.1,0.9,2.4,96.5755,-2.07725,411.06,0.4065,-6.6571475864935,3.65583333333333,0.7028275,0.65666,0.476855,0.04927525,1.2725,2.2725,2.9,3.7,0.5625,1.3075,1.8625,3.1
2,16.5,0.8,-11.9,0.495,-2.74331154375285,-0.3,368.2375,-2.56545,0.1787,-0.9375,-60.6875,-59.24,7.8766,1,16.25,20.5775,20.8,22.285,18.34,31.945,-10.4317307692307,-11.905,-12.0225,-12.195,-13.4,-1.3,0,0.6,0.045,0.4,0.7,2.2,-0.3,1.4,2.545,-0.1,-0.0675,0.9,2.4,96.54305,-1.45775,411.21,0.48608,-5.859434542407,0.853076923076923,0.5947,0.49755,0.35715,0.033105,1.2725,2.2725,2.8725,3.7,0.5625,1.3075,1.9625,3.1
2,17.5,0.794,-12.6,0.475,-3.5214979272073,-0.7,368.935,-2.34195,0.08305,-1.19,-81,-83.94575,0,-0.4,10,23.855,24.42,25.77,22.01,35.7,-11.3275,-12.9,-12.8,-13.0727272727273,-14.375,-1.3,0.1,0.6,0.0425,0.4,0.7,2.2,-0.3,1.4,2.5425,-0.1,-0.07,0.9,2.4,96.5473,-0.2573025,411.53,0.574955,-13.4147381452192,-1.00909090909091,0.3169,0.2527675,0.1700725,0.032298,1.2725,2.2725,2.9,3.7725,0.5625,1.3075,1.89,3.1
2,18.5,0.776,-13.25,0.5,-6.06802214844,-0.5425,368.67,-2.365825,0.07055,-1.3925,-86.5625,-85.05,0,-1,10,27.5125,27.8125,29.875,26,40.775,-12.1972916666667,-13.3,-13.325,-14.1,-15.4,-1.4,0,0.6,0.0425,0.4,0.6425,2.2,-0.3,1.4,2.5,-0.1575,-0.07,0.9,2.4,96.6267,-0.1722875,411.77,0.5782,-12.7142875166005,-1.01125,0.27265,0.2306,0.140455,0.031625,1.2725,2.2,2.9,3.7725,0.5175,1.3625,1.99,3.1
2,19.5,0.74075,-13.73,0.2775,-6.014106043912,-0.5,369.02,-2.3687,0.081,-1.4,-86.7275,-82,0,-1,10,29.6925,30.53,33.54,31.6225,44.2,-12.8157692307692,-13.715,-13.9325,-14.33,-15.97,-1.4425,0.2,0.6,0.0425,0.4,0.6425,2.2,-0.3,1.4,2.5,-0.1575,-0.1,0.9,2.4,96.6232,-0.121665,411.92,0.5750375,-11.378644954464,-1.00730769230769,0.2964,0.26105,0.184655,0.023455,1.2725,2.3,2.8725,3.7,0.2725,1.3625,1.99,3.1
2,20.5,0.73825,-14,0.385,-6.431653197786,-0.6,369.18,-2.2804,0.053,-1.4025,-89.52,-81,0,-1,10,30.46,30.9125,34.8,32.285,46.68,-13.2252272727273,-14.3,-14.4125,-15.1075,-16.535,-1.65,0.1975,0.6,0.0425,0.4,0.6425,2.2,-0.3,1.4,2.5,-0.1575,-0.07,0.9,2.4,96.5271896,-0.3074625,412.215,0.61995,-10.3065128113657,-1.005,0.26145,0.24555,0.18545,0.02736,1.2725,2.2725,2.8725,3.8,0.345,0.9175,1.645,3.1
2,21.5,0.7,-14.5,0.27,-5.25142112393535,-0.885,369.2,-2.2785,0.074375,-1.305,-92.04,-80,0,-1,10,30.8625,32.8875,36.3,34.26,46.6,-13.81125,-14.8016666666667,-15.1,-15.815,-16.7,-1.685,0.1075,0.6,0.04,0.4,0.6425,2.2,-0.3,1.4,2.5,-0.1575,-0.1,0.9,2.4,96.41689405,-0.75694,412.45,0.626775,-7.09861149126,-1.06916666666666,0.325015,0.151755,0.09102075,0.03502275,1.2725,2.2725,2.9,3.7725,0.3725,0.8625,1.535,3.1
