DOY2,HR2,USTAR,TA,WS,FC_1_1_1,H,LE,G,TS,RH,PA,CO2,VPD,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O
2,17.75,0.2945,17,2.153,-0.09,-5.11,9.275,18.3,17.9,23.963,90.2,381,15.895,-67.5,42.6,13.8,295,390,6.01
2,18.25,0.161,15.6,1.422,0.041,-11.15,1.895,6.27,16.8,28.641,90.3,381,13.4,-95.5,-0.384,2.28,291,378,6.345
2,18.75,0.105,13.8,1.244,0.024,-10,0.788,-4.65,15.7,34.566,90.3,381,10.63,-90.9,-3.729,2.031,286,368,6.5
2,19.25,0.117,12,1.54,0.0095,-10.95,0.894,-13.1,14.9,39.257,90.334,382,9.23,-87.729,-3.255,2.26,282,362,6.755
2,19.75,0.141,11,1.66,0.033,-17.3,1.58,-19.9,14.1,42.5805,90.4,382,7.905,-85.6,-2.82,2.3865,280,359,6.79
2,20.25,0.156,10.324,1.777,0.02,-18.1,2.01,-24,13.4,41.9795,90.4,382,7.64,-84.4,-2.47,2.558,279.298,356,6.77
2,20.75,0.175,9.71,1.8,0.0225,-20.8,2.775,-27.4,12.82,46.2925,90.4,382,6.765,-82.8,-2.331,2.57,279,353,6.8145
2,21.25,0.185,9.442,1.86,-0.009,-19.7,2.71,-29.8,12.2,48.241,90.4,381,6.57,-81.3,-2.235,2.56,277,350.934,6.93
2,21.75,0.188,9.34,1.86,-0.004,-21.028,2.32,-31.6,11.8,49.8945,90.438,381,6.19,-80.4,-2.23,2.53,275,348.949,6.96
2,22.25,0.184,9.04,1.91,-0.007,-21,2.2435,-32.9,11.349,50.057,90.463,381,5.62,-79.775,-2.16,2.49,274.207,346,7
2,22.75,0.182,8.67,1.9,-0.034,-21.1,2.08,-33.8,11,52.673,90.447,381,5.35,-78.6,-2.16,2.43,274,345,6.92
2,23.25,0.186,8.4,1.91,-0.014,-20.45,2.266,-34.2,10.5,53.713,90.493,381,5.165,-78.2,-2.07,2.46,272.688,344,7
2,23.75,0.188,8.16,1.93,-0.0255,-21.6,2.308,-34.4,10.1,54.109,90.498,381,5.41,-77.3,-2.03,2.42,273,342,6.975
3,0.25,0.194,11.5,1.95,0.056,-25.55,2.505,-36.504,15.269,41.5025,90.4,387,8.245,-83.3,-2.281,2.69,281,359,6.425
3,0.75,0.194,11.3,1.96,0.026,-24.8,2.595,-36.934,14.8,41.9805,90.4,386,7.945,-82.25,-2.235,2.676,279.092,358,6.47
3,1.25,0.184,11,1.95,0.008,-23.1,2.245,-37.266,14.4,42.997,90.4,386,7.465,-80.95,-2.2085,2.64,279.18,357,6.35
3,1.75,0.185,10.4,1.93,0.019,-22.981,2.12,-37.814,14,44.9,90.4,387,7.12,-80.25,-2.2085,2.6195,278,355,6.39
3,2.25,0.179,10.2,1.87,-0.008,-21.8,1.766,-38.3,13.6,45.281,90.4,386,6.86,-79.75,-2.15,2.5635,277.342,352,6.44
3,2.75,0.173,9.84,1.92,-0.039,-21.603,1.802,-38.9,13.2,45.517,90.4,387,6.11,-79.2,-2.189,2.555,276,350,6.47
3,3.25,0.181,9.66,1.905,-0.021,-22.7,1.984,-39.3,12.9,44.8365,90.304,387,6.6,-78.7095,-2.04,2.5855,276,349.2465,6.43
3,3.75,0.179,9.32,1.86,-0.032,-22.3,2.05,-39.3,12.5,46,90.4,387,6.23,-78.15,-2.12,2.58,275,347.9395,6.39
3,4.25,0.172,9.01,1.87,-0.037,-23.45,2.05,-39.9,12.3,48.4085,90.302,387,6.005,-77.5425,-2.043,2.53,274,348,6.41
3,4.75,0.177,8.84,1.9,-0.0375,-21.988,2.03,-40.2,12,49.804,90.4,386,5.565,-76.7,-2.02,2.56,273.8935,345.5215,6.425
3,5.25,0.177,8.72,1.821,-0.038,-22.1,1.9,-40.4,11.8,50.893,90.4,386,5.61,-76.436,-2.06,2.478,273.3125,344.6775,6.47
3,5.75,0.164,8.45,1.86,-0.0335,-21.355,1.6385,-40.5,11.5,51.46,90.4,386,5.49,-75.55,-1.95,2.57,273,344,6.495
3,6.25,0.16,8.006,1.85,-0.089,-19.7,1.69,-40.5,11.241,50.4675,90.4,386,5.145,-72.65,-1.1175,2.715,273,342,6.52
3,6.75,0.154,8.48,1.757,-0.189,-17.3,2.85,-40.7,11,50.4,90.4,386,5.16,-54.6245,20.8,7.4015,272,344,6.54
3,7.25,0.162,10.6,1.375,-0.566,-5.42,6.953,-39.6,11,46.458,90.4,385,6.695,6.2495,109,24.724,274,351.5,6.82
3,7.75,0.1625,13.4,1.04,-1.11,22.6,14.086,-36,11.3,36.172,90.4,385,9.485,88.95,218,36.8,278.2495,365.0165,6.7005
3,8.25,0.1805,15,1.115,-1.51,52.892,23.35,-28.437,12.3,32.17,90.4,387,11.68,182.382,333.066,49.3,283.4925,382,6.4215
3,8.75,0.1985,15.9,1.31,-1.6735,88.757,29.552,-17.011,13.6,29.841,90.4,387,12.915,270,447,66.9,288,397,6.525
3,9.25,0.223,17.15,1.4685,-1.685,120,35.6,-3.9695,15.2985,28.536,90.4,387,13.88,350.4505,562,89.3,291,413.5,6.41
3,9.75,0.235,18.25,1.619,-1.691,152,39.5,13.7,17.578,25.668,90.4,388,15.675,415.54,662,109,296,431.216,6.14
3,10.25,0.249,19.2,1.69,-1.5,183.5,41.534,34.467,20,23.66,90.4,388,16.9,470.784,751.308,129,300,447,6.0765
3,10.75,0.2645,19.779,1.84,-1.44,212,44.143,54,22.3,21.832,90.4,388,18.23,513.5,818,146.699,304,464.5,6.01
3,11.25,0.293,20.7795,2.093,-1.43,233,46.013,69.1,24.4,20.0135,90.394,388,19.58,543.878,878.5,159,307,479.227,5.71
3,11.75,0.334,21.45,2.35,-1.21,248.866,44.128,80.5625,26.2,19.1835,90.3,388,20.645,562.112,912,169,311,491.751,5.604
3,12.25,0.364,22.0025,2.54,-1.06,258,45.2,90.3,27.7,18.5145,90.3,387,21.06,563,929.2975,174,313,500,5.484
3,12.75,0.386,22.353,2.72,-0.929,265,45.4,96.4,29.15,17.426,90.2495,387,21.645,561,934.5,178,314,505,5.31
3,13.25,0.4105,23.3,2.933,-0.791,268,44.2,99.7,30.2,17,90.2,388,22.42,541,917.927,175.5895,316,510,5.333
3,13.75,0.425,23.745,3.12,-0.7095,259,39.4975,99.9,30.6,16,90.2,387,23.83,508,880,169.153,317,508.193,5.201
3,14.25,0.443,23.665,3.33,-0.651,247,42.7,97.6,31,16.295,90.115,387,23.7,468,824,160,317,507.083,5.16
3,14.75,0.474,23.7,3.334,-0.5355,227.5,36.509,92.792,31,15.254,90.1,387,24.86,417,754,147,319,501,5.025
3,15.25,0.469,23.6,3.39,-0.606,204.5,34.45,83.4,30.7,15.0575,90.1,387,25.265,361,672,130,318,490,5.0765
3,15.75,0.461,23.7,3.378,-0.598,178.453,30.4,73.6,30,15.224,90.1,387,23.965,290,574,109.782,315,483,5.15
3,16.25,0.455,23.6,3.318,-0.5815,142,28.7635,62.6,29.1,14.8075,90.1,387,23.565,215.028,469,89.4,314,471,5.087
3,16.75,0.479,23.4,3.38,-0.498,104.701,22.609,48.9,28.2,15.7,90.1,387,23.76,130,349,67.647,311,456,5.035
3,17.25,0.459,22.8,3.234,-0.366,58.362,19.6,36,26.9,16.716,90.1,387,22.665,42.252,225.274,46.8,309,441,5.072
3,17.75,0.42,21.89,2.8755,-0.225,13.553,13.95,24.6,25.7,17.7135,90.1,387,20.94,-32.527,114.973,29.7,307,428,5.032
3,18.25,0.3265,20.7,2.3755,0.021,-10.8,6.107,12.8,24.4,19.5,90.1,387,19.42,-92.6,26.039,10.1,304,413,5.2
3,18.75,0.1695,19.1,1.53,0.145,-15.8,1.82,2.544,23.1,20.837,90.2,387,17.18,-105,-2.59,2.49,299,398,5.425
3,19.25,0.117,17.5,1.445,0.134,-13.106,1.74,-6.68,22,24.904,90.2,388,14.85,-99,-3.88,2.59,296,388,5.67
3,19.75,0.127,15.9,1.65,0.091,-16.5,1.21,-14,20.9,29.405,90.208,388,12.91,-95.4,-3.47,2.77,295,382,5.87
3,20.25,0.145,14.8,1.74,0.127,-19.1,2.29,-19.792,19.9,32.201,90.3,388,11.42,-93.6,-2.965,2.946,293,377,6.008
3,20.75,0.165,14.7,1.83,0.126,-21.885,2.21,-24.1,19.1,33.1005,90.3,387,11.085,-91.6,-2.69,3.013,291,375,6.087
3,21.25,0.174,14.1,1.92,0.122,-23.35,2.604,-27,18.4,35.246,90.3,387,10.47,-90.295,-2.595,2.95,288.052,372,6.161
3,21.75,0.185,13.5,1.9,0.0975,-23.717,2.4105,-29.9,17.8,35.11,90.309,387,10.39,-89.3,-2.49,2.945,287,370,6.22
3,22.25,0.192,13.2,1.95,0.0945,-24.8935,2.34,-31.2,17.2,36.1,90.4,387,9.91,-87.5,-2.52,2.83,286,367,6.37
3,22.75,0.194,12.6,1.947,0.05,-23.95,1.875,-32.7,16.7,37.5,90.4,387,9.47,-87.1,-2.463,2.83,283.52,365,6.3915
3,23.25,0.197,12.3,1.93,0.055,-24.85,2.23,-34,16.2,38.3,90.4,387,8.93,-85.6,-2.42,2.77,283,363,6.43
3,23.75,0.195,12.1,1.97,0.0285,-24.2,2.46,-35.5,15.765,40.834,90.4,387,8.82,-84.1,-2.34,2.71,283,362,6.37
4,0.25,0.1965,14.9,1.9,0.123,-25.75,-0.004,-31,19.9,34.707,90.2,385,10.915,-90.3,-2.585,2.908,295.1945,379,7.47
4,0.75,0.197,14.881,1.915,0.093,-24.2,-0.055,-31.802,19.342,34.6,90.2,385,10.54,-88.85,-2.52,2.895,293.813,376.628,7.46
4,1.25,0.188,14.3,1.88,0.054,-23.55,0.1425,-32.7,18.8,36.2,90.2,385,9.91,-87.8775,-2.49,2.905,293.116,373,7.5
4,1.75,0.1835,13.7,1.8965,0.038,-23.267,0.137,-33.9,18.4,37.408,90.2,385,9.71,-86.2,-2.435,2.912,293,371,7.51
4,2.25,0.172,13.4,1.895,0.019,-22.842,0.026,-34.7,18,37.092,90.2,384,9.31,-84.95,-2.386,2.855,292.573,369,7.3315
4,2.75,0.173,13,1.833,0.0025,-22.8,0.222,-35.1,17.573,38.3615,90.156,385,9.085,-84.15,-2.3135,2.83,290.9845,366,7.32
4,3.25,0.177,12.4,1.873,0.001,-23.1,-0.028,-35.4,17.2,39.7,90.166,385,8.5,-83.1,-2.305,2.754,288.635,364,7.31
4,3.75,0.1705,12.2,1.91,-0.004,-22.7,0.049,-36,16.8,40.28,90.171,384,8.09,-81.65,-2.24,2.75,287.5,363,7.45
4,4.25,0.183,12.2,1.808,-0.008,-22.2,0.178,-36.402,16.4,41.7015,90.176,384,8.09,-80.9,-2.19,2.771,286.449,361.5,7.4
4,4.75,0.1775,11.7,1.835,-0.0195,-22.4365,0.298,-36.853,16.101,44.1315,90.2,383,7.855,-80.37,-2.13,2.78,286,360,7.355
4,5.25,0.171,11.6,1.815,-0.031,-22.2,0.265,-37.461,15.74,43.902,90.2,383,7.8,-80.05,-2.045,2.73,286.0295,360,7.523
4,5.75,0.1745,11.2,1.797,-0.0275,-20.25,0.222,-37.153,15.465,44.352,90.2,384,7.905,-76.1,0.159,3.3345,285,358,7.564
4,6.25,0.169,11.5,1.706,-0.199,-15.4,1.11,-37.3,15.2,43.826,90.2,383,7.87,-50.416,32.65,11.45,285,359,7.749
4,6.75,0.173,13.9,1.35,-0.624,-3.038,5.59,-36.9,15.153,39.92,90.2,381,9.94,9.114,113.5,25.55,289,369,8.044
4,7.25,0.163,16.306,1.05,-1.044,24.7,11.843,-34.2,15.611,34.5,90.2,382,12.12,94.05,225.5,38.2895,293.5,384.5,8.08
4,7.75,0.1955,17.9,1.24,-1.345,62,18.699,-28.6,16.6,30.102,90.2,383,13.74,187.3315,344.39,52.367,298,402.495,8.0345
4,8.25,0.209,18.7,1.49,-1.294,97.15,23.85,-19.1,17.9,28.42,90.2,384.5,15.36,275.731,461,71.35,302,420,7.88
4,8.75,0.249,19.777,1.67,-1.1845,136.7015,25.929,-7.07,19.958,26.291,90.2,385,17.04,354.5,581.8035,95.05,305.5,437.1965,7.854
4,9.25,0.269,21.05,1.825,-1.18,176.384,30.5,7.55,22.2,24.607,90.2,386,18.32,423,687,117,308,456,7.625
4,9.75,0.2845,22,1.9095,-0.9905,210.5,33.55,23.263,24.5,22.735,90.2,385,20.29,478,783,136.9815,312.5,474,7.366
4,10.25,0.297,22.9,2.14,-0.985,240,33.5,39.3,26.872,20.9155,90.2,384,21.32,526,863.5,154.963,318.5,491.227,7.203
4,10.75,0.338,23.8,2.29,-0.882,270.0675,35.8695,53.628,29.2,18.814,90.2,384.5,22.85,563.025,932.5,172,322,507.5,7.1255
4,11.25,0.379,24.331,2.77,-0.76,301,35.372,65.703,31.3,17.393,90.138,385,24.69,588,982,183,325,524,6.789
4,11.75,0.382,24.9,2.906,-0.551,305,36.3,75.8,33.4,16.234,90.1,385,26.28,603,1020,194,327,535,6.6365
4,12.25,0.419,25.3,2.94,-0.48,311.5,35.45,84.8,35.2,15.211,90.1,385,27.4,603.2805,1030,198,328,544,6.586
4,12.75,0.4305,25.8,3.23,-0.3075,326.8315,34.216,90.236,36.8,15.287,90.086,384,28.185,595.665,1030,201,328,550.7155,6.49
4,13.25,0.442,26.1,3.256,-0.276,330,32.845,93.9,37.852,14.6535,90,385.5,28.94,577.0785,1010,198,331,553.7385,6.27
4,13.75,0.46,26.4,3.335,-0.262,319.421,31.7,92.9,38.5,13.5775,90,386,29.74,548,973.748,191,330.547,554,6.22
4,14.25,0.4735,26.5,3.47,-0.206,312.245,30.886,91.3,38.8,13.103,90,386,30.47,510,924,182.289,331.7655,552,6.1
4,14.75,0.497,26.75,3.66,-0.2985,286.102,28.4855,89.1,38.9,13.4215,89.904,385,30.565,459,853,167,333,545,6.142
4,15.25,0.5145,27,3.73,-0.196,260,24.558,84.8,38.6,13.158,89.9,386,30.74,400.9065,766.3755,149.3605,332.552,537,6.06
4,15.75,0.531,27,3.75,-0.288,232.5,23.4205,76.8435,38.064,13.304,89.9,385.5,30.87,332,669,131.022,333,524,6.09
4,16.25,0.528,26.8,3.9,-0.359,195,20.3,66.9,36.801,13.2145,89.9,386,30.715,258.125,561.5,110,330.5,511,6.05
4,16.75,0.541,26.4,3.87,-0.2895,157.9235,18.95,54.812,35.1155,13.361,89.9,385,30.17,178,445,86.9,330.696,494,6.0235
4,17.25,0.534,26.2105,3.865,-0.276,110,15.317,43.25,33.959,13.6,89.9,385,29,96.3,323,64.7715,327.314,478,6.043
4,17.75,0.501,25.5675,3.63,-0.223,58.18,11.1,33.0505,32.9,13.907,89.9,385,28.23,9.9,195,43.2,324,461.865,6.1
4,18.25,0.4725,24.803,3.3705,-0.139,12.672,6.553,22.6,31.25,14.781,89.9,385,26.8,-63.9,88.387,25,320.44,445.142,6.0225
4,18.75,0.369,23.65,2.705,0.103,-16.5,1.95,12.8155,29.65,17.13,89.9,385,24.58,-110,12.3,6.63,318,433,6.25
4,19.25,0.233,22,1.895,0.149,-19.3,0.73,3.337,28.2,19.158,89.959,384,21.82,-114,-3.383,2.87,314.5,418,6.36
4,19.75,0.166,20.507,1.67,0.122,-19.3,0.3745,-4.76,26.8,21.1895,90,385.5,19.51,-107.797,-3.95,3.03,311,409,6.411
4,20.25,0.155,19.2,1.78,0.1775,-20.25,0.125,-11.8,25.8,22.285,90.071,386,17.19,-103,-3.55,2.97,307.6565,402,6.5
