DOY2,HR2,CO2,H2O,FC,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,18.75,378.475,4.41,0.109,-18.806,1.5475,0.9165,0.174,0.3375,0.4125,0.2195,99.979,56.292,5.0415,3.45,6.501,0.3265,7.283,8.764,0,-2.4605,2.4615,268.115,330.785
1,19.25,378.62,4.563,0.152,-17.488,2.1405,0.893,0.189,0.358,0.4345,0.23,99.989,58.837,4.309,3.15,6.0775,0.3185,7.27,8.757,0,-2.186,2.471,263.79,328.22
1,19.75,378.42,4.2915,0.175,-21.326,2.28,1.022,0.199,0.382,0.453,0.251,100.01,59.066,3.972,2.95,5.955,0.307,7.27,8.76,0,-2.2995,2.3595,256.635,326.385
1,20.25,378.23,4.3475,0.0185,-21.0875,1.986,0.983,0.1915,0.388,0.44,0.241,100.01,61.46,3.5995,2.77,5.459,0.301,7.26,8.78,0,-2.114,2.4105,262.775,325.84
1,20.75,378.74,4.625,0.115,-27.76,1.845,1.0455,0.2115,0.3855,0.448,0.2475,100.01,64.191,3.61,2.73,5.132,0.2975,7.26,8.78,0,-1.981,2.2625,273.1,324.635
1,21.25,378.73,4.611,0.166,-27.608,1.957,1.036,0.209,0.404,0.456,0.262,100.03,65.699,3.1625,2.66,4.7715,0.31,7.23,8.774,0,-1.987,2.3725,263.805,323.89
1,21.75,378.865,4.589,0.1405,-27.195,2.358,1.023,0.2365,0.441,0.49,0.282,100.03,66.167,2.705,2.55,4.381,0.297,7.21,8.777,0,-1.92,2.424,267.625,323.235
1,22.25,379.06,4.4865,0.1075,-27.381,1.757,1.0505,0.2315,0.4595,0.4965,0.295,100.04,65.989,2.875,2.54,4.2415,0.302,7.242,8.78,0,-1.9745,2.342,266.275,323.05
1,22.75,379.33,4.314,0.0225,-28.579,1.816,1.105,0.2445,0.468,0.5195,0.308,100.03,67.648,2.636,2.45,3.833,0.309,7.231,8.784,0,-1.9405,2.3675,269.67,322.34
1,23.25,379.025,4.214,0.059,-28.3355,2.6295,1.109,0.25,0.47,0.565,0.308,100.055,68.883,2.369,2.21,3.481,0.295,7.238,8.784,0,-1.831,2.3655,266.32,321.94
1,23.75,379.74,4.353,0.0865,-29.5415,2.8975,1.188,0.266,0.512,0.602,0.337,100.035,68.617,2.0825,2.12,3.333,0.289,7.242,8.774,0,-1.8225,2.312,270.075,321.635
2,0.25,380.27,4.8935,0.1275,-22.4,2.781,1.209,0.2485,0.4705,0.5065,0.301,99.952,66.951,3.069,2.29,4.6385,0.2815,7.22,7.509,0,-1.822,2.331,263.13,322.2
2,0.75,381.575,4.8515,0.041,-22.568,2.569,1.086,0.225,0.4825,0.5135,0.2845,99.939,68.806,2.944,2.27,4.2915,0.285,7.196,7.51,0,-1.625,2.077,265.35,321.78
2,1.25,381.945,4.435,0.059,-22.009,2.115,1.1335,0.2225,0.456,0.473,0.262,99.939,69.371,2.546,2.05,4.229,0.28,7.18,7.51,0,-1.924,2.183,259.24,320.39
2,1.75,381.24,4.521,0.163,-24.705,2.842,1.1495,0.2495,0.473,0.468,0.303,99.933,69.904,2.452,2.05,3.828,0.287,7.15,7.51,0,-1.71,2.19,260.51,320.04
2,2.25,381.05,4.405,0.036,-23.207,2.6215,1.177,0.2595,0.4885,0.485,0.303,99.927,71.576,2.259,2.06,3.951,0.27,7.13,7.507,0,-1.707,2.323,257.02,319.79
2,2.75,381.32,4.589,0.11,-21.7035,2.989,1.118,0.2395,0.452,0.5,0.286,99.906,73.283,1.826,1.93,3.737,0.248,7.12,7.504,0,-1.719,2.212,259.56,319.98
2,3.25,380.92,4.768,0.03,-18.682,3.5925,1.0715,0.2415,0.441,0.481,0.292,99.906,74.896,1.913,1.78,3.417,0.252,7.11,7.484,0,-1.671,2.275,262.82,319.15
2,3.75,381.25,4.521,0.127,-19.317,2.978,1.067,0.23,0.452,0.527,0.283,99.902,75.509,1.824,1.695,3.153,0.252,7.09,7.464,0,-1.707,2.16,267.15,318.97
2,4.25,382.21,4.1965,0.1,-19.933,2.462,1.113,0.219,0.442,0.495,0.267,99.916,77.1475,1.686,1.67,2.953,0.2515,7.06,7.444,0,-1.821,2.226,259,318.06
2,4.75,383.34,4.512,0.225,-18.9985,3.508,1.0635,0.2385,0.428,0.508,0.2805,99.952,78.999,1.524,1.465,3.0395,0.2635,7.05,7.417,0,-1.696,2.26,256.32,317.4
2,5.25,383.8,4.729,0.0635,-17.219,3.047,1.112,0.2575,0.4555,0.5225,0.294,99.969,80.1235,1.464,1.44,3.039,0.26,7.02,7.397,0,-1.726,2.307,251.45,317.32
2,5.75,384.07,4.7235,0.049,-18.2425,1.761,1.076,0.218,0.442,0.494,0.275,99.969,80.879,1.061,1.345,2.9365,0.2535,7.004,7.389,0,-1.889,2.361,244.07,316.72
2,6.25,384.435,4.817,0.049,-18.3565,2.3525,1.061,0.238,0.469,0.491,0.289,99.994,80.936,0.764,1.305,2.7,0.2525,6.998,7.389,0,-1.873,2.416,245.24,316.58
2,6.75,384,4.784,-0.0325,-17.364,2.987,1.047,0.25,0.432,0.484,0.2645,100,80.978,0.727,1.33,2.2095,0.246,6.976,7.379,0,-0.517,2.382,248.8,314.96
2,7.25,383.725,4.457,-0.124,-19.919,2.697,1.1,0.245,0.4795,0.5155,0.283,100.01,80.988,0.661,1.27,2.364,0.2485,6.953,7.379,17.76,10.009,4.42,248.06,314.19
2,7.75,384.42,4.627,-0.485,-9.8055,5.868,1.183,0.286,0.511,0.548,0.3325,100.08,80.124,0.824,1.48,2.735,0.2345,6.947,7.379,89.45,61.408,14.894,248.48,317.91
2,8.25,383.7,4.404,-1.69,0.253,11.8565,1.3255,0.3705,0.596,0.657,0.404,100.08,74.401,2.176,1.82,3.2895,0.244,6.946,7.369,223.9,149.08,26.684,254.03,323.46
2,8.75,382.545,4.3965,-2.6765,19.8035,18.992,1.54,0.435,0.747,0.799,0.486,100.1,66.865,3.381,2.46,4.263,0.306,6.934,7.369,360.65,220.73,32.076,253.38,328.04
2,9.25,382,4.375,-4.432,50.309,29.45,1.616,0.481,0.826,0.902,0.555,100.12,59.862,4.633,3.09,5.1465,0.323,6.942,7.369,527,323.99,41.023,241.68,333.31
2,9.75,382.32,4.34,-5.1075,95.062,33.945,1.716,0.532,0.901,0.995,0.61,100.12,54.167,5.676,3.8,5.965,0.3925,6.946,7.369,685.5,423.23,49.492,245.73,338.85
2,10.25,382.24,4.519,-6.454,134.305,44.961,1.7515,0.5675,0.98,1.087,0.627,100.125,50.249,6.497,4.58,6.47,0.443,6.949,7.379,829,490.5,55.23,243.72,343.76
2,10.75,381.49,4.394,-6.63,151.42,51.023,1.831,0.527,1.038,1.074,0.621,100.115,47.22,7.32,5.15,7.063,0.481,6.9485,7.3915,945,545.25,59.034,252.26,348.36
2,11.25,380.495,4.279,-7.4325,178.06,59.033,1.807,0.552,1.003,1.094,0.628,100.095,44.145,8.05,5.545,7.544,0.522,6.9825,7.389,1030.5,585.31,62.206,255.53,352.41
2,11.75,380.245,4.3915,-7.697,177.61,64.506,1.7525,0.548,0.991,1.095,0.602,100.045,42.2105,8.38,5.985,8.054,0.523,7.0135,7.374,1092.5,623.46,63.308,260.44,356.06
2,12.25,380.06,4.409,-8.16,193.05,70.057,1.859,0.542,1.027,1.121,0.627,100.01,40.751,8.87,6.32,8.3905,0.541,7.0195,7.3665,1143,650.98,64.579,262.09,360.68
2,12.75,379.87,4.534,-7.386,187.76,67.518,1.852,0.551,1.025,1.15,0.626,99.979,40.107,9.39,6.73,8.877,0.539,7.06,7.368,1151.5,643.52,64.958,262.59,363.28
2,13.25,379.45,4.667,-7.989,170.83,72.817,1.9445,0.5565,1.008,1.139,0.608,99.93,38.541,9.778,6.955,9.175,0.5115,7.072,7.373,1097.5,593.595,61.7665,262.15,363.3
2,13.75,379.07,4.506,-7.2015,165.19,72.0695,1.8395,0.54,1.01,1.111,0.612,99.89,37.445,10.075,7.42,9.6165,0.502,7.085,7.3815,1035.5,580.01,61.409,263.01,362.965
2,14.25,379.41,4.658,-6.703,144.59,70.455,1.794,0.528,0.963,1.064,0.593,99.875,36.2375,10.225,7.53,9.633,0.457,7.1315,7.4065,944.5,517.935,57.0235,264.455,361.77
2,14.75,378.355,4.604,-7.168,119.135,67.374,1.757,0.52,0.9325,1.0575,0.591,99.85,36.02,10.2505,7.46,9.85,0.4065,7.16,7.422,851.5,454.305,52.35,263.015,362.175
2,15.25,379.685,4.847,-6.185,73.559,68.449,1.745,0.491,0.918,1.027,0.575,99.848,36.333,10.3625,7.59,10.008,0.319,7.185,7.425,705.5,377.7,45.414,264.525,360.865
2,15.75,378.335,4.904,-4.771,50.1575,61.2315,1.6655,0.4735,0.8755,0.9605,0.5275,99.842,36.081,10.241,7.545,10.154,0.2625,7.21,7.4335,565,308.555,39.994,264.445,358.62
2,16.25,379.055,4.86,-4.253,9.153,51.235,1.6055,0.447,0.816,0.929,0.5015,99.8075,37.084,10.032,7.38,10.141,0.197,7.241,7.4565,354,214.815,31.4485,261.845,356.44
2,16.75,379.6,4.872,-2.217,-9.424,40.5225,1.596,0.425,0.783,0.851,0.492,99.8245,38.1715,9.5595,7.005,10.016,0.193,7.259,7.4845,232.37,118.5,22.611,264.605,352.16
2,17.25,379.76,4.8755,-0.659,-23.193,26.626,1.373,0.389,0.671,0.724,0.406,99.8455,40.9815,8.9535,6.365,9.678,0.242,7.265,7.5145,101.35,42.863,12.7805,259.695,349.795
2,17.75,379.87,4.881,0.4075,-26.857,15.713,1.122,0.28,0.4965,0.579,0.3185,99.863,44.31,8.0695,5.64,9.238,0.3055,7.2795,7.531,10,7.906,3.679,255.735,344.435
2,18.25,380.055,4.892,0.253,-21.1125,6.978,1.04,0.21,0.392,0.4465,0.2585,99.857,47.9695,7.1505,4.86,8.7635,0.3035,7.294,7.544,0,-1.8865,2.532,258.2,339.845
2,18.75,379.91,4.666,0.232,-19.608,3.0205,0.988,0.192,0.348,0.3955,0.2305,99.869,50.32,6.5035,4.45,7.869,0.297,7.313,7.556,0,-2.7025,2.5285,260.45,337.555
2,19.25,380.15,4.636,0.0415,-19.494,1.722,0.9775,0.1985,0.3855,0.423,0.25,99.892,53.556,5.8705,4.065,7.627,0.297,7.325,7.566,0,-2.549,2.45,255.12,335.695
2,19.75,380.05,4.733,0.062,-20.188,1.969,0.9825,0.2175,0.39,0.458,0.254,99.924,55.2355,5.3895,3.845,7.071,0.291,7.321,7.5775,0,-2.525,2.54,260.15,333.585
2,20.25,380.1,4.757,0.058,-21.28,1.907,1.016,0.22,0.403,0.4615,0.259,99.914,56.175,5.059,3.59,6.808,0.297,7.3065,7.586,0,-2.293,2.5725,262.03,332.555
2,20.75,380.595,4.9165,0.2365,-21.195,2.441,1.079,0.223,0.4415,0.4805,0.274,99.96,57.92,4.879,3.43,6.578,0.2985,7.292,7.589,0,-2.2505,2.5335,253.135,330.815
2,21.25,380.505,4.845,0.083,-24.322,2.529,1.062,0.251,0.43,0.5105,0.2885,99.96,59.929,4.3645,3.295,6.454,0.318,7.279,7.604,0,-2.1025,2.3275,257.85,330.385
2,21.75,380.985,4.739,0.034,-22.994,2.667,1.101,0.237,0.487,0.537,0.292,99.979,59.9565,4.331,3.08,6.101,0.31,7.2685,7.613,0,-1.9515,2.535,250.85,329.48
2,22.25,381.105,4.5985,0.1215,-22.883,2.065,1.0905,0.233,0.4715,0.4925,0.284,99.987,62.1925,4.3545,2.855,5.7955,0.303,7.269,7.603,0,-1.861,2.551,258.45,329.14
2,22.75,380.11,4.6865,0.1145,-23.727,2.9075,1.157,0.241,0.452,0.519,0.29,99.97,63.848,4.061,2.795,5.811,0.302,7.27,7.604,0,-1.81,2.5005,259.43,327.325
2,23.25,380.48,4.694,0.167,-24.596,2.488,1.133,0.222,0.449,0.456,0.277,99.97,65.323,3.8205,2.6,5.65,0.283,7.268,7.6105,0,-1.905,2.348,258.97,325.74
2,23.75,381.24,4.655,0.007,-21.3445,2.052,1.126,0.226,0.481,0.48,0.286,99.967,67.276,3.437,2.36,5.123,0.2835,7.237,7.5985,0,-1.93,2.311,256.66,325.1
3,0.25,380.7,6.444,0.715,-31.124,3.562,1.264,0.295,0.51,0.587,0.358,99.84,71.6,7.45,2.8,9.459,0.3085,9.47,9.755,0,-2.203,2.568,267.13,345.235
3,0.75,380.89,6.244,0.4765,-31.475,3.5015,1.221,0.282,0.504,0.551,0.335,99.852,73.754,7.315,2.735,9.1,0.285,9.44,9.755,0,-2.175,2.459,270.02,342.93
3,1.25,381.65,6.344,0.335,-28.632,3.857,1.1985,0.2705,0.505,0.552,0.326,99.8465,74.347,7.14,2.49,9.132,0.291,9.4,9.765,0,-2.075,2.519,274.13,340.84
3,1.75,382.16,6.308,0.464,-29.544,3.567,1.151,0.275,0.53,0.534,0.331,99.8385,75.4195,7.09,2.25,8.44,0.297,9.37,9.75,0,-2.219,2.411,273.51,339.245
3,2.25,382.41,6.4825,0.468,-25.321,3.183,1.183,0.25,0.4555,0.4875,0.3055,99.8465,77.2055,6.6105,1.99,8.0475,0.2965,9.34,9.747,0,-2.158,2.289,272.24,339.905
3,2.75,381.68,6.5875,0.453,-23.786,3.3395,1.1935,0.258,0.4905,0.489,0.307,99.8435,78.0255,6.511,1.93,7.515,0.2885,9.31,9.75,0,-2.009,2.284,276.44,338.59
3,3.25,381.79,6.689,0.342,-19.0185,3.992,1.086,0.242,0.447,0.462,0.282,99.852,80.2395,6.4785,1.7,7.338,0.287,9.3,9.755,0,-2.0305,2.219,273.05,337.09
3,3.75,382.01,6.349,0.406,-24.149,3.715,1.112,0.248,0.472,0.485,0.2885,99.876,81.8195,6.31,1.63,7.532,0.278,9.28,9.745,0,-2.0255,2.2725,274.93,334.725
3,4.25,382.45,6.301,0.335,-20.221,2.909,1.091,0.257,0.501,0.495,0.309,99.876,82.548,5.955,1.695,7.424,0.276,9.27,9.745,0,-1.928,2.3825,274.97,335.2
3,4.75,382.14,6.4565,0.3735,-21.125,3.3715,1.154,0.255,0.494,0.504,0.308,99.887,82.7475,5.781,1.715,7.321,0.263,9.25,9.735,0,-1.83,2.305,276.63,334.98
3,5.25,382.275,6.3825,0.2805,-22.085,2.8645,1.0955,0.2505,0.487,0.509,0.301,99.944,83.3165,5.586,1.65,7.09,0.268,9.24,9.73,0,-1.865,2.346,272.46,334.33
3,5.75,381.33,6.33,0.312,-20.5155,3.873,1.092,0.262,0.475,0.5315,0.3185,99.961,84.528,5.4135,1.38,6.9345,0.2675,9.2,9.72,0,-1.791,2.478,276.17,333.75
3,6.25,384.55,6.5465,0.5305,-20.475,3.809,1.114,0.251,0.473,0.547,0.316,99.967,85.735,5.477,1.24,6.997,0.269,9.17,9.7,1.513,0.3085,2.759,271.34,334.195
3,6.75,382.69,6.166,0.1525,-18.8555,5.545,1.172,0.2495,0.4625,0.509,0.3115,99.996,87.2335,5.383,1.205,6.344,0.251,9.17,9.675,28.8,17.917,5.9815,276.175,334.985
3,7.25,382.52,6.327,-0.236,-6.983,10.796,1.126,0.292,0.532,0.586,0.357,100.02,85.572,5.685,1.385,6.508,0.245,9.16,9.665,132.1,78.7665,19.039,282.46,336.17
3,7.75,383.28,6.736,-2.148,0.9435,19.0815,1.251,0.3555,0.5915,0.6385,0.4015,100.04,80.7855,6.386,1.905,7.3295,0.257,9.16,9.645,269.4,173.435,28.825,277.895,343.335
3,8.25,382.175,6.5125,-4.565,23.355,31.441,1.385,0.419,0.712,0.807,0.486,100.05,75.238,7.3865,2.625,8.039,0.312,9.16,9.625,447.45,282.81,36.746,274.365,350.475
3,8.75,380.245,6.8745,-5.345,57.679,45.271,1.488,0.464,0.774,0.874,0.5285,100.06,67.5295,8.605,3.59,9.228,0.3855,9.13,9.605,657.65,388.04,46.88,270.205,359.115
3,9.25,378.56,6.934,-8.106,95.543,59.246,1.571,0.509,0.857,0.942,0.5685,100.08,60.7035,9.279,4.45,9.8545,0.44,9.13,9.585,828,480.735,54.1735,274.08,364.75
3,9.75,378.16,6.497,-9.314,134.45,76.646,1.682,0.537,0.914,1.019,0.6045,100.04,57.09,9.97,5.27,10.708,0.514,9.14,9.565,999,560.075,59.926,278.365,372.8
3,10.25,377.42,6.356,-9.625,187.015,82.5015,1.773,0.5695,0.9515,1.076,0.64,100.03,52.48,11.25,5.985,11.6495,0.5615,9.16,9.545,1147.5,639.53,66.7735,279.43,380.395
3,10.75,376.86,6.433,-10.955,206.49,92.63,1.8595,0.5605,0.954,1.0995,0.65,100,48.809,11.9065,6.745,12.219,0.581,9.14,9.525,1264.6,708.325,70.9455,278.66,385.98
3,11.25,376.92,6.612,-11.433,226.08,112.325,1.8705,0.578,0.982,1.145,0.666,99.999,46.209,12.67,7.5,13.082,0.633,9.13,9.516,1355.35,743,74.0075,282.885,390.955
3,11.75,376.355,6.829,-11.182,241.555,116.91,1.9085,0.595,1.0065,1.187,0.685,99.9675,44.15,13.6295,8.365,13.5535,0.6355,9.16,9.525,1387.35,775.4,76.2195,291.38,393.285
3,12.25,375.725,6.684,-11.471,240.47,125.71,1.9685,0.605,1.0675,1.1745,0.6895,99.9255,42.618,14.4965,8.905,14.0155,0.6305,9.23,9.555,1410.4,774.86,75.0325,291.58,394.895
3,12.75,374.71,6.663,-11.5165,239.08,127.72,1.99,0.59,1.041,1.244,0.677,99.8785,40.6785,14.789,9.425,14.667,0.619,9.25,9.585,1381.2,754.49,76.234,292.21,399.18
3,13.25,374.97,6.67,-10.117,232.64,124.44,2.0125,0.6035,1.054,1.281,0.691,99.823,40.025,15.0865,9.82,15.358,0.605,9.29,9.625,1351,750.22,75.4585,297.91,401.88
3,13.75,374.525,6.963,-10.272,205.39,125.15,1.962,0.5995,1.0525,1.2565,0.7055,99.784,39.582,15.4635,10.295,15.514,0.567,9.3,9.597,1257,703.6,72.5705,296.95,399.225
3,14.25,374.52,6.688,-9.732,180.74,114.96,1.993,0.584,1.049,1.214,0.682,99.7595,38.0595,15.633,10.64,15.666,0.504,9.3175,9.632,1165.55,624.805,69.6075,304.115,399.845
3,14.75,375.545,6.603,-7.498,160.665,116.05,2.0045,0.619,1.062,1.222,0.678,99.76,37.6755,15.668,10.875,16.187,0.454,9.38,9.65,1064.8,584.53,65.4145,300.105,399.775
3,15.25,374.87,6.817,-7.677,107.295,111.375,1.9025,0.5875,1.0195,1.1715,0.6605,99.754,38.0185,15.6625,10.71,16.1845,0.362,9.45,9.697,894.5,502.24,59.0615,300.705,398.47
3,15.75,374.56,6.985,-6.101,66.073,101.19,1.9115,0.5725,0.997,1.109,0.629,99.729,37.687,15.61,10.53,16.466,0.292,9.49,9.66,764.5,422.22,51.631,299.61,394.35
3,16.25,373.76,6.9695,-5.235,26.121,88.344,1.873,0.5355,0.944,1.0705,0.6045,99.729,38.289,15.4375,10.575,16.0985,0.2355,9.53,9.66,578.885,316.49,43.439,296.805,389.165
3,16.75,374.75,7.058,-4.149,0.4815,75.331,1.7925,0.5145,0.8805,1.04,0.576,99.72,39.113,15.1975,10.295,15.981,0.2075,9.58,9.68,363.115,239.38,34.6575,292.08,385.605
3,17.25,375.99,7.246,-1.258,-16.89,63.188,1.653,0.462,0.8095,0.924,0.5195,99.73,40.6065,14.821,9.74,15.769,0.2135,9.583,9.72,225,131.71,23.3925,293.365,380.61
3,17.75,376.69,7.42,0.785,-33.065,38.516,1.385,0.376,0.656,0.72,0.416,99.744,43.459,14.242,8.875,15.284,0.2895,9.59,9.874,96.197,41.68,11.0585,285.635,374.91
3,18.25,378.38,7.3255,2.092,-31.54,19.391,1.189,0.288,0.489,0.5705,0.328,99.759,48.984,12.9175,7.35,14.4565,0.3565,9.59,9.885,5.696,6.877,3.5725,280.88,368.575
3,18.75,378.43,7.046,1.654,-21.632,9.9175,1.084,0.209,0.396,0.452,0.254,99.775,52.616,12.387,6.22,14.05,0.347,9.6,9.895,0,-2.3945,2.3995,279.8,362.895
