DOY2,HR2,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,PA,RH,TA,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
2,1.75,-2.401,-2.347,-2.108,-2.61,102.6152,84.2,-17.32,-6.99,6.909,6.744,-5.944,-4.605,214.7,226.3
2,2.25,-2.447,-2.331,-2.108,-2.581,102.6314,84.3,-17.43,-5.33,6.91,6.743,-5.845,-4.708,217.6,225.2
2,2.75,-2.372,-2.333,-2.17,-2.44,102.6602,84.8,-16.91,-4.885,6.908,6.743,-5.684,-4.633,214.1,226.2
2,3.25,-2.259,-2.436,-2.106,-2.502,102.6813,84.7,-17.26,-4.856,6.908,6.743,-5.777,-4.656,216.2,226.5
2,3.75,-2.105,-2.544,-2.105,-2.501,102.6678,84.9,-17.28,-4.64,6.908,6.743,-5.563,-4.649,214.2,228.3
2,4.25,-2.52625,-2.5555,-2.1875,-2.46875,102.64635,85.1,-16.8575,-5.04875,6.9065,6.744,-5.6465,-4.513,218.65,229.05
2,4.75,-2.55675,-2.58025,-2.1885,-2.393,102.638425,85.35,-16.6675,-7.54875,6.90725,6.74325,-5.644,-4.70075,216.275,228
2,5.25,-2.296,-2.563,-2.106,-2.299,102.6017,85.5,-17.08,-3.015,6.908,6.743,-5.84,-4.626,226.6,227.1
2,5.75,-2.363,-2.662,-2.106,-2.389,102.5955,85.6,-16.99,-1.413,6.908,6.742,-5.812,-4.554,224.3,226.7
2,6.25,-2.463,-2.614,-2.049,-2.394,102.6013,85.5,-16.95,0.198,6.908,6.743,-5.819,-4.683,224,226.2
2,6.75,-2.449,-2.603,-1.998,-2.457,102.6031,85.5,-16.92,-1.417,6.909,6.742,-5.836,-4.648,225.5,226.9
2,7.25,-2.357,-2.373,-1.998,-2.503,102.612,85.1,-17.04,-2.931,6.911,6.742,-6.096,-4.69,227.6,226.7
2,7.75,-2.357,-2.372,-2.051,-2.552,102.6201,85.2,-16.98,-3.659,6.911,6.742,-6.224,-4.797,225.5,227.4
2,8.25,-2.355,-2.554,-2.105,-2.59,102.6291,85.3,-17.06,-3.995,6.911,6.741,-5.951,-4.82,227.6,227.2
2,8.75,-2.358,-2.548,-2.104,-2.612,102.6388,85.5,-17.09,-3.65,6.911,6.742,-5.072,-4.29,223.7,227.3
2,9.25,-2.297,-2.454,-2.009,-2.646,102.6554,85.3,-16.93,-3.453,12.05,13.48,-3.11,-2.493,225.3,226.6
2,9.75,-2.219,-2.443,-1.995,-2.718,102.6893,85.4,-17.12,-2.385,20.47,22.51,2.554,2.215,227.6,226.1
2,10.25,-2.145,-2.443,-1.996,-2.718,102.7288,85.6,-17.2,-3.087,34.75,43.54,13.97,13.35,226.8,225.1
2,10.75,-2.271,-2.37,-2.042,-2.643,102.7581,85.2,-16.85,-0.33,57.41,67.68,29.92,28.53,224.5,227
2,11.25,-2.258,-2.332,-1.998,-2.584,102.7877,85,-16.77,-0.497,72.27,95.9,43.4,43.93,226.1,227.6
2,11.75,-2.249,-2.108,-2.038,-2.427,102.7974,84.6,-16.52,0.53,104.8,125.7,65.17,57.7,223.6,228.6
2,12.25,-2.148,-2.221,-2.041,-2.393,102.8323,84.3,-15.73,0.36,126.5,144.5,77.84,72.05,225.8,228.8
2,12.75,-2.146,-2.221,-2.109,-2.312,102.8226,84.6,-15.68,1.553,163.4,167.1,91.7,82.8,224.5,229.2
2,13.25,-2.129,-2.124,-2.108,-2.149,102.8052,84.5,-16.03,-0.3,155.2,170.3,92.4,83.2,220.6,228.4
2,13.75,-2.039,-1.923,-2.108,-2.161,102.7365,84.3,-16.43,0.94,157.7,165,95.4,82.6,223.4,229.5
2,14.25,-2.038,-1.886,-2.039,-2.174,102.7197,84.4,-15.78,2.11,159.9,164.1,91.2,78.54,220.5,229.1
2,14.75,-1.96875,-1.83025,-1.82925,-1.83425,102.8385,84.4,-16.3975,0.1125,135.05,145.525,82.725,72.2525,225.475,228.875
2,15.25,-1.961,-1.914,-2.029,-2.08225,102.734375,85.075,-16.3675,1.50525,111.875,127.9,74.625,63.26,223.95,230.85
2,15.75,-1.9755,-1.933,-2.025,-1.998,102.74385,85.1,-16.185,-0.00499999999999999,96.4,105,63.8975,51.045,224.325,229.75
2,16.25,-1.9425,-1.8865,-2.02025,-1.9765,102.749275,85.15,-16.385,0.0625,74.2525,75.8,45.635,36.1,222.775,229.25
2,16.75,-1.929,-1.885,-1.982,-1.92425,102.772075,85.225,-16.865,-3.85075,54.9275,56.3175,25.37,21.215,222.85,227.475
2,17.25,-1.886,-1.9295,-1.917,-1.9565,102.791275,85.075,-16.3,-2.87925,28.8625,34.835,10.695,8.9675,223.35,228.1
2,17.75,-1.93575,-2.0105,-1.914,-1.957,102.772275,85.425,-16.36,-3.7075,17.2175,19.295,-0.331,0.6455,225.05,228.525
2,18.25,-1.99625,-2.0115,-1.911,-1.96375,102.75945,85.45,-16.3,-4.32375,9.535,11.17,-4.243,-3.66075,224.525,228.775
2,18.75,-2.0475,-2.0585,-1.95125,-2.0645,102.753225,85.475,-16.3275,-3.8045,6.90825,6.74475,-5.4255,-4.38525,225.025,229.275
2,19.25,-2.0515,-2.079,-1.99525,-2.06525,102.738025,86,-16.2775,-3.671,6.9085,6.7455,-5.5105,-4.55825,224.925,228.325
2,19.75,-2.049,-2.06525,-1.94625,-2.08375,102.714975,86,-16.26,-4.46,6.91,6.74375,-5.644,-4.65425,223.325,228.5
2,20.25,-2.0285,-2.0775,-1.8535,-2.182,102.70635,86.05,-16.4825,-5.12425,6.90875,6.74275,-5.68275,-4.6485,219.925,227.475
2,20.75,-2.021,-2.05075,-1.80325,-2.2,102.697425,85.5,-16.72,-5.143,6.911,6.7445,-5.66275,-4.706,223.35,228.3
2,21.25,-2.03675,-2.12475,-1.80325,-2.20225,102.68565,85.4,-16.7025,-4.92675,6.908,6.743,-5.64475,-4.65775,224,228.45
2,21.75,-2.04325,-2.1905,-1.8595,-2.288,102.678675,85.25,-16.6775,-3.97675,6.909,6.74275,-5.81425,-4.65675,224.725,228.575
2,22.25,-2.12,-2.316,-1.88275,-2.42375,102.66335,85.3,-16.67,-4.1015,6.904,6.742,-5.83475,-4.661,225.35,228.825
2,22.75,-2.16025,-2.328,-1.89675,-2.51075,102.650475,85.25,-16.6925,-4.24575,6.908,6.742,-5.76725,-4.63,223.475,227.875
2,23.25,-2.218,-2.3595,-1.916,-2.64075,102.63295,85.025,-16.7175,-3.43075,6.9075,6.74425,-5.60325,-4.76875,223.35,228.375
2,23.75,-2.2115,-2.382,-1.93975,-2.712,102.622,84.85,-16.6575,-3.44425,6.90975,6.74425,-5.5975,-4.897,223.05,227.95
3,0.25,-3.084,-3.098,-2.44,-3.1295,102.49895,82.65,-19.43,-12.42125,5.3495,0.22375,-6.114,-4.9295,196.75,212.15
3,0.75,-3.13875,-3.218,-2.37625,-3.26375,102.5129,82.225,-19.595,-11.30125,6.06825,0.16775,-6.00375,-4.96075,189.7,211.025
3,1.25,-3.13875,-3.13925,-2.359,-3.37225,102.525825,82.375,-19.6925,-12.20325,5.7395,0.17775,-5.95425,-4.97925,190.875,209.775
3,1.75,-3.13875,-3.08825,-2.3875,-3.3745,102.55505,82.375,-19.345,-11.32275,5.88975,0.3425,-5.9325,-4.73525,190.975,208.45
3,2.25,-3.1735,-3.04725,-2.42825,-3.389,102.572825,82.375,-19.885,-9.99975,4.87275,0.5915,-6.06875,-4.706,194.55,210.8
3,2.75,-3.17725,-3.068,-2.42925,-3.3445,102.5928,82.475,-19.3725,-10.47025,3.02325,0.791,-6.1475,-4.8885,196.375,211.875
3,3.25,-3.138,-3.0385,-2.3545,-3.3175,102.601725,82.5,-19.375,-14.54225,5.7795,0.7715,-5.97475,-4.72525,197.95,212.6
3,3.75,-3.12975,-3.05325,-2.33125,-3.38,102.5904,82.65,-19.4475,-8.8125,6.322,0.61575,-6.13625,-5.008,197.625,212.55
3,4.25,-3.1185,-3.1335,-2.33025,-3.4455,102.589075,82.625,-20.08,-10.15075,5.67875,0.709,-5.9765,-5.03125,201.95,211.9
3,4.75,-3.099,-3.216,-2.33025,-3.40375,102.58475,82.65,-20.1575,-8.90025,5.86875,1.38625,-6.08575,-4.71925,200.975,211.3
3,5.25,-3.07125,-3.21725,-2.3345,-3.4875,102.601425,82.775,-20.455,-7.9315,4.89225,0.9255,-6.10525,-4.87025,204.45,210.525
3,5.75,-3.112,-3.2245,-2.33225,-3.522,102.610225,82.675,-20.52,-7.30125,5.40375,1.399,-6.101,-4.9555,206.775,210.725
3,6.25,-3.134,-3.28925,-2.334,-3.6435,102.623925,82.4,-20.84,-8.93,6.41,4.48325,-5.799,-4.48425,200.675,211.175
3,6.75,-3.14175,-3.352,-2.332,-3.77975,102.617,82.75,-20.8325,-10.20725,6.919,7.7845,-3.94575,-3.0865,197.9,211.225
3,7.25,-3.1995,-3.44225,-2.332,-3.892,102.6109,82.7,-20.9,-11.54575,17.32,20.11,2.831,2.83975,199.6,211.3
3,7.75,-3.13925,-3.46275,-2.3335,-4.031,102.611775,82.45,-20.985,-11.13525,45.35,44.8275,20.145,18.8625,197.125,211.1
3,8.25,-3.16525,-3.52075,-2.3375,-4.1535,102.582125,82.075,-20.7875,-4.8975,75.82,81.355,38.715,39.8175,194.95,210.6
3,8.75,-3.166,-3.5755,-2.3365,-4.2545,102.554225,81.9,-20.495,-7.0575,120.225,136.625,79.9375,69.7025,193.3,211.475
3,9.25,-3.22375,-3.58075,-2.33025,-4.3175,102.5743,81.7,-19.9975,-1.66875,185.05,210.675,116.025,105.275,196.775,212.8
3,9.75,-3.2735,-3.61375,-2.3285,-4.3545,102.569625,81.5,-19.66,0.925,245.125,261.5,151.575,132.725,192.25,214.475
3,10.25,-3.291,-3.663,-2.3105,-4.43375,102.57025,81.3,-19.38,2.755,333.85,324.1,187.825,163.4,196.7,216.45
3,10.75,-3.4025,-3.6595,-2.24675,-4.43925,102.565775,80.8,-18.6425,6.425,374.2,404.35,218.95,206.625,190,218.15
3,11.25,-3.565,-3.663,-2.302,-4.4045,102.4952,79.99,-18.445,10.25,423.35,454.4,236.35,234,186.65,218.8
3,11.75,-3.6475,-3.6625,-2.3335,-4.458,102.50515,80.2,-18.18,14.75,450.45,499.75,286.55,249.1,189.75,222.05
3,12.25,-3.647,-3.662,-2.3665,-4.4575,102.5347,80.15,-18.005,17.33,461.75,547.6,309.95,269.1,189,224.8
3,12.75,-3.664,-3.662,-2.3855,-4.456,102.5431,80.3,-17.875,18.7,536.05,581.95,333.25,290.4,187.55,222.05
3,13.25,-3.6985,-3.6335,-2.3815,-4.318,102.54715,80.05,-17.7,18.75,555.2,584.95,342.55,289.4,188.3,222.95
3,13.75,-3.698,-3.5725,-2.3305,-4.15,102.5671,79.845,-17.705,20.05,559.6,580.4,344.55,287.65,188.05,224.85
3,14.25,-3.7445,-3.4945,-2.329,-4.092,102.56835,79.655,-17.455,16.6,548.35,562.75,347.7,282.75,189.4,225.65
3,14.75,-3.84075,-3.53625,-2.329,-4.06125,102.562075,80.025,-17.145,18.375,536.875,542.875,333.275,270.375,190.45,225.875
3,15.25,-3.83,-3.6345,-2.4935,-4.011,102.63885,79.25,-16.785,18.5,541.7,525.2,316.9,259.4,188.35,226.6
3,15.75,-3.7555,-3.645,-2.496,-3.943,102.62925,79.515,-17.065,14.755,482.6,466.45,289.2,232.95,188.6,226.45
3,16.25,-3.7145,-3.6015,-2.5485,-3.8405,102.6181,79.64,-17.165,13.8,456.5,424.35,266.8,211.35,189.05,225.15
3,16.75,-3.67375,-3.46725,-2.53525,-3.77575,102.665025,80.03,-17.1325,13.025,402.725,366.525,239.475,184.45,188.875,225.025
3,17.25,-3.6265,-3.4485,-2.5805,-3.66525,102.638,80.175,-17.2525,10.09,318.675,274.525,184.875,140.725,189.15,225.225
3,17.75,-3.56425,-3.4015,-2.64575,-3.52675,102.626425,80.925,-17.4625,4.475,236.925,218.05,140.175,105.825,190.025,223.9
3,18.25,-3.54625,-3.3275,-2.5935,-3.408,102.600475,81.475,-17.7275,0.325,149.625,155.275,98.35,76.0525,194.35,222.775
3,18.75,-3.44725,-3.25825,-2.49525,-3.25775,102.568875,81.7,-17.73,-2.5195,106.425,94.525,62.5425,48.2475,196.725,221.775
3,19.25,-3.41275,-3.18675,-2.49525,-3.1495,102.583575,82.075,-18.1575,-6.43,58.185,50.5275,31.335,22.175,195.35,219.775
3,19.75,-3.32625,-3.1025,-2.496,-3.0065,102.6012,82.275,-18.5475,-9.496,26.5775,23.6,7.777,5.01575,198.625,215.825
3,20.25,-3.2945,-3.10475,-2.49425,-3.2045,102.60755,82.6,-18.8425,-20.094,8.3235,9.0825,-2.32775,-1.927,190.075,213.75
3,20.75,-3.218,-3.04525,-2.47,-3.42775,102.612825,82.675,-18.96,-17.51825,5.62225,3.294,-5.5725,-4.47525,183.225,211.275
3,21.25,-3.21725,-3.097,-2.46975,-3.36,102.620225,82.775,-19.215,-19.0445,2.92525,0.1655,-6.2675,-4.76175,189.175,213.125
3,21.75,-3.2215,-3.1015,-2.507,-3.2895,102.628,82.7,-18.96,-18.709,3.842,0.07225,-6.26575,-4.96225,191.2,212.3
3,22.25,-3.23025,-3.028,-2.52725,-3.2175,102.654425,82.7,-18.96,-18.13125,4.35875,0.104,-6.29925,-4.9975,191.85,209.825
3,22.75,-3.22,-3.043,-2.47025,-3.177,102.6686,82.625,-18.715,-13.95325,4.1605,0.139,-6.3845,-4.9595,191.975,210.5
3,23.25,-3.2195,-3.19575,-2.4695,-3.12675,102.6762,82.475,-19.28,-13.2615,4.12475,0.16025,-6.43425,-4.99475,186.425,211.4
3,23.75,-3.20525,-3.22025,-2.46725,-3.15525,102.679075,82.475,-19.405,-10.176,3.9675,0.18775,-6.18225,-4.90975,194.225,211
4,0.25,1.047,0.888,1.18,1.57825,102.535525,88.425,-10.6475,-7.7905,6.9,6.734,-4.45125,-3.00775,232.75,250.475
4,0.75,0.95775,0.8425,1.141,1.50375,102.5365,87.85,-10.67,-5.72525,6.90025,6.734,-4.444,-2.94275,234.3,249.9
4,1.25,0.83625,0.8325,1.107,1.51225,102.533475,87.45,-11.1175,-5.89775,6.8995,6.73325,-4.396,-3.05,236.7,248.9
4,1.75,0.72925,0.808,1.053,1.34475,102.516075,87.1,-10.7375,-6.4635,6.8995,6.733,-4.428,-3.23025,237.975,249.85
4,2.25,0.6685,0.7475,1.0145,1.23925,102.49045,87.3,-10.915,-7.0995,6.8995,6.733,-4.413,-2.82675,240.025,249.7
4,2.75,0.54275,0.7765,1.021,1.1735,102.466975,87.625,-11.125,-7.44375,6.8995,6.734,-4.07925,-2.87,238.6,249.3
4,3.25,0.43,0.755,0.939,1.0635,102.452325,87.575,-11.0725,-5.493,6.90175,6.735,-3.67425,-2.5625,239.125,248.625
4,3.75,0.43,0.75,0.92525,0.9055,102.45965,87.7,-11.06,-5.078,9.735,8.26,-1.406,-0.1675,237.85,250.95
4,4.25,0.43,0.74975,0.86225,0.7225,102.44545,88,-11.165,-4.268,16.76,17.44,1.9945,2.18,237.25,251.05
4,4.75,0.43,0.71975,0.83075,0.6195,102.4308,87.4,-11.46,-3.4225,32.14,33.29,8.6185,7.189,238.25,249.95
4,5.25,0.43,0.654,0.83075,0.5985,102.4182,87.1,-11.3,-1.717,54.88,54.76,21.845,18.485,239.65,251.65
4,5.75,0.43,0.58225,0.8205,0.5985,102.4153,87,-11.245,-0.851,87.1,87.65,41.495,34.49,236.4,252.65
4,6.25,0.43,0.41875,0.803,0.5985,102.4215,87,-11.155,1.685,133.95,134.55,71.355,60.59,237.7,252.4
4,6.75,0.4025,0.41625,0.8045,0.5985,102.41225,86.5,-11.035,3.9,197.5,193.55,108.65,84.55,235.5,252.1
4,7.25,0.375,0.4155,0.74075,0.5755,102.39655,86.15,-10.9,6.855,276.45,270.2,148.7,126.15,234.4,251.05
4,7.75,0.3485,0.38975,0.6805,0.544,102.38325,86,-10.6,11.15,344.15,342.05,194.1,156.95,237.25,250.65
4,8.25,0.3225,0.483,0.63575,0.5415,102.385,85.8,-10.71,15,420.4,433.4,233.55,195.9,236.55,251.35
4,8.75,0.34675,0.4535,0.819,0.615,102.400075,85.9,-10.0925,20.525,516.3,521.75,277.825,232.4,237.45,255.675
4,9.25,0.34325,0.7395,0.8315,0.66175,102.409875,85.6,-9.9675,25.725,613.575,620.125,333.825,278.6,237.975,258.75
4,9.75,0.322,1.443,0.879,0.76125,102.41415,85.1,-9.35,32.3,690.05,696.75,377.95,317.95,238.675,258.6
4,10.25,0.322,1.8755,0.8255,0.7535,102.426625,84.85,-9.055,38.525,794.2,768.25,432.3,351,243.175,260.225
4,10.75,0.322,1.992,0.83,1.33925,102.44025,84.2,-8.6875,43.025,865.5,848.5,467.35,382.95,242.075,263.125
4,11.25,0.322,2.3,0.8795,2.3935,102.444375,83.075,-8.4075,45.65,947.25,905,496.55,413.175,244.325,265.675
4,11.75,0.334,2.60775,0.9405,2.532,102.451,82.6,-7.839,49.2,1021,971,535.6,438.4,244.3,267.5
4,12.25,0.354,3.0035,0.9055,2.69625,102.451375,82.8,-7.43025,51.125,1078,983.25,559.875,452.175,239.575,269.225
4,12.75,0.428,3.322,0.94,3.04875,102.445725,81.8,-7.18425,52.225,1119.5,1014.25,570.375,470.2,236.8,269.95
4,13.25,0.49825,3.9665,0.9745,3.36325,102.4459,82.35,-6.882,49.475,1099,1016.75,546,455.5,242.475,270.7
4,13.75,0.6,4.69975,0.96325,3.639,102.4427,82.5,-6.795,51.4,1111,1011,559.7,469.1,234.2,272.3
4,14.25,0.769,5.28925,0.74825,3.8875,102.40885,82.15,-7.132,48.55,1090,1002.5,532.1,451.15,245.8,272.7
4,14.75,1.1535,5.44175,1.0805,4.223,102.37535,82.45,-6.7785,47.8,1033,942.5,504.45,428.15,239.35,272.4
4,15.25,1.29,5.727,1.0675,4.4,102.3703,82.4,-6.774,46.5,1008,918,490.8,416.7,240.1,273
4,15.75,1.5155,5.404,1.1125,4.40525,102.399375,82.475,-7.04075,43.225,951,872.75,473.1,402.45,241.175,272.35
4,16.25,1.7125,5.33725,1.134,4.44075,102.410775,82.575,-6.97375,42.025,889.75,832,463.775,377.175,243.925,272.425
4,16.75,1.78275,5.389,1.1655,4.45525,102.396325,82.95,-7.04975,36.25,807.25,748.425,437.75,345.575,235.95,271.75
4,17.25,1.819,5.5505,1.149,4.607,102.3771,83.2,-6.984,31.2,714.8,675.2,392.2,307.3,234.8,271.1
4,17.75,1.819,5.50775,1.203,4.57875,102.3789,83.475,-6.9465,27.375,632.975,594.15,355.075,271.225,235.175,269.975
4,18.25,1.912,5.53625,1.259,4.665,102.359125,83.775,-7.06275,23.5,527.975,502.975,302.575,231.7,234.625,268.875
4,18.75,1.819,4.7245,1.232,4.233,102.3468,84.5,-7.232,18.3,424.2,404.3,253,180,234.9,266.7
4,19.25,1.819,4.5205,1.30075,4.241,102.3561,84.9,-7.394,12.1,332.9,312.7,200,137.9,239.2,264.4
4,19.75,1.819,4.155,1.34075,3.828,102.369,85.6,-7.602,6.2,254.6,244.6,153,112.9,241.4,262.7
4,20.25,1.819,3.523,1.4115,3.798,102.3838,86.1,-7.866,1.07,171.2,168.7,107,76.22,243.2,261.4
4,20.75,1.907,3.18,1.41225,3.35,102.4103,86.9,-8.33,-2.67,122.7,112.7,66.6,50.22,242.2,260.2
4,21.25,1.872,2.84,1.4135,3.222,102.41575,87.875,-8.5625,-4.32525,76.965,74.7425,38.53,30.5425,242.6,259.625
4,21.75,1.82425,2.2395,1.5495,2.63625,102.430775,88.15,-8.64,-6.0705,43.585,47.2725,17.825,16.1025,246.675,259.475
4,22.25,1.67625,1.65,1.5455,2.2725,102.42355,88.85,-8.805,-6.611,25.72,25.145,6.938,6.2125,248.975,259.1
