DOY2,HR2,CO2,H2O,VPD,NETRAD,LW_IN,LW_OUT,SW_IN,SW_OUT,TA_1_1_1,RH,PPFD_IN,PPFD_OUT,LE,H,G_1_1_1,SH,TS_1_1_1,TS_1_2_1,USTAR,PA,WS
2,1.75,380.00975,5.206,0.18,-5.1075,262.925,278.875,0,0.7325,-7.85,95,0,0,1.6,-4.99,-2.325,1.575,-3.4075,-3.34,0.42,94.175,2.505
2,2.25,380.48225,5.281,0.18,-4.845,258.975,277.15,0,0.7125,-8.225,94.4,0,0,1.225,-3.8025,-2.3,2.15,-3.415,-3.345,0.40775,94.1,2.3925
2,2.75,381.0005,5.0185,0.18,-5.1675,260.07575,276.85,0,0.78,-8.65,94.25,0,0,2.4,-3.81,-2.35,0.5,-3.4125,-3.3525,0.41,94.1,2.455
2,3.25,381.5955,5.00875,0.18,-4.5375,263.575,276.175,0,0.645,-8.825,95.1,0,0,3.85,-2.69,-2.425,1.3,-3.4,-3.345,0.45,94.175,2.5475
2,3.75,381.3385,5.0785,0.1875,-4.605,264.15,276.5,0,0.6925,-8.775,94.375,0,0,3.7,-2.43,-2.5,0.9,-3.41,-3.3325,0.42,94.2,2.5825
2,4.25,381.895,5.068,0.18,-3.01,261.125,276.5,0,0.6575,-8.675,94.425,0,0,2.425,-3.4425,-2.525,1.025,-3.4175,-3.3175,0.4025,94.2,2.49
2,4.75,382.044,4.993,0.17,-2.195,262.725,275.1,0,0.6725,-8.925,94.475,0,0,3.3,-1.96,-2.625,1.7,-3.4325,-3.32,0.425,94.2,2.42
2,5.25,381.2075,5.04175,0.17,-2.54,261.15,276.125,0,0.6575,-9.2,94.6,0,0,3.1,-1.76,-2.575,1.4,-3.435,-3.33,0.41,94.2,2.49
2,5.75,381.323,4.94675,0.17,-2.6775,261.05075,273.325,0,0.62,-9.325,94.475,0,0,2.9,-1.665,-2.6,0.95,-3.4275,-3.3325,0.4125,94.2,2.63
2,6.25,381.24,4.853,0.18,-2.6825,260.6,272.5,0,0.6475,-9.7,94.1,0,0,2.45,-0.36,-2.6,0.575,-3.4525,-3.3325,0.42,94.2,2.6
2,6.75,381.381,4.672,0.18,-2.29,259.025,271.4,0,0.7775,-9.75,94.375,0,0,1.625,-1.1625,-2.6,0.675,-3.4725,-3.36,0.38,94.2,2.5175
2,7.25,381.632,4.191,0.18,-2.125,260.8,271.6,0,0.7675,-9.9,94.375,0,0,1.85,-1.64,-2.8,1.9,-3.475,-3.3925,0.37,94.2,2.505
2,7.75,382.0055,4.198,0.17,-1.715,260.6,271.375,0.1825,0.89,-10,94.55,0,0,0.9,-2.2,-2.9,1.3,-3.495,-3.42,0.35825,94.1,2.5425
2,8.25,382.077,4.0995,0.17,1.37,262.12525,272.6,5.3675,2.1275,-10.05,94.375,10.0225,1.75,3.1,0.6075,-2.9,1.4,-3.515,-3.435,0.3825,94.1,2.5425
2,8.75,383.3335,4.85425,0.17,11.51,262.825,273.45,30.6175,10.32,-9.95,94.85,44.8555,8.69,3.4,3.2325,-2.925,3.2,-3.55,-3.46,0.41575,94.1,2.5
2,9.25,383.29125,4.6585,0.17,32.0025,265.2,273.925,81.325,25.6825,-9.85,95.55,116.44,21.4,4.45,14.635,-2.95,4.7,-3.5625,-3.4725,0.4105,94.175,2.655
2,9.75,383.2295,4.9185,0.1975,66.7,261.575,274.875,140.65,38.0575,-9.15,94.85,216.8,37.44,9.4,30.66,-3.025,8.6,-3.5625,-3.4725,0.49,94.2,2.7075
2,10.25,383.698,5.185,0.2575,100.745,262.325,278.875,206.1,45.045,-7.75,93.75,344.3425,53.62,13.4,50.3,-3.025,8.6,-3.56,-3.47,0.51,94.2,2.87
2,10.75,382.37625,5.1705,0.34,135.06,263.8,283.075,254.225,53.77,-6.875,92.975,461.8275,73.02,16.2,75.7725,-3.025,11.15,-3.5525,-3.4625,0.563,94.3,3.17
2,11.25,381.88725,5.162,0.5,168.8125,264.6,286.675,293.35,58.385,-6.125,92.15,554.625,88.02,21.8,113.3925,-2.95,9,-3.5425,-3.4525,0.62,94.3,3.2975
2,11.75,381.689,5.13375,0.69,210.7575,267.95,290.85,337.375,64.8725,-5.025,91.45,617.035,102.35,22.625,132.94,-2.825,7.9,-3.5325,-3.4425,0.62,94.375,3.365
2,12.25,381.154,5.26,0.9525,230.1825,265.925,293.4,379.625,64.875,-3.85,89.725,698.3425,103.29,26,137.645,-2.7,7.45,-3.4725,-3.43,0.616,94.4,3.3275
2,12.75,380.67725,5.369,1.05,241.9825,262.1,296.65,396.325,65.0475,-3.125,88.575,740.1975,106.27,31.925,158.38,-2.7,8.8,-3.4625,-3.4125,0.587,94.4,3.1325
2,13.25,380.32,5.2925,1.075,241.555,261.9,297.15,385.475,66.1525,-3.025,87.725,785.67,106,29.825,157.72,-2.7,6.6,-3.4425,-3.3725,0.64,94.4,3.33
2,13.75,379.934,5.12775,1.24,249.4,262.675,297.825,394.6,62.745,-2.6,85.975,755.9225,99.97,31.1,179.115,-2.6,5.7,-3.3625,-3.3125,0.6435,94.4,3.3
2,14.25,380.0525,5.055,1.3075,229.805,263.125,299.7,380.625,61.665,-2.675,86.6,738.22,93.3125,32.1,151.77,-2.5,5.9,-3.3425,-3.285,0.66275,94.3,3.3325
2,14.75,379.6205,5.31,1.335,200.2,267.875,299.225,353.425,56.2775,-2.425,85.5,685.765,83.425,26.925,142.5,-2.5,4.4,-3.3325,-3.265,0.645,94.3,3.3425
2,15.25,379.40925,6.112,1.29,164.8225,259.8,300.55,313.575,52.2375,-2.725,86.775,604.3875,69.6275,24.9,124.8825,-2.25,2.975,-3.3225,-3.255,0.646,94.375,3.435
2,15.75,379.277,5.192,1.1475,125.9975,261.3,300.7,262.9,46.7775,-2.8,87.95,511.1525,56.4375,21,100.36,-2.15,2.3,-3.315,-3.2475,0.63,94.375,3.4425
2,16.25,379.405,5.12,1.1525,86.1725,261.32575,301.25,205.475,39.07,-2.725,88.85,417.2525,46.4925,20.4,71.605,-2.1,1.675,-3.305,-3.245,0.646,94.375,3.5525
2,16.75,379.234,5.31225,1.0825,35.9175,260.15,299.225,143.15,30.175,-2.925,88.6,279.17,32.87,14.05,40.62,-2,0,-3.32,-3.2625,0.61,94.4,3.395
2,17.25,379.36675,5.819,0.8575,11.4725,260.65,297.9,76.9,19.45,-3.4,90.05,156.8025,20.8025,9.8,18.06,-1.9,-0.55,-3.32,-3.27,0.5595,94.3,3.1625
2,17.75,378.95175,5.3045,0.69,-2.5725,261.325,295.35,29.09,7.7275,-3.55,91.075,62.7425,9.4825,6.75,5.335,-1.825,-1.575,-3.3225,-3.27,0.5015,94.3,2.8475
2,18.25,378.6595,5.119,0.545,-7.1475,258.25,292.825,4.645,1.7825,-4.45,91.575,15.8075,2.52,4.4,-0.81,-1.75,-1.3,-3.32,-3.26,0.48,94.3,2.7775
2,18.75,378.56975,5.19525,0.3775,-11.2125,256.35,290.4,0,1.2325,-5.025,92.175,1.32,0,4.075,-0.41,-1.8,-1.4,-3.3225,-3.26,0.45,94.3,2.8975
2,19.25,378.0865,5.1305,0.325,-11.5625,256.125,288.55,0,1.03,-5.625,92.9,0,0,4.2,-1.145,-1.825,-0.675,-3.3225,-3.27,0.47,94.275,3.01
2,19.75,378.4835,4.9905,0.27,-11.865,256.6,287.275,0,1.0375,-6,93.15,0,0,4.1,-0.49,-1.8,-0.5,-3.33,-3.2625,0.4955,94.2,2.92
2,20.25,378.36,5.259,0.2775,-11.05,251.775,284.725,0,1.0575,-6.55,93.25,0,0,2.7,-2.195,-1.825,0.3,-3.33,-3.26,0.43,94.2,2.9075
2,20.75,378.6735,5.281,0.27,-10.3475,252.225,284.1,0,1.0625,-6.8,93.5,0,0,3.5,-3.0425,-1.9,-0.425,-3.3125,-3.2525,0.47375,94.2,2.825
2,21.25,378.41225,5.226,0.2575,-11.365,251.725,283.325,0,1.1625,-7.025,93.375,0,0,4.8,-2.6025,-2,-0.55,-3.295,-3.25,0.47,94.2,2.8725
2,21.75,378.711,5.275,0.23,-10.66,251.55,281.475,0,1.075,-7.325,93.1,0,0,3.5,-2.1125,-2.025,-0.2,-3.3,-3.2325,0.51,94.2,2.8775
2,22.25,378.63325,5.2575,0.2275,-12.2425,253.175,280.75,0,1.1775,-7.575,93.2,0,0,2.825,-2.82,-2,0.9,-3.315,-3.24,0.48,94.2,3.02
2,22.75,378.955,5.2075,0.22,-9.485,252.2,281.55,0,1.1725,-7.85,93.475,0,0,3.25,-2.56,-2.1,0.375,-3.3225,-3.255,0.5,94.275,2.775
2,23.25,379.119,5.20525,0.2175,-9.735,256.52575,281.675,0,1.0175,-7.8,93.25,0,0,2.225,-2.83,-2.1,0.15,-3.3325,-3.27,0.485,94.25,2.8275
2,23.75,379.72775,5.2065,0.2075,-10.12,253.675,281.925,0,0.945,-7.7,93,0,0,2.75,-4.4175,-2.2,-0.125,-3.3425,-3.2725,0.4695,94.25,2.7375
3,0.25,378.45475,5.6075,0.66,-14.6525,259.8,296.6,0,1.08,-4,93.775,0,0,4.1,-3.12,-0.775,-0.1,-2.655,-2.6075,0.47,94.4,2.715
3,0.75,379.013,5.54125,0.635,-14.785,263.575,295.7,0,1.1025,-4.125,93.475,0,0,3.325,-2.81,-0.875,-0.2,-2.6525,-2.64,0.475,94.4,2.7425
3,1.25,379.011,5.4265,0.55,-12.875,263.9,294.625,0,1.105,-4.325,93.85,0,0,3.85,-3.855,-0.8,0.375,-2.6525,-2.6325,0.45525,94.4,2.71
3,1.75,378.97,5.201,0.5375,-12.0525,262.8,293.625,0,1.07,-4.725,94.275,0,0,3,-3.13,-0.9,-0.1,-2.6425,-2.63,0.47,94.4,2.6875
3,2.25,379.1625,5.501,0.5325,-10.82,268.45,292.625,0,0.9275,-4.825,94.275,0,0,3.1,-3.33,-0.9,0.025,-2.6425,-2.62,0.4585,94.4,2.6325
3,2.75,379.375,5.376,0.47,-9.355,267.525,291.475,0,0.97,-5.2,94.725,0,0,4.4,-3.425,-0.8,0.325,-2.6325,-2.6125,0.4825,94.4,2.7075
3,3.25,379.24175,5.402,0.4425,-9.7325,267.825,291.65,0,0.78,-5.325,95,0,0,4.5,-3.325,-0.8,-0.1,-2.625,-2.6025,0.44,94.4,2.69
3,3.75,379.31075,5.28825,0.3975,-9.14,267.1,290.6,0,0.93,-5.55,94.975,0,0,2.625,-3.63,-0.9,0.175,-2.615,-2.595,0.41475,94.4,2.605
3,4.25,379.425,5.31775,0.365,-9.915,267.175,289.65,0,0.9175,-5.6,95.1,0,0,2.6,-2.075,-0.9,-0.075,-2.6075,-2.585,0.4475,94.4,2.71
3,4.75,379.536,5.316,0.3375,-8.7925,265.7,288.675,0,0.7875,-5.9,94.925,0,0,3.075,-0.935,-1,0.2,-2.6225,-2.585,0.42,94.4,2.62
3,5.25,379.383,5.16025,0.2875,-7.46,263.4,286.7,0,0.86,-6.3,95.1,0,0,2.6,-0.975,-1.075,0.325,-2.63,-2.585,0.41,94.4,2.4475
3,5.75,379.278,4.8765,0.2575,-7.6675,262.05075,286.15,0,1.0075,-6.45,95.55,0,0,1.7,-1.55,-1,-0.45,-2.635,-2.5825,0.4405,94.4,2.49
3,6.25,379.2725,5.078,0.2475,-6.175,265.475,285.625,0,1.0125,-6.55,95.575,0,0,1,-1.75,-1.325,0.575,-2.6425,-2.59,0.41925,94.375,2.4225
3,6.75,380.466,4.8835,0.22,-6.265,260.7,285.525,1.305,1.77,-6.575,95.825,1.375,0.33,1.9,-0.055,-1.425,0.7,-2.655,-2.595,0.4235,94.375,2.545
3,7.25,380.1705,5.0365,0.21,-2.5225,256.80075,285.075,16.54025,8.515,-6.85,96.175,16.2,4.0325,2.5,-0.625,-1.3,1.3,-2.665,-2.6,0.45,94.4,2.485
3,7.75,379.947,5.0595,0.24,12.3975,254.625,285.25,78.175,22.3575,-6.8,96.3,65.43775,15.89025,3.6,2.615,-1.575,3.85,-2.6675,-2.615,0.456,94.375,2.55
3,8.25,380.15425,5.18225,0.395,48.7325,264.05,286.875,139.875,36.8075,-6.375,95.15,148.3,32.725,8.175,16.0625,-1.6,7.55,-2.67,-2.62,0.5,94.4,2.6775
3,8.75,380.392,5.2575,0.77,101.7125,263.6,292.35,218.3,46.37,-4.75,93.6,299.515,50.1675,13.225,50.115,-1.6,11.075,-2.6725,-2.625,0.57425,94.475,2.945
3,9.25,380.3555,5.1495,1.0975,159.195,264.1,294.475,279.475,53.8125,-3.375,93.475,490,76.725,18.325,101.4325,-1.6,11.575,-2.68,-2.6275,0.6575,94.6,3.405
3,9.75,380.148,5.1365,1.5175,212.94,267.825,300.75,365.475,61.81,-2.5,90.775,601.35,88.815,21,143.825,-1.6,10.175,-2.705,-2.6325,0.66,94.675,3.4825
3,10.25,379.8765,4.9735,1.93,274.0225,269.575,303.4,438.7,71.25,-1.825,89.5,763.01,114.755,26.35,198.95,-1.5,10.5,-2.7025,-2.65,0.71,94.7,3.825
3,10.75,379.745,5.049,2.285,309.775,265.825,307.575,494.1,77.975,-0.825,86.25,898.4875,130.175,31.6,212.65,-1.5,9.8,-2.7025,-2.6575,0.744,94.7,3.7725
3,11.25,379.589,5.169,2.765,343.275,264.8,312.375,532.925,86.6,0.2,83.15,945.245,152.37,34.375,253.38,-1.4,8.9,-2.6925,-2.66,0.755,94.7,3.9525
3,11.75,379.58,5.16575,3.3325,375.625,265.85,316.375,576.925,94.45,1.5,81.05,1054.075,166.6525,37.85,284.18,-1.4,7.5,-2.6725,-2.65,0.75,94.7,3.96
3,12.25,380.386,5.346,3.915,402.925,267.4,320.175,611.15,97.325,2.575,80.95,1153.925,172.495,43.45,305.2,-1.2,6.4,-2.65,-2.6325,0.79,94.7,4.055
3,12.75,380.97675,5.0875,4.52,408.15,270.775,322.825,613.65,96.3,3.075,79.2,1129.9,160.375,46.8,297.3925,-1.1,6.15,-2.64,-2.62,0.77825,94.775,4.0075
3,13.25,379.8705,5.0655,4.235,411.475,271.075,323.375,617.375,96.55,3.45,76.25,1209.05,166.9125,50.5,303.5775,-0.925,5.125,-2.605,-2.5825,0.77,94.8,4.185
3,13.75,379.503,4.98,4.355,408.725,268.75,325.8,614.075,94.375,3.775,75.65,1186.8,163.5275,50.1,292.71,-0.9,4.6,-2.565,-2.5425,0.78,94.8,4.27
3,14.25,379.314,5.03375,4.91,393.65,266.7,327.025,596.8,89.375,4.175,76.775,1157.925,153.75,49.1,297.63,-0.8,4.5,-2.4975,-2.5075,0.7815,94.8,4.245
3,14.75,379.437,5.087,5.0175,354.375,268.4,326.675,541.025,82.95,3.875,77.05,1061.9,128.4025,45.875,265.835,-0.775,3.55,-2.4825,-2.45,0.781,94.8,4.33
3,15.25,378.803,4.939,4.895,324.9,271.575,325.8,500.2,74.075,3.7,79.075,953.785,115.885,41.7,236.345,-0.7,2.85,-2.4725,-2.4475,0.775,94.775,4.21
3,15.75,378.73375,5.00975,4.855,287.3925,270.625,325.325,468.4,64.73,3.6,79.1,842.795,95.595,40,205.665,-0.625,2.1,-2.47,-2.445,0.7595,94.775,4.2575
3,16.25,378.3005,5.00925,4.61,237.215,270.125,326.425,402.6,56.145,3.575,79.55,745.445,83.775,34.6,179.6625,-0.6,1.275,-2.4375,-2.4425,0.77525,94.775,4.225
3,16.75,377.89875,5.05575,4.1825,177.84,269.725,325.025,329.475,48.795,3.5,80.95,608.165,67.575,30.5,135.825,-0.45,0.975,-2.4625,-2.4375,0.7115,94.775,3.885
3,17.25,377.61,5.14375,3.7575,102.9325,268.5,321.575,247.825,39.4475,2.825,81.4,460.3575,49.6975,25,86.9425,-0.35,-0.225,-2.48,-2.4375,0.6875,94.75,3.81
3,17.75,377.672,5.324,3.3625,47.5225,256.2,318.425,171.75,30.4325,2.1,81.55,305.8825,37.795,19.05,40.62,-0.4,-0.7,-2.485,-2.44,0.658,94.675,3.675
3,18.25,377.46175,5.2045,3.0275,2.64,264.575,316.225,88.375,19.4675,1.25,83.7,152.7875,20.3125,14.6,13.1075,-0.4,-1.6,-2.5025,-2.455,0.61,94.675,3.365
3,18.75,377.4615,5.227,2.5225,-14.4925,261.85,312.925,33.055,8.1675,0.475,86.15,61.775,9.7775,9.475,-1.955,-0.4,-2.6,-2.4975,-2.4725,0.588,94.6,3.17
3,19.25,377.58075,5.1985,1.9825,-20.46,264.25,309,4.465,2.165,-0.525,87.9,13.1675,2.3825,6.25,-3.92,-0.4,-2.275,-2.49,-2.465,0.50625,94.6,3
3,19.75,377.349,5.283,1.6175,-26.085,258.025,306.05,0,1.6,-1.525,89.275,0.5775,0.0275,7.3,-2.5,-0.4,-2,-2.49,-2.48,0.54,94.575,2.9075
3,20.25,377.47925,5.27425,1.315,-24.7525,264.2,303.2,0,1.5425,-2.325,89.275,0,0,5.6,-2.6575,-0.4,-2.025,-2.485,-2.4775,0.52225,94.5,2.93
3,20.75,377.7785,5.325,1.05,-24.175,266.175,303.1,0,1.4275,-2.85,89.775,0,0,5.9,-2.32,-0.4,-1,-2.485,-2.47,0.524,94.5,2.925
3,21.25,377.888,5.6375,0.9475,-24.2825,265.825,303.175,0,1.42,-2.9,90.275,0,0,4.8,-5.415,-0.4,-1.15,-2.4775,-2.4625,0.49,94.5,2.9
3,21.75,377.6915,5.499,0.96,-23.86,266.675,302.875,0,1.4325,-3.05,91.1,0,0,4.35,-4.02,-0.4,-0.825,-2.4775,-2.465,0.494,94.5,2.75
3,22.25,378.012,5.4355,0.97,-23.7725,258.725,300.45,0,1.445,-3.225,92.975,0,0,3.925,-4.61,-0.5,-0.5,-2.5025,-2.4725,0.49,94.5,2.745
3,22.75,377.73,5.56725,0.9225,-23.03,260.425,299.3,0,1.365,-3.425,92.775,0,0,3.15,-4.1,-0.6,-0.4,-2.5275,-2.4975,0.4925,94.5,2.8775
