DOY2,HR2,G,PPFD_IN,TS_1_2_1,TS_1_1_1
1,19.25,-3.6435,0,-0.55825,-1.35875
1,19.75,-3.66375,0,-0.564,-1.368
1,20.25,-3.754,0,-0.56675,-1.37675
1,20.75,-3.8745,0,-0.5725,-1.38375
1,21.25,-4.1495,0,-0.57925,-1.3945
1,21.75,-4.20725,0,-0.5865,-1.41525
1,22.25,-4.218,0,-0.58525,-1.41975
1,22.75,-4.19925,0,-0.58175,-1.42275
1,23.25,-4.17125,0,-0.57825,-1.4305
1,23.75,-4.20875,0,-0.60325,-1.43775
2,0.25,-1.21925,0,-1.9795,-2.01275
2,0.75,-1.227,0,-1.97625,-2.018
2,1.25,-1.2315,0,-1.97375,-2.02175
2,1.75,-1.27375,0,-1.972,-2.029
2,2.25,-1.30175,0,-1.97,-2.0345
2,2.75,-1.336,0,-1.96675,-2.04
2,3.25,-1.38475,0,-1.965,-2.04675
2,3.75,-1.425,0,-1.96525,-2.05425
2,4.25,-1.473,0,-1.962,-2.061
2,4.75,-1.537,0,-1.961,-2.0685
2,5.25,-1.57025,0,-1.95875,-2.073
2,5.75,-1.61925,0,-1.96025,-2.07875
2,6.25,-1.687,0,-1.96075,-2.08475
2,6.75,-1.741,2.898,-1.962,-2.091
2,7.25,-1.802,32.741,-1.96325,-2.0975
2,7.75,-1.864,102.567,-1.9635,-2.1035
2,8.25,-1.92075,232.368,-1.96475,-2.109
2,8.75,-1.9765,374.338,-1.966,-2.1095
2,9.25,-2.00775,531.954,-1.96675,-2.107
2,9.75,-2.03125,686.962,-1.96925,-2.103
2,10.25,-2.23825,788.949,-1.973,-2.098
2,10.75,-2.051,881.954,-1.977,-2.095
2,11.25,-2.03775,977.856,-1.98325,-2.08925
2,11.75,-2.19275,1007.409,-1.99,-2.0825
2,12.25,-2.21775,1062.749,-1.999,-2.078
2,12.75,-2.20125,1066.805,-2.0055,-2.073
2,13.25,-2.13925,1014.363,-2.014,-2.07475
2,13.75,-1.10525,959.893,-2.02125,-2.077
2,14.25,-0.69075,806.333,-2.0265,-2.0815
2,14.75,-0.5135,611.631,-2.0365,-2.082
2,15.25,-0.61325,580.919,-2.04075,-2.082
2,15.75,-1.05775,489.943,-2.045,-2.081
2,16.25,-2.24875,344.206,-2.051,-2.0805
2,16.75,-1.87325,177.608,-2.05275,-2.08125
2,17.25,-0.7955,51.284,-2.05625,-2.077
2,17.75,-0.72125,7.17175,-2.05175,-2.06825
2,18.25,-0.7055,0,-2.047,-2.049
2,18.75,-0.88875,0,-2.04425,-2.035
2,19.25,-0.9085,0,-2.039,-2.0245
2,19.75,-0.93025,0,-2.03525,-2.016
2,20.25,-0.96825,0,-2.03075,-2.00725
2,20.75,-0.96975,0,-2.0255,-2.00175
2,21.25,-0.94075,0,-2.02325,-1.99525
2,21.75,-0.95125,0,-2.01775,-1.98725
2,22.25,-0.95475,0,-2.014,-1.99125
2,22.75,-0.98775,0,-2.0055,-1.994
2,23.25,-1.03775,0,-1.998,-2.00025
2,23.75,-1.08725,0,-1.98725,-2.0055
3,0.25,0.1305,0,0.93425,-0.164
3,0.75,0.13075,0,0.9325,-0.1635
3,1.25,0.124,0,0.933,-0.1645
3,1.75,0.163,0,0.934,-0.1645
3,2.25,0.16425,0,0.93425,-0.16475
3,2.75,0.1685,0,0.935,-0.16275
3,3.25,0.1845,0,0.9355,-0.164
3,3.75,0.17875,0,0.936,-0.164
3,4.25,0.17625,0,0.935,-0.164
3,4.75,0.17325,0,0.93575,-0.1655
3,5.25,0.1815,0,0.93725,-0.1645
3,5.75,0.19025,1.159,0.9385,-0.1635
3,6.25,0.15875,21.00625,0.9415,-0.164
3,6.75,0.09075,105.02975,0.9455,-0.164
3,7.25,0.087,224.6905,0.94825,-0.164
3,7.75,0.1945,361.7345,0.94875,-0.162
3,8.25,0.175,582.8025,0.9465,-0.16175
3,8.75,0.15925,714.777,0.9465,-0.162
3,9.25,0.19,861.528,0.94575,-0.159
3,9.75,0.20475,1027.256,0.9515,-0.15775
3,10.25,0.19875,1181.468,0.951,-0.15525
3,10.75,0.159,1277.36975,0.95025,-0.155
3,11.25,-0.04775,1423.75875,0.95075,-0.15525
3,11.75,0.18875,1365.73925,0.95,-0.154
3,12.25,0.2035,1454.2535,0.94875,-0.155
3,12.75,0.1835,1452.95,0.94575,-0.155
3,13.25,0.248,1430.06025,0.9455,-0.155
3,13.75,0.245,1333.36125,0.9455,-0.15425
3,14.25,0.2395,1236.7345,0.94525,-0.15525
3,14.75,0.18175,1107.15075,0.9445,-0.15425
3,15.25,0.15825,954.17025,0.9445,-0.15525
3,15.75,0.16075,819.7335,0.945,-0.155
3,16.25,0.15625,622.78575,0.94275,-0.155
3,16.75,-0.01825,421.42025,0.94175,-0.15525
3,17.25,0.13875,265.9775,0.94125,-0.156
3,17.75,0.16225,114.736,0.942,-0.15725
3,18.25,0.16825,16.515,0.94,-0.158
3,18.75,0.176,0.29,0.94025,-0.1575
3,19.25,0.186,0,0.93925,-0.159
3,19.75,0.209,0,0.93825,-0.15825
3,20.25,0.2015,0,0.93875,-0.15875
3,20.75,0.19975,0,0.93975,-0.1595
3,21.25,0.16475,0,0.9385,-0.16025
3,21.75,0.163,0,0.93925,-0.15925
3,22.25,0.15725,0,0.936,-0.16
3,22.75,0.09725,0,0.936,-0.16025
3,23.25,0.08075,0,0.93375,-0.1595
3,23.75,0.0705,0,0.93475,-0.161
4,0.25,0.012,0,0.7075,-0.14725
4,0.75,0.0135,0,0.707,-0.14825
4,1.25,0.0105,0,0.707,-0.14875
4,1.75,0.01125,0,0.70625,-0.14775
4,2.25,0.017,0,0.7065,-0.14675
4,2.75,0.01325,0,0.70725,-0.15
4,3.25,0.01275,0,0.7065,-0.14975
4,3.75,0.007,0,0.70725,-0.15025
4,4.25,0.00925,0,0.70625,-0.14925
4,4.75,0.00975,0.7975,0.707,-0.1495
4,5.25,0.0135,20.86125,0.70575,-0.1505
4,5.75,0.01375,69.97175,0.7055,-0.15
4,6.25,0.01775,186.73475,0.705,-0.149
4,6.75,0.029,318.709,0.704,-0.14825
4,7.25,0.03825,476.18025,0.703,-0.1475
4,7.75,1.214,671.17225,0.702,-0.1405
4,8.25,9.23475,878.6225,0.7015,-0.13825
4,8.75,15.45375,1035.0795,0.7015,-0.1335
4,9.25,15.98625,1187.4795,0.7015,-0.125
4,9.75,11.86925,1288.52475,0.7015,-0.12025
4,10.25,23.6175,1406.4475,0.709,-0.09175
4,10.75,20.318,1523.9345,0.71125,-0.0915
4,11.25,41.21875,1571.741,0.71125,-0.07125
4,11.75,43.17375,1596.07875,0.71025,-0.01175
4,12.25,38.0375,1599.77325,0.71325,-0.00825
4,12.75,25.6525,1607.30575,0.719,-0.01425
4,13.25,22.29875,1572.9725,0.72075,-0.027
4,13.75,27.175,1485.6175,0.71775,-0.02825
4,14.25,41.68375,1398.407,0.722,0.009
4,14.75,43.24875,1292.14625,0.7205,0.034
4,15.25,29.4235,1134.31375,0.72275,0.0155
4,15.75,27.66875,1004.29475,0.72475,0.02175
4,16.25,22.02625,834.4375,0.71875,0.00925
4,16.75,17.3475,596.348,0.7155,-0.00625
4,17.25,13.89375,402.66,0.71275,-0.01825
4,17.75,22.1625,294.95075,0.7115,-0.03125
4,18.25,9.32575,131.3955,0.71175,-0.0475
4,18.75,3.986,32.23325,0.71325,-0.06125
4,19.25,4.56525,2.318,0.714,-0.0755
4,19.75,8.4175,0,0.71925,-0.08975
4,20.25,2.06,0,0.71375,-0.09925
4,20.75,0.83025,0,0.71475,-0.10975
4,21.25,1.381,0,0.71075,-0.11775
4,21.75,1.63475,0,0.70875,-0.1255
4,22.25,1.42825,0,0.7065,-0.13275
4,22.75,0.97375,0,0.7055,-0.13925
4,23.25,0.5735,0,0.70625,-0.145
4,23.75,0.0125,0,0.706,-0.14575
5,0.25,0.2635,0,8.82,8.665
5,0.75,-0.272,0,8.35,8.27
5,1.25,-0.261,0,8.48,8.525
5,1.75,-0.0365,0,8.385,8.2
5,2.25,-0.361,0,8.405,8.3125
5,2.75,1.108,0,8.3875,8.11
5,3.25,-0.5195,0,8.265,8.23
5,3.75,-0.41925,0,8.1275,7.6875
5,4.25,-0.327,3.767,8.155,7.795
5,4.75,-0.30125,30.3505,8.2575,8.0225
5,5.25,-0.3115,101.8425,8.2025,7.9525
5,5.75,1.183,204.843,8.085,7.905
5,6.25,2.6725,354.9985,8.0125,7.7725
5,6.75,4.793,512.904,8.1425,7.7475
5,7.25,8.57325,650.78375,7.9725,7.695
5,7.75,13.0075,821.146,8.055,7.855
5,8.25,24.15125,1021.027,8.25,7.98
5,8.75,26.5205,1152.49425,7.95,7.91
5,9.25,27.005,1294.537,8.095,8.09
5,9.75,24.41,1400.58,8.22,8.11
5,10.25,25.72,1506.478,8.1475,8.1525
5,10.75,30.18375,1636.1345,8.215,8.27
5,11.25,45.0825,1701.76,8.2875,8.4575
5,11.75,47.8225,1762.314,8.3825,8.71
5,12.25,43.21,1800.5595,8.445,9.0725
5,12.75,34.575,1682.782,8.52,9.07
5,13.25,34.30625,1721.46125,8.47,9.33
5,13.75,34.745,1587.3145,8.635,9.52
5,14.25,41.61,1539.653,8.82,9.64
5,14.75,34.5,1424.959,8.94,9.79
5,15.25,35.11,1367.55,8.925,9.97
5,15.75,27.85,1213.846,8.775,9.4975
5,16.25,22.3625,1076.22175,9.335,9.9325
5,16.75,18.69,888.4735,9.445,9.995
5,17.25,17.265,712.0245,9.5,9.885
5,17.75,14.69,512.832,9.51,9.76
5,18.25,13.0825,346.6685,9.09,9.51
5,18.75,10.8725,178.767,9.125,9.475
5,19.25,9.95125,51.646,8.98,9.49
5,19.75,6.81,7.534,9.45,9.43
5,20.25,5.17875,0.26275,9.5,9.3
5,20.75,3.8955,0,9.57,9.34
5,21.25,3.16725,0,9.4525,9.2525
5,21.75,2.1075,0,9.415,9.125
5,22.25,1.181,0,9.37,9.09
5,22.75,0.8745,0,9.08,8.955
5,23.25,1.176,0,9.06,8.885
5,23.75,0.65925,0,8.905,8.5375
6,0.25,0.823,0,14.27,14.53
6,0.75,0.2415,0,14.255,14.355
6,1.25,0.084,0,13.86,14.39
6,1.75,0.19575,0,14.07,14.27
6,2.25,0.3715,0,13.725,14.1
6,2.75,1.017,0,13.74,14.1275
6,3.25,0.9755,0,13.715,14.085
6,3.75,1.16625,0.55725,13.72,14.815
6,4.25,1.54,11.3,13.7175,13.9725
6,4.75,0.875,55.919,13.93,13.86
6,5.25,0.07875,146.824,13.625,13.825
6,5.75,0.9185,270.9025,13.66,13.8
6,6.25,3.248,413.163,13.84,13.85
6,6.75,4.927,563.535,13.6825,13.7975
6,7.25,7.472,742.881,13.75,13.71
6,7.75,11.155,904.264,14.15,14.73
6,8.25,17.965,1053.607,13.94,14.355
6,8.75,25.5025,1206.53,14.0475,14.65
6,9.25,25.57,1314.818,13.74,14.63
6,9.75,26.785,1425.7865,13.77,14.185
6,10.25,24.55375,1507.1305,13.8875,14.5275
6,10.75,24.91125,1596.80325,13.7875,14.2875
6,11.25,30.74625,1672.006,13.925,14.7075
6,11.75,34.06625,1695.82,13.955,14.88
6,12.25,45.61,1727.691,13.79,14.78
6,12.75,37.09875,1755.57775,13.895,14.805
6,13.25,29.41125,1681.18825,13.84,14.57
6,13.75,29.38,1649.897,13.775,14.52
6,14.25,30.44625,1602.525,13.985,15.265
6,14.75,30.66375,1489.09425,13.935,14.805
6,15.25,34.305,1370.535,14,14.98
6,15.75,27.36125,1247.383,14.125,14.98
6,16.25,23.3725,1074.51025,14.24,15.93
6,16.75,20.84875,916.4295,14.3825,15.715
6,17.25,19.9025,753.239,14.45,15.7425
6,17.75,17.96375,588.74225,14.4575,14.975
6,18.25,17.20875,412.43875,14.485,15.23025
6,18.75,13.66125,251.5525,14.5625,14.9625
6,19.25,11.0675,112.128,14.6575,15.9675
6,19.75,8.48,29.4085,14.655,15.425
6,20.25,7.321,3.188,14.6325,15.87
6,20.75,6.4385,0,14.645,15.825
6,21.25,4.92975,0,14.7,15.7725
6,21.75,3.3785,0,14.64,15.245
6,22.25,3.2355,0,14.555,15.735
6,22.75,1.8835,0,14.5125,15.345
6,23.25,1.69525,0,14.5125,15.0125
6,23.75,1.337,0,14.42,14.9175
7,0.25,1.90725,0,17.9175,19.01
7,0.75,1.532,0,18.12,19.02
7,1.25,1.9735,0,17.9425,19.04
7,1.75,1.145,0,18.02,19.01
7,2.25,0.64575,0,17.865,18.9125
7,2.75,0.781,0,17.85,18.48
7,3.25,-0.60325,0,17.84,18.5325
7,3.75,0.233,0,17.8,18.74
7,4.25,-0.119,4.2745,17.855,18.87
7,4.75,-0.082,35.348,17.77,18.6
7,5.25,-0.45725,107.275,17.7875,18.615
7,5.75,-0.01375,242.5815,17.7875,18.5525
7,6.25,0.86875,376.4385,17.725,18.3975
7,6.75,3.511,555.06025,17.65,18.18
7,7.25,4.846,709.851,17.6,18.13
7,7.75,7.8845,900.425,17.555,18.06
7,8.25,11.95,1058.185,17.56,18.15
7,8.75,18.04375,1220.931,17.5225,18.0975
7,9.25,17.6875,1334.086,17.5175,18.265
7,9.75,20.21,1417.5295,17.5,18.295
7,10.25,20.2725,1520.16825,17.4975,18.35
7,10.75,18.75375,1641.712,17.56,18.4025
7,11.25,21.285,1712.89025,17.5325,18.3225
7,11.75,23.24,1729.719,17.57,18.38
7,12.25,31.665,1723.4895,17.6075,18.4825
7,12.75,26.805,1752.236,17.63,18.49
7,13.25,24.07875,1719.787,17.71,18.6825
7,13.75,21.89875,1671.8445,17.7225,18.7425
7,14.25,22.5375,1567.7575,17.765,18.845
7,14.75,21.4175,1518.647,17.79,18.915
7,15.25,26.005,1356.467,17.85,19.06
7,15.75,19.5575,1211.0205,17.875,19.1425
7,16.25,17.925,1068.254,17.865,19.185
7,16.75,17.10125,922.01,17.9,19.2575
7,17.25,16.365,755.63,17.87,19.33
7,17.75,13.9775,581.59675,17.925,19.3325
7,18.25,12.04,388.60775,17.8975,19.1575
7,18.75,10.71,242.36425,17.88,19.26
7,19.25,8.89425,110.6805,17.95,19.2575
7,19.75,7.7425,25.75325,17.9725,19.2325
7,20.25,6.7725,2.029,18.01,19.28
7,20.75,4.93425,0,17.975,19.1775
7,21.25,3.671,0,17.965,19.135
7,21.75,3.53,0,17.99,19.19
7,22.25,3.44475,0,17.965,19.13
7,22.75,2.9445,0,18.145,19.13
7,23.25,2.763,0,17.94,19.0575
7,23.75,1.546,0,17.87,18.822
8,0.25,0.6005,0,17.935,18.375
8,0.75,0.454,0,17.77,17.95
8,1.25,0.465,0,17.915,18.1975
8,1.75,0.441,0,17.84,18.06
8,2.25,-1.099,0,17.82,18.03
8,2.75,-1.3225,0,17.8325,18.0825
8,3.25,-0.48625,0,17.7575,18
8,3.75,-1.116,0,17.735,17.8825
8,4.25,-1.9555,0,17.745,17.84
8,4.75,-3.077,2.898,17.65,17.78
8,5.25,-2.5205,29.119,17.6,17.7
8,5.75,-1.059,99.3505,17.495,17.62
8,6.25,-0.284,218.8105,17.51,17.5725
8,6.75,0.13125,378.8195,17.47,17.52
8,7.25,0.357,519.93,17.475,17.51
8,7.75,3.4245,704.56375,17.425,17.5
8,8.25,8.11,874.131,17.41,17.48
8,8.75,8.8725,1040.14975,17.585,17.63
8,9.25,11.6625,1151.91475,17.4575,17.5125
8,9.75,12.775,1245.861,17.59,17.76
8,10.25,13.45375,1327.567,17.5475,17.765
8,10.75,13.9825,1437.521,17.525,17.785
8,11.25,15.91,1480.002,17.51,17.77
8,11.75,17.51,1513.8665,17.56,17.965
8,12.25,21.05625,1533.27875,17.585,18.0325
8,12.75,19.38,1511.259,17.54,18.1
8,13.25,18.18,1486.052,17.6,18.135
8,13.75,17.30875,1427.95975,17.6625,18.285
8,14.25,19.69,1382.44525,17.7375,18.4725
8,14.75,17.7325,1299.535,17.8,18.51
8,15.25,19.9125,1187.19,17.92,18.63
8,15.75,19.91625,1050.8695,18.04,18.71
8,16.25,16.3575,913.46325,18.1,18.7725
8,16.75,17.5325,755.627,18.04,18.81
8,17.25,14.095,598.303,18.32,18.92
8,17.75,11.76125,408.45475,18.1,18.845
8,18.25,9.7125,238.09075,18.41,18.9975
8,18.75,7.7235,103.7255,18.295,18.98
8,19.25,6.648,30.133,18.17,18.84
8,19.75,5.586,2.861,18.085,18.665
8,20.25,3.16425,0,18.05,18.58
8,20.75,1.6185,0,18.0625,18.515
8,21.25,1.08325,0,18.065,18.4525
8,21.75,-0.042,0,17.99,18.38
8,22.25,-0.97125,0,18.0575,18.36
8,22.75,0.131,0,18.02,18.41
8,23.25,-0.1285,0,17.9625,18.2675
8,23.75,0.56925,0,17.9275,18.0965
9,0.25,-2.402,0,16.9,17.445
9,0.75,-1.889,0,16.88,17.3475
9,1.25,-1.551,0,16.89,17.4075
9,1.75,-2.5765,0,16.85,17.25
9,2.25,-3.253,0,16.8375,17.1575
9,2.75,-1.544,0,16.845,17.215
9,3.25,-1.59,0,16.905,17.335
9,3.75,-2.534,0,16.7975,17.07
9,4.25,-2.9515,0,16.815,17.11
9,4.75,-2.929,0,16.8,17.07
9,5.25,-1.71375,0.87,16.8125,17.2
9,5.75,-1.6795,19.68,16.7725,16.97
9,6.25,-1.277,85.472,16.76,17.02
9,6.75,-0.844,215.853,16.71,16.84
9,7.25,0.84025,343.98875,16.67,16.815
9,7.75,1.892,516.793,16.675,16.915
9,8.25,3.288,690.80125,16.585,16.9625
9,8.75,7.2105,858.55825,16.535,16.835
9,9.25,9.3715,966.489,16.5,16.885
9,9.75,11.215,1118.957,16.39,16.6
9,10.25,12.2,1234.562,16.41,16.86
9,10.75,14.06375,1297.29625,16.415,16.925
9,11.25,15.57125,1353.06375,16.485,17.1525
9,11.75,14.3975,1419.9305,16.4275,17.1525
9,12.25,16.38,1412.09325,16.44,17.2275
9,12.75,17.065,1393.462,16.39,17.11
9,13.25,18.87625,1339.856,16.4125,17.155
9,13.75,19.78375,1300.40425,16.4725,17.295
9,14.25,20.34125,1170.31325,16.48,17.3575
9,14.75,19.02,1065.646,16.53,17.46
9,15.25,20.705,940.3525,16.525,17.335
9,15.75,18.2525,801.06475,16.685,17.565
9,16.25,15.875,657.12,17.02,17.88
9,16.75,13.2,481.1055,16.72,17.59
9,17.25,10.61875,301.5425,16.7775,17.62
9,17.75,8.325,146.8965,16.855,17.705
9,18.25,7.09925,44.83675,16.835,17.5925
9,18.75,5.2385,4.49175,17.0175,17.8325
9,19.25,3.63175,0,16.91,17.6
9,19.75,2.07375,0,16.97,17.7325
9,20.25,1.43175,0,17.2175,17.7825
9,20.75,-0.328,0,17.26,17.76
9,21.25,-1.015,0,17.245,17.75
9,21.75,-1.235,0,16.99,17.7
9,22.25,-2.041,0,17.28,17.67
9,22.75,-2.028,0,17.26,17.66
9,23.25,-2.87925,0,16.935,17.525
9,23.75,-1.5005,0,16.935,17.1635
10,0.25,-7.55325,0,10.67,9.0575
10,0.75,-7.706,0,10.68,9.14
10,1.25,-9.212,0,13.695,8.965
10,1.75,-9.30675,0,13.665,8.59
10,2.25,-9.76,0,13.66,8.42
10,2.75,-9.7675,0,13.6875,8.51
10,3.25,-10.14975,0,13.71625,8.7625
10,3.75,-10.01225,0,10.9,10.0025
10,4.25,-9.11525,0,13.79375,8.9675
10,4.75,-9.401,0,13.655,7.99
10,5.25,-9.223,0,13.73625,7.86
10,5.75,-9.21175,0,13.72625,7.75
10,6.25,-9.15575,8.0405,13.7825,7.735
10,6.75,-9.23025,56.0645,13.68,7.71
10,7.25,-9.216,139.363,13.70375,7.55
10,7.75,-9.936,264.818,13.765,7.5475
10,8.25,-9.646,379.8435,13.7175,7.6425
10,8.75,-7.433,550.497,13.6875,7.6675
10,9.25,-3.504,691.019,10.6475,9.415
10,9.75,3.29275,794.01925,10.96,10.21
10,10.25,6.5155,818.792,11,10.22
10,10.75,14.4875,969.961,11.05,10.24
10,11.25,9.771,995.241,13.5975,10.09
10,11.75,7.3435,1023.7795,13.59875,8.3725
10,12.25,11.178,1044.711,13.59125,11.4675
10,12.75,13.985,1043.8325,10.74,10.1225
10,13.25,12.345,974.0275,10.7675,10.2425
10,13.75,16.26575,945.841,10.56,10.35
10,14.25,15.69625,852.9805,11.57,10.54
10,14.75,15.4,751.4285,11.66,10.6075
10,15.25,13.89875,613.225,11.75,10.705
10,15.75,11.26,430.837,11.22,10.555
10,16.25,8.8625,317.1155,12.105,10.97
10,16.75,5.2315,152.691,10.365,8.66
10,17.25,6.97875,37.956,11.78,11.1575
10,17.75,4.95275,4.2425,10.64,10.0825
10,18.25,3.91225,0,10.65,10.335
10,18.75,-2.068,0,11.635,10.135
10,19.25,-3.627,0,10.625,9.905
10,19.75,-5.447,0,10.62,9.0625
10,20.25,-1.5865,0,10.995,10.56
10,20.75,-7.866,0,13.725,8.4725
10,21.25,-7.422,0,13.8675,9.77
10,21.75,-8.17525,0,13.655,8.54
10,22.25,-7.947,0,9.43,9.015
10,22.75,-8.077,0,13.87125,8.715
10,23.25,-8.2255,0,13.7575,9.0125
10,23.75,-5.526,0,13.82875,8.895
11,0.25,-5.956,0,10.54,3.319
11,0.75,-5.997,0,10.52,3.811
11,1.25,-6.039,0,10.5,3.803
11,1.75,-6.079,0,10.48,3.397
11,2.25,-6.27975,0,10.4825,3.668
11,2.75,-6.164,0,10.53,3.711
11,3.25,-5.282,0,10.5275,3.2545
11,3.75,-4.984,0,10.59,3.426
11,4.25,-5.65825,0,10.7725,3.46475
11,4.75,-3.7725,0,10.51,3.6665
11,5.25,-4.916,0,10.66,3.52
11,5.75,-5.181,0,10.68,3.389
11,6.25,-6.29325,0,10.805,3.38975
11,6.75,-5.962,2.898,10.65,3.413
11,7.25,-5.35325,31.147,10.7375,3.48075
11,7.75,-6.6955,98.94525,10.855,3.323
11,8.25,-6.744,213.535,10.85,3.292
11,8.75,-6.745,304.367,10.84,3.264
11,9.25,-6.241,456.11575,10.835,3.2415
11,9.75,-5.581,504.574,10.82,3.2255
11,10.25,-4.0885,582.8025,10.81,3.2205
11,10.75,-3.566,592.00175,10.8,3.222
11,11.25,2.8435,702.3185,10.71,3.37425
11,11.75,-1.472,743.82275,10.77,3.262
11,12.25,-2.561,738.39,10.7425,3.223
11,12.75,2.431,707.82325,10.74,3.156
11,13.25,2.585,670.7375,10.77,3.186
11,13.75,-0.49875,598.95575,10.635,3.1405
11,14.25,-5.83,501.9665,10.79,3.205
11,14.75,-3.6235,416.56675,10.455,3.1135
11,15.25,-2.839,297.4135,10.79,3.94
11,15.75,-5.269,167.7575,10.78,3.214
11,16.25,-5.596,53.3115,10.78,3.214
11,16.75,-5.8805,9.77875,10.8375,3.416
11,17.25,-3.97775,0.29,10.76,3.085
11,17.75,-6.10175,0,10.76,3.814
11,18.25,-6.11275,0,10.58,3.79725
11,18.75,-6.291,0,10.4,4.074
11,19.25,-6.09325,0,10.545,3.75725
11,19.75,-5.839,0,10.7,3.102
11,20.25,-6.057,0,10.525,3.71425
11,20.75,-5.595,0,10.19,3.2655
11,21.25,-5.18525,0,10.49,3.0575
11,21.75,-5.4115,0,10.32,3.4895
11,22.25,-6.314,0,10.34,3.773
11,22.75,-4.242,0,10.4825,3.132
11,23.25,-5.044,0,10.58,3.241
11,23.75,-5.331,0,10.7225,3.4445
12,0.25,-3.761,0,1.89,1.569
12,0.75,-3.761,0,1.888,1.566
12,1.25,-3.739,0,1.81625,1.4945
12,1.75,-3.748,0,1.88,1.558
12,2.25,-3.745,0,1.876,1.556
12,2.75,-3.73075,0,1.81475,1.49625
12,3.25,-3.76075,0,1.98075,1.66075
12,3.75,-3.729,0,1.866,1.543
12,4.25,-3.71225,0,1.81125,1.4925
12,4.75,-3.7685,0,1.97225,1.6545
12,5.25,-3.707,0,1.808,1.49425
12,5.75,-3.73325,0,1.96675,1.64725
12,6.25,-3.70075,0,1.80375,1.49325
12,6.75,-3.69925,0,1.8025,1.49425
12,7.25,-3.675,0.29,1.779,1.4655
12,7.75,-3.709,10.721,2.062,1.753
12,8.25,-3.668,50.994,1.835,1.511
12,8.75,-3.67575,131.25,1.9475,1.6275
12,9.25,-3.6365,237.004,1.779,1.4675
12,9.75,-3.6325,279.812,1.7775,1.47
12,10.25,-3.6615,387.5215,1.78075,1.48025
12,10.75,-3.70075,426.273,1.7885,1.48875
12,11.25,-3.685,554.771,1.776,1.4665
12,11.75,-3.939,493.92675,1.81,1.493
12,12.25,-3.987,609.5305,1.84575,1.5315
12,12.75,-3.946,532.3885,1.77825,1.4695
12,13.25,-3.839,475.166,1.7775,1.462
12,13.75,-3.923,495.15775,1.773,1.454
12,14.25,-3.975,387.376,1.7875,1.481
12,14.75,-3.90375,302.48375,1.78575,1.47175
12,15.25,-3.8135,220.4165,1.78325,1.46975
12,15.75,-3.7145,103.36375,1.782,1.475
12,16.25,-3.74,25.642,1.781,1.474
12,16.75,-3.798,1.739,1.936,1.616
12,17.25,-3.78875,0,2.041,1.72575
12,17.75,-3.76,0,1.931,1.611
12,18.25,-3.824,0,2.03475,1.72
12,18.75,-3.7775,0,1.997,1.681
12,19.25,-3.78275,0,2.0955,1.78375
12,19.75,-3.74675,0,2.0255,1.7105
12,20.25,-3.782,0,1.986,1.67
12,20.75,-3.764,0,1.792,1.468
12,21.25,-3.808,0,2.178,1.881
12,21.75,-3.82325,0,2.08275,1.77175
12,22.25,-3.78175,0,1.87675,1.5555
12,22.75,-3.737,0,1.82225,1.49775
12,23.25,-3.7045,0,1.7745,1.4605
12,23.75,-3.74,0,1.82025,1.49725
