DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,RH,PA,T_SONIC,CO2,H2O,FC,NEE,H,LE,USTAR,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A,T_SONIC_SIGMA
1,6.75,6.58785,0.5709,0.1731,0.0247,-22.84733,0,102.1536,-18.5881,522.0682,0.0546,-0.4221,-0.4221,0,0.01605,0.31065,0.40965,191.521,216.1181,0,0,-9.0525,-9.2278,-5.8031,-8.1181,-10.0773,-10.1993,-10.4056,-10.1937,-12.232,-9.5037,-14.0402,-11.3542,-10.0361,-11.0389,-11.2343,-11.5276,-8.8973,-12.5394,-10.533,-9.3515,-10.7798,-9.9761,0.0221
1,7.25,6.16535,0.55615,0.1569,0.0464,-22.71234,0,102.2093,-18.6784,521.8389,0.05495,-0.4914,-0.4914,-0.5816,0.03545,0.2876,0.4143,192.799,215.874,0,0,-9.0716,-9.1786,-5.7888,-8.1247,-10.091,-10.1993,-10.4142,-10.1959,-12.226,-9.5058,-14.0334,-11.3488,-10.0317,-11.045,-11.2337,-11.5325,-8.9014,-12.5313,-10.5349,-9.3483,-10.7702,-9.9752,0.0113
1,7.75,6.33425,0.61805,0.1248,0.0403,-22.80066,0,102.1635,-18.77045,522.5167,0.055,-0.58385,-0.58385,-0.1336,0.01085,0.2892,0.3834,191.79,215.257,0,0,-9.1023,-9.161,-5.7781,-8.1186,-10.093,-10.1981,-10.4143,-10.2063,-12.2173,-9.5018,-14.0139,-11.3366,-10.0431,-11.0435,-11.2279,-11.5372,-8.907,-12.5293,-10.5378,-9.3532,-10.76,-9.9751,0.0151
1,8.25,6.7958,0.6427,0.1685,0.0324,-22.89633,0,102.169,-18.9501,523.1896,0.055,-0.1927,-0.1927,0,-0.0564,0.31895,0.4005,189.288,215.493,0,0,-9.1121,-9.1928,-5.8929,-8.1246,-10.0954,-10.2064,-10.4141,-10.2166,-12.2157,-9.5042,-14.0169,-11.3179,-10.0395,-11.0395,-11.2252,-11.5451,-8.9082,-12.5293,-10.5306,-9.3534,-10.7594,-9.9699,0.01525
1,8.75,7.126,0.797,0.24,0.05425,-22.758,0,102.2081,-18.7087,521.8632,0.0546,-0.2469,-0.2469,0,-0.02895,0.3252,0.3648,191.312,215.528,0,0,-9.1682,-9.1837,-5.8683,-8.1455,-10.0997,-10.2232,-10.4107,-10.224,-12.2192,-9.5082,-14.0254,-11.3279,-10.0368,-11.0289,-11.2199,-11.5511,-8.912,-12.5429,-10.5262,-9.3435,-10.7503,-9.9691,0.0224
1,9.25,7.2814,0.7963,0.1977,0.0548,-22.732,0,102.1666,-18.5656,522.2439,0.0553,-0.6272,-0.6272,0,0.0202,0.3564,0.26725,193.611,215.401,0,0,-9.1059,-9.2615,-5.8806,-8.0945,-10.1042,-10.2473,-10.41,-10.2304,-12.2266,-9.5171,-14.0398,-11.33,-10.0283,-11.0324,-11.2184,-11.5575,-8.907,-12.5303,-10.5349,-9.3558,-10.743,-9.9732,0.0183
1,9.75,7.4253,0.8089,0.25215,0.07125,-22.73567,0,102.1478,-18.6368,523.2836,0.0551,-0.4321,-0.4321,0,0.0176,0.34945,0.30955,194.779,215.29,0,0,-8.9388,-9.3104,-5.7692,-8.0564,-10.0973,-10.2458,-10.3914,-10.2244,-12.2424,-9.5239,-14.0514,-11.335,-10.025,-11.0276,-11.2156,-11.5542,-8.9169,-12.5332,-10.535,-9.3658,-10.7411,-9.9827,0.0276
1,10.25,7.4868,0.8288,0.2148,0.0561,-22.64266,0,102.17015,-18.5208,525.43355,0.05555,-0.55875,-0.55875,0,0.0525,0.3564,0.3741,194.754,215.738,0,0,-9.0874,-9.2855,-5.779,-8.0402,-10.1068,-10.2429,-10.385,-10.2176,-12.2272,-9.53,-14.0467,-11.3511,-10.0114,-11.0248,-11.2099,-11.5618,-8.9155,-12.5354,-10.5351,-9.359,-10.7304,-9.983,0.0168
1,10.75,7.6141,0.7401,0.2634,0.067,-22.61567,0,102.19375,-18.0798,524.52005,0.05465,-0.0829,-0.0829,0,0.0149,0.3684,0.3398,196.138,215.821,0.0071,0.0184,-9.0202,-9.4061,-5.8136,-8.0774,-10.119,-10.251,-10.3908,-10.2125,-12.2224,-9.5388,-14.0412,-11.3497,-10.0094,-11.038,-11.2093,-11.5701,-8.9173,-12.5332,-10.5427,-9.3589,-10.7317,-9.9872,0.01425
1,11.25,7.7123,0.8306,0.2353,0.0517,-22.666,0,102.2159,-18.4699,524.2109,0.0548,-0.5449,-0.5449,0,-0.1752,0.3879,0.44495,196.3254,216.319,0.06735,0.0996,-9.0436,-9.31,-5.8128,-8.025,-10.1244,-10.2389,-10.3909,-10.2209,-12.212,-9.5461,-14.0338,-11.3375,-10.012,-11.0333,-11.2152,-11.5707,-8.916,-12.5297,-10.5374,-9.3548,-10.7441,-10.0008,0.02525
1,11.75,7.1129,0.8855,0.22775,0.06285,-22.872665,0,102.1929,-19.08515,523.8719,0.05485,-0.23865,-0.23865,0,-0.043,0.3547,1.1641,193.324,215.556,0.3733,0.544,-8.9501,-9.2928,-5.8148,-7.9985,-10.114,-10.2413,-10.3868,-10.2289,-12.2049,-9.552,-14.0163,-11.3389,-10.0166,-11.0334,-11.2176,-11.5688,-8.9227,-12.5393,-10.5372,-9.3647,-10.75,-10.0051,0.03385
1,12.25,7.0774,0.9822,0.24235,0.05915,-23.07933,0,102.1911,-19.0747,523.1956,0.0547,-0.32505,-0.32505,0,-0.07145,0.4065,1.6075,192.406,215.545,0.9313,1.2797,-8.9364,-9.2855,-5.7652,-7.9877,-10.0963,-10.2629,-10.3851,-10.2267,-12.2187,-9.5622,-14.0002,-11.3426,-10.0277,-11.0349,-11.2214,-11.5696,-8.9256,-12.5316,-10.5411,-9.3568,-10.7548,-10.0117,0.02325
1,12.75,7.1883,0.8488,0.1662,0.04105,-23.07933,0,102.1676,-19.3,522.35065,0.05685,-0.66755,-0.66755,0,-0.0054,0.4264,1.95155,191.656,215.794,1.7283,2.34515,-8.8755,-9.2795,-5.7383,-8.0434,-10.0904,-10.2625,-10.3824,-10.2194,-12.2546,-9.56355,-14.00585,-11.354,-10.0401,-11.0434,-11.24735,-11.57415,-8.9289,-12.52025,-10.56165,-9.364,-10.75425,-9.98705,0.02275
1,13.25,7.2138,0.9139,0.2106,0.0598,-23.07933,0.772,102.20445,-19.33375,522.5866,0.06945,-0.62345,-0.62345,0,0.03315,0.3561,2.2029,192.458,216.176,2.3159,3.0665,-8.9239,-9.3203,-5.6168,-7.9772,-10.091,-10.2862,-10.3924,-10.1884,-12.26745,-9.5665,-14.0014,-11.34255,-10.03995,-11.03705,-11.2483,-11.5747,-8.93315,-12.52305,-10.56355,-9.3609,-10.75085,-9.99495,0.0456
1,13.75,7.157,0.7735,0.203,0.0603,-23.07933,2.9571,102.2042,-18.59225,522.7835,0.1328,-0.23725,-0.23725,0,0.0542,0.3697,2.4499,194.937,216.08735,2.4617,3.0212,-8.8924,-9.3382,-5.7645,-8.0613,-10.0884,-10.28,-10.3964,-10.1649,-12.2573,-9.5577,-13.9912,-11.3212,-10.04,-11.0368,-11.2441,-11.5584,-8.9346,-12.518,-10.5557,-9.3553,-10.7252,-10.0261,0.0281
1,14.25,6.897,0.8231,0.26195,0.0534,-23.07933,0,102.16425,-18.80005,523.59755,0.26025,-0.18555,-0.18555,0,-0.06035,0.3422,2.35155,191.068,216.1265,1.99795,2.7031,-8.9627,-9.32535,-5.6706,-7.98625,-10.08455,-10.2964,-10.39585,-10.16675,-12.27245,-9.5632,-14.0046,-11.34075,-10.03905,-11.0473,-11.248,-11.5686,-8.937,-12.50415,-10.57135,-9.36795,-10.75795,-10.00985,0.0278
1,14.75,6.87455,0.8053,0.1951,0.0337,-23.07933,0,102.12225,-19.1329,525.3951,0.19875,-0.2498,-0.2498,0,-0.0429,0.3297,1.9543,188.7159,215.833,1.2307,1.7403,-8.8967,-9.4637,-5.693,-8.0648,-10.0652,-10.299,-10.4028,-10.1684,-12.28815,-9.56045,-14.01015,-11.3537,-10.08775,-11.05005,-11.24905,-11.57865,-8.94335,-12.50645,-10.57865,-9.36265,-10.7606,-10.01425,0.0354
1,15.25,7.1744,0.7385,0.1552,0.0363,-23.07933,0,102.1188,-19.0308,526.7466,0.3419,-0.54055,-0.54055,-1.3282,0.0279,0.33745,1.6002,190.028,215.568,0.5431,0.7494,-8.9878,-9.4358,-5.6332,-8.1241,-10.0403,-10.2862,-10.389,-10.1753,-12.2981,-9.5552,-14.0256,-11.3559,-10.0849,-11.05135,-11.25895,-11.5761,-8.9448,-12.50165,-10.5803,-9.36445,-10.7658,-10.01865,0.0279
1,15.75,7.0309,0.6511,0.1836,0.0528,-23.07933,0,102.12355,-19.02835,527.96895,0.152,-0.2672,-0.2672,0,0.0116,0.3288,0.9283,188.053,216.44,0.14195,0.2253,-8.8226,-9.3949,-5.6732,-8.1641,-10.0334,-10.275,-10.3709,-10.1815,-12.29825,-9.5562,-14.02845,-11.36285,-10.0903,-11.05,-11.2682,-11.58035,-8.9466,-12.5003,-10.5775,-9.36595,-10.775,-10.0242,0.0183
1,16.25,6.8094,0.6981,0.2143,0.06305,-23.07933,0,102.12955,-18.8771,523.938,0.05605,-0.3052,-0.3052,-3.57675,-0.0459,0.3062,0.4789,192.963,216.177,0.0239,0.0368,-8.9427,-9.361,-5.6487,-8.0758,-10.061,-10.2631,-10.3425,-10.191,-12.31115,-9.5596,-14.02755,-11.3599,-10.1002,-11.05175,-11.28145,-11.5911,-8.9468,-12.4963,-10.56895,-9.3586,-10.78825,-10.02735,0.019
1,16.75,6.6134,0.75215,0.2287,0.0661,-23.07933,0,102.1301,-18.397,524.3839,0.05595,-0.6389,-0.6389,-3.6407,0.03075,0.3769,0.4303,193.64,215.5198,0.0013,0.0053,-8.9481,-9.45,-5.6587,-8.249,-10.0619,-10.2561,-10.3234,-10.1982,-12.3085,-9.5622,-14.02035,-11.3651,-10.0996,-11.05845,-11.27745,-11.59875,-8.94945,-12.48475,-10.56705,-9.3704,-10.79945,-10.0276,0.01545
1,17.25,6.486,0.7487,0.1646,0.0474,-23.07933,0,102.12775,-18.3152,528.324,0.0568,-0.18345,-0.18345,0,-0.039,0.3501,0.4452,194.0468,215.837,0,0,-8.8778,-9.3769,-5.661,-8.271,-10.0688,-10.2505,-10.3093,-10.2163,-12.3126,-9.56305,-14.00585,-11.36355,-10.10265,-11.05265,-11.27875,-11.6058,-8.95345,-12.4819,-10.55915,-9.3627,-10.81045,-10.02925,0.0161
1,17.75,6.9253,0.64115,0.136,0.05765,-23.07933,0,102.1147,-18.6363,526.6024,0.05555,-0.4455,-0.4455,0,0.0304,0.35845,0.3726,194.72,216.2553,0,0,-8.9803,-9.4656,-5.6785,-8.2679,-10.063,-10.2366,-10.3203,-10.2472,-12.311,-9.553,-14.0033,-11.36785,-10.1057,-11.05875,-11.28225,-11.6046,-8.9539,-12.46895,-10.56005,-9.3645,-10.821,-10.0326,0.0139
1,18.25,7.01735,0.6658,0.14285,0.0326,-23.07933,0,102.1164,-18.6523,525.0395,0.0548,-0.31005,-0.31005,0,0.0283,0.33615,0.49015,197.6766,216.406,0,0,-8.9347,-9.4951,-5.6995,-8.3131,-10.076,-10.2214,-10.3272,-10.268,-12.31435,-9.5524,-13.998,-11.3794,-10.112,-11.0607,-11.2878,-11.6013,-8.95605,-12.46225,-10.5542,-9.363,-10.8275,-10.03425,0.0121
1,18.75,6.5597,0.6302,0.18075,0.03705,-23.07933,0,102.11815,-18.9972,524.2443,0.05655,-0.2743,-0.2743,0,-0.2724,0.355,0.4856,199.71,217.039,0,0,-8.915,-9.3153,-5.7133,-8.2583,-10.076,-10.235,-10.3422,-10.2641,-12.32165,-9.5503,-13.99565,-11.3745,-10.1127,-11.06655,-11.28985,-11.5992,-8.95595,-12.46605,-10.56005,-9.3629,-10.82955,-10.0321,0.0217
1,19.25,6.6901,0.5802,0.17845,0.0528,-23.07933,0,102.1126,-18.6396,524.5203,0.0564,-0.2967,-0.2967,-0.11465,0.0333,0.3425,0.3753,196.9644,217.102,0,0,-9.0585,-9.4833,-5.693,-8.383,-10.0746,-10.2461,-10.3443,-10.2517,-12.32635,-9.5467,-13.9804,-11.37005,-10.11985,-11.07115,-11.2955,-11.6066,-8.96355,-12.4593,-10.55915,-9.36425,-10.83145,-10.0304,0.0155
1,19.75,6.3104,0.6113,0.1553,0.04015,-23.07933,0,102.0879,-18.2658,524.56215,0.0565,-0.3986,-0.3986,0,-0.04455,0.31455,0.42405,195.754,216.604,0,0,-9.0421,-9.4027,-5.6758,-8.3333,-10.0716,-10.2427,-10.3366,-10.2437,-12.3372,-9.5363,-13.9799,-11.3648,-10.12565,-11.0718,-11.29845,-11.60265,-8.96075,-12.45455,-10.55685,-9.36085,-10.83015,-10.02925,0.0102
1,20.25,6.4618,0.6412,0.10245,0.048,-23.07933,0,102.1034,-17.68335,524.5285,0.0567,-0.2403,-0.2403,0,-0.06175,0.3238,0.3,197.088,217.093,0,0,-9.0624,-9.3965,-5.8116,-8.2826,-10.0724,-10.2428,-10.3272,-10.2368,-12.33785,-9.53855,-13.9749,-11.35385,-10.1271,-11.07625,-11.30215,-11.60455,-8.96265,-12.4585,-10.54255,-9.36095,-10.83395,-10.0311,0.0056
1,20.75,6.4197,0.7015,0.164,0.04395,-23.07933,0,102.16075,-17.82435,525.4623,0.0565,0.07595,0.07595,0,-0.0363,0.2849,0.41575,196.293,217.337,0,0,-9.0315,-9.3235,-5.7242,-8.229,-10.0721,-10.2431,-10.3338,-10.2306,-12.33915,-9.5534,-13.97685,-11.34455,-10.1327,-11.07355,-11.3069,-11.60335,-8.96265,-12.4579,-10.5389,-9.3622,-10.83885,-10.0321,0.0049
1,21.25,6.088,0.5311,0.1708,0.0395,-23.07933,0,102.18595,-18.1312,526.9024,0.0699,-0.08325,-0.08325,0,-0.0734,0.2923,0.4925,200.333,217.523,0,0,-9.1294,-9.5202,-5.9447,-8.2836,-10.0711,-10.2436,-10.3284,-10.2276,-12.33795,-9.54745,-13.97705,-11.33845,-10.1416,-11.064,-11.30635,-11.592,-8.96215,-12.46105,-10.54025,-9.35475,-10.83475,-10.036,0.02
1,21.75,5.59005,0.6023,0.18855,0.0276,-23.07933,0,102.1914,-18.3095,524.9,0.0594,-0.53905,-0.53905,0,-0.2826,0.2936,0.34035,199.035,216.984,0,0,-9.0311,-9.3332,-5.9353,-8.2277,-10.0667,-10.2368,-10.3171,-10.2375,-12.33105,-9.54905,-13.98485,-11.3282,-10.14565,-11.06375,-11.31385,-11.5882,-8.9683,-12.46395,-10.54745,-9.3596,-10.83925,-10.03735,0.01525
1,22.25,5.51135,0.55735,0.1622,0.0288,-23.07933,0.076,102.188,-18.3879,525.79005,0.082,-0.3568,-0.3568,0,-0.35615,0.313,0.4227,200.11,217.103,0,0,-9.1308,-9.4335,-5.8726,-8.1981,-10.0606,-10.2145,-10.3123,-10.2494,-12.3275,-9.54665,-13.9757,-11.3315,-10.1497,-11.0632,-11.31575,-11.59315,-8.96445,-12.476,-10.5407,-9.358,-10.8439,-10.03985,0.01015
1,22.75,5.3506,0.5206,0.1582,0.03225,-23.07933,0,102.119,-18.2331,524.9818,0.05505,-0.2208,-0.2208,0,0.0081,0.2934,0.27725,196.334,217.035,0,0,-9.1027,-9.3887,-5.8303,-8.1936,-10.0725,-10.2069,-10.3323,-10.2577,-12.3221,-9.5469,-13.96755,-11.32905,-10.1548,-11.0563,-11.3196,-11.5897,-8.9686,-12.47605,-10.5455,-9.35235,-10.8361,-10.04055,0.0123
1,23.25,5.93595,0.66265,0.1352,0.0284,-23.07933,0,102.1562,-18.0621,526.15235,0.0575,0.01875,0.01875,0,-0.8242,0.309,0.31405,198.465,216.886,0,0,-9.0903,-9.4838,-5.9375,-8.1598,-10.0767,-10.214,-10.3422,-10.2622,-12.32155,-9.54375,-13.97685,-11.3378,-10.14815,-11.0563,-11.3184,-11.58135,-8.96335,-12.48595,-10.5483,-9.3554,-10.83805,-10.03915,0.0141
1,23.75,5.77425,0.5528,0.14525,0.0161,-23.07933,0,102.1298,-17.8994,526.8226,0.05735,-0.5656,-0.5656,-0.79555,-0.0082,0.30905,0.3106,198.689,217.561,0,0,-9.1928,-9.4126,-5.9641,-8.1811,-10.0749,-10.2074,-10.3496,-10.2649,-12.317,-9.5524,-13.9828,-11.3308,-10.15025,-11.0542,-11.3208,-11.58025,-8.96855,-12.4976,-10.54845,-9.35995,-10.84065,-10.03135,0.0121
2,0.25,6.0704,0.5888,0.1373,0.02775,-22.33633,30.83665,102.5277,-18.5593,527.8378,2.01675,-0.21405,-0.21405,-7.8974,-0.5699,0.2873,0.3463,192.323,212.1917,0,0,-7.4701,-7.2714,-5.0359,-6.705,-11.4567,-11.6976,-11.9791,-11.7245,-14.2027,-11.5687,-15.8742,-12.9695,-11.8751,-13.1519,-13.3822,-13.5662,-10.8793,-12.0435,-12.397,-11.2026,-11.8451,-11.4138,0.00525
2,0.75,5.8708,0.6047,0.15105,0.02865,-22.387,37.2301,102.50425,-18.52785,527.35715,2.00125,-0.3314,-0.3314,-8.4552,-0.3956,0.2881,0.32485,189.516,212.651,0,0,-7.5317,-7.349,-5.0447,-6.7432,-11.4617,-11.6986,-11.9735,-11.723,-14.1997,-11.5654,-15.8686,-12.9649,-11.8781,-13.1293,-13.3839,-13.5649,-10.8759,-12.0487,-12.4011,-11.1882,-11.846,-11.4233,0.00585
2,1.25,5.9698,0.5589,0.14645,0.0318,-22.48667,40.66815,102.5018,-18.91865,525.69715,2.0663,-0.2119,-0.2119,-4.6527,-0.8079,0.29595,0.2812,188.212,212.71,0,0,-7.4981,-7.2532,-5.1067,-6.6893,-11.4633,-11.6975,-11.9866,-11.7304,-14.2058,-11.5604,-15.8656,-12.9495,-11.8818,-13.1139,-13.3902,-13.5562,-10.8808,-12.045,-12.4015,-11.1876,-11.8462,-11.429,0.0132
2,1.75,6.3959,0.6142,0.1279,0.0304,-22.72766,33.4757,102.5027,-18.5741,526.061,1.9367,-0.3101,-0.3101,-5.0869,-0.5382,0.2704,0.2969,185.4696,211.718,0,0,-7.6068,-7.3406,-5.0213,-6.5977,-11.4588,-11.6936,-11.9924,-11.7415,-14.2072,-11.5601,-15.8674,-12.9398,-11.8843,-13.0882,-13.3878,-13.5435,-10.8826,-12.0364,-12.3934,-11.177,-11.8489,-11.4314,0.005
2,2.25,6.5801,0.5858,0.1286,0.02605,-22.95,31.55405,102.5365,-18.9984,524.9789,1.9354,-0.0243,-0.0243,-6.54295,-0.81465,0.31315,0.34255,188.322,211.231,0,0,-7.6598,-7.2802,-5.0952,-6.711,-11.4507,-11.702,-11.9927,-11.7431,-14.2028,-11.5708,-15.8477,-12.9766,-11.8829,-13.0802,-13.3923,-13.5555,-10.8933,-12.0573,-12.4053,-11.1771,-11.8545,-11.4352,0.01205
2,2.75,6.8117,0.5713,0.1266,0.0286,-22.896,37.2306,102.5142,-18.70075,525.6347,1.9781,-0.28135,-0.28135,-6.9596,-0.7223,0.33275,0.3291,187.856,211.453,0,0,-7.6362,-7.2508,-4.9609,-6.6903,-11.4486,-11.7009,-11.9967,-11.7429,-14.216,-11.5715,-15.8417,-13.0099,-11.8837,-13.0858,-13.395,-13.5596,-10.8967,-12.0704,-12.4082,-11.1756,-11.8498,-11.4356,0.007
2,3.25,6.61755,0.60475,0.14225,0.0291,-22.63034,43.02245,102.515,-18.3009,524.2755,2.0921,-0.1474,-0.1474,-7.21465,-1.37635,0.303,0.253,187.405,212.29,0,0,-7.6176,-7.4085,-5.0847,-6.6947,-11.4473,-11.6957,-11.9949,-11.7427,-14.2096,-11.5759,-15.8445,-13.0415,-11.8792,-13.0938,-13.402,-13.5584,-10.9009,-12.0903,-12.4065,-11.1737,-11.8443,-11.435,0.0035
2,3.75,6.5994,0.6481,0.1541,0.0346,-22.92933,39.51,102.5336,-18.44705,525.7238,2.1514,-0.2142,-0.2142,-4.79925,-0.022,0.3168,0.3825,184.796,211.34,0,0,-7.5149,-7.3275,-4.9481,-6.6752,-11.4453,-11.6924,-11.9948,-11.7449,-14.2135,-11.5747,-15.8424,-13.0573,-11.8622,-13.1011,-13.4085,-13.5656,-10.8948,-12.0954,-12.4176,-11.181,-11.8462,-11.4372,0.005
2,4.25,6.18105,0.58595,0.14125,0.0351,-22.96267,37.7677,102.5052,-18.9672,523.4131,2.15285,-0.25025,-0.25025,-5.0236,-0.6249,0.3255,0.37375,182.762,211.274,0,0,-7.5053,-7.3263,-4.9686,-6.6715,-11.4403,-11.6882,-11.9956,-11.7467,-14.2088,-11.5788,-15.8413,-13.0378,-11.8574,-13.1094,-13.3993,-13.5779,-10.9048,-12.0928,-12.4237,-11.186,-11.8358,-11.4394,0.0237
