DOY2,HR2,FC_1_1_1,CO2_1_1_1,CO2_SIGMA_1_1_1,SC_1_1_1,LE_1_1_1,H2O_1_1_1,H2O_SIGMA_1_1_1,H_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,WS_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,TA_1_1_1,VPD_1_1_1,RH_1_1_1,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD_1_1_1,SW_IN_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_DIF_1_1_1,FC_1_2_1,CO2_1_2_1,CO2_SIGMA_1_2_1,LE_1_2_1,H2O_1_2_1,H2O_SIGMA_1_2_1,H_1_2_1,T_SONIC_1_2_1,T_SONIC_SIGMA_1_2_1,WS_1_2_1,USTAR_1_2_1,W_SIGMA_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,TA_1_2_1,VPD_1_2_1,RH_1_2_1
1,5.25,0.086,387.05219075,0.73793925,-0.6796705,-1.16175,7.0077795,0.03705425,-28.4995,9.89425,0.20186375,1.589,0.121,0.158114,0.395284,0.32749025,4.448,0.46,68.295,99.2,8.001,8.30825,8.8415,9.515,10.51575,-18.57,-54.712,0,0,0,0,0,259.662,319.81575,0,-0.15054,412.0000055,2.391718,-0.6181075,7.57440125,0.0580355,-2.3516,7.1065,0.166304,0.21806,0.029098,0.037808,0.14488575,0.139677,2.003,0.40834,86
1,5.75,0.113,386.813443,0.738328,-0.919736,-0.862,6.857976,0.036987,-29.439,9.851,0.2,1.54225,0.115,0.151658,0.386005,0.32249,4.4095,0.4575,67.32,99.2,7.952,8.293,8.793,9.502,10.52,-18.609,-54.66575,0,0,0,0,0,261.16925,319.211,0,-0.2699175,411.231813,2.366132,-0.43513,7.407193,0.054802,-2.2964,6.90575,0.17865325,0.225715,0.02832875,0.03797425,0.146517,0.14189475,1.9685,0.40675,86
1,6.25,0.00675,386.829521,0.736434,-0.932597,-0.979,6.767125,0.040188,-27.04675,9.8285,0.196202,1.542,0.113,0.148324,0.386005,0.314643,4.2665,0.5,67.27,99.2475,7.89025,8.2715,8.7705,9.487,10.5025,-18.683,-55.359,0,0,0,0,0,261.667,318.77,0,-0.1273825,412.93698775,2.359837,-0.31783,7.16968825,0.0537385,-2.5051,7.07185,0.1660935,0.21696,0.0289345,0.0368535,0.138869,0.1443155,1.969,0.39345,86.05
1,6.75,0.075,386.22941,0.7356815,-0.937306,-0.61775,6.790967,0.039251,-28.10725,9.72325,0.2,1.5975,0.10275,0.141421,0.38013,0.324037,4.268,0.52,67.9585,99.3,7.8185,8.242,8.7305,9.4695,10.4955,-18.748,-54.802,0.032,0.041,0.497,0.0324,0.625,260.2035,318.55075,0.3665,-0.18035,411.995993,2.45177,-0.4863725,7.338644,0.051039,-2.247225,6.964525,0.167884,0.212535,0.0291755,0.03592,0.1390215,0.1475515,1.803,0.39795,86.625
1,7.25,-0.0855,386.5595445,0.7351065,-0.7012985,-1.906,6.6132645,0.0399325,-26.508,9.9185,0.21329775,1.529,0.10325,0.13784,0.367423,0.31662225,4.316,0.52,67.98,99.3,7.783,8.20925,8.678,9.4565,10.49,-18.3605,-51.978,1.7,5.966,0.497,2.1,0.749,258.2565,318.357,2.65,-0.15446,413.97356,2.15239575,-0.5275625,7.252232,0.04829675,-2.166575,6.94645,0.17167525,0.22121,0.029705,0.036688,0.140093,0.142727,1.6935,0.384195,87.2
1,7.75,0.0375,386.6849775,0.73705775,-1.172455,-1.36,6.707015,0.039785,-25.812,9.4545,0.225832,1.466,0.1095,0.151658,0.389872,0.32249,4.268,0.54,66.5525,99.3,7.71,8.172,8.658,9.445,10.488,-17.569,-34.0425,15,38.372,2.46425,16.767,2.498,256.619,320.394,25.31,-0.34192,409.95147125,2.311856,-0.465815,7.28006875,0.06947875,-2.1984,6.96465,0.165526,0.228265,0.0289605,0.036628,0.1429165,0.14498625,1.7445,0.38478,87.2
1,8.25,-0.0785,385.972919,0.74135,-2.5795695,-0.182,6.763311,0.0514335,-21.336,9.231,0.19039125,1.3235,0.11775,0.154919,0.40834975,0.324416,4.928,0.585,64.4475,99.3,7.7815,8.17,8.668,9.432,10.488,-15.575,-1.187,37.972,90.698,5.718,41.0148,5.179,258.159,328.457,72.3,-0.408835,407.574182,2.0230125,-0.8509725,7.423124,0.127564,-2.678575,7.11875,0.219418,0.2352,0.029441,0.03997,0.145279,0.150758,2.592,0.39934,86.1
1,8.75,-0.20525,386.7573785,0.745332,-4.6497085,3.28075,6.9111555,0.0885715,-12.4295,9.3595,0.176068,1.15025,0.136,0.187083,0.417133,0.352136,5.6085,0.6825,62.875,99.312,7.91,8.22,8.675,9.42,10.488,-11.8775,24.748,63.022,151.16,10.208,67.15125,8.34175,257.837,338.5875,111.6,-0.52365,404.542472,1.649275,1.86555,7.714098,0.190863,-3.623,8.535525,0.22914425,0.26825,0.0380295,0.0544525,0.166976,0.1801625,4.3845,0.5012575,79
1,9.25,-1.603,386.24218125,0.752547,-5.05621175,10.831,7.2322995,0.12666925,-3.45275,9.61125,0.197484,0.87775,0.1615,0.240823,0.433588,0.3866515,6.39775,0.79,61.39,99.4,8.06525,8.30725,8.72125,9.417,10.4955,-7.659,44.532,94.03575,219.09525,12.854,101.1031875,11.867,259.754,347.38775,134.625,-0.83782,400.7770585,1.079185,9.2928,7.8973695,0.20784875,-2.67815,9.896425,0.23078225,0.3256875,0.0661545,0.09979425,0.233224,0.2598035,5.796,0.66837,70.75
1,9.75,-2.85925,384.666558,0.7476265,-4.08196225,19.8125,7.5470245,0.12453025,10.4255,10.05225,0.22527575,0.817,0.1885,0.301662,0.4341655,0.4254395,6.76075,0.96,60.545,99.4,8.211,8.408,8.76225,9.4015,10.49975,-4.156,60.611,117.24625,273.27275,16.74,123.0391125,16.031,263.046,352.9315,161.875,-0.88582,397.7230565,0.714137,13.501,7.7421335,0.19804325,2.363425,10.83425,0.23368375,0.38206,0.0770295,0.1307795,0.3050525,0.327345,6.7045,0.8546475,64.26
1,10.25,-3.2065,383.3650335,0.7456485,-2.033347,21.94,7.654192,0.1288825,16.81275,10.2755,0.234521,0.9565,0.202,0.349285,0.499996,0.495983,7.2565,1.08,60.15,99.4,8.3975,8.5465,8.8225,9.401,10.5075,-1.1285,73.597,144.2345,326.6875,20.038,146.715975,19.467,264.543,357.1725,176.9,-1.0839,396.27466425,0.596274,17.071,7.78050275,0.195926,6.32885,11.432,0.24160625,0.439525,0.0836685,0.15028,0.3548645,0.389461,7.38,1.00715,60.515
1,10.75,-4.27,382.607896,0.743115,-1.679097,21.469,7.8583965,0.11580925,26.5805,10.6825,0.248494,1.1115,0.2205,0.380789,0.544518,0.548179,7.5,1.255,58.62,99.4,8.559,8.649,8.885,9.4065,10.5075,1.88475,91.90625,163.27,371.12375,23.44,166.21575,21.3925,267.6885,360.83675,191.7,-1.146,396.9157265,0.639094,17.9385,8.011406,0.195352,11.636,11.56825,0.264477,0.49654,0.0893545,0.1607995,0.3809495,0.42354725,7.83,1.1749,57.57
1,11.25,-3.867,382.928517,0.73977925,-1.431625,28.6925,8.075546,0.1148415,34.32075,10.94775,0.273394,1.221,0.242,0.4132185,0.576845,0.603945,7.805,1.37,57.56,99.4,8.783,8.83,8.945,9.4155,10.4975,5.215,110.1435,167.666,381.395,23.865,173.6916,23.058,268.619,365.168,201.45,-1.168425,396.7031355,0.568652,19.41025,8.240779,0.188657,13.0995,11.9,0.28562725,0.53238,0.095218,0.170379,0.408534,0.442764,8.42575,1.36655,54.9125
1,11.75,-3.88875,382.42309,0.74081775,-1.486722,30.32375,8.196455,0.1210685,41.353,11.178,0.2936755,1.304,0.26,0.41892625,0.61643975,0.6363945,8.0625,1.39,57.177,99.3,8.965,8.985,9.018,9.408,10.493,8.68525,115.4845,174,394.9305,24.362,179.1498375,26.546,271.4355,368.6985,205.3,-1.262,397.454614,0.63125075,19.946,8.260704,0.18636375,16.753,12.079,0.302149,0.5811,0.100835,0.1810275,0.4356145,0.4744625,8.7525,1.486625,52.7775
1,12.25,-4.45825,381.456549,0.737731,-1.396847,25.69225,8.341115,0.110151,39.2845,11.605,0.281069,1.35025,0.26075,0.432435,0.63442875,0.643039,8.4525,1.605,55.975,99.3,9.223,9.127,9.092,9.428,10.492,10.87575,119.711,191.79525,444.7415,26.654,203.9715875,30.76175,273.827,370.7035,199.275,-1.27305,396.91604575,0.672688,20.798,8.50207425,0.187463,17.454,12.22875,0.30000925,0.59021,0.095477,0.186462,0.443069,0.477389,9.01,1.6849,51.32
1,12.75,-3.3665,381.092824,0,-1.280319,26.16175,8.318536,0.110593,38.347,11.70275,0.266458,1.3615,0.271,0.43359,0.654217,0.662571,8.69,1.755,55.75,99.2,9.422,9.255,9.172,9.453,10.503,11.7915,122.895,181.312,416.9405,25.2365,188.8083,26.337,274.9975,371.878,193.3,-1.342475,396.233694,0.597911,19.37025,8.464773,0.181608,17.362,12.44325,0.30003825,0.62759,0.1046475,0.18742775,0.4510845,0.4871395,9.305,1.84725,50.59
1,13.25,-3.621,381.10263425,0,-1.311007,25.04825,8.3737535,0.103928,39.333,11.961,0.270185,1.384,0.268,0.441021,0.6484595,0.6636965,8.8745,2.05,54.465,99.2,9.5105,9.3925,9.2715,9.474,10.496,11.78075,113.607,170.67575,389.0265,24.5135,179.125,27.066,274.537,372.15675,197.75,-1.20895,396.8681185,0.5697425,19.2905,8.4309385,0.17991175,15.556,12.785,0.306441,0.61349,0.1033225,0.186418,0.45882475,0.504118,9.6025,1.9542,49.885
1,13.75,-3.33175,380.652201,0,-1.03368075,23.338,8.226352,0.1033375,37.826,12.1825,0.249998,1.3185,0.256,0.425441,0.658027,0.672309,9.118,2.14,53.14,99.2,9.6325,9.53275,9.372,9.5125,10.495,12.07125,103.8125,171.57,387.6905,24.17625,178.9,23.527,277.22,371.231,199.5,-1.141825,396.00736175,0.5550285,17.86,8.39643825,0.17162025,14.773,12.981,0.28204525,0.5967,0.104045,0.1831815,0.4566125,0.475347,9.506,2.1926,49.51
1,14.25,-3.05275,379.906354,0,-0.8811525,20.99,8.254202,0.099118,33.134,12.48,0.230217,1.29375,0.252,0.409878,0.6256995,0.6445915,9.25,2.27,51.9,99.2,9.7295,9.626,9.455,9.5625,10.48675,11.23775,91.15025,141.551,323.424,21.889,147.2,20.872,274.88775,370.655,190.4,-1.09455,395.292957,0.5495935,15.46075,8.21964,0.1639715,11.3485,13.2045,0.2474205,0.57433,0.09907,0.17488,0.4278845,0.4586775,9.78,2.2636,47.53
1,14.75,-2.64,379.388628,0,-0.73972925,15.85475,8.271247,0.088092,27.66925,12.433,0.219089,1.334,0.246,0.388587,0.61887,0.604152,9.4875,2.3675,51.36675,99.2,9.75725,9.65025,9.4885,9.585,10.494,10.159,70.68325,117.346,276.222,17.62725,126.0768375,16.448,272.6635,367.573,168.85,-0.9318775,394.6536495,0.4669925,12.473,8.2951115,0.1484085,8.092,13.1815,0.221236,0.5663125,0.093886,0.16581375,0.4024025,0.4344655,9.76,2.4305,47.5025
1,15.25,-2.052,379.1273815,0,-0.690389,10.759,8.1900205,0.07641,16.3145,12.598,0.184391,1.30175,0.225,0.34964225,0.57814325,0.5614715,9.4775,2.375,51.225,99.2,9.716,9.6615,9.5515,9.6575,10.5015,7.524,42.79,95.97425,222.50625,14.9205,99.47935,13.377,271.722,364.0855,149.075,-0.6825175,393.7466285,0.419149,9.2808,8.32739825,0.130475,3.188225,13.227,0.1927835,0.54365,0.08732975,0.146294,0.3679945,0.381916,9.506,2.42835,48.5475
1,15.75,-1.619,378.75971825,0,-0.435514,6.478,8.28659775,0.067817,6.658,12.743,0.14229425,1.23875,0.213,0.304959,0.517687,0.50546925,9.47,2.25,51.535,99.186,9.722,9.703,9.5975,9.715,10.5,4.889,13.885,67.35725,154.79675,11.414,70.119,10.124,270.876,360.2795,118.475,-0.3986825,393.890428,0.3947395,5.557075,8.501043,0.108939,-2.94645,13.268,0.1516355,0.497295,0.07224325,0.12711975,0.32161275,0.33904675,9.41,2.3402,50.2625
1,16.25,-0.5625,379.817227,0,-0.0380975,2.43875,8.393603,0.053473,-1.582,12.6985,0.104881,1.2065,0.178,0.2418655,0.438748,0.410487,9.305,2.06,53.5,99.2,9.7175,9.7085,9.635,9.7435,10.5005,1.947,-22.2225,40.50725,94.33175,6.5395,42.27875,5.934,271.0875,354.43875,72.975,-0.085536,393.979697,0.4954395,2.080125,8.503608,0.0816425,-7.2157,13.1685,0.149189,0.40209,0.056979,0.09780075,0.252334,0.25797525,8.91,2.10555,53.02
1,16.75,-0.18575,379.045204,0,0.523479,0.04025,8.5305515,0.040255,-6.816,12.765,0.094868,1.1535,0.114,0.141421,0.3431465,0.304548,9,1.89,55.1785,99.2,9.60475,9.649,9.66675,9.77125,10.506,-2.105,-56.546,11.017,29.026,2.079,12.6018,2.498,270.1585,348.9285,20.56,0.050264,395.317485,1.1121035,0.28292,8.523153,0.070265,-7.3979,12.4695,0.19968825,0.1879375,0.0363425,0.0506835,0.17801875,0.174745,8.404,2.0219,57.25
1,17.25,-0.04,378.52450425,0,1.18979825,-0.734,8.56527,0.032997,-8.295,12.7995,0.104881,1.084,0.067,0.07746,0.272029,0.240832,8.375,1.4,58.435,99.18975,9.51375,9.5685,9.67275,9.7895,10.49725,-5.5695,-66.456,0,0,0,0,0,268.3035,342.7285,0,-0.09087225,394.99888225,2.21650275,-0.36106,8.76519425,0.08055475,-3.3645,11.667,0.242128,0.13284,0.021798,0.025172,0.113137,0.112027,7.315,1.58715,64.07
1,17.75,-0.0475,378.533733,0,0.764431,-0.877,8.605425,0.02890925,-8.88425,12.58875,0.109545,1.0215,0.0625,0.063246,0.243924,0.238747,7.941,1.28,59.985,99.2,9.3735,9.4875,9.66125,9.7995,10.4935,-8.8625,-65.971,0,0,0,0,0,269.167,339.059,0,-0.001262,397.972695,2.79042125,-0.05774775,8.677453,0.070145,-2.2201,10.851,0.21795025,0.14493,0.019458,0.021763,0.10381,0.1011575,6.377,1.13645,70.25
1,18.25,-0.063,381.2392835,0,-0.5805275,-0.39975,8.475328,0.028044,-10.47,12.447,0.122474,1.026,0.06,0.063246,0.256905,0.254951,7.605,1.0275,61.025,99.2,9.2455,9.4285,9.63175,9.807,10.4905,-11.045,-65.269,0,0,0,0,0,267.9535,337.125,0,-0.058193,399.780447,2.970512,-0.12741,8.920819,0.0637235,-1.5919,10.262,0.1908885,0.1548975,0.01866175,0.021351,0.100534,0.102869,5.7075,0.9955325,74.35
1,18.75,-0.09075,381.481994,0,-0.79630575,-0.98025,8.7371525,0.0290445,-13.15225,12.1705,0.13784,1.089,0.064,0.070711,0.286356,0.270185,7.4225,0.93,62.6,99.2,9.16,9.357,9.605,9.813,10.485,-12.7,-63.309,0,0,0,0,0,266.9265,336.595,0,-0.0233965,400.612889,3.21798075,-0.4603375,8.732454,0.05904425,-1.6847,9.913575,0.185677,0.16523,0.0203015,0.0234155,0.110865,0.1087825,5.27975,0.86524,77.675
1,19.25,-0.09375,378.35764875,0,-0.46880525,-0.93725,8.39636125,0.029405,-13.467,11.989,0.154919,1.23925,0.07975,0.089443,0.2962255,0.272029,7.1025,0.84,63.99,99.2,9.088,9.297,9.56,9.825,10.485,-13.9295,-62.086,0,0,0,0,0,265.221,334.837,0,-0.10844,404.9511295,3.0687065,-0.31858,8.456854,0.05862975,-2.0971,9.6282,0.184873,0.168225,0.0229015,0.02586325,0.115352,0.112792,4.9625,0.826355,79.275
1,19.75,-0.0895,380.837729,0.73926025,0.02002075,-1.091,8.604337,0.0298995,-18.2925,11.8845,0.170294,1.4205,0.0855,0.108379,0.32825275,0.281069,6.9765,0.8,66.05,99.2,9.02,9.242,9.512,9.838,10.493,-15.036,-60.287,0,0,0,0,0,265.877,332.397,0,-0.0229105,401.9923825,3.226172,-0.45219,8.63762025,0.061006,-2.292775,9.22615,0.1904835,0.18099,0.024296,0.02801475,0.1174245,0.12035675,4.5845,0.76298,80.45
1,20.25,-0.00125,381.464507,0.74025975,-0.2504445,-1.4805,8.349052,0.0263065,-20.88075,11.696,0.173205,1.521,0.097,0.130384,0.356371,0.295803,6.72825,0.76,67.605,99.2,8.968,9.185,9.475,9.835,10.497,-15.7085,-59.352,0,0,0,0,0,265.3655,331.66625,0,-0.400225,406.840407,3.215343,-0.83339,8.362265,0.0667235,-2.6994,8.814275,0.195748,0.19928,0.025989,0.031067,0.129992,0.124656,4.256,0.695485,81.525
1,20.75,0.056,384.056489,0.742277,-0.778653,-0.929,8.225471,0.02911875,-21.0835,11.5905,0.173205,1.57575,0.105,0.13784,0.356371,0.3004155,6.334,0.6725,69.6745,99.2,8.885,9.115,9.435,9.825,10.508,-16.12,-59.28,0,0,0,0,0,264.15875,330.9965,0,-0.27843,408.3806525,3.2432285,-0.8113175,8.33148825,0.0635405,-2.639325,8.7134,0.19908025,0.1883075,0.02597575,0.0319715,0.130942,0.13072475,3.997,0.63354,82.6
1,21.25,-0.00925,384.893873,0.741019,-0.85082325,-1.4,8.300307,0.0284965,-22.90925,11.2825,0.178885,1.4895,0.10975,0.141421,0.386005,0.32249,6.2225,0.6625,70.8175,99.2,8.823,9.047,9.398,9.818,10.512,-16.53,-59.28,0,0,0,0,0,265.321,329.643,0,-0.25181,408.50758525,3.0151845,-0.821685,8.4336165,0.060596,-2.6413,8.4839,0.1868545,0.19601,0.029011,0.033408,0.138105,0.13856,3.752,0.63389,83.3
1,21.75,0.067,385.594643,0.74340625,-0.55064925,-1.37,8.08964575,0.029703,-23.843,11.3375,0.187083,1.49325,0.106,0.144914,0.376829,0.3057765,6.0585,0.635,71.7,99.20275,8.745,9.01,9.375,9.808,10.523,-16.713,-58.345,0,0,0,0,0,264.768,328.9615,0,-0.177055,407.059224,2.9537695,-0.921205,8.171204,0.06199725,-2.616,8.439325,0.197757,0.209975,0.0266565,0.0333375,0.1327785,0.1336935,3.6655,0.613185,84.125
1,22.25,0.012,384.6677705,0.74458675,-0.71556575,-1.5595,7.91575275,0.031982,-24.127,11.119,0.197484,1.559,0.109,0.148324,0.379473,0.309839,5.905,0.6275,71.7,99.2,8.67,8.96,9.335,9.787,10.525,-16.805,-57.985,0,0,0,0,0,266.11425,328.9525,0,-0.28197,408.05161,3.08709,-0.9981,8.2752735,0.059866,-2.3897,8.217,0.190153,0.20986,0.027577,0.033318,0.136125,0.134041,3.51575,0.57195,84.9
1,22.75,0.13,385.568456,0.742397,-1.163653,-1.35675,7.7995485,0.02954575,-24.987,10.99,0.197484,1.553,0.10825,0.151658,0.3811165,0.31503925,5.676,0.59,71.8,99.21825,8.613,8.912,9.295,9.783,10.525,-16.7765,-58.021,0,0,0,0,0,265.86425,328.25,0,-0.2588325,408.4478035,2.92151875,-0.5197775,8.2906975,0.0587675,-2.142675,8.10635,0.196234,0.20411,0.027209,0.0342815,0.137237,0.1362075,3.34925,0.5653525,85.625
1,23.25,0.04425,384.888825,0.7413935,-1.08981625,-1.20375,7.907178,0.03108475,-25.505,10.93975,0.197484,1.564,0.109,0.148324,0.378153,0.325576,5.563,0.61,71.625,99.2,8.55075,8.83475,9.252,9.77475,10.5435,-17.109,-56.80875,0,0,0,0,0,266.327,327.4505,0,-0.3174,407.951183,2.880113,-0.8313775,8.31035225,0.05635875,-2.39675,7.9505,0.187798,0.21913,0.029059,0.036562,0.142951,0.138452,3.144,0.5522825,85.55
1,23.75,0.06525,386.25820175,0.7402855,-1.692514,-1.24275,7.80631325,0.03116975,-26.89625,10.826,0.197484,1.71175,0.115,0.16046225,0.402492,0.33428975,5.41625,0.58,71.4465,99.2245,8.49125,8.773,9.248,9.764,10.54725,-17.231,-56.618,0,0,0,0,0,264.50125,326.726,0,-0.353015,409.0223355,2.89886125,-0.72748,8.226085,0.062811,-2.34085,7.7815,0.17133,0.240715,0.028741,0.0368275,0.14389825,0.143686,3.03375,0.52807,85.6
2,0.25,0.63625,385.87867,0.74604,-1.464931,-1.056,7.100222,0.0309395,-32.75475,12.0295,0.209762,1.9715,0.14,0.183708,0.428952,0.359166,6.48,1.55,63,98.9,9.363,9.68225,10.0975,10.53125,10.9855,-19.209,-61.169,0,0,0,0,0,258.085,327.5215,0,-0.1830225,406.230164,3.8600765,-0.45632,7.77716875,0.06444325,-4.40705,8.664225,0.198605,0.23958,0.0298835,0.037701,0.150819,0.1394025,4.10625,0.77305,78.4
2,0.75,0.512,386.321481,0.74599025,-0.9918475,-1.1485,7.165765,0.0306975,-33.754,12.03,0.207364,2.00675,0.14475,0.184391,0.430404,0.356371,6.382,1.51,63.26,98.9,9.3185,9.634,10.0535,10.503,10.98725,-19.128,-61.277,0,0,0,0,0,257.424,327.57,0,-0.35397,405.88926425,3.641084,-0.61729,7.835666,0.064283,-3.849825,8.65855,0.19448725,0.247615,0.0321155,0.039752,0.157937,0.134589,3.962,0.7561225,79.1
2,1.25,0.5525,386.21114275,0.742873,-1.21725325,-0.5995,7.02662325,0.03198525,-34.3605,11.8395,0.207364,2.0185,0.145,0.192354,0.430116,0.359166,6.2115,1.5825,63.695,98.9,9.26,9.56475,10.02125,10.49425,10.98275,-19.353,-60.827,0,0,0,0,0,257.181,327.465,0,-0.383655,404.97306275,3.49220325,-0.49902,8.08900475,0.061777,-4.4568,8.528625,0.20089,0.248885,0.029635,0.0400535,0.1597635,0.1423535,3.92075,0.72292,79.2
