DOY2,HR2,CO2_1_1_1,CO2_2_1_1,H2O_1_1_1,FC_1_1_1,SC_1,SC_2,G_1_1_1,G_1_1_2,H_1_1_1,LE_1_1_1,SH_1_1_1,WS_1_1_1,USTAR_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,NEE_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TAU_1_1_2,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1
1,14.75,367.848533,376.984583,0.24837165,-7.8363331,-2.739964625,-2.898737025,-13.21,-13.686,-65.8728743,-2.4024225,-17.3132278,1.13238555,0.269507725,-2.023303175,0.554945675,0.516199,0.36841745,99.37116375,3.027,-4.271,0.408700434775,-0.992158,4.21885,3.518,5.91982,86.83,-9.53326835,36.64675,2.81375,201.58,302.9125,-1.4335705,375.035,375.376667,375.14,375.0766667
1,15.25,368.885052,376.762499875,0.20626635,-5.31154955,-1.354094425,-3.246347075,-13.0785,-13.259,-39.728655225,-12.96178825,-29.48354585,1.0859134,0.2338265,-1.872876675,0.5609941,0.49359505,0.35841665,99.397420125,2.411,-4.098525,0.4107457178,-0.9696434,4.221225,3.533225,-1.490036,62.678,-5.6952748,31.3655,2.683125,200.5725,301.88,-1.8002345,375.1516667,375.3216667,375.3000003,375.27
1,15.75,369.579180575,377.116667,0.17140045,-4.7739454,-0.83438625,-3.0451075,-12.94025,-13.4945,-123.779105,0.8284056,-27.7596053,1.0756865,0.1955525,-2.092531,0.405033625,0.43175095,0.267037825,99.44914116225,2.52375,-4.0006,0.445394591,-0.94174735,4.237275,3.530575,-22.871705,42.688,-5.1669455,21.8125,2.14695,200.155,300.18,-1.49436575,375.3700003,375.3349997,375.603333,375.3416667
1,16.25,369.354041075,377.6099999,0.26958605,-3.9654952,-1.2166326,-2.258344,-12.8475,-14.325,-85.66729375,-11.3471907,-27.7254395,1.076342325,0.1431138,-1.6784628,0.3335187,0.310453925,0.2204446,99.472398,3.241,-4.014875,0.428641375,-0.9058934,4.258,3.535,-46.5446325,23.178,-4.22209425,12.4145,1.14205,199.495,298.48,-1.42877455,375.6783336,375.775,375.9100003,375.7666667
1,16.75,367.096739,378.27833355,0.248895,-4.156208375,-1.20832885,-0.500628125,-12.57,-14.6275,-139.06626575,-10.419369175,-36.67528895,0.86625055,0.104585825,-1.546207575,0.34188815,0.2944652,0.18583155,99.533829575,3.18325,-3.954375,0.4442625577,-1.150545,4.2735,3.54325,-81.4917175,8.476,-4.3157498,3.2452,0.49255,199.0825,296.7475,-1.3211401,375.7350003,376.0183336,375.973333,375.8850003
1,17.25,367.4125,379.074999875,0.2916165,-2.5208012,-1.5441929,-1.3849325,-12.295,-15.0425,-114.37139455,-16.1401553,-39.47399145,0.6280085,0.0737222,-1.5726012,0.2464808,0.23123665,0.09537505,99.569875375,3.72875,-4.554125,0.4383969,-0.72388775,4.296,3.5765,-102.553375,0.4065,-2.37527075,-1.3599,0.107525,198.3525,295.58,-1.528982075,377.8116664,378.1016667,377.5083333,377.7900003
1,17.75,368.3212945,380.146667,0.36422195,-2.086574925,-2.27587335,-0.33597885,-12.1675,-15.25,-112.1531344,-21.419901,-29.71074065,0.5776552,0.04452675,-1.361432275,0.207138375,0.18675965,0.049231875,99.6042858,5.14675,-4.87715,0.393686825,-1.4509388,4.32,3.61125,-105.8419,0,-2.304682425,-4.7838,0,196.0675,294.4675,-1.174487025,379.4283333,378.9333336,378.8533333,379.041667
1,18.25,367.4282763,379.9,0.413915475,-0.962098625,-1.42499725,-1.5126262,-12.50575,-15.3915,-103.473476,-23.00983135,-22.308394575,0.7574336,0.039757625,-1.501490475,0.2053545,0.15699345,0.041255,99.625608,5.6005,-5.00985,0.372453238,-1.636539125,4.347325,3.64225,-105.5859,-0.6327,-2.60207075,-4.57755,0,196.18,293.1775,-1.3579459,379.0216667,379.0799997,379.191667,379.1383333
1,18.75,368.90935175,380.0633334,0.433534175,-1.632278,-1.301442175,-1.635657275,-12.548,-15.56354125,-105.5851975,-21.68116345,-19.931175175,0.799256375,0.04640275,-1.5804342,0.172114125,0.161398475,0.055686125,99.6645085,6.2616,-5.1131,0.368355,-1.7356546,4.371225,3.66375,-104.872235,-0.598425,-1.9399094,-4.508275,0,195.775,292.115,-1.7345887,379.9766664,380.0249997,379.8133336,379.9099997
1,19.25,369.2813289,380.26,0.479602,-1.74533735,-1.148281075,-0.896229275,-12.60125,-16.34325,-124.441999825,-17.081637125,-18.4467992,0.85221,0.048187075,-1.54758155,0.222093725,0.1917882,0.045220725,99.6925521,6.738625,-5.1939,0.34535158,-1.671554975,4.39785,3.68125,-104.4868025,-0.7279,-1.7768666,-4.43385,0,195.195,291.34,-1.2652102,379.7400003,379.805,380.045,379.573333
1,19.75,369.06700785,380.390833525,0.4583761,-0.849464,-1.0112708,-2.853649,-12.849732,-17.34075,-114.82863375,-14.938810025,-17.64458085,0.749404975,0.04246025,-1.7107818,0.1969905,0.1507782,0.04084025,99.72757485,6.878625,-5.192025,0.300092625,-1.88653785,4.423275,3.6965,-104.2545175,-1.01295,-4.0882755,-4.48,0.00825000000000001,194.89,290.76,-1.268425775,380.1700003,380.1016664,379.9883336,380.066667
1,20.25,368.39750335,380.41249995,0.465860875,-1.4669704,-4.957170625,-1.5110795,-13.16175,-17.94675,-119.2926287,-18.2824045,-16.221873,0.83916075,0.035084825,-1.64524545,0.174307375,0.152445,0.0409398,99.679001,7.812725,-5.198275,0.2707224,-2.1610396,4.447225,3.7265,-103.6121375,-0.9451,-2.03256375,-4.4876,0,194.6,290.275,-1.4085332,379.975,379.5566667,379.7716664,379.86
1,20.75,368.75133275,380.588333,0.485500625,-2.2376861,-1.7332526,-1.0165532,-13.57525,-18.01975,-128.8644143,-35.4873744,-17.97696875,0.9002467,0.0348242,-1.750751,0.1757886,0.14315375,0.0368594,99.581374,8.55465,-5.22095,0.2478701,-2.3555498,4.467075,3.754,-103.9947675,-0.8707,-3.072644,-4.5034,0.0146,194.35,289.665,-1.577961125,380.321667,380.5000003,380.0999997,380.6449997
1,21.25,369.93548585,381.1341667,0.4399587,-2.578698525,-2.6764702,-2.15346695,-13.68175,-17.97025,-118.811846025,-31.02485685,-14.600462875,0.98427515,0.046043875,-1.6967237,0.2272885,0.154488,0.046781875,99.597734375,9.070425,-5.4288,0.238922025,-2.494687,4.486975,3.7785,-104.5309,-0.8988,-5.740984,-4.5209,0,194.455,289.46,-1.72237915,380.843333,380.661667,380.3233336,380.7199997
1,21.75,369.5037907,381.230833,0.4412262,-1.216830625,-3.0149815,-1.08138725,-13.85425,-17.93875,-112.48397115,-39.9097021,-16.8185794,0.8718759,0.0401174,-1.62961725,0.15480355,0.1786227,0.0519084,99.643824,9.17135,-5.338975,0.24107605,-2.58560225,4.4918,3.79625,-104.6654425,-0.8117,-2.0530756,-4.5365,0,194.965,288.7,-1.6953243,380.5316664,380.6449997,380.8466664,381.2366664
1,22.25,368.587918025,381.765833,0.443081625,-1.804366,-1.48883425,-2.3027449,-14.037,-17.901,-117.04050105,-36.0545678,-16.75555775,0.933281125,0.03876605,-1.6817453,0.171510275,0.143462375,0.049352125,99.69314105,10.159,-5.33275,0.248111037425,-2.7430096,4.49465,3.807925,-103.94506,-0.7544,-3.980012125,-4.4318,0,194.55,287.225,-1.797944725,381.7366664,381.8333333,381.731667,381.6050003
1,22.75,369.454275,382.89250015,0.45196725,-1.28728535,-6.130470875,-1.1683704,-14.3005,-17.9395,-131.6788072,-40.1106233,-18.25489235,1.028477,0.041441525,-1.768723,0.190896025,0.17913,0.042994475,99.7867485,10.48375,-5.5218,0.239865187,-2.599982175,4.49965,3.79675,-103.1932125,-0.8417,-2.50906025,-4.504,0,194.25,286.265,-1.771064275,381.9699997,382.215,381.996667,381.8050003
1,23.25,369.911105,383.0666665,0.45166605,-2.273376025,-2.44841125,-0.9767267,-14.704,-18.46325,-136.722933,-24.839789,-17.922653975,0.8512416,0.0393027,-2.027074425,0.157749375,0.17773115,0.046742775,99.826288125,9.45,-5.3961,0.229921842,-2.8218507,4.503825,3.76475,-102.92812,-0.949375,-1.80843465,-4.577375,0,192.9,285.8,-1.642566125,382.6949997,382.3999997,382.405,382.481667
1,23.75,369.93424475,383.449583,0.422671,-0.8897725,-7.3519012,-1.672357025,-14.91575,-19.0125,-130.871739,-29.163139,-19.8950262,1.223696,0.0416959,-1.623957425,0.1856488,0.1682608,0.047109125,99.7970491,9.29925,-5.6561,0.225734897,-2.89178545,4.50605,3.7305,-103.1794375,-0.9491,-3.0052719,-4.401075,0.002,192.94,285.06,-1.474768475,382.139583,382.652083,382.922916375,383.08749975
2,0.25,369.921403,377.41416665,0.665397525,-1.48064715,-7.542437625,-1.3127644,-19.18,-23.105,-110.06946615,-30.9501382,-19.248838425,0.94862985,0.030671675,-1.55877,0.16960935,0.154977475,0.038515,99.77004575,10.99,-1.43425,0.0160095765,-0.256610375,4.382975,4.212625,-103.0067,-0.4706,-2.64170195,-4.250825,0,216.6375,307.3625,-1.75106405,375.59,375.286667,375.36,375.5133334
2,0.75,368.04448925,376.9824997,0.60985415,-0.8710332,-10.800565225,-1.1010852,-18.93375,-23.045,-119.222050675,-19.38284385,-19.7869515,0.85128025,0.037279475,-1.83255625,0.1776134,0.15140125,0.043142,99.77116925,10.4215,-1.31835,0.012577740875,-0.187604875,4.371275,4.199,-102.60827,-0.64805,-0.965287325,-4.324125,0.035675,213.715,306.2175,-1.47178785,375.3966666,375.6500002,375.5133332,375.4666668
2,1.25,361.34736175,377.475000025,0.888957225,-1.778650525,-1.535086,-1.61225765,-18.8325,-22.81125,-114.828449625,-30.3584163,-13.675198775,0.966923475,0.0446,-1.5453185,0.188714,0.1683715,0.034803275,99.772809,10.062,-1.632,0.11073974375,-0.112627,4.363,4.18125,-101.7598065,-0.5794,-8.665202,-4.276025,0.002,212.3325,306.145,-1.680297375,376.706250125,376.825000125,376.616666875,376.983333
2,1.75,357.458327,378.658333,0.98594645,-1.06703285,-17.35093825,-1.55956355,-18.80875,-22.35375,-108.4988701,-42.1751534,-17.1847131,1.12399025,0.040687,-1.385465,0.151428325,0.11982395,0.0396114,99.694159525,11.13355585,-1.94275,0.005392141625,-0.267084,4.356075,4.15925,-101.204961,-0.6826,-1.83320185,-4.24485,0,212.11,306.2925,-1.575515375,376.64166675,376.739583125,376.893749875,377.07083325
2,2.25,369.8776465,379.412499975,0.925355,-1.4316562,-9.878823,-1.4072494,-18.885,-22.69125,-138.19400695,-19.4653632,-19.76512665,1.076794,0.0556585,-1.64142635,0.198411925,0.147464,0.0375653,99.636862425,11.579,-2.183815375,0,-0.69161545,4.34385,4.146625,-99.6003825,-0.921075,-2.53623335,-4.1424,0,212.66,305.2025,-1.283990825,376.197916875,376.50625,377.15625,377.22916675
2,2.75,370.61066775,378.733749975,0.871861325,-2.510787,-4.222586,-1.867624,-19.18875,-23.11875,-117.2736005,-24.109299775,-18.5893089,0.923693,0.038943175,-1.656909625,0.204975025,0.1781733,0.0342655,99.6097353,11.8695,-2.1682,0.0025190545,-0.8731249,4.334275,4.130375,-100.612381,-0.747875,-1.3858376,-4.197575,0,212.16,304.9575,-1.482028075,376.224999875,375.877083125,377.302083,377.564583
2,3.25,371.0979193,379.3925,0.867345325,-5.188082,-10.54800925,-2.3100581,-19.48915625,-23.26375,-121.074056975,-24.96150455,-18.359652,0.968332175,0.047035625,-1.4726637,0.185203775,0.1613988,0.0279182,99.6485397,12.3385,-2.21764515,0.026268307,-0.68885335,4.322875,4.11925,-99.986997,-0.65655,-6.051972725,-4.227375,0,211.91,304.3575,-1.43327875,375.774999875,375.864583,377.05833325,377.520833125
2,3.75,371.2720757,378.771250025,0.8386,-1.3234428,-6.38568655,-1.6274628,-19.9147875,-23.395,-116.93560725,-25.692833825,-20.217422,1.170811,0.02528775,-1.75944535,0.202093,0.119705,0.0419728,99.46944375,12.4905,-2.21735,0.10678871975,-1.134095,4.30835,4.106375,-99.370635,-0.565775,-1.86332515,-4.2237,0.009225,211.4325,303.7875,-1.42486645,375.78125,375.783333,376.643750125,377.55208325
2,4.25,371.828276375,378.705416975,0.920008,-4.201581625,-7.8235272,-2.345866575,-20.38375,-23.59375,-129.30965835,-16.4758897,-24.30965205,1.3872788,0.033104125,-1.43650275,0.149966425,0.155306,0.0413337,99.6442897,12.4715,-2.4175,0.091047225375,-0.955237025,4.29435,4.079125,-100.217254,-1.053825,-5.2628955,-4.095,0,212.105,303.73,-1.837937925,375.897916875,375.65,376.481250125,377.535416875
2,4.75,371.57541825,378.787083025,1.18117625,-4.84945125,-7.49645125,-1.54571515,-20.7825,-23.76625,-98.29475545,-39.206750125,-18.95415365,1.2314998,0.0441251,-1.4243695,0.1757821,0.15480335,0.0393505,99.4813634,12.9545,-2.50175,0.11175637225,-0.95028145,4.2813,4.050375,-101.7587175,-0.85295,-5.92182305,-4.1011,0,213.98,303.7025,-1.827000325,375.783333,375.677083,376.445833125,377.362499875
2,5.25,372.378540775,379.027499975,1.16225625,-3.10331815,-10.2614406,-2.0852188,-21.3054375,-23.8625,-112.7045605,-37.3851625,-13.2973269,1.4258715,0.039606025,-1.495007225,0.1737319,0.17316075,0.044480575,99.449735075,13.218,-2.4778979,0.1214656038,-1.414298,4.266775,4.00725,-101.7896065,-0.71015,-3.292313625,-4.054,0,212.265,303.9875,-2.179522575,376.018749875,375.997917,376.61458325,377.497917
2,5.75,372.455391375,378.52333305,1.1385994,-4.269923,-17.543632025,-2.1212326,-21.7503025,-24.09375,-118.2502248,-18.512781625,-17.366094775,1.1131331,0.043205825,-1.715887375,0.1860304,0.172004975,0.048572075,99.501929675,13.334,-2.6042,0.1466499435,-1.228206625,4.249425,3.935,-99.7947465,-0.93995,-4.39557195,-4.07055,0,211.07,303.645,-2.010901125,376.01041675,375.77083325,375.88541675,377.42291675
2,6.25,371.369186875,378.196667,1.0357487,-5.4970962,-17.2060719,-1.29767525,-22.12805,-24.09625,-138.0132445,-25.9314715,-14.1496323,0.9438851,0.025497575,-1.7337546,0.161598375,0.14437555,0.0403902,99.5096129,14.3175,-2.71977425,0.15694849,-1.3368832,4.2316,3.8685,-101.270035,-0.58875,-5.1839599,-3.9168,0,211.605,303.03,-2.441744325,375.947916875,376.12916675,376.527083125,377.425000125
