DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,PPFD_IN
12,4.25,-0.0548,4.73724,1.940465,1.49226,1.86079,0.328226,2.19622,410.044,3.1778,0.741614,0.612809,0.452169,0.11895,-0.056
12,4.75,-0.0571,4.19599,2.15155,1.31806,1.80555,0.307399,2.108475,410.2105,3.17184,0.770445,0.607538,0.433138,0.1238,-0.056
12,5.25,-0.0835,3.630345,2.39207,1.6301,1.81689,0.31956,2.07326,410.907,3.17818,0.788286,0.645889,0.465257,0.1168,-0.056
12,5.75,-0.0887,3.53633,2.650865,1.70505,1.84504,0.309558,2.10054,411.462,3.10096,0.824796,0.694238,0.485353,0.111823,-0.06
12,6.25,-0.119695,4.203105,2.67987,1.052695,1.93383,0.3757,1.94458,410.715,3.12193,0.863568,0.693259,0.493796,0.1265,-0.042
12,6.75,-0.113586,3.29814,3.0485,1.358735,1.84328,0.355315,2.0877,412.1715,3.001665,0.823715,0.653188,0.482995,0.1103,-0.034
12,7.25,-0.106857,3.95204,2.72029,1.84964,1.80803,0.364143,2.09517,410.873,3.110385,0.823479,0.643259,0.497388,0.11355,-0.032
12,7.75,-0.123404,3.708585,1.852355,1.41625,1.7883,0.370445,2.05901,411.79,3.058525,0.856048,0.690287,0.460884,0.1146,1.157
12,8.25,-0.11214,3.36713,3.86523,1.81273,1.74695,0.362976,2.21574,411.755,3.09449,0.828321,0.695012,0.511091,0.1261,11.42
12,8.75,-0.137569,10.5085,4.3487,1.99119,1.96165,0.389011,2.28658,410.8,3.134915,0.882478,0.721893,0.512647,0.1481,45.59
12,9.25,-0.165931,12.3751,4.847215,1.70288,2.025905,0.391345,2.41397,410.3985,3.09736,0.969083,0.762327,0.515647,0.147911,83.8
12,9.75,-0.1315805,17.27445,5.921305,1.901865,2.12382,0.4121775,2.53249,410.275,3.1706,0.973858,0.7542185,0.560918,0.166647,119
12,10.25,-0.194944,19.45145,6.766805,1.812215,2.07984,0.4368,2.81178,410.6335,3.301265,1.00047,0.805428,0.573904,0.1930765,160
12,10.75,-0.198327,20.8688,5.08146,1.48542,2.28578,0.475447,2.89101,409.897,3.36256,1.08006,0.880163,0.589141,0.1892405,208.5
12,11.25,-0.21738,23.4127,9.15477,1.50243,2.35385,0.45776,3.05141,409.684,3.31936,1.05969,0.914323,0.595872,0.1949135,234.3
12,11.75,-0.232137,21.5733,7.8785,1.82759,2.26497,0.498675,3.15896,409.287,3.368465,1.0935,0.884731,0.620394,0.1926045,262.7
12,12.25,-0.233411,22.0491,6.7714,1.89494,2.338305,0.498718,3.032405,408.419,3.34184,1.166885,0.9543015,0.62595,0.2051,254.9
12,12.75,-0.239768,24.7893,8.58251,1.45825,2.35567,0.487765,3.27572,409.012,3.3194,1.21412,0.926418,0.598801,0.204487,269.2
12,13.25,-0.229583,22.2563,7.68349,2.47569,2.400895,0.500364,3.25888,408.939,3.30606,1.16806,0.973179,0.621049,0.2038,243
12,13.75,-0.241659,21.8395,6.641545,2.39544,2.37694,0.518524,3.23485,409.208,3.34289,1.16259,0.970591,0.603802,0.187224,219.2
12,14.25,-0.22737,17.40805,7.17783,2.0396,2.3433,0.460389,3.22371,409.398,3.31531,1.1183,0.942322,0.598068,0.177255,217.3
12,14.75,-0.232841,17.0854,6.32495,2.46175,2.388805,0.48808,3.42204,408.9115,3.300055,1.13874,0.934762,0.601538,0.1542,163.9
12,15.25,-0.193165,9.99268,4.94512,2.04649,2.362985,0.460638,3.2222,408.785,3.21936,1.07524,0.835015,0.584218,0.141685,150.8
12,15.75,-0.1723885,9.87197,4.6382,2.51028,2.307685,0.448065,3.103635,406.831,3.2229,1.06559,0.8418035,0.5523145,0.1236455,105
12,16.25,-0.146583,4.95607,4.32704,1.47042,2.16029,0.425655,3.09786,408.223,3.21843,0.993813,0.78867,0.526081,0.128962,55.5
12,16.75,-0.1686105,6.89295,2.96043,1.3738,1.97586,0.387928,3.05191,408.289,3.36089,0.884623,0.743683,0.497652,0.1364,20.89
12,17.25,-0.155582,6.023445,2.827465,1.70685,1.86393,0.380988,3.08698,407.518,3.395475,0.850917,0.705201,0.466298,0.1435175,3.521
12,17.75,-0.118543,6.78638,3.065185,1.631785,1.98286,0.3696695,3.22803,408.8055,3.426005,0.8469775,0.718018,0.490087,0.1643,-0.02
12,18.25,-0.126067,7.87373,3.27463,1.53064,1.98728,0.369141,3.05693,409.738,3.370345,0.857433,0.74334,0.5,0.1454515,-0.114
12,18.75,-0.164912,5.640025,3.27607,1.34165,1.93198,0.394701,2.93714,408.4325,3.373155,0.915323,0.760402,0.506729,0.157881,-0.096
12,19.25,-0.137191,7.13239,3.39422,1.156845,1.981855,0.372394,2.70611,409.881,3.38214,0.852447,0.754788,0.488323,0.151973,-0.101
12,19.75,-0.158659,8.72629,5.240705,1.23592,2.09327,0.402006,2.87313,410.872,3.38627,0.949937,0.7412095,0.5410635,0.1475,-0.093
12,20.25,-0.1937445,9.0553,3.97948,1.104335,2.071395,0.426367,3.103935,410.288,3.32139,0.9306955,0.7315585,0.5068245,0.147602,-0.085
12,20.75,-0.08545,6.29217,4.04434,0.885679,2.14486,0.392218,3.10604,410.315,3.33516,0.9623925,0.7328905,0.5348135,0.15485,-0.085
12,21.25,-0.1264205,8.51518,4.22364,1.80916,2.12799,0.381793,3.085295,408.508,3.32181,1.000033,0.746444,0.545525,0.1467915,-0.077
12,21.75,-0.1250245,10.6181,4.07524,2.16485,2.25994,0.4134665,3.06332,408.875,3.286715,0.993589,0.8276185,0.5549435,0.144232,-0.062
12,22.25,-0.1411495,8.914145,3.42261,1.61806,2.216955,0.395247,2.894115,408.402,3.30778,0.976073,0.7797935,0.555588,0.14065,-0.064
12,22.75,-0.146525,9.32122,3.01427,1.57271,2.08026,0.3970875,2.606795,407.3575,3.23218,0.951348,0.7616135,0.5461895,0.1394,-0.069
12,23.25,-0.1346495,6.5295,3.17992,1.84471,2.109285,0.3702345,2.71466,405.837,3.23903,0.980064,0.7703885,0.5187665,0.131559,-0.069
12,23.75,-0.140911,5.366285,2.55588,1.378685,2.00537,0.364539,2.553005,407.104,3.25957,0.872553,0.729443,0.514984,0.123,-0.07
