DOY2,HR2,USTAR_1_2_1,WS_1_2_1,FC_1_2_1,H_1_2_1,LE_1_2_1
1,19.25,0.2105,1.172,0.2745,-23.6325,4.9725
1,19.75,0.229,1.2445,0.4295,-20.621,3.624
1,20.25,0.2415,1.282,0.379,-21.5845,2.907
1,20.75,0.2375,1.3045,0.381,-20.207,1.5975
1,21.25,0.2535,1.334,0.5855,-23.357,1.505
1,21.75,0.257,1.209,0.639,-20.693,2.109
1,22.25,0.245,1.16,0.69,-17.692,1.584
1,22.75,0.302,1.326,0.723,-17.923,1.488
1,23.25,0.3255,1.356,0.9815,-18.77,1.277
1,23.75,0.277,1.387,0.912,-23.649,1.602
2,0.25,0.2805,1.2725,0.7055,-23.753,0.916
2,0.75,0.2815,1.314,1.1265,-23.3615,0.874
2,1.25,0.299,1.285,0.695,-25.229,1.37
2,1.75,0.29,1.282,0.87,-24.484,0.207
2,2.25,0.305,1.302,0.604,-21.045,-0.116
2,2.75,0.308,1.266,0.571,-23.226,0.935
2,3.25,0.281,1.254,0.768,-21.673,0.1045
2,3.75,0.2945,1.3365,0.8265,-18.6155,0.166
2,4.25,0.255,1.258,0.6585,-18.219,0.7775
2,4.75,0.2405,1.2095,1.019,-16.8435,0.142
2,5.25,0.2815,1.246,0.947,-18.477,-0.0625
2,5.75,0.273,1.2335,0.7255,-16.108,0.6715
2,6.25,0.279,1.223,0.709,-22.308,1.93
2,6.75,0.315,1.304,0.4615,-23.585,0.652
2,7.25,0.309,1.3075,0.622,-21.278,2.248
2,7.75,0.367,1.566,0.106,-12.469,4.672
2,8.25,0.3905,1.5835,-1.666,7.4935,12.941
2,8.75,0.479,1.736,-3.185,33.474,22.594
2,9.25,0.4985,1.7395,-4.082,67.9705,39.2405
2,9.75,0.567,1.9,-6.446,112.829,53.889
2,10.25,0.615,2.056,-8.9655,119.164,67.7445
2,10.75,0.574,1.981,-10.0215,162.662,85.991
2,11.25,0.641,2.183,-10.034,192.5365,100.415
2,11.75,0.67,2.093,-10.851,198.475,105.89
2,12.25,0.5925,2.145,-10.5275,202.1985,129.0405
2,12.75,0.6165,2.042,-10.199,208.586,135.9305
2,13.25,0.676,2.224,-9.783,197.266,139.513
2,13.75,0.637,2.2265,-9.0695,180.3785,137.689
2,14.25,0.7255,2.145,-9.45,167.6405,149.752
2,14.75,0.647,2.221,-8.644,154.758,138.749
2,15.25,0.6865,2.276,-7.529,141.2895,125.2015
2,15.75,0.643,2.2,-6.471,89.569,110.282
2,16.25,0.585,1.9765,-5.2495,56.7255,90.4525
2,16.75,0.604,2.052,-4.0515,15.325,81.8235
2,17.25,0.484,1.833,-2.571,-13.293,53.235
2,17.75,0.3495,1.4885,-0.6445,-29.883,34.3185
2,18.25,0.265,1.308,0.111,-23.975,14.229
2,18.75,0.201,1.1765,0.3015,-25.367,7.776
2,19.25,0.196,1.198,0.331,-22.426,4.467
2,19.75,0.199,1.216,0.456,-21.9805,3.3485
2,20.25,0.235,1.3485,0.4535,-22.516,2.5635
2,20.75,0.2475,1.3485,0.569,-22.9665,2.248
2,21.25,0.2485,1.37,0.518,-20.4835,0.8735
2,21.75,0.268,1.375,0.621,-25.1,1.713
2,22.25,0.291,1.3555,0.433,-23.1785,0.832
2,22.75,0.298,1.313,0.529,-21.126,0.512
2,23.25,0.2615,1.375,0.6695,-21.497,1.0625
2,23.75,0.2395,1.2495,0.631,-19.4535,0.583
3,0.25,0.309,1.311,1.01,-24.779,1.275
3,0.75,0.282,1.314,0.886,-27.441,1.757
3,1.25,0.288,1.281,0.7545,-21.999,1.706
3,1.75,0.263,1.2975,0.774,-21.8645,1.554
3,2.25,0.299,1.302,0.9525,-19.692,1.7365
3,2.75,0.276,1.228,0.917,-21.209,2.255
3,3.25,0.275,1.2575,0.919,-22.117,1.23
3,3.75,0.325,1.32,1.063,-20.486,1.197
3,4.25,0.2965,1.287,1.126,-19.425,1.5575
3,4.75,0.274,1.208,0.953,-20.842,1.2055
3,5.25,0.27,1.328,0.816,-21.174,1.0895
3,5.75,0.268,1.3145,0.804,-23.1565,1.345
3,6.25,0.281,1.352,0.839,-19.089,0.8555
3,6.75,0.2795,1.338,0.4665,-16.2475,2.642
3,7.25,0.323,1.2865,-0.4495,-5.6235,7.317
3,7.75,0.4055,1.359,-2.13,12.124,18.197
3,8.25,0.458,1.617,-4.143,45.632,35.319
3,8.75,0.51,1.6625,-6.1575,85.419,60.6605
3,9.25,0.596,1.926,-8.679,120.173,81.371
3,9.75,0.6005,2.0345,-10.17,163.6015,106.449
3,10.25,0.6545,2.0235,-11.277,175.796,122.352
3,10.75,0.694,2.216,-11.733,184.447,145.061
3,11.25,0.681,2.255,-11.636,210.067,157.6385
3,11.75,0.661,2.201,-11.4625,227.048,160.603
3,12.25,0.64,2.1,-10.714,242.579,169.267
3,12.75,0.7,2.17,-10.407,244.65,169.362
3,13.25,0.682,2.27,-9.641,220.887,156.08
3,13.75,0.705,2.255,-9.582,215.676,162.01
3,14.25,0.6935,2.2425,-9.051,195.1305,150.46
3,14.75,0.713,2.382,-8.565,179.012,137.034
3,15.25,0.684,2.1885,-7.9055,140.281,138.882
3,15.75,0.704,2.34,-6.521,104.315,124.223
3,16.25,0.652,2.122,-5.5175,66.413,108.4405
3,16.75,0.605,2.027,-4.615,34.768,97.2855
3,17.25,0.522,1.893,-3.414,0.414,78.437
3,17.75,0.448,1.572,-1.515,-17.419,51.921
3,18.25,0.33,1.344,0.037,-25.6995,27.065
3,18.75,0.2825,1.322,0.634,-27.0495,11.502
3,19.25,0.273,1.322,0.862,-29.512,7.708
3,19.75,0.262,1.329,0.966,-27.401,5.9555
3,20.25,0.29,1.345,0.868,-27.463,4.196
3,20.75,0.293,1.3815,0.891,-27.1915,4.533
3,21.25,0.323,1.449,0.9875,-28.597,3.4305
3,21.75,0.3405,1.4115,1.319,-29.919,2.609
3,22.25,0.3395,1.4715,0.984,-27.211,2.0785
3,22.75,0.309,1.397,0.834,-26.0475,2.347
3,23.25,0.31,1.365,0.992,-25.139,2.1555
3,23.75,0.305,1.285,0.887,-25.6415,1.7335
4,0.25,0.2685,1.274,1.5635,-23.238,0.819
4,0.75,0.234,1.228,1.335,-21.43,-0.343
4,1.25,0.263,1.221,1.745,-22.018,-0.392
4,1.75,0.248,1.2035,1.701,-17.948,-0.7885
4,2.25,0.2275,1.145,1.652,-14.8335,-0.7815
4,2.75,0.227,1.16,1.179,-12.374,-0.747
4,3.25,0.221,1.1505,1.321,-12.9865,-0.5355
4,3.75,0.21,1.135,1.006,-12.941,-0.167
4,4.25,0.208,1.066,1.28,-7.6,-0.214
4,4.75,0.181,1.09,1.665,-11.793,0.622
4,5.25,0.206,1.097,1.38,-11.437,0.118
4,5.75,0.228,1.079,1.757,-12.765,0.167
4,6.25,0.215,1.129,1.0275,-13.0995,1.4315
4,6.75,0.276,1.1905,0.1135,-5.586,6.594
4,7.25,0.3085,1.2535,-0.8685,6.9365,18.3345
4,7.75,0.3985,1.3925,-2.004,32.0705,38.7445
4,8.25,0.491,1.594,-5.737,61.3,62.912
4,8.75,0.529,1.655,-7.717,92.599,92.837
4,9.25,0.584,1.882,-10.735,125.195,127.691
4,9.75,0.603,1.976,-12.5715,154.126,159.7365
4,10.25,0.621,2.0215,-12.506,176.973,166.1145
4,10.75,0.6145,1.9825,-12.9685,208.9445,194.173
4,11.25,0.64,1.969,-13.3945,224.1405,207.233
4,11.75,0.615,2.158,-13.14,245.938,202.743
4,12.25,0.632,2.121,-12.1,241.172,213.745
4,12.75,0.662,2.286,-11.085,239.924,205.834
4,13.25,0.692,2.239,-10.518,246.7635,195.57
4,13.75,0.653,2.247,-9.968,229.549,189.407
4,14.25,0.647,2.109,-9.5605,215.8025,184.6695
4,14.75,0.67,2.183,-9.0215,214.4855,176.4055
4,15.25,0.652,2.241,-8.15,183.745,165.572
4,15.75,0.6595,2.1755,-7.7815,146.673,148.5145
4,16.25,0.6555,2.218,-6.6795,116.4795,145.18
4,16.75,0.609,2.033,-5.832,61.014,127.152
4,17.25,0.6015,1.9945,-4.1415,30.46,103.712
4,17.75,0.566,1.851,-2.464,-2.898,79.795
4,18.25,0.416,1.485,-0.735,-19.938,45.735
4,18.75,0.301,1.31,0.099,-26.672,20.909
4,19.25,0.222,1.2035,0.7565,-23.7105,6.807
4,19.75,0.261,1.314,1.035,-24.371,2.876
4,20.25,0.268,1.362,1.685,-25.691,2.959
4,20.75,0.293,1.327,1.662,-26.39,2.291
4,21.25,0.364,1.4275,1.7385,-30.756,2.0975
4,21.75,0.318,1.433,1.7545,-27.773,1.239
4,22.25,0.323,1.42,1.789,-26.261,1.098
4,22.75,0.328,1.4115,1.5695,-25.8865,1.7635
4,23.25,0.3245,1.412,1.6575,-24.1375,0.929
4,23.75,0.284,1.323,1.8,-22.401,0.212
5,0.25,0.222,1.1025,1.689,-17.7575,-0.85
5,0.75,0.23,1.1555,1.9745,-18.2135,-0.618
5,1.25,0.2075,1.0875,1.8595,-18.8115,-0.537
5,1.75,0.1935,1.0325,1.606,-16.9895,-1.562
5,2.25,0.1965,1.0095,1.6915,-16.404,-0.9695
5,2.75,0.199,1.016,1.696,-13.585,-0.776
5,3.25,0.188,1.0195,1.5225,-10.9865,-0.7155
5,3.75,0.1865,0.9265,2.009,-11.2705,-1.2305
5,4.25,0.1705,0.8905,1.619,-13.019,-1.6695
5,4.75,0.175,0.912,2.025,-10.076,-1.507
5,5.25,0.202,0.9555,1.486,-9.0305,-0.849
5,5.75,0.192,0.949,1.554,-10.042,-0.396
5,6.25,0.216,0.918,1.302,-2.133,4.599
5,6.75,0.273,1,-0.064,8.867,15.62
5,7.25,0.357,1.248,-1.044,35.35,35.298
5,7.75,0.407,1.4025,-3.339,66.0425,63.7575
5,8.25,0.4745,1.6715,-7.6235,89.8635,94.602
5,8.75,0.514,1.7295,-10.3645,116.717,127.362
5,9.25,0.534,1.8265,-11.2655,140.3845,158.161
5,9.75,0.539,1.776,-12.884,177.871,184.757
5,10.25,0.557,1.792,-12.488,199.286,204.012
5,10.75,0.5585,1.918,-12.8725,221.2095,213.308
5,11.25,0.574,2.014,-12.797,235.699,225.265
5,11.75,0.58,1.9285,-11.8205,238.72,229.384
5,12.25,0.6395,2.0145,-11.4905,250.4925,225.7565
5,12.75,0.632,2.052,-10.9355,261.8715,227.2515
5,13.25,0.654,2.127,-10.916,254.666,234.133
5,13.75,0.6345,1.994,-9.8495,236.0705,204.545
5,14.25,0.6425,2.108,-9.329,208.243,204.021
5,14.75,0.635,2.097,-8.961,176.795,197.616
5,15.25,0.6345,2.0205,-8.145,165.9945,188.866
5,15.75,0.589,2.0145,-7.1475,141.9895,179.2945
5,16.25,0.629,2.054,-6.149,101.911,159.538
5,16.75,0.5915,2.019,-5.3595,66.3095,137.5375
5,17.25,0.544,1.93,-3.366,35.59,119.027
5,17.75,0.499,1.751,-2.1155,6.9165,103.2635
5,18.25,0.391,1.4425,-0.977,-11.9265,57.53
5,18.75,0.3035,1.2455,0.1495,-19.009,28.3835
5,19.25,0.259,1.248,1.166,-22.316,13.118
5,19.75,0.237,1.197,1.4,-18.567,4.56
5,20.25,0.245,1.1355,1.364,-20.616,3.2765
5,20.75,0.2465,1.1985,1.624,-21.6145,2.9095
5,21.25,0.255,1.182,1.9585,-21.712,2.681
5,21.75,0.299,1.2925,2.0275,-18.494,1.7625
5,22.25,0.293,1.292,1.774,-22.188,0.1745
5,22.75,0.244,1.2045,1.843,-19.622,0.0135
5,23.25,0.241,1.1865,1.7005,-19.8545,-0.522
5,23.75,0.237,1.083,1.866,-17.551,-0.385
6,0.25,0.185,1.044,2.172,-16.405,0.051
6,0.75,0.192,1.09,2.258,-17.265,0.147
6,1.25,0.178,0.975,1.629,-15.201,-0.155
6,1.75,0.173,0.926,1.648,-10.931,-0.668
6,2.25,0.152,0.89,2.093,-10.924,-0.812
6,2.75,0.1655,0.855,1.752,-11.0345,-0.621
6,3.25,0.185,0.89,1.9945,-9.986,-1.127
6,3.75,0.167,0.917,2.377,-11.929,-1.342
6,4.25,0.205,0.924,2.085,-11.488,-0.7745
6,4.75,0.15,0.889,4.11,-9.923,-1.088
6,5.25,0.186,0.91,2.84,-7.906,-0.642
6,5.75,0.167,0.916,2.403,-7.6945,0.168
6,6.25,0.167,0.825,1.861,-1.311,8.694
6,6.75,0.252,1.021,0.83,12.457,27.43
6,7.25,0.377,1.238,-1.194,37.603,59.741
6,7.75,0.479,1.591,-5.016,63.209,94.218
6,8.25,0.4795,1.5,-7.5615,74.5885,128.83
6,8.75,0.495,1.7345,-9.5135,106.281,175.6185
6,9.25,0.541,1.838,-10.602,138.388,183.265
6,9.75,0.488,1.784,-11.612,151.282,219.023
6,10.25,0.578,1.993,-11.453,186.251,249.23
6,10.75,0.586,1.867,-11.5965,203.418,250.656
6,11.25,0.5625,1.9475,-10.4995,224.5275,262.2685
6,11.75,0.63,2.1135,-10.832,229.629,249.203
6,12.25,0.615,2.1455,-9.646,230.4035,262.889
6,12.75,0.601,2.132,-9.6905,264.032,255.54
6,13.25,0.564,1.996,-9.139,292.0865,248.246
6,13.75,0.5905,2.0515,-7.7525,241.9775,230.3075
6,14.25,0.591,2.0885,-6.691,210.173,230.849
6,14.75,0.548,1.782,-7.106,220.565,230.027
6,15.25,0.58,1.875,-5.564,207.441,208.239
6,15.75,0.566,1.871,-4.702,155.039,199.404
6,16.25,0.5685,1.772,-3.8425,128.3085,184.4005
6,16.75,0.574,2.013,-3.677,83.765,158.871
6,17.25,0.542,1.78,-2.369,44.226,150.74
6,17.75,0.505,1.708,-1.384,13.07,120.427
6,18.25,0.418,1.487,-0.823,-9.516,78.785
6,18.75,0.302,1.2095,0.056,-16.2405,38.5265
6,19.25,0.206,1.03,1.07,-18.201,15.222
6,19.75,0.213,1.187,1.9285,-19.193,10.147
6,20.25,0.2345,1.2155,2.2105,-20.301,5.0485
6,20.75,0.218,1.162,2.2805,-17.81,2.691
6,21.25,0.235,1.115,2.352,-11.958,3.04
6,21.75,0.244,1.21,2.3865,-16.419,5.0985
6,22.25,0.326,1.427,2.158,-18.939,2.031
6,22.75,0.302,1.269,2.689,-21.424,4.461
6,23.25,0.255,1.234,3.249,-19.398,1.921
6,23.75,0.261,1.197,2.184,-16.916,1.09
7,0.25,0.1885,0.9725,2.2375,-10.775,0.309
7,0.75,0.2165,1.032,2.567,-13.031,0.283
7,1.25,0.1885,1.006,2.9085,-10.9955,0.108
7,1.75,0.1825,0.925,2.4885,-11.446,-0.0605
7,2.25,0.158,0.912,3.358,-12.017,-0.248
7,2.75,0.187,0.92,2.822,-10.541,0.109
7,3.25,0.151,0.8875,3.5925,-10.0395,-0.2545
7,3.75,0.176,0.899,3.436,-12.97,-0.346
7,4.25,0.183,0.944,3.207,-8.684,-1.067
7,4.75,0.15,0.893,2.732,-7.646,-1.065
7,5.25,0.208,0.976,3.595,-10.534,-1.504
7,5.75,0.19,0.989,2.663,-9.9165,-0.532
7,6.25,0.226,1.0045,2.557,-4.2305,6.732
7,6.75,0.28,1.136,2.373,9.859,25.074
7,7.25,0.37,1.33,0.453,35.78,52.575
7,7.75,0.397,1.341,-3.309,56.887,82.426
7,8.25,0.437,1.4905,-6.7415,84.4835,124.864
7,8.75,0.48,1.669,-9.143,109.06,171.938
7,9.25,0.4935,1.707,-9.4855,114.5065,183.766
7,9.75,0.482,1.643,-9.381,138.858,231.171
7,10.25,0.503,1.632,-12.247,168.531,257.671
7,10.75,0.564,1.664,-11.096,183.433,270.267
7,11.25,0.5145,1.747,-10.863,204.6585,268.249
7,11.75,0.5875,1.9375,-10.915,186.6295,296.113
7,12.25,0.5705,1.844,-9.565,232.9345,313.2745
7,12.75,0.5645,1.848,-9.904,183.4735,264.165
7,13.25,0.587,2.0165,-9.3495,205.088,270.764
7,13.75,0.597,2.083,-8.159,251.441,252.286
7,14.25,0.586,1.93,-6.648,230.786,255.079
7,14.75,0.6025,2.056,-5.3665,174.1055,228.6245
7,15.25,0.6175,2.0975,-6.1325,163.689,239.096
7,15.75,0.582,1.83,-4.973,122.525,205.158
7,16.25,0.564,1.9385,-4.889,120.636,195.0035
7,16.75,0.503,1.773,-3.292,69.642,158.774
7,17.25,0.479,1.617,-1.965,35.813,149.549
7,17.75,0.471,1.656,-0.669,11.649,120.725
7,18.25,0.423,1.547,0.131,-7.386,78.074
7,18.75,0.3215,1.261,0.534,-16.7955,44.195
7,19.25,0.3145,1.306,1.8495,-19.5725,26.105
7,19.75,0.288,1.361,2.528,-19.11,10.421
7,20.25,0.307,1.326,2.48,-19.095,8.203
7,20.75,0.234,1.1025,2.399,-17.253,5.277
7,21.25,0.2355,1.0885,2.5905,-14.765,2.8765
7,21.75,0.208,1.02,2.651,-14.988,3.701
7,22.25,0.231,1.075,2.728,-14.08,0.991
7,22.75,0.198,1.0605,2.811,-12.69,1.0755
7,23.25,0.214,1.027,2.508,-12.493,1.303
7,23.75,0.19,1.0295,1.9315,-11.641,0.232
8,0.25,0.154,0.7615,1.938,-9.409,-1.333
8,0.75,0.134,0.8,2.304,-8.257,-1.417
8,1.25,0.109,0.8155,1.5985,-7.284,-1.119
8,1.75,0.116,0.79,1.534,-7.597,-1.123
8,2.25,0.142,0.869,2.071,-8.446,-2.295
8,2.75,0.159,0.797,2.3395,-8.2425,-1.8715
8,3.25,0.148,0.818,2.448,-9.291,-3.502
8,3.75,0.142,0.7815,2.669,-6.55,-2.936
8,4.25,0.1375,0.739,2.709,-6.9815,-1.711
8,4.75,0.133,0.718,1.879,-5.626,-1.484
8,5.25,0.1505,0.869,2.451,-6.2455,-1.8455
8,5.75,0.1615,0.873,2.973,-7.78,-2.0315
8,6.25,0.156,0.785,3.4155,-5.583,-0.472
8,6.75,0.186,0.834,2.4065,1.207,5.582
8,7.25,0.262,0.888,1.9085,11.049,23.182
8,7.75,0.315,0.9835,0.0675,36.1335,39.734
8,8.25,0.334,1.144,-2.585,71.292,77.035
8,8.75,0.367,1.2485,-4.3665,97.44,98.789
8,9.25,0.383,1.172,-8.008,99.425,126.629
8,9.75,0.4135,1.2645,-10.0645,136.5635,173.332
8,10.25,0.4495,1.416,-10.9885,159.8085,189.8835
8,10.75,0.4495,1.478,-11.446,171.7955,205.4685
8,11.25,0.485,1.526,-10.441,196.465,226.854
8,11.75,0.54,1.802,-11.351,199.648,241.117
8,12.25,0.574,1.683,-9.134,246.772,215.296
8,12.75,0.564,1.88,-8.571,210.005,245.783
8,13.25,0.556,1.815,-8.122,160.359,197.651
8,13.75,0.569,1.881,-8.619,185.844,204.775
8,14.25,0.517,1.787,-7.871,165.77,199.548
8,14.75,0.572,2.02,-7.855,127.604,195.068
8,15.25,0.505,1.896,-7.075,139.928,179.227
8,15.75,0.529,1.767,-7.2145,108.15,161.682
8,16.25,0.544,1.8465,-5.895,110.294,163.757
8,16.75,0.492,1.564,-5.5785,71.7555,149.02
8,17.25,0.4785,1.6645,-2.316,24.839,96.4835
8,17.75,0.431,1.584,-1.448,0.817,81.673
8,18.25,0.3865,1.4415,-0.753,-10.795,47.968
8,18.75,0.317,1.224,0.55,-12.168,18.301
8,19.25,0.212,1.011,1.278,-13.624,6.128
8,19.75,0.1845,1.009,1.5275,-15.4385,4.404
8,20.25,0.2185,1.0975,1.486,-13.6255,0.8105
8,20.75,0.166,0.928,1.618,-11.924,0.206
8,21.25,0.187,1.0165,2.07,-11.5695,0.3355
8,21.75,0.181,0.884,1.433,-9.064,-0.087
8,22.25,0.1755,0.9245,2.569,-10.2925,0.095
8,22.75,0.1355,0.837,2.1175,-10.829,-1.0285
8,23.25,0.1445,0.7875,2.642,-9.357,-1.5635
8,23.75,0.149,0.74,2.091,-9.22,-1.324
9,0.25,0.135,0.872,1.7465,-10.5075,-1.1
9,0.75,0.124,0.804,1.299,-10.3455,-0.7895
9,1.25,0.136,0.8975,1.4355,-9.1915,-0.737
9,1.75,0.1435,0.864,1.321,-7.899,-0.8665
9,2.25,0.126,0.836,1.603,-7.593,-1.03
9,2.75,0.1705,0.918,1.7175,-10.0705,-1.002
9,3.25,0.168,0.891,2.551,-9.118,-1.13
9,3.75,0.164,0.875,2.987,-9.187,-1.989
9,4.25,0.1935,0.8945,2.5225,-6.7235,-0.743
9,4.75,0.175,0.895,2.705,-8.768,-0.828
9,5.25,0.1435,0.9075,1.539,-7.6585,-0.69
9,5.75,0.156,0.89,3.34,-6.815,-1.138
9,6.25,0.214,0.922,3.066,-5.97,-1.48
9,6.75,0.228,0.917,2.158,-1.905,3.258
9,7.25,0.2605,0.9365,1.2075,6.724,14.711
9,7.75,0.332,1.2245,-0.623,30.4415,36.8185
9,8.25,0.378,1.289,-2.411,56.553,59.174
9,8.75,0.473,1.507,-6.668,87.144,87.495
9,9.25,0.535,1.699,-9.237,108.314,126.549
9,9.75,0.554,1.608,-9.132,135.029,149.59
9,10.25,0.532,1.734,-11.376,159.825,169.311
9,10.75,0.579,1.752,-11.999,160.2085,181.5675
9,11.25,0.587,1.806,-10.508,210.956,193.773
9,11.75,0.5775,1.836,-10.2875,185.069,209.824
9,12.25,0.5975,1.937,-11.3845,212.112,209.815
9,12.75,0.618,1.8885,-10.6235,210.85,221.347
9,13.25,0.577,1.7995,-10.1415,203.8865,200.0595
9,13.75,0.5935,1.877,-9.5155,212.774,203.378
9,14.25,0.584,1.648,-9.794,173.866,199.707
9,14.75,0.564,1.767,-7.502,165.581,161.67
9,15.25,0.562,1.853,-7.5585,143.041,149.3575
9,15.75,0.564,1.7195,-6.5575,109.94,149.3975
9,16.25,0.5205,1.6855,-4.768,58.9525,113.249
9,16.75,0.491,1.6,-3.248,30.754,96.956
9,17.25,0.415,1.446,-1.846,-1.967,58.026
9,17.75,0.3475,1.2615,-0.402,-7.8205,31.6
9,18.25,0.235,1.038,0.3145,-13.1045,17.1355
9,18.75,0.212,0.969,1.058,-14.9105,7.178
9,19.25,0.1885,1.0245,1.381,-14.0955,3.834
9,19.75,0.163,0.941,1.561,-12.428,2.098
9,20.25,0.184,0.991,1.488,-15.483,0.994
9,20.75,0.205,1.062,1.486,-13.619,0.976
9,21.25,0.238,1.1315,1.6245,-16.8655,1.754
9,21.75,0.2045,1.0335,1.6145,-14.4465,0.677
9,22.25,0.1815,1.0045,1.488,-12.974,-0.2145
9,22.75,0.1725,0.98,1.534,-11.5985,-0.0385
9,23.25,0.1475,0.9605,1.4275,-11.317,0.0705
9,23.75,0.157,0.917,1.667,-11.427,-0.767
10,0.25,0.17,1.02,1.343,-12.892,-0.1065
10,0.75,0.147,0.967,1.047,-7.456,-0.573
10,1.25,0.1175,0.918,1.2665,-10.2535,-0.121
10,1.75,0.137,0.8995,1.66,-11.501,-0.023
10,2.25,0.148,0.878,1.852,-11.411,-0.182
10,2.75,0.1205,0.888,2.119,-11.017,-0.8215
10,3.25,0.149,0.878,2.3795,-13.4775,-0.3945
10,3.75,0.104,0.9515,2.131,-10.712,-0.4055
10,4.25,0.122,0.946,2.824,-12.722,-0.519
10,4.75,0.13,1.023,2.154,-11.646,-0.308
10,5.25,0.1645,0.918,2.4345,-15.144,-0.3015
10,5.75,0.1555,0.926,1.9845,-12.304,-0.2955
10,6.25,0.2105,0.9595,2.4275,-13.303,-0.933
10,6.75,0.14,0.965,1.924,-8.855,0.285
10,7.25,0.182,0.8955,1.365,-3.1545,4.1715
10,7.75,0.241,0.974,-1.42,12.052,18.013
10,8.25,0.354,1.16,-0.932,29.709,41.903
10,8.75,0.4185,1.3895,-2.64,61.3155,64.81
10,9.25,0.502,1.584,-9.523,89.444,97.744
10,9.75,0.511,1.742,-10.842,107.864,124.247
10,10.25,0.5595,1.8005,-11.5965,134.752,157.625
10,10.75,0.568,1.826,-12.465,145.408,165.699
10,11.25,0.5835,1.891,-12.758,160.947,176.406
10,11.75,0.6115,2.041,-13.064,189.05,182.68
10,12.25,0.594,2.0235,-11.734,188.7955,177.0375
10,12.75,0.585,2.045,-10.6,181.299,170.686
10,13.25,0.618,1.963,-10.157,166.344,175.365
10,13.75,0.6,2.0775,-9.6995,184.4375,162.4685
10,14.25,0.612,1.973,-9.261,153.362,147.559
10,14.75,0.604,1.913,-8.245,127.255,165.701
10,15.25,0.541,1.8,-7.3695,97.85,141.1585
10,15.75,0.59,1.895,-6.069,56.581,123.9
10,16.25,0.489,1.635,-4.498,25.839,108.038
10,16.75,0.471,1.665,-2.557,-0.145,76.639
10,17.25,0.332,1.22,-0.932,-17.716,36.631
10,17.75,0.1865,1.0875,0.0275,-20.1925,11.6615
10,18.25,0.1475,1.022,0.7115,-19.9815,5.0595
10,18.75,0.156,1.059,0.845,-19.578,2.76
10,19.25,0.138,0.945,0.963,-14.114,1.413
10,19.75,0.17,1.066,0.809,-18.127,1.605
10,20.25,0.159,1.02,1.049,-14.727,1.118
10,20.75,0.148,0.972,0.694,-13.839,0.645
10,21.25,0.181,1.0505,1.1545,-16.907,1.193
10,21.75,0.165,1.106,1.078,-18.082,1.456
10,22.25,0.149,0.981,0.91,-17.379,0.678
10,22.75,0.158,1.018,1.2085,-14.163,0.031
10,23.25,0.139,0.988,1.4705,-12.1705,-0.08
10,23.75,0.1525,0.955,1.7415,-14.1915,0.1535
11,0.25,0.225,1.137,0.5515,-20.275,0.058
11,0.75,0.227,1.178,0.616,-18.265,-0.2
11,1.25,0.179,1.0195,0.5515,-16.0905,-0.0575
11,1.75,0.227,0.991,0.77,-15.794,-0.269
11,2.25,0.2275,1.1275,1.2255,-15.405,-0.1945
11,2.75,0.24,1.092,1.273,-17.178,0.32
