DOY2,HR2,VPD,CO2,H2O,LW_IN,SW_IN,NETRAD_1_1_1,LW_OUT,SW_OUT,USTAR,TA_1_1_1,RH,PPFD_IN,PPFD_OUT,LE,H,G_3_1_1,SH,TS_1_1_1,TS_1_2_1,PA,WS
1,10.75,0.2825,379.31,3.2785,261.50025,119.25,58.78,267.225,35.9375,0.68,-10.775,89.325,172.9925,59.895,5.65,31.78,-2.585,4.15,-2.9975,-2.9525,95.8,3.345
1,11.25,0.3225,380.09675,3.31625,262.825,146.65,72.675,270.5,45.215,0.665,-10.125,88.275,232.6575,78.6375,6.3,41.2275,-2.57,8.1,-2.9975,-2.95,95.8,3.315
1,11.75,0.3625,379.9785,3.32775,263.675,182.2,80.125,271.325,51.4725,0.67,-9.575,88.35,309.33,94.9275,8,53.355,-2.565,7.2,-2.995,-2.94,95.8,3.475
1,12.25,0.405,380.43475,3.303,265.1,223.625,101.075,274.7,59.4725,0.7115,-8.55,87.15,367.705,111.14,8.35,63.9,-2.55,7.35,-3,-2.94,95.8,3.485
1,12.75,0.4625,379.86,3.4875,266.025,242.5,103.6,277.825,63.295,0.6905,-8.375,86.55,393.3725,118.9975,9.9,72,-2.585,6.45,-2.9975,-2.935,95.8,3.4625
1,13.25,0.55,379.093,3.33,266.075,251.325,107.33,278.125,58.4975,0.71975,-7.95,86.7,413.98,125.015,11.175,66.87,-2.56,5.8,-2.9875,-2.9375,95.8,3.5
1,13.75,0.58,379.096,3.52475,266.525,243.625,114.9975,281.175,56.225,0.69,-7.55,86.2,415.455,121.31,11.8,72.16,-2.56,6.075,-2.9825,-2.9275,95.8,3.4425
1,14.25,0.57,378.443,3.495,266.175,222.8,106.305,281.6,53.7525,0.71,-7.475,86.325,388.1275,118.935,8.8,74.195,-2.565,4.55,-2.98,-2.9,95.8,3.325
1,14.75,0.57,378.99925,3.52,267.375,198.175,91.38,280.675,45.3625,0.68,-7.15,86.85,335.415,102.0325,8.7,57.115,-2.57,3.5,-2.975,-2.8975,95.8,3.4875
1,15.25,0.57,378.694,3.667,266.375,156.9,68.17,279.85,37.5825,0.7,-7.15,87.725,262.08575,79.865,6.275,43.52,-2.57,2.425,-2.97,-2.8925,95.8,3.3725
1,15.75,0.535,377.815,3.75425,264.7,113.95,43.84,278.9,27.9275,0.65,-7.075,88.075,184.195,57.02,5.8,36.545,-2.57,1.825,-2.965,-2.8875,95.8,3.185
1,16.25,0.4825,377.388,3.8095,266.2,66.0825,22.53,278.525,18.735,0.6185,-7.475,88.05,116.295,34.1825,5.3,16.9375,-2.49,0.8,-2.9675,-2.875,95.8,3.0375
1,16.75,0.4725,377.786,3.7305,265.1,28.195,11,275.675,9.445,0.61,-7.675,88.2,56.4525,19.825,1.875,9.6925,-2.48,0,-2.9725,-2.9,95.8,3.0925
1,17.25,0.4,377.11,3.685,265.425,5.145,4.425,276.325,2.6175,0.565,-8.025,88.8,16.22325,6.5325,2.25,4.2325,-2.495,-0.35,-2.9875,-2.9075,95.8,2.94
1,17.75,0.3825,376.9625,3.63,263.2,0,1.9375,274,0.9425,0.54,-8.475,88.975,0.43,0.31,1.4,0.67,-2.45,-0.7,-3,-2.92,95.8,2.9325
1,18.25,0.3425,376.793,3.5925,262.05,-0.04,1.935,272.275,0.8225,0.4955,-8.6,88.925,0,0,1.1,1.68,-2.415,-0.3,-3.0225,-2.9425,95.8,2.8125
1,18.75,0.3425,376.09325,3.4455,266.225,0,1.725,271.75,0.7625,0.52125,-9.05,89.425,0,0,0.95,0.945,-2.41,-0.2,-3.045,-2.9575,95.8,2.79
1,19.25,0.32,376.066,3.44325,264.025,0,2.355,271.35,0.7575,0.52,-9.175,89.625,0,0,0.9,1.1625,-2.4,-0.3,-3.0825,-2.9925,95.8,2.8475
1,19.75,0.3125,376.90575,3.412,261.475,0,2.7575,271.475,0.755,0.486,-9.175,89.6,0,0,1.45,1.31,-2.415,0.1,-3.08,-3.0225,95.8,2.6
1,20.25,0.2925,376.475,3.25375,259.7,0,3.11,271.325,0.725,0.484,-9.375,90.825,0,0,2,2.185,-2.385,0.2,-3.0825,-3.045,95.8,2.7375
1,20.75,0.29,376.61825,3.367,262.725,0,2.04,270.9,0.7125,0.52,-9.85,90.175,0,0,1.75,1.5,-2.36,0.275,-3.005,-2.965,95.8,2.84
1,21.25,0.27,375.514,3.38625,264.7,0,3.445,270.15,0.765,0.50775,-10.125,89.75,0,0,1.65,1.56,-2.44,0.4,-3.14,-3.025,95.8,2.8025
1,21.75,0.2625,375.499,3.501,263.775,0,2.4325,269.45,0.6825,0.512,-10.275,89.725,0,0,1.05,0.89,-2.415,0.6,-3.0725,-3.01,95.8,2.77
1,22.25,0.26,374.909,3.7085,264.2,0,2.45,269.1,0.6025,0.457,-10.4,90.1,0,0,1.3,2.6,-2.415,0.6,-3.0675,-3.005,95.8,2.655
1,22.75,0.26,374.7425,3.8725,266.05,0,3.4525,269.525,0.6225,0.49,-10.3,90.15,0,0,1.475,1.9,-2.43,0.4,-3.0625,-3.01,95.725,2.5725
1,23.25,0.26,375.1765,3.73775,267.1,0,3.475,271.35,0.705,0.45,-10.225,90.275,0,0,1.9,2.09,-2.41,0.85,-3.0575,-3.005,95.7,2.535
1,23.75,0.25,374.817,3.594,265.25,0,3.17,271.7,0.8025,0.405,-9.975,90.425,0,0,1.5,1.105,-2.435,1.4,-3.0525,-3,95.725,2.56
2,0.25,0.4,375.969,4.11225,251.525,0,-6.79,268.075,0.865,0.51,-9.85,88.25,0,0,1.9,-0.9225,-1.35,0.275,-2.9375,-2.9075,95.5,2.925
2,0.75,0.3825,375.804,4.106,253.35,0,-4.4175,267.225,0.785,0.49,-10.2,88.2,0,0,0.875,-1.785,-1.35,0.7,-2.9475,-2.9175,95.5,2.8625
2,1.25,0.36,375.5595,4.191,253.575,0,-2.9875,266.675,0.7925,0.44,-10.15,88.075,0,0,1.15,-0.3875,-1.35,0.5,-2.9675,-2.945,95.5,2.7175
2,1.75,0.3425,375.6205,4.33,254.025,0,-2.625,266.6,0.8125,0.441,-10.475,88.2,0,0,0.4,-2.17,-1.37,0.5,-2.9775,-2.955,95.5,2.66
2,2.25,0.3425,376.532,4.266,257.875,0,-2.8175,265.675,0.7325,0.45,-10.3,88.6,0,0,0.625,-2.45,-1.55,1,-3.0025,-2.9725,95.5,2.565
2,2.75,0.3325,376.587,4.36,256.12575,0,-2.675,266.525,0.875,0.42,-10.325,88.9,0,0,0.8,-1.24,-1.59,0.3,-3.0225,-2.99,95.5,2.585
2,3.25,0.335,376.135,4.4225,252.225,0,-3.5725,265.125,0.755,0.453,-10.4,88.75,0,0,0.3,-2.57,-1.59,0.45,-3.0175,-2.995,95.5,2.7175
2,3.75,0.34,375.6045,4.2885,254.375,0,-2.375,263.575,0.8125,0.4535,-10.175,88.425,0,0,0.5,-2.18,-1.61,1.6,-3.0175,-2.99,95.5,2.665
2,4.25,0.3025,375.7165,4.288,256.95,0,-2.02,266.95,0.6825,0.442,-10.1,88.9,0,0,0.525,-1.93,-1.71,1,-3.0375,-2.99,95.5,2.7425
2,4.75,0.3125,376.337,4.204,257.375,0,-2.285,266.275,0.72,0.425,-10.075,89.3,0,0,-0.15,-1.915,-1.63,0.8,-3.05,-3.0075,95.5,2.7525
2,5.25,0.3025,376.522,4.2215,260.37525,0,-1.33,268.15,0.7075,0.41,-10.05,89.45,0,0,0.625,-1.515,-1.71,0.775,-3.06,-3.0175,95.5,2.7925
2,5.75,0.31,377.089,4.2805,261.525,0,-0.6325,266.675,0.7025,0.4275,-10.1,89.625,0,0,0.45,-1.1725,-1.69,0.75,-3.0675,-3.0275,95.5,2.875
2,6.25,0.3225,377.129,4.273,259.80075,0,-0.9625,265.975,0.675,0.42,-10.1,89.6,0,0,0.7,-1.16,-1.73,1,-3.0775,-3.0375,95.5,2.685
2,6.75,0.3025,377.0535,4.26725,257.37525,0,-0.5075,266.05,0.63,0.4425,-10.3,89.525,0,0,1.85,-0.595,-1.685,0.5,-3.08,-3.035,95.5,2.7575
2,7.25,0.2925,376.816,4.243,259.625,0,-0.55,266.975,0.74,0.45375,-10.6,89.65,0,0,0.4,-1.59,-1.73,0.5,-3.0875,-3.055,95.5,2.8725
2,7.75,0.29,376.709,4.38,259.50025,0.095,-0.7625,267.125,0.81,0.49575,-10.775,90.2,0,0,1.75,-0.97,-1.75,1.1,-3.08,-3.0475,95.5,2.805
2,8.25,0.31,377.04325,4.129,257.6,6.68,1.39,266.3,2.2875,0.47,-10.85,90.3,10.3225,3.6975,1.3,-0.52,-1.73,0.55,-3.095,-3.0475,95.5,2.8125
2,8.75,0.3,377.296,4.2285,257.65025,29.65,10.22,268.2,11.0175,0.485,-10.675,90.325,46.5475,16.99,0.45,1.07,-1.79,1.25,-3.135,-3.0475,95.5,2.9
2,9.25,0.33,378.0675,4.1295,259.9,81.6,28.95,268.475,26.5175,0.5235,-10.05,90,116.915,39.7,3.05,9.235,-1.75,2.7,-3.1575,-3.07,95.6,2.785
2,9.75,0.3825,377.87975,4.105,262.17575,138.7,62.525,272.2,43.0475,0.609,-9.075,88.6,211.295,69.3825,5.5,18.39,-1.82,5.2,-3.155,-3.0975,95.6,2.76
2,10.25,0.4425,378.04975,4.113,262.55,196.95,87.0725,275.3,56.605,0.6,-8.45,88.225,326.71,93.2425,6.75,37.8175,-1.84,7.825,-3.15,-3.1075,95.525,3.0725
2,10.75,0.5625,378.4835,4.163,260.80075,259.3,125.635,279.925,75.9,0.65,-7.575,86.775,455.73,133.045,9.35,68.0725,-1.84,8,-3.1375,-3.085,95.6,3.2525
2,11.25,0.7125,378.72,4.211,261.87525,287.2,139.15,283.4,86.6,0.69775,-6.975,84.525,546.505,166.48,11.675,88.41,-1.84,8.2,-3.11,-3.065,95.6,3.1625
2,11.75,0.8425,378.72,4.2775,263.45,326.85,151.15,287.125,98.2,0.6775,-5.95,83.3,630.5325,193.84,11.85,98.29,-1.77,7.875,-3.0975,-3.0375,95.6,3.305
2,12.25,0.9725,378.8135,4.21225,263.575,362.9,169.5,289.6,111.8,0.70225,-5.225,82.3,690.2575,216.43,15.2,112.4125,-1.57,7.3,-3.06,-3.0275,95.6,3.3125
2,12.75,1.145,378.847,4.398,262.275,390,180.3,291.55,114.425,0.68,-4.375,81.55,742.735,237.04,15.875,122.06,-1.53,7.2,-3.04,-3.0125,95.6,3.3575
2,13.25,1.39,378.70125,4.662,257.95025,391.1,176.5,293.8,113,0.69,-3.65,80.55,754.8625,249.3775,18.2,125.85,-1.43,7.175,-3.0275,-3.0025,95.6,3.4525
2,13.75,1.6025,378.467,4.4935,258.725,395,177.7,297.325,109.05,0.716,-2.9,79.175,757.9475,234.335,19.3,135.1425,-1.2,6.825,-3.025,-3,95.5,3.47
2,14.25,1.795,378.059,4.46875,259.07575,380.7,175.1,297.875,100.5,0.72,-2.675,79.4,752.605,225.52,18.8,124.09,-1.1,5.325,-3.025,-2.9675,95.5,3.5375
2,14.75,1.8425,378.769,4.62,262.85,330.65,148.475,298.025,87.6,0.735,-2.275,79.375,670.69,196.5625,19.7,113.32,-1.1,4.35,-3.03,-2.97,95.425,3.6725
2,15.25,1.87,378.05475,4.718,258.35,288.55,121.5475,297.675,73.025,0.74,-2.3,79.95,594.47,163.3775,16.5,96.285,-1.12,3.55,-3.0225,-2.9775,95.4,3.5925
2,15.75,1.8325,378.179,4.694,259.1,241.8,93.18,295.1,62.415,0.72,-2.175,81.425,497.63,135.5425,13.3,78.685,-1.1,2.7,-3.0425,-2.9825,95.4,3.7325
2,16.25,1.67,378.268,4.6105,261.15075,194.1,59.95,293.05,48.5275,0.695,-2.85,82.075,395.85,101.255,10.925,55.85,-1.1,1.75,-3.03,-2.9675,95.4,3.6025
2,16.75,1.4625,377.848,4.663,257.775,134.05,29.07,292.85,35.745,0.645,-3.4,82.775,262.155,69.5225,8.9,37.205,-1.12,1.1,-2.9925,-2.955,95.5,3.555
2,17.25,1.345,377.28275,4.7355,257.65075,86.5,10.16,291,24.8575,0.61,-3.875,83.775,166.5725,46.5075,5.15,23.0875,-1.16,0.25,-2.96,-2.9375,95.5,3.345
2,17.75,1.1975,376.88425,4.653,254.4,33.67,-2.79,288.45,11.4675,0.595,-4.425,84.475,68.9475,22.2175,3.7,8.88,-1.12,-0.95,-2.9275,-2.915,95.5,3.195
2,18.25,0.965,376.679,4.619,255.425,6.4,-8.8225,286,2.465,0.5575,-4.875,84.9,20.5875,6.3225,1.525,1.77,-1.12,-1.2,-2.905,-2.8975,95.5,3.03
2,18.75,0.83,376.489,4.547,256.25,0,-9.45,284.05,1.2125,0.545,-5.2,86.3,0.0275,0.41,1.4,-0.005,-1.16,-1.1,-2.895,-2.885,95.5,3.0225
2,19.25,0.77,376.435,4.63325,256.42525,-0.19,-9.32,283.525,1.12,0.505,-5.625,86.8,0,0,1.425,-0.9,-1.22,-1.2,-2.8875,-2.89,95.5,2.965
2,19.75,0.7025,375.816,4.694,255.125,-0.145,-11.4875,282.15,1.095,0.555,-5.95,87,0,0,1.3,-1.2275,-1.22,-0.825,-2.8925,-2.8875,95.5,2.955
2,20.25,0.645,375.57775,4.3985,251.375,-0.115,-12.09,279.925,1.155,0.535,-6.425,87,0,0,1.5,-1.365,-1.18,-0.7,-2.9075,-2.89,95.5,3.0175
2,20.75,0.5825,375.29225,4.354,252.4,-0.08,-11.515,277.975,1.135,0.57,-6.725,87.35,0,0,0.575,-1.67,-1.22,-0.5,-2.9175,-2.8975,95.5,3.085
2,21.25,0.56,375.533,4.392,247.475,-0.05,-13.27,273.775,1.0825,0.58,-7.575,87.3,0,0,1.025,-1.72,-1.22,-0.6,-2.925,-2.9125,95.5,3.135
2,21.75,0.5425,375.424,4.356,250.7,-0.04,-14.345,272.7,1.15,0.5275,-8.175,87.35,0,0,0.9,-2.2825,-1.135,-0.6,-2.925,-2.9125,95.5,2.86
2,22.25,0.5,375.59025,4.422,249.025,-0.17,-15.715,272.075,1.0875,0.54,-8.45,87.75,0,0,1.2,-2.005,-1.135,-0.35,-2.92,-2.905,95.5,3.085
2,22.75,0.46,375.644,4.33675,246.575,-0.115,-13.435,271.325,1.14,0.553,-8.9,88.175,0,0,1.2,-2.045,-1.135,-0.05,-2.925,-2.91,95.5,3.1025
2,23.25,0.4425,376.282,4.24375,249.275,-0.04,-11.525,268.8,1.02,0.51525,-9.175,88.2,0,0,0.8,-1.9,-1.145,0,-2.9275,-2.91,95.5,2.9225
2,23.75,0.4125,376.4965,4.201,252.675,0,-11.09,266.325,1.11,0.4875,-9.725,88.6,0,0,1.75,-2.22,-1.14,-0.1,-2.9375,-2.91,95.5,2.8475
3,0.25,0.9325,375.936,5.133,258.30075,-0.2075,-17.1975,295.6,1.2025,0.535,-3.7,89.2,0,0,1.675,-1.6175,4.6475,-0.5,-0.635,-0.63,95.6,3.145
3,0.75,0.925,376.99625,5.14375,262.525,-0.1525,-16.1175,294.8,1.1875,0.52,-3.775,89.7,0,0,1.4,-2.1075,4.6475,-0.3,-0.64,-0.655,95.6,3.165
3,1.25,0.8625,376.17225,5.1025,264.7,-0.13,-13.935,293.275,1.15,0.52,-3.875,90,0,0,1.1,-1.555,3.9475,-0.3,-0.6625,-0.66,95.525,3.14
3,1.75,0.79,375.60125,5.145,258.50075,-0.2225,-13.07,292.4,1.3025,0.543,-3.575,89.9,0,0,1.4,-0.83,2.95,-0.1,-0.68,-0.6775,95.525,3.2225
3,2.25,0.7575,375.73525,5.1145,263.525,-0.18,-12.025,291.225,1.2625,0.54,-3.95,90.275,0,0,1.25,-1.245,2.52,0.025,-0.695,-0.685,95.525,3.15
3,2.75,0.775,375.796,5.11425,265.75,-0.1575,-10.565,290.35,1.13,0.531,-4.175,90.7,0,0,0.95,-0.8625,2.08,-0.1,-0.7025,-0.7,95.525,3.04
3,3.25,0.7425,376.4485,5.185,268.675,-0.17,-10.5425,290.05,1.185,0.522,-4.3,90.75,0,0,1.225,-0.68,1.025,-0.1,-0.725,-0.7175,95.525,3.205
3,3.75,0.6975,376.5145,5.203,268.075,-0.17,-9.5775,289.975,1.1,0.53,-4.6,91.525,0,0,0.45,-0.1875,0.695,-0.2,-0.7475,-0.7325,95.5,3.155
3,4.25,0.6225,375.563,5.072,268,-0.04,-7.8675,287.375,1.0025,0.51,-4.775,90.925,0,0,0.375,-0.68,0.665,0,-0.77,-0.755,95.5,2.995
3,4.75,0.6,375.461,5.125,267.725,-0.14,-9.11,286.4,1.0225,0.4975,-5.2,90.575,0,0,0.7,-0.41,0.655,-0.15,-0.795,-0.7725,95.5,3.01
3,5.25,0.5225,376.04825,4.99375,268.3,-0.1,-7.51,283.925,1.05,0.5005,-5.675,91.3,0,0,0.85,-0.18,0.625,-0.1,-0.8275,-0.8075,95.525,2.99
3,5.75,0.515,376.7655,4.9925,268.85,-0.005,-6.31,284.325,1.025,0.475,-6.05,91.4,0,0,0.4,-0.875,0.61,-0.1,-0.8625,-0.835,95.525,3.03
3,6.25,0.5025,376.94775,4.929,267.6,0,-5.9975,285.15,1.04,0.49,-5.7,91.4,0,0,1.175,-0.265,0.61,-0.05,-0.895,-0.87,95.5,3.045
3,6.75,0.48,377.0725,5.12,261.85,0.395,-4.0975,284.325,1.1375,0.4735,-6.275,91.6,0.32,0.2275,0.675,-0.25,0.605,0,-0.9375,-0.9125,95.525,2.935
3,7.25,0.4825,377.726,5.041,268.15,14.5955,-0.535,285.375,6.0625,0.4925,-6.125,91.825,21.935,6.63,1.1,0.69,0.59,0.2,-0.9875,-0.9525,95.525,3.1175
3,7.75,0.515,378.802,4.909,270.025,53.5525,10.83,286.9,17.0075,0.53,-5.875,91.325,80.62,24.0075,1.8,4.18,0.52,1.85,-1.0325,-1.0025,95.525,3.07
3,8.25,0.66,378.659,4.9615,270.1,136.45,44.42,288.6,33.1925,0.58,-5.1,90.15,190.615,52.58,4.1,11.7,0.58,3.85,-1.0375,-1.04,95.6,2.965
3,8.75,0.925,379.7215,4.98,268.475,200.9,89.91,293.2,47.2625,0.58,-3.775,89.375,308.695,87.5,7.625,31.7625,0.47,7.4,-1.0425,-1.05,95.525,3.075
3,9.25,1.26,380.24825,4.957,266.675,276,128.42,298.95,65.8375,0.65,-2.3,87.9,474.8725,126.7825,11.5,55.675,0.37,8.75,-1.0625,-1.0625,95.525,3.4725
3,9.75,1.5075,380.24025,5.16225,268.7,337.6,167.175,305.25,84.6,0.72,-1.65,87.325,597.3275,170.255,15.65,89.6725,0.365,10.65,-1.1,-1.0925,95.6,3.685
3,10.25,1.9675,380.76425,5.04975,269.05,395.95,196.45,308.375,106.95,0.72,-1.05,84.575,756.3575,216.9925,18.4,116.315,0.345,11,-1.1325,-1.0825,95.6,3.805
3,10.75,2.3525,380.43,4.8935,271.225,455.125,232.15,312.575,128.57575,0.73,-0.375,81.575,873.125,268.3575,21.575,133.785,0.3075,9.2,-1.1325,-1.0925,95.6,3.735
3,11.25,3.09,380.4585,5.119,272.2,487.9,247.1,317.1,143.3,0.75,1.225,78.575,995.9825,312.37,24.5,161.46,0.3225,9.425,-1.1225,-1.1,95.6,3.925
3,11.75,3.37,380.9215,4.917,274.4,524.7,266.1,319.725,161,0.75175,1.725,78.125,1093.775,338.7175,29,165.03,0.61,7.7,-1.1175,-1.0925,95.6,3.98
3,12.25,3.8075,380.8055,4.865,270.825,567.375,286.3,322.05,168.875,0.78,2.45,77.15,1159.675,361.0725,31.05,194.135,0.65,6.2,-1.1025,-1.08,95.6,4.13
3,12.75,4.47,381.037,4.953,273.625,567.775,285.8,323.8,173.55,0.82,3.075,74.225,1178.85,364.865,33.175,182.39,1.08,5.5,-1.0925,-1.0675,95.525,4.28
3,13.25,4.72,380.781,4.86,273.025,573.8,291.1,323.825,173.325,0.8235,3.275,72.75,1215.875,370.4525,33.075,188.21,2.2975,4.65,-1.095,-1.0675,95.5,4.1925
3,13.75,4.8175,380.375,4.91975,277.3,561.3,287.4,324.325,162.65,0.81,3.3,72.625,1186.775,352.9675,39.7,191.38,3.075,4.525,-1.02,-1.0675,95.5,4.3625
3,14.25,5.05,379.833,4.877,272.675,534.95,278.025,325.35,155.05,0.82,4.825,71.15,1132.525,341.23,36.175,174.6175,3.75,4.325,-0.9275,-0.98,95.5,4.3075
3,14.75,5.1325,380.244,4.903,269.725,500.4,256,325.425,139,0.83,4.4,71.2,1065.8,313.0075,32.9505,174.77,3.8425,3.925,-0.7875,-0.86,95.525,4.4025
3,15.25,5.535,380.265,4.9475,276.775,461.95,240.5,324.625,122.7,0.83,4.7,72.125,1023.775,278.1175,31.3,161.3325,4.44,3,-0.6975,-0.7625,95.6,4.4625
3,15.75,5.535,380.783,4.9705,275.175,433.5,210.65,325.1,106.15,0.86,5.225,71.45,917.335,238.02,28.95,146.645,4.53,2.525,-0.675,-0.7175,95.6,4.415
3,16.25,4.995,380.443,4.855,271.325,370.3,171.6,324,86.875,0.8075,4.725,70.325,810.845,190.35,27.65,119.365,5.67,1.8,-0.5675,-0.6175,95.6,4.36
3,16.75,4.7725,380.0295,4.96075,267.25,310.6,128.1,322.2,71.825,0.82,4.2,70.25,661.2225,146.1175,24.65,101.44,6.9525,1.3,-0.48,-0.5425,95.6,4.2
3,17.25,4.53,379.5145,4.949,269.7,223.325,73.0525,321.025,52.1325,0.804,3.575,72.55,486.825,107.8925,21.1,69.7875,5.57,0.575,-0.465,-0.5075,95.6,4.2725
3,17.75,4.1925,378.724,4.9035,266.625,147.8,27.57,318.35,35.9,0.766,2.825,74.175,326.445,70.8425,18.8,40.13,6.385,-0.125,-0.4375,-0.4875,95.6,3.995
3,18.25,3.6875,377.982,5.017,262.47575,80,1.03,316.625,21.9275,0.706,2.225,78.25,173.6375,41.4575,11.9,19.16,6.26,-0.9,-0.4075,-0.4275,95.6,3.6975
3,18.75,3.415,377.5895,5.0865,267.175,30.72,-18.33,314.575,10.2325,0.64,1.25,80.625,75.44,20.97,6.4,4.67,6.03,-1.3,-0.425,-0.43,95.6,3.48
3,19.25,2.87,376.759,5.16975,261.375,5,-24.185,309.8,3.4925,0.557,0.4,82.35,21.2325,6.07,4.2,-0.425,6.04,-1.925,-0.4425,-0.4475,95.6,3.2125
3,19.75,2.5425,376.227,5.157,262.875,-0.11,-23.84,308.9,1.435,0.552,-0.375,84.625,0.22,0.31,2.9,-2.1625,5.98,-1.9,-0.4525,-0.465,95.6,3.2525
3,20.25,2.145,376.51025,5.136,260.4,-0.37,-35.33,308.6,1.4425,0.5245,-0.55,84.825,0,0,2.5,-2.7025,6.1275,-1.85,-0.465,-0.475,95.6,3.155
3,20.75,1.9025,375.952,5.078,261.825,-0.2225,-26.96,307.1,1.4425,0.5085,-0.875,85.925,0,0,2,-3.3425,5.985,-1.1,-0.4675,-0.495,95.6,3.095
3,21.25,1.72,376.391,5.1165,262.075,-0.21,-27.61,304.7,1.46,0.52,-1.375,86.825,0,0,1.6,-2.1775,5.845,-0.9,-0.4675,-0.515,95.6,3.08
3,21.75,1.5725,376.342,5.137,256.975,-0.25,-30.13,302.675,1.5,0.535,-1.575,87.5,0,0,1.45,-2.5725,6.0125,-1.1,-0.4575,-0.51,95.6,3.0825
3,22.25,1.4475,376.4555,5.15825,251.2,-0.12,-29.2075,300.825,1.5025,0.519,-1.875,88.025,0,0,1.3,-2.33,5.5075,-0.75,-0.4475,-0.4975,95.6,2.9925
3,22.75,1.3125,376.1915,5.1835,261.15,-0.0825,-22.1125,298.175,1.4725,0.5285,-2.875,87.775,0,0,0.9,-1.66,5.4475,-0.525,-0.4375,-0.495,95.6,3.13
