DOY2,HR2,FC,H,LE,TAU,TA,RH,NETRAD,SW_IN,SW_OUT,PPFD_IN,WS,USTAR,PA,G,TS_1_1_1
1,20.25,0,-12.9,0.45,-0.048,0.45,67.4,-42.5,0,0,0,2.06,0.205,97.185,-11.95,3.1
1,20.75,0.05,-12.8,0.3,-0.036,0.1,68.05,-42.75,0,0,0,2.105,0.18,97.2,-11.7,3.05
1,21.25,0,-16.4,0.7,-0.048,-0.35,68.8,-42.65,0,0,0,2.23,0.21,97.225,-12.05,2.95
1,21.75,0,-15.3,0.8,-0.06,-0.5,71.8,-41.9,0,0,0,2.34,0.21,97.26,-11.85,2.9
1,22.25,0.1,-12.3,0.5,-0.06,-0.6,72.4,-42.55,0,0,0,2.255,0.21,97.285,-11.95,2.8
1,22.75,0.1,-15.25,0.35,-0.072,-0.75,72.9,-40.9,0,0,0,2.525,0.24,97.3,-12.2,2.7
1,23.25,0.1,-14.9,0.3,-0.072,-0.65,74,-40.4,0,0,0,2.62,0.25,97.31,-11.55,2.55
1,23.75,0.1,-15.6,0.65,-0.06,-1,74.55,-40.1,0,0,0,2.495,0.225,97.315,-12.4,2.5
2,0.25,0.1,-14.25,2,-0.048,-0.5,80.55,-36.7,0,0,0,2.29,0.21,97.185,-9.15,3
2,0.75,0.1,-12.55,1.9,-0.048,-0.55,80.1,-35.5,0,0,0,2.22,0.19,97.18,-8.9,2.9
2,1.25,0.1,-11.3,1.8,-0.048,-0.55,81.3,-32.8,0,0,0,2.42,0.21,97.18,-9.6,2.9
2,1.75,0.1,-12.6,2.1,-0.048,-0.6,82.8,-32.6,0,0,0,2.36,0.19,97.175,-8.85,2.9
2,2.25,0.1,-11.2,1.9,-0.048,-0.7,83.65,-33.45,0,0,0,2.31,0.21,97.185,-9.5,2.9
2,2.75,0.1,-9.25,3,-0.084,-1.3,84,-36.35,0,0,0,2.49,0.26,97.165,-9.1,2.9
2,3.25,0.1,-9.15,2.6,-0.06,-1.25,83.75,-31.05,0,0,0,2.39,0.21,97.17,-9.15,2.9
2,3.75,0.1,-9.25,2.1,-0.078,-1.45,84.6,-33.45,0,0,0,2.5,0.26,97.17,-8.9,2.85
2,4.25,0.1,-7.4,2.05,-0.06,-1.75,84.55,-33.3,0,0,0,2.52,0.23,97.155,-8.9,2.8
2,4.75,0.1,-8.25,2.3,-0.072,-1.5,84.35,-26.8,0,0,0,2.63,0.25,97.125,-9.05,2.7
2,5.25,0.1,-8.95,2.25,-0.072,-1.65,84.75,-23.35,0,0,0,2.73,0.245,97.15,-9,2.7
2,5.75,0.1,-8.85,1.7,-0.072,-1.8,84.85,-22.45,0,0,0,2.68,0.24,97.155,-8.75,2.65
2,6.25,0.1,-7.75,1.3,-0.06,-2.05,85.55,-26.9,0,0,0,2.48,0.22,97.18,-9.4,2.6
2,6.75,0.1,-8,1.2,-0.048,-2,86.3,-24.55,0,0,0,2.51,0.195,97.175,-9.55,2.6
2,7.25,0.1,-8.9,2.1,-0.06,-2.25,85.85,-21.4,4.2,0.9,5.9,2.63,0.23,97.19,-9.85,2.6
2,7.75,0.1,-4.7,4.25,-0.06,-2.2,86.3,-2.4,45.5,15.7,57.75,2.65,0.23,97.22,-9.05,2.6
2,8.25,0.1,3.35,10.55,-0.084,-1.55,84.8,21.1,108.8,33.15,173.9,3.32,0.26,97.235,-8.5,2.6
2,8.75,0,21.1,18.2,-0.108,-0.9,81.95,56.9,190.15,53.15,326,3.53,0.3,97.26,-7.7,2.65
2,9.25,0,40.4,24.05,-0.12,-0.2,77.7,123.3,287.35,78.6,512.5,3.91,0.31,97.29,-7.5,2.65
2,9.75,0,61.5,30.85,-0.156,0.4,72.75,173.05,382.95,94.3,684.65,3.85,0.36,97.275,-6.8,2.7
2,10.25,0,79.7,33.2,-0.156,1.5,69.15,207.95,449.6,110.85,852.3,4.46,0.365,97.255,-5.25,2.8
2,10.75,-0.1,99.2,37.3,-0.168,2,66.4,264.25,546.8,124.15,1014.75,4.05,0.38,97.25,-3.9,2.8
2,11.25,0,114.95,39.7,-0.156,3,63.1,290.25,597.5,134.8,1100.2,3.91,0.36,97.25,1.2,2.85
2,11.75,-0.1,136.2,39,-0.144,3.8,59.9,322.35,648.65,140.9,1196.2,4.25,0.35,97.215,8.3,2.9
2,12.25,0,134.55,43.5,-0.144,4.6,57.45,325.75,644.85,145.1,1208.3,4.455,0.35,97.195,14.35,3
2,12.75,0.1,144.1,44.75,-0.18,4.85,55.5,350.5,632,146.3,1183.35,4.51,0.39,97.15,17.7,3.2
2,13.25,0.1,136.45,43.2,-0.174,5.15,53.55,350.55,655.95,145.9,1186.2,4.79,0.38,97.135,21.65,3.25
2,13.75,0.1,136.2,44.1,-0.18,5.55,50.95,328.7,599.85,143.7,1122.7,4.56,0.39,97.085,22.05,3.55
2,14.25,0.2,118.85,41.9,-0.18,6,51,308.7,576.95,135.2,1065.75,4.675,0.385,97.035,22.1,3.9
2,14.75,0.2,107.5,40.35,-0.174,6,50.15,278,529.85,124.3,978.55,4.47,0.385,96.995,19.45,4.15
2,15.25,0.15,86.1,37.5,-0.168,6.2,48.55,227.4,465.05,111.7,857.55,4.085,0.37,96.98,16.3,4.35
2,15.75,0.2,54.25,31.7,-0.144,6.25,49.75,150.65,341.75,91.6,607.3,4.155,0.34,96.98,11.9,4.35
2,16.25,0.2,34.65,25.4,-0.168,6.15,52.05,109.1,268.4,79.3,464.1,4.24,0.37,96.97,7.2,4.35
2,16.75,0.2,11.85,19.7,-0.138,5.65,53.4,47.35,175.45,54.4,290.6,3.855,0.34,96.975,1.7,4.3
2,17.25,0.2,-6.35,12.75,-0.108,4.9,56.55,7.05,95.55,33.7,146.6,3.66,0.31,96.98,-2.7,4.2
2,17.75,0.1,-14.05,6.7,-0.072,3.75,62.5,-28.6,26.15,10.9,40.1,2.86,0.24,96.98,-6,4.1
2,18.25,0.1,-14.75,3.9,-0.048,2.55,66.75,-43.25,1.6,0.2,2.65,2.41,0.19,96.99,-7.8,4.05
2,18.75,0.15,-13.4,3.6,-0.048,1.9,68.05,-46.05,0,0,0,2.39,0.19,97,-8.4,3.8
2,19.25,0.2,-12.5,2.35,-0.048,1.4,70.9,-43.1,0,0,0,2.25,0.19,97.015,-8.95,3.65
2,19.75,0.1,-10.15,2.8,-0.048,1.05,70.5,-39.35,0,0,0,2.35,0.21,97.065,-9.6,3.5
2,20.25,0.05,-11.4,3.5,-0.048,0.7,72.15,-36.55,0,0,0,2.13,0.2,97.08,-8.9,3.45
2,20.75,0.1,-10.95,3.5,-0.048,0.4,74.6,-39.45,0,0,0,2.43,0.2,97.13,-10.05,3.35
2,21.25,0.1,-11.5,2.75,-0.036,0.45,75.15,-38.4,0,0,0,2.38,0.18,97.155,-9.8,3.3
2,21.75,0.1,-13.25,2.5,-0.048,0.05,75.7,-38.3,0,0,0,2.32,0.21,97.135,-9.15,3.25
2,22.25,0.1,-13.8,2.6,-0.048,-0.05,77.1,-40.4,0,0,0,2.5,0.2,97.155,-8.45,3.15
2,22.75,0.1,-15.7,2,-0.048,-0.15,77.35,-39.05,0,0,0,2.37,0.19,97.15,-9.2,3.15
2,23.25,0.1,-13.65,2.1,-0.048,-0.25,79.8,-40.2,0,0,0,2.36,0.2,97.16,-9.5,3.1
2,23.75,0.1,-14,2.35,-0.048,-0.25,80.15,-39.2,0,0,0,2.38,0.2,97.17,-9.35,3.05
3,0.25,0.5,-22.35,3.65,-0.084,5.35,77,-45.6,0,0,0,3.21,0.265,96.825,-17.9,7.8
3,0.75,0.45,-19.35,2.45,-0.072,4.95,77.85,-44.4,0,0,0,2.79,0.25,96.82,-16.75,7.65
3,1.25,0.5,-20.2,2.1,-0.078,4.7,78.55,-44.1,0,0,0,3.08,0.26,96.81,-17,7.55
3,1.75,0.4,-19.95,2.55,-0.084,4.5,77.9,-43.9,0,0,0,3.17,0.26,96.79,-16.85,7.5
3,2.25,0.5,-20.1,1.9,-0.096,4.3,79.15,-44.15,0,0,0,3.23,0.29,96.81,-17.8,7.4
3,2.75,0.4,-21.4,3.9,-0.096,4.15,80.6,-42.15,0,0,0,3.28,0.28,96.825,-18.3,7.3
3,3.25,0.4,-20.65,3.2,-0.096,4,81.55,-41.65,0,0,0,3.64,0.29,96.785,-17.95,7.25
3,3.75,0.35,-19.6,3.65,-0.12,3.8,82.05,-41.2,0,0,0,3.51,0.32,96.785,-18.25,7.1
3,4.25,0.4,-20.4,2.9,-0.108,3.6,83.35,-41.9,0,0,0,3.37,0.3,96.79,-17.4,7
3,4.75,0.5,-22,3.6,-0.096,3.5,84.4,-41.15,0,0,0,3.28,0.28,96.815,-17.5,6.9
3,5.25,0.4,-16.85,3.65,-0.084,3.4,82.95,-37.7,0,0,0,3.37,0.26,96.84,-17.5,6.8
3,5.75,0.3,-19.7,2.5,-0.096,3.2,85.15,-38.75,0,0,0,3.29,0.28,96.855,-17.85,6.75
3,6.25,0.3,-18,3.4,-0.096,3.2,85.25,-38.3,0.2,0,0,3.51,0.29,96.87,-17.35,6.7
3,6.75,0.3,-12.3,6.1,-0.102,2.95,83.65,-19,7.45,1.8,13.1,3.56,0.295,96.865,-17.25,6.55
3,7.25,0.2,-6.7,11.75,-0.108,3.15,82.95,3.05,52.6,12.4,78,3.53,0.3,96.865,-13.9,6.4
3,7.75,0.3,3.9,18.9,-0.12,3.9,80.55,44.25,157.65,37.85,251.55,4.1,0.32,96.905,-10.8,6.4
3,8.25,0.1,33.85,28.2,-0.156,5.3,75.95,111.8,273.9,61.05,473.25,4.48,0.36,96.925,-6.5,6.45
3,8.75,0.2,59.6,34.5,-0.18,6,70.8,188.65,362.65,75.4,645.15,4.96,0.39,96.935,0.55,6.5
3,9.25,-0.1,98.8,40.9,-0.204,7.05,65.6,267.4,482.35,99.35,871.7,5.09,0.41,96.935,8.1,6.6
3,9.75,0.1,135.2,44.4,-0.228,8.4,63.8,338.8,584.25,116.7,1056.8,5.06,0.43,96.93,17,6.8
3,10.25,0.1,177.4,47.6,-0.228,9.3,58.6,394.8,650.6,126.25,1181.95,4.84,0.44,96.945,27.45,7
3,10.75,0.1,170,53.6,-0.234,9.8,56.3,433.9,713.75,136.95,1309.75,4.89,0.435,96.94,32.5,7.35
3,11.25,0.1,214,54.1,-0.216,10.75,52.9,480.45,770.05,147.6,1416.2,5.05,0.43,96.91,40.65,7.7
3,11.75,0.1,235.35,60.8,-0.222,11.45,50.3,514.55,815.85,151.3,1486.4,5.14,0.425,96.885,49.9,8.1
3,12.25,0.2,240.85,60.4,-0.234,12.2,49.4,539.65,846.8,157.85,1526.75,4.955,0.44,96.855,55.35,8.3
3,12.75,0.4,235.4,61.5,-0.24,12.75,46,530,837.25,157.35,1524.5,5,0.44,96.825,59.95,8.8
3,13.25,0.3,223.8,60.8,-0.216,13.1,43.65,515.75,822.6,156.65,1510.05,4.915,0.43,96.78,58.45,9.05
3,13.75,0.3,225.6,63.6,-0.228,13.85,42.55,499.35,798.3,152.75,1458.55,4.82,0.44,96.74,58.25,9.45
3,14.25,0.4,219.6,60.45,-0.216,14.3,41.55,471.8,757.8,146.75,1391.8,4.725,0.43,96.725,56.3,9.75
3,14.75,0.3,201.6,55.9,-0.216,14.75,40.9,423.2,695.95,137.3,1277.7,4.74,0.42,96.715,49.75,10
3,15.25,0.4,164.4,47.7,-0.228,15.1,39,360.2,613.5,125.1,1119.3,4.86,0.435,96.7,42.9,10.15
3,15.75,0.4,121.5,44.6,-0.216,15.2,39.9,278.95,512.1,108.9,927.6,4.93,0.42,96.69,31.7,10.25
3,16.25,0.45,87.35,40.5,-0.216,14.7,40.2,213.8,423.45,94.1,758.6,5.14,0.43,96.7,21.25,10.3
3,16.75,0.5,53.95,33.05,-0.18,14.05,41.3,139.55,315,77.1,547.85,4.57,0.38,96.685,13.2,10.25
3,17.25,0.45,21.3,25.05,-0.168,13.6,42.35,52.8,198.45,52.6,338,4.09,0.37,96.695,5.55,10.2
3,17.75,0.5,-6.8,16.9,-0.132,13,44.85,8.3,102.95,30.1,157.35,3.995,0.34,96.71,-1.05,10.05
3,18.25,0.5,-16.75,8.05,-0.096,11.65,50.1,-34.95,27,8.3,41.75,3.07,0.285,96.715,-6.45,9.9
3,18.75,0.5,-17,5.2,-0.066,10.05,55.6,-51.2,1.3,0.1,2.05,2.385,0.235,96.72,-10.45,9.65
3,19.25,0.5,-16.45,4.2,-0.048,8.9,58.6,-50.55,0,0,0,2.24,0.21,96.735,-15,9.35
3,19.75,0.4,-18.1,4.5,-0.06,7.55,61.45,-49.1,0,0,0,2.315,0.225,96.735,-15.5,9.2
3,20.25,0.6,-20,3.6,-0.06,7,63.8,-49,0,0,0,2.39,0.22,96.785,-17.05,9
3,20.75,0.5,-19.4,3.5,-0.072,6.6,67.75,-49.25,0,0,0,2.35,0.24,96.815,-18.05,8.9
3,21.25,0.45,-19,3.1,-0.06,6.6,70.5,-48,0,0,0,2.465,0.23,96.825,-17.8,8.7
3,21.75,0.5,-21.3,4,-0.054,6.25,69.9,-47.25,0,0,0,2.445,0.215,96.835,-18.7,8.55
3,22.25,0.5,-19.6,4.4,-0.072,6,72.8,-46.1,0,0,0,2.835,0.24,96.83,-19.1,8.35
3,22.75,0.5,-18.95,4.55,-0.084,5.65,73,-46.85,0,0,0,3.05,0.26,96.82,-19.35,8.25
3,23.25,0.5,-21,3.1,-0.084,5.65,73.65,-45.95,0,0,0,3.37,0.26,96.82,-18.55,8.2
3,23.75,0.4,-19.85,4.4,-0.102,5.45,75,-46.2,0,0,0,3.315,0.285,96.815,-17.6,8.1
4,0.25,1.3,-23.55,5,-0.096,11.85,78.6,-43.95,0,0,0,3.55,0.285,96.625,-18.8,13.4
4,0.75,1.2,-23.9,5.05,-0.09,11.4,79.05,-44.55,0,0,0,3.23,0.275,96.61,-18.8,13.4
4,1.25,1.1,-23.5,3.9,-0.084,10.75,80.55,-44.25,0,0,0,3.46,0.27,96.585,-18.65,13.35
4,1.75,1.2,-24.6,4.2,-0.102,10.55,81.6,-42.95,0,0,0,3.47,0.285,96.575,-19.15,13.15
4,2.25,1.1,-21.9,3.9,-0.084,10.15,83.65,-42.55,0,0,0,3.35,0.27,96.58,-18.75,13.05
4,2.75,1.1,-22,2.8,-0.072,10.05,82.45,-43.65,0,0,0,3.23,0.25,96.585,-19.5,12.95
4,3.25,1.2,-19.2,3,-0.084,10,83.45,-41,0,0,0,3.18,0.27,96.585,-20.1,12.8
4,3.75,1.2,-16.95,3.1,-0.084,9.95,84.3,-40.9,0,0,0,3.22,0.265,96.575,-20.2,12.65
4,4.25,1.2,-15.75,2.1,-0.066,9.7,84.85,-38.15,0,0,0,3.08,0.23,96.565,-19.25,12.55
4,4.75,1.1,-19.1,3.35,-0.084,9.5,85.35,-39.9,0,0,0,3.26,0.26,96.595,-19.65,12.45
4,5.25,0.95,-17.85,2.9,-0.084,9.4,85.95,-38.15,0,0,0,2.96,0.26,96.635,-18.45,12.4
4,5.75,1.1,-17.35,4.15,-0.078,9.35,86.75,-31.2,1.4,0.2,1.6,3.21,0.26,96.66,-18.65,12.35
4,6.25,0.6,-12.7,6.8,-0.102,9.65,86.65,-8.1,22.65,5.05,35.45,3.17,0.29,96.685,-18.3,12.25
4,6.75,0.3,-6.8,14,-0.084,10.2,85,17.75,79,19.2,119.35,3.5,0.26,96.71,-13.85,12.2
4,7.25,-0.1,10.5,28.2,-0.132,11.1,81.25,67.2,168.8,39.1,274.75,4.1,0.34,96.73,-6.45,12.2
4,7.75,-0.4,33.25,41.45,-0.144,12.25,78.25,128.7,281.45,62,478.45,4.3,0.34,96.755,-0.25,12.25
4,8.25,-0.95,53.55,50.95,-0.162,13.15,74.2,202.1,383,75.15,712.5,4.82,0.37,96.765,6.85,12.3
4,8.75,-1.2,85.4,55.3,-0.168,14.1,69.45,271.3,460.8,93.6,881.15,5.115,0.38,96.765,14.05,12.4
4,9.25,-1.3,110.8,69.5,-0.216,14.8,65.8,356.5,592.85,115.4,1099.2,4.98,0.43,96.745,23.15,12.65
4,9.75,-1.45,131.7,70.8,-0.204,14.75,63.55,423.35,658,123.3,1212.7,5.24,0.41,96.74,33.95,12.9
4,10.25,-1.7,153.05,78.6,-0.216,15.9,61.6,477.25,729.55,134.35,1364.4,5.14,0.425,96.76,42.2,13.3
4,10.75,-1.9,172.9,93.4,-0.222,16.9,57.35,500.95,782.65,144.55,1415.15,5.2,0.43,96.75,52,13.6
4,11.25,-1.4,185.8,101.8,-0.228,17.45,56.1,554.4,867.85,154.5,1600.25,5.17,0.44,96.76,61.4,13.85
4,11.75,-1.8,190.1,107.8,-0.24,17.95,52.25,575,816,151.75,1579.85,5.26,0.44,96.745,69.7,14.45
4,12.25,-1.75,203.2,106.2,-0.24,18.35,50,568.85,847,154.6,1580.35,5.39,0.45,96.735,71.9,14.85
4,12.75,-2.05,184.95,111.75,-0.24,18.65,49.55,590.25,859.8,155,1601.45,5.56,0.45,96.73,70.05,15.35
4,13.25,-1.4,200.7,122.45,-0.264,19,47.55,567.05,856.65,154.35,1591,5.755,0.47,96.71,70,15.65
4,13.75,-1.55,178,116.7,-0.252,19,46.8,544.85,847.7,150.3,1550.4,5.76,0.46,96.7,68.5,15.95
4,14.25,-1.5,167.5,105,-0.24,19.55,44.8,520,796.05,142.75,1462.35,5.69,0.45,96.685,62.95,16.25
4,14.75,-1.4,143.2,98.1,-0.228,19.7,44.75,450.05,730.25,130.4,1349.2,5.39,0.44,96.65,54.2,16.35
4,15.25,-1.2,126.55,86.5,-0.216,19.15,44.5,393.45,647.25,121.1,1159.7,5.45,0.42,96.63,43.5,16.4
4,15.75,-0.8,103.6,84.75,-0.204,19.75,45.6,337,573.3,111.4,1060.35,5.44,0.41,96.595,33.35,16.5
4,16.25,-0.6,88.95,76.95,-0.192,19.4,44.95,269.05,484.45,100.6,853.75,5.17,0.4,96.59,28.1,16.5
4,16.75,-0.45,55.9,66.2,-0.204,19.25,44.95,188.3,381.15,82.95,678.2,5.52,0.42,96.575,17.1,16.4
4,17.25,0,27.95,53.1,-0.18,18.8,45.75,119.1,280.6,64.45,497.75,5.08,0.39,96.555,5.95,16.3
4,17.75,0.1,6.1,37.3,-0.15,18.75,48.35,51.55,172.2,43.85,277.1,4.83,0.35,96.545,-0.25,16.15
4,18.25,0.6,-14.3,24.9,-0.132,18.2,54.3,4,81.5,21.7,114.7,4.3,0.325,96.52,-3.5,16.1
4,18.75,1.1,-19.5,13,-0.072,16.9,60.2,-37,17.7,3.7,30.7,3.455,0.25,96.54,-10.2,15.8
4,19.25,1.6,-22.7,7.3,-0.072,15.45,62.5,-47.35,0.6,0,0.55,3.175,0.25,96.555,-17.25,15.45
4,19.75,1.6,-22.4,8.45,-0.084,14.7,65.45,-48.1,0,0,0,3.195,0.26,96.58,-19.35,15.1
4,20.25,1.7,-21.5,7.8,-0.078,14,67.75,-47.5,0,0,0,3.205,0.26,96.6,-19.15,14.9
4,20.75,1.6,-25.2,7.15,-0.084,13.45,69.7,-47.05,0,0,0,3.12,0.26,96.625,-19.75,14.7
4,21.25,1.5,-24.85,8.5,-0.084,13.05,70.75,-48.5,0,0,0,3.095,0.27,96.65,-19.6,14.6
4,21.75,1.35,-23,6.1,-0.084,12.75,72.55,-45.2,0,0,0,3.25,0.27,96.655,-19.65,14.4
4,22.25,1.4,-21.3,6.1,-0.084,12.75,73.45,-45.2,0,0,0,3.09,0.26,96.66,-19.8,14.25
4,22.75,1.4,-21.5,5.3,-0.084,12.5,75.35,-44.6,0,0,0,3.3,0.26,96.655,-19.45,14.1
4,23.25,1.3,-24.1,5.85,-0.096,12.7,77.05,-44.15,0,0,0,3.46,0.28,96.615,-19.15,14
4,23.75,1.3,-22.3,5.7,-0.114,12.1,77.35,-43.8,0,0,0,3.6,0.31,96.61,-19.35,13.9
5,0.25,3.5,-20.4,8.4,-0.096,15.35,85.1,-36.7,0,0,0,3.39,0.285,96.615,-18.4,17.9
5,0.75,3.5,-18.5,8.5,-0.096,15.15,85.85,-34.75,0,0,0,3.385,0.29,96.615,-17.6,17.7
5,1.25,3.1,-19.1,7.7,-0.096,15.35,85.15,-34.55,0,0,0,3.255,0.28,96.6,-17.95,17.6
5,1.75,3.25,-18.9,6.3,-0.084,15.2,86.8,-35.3,0,0,0,3.235,0.26,96.595,-16.9,17.6
5,2.25,3.3,-17.8,6.55,-0.096,14.95,86.85,-26.45,0,0,0,3.455,0.28,96.58,-17.05,17.5
5,2.75,3.6,-20.05,7.5,-0.096,14.75,87.4,-31.5,0,0,0,3.23,0.29,96.59,-16.95,17.4
5,3.25,3.2,-24,5.75,-0.102,14.75,87.35,-32.5,0,0,0,3.305,0.295,96.62,-17.1,17.25
5,3.75,3.05,-20.45,4,-0.084,14.9,87.95,-26.9,0,0,0,3.125,0.27,96.61,-16.9,17.1
5,4.25,3,-20.1,8,-0.108,14.4,89.35,-25.25,0,0,0,3.42,0.3,96.59,-17.4,17.05
5,4.75,3.2,-20.35,6.2,-0.102,14.55,89.4,-26.05,0,0,0,3.49,0.29,96.585,-17.35,16.95
5,5.25,3,-16.7,7.4,-0.108,14.55,90.3,-18.7,2.2,0.3,4.75,3.44,0.29,96.58,-17.85,16.95
5,5.75,2.4,-13.1,9.05,-0.108,14.25,89.7,-4.35,23.2,5.4,40.7,3.75,0.305,96.59,-15.95,16.9
5,6.25,0.7,-9.5,19.65,-0.114,14.7,88.55,20.85,71.75,17.05,114.85,3.865,0.31,96.62,-12.4,16.9
5,6.75,-1.5,4.5,37.65,-0.12,15,87,61.5,125.5,28.55,214.75,4.16,0.31,96.65,-6.9,16.9
5,7.25,-2.9,16.4,53.5,-0.132,16.3,83.8,111.6,200,45.6,356.9,4.06,0.34,96.65,-1.45,16.95
5,7.75,-4.6,31.7,71.1,-0.144,16.85,81.05,178.45,324.35,72.85,585.2,4.06,0.34,96.67,5.55,16.95
5,8.25,-6.1,52.6,93.75,-0.168,17.4,77.2,255.7,421,89.6,792.4,4.325,0.37,96.65,11.8,17.1
5,8.75,-7.2,64.95,110.5,-0.144,18.15,74.65,321.65,508.35,109.55,965.5,4.51,0.35,96.685,18.1,17.3
5,9.25,-8.4,89.3,127.9,-0.18,19.1,71.75,412.25,667.25,130.7,1206.95,4.07,0.39,96.695,27.7,17.5
5,9.75,-9.3,111.15,154.3,-0.192,19.9,69.7,502.95,766.65,145.45,1371.8,4.32,0.4,96.68,40.5,17.75
