DOY2,HR2,USTAR,TA_1,WS,FC,H,LE,G_1_2_1,RH_1,PA,VPD,NETRAD,PPFD_IN,H2O_1
2,0.25,0.145,2.668,1.2225,0.542,-12.037,0.501,-3.3295,81.031,86.702,3.06,-22.597,0,6.1885
2,0.75,0.1435,2.592,1.226,0.3455,-10.219,0.6695,-3.3495,80.7835,86.702,3.07,-21.886,0,6.149
2,1.25,0.137,2.65,1.246,0.463,-10.826,0.4385,-3.417,80.362,86.705,3.065,-22.3235,0,6.078
2,1.75,0.1585,2.491,1.268,0.5285,-12.14,0.5785,-3.467,79.856,86.683,3.065,-22.502,0,5.9715
2,2.25,0.1775,2.3595,1.2465,0.445,-13.465,0.507,-3.53,78.1185,86.659,3.24,-22.516,0,5.907
2,2.75,0.154,2.3625,1.3295,0.33,-14.7125,0.38,-3.5355,75.7915,86.652,3.315,-21.9675,0,5.828
2,3.25,0.17,2.438,1.405,0.4865,-15.2835,0.326,-3.5435,75.032,86.649,3.355,-22.57,0,5.8035
2,3.75,0.173,2.4355,1.4495,0.511,-17.155,0.5635,-3.593,74.688,86.625,3.245,-20.536,0,5.7465
2,4.25,0.166,2.486,1.347,0.553,-13.597,0.557,-3.639,72.796,86.624,3.36,-19.664,0,5.724
2,4.75,0.161,2.321,1.335,0.463,-16.2905,0.711,-3.685,74.561,86.627,3.34,-20.604,0,5.587
2,5.25,0.1495,2.418,1.328,0.4445,-13.621,0.3415,-3.682,74.063,86.6345,3.49,-23.011,0,5.579
2,5.75,0.156,2.393,1.401,0.345,-17.5035,0.774,-3.69,71.949,86.6325,3.51,-22.935,0,5.421
2,6.25,0.152,2.256,1.26,0.447,-14.2185,0.581,-3.686,70.538,86.6375,3.57,-22.22,0,5.392
2,6.75,0.157,2.302,1.288,0.499,-14.125,0.466,-3.691,69.827,86.6455,3.51,-21.66,2.7595,5.294
2,7.25,0.149,2.4295,1.3435,0.291,-13.774,0.608,-3.691,68.307,86.661,3.64,-7.029,31.357,5.267
2,7.75,0.183,2.5655,1.4295,0.152,-15.238,1.986,-3.6995,67.7055,86.676,3.88,11.123,136.9,5.237
2,8.25,0.24,3.4355,1.484,-0.236,-8.449,8.821,-3.733,68.6525,86.687,4.135,48.66,318.62,5.646
2,8.75,0.2855,4.11,1.549,-1.255,4.802,23.3,-3.6485,64.231,86.704,4.49,100.36,502.42,5.7755
2,9.25,0.313,4.9005,1.491,-2.927,33.384,33.612,-3.627,62.81,86.707,5.04,150.21,649.93,5.8655
2,9.75,0.3425,5.6575,1.604,-4.488,66.772,48.0465,-3.5225,60.0975,86.722,5.555,197.57,804.73,6
2,10.25,0.3605,6.226,1.862,-4.5545,87.501,49.1995,-3.2945,56.566,86.732,5.45,247.95,922.14,5.957
2,10.75,0.372,6.571,1.872,-5.431,109.168,57.5955,-3.09,54.344,86.735,5.435,270.92,985.255,5.956
2,11.25,0.393,7.007,1.9405,-5.605,122.923,62.852,-3.022,52.553,86.718,5.63,290.96,1061.75,6.039
2,11.75,0.4215,7.1215,2.0215,-6.02,132.73,65.399,-2.8955,52.293,86.718,5.73,315.3,1109.7,6.105
2,12.25,0.431,7.2525,2.091,-5.978,139.034,70.922,-2.864,51.0345,86.7,6.02,317.86,1102.6,6.2515
2,12.75,0.439,7.5355,2.123,-6.373,139.01,69.159,-2.7975,50.507,86.668,6.07,307.17,1061.3,6.4505
2,13.25,0.449,7.544,2.1825,-5.971,135.187,58.729,-2.7295,54.258,86.659,6.11,273.08,1010.7,6.626
2,13.75,0.439,7.482,2.092,-5.657,118.744,57.658,-2.661,56.897,86.62,5.81,256.95,927.48,6.647
2,14.25,0.424,7.317,2.11,-5.52,107.289,52.742,-2.587,56.37,86.614,5.82,220.215,798.405,6.772
2,14.75,0.4075,7.015,2.031,-5.053,84.335,46.2855,-2.389,60.423,86.622,5.17,186.25,678.06,6.985
2,15.25,0.3975,6.829,1.924,-4.383,72.588,40.154,-2.364,61.963,86.6315,4.85,139.82,508.62,7.019
2,15.75,0.357,6.662,1.7155,-3.455,41.542,28.837,-2.379,64.835,86.622,4.68,88.476,397.01,7.0565
2,16.25,0.304,6.339,1.527,-2.179,15.072,16.237,-2.3885,67.676,86.6095,4.29,39.163,238.74,7.196
2,16.75,0.231,5.731,1.205,-1.037,-0.463,8.449,-2.4085,72.594,86.593,3.785,9.469,116.21,7.4745
2,17.25,0.16,5.2825,1.068,-0.014,-4.431,2.16,-2.45,75.468,86.6085,3.41,-14.59,32.872,7.383
2,17.75,0.1225,4.6935,0.97,0.4065,-6.086,0.3605,-2.5035,79.9885,86.631,2.79,-30.775,2.744,7.3965
2,18.25,0.13,4.298,1.078,0.419,-4.7095,-0.013,-2.5485,82.4,86.636,2.4,-29.826,0,7.3485
2,18.75,0.11,3.9525,1.064,0.387,-5.799,0.155,-2.6605,84.814,86.6225,2.335,-28.062,-0.018,7.2415
2,19.25,0.1135,3.825,1.06,0.3095,-5.878,0.3535,-2.676,84.857,86.6245,2.32,-27.797,-0.004,7.0625
2,19.75,0.131,3.505,1.057,0.408,-6.478,0.527,-2.7445,85.7135,86.6435,2.36,-23.972,-0.002,6.951
2,20.25,0.134,3.403,1.14,0.5225,-7.9455,0.166,-2.8,85.402,86.67,2.5,-22.2095,0,6.983
2,20.75,0.152,3.22,1.1365,0.572,-9.168,0.44,-2.813,86.293,86.671,2.49,-23.642,0,6.879
2,21.25,0.1495,3.301,1.2065,0.4425,-8.494,0.3335,-2.867,83.739,86.692,2.28,-20.2435,0,6.783
2,21.75,0.135,3.231,1.138,0.443,-8.702,0.456,-2.971,84.449,86.7,2.68,-20.971,-5e-04,6.636
2,22.25,0.147,3.197,1.191,0.5055,-10.783,0.361,-3.0715,83.524,86.6915,2.745,-21.882,0,6.61
2,22.75,0.157,2.966,1.2645,0.69,-12.105,0.533,-3.073,83.879,86.685,2.905,-20.221,0,6.4
2,23.25,0.138,2.952,1.2095,0.569,-11.918,0.377,-3.138,83.569,86.685,3.16,-22.805,0,6.355
2,23.75,0.1455,2.978,1.1925,0.449,-10.2475,0.57,-3.2795,82.681,86.671,3.03,-22.379,0,6.3595
3,0.25,0.142,4.031,1.249,0.427,-10.9775,0.1955,-3.0695,80.327,86.6995,2.47,-31.4805,-0.02,6.606
3,0.75,0.1395,3.888,1.252,0.2585,-9.416,0.0545,-3.222,77.846,86.698,2.7,-36.5105,-0.012,6.523
3,1.25,0.1465,3.969,1.238,0.26,-12.062,0.233,-3.3695,78.028,86.696,2.5,-34.3705,-0.0075,6.437
3,1.75,0.1505,4.317,1.345,0.3865,-13.9975,0.5685,-3.4135,77.151,86.698,2.74,-34.642,-0.0055,6.296
3,2.25,0.143,4.036,1.3035,0.2985,-12.7495,0.287,-3.5215,76.506,86.6845,2.67,-39.5255,-0.0055,6.303
3,2.75,0.148,3.719,1.274,0.284,-12.838,0.201,-3.574,75.666,86.6805,3.015,-39.297,-0.003,6.228
3,3.25,0.141,3.672,1.25,0.247,-11.754,0.0495,-3.6175,74.438,86.666,3.06,-36.4675,-0.007,6.175
3,3.75,0.1445,3.739,1.2585,0.327,-13.748,0.456,-3.676,72.57,86.6645,3.085,-38.505,-0.001,6.148
3,4.25,0.152,3.742,1.3315,0.311,-13.03,0.525,-3.72,72.486,86.659,3.425,-38.3175,-0.002,6.148
3,4.75,0.152,3.788,1.349,0.358,-14.831,0.668,-3.719,72.767,86.6775,3.33,-38.3595,0,5.942
3,5.25,0.14,3.702,1.316,0.321,-13.127,0.493,-3.686,71.509,86.6815,3.34,-40.8725,0,5.891
3,5.75,0.144,3.434,1.347,0.247,-12.1,0.334,-3.686,72.083,86.6925,3.275,-41.977,0.232,5.868
3,6.25,0.151,3.516,1.349,0.183,-13.166,0.317,-3.706,69.696,86.701,3.315,-25.797,10.0765,5.858
3,6.75,0.153,3.785,1.36,0.148,-13.7535,0.788,-3.697,68.219,86.716,3.375,0.311,76.257,5.908
3,7.25,0.194,4.483,1.383,-0.176,-14.674,3.965,-3.688,65.417,86.75,3.985,38.1005,246.71,6.069
3,7.75,0.243,5.317,1.405,-1.019,-5.9575,19.775,-3.6855,63.716,86.768,4.43,95.7465,442.47,6.253
3,8.25,0.293,6.218,1.417,-3.062,16.061,52.511,-3.615,61.749,86.7855,5.09,170.14,645.82,6.39
3,8.75,0.322,7.242,1.514,-4.7635,54.317,69.254,-3.4165,56.433,86.806,5.6,240.48,835.635,6.358
3,9.25,0.3535,7.982,1.526,-5.9185,85.839,83.3315,-3.1365,51.887,86.8165,6.495,305.64,1003.35,6.323
3,9.75,0.401,8.838,1.719,-6.502,116.248,81.437,-2.677,49.284,86.824,6.79,365.42,1145.15,6.456
3,10.25,0.4165,9.22,1.955,-6.759,143.9995,99.078,-2.5215,47.45,86.829,7.19,416.89,1272.05,6.442
3,10.75,0.451,9.494,2.0865,-7.4925,167.939,109.217,-2.437,44.678,86.837,7.055,460.46,1363.8,6.4925
3,11.25,0.457,9.7495,2.1525,-7.1995,189.55,109.6655,-2.409,44.342,86.825,7.38,490.01,1435,6.5415
3,11.75,0.4785,10.01,2.266,-7.645,205.41,102.673,-2.352,45.679,86.829,6.895,502.76,1460.1,6.605
3,12.25,0.488,10.1635,2.3845,-7.45,212.73,111.26,-2.18,47.8855,86.822,7.065,506.46,1466.2,6.8405
3,12.75,0.495,10.496,2.37,-7.1385,200.9855,107.158,-2.179,47.856,86.8045,7.06,501.19,1436.9,6.955
3,13.25,0.506,10.519,2.451,-7.411,212.2335,107.3935,-1.3875,50.303,86.793,7.07,477.48,1350.1,7.14
3,13.75,0.511,10.5275,2.474,-7.543,184.7465,91.154,-0.333,51.4795,86.755,6.81,443.7,1256.9,7.309
3,14.25,0.494,10.489,2.42,-6.5465,171.553,92.205,0.344,52.606,86.75,6.87,396.41,1137.6,7.349
3,14.75,0.482,10.4105,2.3205,-5.9735,144.9185,80.6145,2.459,54.7155,86.7355,6.495,353.98,1004.9,7.406
3,15.25,0.46,10.113,2.311,-5.347,118.488,70.808,1.972,53.9905,86.7155,6.06,279.115,840.385,7.47
3,15.75,0.438,10.074,2.168,-4.931,94.686,64.118,0.9585,58.0585,86.719,5.875,219.205,681.17,7.602
3,16.25,0.407,9.7015,2.0375,-4.012,62.761,47.835,0.459,61.3175,86.7035,5.455,145.22,523.4765,7.824
3,16.75,0.351,9.253,1.785,-2.745,26.788,29.068,0.8245,63.3405,86.684,5.07,69.933,344.6,7.847
3,17.25,0.278,8.6575,1.42,-1.119,2.467,15.529,1.073,65.753,86.6855,4.815,13.625,167.475,7.96
3,17.75,0.173,7.731,1.07,0.031,-5.639,3.583,0.909,71.3875,86.676,4.095,-28.936,50.246,8.04
3,18.25,0.1065,6.6845,0.824,0.245,-4.8295,0.319,0.3255,76.121,86.677,3.47,-55.813,4.8455,8.139
3,18.75,0.102,5.8975,0.816,0.226,-3.347,0.176,-0.0605,80.642,86.6755,2.985,-52.807,0,7.904
3,19.25,0.083,5.551,0.883,0.155,-2.305,0.12,-0.739,83.224,86.683,2.59,-49.0765,-0.032,7.806
3,19.75,0.093,5.3135,0.867,0.151,-2.681,-0.237,-1.35,84.0255,86.693,2.31,-42.352,-0.036,7.639
3,20.25,0.102,5,0.972,0.1795,-4.5675,0.2325,-1.9255,84.621,86.6985,2.3,-39.17,-0.0355,7.608
3,20.75,0.114,5.098,1.032,0.176,-5.435,0.354,-2.456,83.669,86.706,2.4,-38.488,-0.037,7.5575
3,21.25,0.113,5.015,1.068,0.188,-5.637,0.268,-2.526,84.749,86.712,2.49,-36.636,-0.031,7.3195
3,21.75,0.12,4.856,1.12,0.216,-8.0075,0.312,-2.527,81.183,86.724,2.52,-37.535,-0.013,7.1715
3,22.25,0.131,4.82,1.085,0.316,-7.77,0.5415,-2.593,81.493,86.724,2.52,-37.144,-0.015,6.9425
3,22.75,0.1345,4.669,1.135,0.3855,-9.3215,0.402,-2.637,81.2,86.715,2.535,-34.324,-0.005,6.8375
3,23.25,0.1275,4.732,1.144,0.318,-10.178,0.401,-2.746,80.033,86.706,2.75,-35.031,-0.018,6.7415
3,23.75,0.147,4.508,1.2515,0.3525,-9.882,0.444,-2.94,80.151,86.709,2.72,-32.277,-0.023,6.6915
4,0.25,0.136,4.737,1.167,0.564,-6.262,0.106,-3.807,82.6105,86.597,2.63,-24.472,-0.0435,7.6755
4,0.75,0.1265,4.7285,1.203,0.471,-8.259,0.154,-4.393,83.269,86.5935,2.79,-24.7175,-0.0315,7.6135
4,1.25,0.127,4.612,1.168,0.4415,-8.606,0.202,-4.728,81.363,86.566,2.82,-26.369,-0.02,7.442
4,1.75,0.1325,4.454,1.1145,0.4015,-7.328,0.281,-4.986,81.505,86.566,2.59,-25.205,-0.024,7.284
4,2.25,0.131,4.362,1.212,0.459,-8.522,0.268,-5.19,81.915,86.57,2.65,-28.22,-0.023,7.171
4,2.75,0.134,4.453,1.0945,0.4355,-6.079,0.277,-5.54,81.625,86.56,2.69,-29.275,-0.035,7.083
4,3.25,0.118,4.478,1.129,0.266,-4.412,0.123,-5.598,81.842,86.56,2.61,-28.478,-0.04,6.983
4,3.75,0.124,4.384,1.0635,0.29,-7.7385,0.103,-5.936,81.495,86.546,2.51,-28.596,-0.024,6.947
4,4.25,0.134,4.156,1.09,0.33,-6.889,0.118,-6.144,81.625,86.548,2.635,-29.044,-0.032,6.86
4,4.75,0.131,4.053,1.168,0.402,-10.139,0.133,-6.282,81.139,86.546,2.67,-27.742,0,6.806
4,5.25,0.128,3.773,1.227,0.341,-8.77,0.2285,-6.368,80.276,86.549,2.89,-25.223,1.35,6.749
4,5.75,0.1325,3.867,1.1855,0.216,-9.149,0.1925,-6.447,80.76,86.563,2.91,-8.72,25.877,6.723
4,6.25,0.145,4.205,1.232,0.0925,-8.435,0.715,-6.576,78.967,86.584,3.01,16.739,114.35,6.785
4,6.75,0.189,4.623,1.1835,-0.1915,-6.963,2.852,-6.575,75.975,86.604,2.94,62.356,296.26,6.912
4,7.25,0.235,5.623,1.289,-1.751,4.339,23.057,-6.265,74.613,86.628,3.42,127.92,510.9,7.161
4,7.75,0.295,6.693,1.47,-3.8,37.7575,51.17,-5.289,69.49,86.641,4.45,203.56,725.74,7.228
4,8.25,0.359,7.521,1.665,-6.212,78.091,85.8475,-4.33,65.103,86.643,5.575,288.46,921.02,7.201
4,8.75,0.412,8.244,1.991,-7.429,125.403,102.964,-2.762,61.893,86.652,6.185,365.81,1107.1,7.213
4,9.25,0.429,8.5315,2.113,-8.121,165.83,110.647,-1.863,58.7885,86.6695,6.38,436.675,1263.95,6.9995
4,9.75,0.466,8.933,2.299,-8.062,194.822,130.558,-1.363,57.4505,86.681,6.52,489.765,1388.5,7.071
4,10.25,0.478,9.377,2.3735,-8.529,217.35,139.6565,-0.005,55.246,86.69,6.59,547.87,1493,7.223
4,10.75,0.51,9.818,2.476,-8.816,233.006,136.918,1.4445,55.295,86.686,6.74,580.09,1576.7,7.334
4,11.25,0.53,10.307,2.5535,-8.903,265.664,156.1465,2.4245,53.851,86.683,6.945,608.12,1608.7,7.287
4,11.75,0.54,10.688,2.673,-9.008,263.29,156.8935,4.2965,54.442,86.678,6.74,621.15,1615.6,7.513
4,12.25,0.549,10.9455,2.78,-8.615,264.1045,149.341,6.399,53.5465,86.6755,6.85,594.115,1596.6875,7.7195
4,12.75,0.556,11.012,2.78,-8.8425,260.553,148.098,9.234,54.103,86.673,6.68,571.36,1500.1,7.897
4,13.25,0.5395,10.982,2.799,-8.439,241.36,139.91,12.255,55.185,86.67,6.57,582.12,1512.9,7.836
4,13.75,0.574,11.149,2.836,-8.198,267.4305,144.026,15.574,55.458,86.668,7.03,539.53,1421.9,7.911
4,14.25,0.555,10.981,2.791,-7.57,243.16,134.2595,17.763,56.46,86.665,7.005,504.36,1296.9,8.044
4,14.75,0.544,10.461,2.728,-7.263,221.43,117.528,18.774,56.733,86.652,6.84,438.3,1187,8.046
4,15.25,0.5,10.403,2.672,-6.735,172.608,100.256,19.912,55.853,86.64,6.265,351.59,976.35,8.125
4,15.75,0.4745,10.379,2.484,-5.61,147.332,91.7285,19.018,58.282,86.623,6.19,295.7,856.227,8.136
4,16.25,0.454,10.085,2.357,-4.738,101.413,73.761,17.175,60.078,86.604,6.14,211.55,656.78,8.155
4,16.75,0.411,9.508,2.157,-3.7405,59.371,55.5,15.016,61.878,86.604,5.69,136.69,480.33,8.162
4,17.25,0.3525,9.03,1.904,-2.38,26.8485,40.915,13.199,65.523,86.616,5.2,65.623,307.16,8.158
4,17.75,0.278,8.438,1.537,-0.486,1.328,21.711,11.712,67.96,86.599,4.73,10.769,151.58,8.316
4,18.25,0.178,7.677,1.164,0.36,-6.58,4.246,10.113,72.757,86.592,3.92,-31.266,40.58,8.531
4,18.75,0.116,6.778,0.868,0.61,-5.657,0.198,8.004,76.786,86.589,3.35,-49.824,3.247,8.454
4,19.25,0.1025,6.4895,0.871,0.506,-3.941,0.153,6.0345,80.79,86.608,2.73,-46.584,0,8.3825
4,19.75,0.098,5.9765,0.883,0.3545,-3.2595,0.014,4.2765,83.673,86.6245,2.505,-41.9145,-0.0445,8.273
4,20.25,0.096,5.6915,0.898,0.182,-1.959,0.055,2.447,85.307,86.6415,2.38,-41.2725,-0.0335,8.3715
4,20.75,0.1,5.547,0.935,0.29,-4.134,0.059,0.7965,86.0175,86.652,2.22,-40.0795,-0.0515,8.3095
4,21.25,0.106,5.5455,1.0625,0.433,-4.963,0.019,-0.599,86.0425,86.6465,2.25,-35.148,-0.0435,8.266
4,21.75,0.125,5.2985,1.042,0.628,-6.1495,0.0885,-1.351,85.816,86.639,2.22,-33.8865,-0.038,8.155
4,22.25,0.127,5.176,1.099,0.41,-5.315,0.068,-1.5745,85.4905,86.6245,2.39,-28.6675,-0.0505,8.045
4,22.75,0.116,4.983,1.072,0.3565,-5.5085,0.116,-2.045,85.7185,86.614,2.31,-30.7655,-0.056,7.9735
4,23.25,0.1245,4.741,1.072,0.303,-5.552,-0.005,-2.7655,84.6895,86.614,2.41,-28.625,-0.024,7.912
4,23.75,0.12,4.8025,1.071,0.323,-5.396,0.0595,-3.5,84.1455,86.607,2.39,-24.396,-0.0335,7.6955
5,0.25,0.117,9.514,1.127,0.3005,-7.167,0.303,-3.796,66.813,86.64,5.385,-55.4465,-0.016,8.836
5,0.75,0.1205,9.197,1.1745,0.506,-7.469,0.271,-4.576,67.008,86.626,5.2,-55.662,-0.015,8.751
5,1.25,0.115,9.14,1.1875,0.393,-7.192,0.471,-5.347,66.19,86.616,5.26,-54.9125,-0.021,8.44
5,1.75,0.1165,8.977,1.183,0.463,-8.596,0.43,-5.907,65.568,86.608,5.3,-55.2135,-0.017,8.255
5,2.25,0.1255,8.703,1.215,0.375,-9.5345,0.385,-6.29,64.657,86.598,5.305,-54.083,-0.018,8.125
5,2.75,0.1195,8.642,1.243,0.437,-9.34,0.406,-6.685,65.136,86.599,5.56,-54.136,-0.02,7.926
5,3.25,0.118,8.792,1.28,0.406,-8.56,0.599,-7.031,64.642,86.598,5.58,-53.0135,-0.017,7.814
5,3.75,0.122,8.704,1.259,0.433,-8.495,0.677,-7.429,63.156,86.595,5.65,-52.9305,-0.015,7.664
5,4.25,0.13,8.732,1.192,0.564,-9.951,0.73,-7.764,61.47,86.596,5.67,-53.4625,0.009,7.506
5,4.75,0.1265,8.476,1.245,0.46,-9.354,0.628,-7.973,60.869,86.589,5.64,-49.804,5.631,7.481
5,5.25,0.125,8.574,1.2325,0.416,-8.987,0.811,-8.376,59.949,86.599,5.97,-23.1955,45.33,7.48
5,5.75,0.137,8.732,1.3465,0.1365,-11.428,1.3505,-8.432,60.081,86.611,6.2,20.2245,173.21,7.604
5,6.25,0.169,9.714,1.357,-0.02,-13.503,12.895,-8.391,59.075,86.628,6.355,91.1655,400.09,7.898
5,6.75,0.222,10.859,1.271,-0.6885,-2.666,55.429,-7.957,58.289,86.649,6.8,164.73,604.13,8.449
5,7.25,0.246,12.5625,1.226,-3.627,26.286,98.663,-6.8495,54.1925,86.6725,8.01,242.5,798.91,8.751
5,7.75,0.2915,13.8415,1.3875,-6.0015,65.331,126.8405,-3.922,47.5385,86.695,9.805,324.27,1000.355,8.6365
5,8.25,0.345,14.7485,1.718,-6.814,98.4805,147.73,-1.2515,42.787,86.708,10.53,403.84,1180.2,8.3925
5,8.75,0.377,15.342,1.921,-7.708,141.13,172.2615,0.9045,40.468,86.7155,11.39,479.54,1357.8,8.194
5,9.25,0.4045,15.717,2.067,-7.672,174.767,183.9455,2.287,38.403,86.7235,11.85,544.41,1503.05,7.8725
5,9.75,0.419,16.0155,2.293,-8.24,211.345,189.435,3.904,37.4345,86.734,11.9,600.56,1624.75,7.881
5,10.25,0.459,16.385,2.42,-8.777,258.6085,203.9565,5.3365,38.4405,86.7395,12.18,646.12,1729,8.238
5,10.75,0.501,16.7505,2.575,-9.273,286.9865,219.2195,6.407,39.7865,86.739,12.425,681.36,1798.2,8.431
5,11.25,0.518,16.832,2.7405,-8.57,303.421,216.285,7.846,41.644,86.736,11.805,701.36,1840.85,8.748
5,11.75,0.5485,16.93,2.813,-9.087,311.7995,216.0675,9.301,43.136,86.7295,11.795,711.84,1873,8.981
5,12.25,0.551,17.218,2.842,-8.894,320.596,219.1655,12.077,43.695,86.731,11.895,713.32,1863.95,9.172
5,12.75,0.557,17.275,2.819,-8.4235,316.7025,210.881,16.407,42.9365,86.726,12.01,704.69,1840.5,9.122
5,13.25,0.567,17.295,2.88,-8.006,316.2005,214.638,24.169,41.881,86.725,12.34,681.765,1783.25,9.249
