DOY2,HR2,VPD,CO2,H2O,LW_IN,SW_IN,NETRAD_1_1_1,LW_OUT,SW_OUT,USTAR,TA_1_1_1,RH,PPFD_IN,PPFD_OUT,LE,H,G_3_1_1,SH,TS_1_1_1,TS_1_2_1,PA,WS
1,10.75,0.18,371.966,1.6,194.25,33.605,13.48,217.475,13.485,0.359,-23.925,75.475,72.2425,29.6,0.75,3.78,-5.06,0.5,-6.2275,-6.1825,94.4,1.4075
1,11.25,0.2,372.43525,1.54925,199.55,51.595,21.705,219.95,19.78,0.3485,-23.1,73.775,99.7175,42.04,1.775,8.735,-5.06,1.15,-6.2225,-6.17,94.3,1.545
1,11.75,0.2275,372.822,1.5875,202.4,60.81,31.6125,223.5,24.8,0.3625,-22.25,70.9,127.165,57.1,2.2,15.0225,-5.045,1.8,-6.205,-6.165,94.3,1.4775
1,12.25,0.2375,373.224,1.487,205.2,71.31,39.545,226.075,29.08,0.35375,-21.375,70.975,138.1075,65.8,2.4,26.155,-5.05,1.3,-6.19,-6.14,94.3,1.475
1,12.75,0.24,373.206,1.56725,207.175,74.1,43.4,227.525,29.545,0.3525,-21.125,68.925,148.2725,65.51,3.7,22.815,-5.04,1.5,-6.165,-6.12,94.3,1.525
1,13.25,0.2575,373.3615,1.577,205.75,83.125,46.1825,228.475,32.69,0.36025,-20.65,66.75,165.21,74.435,3.8,29.24,-4.98,1.275,-6.1525,-6.1,94.3,1.5925
1,13.75,0.26,373.142,1.727,206.75,85.9,46.4175,230.15,31.755,0.345,-20.1,64.776,160.275,76.2425,3.125,28.87,-4.905,1.025,-6.1625,-6.08,94.3,1.48
1,14.25,0.26,372.51725,1.744,203.65,80.55,39.675,229.8,27.1,0.33875,-19.975,66.375,141.215,61.795,3.5,26.955,-4.905,0.6,-6.1775,-6.0875,94.275,1.575
1,14.75,0.25,372.0465,1.786,207.375,68.655,34.2475,228.625,23.6525,0.32225,-19.825,67.25,128.9025,52.8875,2.525,22.185,-4.89,0.475,-6.195,-6.105,94.3,1.53
1,15.25,0.25,372.039,1.787,195.825,53.7,21.34,227.35,18.7075,0.3415,-19.4,67.625,104.2,41.205,1.5,16.6455,-4.865,0.175,-6.2,-6.115,94.3,1.7
1,15.75,0.25,372.037,1.78525,196.675,36.88,7.7525,226.45,13.1175,0.33,-19.625,68.5,80.07,30.0525,1.1,9.305,-4.7725,-0.9,-6.205,-6.125,94.3,1.73
1,16.25,0.24,371.7135,1.7735,197.775,23.78,-3.25,225,8.2925,0.31,-20.05,69.575,50.06,19.6975,0.1,2.9375,-4.71,-2.25,-6.205,-5.955,94.3,1.735
1,16.75,0.23,371.297,1.679,191.95,8.07,-43.51,222.05,2.7325,0.285,-20.4,71.325,19.1825,7.525,-0.575,-4.5975,-4.8175,-3.7,-6.21,-6.1325,94.4,1.7225
1,17.25,0.22,371.062,1.738,195.4,0,-62.485,220.725,0,0.265,-21.125,73.1,1.1625,0.82,-0.4,-11.1875,-4.8775,-5.05,-6.2175,-6.14,94.4,1.6525
1,17.75,0.21,370.813,1.836,195.525,-1.79,-57.95,219.825,0,0.264,-21.25,73.575,0,0,-0.8,-16.07,-4.9,-5.175,-6.225,-6.1425,94.4,1.5875
1,18.25,0.2,370.457,1.8425,196.975,-2.15,-55.7075,218.4,0,0.25,-21.95,73.725,0,0,-0.8,-14.08,-4.885,-4.9,-6.2325,-6.1475,94.4,1.6
1,18.75,0.2,370.1335,1.8465,191.575,-1.975,-55.355,219.25,0,0.2375,-22.425,75.05,0,0,-0.85,-14.055,-4.885,-3.925,-6.2375,-6.155,94.375,1.58
1,19.25,0.19,369.927,1.8345,189.525,-1.89,-49.4,218.8,0,0.2305,-22.575,75,0,0,-0.9,-16.33225,-4.9,-3.85,-6.245,-6.16,94.375,1.665
1,19.75,0.18,370.2085,1.89,192.95,-1.755,-47.005,219.475,0,0.2125,-22.6,75.1,0,0,-0.825,-14.15,-4.9,-3.15,-6.26,-6.1775,94.4,1.5675
1,20.25,0.1875,370.29325,1.834,193.525,-1.63,-36.0025,219.15,0,0.19,-23.125,75.925,0,0,-0.65,-14.32,-4.8625,-2.925,-6.2725,-6.195,94.4,1.42
1,20.75,0.18,370.26625,1.90925,190.6,-1.61,-44.39,217.175,0,0.18,-23.175,75.925,0,0,-0.725,-10.85,-4.8325,-3.15,-6.32,-6.255,94.475,1.3725
1,21.25,0.18,370.143,1.89925,192.2,-1.75,-50.9975,215.5,0,0.17,-23.425,75.7,0,0,-1,-14.41,-4.845,-2.1,-6.32,-6.2075,94.4,1.2975
1,21.75,0.17,369.913,1.865,192,-1.66,-51.11,213.825,0,0.18,-24.225,75.675,0,0,-1.1,-13.88,-4.885,-2.725,-6.3075,-6.2225,94.4,1.495
1,22.25,0.16,369.793,1.9325,194.575,-1.59,-40.1025,213.25,0,0.18,-24.425,75.275,0,0,-1,-13.68,-4.87,-2.625,-6.325,-6.24,94.4,1.44
1,22.75,0.16,370.1895,1.959,192.9,-1.6875,-44.035,212.45,0,0.16775,-24.15,75.55,0,0,-0.875,-11.1725,-4.885,-2.7,-6.34,-6.2575,94.4,1.3025
1,23.25,0.17,370.25675,1.9375,193.85,-1.4925,-42.8025,213,0,0.171,-24.5,75.2,0,0,-1,-8.8,-4.885,-1.8,-6.355,-6.2725,94.4,1.34
1,23.75,0.16,370.0125,1.9225,195.075,-1.465,-36.7625,211.075,0,0.1545,-24.475,75.525,0,0,-0.9,-9.8325,-4.9,-1.4,-6.375,-6.2925,94.4,1.3325
2,0.25,0.2,368.919,2.1365,182.625,-1.52,-61.7225,227.975,0,0.18,-20.2,76.925,0,0,-1.35,-17.1025,-2.81,-3.45,-4.8725,-4.8425,94.5,1.515
2,0.75,0.2,369.2185,2.302,188.575,-1.4725,-58.1075,229.6,0,0.18,-19.575,77.475,0,0,-1.775,-17.775,-2.82,-2.5,-4.875,-4.85,94.5,1.42
2,1.25,0.1875,369.33875,2.38,183.85,-1.55,-60.9325,229.875,0,0.16,-19.575,77.55,0,0,-1.65,-15.4425,-2.82,-2.45,-4.8675,-4.845,94.5,1.43
2,1.75,0.19,369.47675,2.415,179.8,-1.53,-59,225.875,0,0.15,-19.975,78.575,0,0,-1.6,-17.55,-2.82,-2.7,-4.86,-4.845,94.5,1.4675
2,2.25,0.1975,369.347,2.4235,186.225,-1.4075,-55.5975,224.3,0,0.1575,-20.25,79.15,0,0,-1.4,-16.27,-2.92,-2.7,-4.865,-4.835,94.5,1.5275
2,2.75,0.19,370.083,2.5435,180.35,-1.48,-60.1,224.475,0,0.14,-20.7,79.1,0,0,-2.225,-14.96,-2.96,-2.3,-4.8625,-4.8325,94.5,1.58
2,3.25,0.19,370.135,2.5645,177.5,-1.56,-58.855,223.675,0,0.1675,-21.3,79.4,0,0,-2,-15.065,-3.06,-2.65,-4.8475,-4.82,94.5,1.52
2,3.75,0.1875,369.995,2.56575,180.5,-1.535,-56.42,220.45,0,0.18,-21.675,79.95,0,0,-1.625,-17.29,-3.32,-2,-4.89,-4.8125,94.5,1.505
2,4.25,0.18,369.94025,2.507,179.675,-1.575,-54.875,222.375,0,0.14,-22.1,79.55,0,0,-2.1,-13.73,-3.3,-2.7,-4.885,-4.815,94.5,1.45
2,4.75,0.19,369.81225,2.578,185.625,-1.57,-53.36,222.9,0,0.165,-21.925,80,0,0,-2.575,-15.9,-3.3,-2.2,-4.885,-4.8375,94.5,1.4825
2,5.25,0.18,369.585,2.493,177.7,-1.535,-52.14,223.95,0,0.15,-22.125,79.95,0,0,-1.7,-16.6375,-3.39,-2.425,-4.875,-4.8325,94.5,1.4975
2,5.75,0.18,369.93,2.537,190.975,-1.43,-42.02,225.075,0,0.16,-22.05,80.125,0,0,-1.975,-14.96,-3.41,-1.4,-4.875,-4.825,94.5,1.4425
2,6.25,0.18,369.808,2.5585,191.875,-1.705,-44.5825,224.925,0,0.16,-21.85,79.6,0,0,-2.3,-15.4575,-3.39,-2.15,-4.895,-4.825,94.5,1.4975
2,6.75,0.17,369.3745,2.5265,191,-1.565,-50.13,223.85,0,0.18,-21.75,78.875,0,0,-1.6,-16.315,-3.395,-2.775,-4.895,-4.835,94.5,1.57
2,7.25,0.18,369.7925,2.617,194.8,-1.48,-44.9175,224.025,0,0.1875,-21.825,78.85,0,0,-2.2,-15.53,-3.33,-1.9,-4.88,-4.8225,94.5,1.5775
2,7.75,0.18,370.119,2.696,195.3,-0.98,-41.425,221.825,0,0.18,-22.025,78.85,0,0,-1.825,-16.2575,-3.43,-1.625,-4.8675,-4.8325,94.475,1.565
2,8.25,0.1775,370.059,2.642,196.825,-0.08,-34.825,223.275,0,0.165,-21.9,78.25,0,0,-2.25,-15.085,-3.37,-2.05,-4.8725,-4.8475,94.5,1.47
2,8.75,0.1775,371.0665,2.5875,194.825,6.64,-17.69,225.15,1.745,0.17,-21.925,79.075,7.5975,2.91,-2.375,-14.095,-3.41,-1.7,-4.8875,-4.8625,94.575,1.4725
2,9.25,0.17,371.536,2.54525,196.55,22.5,2.23,226.5,7.705,0.2075,-21.1,79.475,38.38,15.69,-0.9,-6.335,-3.43,-0.25,-4.91,-4.8725,94.5,1.265
2,9.75,0.2,372.25625,2.2615,189.45,44.01,17.845,231.1,14.9275,0.25,-20.125,77.8,82.1775,33.1425,-0.2,1.86,-3.43,0.9,-4.9175,-4.885,94.5,1.4775
2,10.25,0.22,372.74525,2.103,191.1,74.5,34.1775,235.825,25.4475,0.3,-18.425,76.975,124.585,54.77,1,9.2925,-3.45,1.625,-4.91,-4.8825,94.5,1.5
2,10.75,0.24,372.481,2.055,182.8,109.15,56.835,244.125,38.68,0.34225,-17.2,73.95,189.3025,78.6275,3.05,21.1475,-3.43,2.9,-4.9075,-4.875,94.5,1.6275
2,11.25,0.27,373.479,2.14,179.325,137.5,72.86,247.65,49.165,0.3725,-16.55,70.65,236.2775,107.86,4.55,31.84,-3.43,2.5,-4.9175,-4.875,94.5,1.705
2,11.75,0.32,373.615,2.094,181.475,137.4,77.81,249.975,47.98,0.38,-15.3,66.25,273.1625,114.59,4.9,38.03,-3.28,2.025,-4.9025,-4.8825,94.5,1.745
2,12.25,0.375,373.6125,2.11975,187.1,136.175,78.1975,253.575,49.055,0.35775,-14,62.45,265.95,113.68,5.1,39.57,-3.06,2.1,-4.8875,-4.8775,94.5,1.555
2,12.75,0.44,373.255,2.04,180.7,145.2,80.88,256.275,54.055,0.37,-13.325,61.375,291.38,126.205,5.125,42.5,-2.98,1.8,-4.88,-4.875,94.5,1.6625
2,13.25,0.5075,372.8435,2.11,177.675,158.5,87.835,258.07575,56.125,0.3725,-13.125,57.375,346.5275,133.6525,6.8,48.46,-2.84,2.25,-4.885,-4.8725,94.5,1.6725
2,13.75,0.5275,372.468,2.0775,179.45,158.9,88.985,259.375,55.6725,0.4,-12.875,56,362.455,130.94775,6.8,52.67,-2.84,1.9,-4.885,-4.8725,94.5,1.87
2,14.25,0.5725,372.666,2.08475,174.15,158,82.05,260.225,53.7325,0.41,-12.525,55.025,336.33,128.06,6.4,57.4975,-2.81,1.275,-4.8725,-4.8575,94.5,1.86
2,14.75,0.5475,372.647,2.0585,173.725,139.15,71.085,260.50025,47.2675,0.39,-12.4,54.7,298.22,110.5375,6.4,41.51,-2.81,0.75,-4.8675,-4.8525,94.5,1.935
2,15.25,0.5375,371.9825,2.113,172.25,117.7,58.18,259.675,42.37,0.4,-12.425,56.05,252.1475,95.9725,4.6,37.13,-2.84,0.35,-4.8625,-4.8425,94.475,1.9225
2,15.75,0.5275,371.811,2.12975,174.6,92.925,40.6225,258.07575,32.485,0.405,-12.65,55.625,207.285,76.9675,3.6,29.505,-2.81,-0.25,-4.855,-4.835,94.475,2.04
2,16.25,0.49,372.026,2.1645,175.35,75.3,21.83,255.75,23.8325,0.385,-12.8,55.3,165.9825,58.2725,2.675,20.445,-2.81,-1.35,-4.8475,-4.825,94.475,1.9575
2,16.75,0.4675,371.496,2.189,174.375,53.69,-3.545,253.15,16.6925,0.34,-13.225,58.5,116.03,39.2375,1.5,11.33,-2.84,-1.7,-4.84,-4.825,94.475,1.735
2,17.25,0.4375,371.36975,2.161,176.175,32.66,-37.51,250.975,10.2475,0.34,-13.725,60.95,66.855,23.11,0.3,2.25,-2.84,-2.95,-4.8275,-4.82,94.4,1.73
2,17.75,0.4075,370.6725,2.24,175.625,7.73,-72.19,246.075,3.0725,0.28,-14.1,64.575,21.96,7.935,-0.2,-6.125,-2.81,-5.05,-4.8275,-4.8125,94.475,1.5475
2,18.25,0.3675,370.111,2.3,172.6,-0.19,-82.3225,241.6,0,0.24,-14.4,66.5,0,0,-0.725,-14.55,-2.86,-5.95,-4.8275,-4.805,94.5,1.4375
2,18.75,0.32,369.766,2.28,166.675,-2.09,-85.065,239.1,0,0.2145,-15.175,67.5,0,0,-1,-15.225,-2.81,-6.2,-4.835,-4.805,94.5,1.3775
2,19.25,0.2875,369.897,2.23625,166.675,-2.11,-78.5925,236.65,0,0.21,-16.2,69.775,0,0,-1.125,-15.7475,-2.81,-5.3,-4.8325,-4.8075,94.5,1.4675
2,19.75,0.26,369.807,2.2435,166.275,-2.04,-75.83,234.95,0,0.21,-16.75,71.525,0,0,-1.1,-15.4475,-2.81,-4.625,-4.84,-4.8,94.575,1.48
2,20.25,0.2375,369.6785,2.215,171.05,-2.01,-74.8475,233.625,0,0.19225,-17.4,74,0,0,-1.15,-15.6975,-2.81,-4.275,-4.8425,-4.8025,94.5,1.38
2,20.75,0.22,369.89425,2.21,168.8,-1.99,-74.865,233.475,0,0.185,-17.925,74.425,0,0,-1.3,-14.6,-2.79,-5,-4.8425,-4.81,94.5,1.44
2,21.25,0.2175,369.55725,2.2485,170.65,-1.92,-76.05,231.85,0,0.19,-18.4,75.25,0,0,-1.3,-14.96,-2.81,-4.9,-4.8525,-4.805,94.5,1.475
2,21.75,0.22,369.349,2.298,170.85,-1.84,-74.335,229.5,0,0.1925,-18.65,76.05,0,0,-1.2,-15.985,-2.805,-4.625,-4.8525,-4.815,94.475,1.5375
2,22.25,0.21,369.5935,2.284,176.525,-1.92,-70.9925,228.925,0,0.1825,-18.9,76.475,0,0,-1.425,-16.0295,-2.78,-4.05,-4.8625,-4.8125,94.475,1.5175
2,22.75,0.21,369.296,2.28225,177.225,-1.8075,-69.515,226,0,0.19,-19.8,77.15,0,0,-1.4,-16.73,-2.805,-3.4,-4.86,-4.82,94.475,1.5
2,23.25,0.2,368.751,2.26925,175.8,-1.87,-71.515,225.85,0,0.17,-19.875,77.875,0,0,-1.75,-17.695,-2.81,-3,-4.855,-4.8175,94.5,1.4975
2,23.75,0.2,368.7395,2.204,177.3,-1.695,-67.7125,226.3,0,0.17,-20.025,77.575,0,0,-1.75,-17.2,-2.8075,-3.1,-4.8475,-4.8225,94.5,1.5325
3,0.25,0.23,369.286,3.077,181.175,-1.9525,-79.125,245.65,0,0.178,-14.15,72.35,0,0,-1.175,-17.045,-1.57,-4,-3.5275,-3.52,94.375,1.5325
3,0.75,0.2275,369.15475,3.0115,186.5,-1.93,-78.37,248.525,0,0.18,-15.1,72.45,0,0,-1.5,-21.385,-1.59,-3.6,-3.5325,-3.5225,94.375,1.5075
3,1.25,0.23,369.07925,2.952,184.875,-1.89,-76.1925,247.675,0,0.18,-15.3,72.4,0,0,-1.45,-19.0825,-1.565,-3.275,-3.525,-3.515,94.375,1.5475
3,1.75,0.2275,369.35325,2.9545,191.05,-1.8775,-77.555,244.275,0,0.16,-15.925,73.35,0,0,-1.8,-20.04,-1.59,-3.1,-3.525,-3.515,94.3,1.54
3,2.25,0.21,369.11725,2.969,183.8,-1.725,-73.33,245.225,0,0.18,-16.375,74.15,0,0,-1.45,-20.555,-1.59,-2.55,-3.515,-3.5075,94.4,1.53
3,2.75,0.2175,369.3655,2.97025,184.25,-1.845,-74.2575,244.65,0,0.16,-16.525,75.425,0,0,-1.45,-19.005,-1.89,-3.15,-3.5125,-3.5,94.4,1.455
3,3.25,0.21,369.50275,2.9685,183.325,-1.855,-77.0025,243.225,0,0.13,-16.6,76.3,0,0,-1.925,-18.01,-2.415,-3.1,-3.52,-3.4975,94.4,1.53
3,3.75,0.2075,369.31425,2.967,182.3,-1.8,-73.2825,242.525,0,0.14,-16.7,75.875,0,0,-1.5,-19.025,-2.83,-3,-3.54,-3.4875,94.375,1.4725
3,4.25,0.2075,369.439,3.078,185.85,-1.76,-73.165,240.775,0,0.16,-16.95,77.025,0,0,-2.325,-19.91,-2.965,-3.15,-3.54,-3.51,94.3,1.5375
3,4.75,0.2,369.583,3.068,183.875,-1.7225,-72.0825,239.475,0,0.17925,-16.9,77.875,0,0,-2.3,-17.315,-3.12,-3.3,-3.5225,-3.5,94.3,1.5025
3,5.25,0.2,369.744,3.1265,185.75,-1.68,-69.7475,238.15,0,0.154,-17.35,77.625,0,0,-1.675,-18.53,-2.97,-2.8,-3.5225,-3.4925,94.3,1.525
3,5.75,0.19,369.8215,3.07325,190,-1.65,-70.745,237.775,0,0.1435,-17.45,77.125,0,0,-2.3,-17.45,-3.015,-2.9,-3.515,-3.485,94.275,1.555
3,6.25,0.1975,370.51775,3.047,190.675,-1.62,-69.59,236.775,0,0.145,-17.425,78.4,0,0,-1.875,-18.99,-3.135,-2.2,-3.505,-3.4825,94.2,1.4975
3,6.75,0.2,370.616,2.965,193.425,-0.97,-69.21,236.675,0,0.15,-17.725,78.65,0,0,-1.9,-16.825,-3.135,-2.5,-3.505,-3.49,94.3,1.435
3,7.25,0.2,370.318,2.944,195.75,0,-59.285,237.85,0.3075,0.146,-18.025,78.55,0,0,-2.1,-12.75,-3.03,-2.15,-3.5125,-3.4925,94.3,1.4875
3,7.75,0.19,371.32575,2.892,191.45,6.29,-25.5,240.65,2.5825,0.16625,-17.825,76.875,12.345,4.565,-1.2,-7.795,-3.025,-1.45,-3.5125,-3.485,94.3,1.555
3,8.25,0.21,371.787,2.93825,189.575,32.14,2.94,244,10.28,0.19075,-16.9,74.95,52.82,20.44,-1.2,-3.1,-2.94,-0.5,-3.5375,-3.51,94.3,1.5275
3,8.75,0.23,372.9295,2.827,190.175,61.52,21.85,251.825,20.5675,0.27,-15.225,73.2,128.77,40.8725,0.15,3.3475,-2.935,1.25,-3.5575,-3.5075,94.3,1.71
3,9.25,0.2675,373.0775,2.859,193.1,101.1,49.71,257.825,35.255,0.3,-13.525,68.125,200.28,73.35,1.9,14.65,-2.955,1.9,-3.5825,-3.5225,94.3,1.585
3,9.75,0.3375,373.24125,2.88875,189.475,127.2,66.70275,262.40025,44.93,0.365,-12.075,63.8,257.71,100.8975,4.15,26.255,-2.93,2.7,-3.6,-3.54,94.3,1.62
3,10.25,0.44,373.221,2.94975,184.7,150.45,86.845,264.9,56.1925,0.38,-10.925,59.3,336.87,127.985,6.3,42.035,-3,2.4,-3.5975,-3.5325,94.3,1.6875
3,10.75,0.535,373.019,3.0245,186.775,196.075,113.545,269.475,72.6,0.4155,-9.4,54.925,434.5675,163.8575,6.725,51.84,-3.015,2.6,-3.6075,-3.535,94.3,1.8975
3,11.25,0.64,373.21975,3.01225,187.075,245,136.5,275.25,86.075,0.415,-8.625,51.975,528.9025,194.2425,7.6,65.6305,-2.875,3,-3.5925,-3.5375,94.3,2.0225
3,11.75,0.705,373.426,2.9495,190.65,265.7,148.9,279,87.6,0.43,-7.675,47.2,585.9,201.7975,10.6,70.55,-2.79,2.7,-3.5875,-3.525,94.3,2.02
3,12.25,0.835,373.34925,2.88,192.75,281.75,159.25,284.025,96.925,0.4225,-6.8,44.275,638.87,217.12,11.15,86.04,-2.1,2.75,-3.57,-3.5175,94.3,2.3725
3,12.75,0.925,373.49025,2.893,194.45,299.8,171.725,287.075,95.5,0.4525,-5.85,41.25,674.0975,220.93,11.3,93.3475,-1.82,1.9,-3.5375,-3.505,94.3,2.31
3,13.25,1.0375,373.117,2.971,199.9,290.6,167.3,287.825,91.95,0.4725,-6.025,39.375,641.11,212.735,13.475,89.485,-1.41,1.175,-3.5275,-3.495,94.3,2.4225
3,13.75,1.065,373.293,2.93325,200.8,272,155.9,290,90.275,0.5075,-5.525,38.2,621.645,220.67,13.4,89.0625,-1.35,1,-3.5175,-3.485,94.3,2.42
3,14.25,1.095,373.037,2.8655,201.65,274.425,163,290.475,89.05,0.521,-5.075,37.3,642.6875,203.0125,14.5,91.63,-1.35,0.5,-3.4925,-3.46,94.275,2.4125
3,14.75,1.0875,372.82,2.894,197.775,240.1,137.3,290.225,79.65,0.5065,-4.875,36.375,549.9525,183.15,12.2,67.805,-1.35,0.5,-3.4825,-3.4425,94.2,2.365
3,15.25,1.1675,372.3,2.991,196.725,230.4,129.185,287.15,74.575,0.46,-5.275,36.65,523.4575,175.3425,12,67.6575,-1.35,0.3,-3.49,-3.44,94.3,2.4675
3,15.75,1.1975,373.362,3.025,195,199.3,107.295,286.825,64.225,0.48,-5.4,36.65,447.0625,147.735,9.6,58.05,-1.35,-0.425,-3.4875,-3.4325,94.3,2.255
3,16.25,1.19,373.12,2.9595,193.75,167.5,79.1,287.125,52.3675,0.47,-5.65,36.05,385.965,125.8725,9.15,45.115,-1.35,-0.85,-3.47,-3.425,94.3,2.385
3,16.75,1.105,372.823,3.0435,190.875,136.325,58.1025,284.15,39.9425,0.4435,-5.7,36.225,298.32,93.495,7.15,35.38,-1.35,-1.3,-3.445,-3.4125,94.2,2.41
3,17.25,1.0525,372.09875,2.96,191,92.725,26.695,280.8,28.1525,0.43,-6.025,36.525,209.855,64.6225,4.4,23.675,-1.35,-1.8,-3.435,-3.4,94.2,2.375
3,17.75,0.9375,371.896,2.9625,186.675,58.16,-8.425,277.5,18.8625,0.41,-6.825,38.925,142.03,44.7475,4.2,12.4525,-1.365,-3.175,-3.4225,-3.3925,94.2,2.21
3,18.25,0.7875,370.831,3.095,185.875,31.8,-52.64,275.175,10.4075,0.3565,-7.125,42.425,75.37,22.905,1.2,0.9,-1.38,-3.6,-3.4025,-3.3825,94.2,2.105
3,18.75,0.6325,370.12925,3.027,186.175,6.14,-86.99,269.375,3.06,0.3295,-8,45.4,20.72,6.58,0,-10.16,-1.46,-4.7,-3.4,-3.3825,94.2,1.92
3,19.25,0.55,369.74,3.091,183.3,-0.45,-95.2425,264.525,0.5625,0.28,-8.75,49.375,0,0,-0.3,-18.57,-1.45,-5.55,-3.4025,-3.3825,94.2,1.83
3,19.75,0.4825,369.427,3.1265,182.05,-2.28,-95.33,259.65025,0,0.26,-9.8,52.9,0,0,-0.8,-19.2975,-1.425,-6.05,-3.3975,-3.385,94.2,1.625
3,20.25,0.41,369.40125,3.122,182.4,-2.33,-94.1975,258.925,0,0.2315,-10.425,55.7,0,0,-1.3,-20.3725,-1.455,-5.55,-3.4,-3.38,94.3,1.64
3,20.75,0.38,368.822,3.12,187.025,-2.11,-89.8275,258.45,0,0.221,-10.7,58.35,0,0,-1,-19.685,-1.47,-4.75,-3.4025,-3.3825,94.3,1.6625
3,21.25,0.3475,369.068,3.074,181.75,-2.1275,-90.7675,256,0,0.1995,-11.15,61.9,0,0,-1.15,-18.94,-1.425,-4.15,-3.3975,-3.3775,94.3,1.6775
3,21.75,0.31,369.098,3.13,186.875,-2.05,-88.725,254,0,0.1825,-11.7,64.675,0,0,-1.275,-20.77,-1.455,-3.9,-3.3925,-3.3725,94.3,1.54
3,22.25,0.2775,368.83325,3.146,183.55,-2.0275,-87.9425,253.55,0,0.19,-12.125,67.55,0,0,-1.5,-18.66,-1.465,-4.05,-3.3925,-3.3675,94.3,1.57
