DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,FC_1_1_1,H_1_1_1,LE_1_1_1,TS_1,RH_1_1_1,CO2_1_1_1,PPFD_IN_1_1_1,H2O_1_1_1,T_SONIC_1_1_1,VPD_1_1_1,TA_1_1_2,PPFD_OUT_2_1_1,PPFD_IN_2_1_1,PPFD_IN_2_3_1,NETRAD_2_1_1,SW_OUT_2_1_1,SW_IN_2_1_1,LW_OUT_2_1_1,LW_IN_2_1_1,TA_2_2_1,RH_2_2_1,TA_2_3_1,RH_2_3_1,TA_2_4_1,WS_2_1_1,CO2_2_1_1,H2O_2_1_1,WS_2_2_1,USTAR_2_1_1,H_2_1_1,LE_2_1_1,FC_2_1_1,T_SONIC_2_1_1,TA_2_1_1,RH_2_1_1,VPD_2_1_1,PPFD_IN_2_2_1,PA_2_1_1,TA_2_1_2,SC_2_1_1,CO2_3_1_1,CO2_3_2_1,CO2_3_3_1,CO2_3_4_1,CO2_3_5_1,CO2_3_6_1,CO2_3_7_1,CO2_3_8_1
1,8.75,0.14625,-18.404,0.5785,-1.4,-46.9225,-4.4847075,0.0195,49.29875,387.2,29,0.779,-18.4,0,-17.632,0.9,22.5775,2.1,2.1,1.20725,11.4075,240.175,151,-18.8225,53.59,-18.81,57,-16.67,0,409.095,0.844,0.8755,0.16085,-52.276,-3.303375,-0.71174,-18.58,-18.62,52.3975,0,6.6075,95.078,-12.6275,-1.6,425.02,424.7,424.435,424.225,424.625,425.22,424.92,425.42
1,9.25,0.17,-17.81075,0.571,-1.614,-40.16,-4.07,0.0195,45.323,387.145,36.45,0.779,-17.9,0,-17.557,1.534,37.4275,3.0725,6.605,1.345,16.77,242.175,152.725,-18.5225,48.7875,-18.365,54.1075,-16.0675,0,410.1,0.8295,0.91575,0.166015,-62.8215,-4.314,-0.7050475,-18.0825,-18.3475,48.26,0,10.325,95.0235,-11.9125,-0.9,425.28,424.88,424.635,424.38,424.69,425.4,425.14,425.4
1,9.75,0.1995,-17.13625,0.6515,-1.6225,-25.413,-2.9625,0.0195,42.155,386.8,51.9,0.78425,-17.5025,0,-16.969,2.074,50.495,4.545,10.16,2.045,21.8625,243.175,153.725,-18.12,45.375,-18.21,50.49,-15.77625,0.06525,410.485,0.839,0.93025,0.191215,-31.68575,-3.417775,-0.859105,-17.9125,-18.265,46.6225,0,14.16,94.9075,-12.1825,-1,425.32,425.12,424.77,424.58,424.87,425.5,425.5125,425.88
1,10.25,0.22,-16.248,0.6315,-2.7365,-28.451825,-0.9025,0.019,40.12875,386.8,62.55,0.8,-16.7725,0,-16.46175,2.2145,61.3925,4.7175,15.3425,2.52075,25.1625,246,154,-17.3125,43.1375,-17.7275,47.7,-15.553,0.0435,410.3,0.85,0.92,0.237455,-33.2935,-1.696,-1.178975,-17.445,-17.7275,45.0475,0,20.5655,94.8875,-10.885,-2.625,425.48,425.18,424.79,424.645,424.945,425.74,425.3,425.6
1,10.75,0.211,-15.80725,0.644,-3.79875,-10.13,-1.95,0,36.105,386.2575,63,0.8,-16.0775,0,-15.465,2.7,80.02875,5.7725,13.53325,2.86975,34.2725,250.725,154.725,-16.3125,40.81,-16.5,44.8,-14.188,0,410.3875,0.82825,0.8625,0.210475,-18.863,-3.4647,-2.1155,-16.39,-16.5275,42.74,0,24.6625,94.8375,-10.71,-2.675,424.98,424.5375,424.36,424.645,424.885,425.6125,425.58,425.84
1,11.25,0.171,-15.28,0.711,-3.3885,-15.6,-1.9,0.037,34.12675,386.4425,60.8,0.74,-14.7975,0,-14.5,3.4,83.37,7.2725,13.935,3.3285,37.1625,252.45,157.725,-15.8175,37.65,-15.855,40.8325,-14.02,0.0797500000000001,410.3,0.824,0.735,0.22614,-13.165,-6.824,-1.7244,-16.05,-15.9275,39.4625,0,26.4725,94.84,-10.355,-2.7,425.7,425.22,424.72,424.3425,424.845,425.74,425.405,425.775
1,11.75,0.22054,-14.768,0.64575,-4.2015,-15.964,-2.048615,0,32.2515,386,59.6,0.728,-14.455,0,-14.45275,3.5725,83.3975,8.26,15.44775,4,41.3525,253.625,159.45,-16.005,35.7475,-15.52,37.9,-13.5025,0.0145,410.2,0.85875,0.931,0.23705,-6.58935,-0.52115,-1.7674,-15.85,-15.6925,37.2725,0,26.025,94.85,-9.7025,-2.65,425.48,425.2125,424.5,424.37,424.885,425.57,425.57,425.98
1,12.25,0.26,-14.496,0.87575,-4,-13.255,-6.44,0.0490000000000001,31.945,386.05,68.275,0.7255,-13.9,0,-14.1845,3.43,74.535,7.7,21.46375,3.79725,34.9075,256.625,159.9425,-15.7025,34.7775,-14.8575,38.505,-13.4675,0.21025,409.94,0.86625,0.846,0.24586,-2.1694,-4.982875,-2.0289,-15,-15.0475,37.71,0,23.2925,94.856,-9.12,-2,425.56,425.32,424.505,424.24,424.725,425.92,425.68,425.76
1,12.75,0.20225,-14.272,0.6525,-3.906,-17.175,-2.5375,-0.00249999999999986,30.782,385.815,67.781,0.785,-13.525,0,-14.17925,3.334,75.8425,6.4725,16.047,3.7215,30.9625,257,160.5075,-14.915,33.945,-14.42,37.785,-13.29275,0.145,409.41,0.87,0.8775,0.25894,-16.05125,-5.5218,-2.00785,-14.35,-14.4375,36.655,0,21.6425,94.832,-9.055,-1.625,425.6125,425.375,424.885,424.885,425.1,425.9,425.7125,426.3
1,13.25,0.19025,-13.875,0.74825,-3.53628,-16.84,-2.0725,-0.000499999999999972,29.803,385.5,63.85025,0.736,-12.9,0,-13.19075,3.221,69.36775,7.045,13.07625,3.19725,30.8795,257.9,161.9725,-14.4175,32.3825,-14.5275,35.17,-12.7675,0,409.8,0.8375,0.965,0.2187,-23.977,-3.3378,-1.9916,-14.22,-14.2375,33.74,0,18.98175,94.75,-8.975,-1.5875,425.0625,424.8625,424.5,424.39,424.845,425.8,425.6125,425.975
1,13.75,0.21275,-13.65125,0.555,-3.10225,-20.225,-1.531625,0.0780000000000001,28.081,385.3,57.3915,0.7,-13.155,0,-13.46,2.8,61.46,5.3525,12.9995,2.7,28.0075,257.9,163,-14.22,30.77,-14.355,33.4975,-12.897,0,409.205,0.8,0.778,0.1926375,-32.475,-7.0267,-1.671375,-14.1,-13.875,31.7025,0,17.3175,94.7325,-8.33,-2,424.86,424.7375,424.645,424.335,424.685,425.55,425.45,426.0375
1,14.25,0.24,-13.68,0.866,-3.08,-35.055,-2.32,0.16825,27.36875,385.3725,48.2835,0.736,-13.15,0,-13.25,2.14375,54.77,4.0725,9.901,2.1015,25.495,259.35,164.45,-14.215,29.595,-13.8475,32.74,-12.87,0,409.285,0.78,0.94875,0.252025,-34.62875,-7.0668,-1.67625,-13.725,-13.44,30.2,0,15.9175,94.7625,-8.1825,-0.925,425.1,424.7375,424.4425,424.3425,424.7275,425.575,425.4,425.775
1,14.75,0.2,-13.6,0.735,-2.661905,-43.8025,-1.57,0.1585,27.418,385.61,37.0585,0.7,-12.74,0,-13.571,1.39,40.115,2.9,6.41895,1.74975,18.6725,259.35,164.725,-14.11,31.005,-13.775,33.525,-12.925,0,409.1,0.77,0.74525,0.16802,-50.6175,-4.2112,-1.107,-12.2575,-13.2225,29.5475,0,12.7675,94.784,-8.7375,-2,425.44,425.12,424.79,424.445,425.09,425.74,425.64,426.2
1,15.25,0.17525,-13.8,0.74675,-1.8156,-50.2285,-6.31,0.16,29.09,385.365,24,0.77625,-13.175,0,-13.64,0.9,27.845,2.1,-6.975,1.18225,12.7975,258.9,163.45,-14.0125,29.19,-13.6475,33.645,-12.86,0,408.8,0.8,0.70625,0.155535,-47.3465,-2.466,-0.9849,-13.365,-13.24,29.5375,0,7.2,94.81025,-9.065,-1.48,425.5,425.18,424.89,424.645,424.945,425.82,425.8,426.36
1,15.75,0.14,-14.064,0.65925,-1.5,-59.894,-3.1,0.15,29.77375,385.44,11.144,0.7775,-13.365,0,-13.966,0.48125,14.9975,1.3,-45.02,0.6,6.3625,256.725,158.5325,-13.9175,31.54,-14.01,33.27,-13.325,0,408.68,0.819,0.968,0.183195,-73.577,-6.0184,-0.6825425,-13.73,-13.7475,31.1725,0,4.5,94.831,-8.675,-0.46,425.28,425.08,425,424.8,425.09,425.6,425.68,426.18
1,16.25,0.1,-14.5095,0.592,-1.023,-73.207025,-5.6675,0.14,30.51625,385.54,4,0.77625,-13.94,0,-13.73,0.0625,4.545,0.4725,-89.355,0.1,2.056,254.725,158,-14.3125,33.09,-14.4,35.72,-13.065,0,408.47,0.83925,0.7815,0.12235,-75.53525,-8.9138,-0.642255,-14.085,-14.1375,32.51,0,1.7,94.82825,-8.475,-1.6,425.34,425.12,424.945,424.8,425.245,425.8,425.64,426.4
1,16.75,0.07,-15.298,0.68,-0.9,-79.486275,-1.9875,0.14,32.4425,385.965,0,0.7715,-14,0,-14.32,-0.435,0.3725,-0.1275,-111.255,-0.10825,-3.3785,253.9,158.8075,-15.0075,35.465,-14.61,40.655,-13.325,0,408.46,0.849,0.6295,0.09349,-77.917,-2.3493,-0.57924,-14.325,-14.6,34.8625,0,-0.1275,94.81475,-9.44,-2,425.34,424.94,424.8,424.645,425.335,425.94,425.8,426.56
1,17.25,0.0905,-15.84725,0.75125,-0.8,-85.76,-3.24538,0.15,33.575,386.6625,0,0.7135,-14.395,0,-14.909,-0.835,-0.4275,-0.342,-113.72,-0.2181,-4.8255,253.175,159.725,-15.3175,36.0925,-14.975,40.39,-14.3005,0,408.5,0.87,0.83425,0.06593,-98.81475,-4.457,-0.517845,-14.4375,-14.8,34.935,0,-0.742,94.84025,-9.3775,-1,425.2,425.04,424.89,424.69,425.535,426.16,426.06,426.34
1,17.75,0,-15.982,0.67,-0.4,-87.0905,-4.53,0.16,33.851,386.53,0,0.8,-14.6975,0,-15.288,-0.9,-0.6275,-0.4,-113.1,-0.22275,-4.79125,252.175,158,-15.52,35.5825,-15.2,41.0625,-14.53,0,408.99,0.87975,0.687,0.0638395,-97.514,-6.9159,-0.3966,-14.8,-15.1375,35,0,-0.70275,94.88925,-9.2325,-2,425.4,425.22,424.935,424.7,425.445,426.14,426.26,426.74
1,18.25,0.1,-16.25,0.55,-0.47075,-84.216,-4.67,0.17,36.495,386.495,0,0.8,-14.8975,0,-15.637,-0.77,-0.4275,-0.42375,-113.25,-0.1055,-4.742,251.625,157.29,-16.3075,36.7525,-15.2475,41.19,-14.89,0,409.6,0.8505,0.778,0.08905375,-91.986,-9.2093,-0.69306,-15.01,-15.33,35.2725,0,-0.70825,94.93825,-8.8325,-1.6,425.74,425,424.66,424.945,425.345,426.04,425.88,426.62
1,18.75,0.00250000000000004,-16.8325,0.50375,-0.40575,-91.2305,-4.65,0.16,36.88125,386.69,0,0.8,-15.0975,0,-15.757,-0.7375,-0.4,-0.4165,-113.125,-0.16275,-4.70275,250.075,156.9175,-17.005,37.7525,-15.54,40.8725,-15.1625,0,409.71,0.8805,0.8975,0.08115,-104.6,-4.440125,-0.698165,-15.3825,-15.6675,37.9175,0,-0.70825,94.96275,-9.66,-2,425.54,425.34,424.9,424.9,425.17,425.88,426.26,426.52
1,19.25,0,-17.08,0.55225,-0.44,-88.252,-4.0875,0.15,37.3225,386.6,0,0.8,-15.195,0,-16.016,-0.7375,-0.4275,-0.4,-113.01,-0.12375,-4.613,248.525,158.3125,-17.6025,38.1625,-16.0675,41.8725,-15.53,0,409.705,0.9005,0.771,0.07992,-96.474,-5.64265,-0.367675,-15.65,-16.195,38.235,0,-0.7,94.97275,-9.9975,-1,425.64,425.34,425.025,424.87,425.125,425.84,425.66,426.4
1,19.75,0,-17.135,0.541,-0.37,-92.73375,-5.4225,0.14,38.10625,386.525,0,0.792,-15.3975,0,-16.16,-0.8,-0.54925,-0.4,-112.965,-0.20275,-4.7065,247.25,156.835,-17.9075,37.29,-16.4225,41.3725,-15.46,0,409.43,0.91,0.8465,0.0794,-108.7125,-5.9499,-0.3407425,-15.815,-16.495,37.5975,0,-0.6,94.97275,-10.2325,-0.76,425.78,425.48,425.2,424.945,425.29,426.04,426.24,426.42
1,20.25,0.00375000000000001,-17.22475,0.63,-0.4,-89.09575,-4.5375,0.15,40.2685,386.5,0,0.8,-15.69,0,-16.56,-0.8325,-0.5275,-0.3275,-112.72,-0.180275,-4.60825,243.38575,156.58,-18.105,38.4925,-17.17775,42.7975,-15.625,0,410,0.89,0.927,0.092949,-104.84,-6.247,-1.1431,-16.72,-17.18075,38.5,0,-0.6275,94.98825,-10.095,-1.6,425.4875,425.3,425.045,424.99,425.215,425.98,426.16,426.34
1,20.75,0.00400000000000006,-17.475,0.5235,-0.4378065,-96.64425,-3.4425,0.15,41.1355,386.46,0,0.8,-16.195,0,-16.947,-1.165,-0.5,-0.3275,-111.765,-0.19275,-4.51925,240.73275,154.725,-18.4025,40.1875,-17.74025,45.435,-15.873,0,409.815,0.88225,0.888,0.11658,-98.5685,-7.3376,-0.56266,-17.345,-17.765,42.265,0,-0.6,95.02825,-10.57,-0.92,425.24,424.98,424.78,424.635,425.175,425.6,425.58,426.06
1,21.25,0.09,-17.7,0.45,-0.662,-98.688575,-7.285,0.12,41.146,386.6575,0,0.8,-16.97,0,-17.3,-0.8,-0.5,-0.322,-111.43,-0.1,-4.611,239.102,153.725,-18.6025,45.705,-18.1085,47.3725,-16.43,0,409.815,0.8745,0.752,0.09828675,-93.028,-7.275075,-0.30197,-17.56,-18.01925,45.025,0,-0.6,95.1155,-10.77,-1,425.24,425.16,424.705,424.46,424.875,425.56,425.36,425.72
1,21.75,0.0705,-17.91,0.444,-0.6,-89.5809,-4.245,0.11,41.78375,386.7525,0,0.8,-17.285,0,-17.182,-0.7375,-0.4,-0.322,-110.1,-0.14,-4.6275,238.02175,153,-18.705,46.89,-18.3695,50.045,-16.1475,0,409.6175,0.857,0.6885,0.10502,-82.4565,-9.925125,-0.3759025,-17.675,-18.121,47.1525,0,-0.6,95.151,-11.2025,-0.86,425.34,425.14,424.75,424.64,424.76,425.5,425.42,425.7
1,22.25,0.0605,-18,0.68025,-0.66208,-90.12,-4.50929,0.1,45.13025,386.7525,0,0.8,-17.4,0,-17.282,-0.8,-0.5,-0.3,-109.165,-0.205775,-4.5,238.45,152.725,-18.961,47.9925,-18.77825,51.76,-16.3495,0,409.515,0.80225,0.9355,0.1175,-95.2695,-9.48175,-0.4057075,-18.1125,-18.32025,47.6125,0,-0.6,95.182,-11.0675,-2.6,425.54,425.22,424.78,424.57,424.8,425.56,425.54,425.6
1,22.75,0.03975,-18.055,0.68,-0.4235,-80.586,-4.405,0.1,44.808,387,0,0.8,-17.63,0,-17.188,-0.7325,-0.5275,-0.3,-107.92,-0.26,-4.41925,238.18225,152,-19.105,49.58,-18.74025,53.5725,-16.2,0,409.715,0.78375,0.883,0.1092125,-81.994,-6.905975,-0.58549,-18.3875,-18.23475,47.49,0,-0.66375,95.199,-10.615,-2.6,425.86,425.46,424.625,424.48,424.715,425.8,425.52,425.88
1,23.25,0.087,-18.1,0.527,-0.3135,-79.9825,-4.55,0.1,44.448,386.95,0,0.8,-17.8375,0,-17.576,-0.6325,-0.5,-0.3,-106.83,-0.2132,-4.58275,237.42875,151,-19.3025,50.8875,-18.7925,54.59,-16.795,0,409.5,0.79075,0.70075,0.0986315,-78.5665,-9.275,-1.001805,-18.565,-18.41275,49.5875,0,-0.6055,95.2,-11.295,-2,425.94,425.64,424.705,424.45,424.695,425.94,425.76,426
1,23.75,0.1,-18.47,0.6985,-0.29225,-81.096,-3.845,0.1,45.95075,387.25,0,0.8,-18.11,0,-17.734,-0.7325,-0.5,-0.3,-107.22,-0.1565,-4.442,237.02825,149.725,-19.29525,50.9775,-18.83475,54.1,-16.495,0,409.2075,0.8,0.9365,0.099388,-82.423,-5.472125,-0.716295,-18.645,-18.67425,49.28,0,-0.7,95.23,-12.1125,-2,426.04,425.58,424.85,424.65,425.015,426.12,425.98,426.24
2,0.25,0,-14.8,0.625,-0.65525,-90.2683,-6.86,-1.1525,32.51575,386.395,0,1,-13.3725,0,-15.427,-0.5575,-0.30175,-0.5025,-107.475,-0.201,-4.69025,240.975,146.979,-17.8,48.62,-17.7005,50.36,-14.2,0.3675,410.0025,0.7925,0.91775,0.060973,-90.38675,-6.72875,-0.131475,-17.665,-17.5025,47.59,0,-0.8,95.1045,-12.0925,-0.4475,425.515,425.1975,424.98,424.88,425.465,425.9875,426.34,426.8225
2,0.75,0,-14.7,0.67575,-0.321,-87.674,-5.8425,-0.9775,33.37475,386.3925,0,1,-13.31,0,-15.86675,-0.3,-0.3,-0.6,-106.31,-0.17825,-4.6,240,147.39225,-18.0585,50.3375,-17.81375,52.5725,-14.3,0.26975,410.0425,0.804,0.87425,0.08814825,-119.55,-7.04155,-0.129175,-18.965,-17.655,47.805,0,-0.8,95.1925,-11.875,-0.66,426.175,425.875,425.7625,425.65,425.7625,426.375,426.1875,426.6625
2,1.25,0,-14.92475,0.529,-0.3765,-81.82875,-13.55,-1.255,33.904,386.58,0,0.9675,-13.455,0,-15.76075,-0.44,-0.3055,-0.5275,-106.5525,-0.2,-4.66375,239.45,146.93575,-18.548,48.5,-17.897,51.8625,-14.205,0.16525,410.045,0.81425,0.9475,0.064079,-95.4535,-7.7608,-0.28783,-18.775,-17.77225,48.445,0,-0.811,95.2045,-12.0725,-0.715,426.2625,426.0125,425.775,425.575,425.9,426.3375,426.2375,426.525
2,1.75,0.019,-15.342,0.62,-0.38725,-93.001,-10.1125,-1.0775,33.883,386.485,0,1,-13.6,0,-16.41375,-0.3,-0.4,-0.5,-105.1525,-0.23475,-4.7,238.45,146.08975,-18.84525,49.2875,-18.2825,52.37,-14.61,0.00725000000000001,409.785,0.818,0.79725,0.0803715,-102.9775,-7.860425,-0.378555,-18.7125,-18.1375,48.2075,0,-0.771,95.214,-12.3475,-0.5,426.4,426.3625,425.8875,425.65,426.0875,426.925,426.2875,426.6625
2,2.25,0.05,-15.345,0.57475,-0.2,-95.772775,-6.15,-1.3,35.4995,386.795,0,1,-13.9,0,-17.055,-0.3885,-0.3275,-0.5,-104.4525,-0.3315,-4.5,236.45,143.95325,-19.24675,50.375,-19,52.68,-14.9575,0.00725000000000001,410,0.83125,0.8415,0.077505,-120.265,-9.161,-0.22208,-19.015,-18.3375,49.2625,0,-0.8275,95.241,-12.72,-0.745,426.575,426.1875,425.9875,425.8,426.1,426.7875,426.575,427.0875
