DOY2,HR2,USTAR,TA,WS,FC_1_1_1,H,LE,G,TS,RH,PA,CO2,VPD,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O
2,8.75,0.2285,13.45,1.605,-0.526,58.6,25.5,-23.65,9.472,58.8255,90.726,386,11.76,187,328,49.4,297,369,8.36
2,9.25,0.256,14.915,1.68,-0.614,88.3,33.88,-14.9,10.4,58.16,90.713,386,13.09,269.5,439.579,66.375,297.5,383.1985,8.52
2,9.75,0.2785,15.675,1.91,-0.609,119,40.725,0.43575,11.975,52.7755,90.7,386,13.985,343.273,540.6485,82.7,302.75,399,8.4275
2,10.25,0.284,17,2,-0.5645,146.75,45.342,22.9,13.9,53.1105,90.7,386.75,15.7625,400,631,102,306,416,8.5075
2,10.75,0.322,18.2,2.23,-0.551,177,54.638,47.7,16.2,47.54325,90.7,387,16.845,446.591,703.428,118,310,431,8.45
2,11.25,0.352,19,2.29,-0.54875,199,56.75925,66.171,18.3,43.283,90.7,386,18.84,483,761.777,133,311,447,8.1775
2,11.75,0.41575,20.3,2.8625,-0.463,216,60.4,81.1785,19.975,41.05,90.69525,387,19.485,501.74825,796.75,144.0045,315,460.75,8.195
2,12.25,0.507,20.775,3.4185,-0.42925,230.26075,59.425,92.121,21.575,38.551,90.6,386.75,20.8625,515.9315,831.109,151.75,315.93475,471,8.1
2,12.75,0.50775,21.2,3.6725,-0.338,226,59.8,99.975,23.075,35.5965,90.6,387,22.055,511.26175,835.75,154.369,318.456,477.75,7.74
2,13.25,0.5265,21.65,3.655,-0.1995,236.75,57.64475,107.5,24.3,33.2625,90.512,387,22.7075,498.6205,827,154.91775,318.256,483,7.835
2,13.75,0.53225,21.8,3.72675,-0.359,231.5,52.65,109,25.275,30.753,90.5,387,23.315,470,793.75,150.75,319.90575,482,7.56
2,14.25,0.5545,22.3405,4.005,-0.26725,224.75,50.11875,106.48675,25.65,32.186,90.5,387,23.815,429.5345,741.42125,142,323.03,479.59325,7.57
2,14.75,0.5535,22.3575,3.81,-0.239,205.0665,48.5605,101.2315,25.9,29.717,90.495,387,24.15,381,674.5,130,324.604,478,7.665
2,15.25,0.5295,22.3165,3.74,-0.18,182,44.9,93.483,25.65,29.59875,90.418,387,23.9,320,595,115.5,320.5,469.5,7.62
2,15.75,0.5195,22.4255,3.781,-0.195,152,40.4,81.2665,25.1,31.08025,90.429,387,23.74,251,497.5,95.75,319.5,461,7.5275
2,16.25,0.5385,22.3,3.7815,-0.2035,120.753,33.725,69.4,24.45,30.6,90.4,386,23.65,173.2045,390.349,75.9,316.5,451,7.7
2,16.75,0.529,21.993,3.755,-0.197,81.6,31.469,55.1,23.35,32.2505,90.4,387,22.72,93.219,282.3375,57.1,318.4845,436,7.76
2,17.25,0.497,21.45,3.47,-0.125,40.03525,23.075,39.2,22.3535,33.445,90.4845,385.75,22.01,13.558,170,39.45,312.5,421.5085,7.545
2,17.75,0.42225,20.091,3.00625,0.022,0.483,15.8,25.2,21.1645,35.65075,90.5,386,20.5725,-52.8,63.3105,20.3,309.0295,406,7.835
2,18.25,0.30475,18.1,2.1075,0.15675,-4.02,6.645,12.6,19.7785,42.262,90.5,387,17.975,-82.25,2.95,3.36,310.532,390.364,8.1
2,18.75,0.201,16.35,1.955,0.19,-3.59,3.69,1.35,18.5,47.8765,90.5495,386,14.7675,-78.615,-2.755,2.43,306.8725,379.9825,8.075
2,19.25,0.203,14.9825,1.975,0.147,-2.7025,5.075,-6.96,17.4,51.512,90.6,386,12.57,-79,-2.59,2.6,301,373,8.4025
2,19.75,0.2025,13.9,1.975,0.1545,-6.5,5.005,-12.65,16.5465,55.72825,90.6,386.5,11.2525,-75.6,-2.33,2.7875,301.5495,369,8.39
2,20.25,0.216,13.1,2.02,0.119,-12.3,4.71,-16.7945,15.752,55.349,90.6,387,11.5575,-74.75,-2.02,2.9605,299.394,366,8.3
2,20.75,0.221,12.819,2.0875,0.12725,-13.5,5.60325,-20.1,15.0125,60.43225,90.691,387,10.595,-73.776,-1.93,2.896,298.995,365,8.3725
2,21.25,0.232,12.3,2.14,0.087,-13.7,5.705,-21.441,14.4515,65.8295,90.7,386,10.01,-70.599,-1.788,2.8575,298,363.7525,8.7285
2,21.75,0.2245,11.877,2.0945,0.078,-15.1,4.93,-23.7,14,67.855,90.7,386,9.6075,-72.35,-1.765,2.805,298.8125,361,8.71
2,22.25,0.2195,11.7935,2.1,0.06575,-15.55,4.97625,-25.25,13.55,69.7875,90.7,386,9.1725,-69.35,-1.83,2.78,297.2585,359.703,8.75875
2,22.75,0.231,11.35,2.12,0.07,-15.8,4.885,-26.35,13.1,68.709,90.7,386,8.97,-68.95,-1.765,2.7305,298.0985,358,8.6765
2,23.25,0.219,10.9,2.126,0.083,-14.2,4.775,-27.4,12.7065,69.3145,90.7,385,8.6425,-68.252,-1.72,2.738,296.5,355.0595,8.72
2,23.75,0.225,10.85,2.13,0.069,-15.3,4.66,-28.05,12.35,71.703,90.7,385,8.075,-67.3835,-1.685,2.69,293.5,353,8.8675
3,0.25,0.226,14.05,2.19,0.16775,-17.5,5.155,-30.15,16.95,55.61475,90.6,391,10.795,-77.4,-1.885,3.01,294,370.01875,7.45
3,0.75,0.234,13.8135,2.2,0.169,-17.039,4.9,-30.9165,16.55,55.99975,90.6,391,10.245,-77.175,-1.85575,3.025,292.75,368,7.5225
3,1.25,0.238,13.5,2.19,0.132,-15.8,5.17,-31.9,16.2,57.47475,90.6,391,10.2625,-76.25875,-1.845,2.93,291.75,365.75,7.53
3,1.75,0.229,13.35,2.18,0.13,-17.25,4.44,-32.2445,15.8,60.773,90.6,391,9.99,-74.775,-1.82775,2.87375,292.5,364.31575,7.602
3,2.25,0.22,12.471,2.14,0.097,-15.5,4.52,-32.801,15.5,62.129,90.6,391,9.585,-74.425,-1.864,2.8575,289.28875,362.75,7.4665
3,2.75,0.221,12.3125,2.103,0.087,-15,4.16,-33.35,15.25,61.6,90.6,391,9.22,-74.375,-1.7525,2.87,289,362,7.53
3,3.25,0.224,12.139,2.116,0.0915,-16.1,4.55,-34.05,14.8,61.8245,90.6,390,8.865,-73.425,-1.75,2.9075,286.7695,360,7.6
3,3.75,0.213,11.5855,2.12,0.097,-15.2,4.08,-34.25,14.601,63.065,90.6,391,8.6,-72.725,-1.73,2.85125,286.82625,358,7.47
3,4.25,0.216,11.6,2.133,0.09525,-17.17125,4.2675,-34.6,14.25,65.4815,90.6,390,8.32,-73.11025,-1.72,2.8705,284.93475,357,7.575
3,4.75,0.231,11.3,2.132,0.0795,-16.275,4.13675,-35.05,14,65.925,90.6,390.25,8.03,-73.125,-1.605,2.9,284.75,355,7.5825
3,5.25,0.212,11.2,2.134,0.08,-14.7065,4.22,-35.15,13.7305,66.9725,90.6,390,7.91,-71.925,-1.76,2.76,286,354,7.65
3,5.75,0.211,11,2.107,0.05875,-14.425,3.765,-35.3,13.45,67.5175,90.6,390,7.695,-70.9,-1.5425,2.88,285.75,354,7.5625
3,6.25,0.207,10.85,2.07,0.016,-12.7205,3.46,-35.4,13.15,69.63825,90.6,390,7.5725,-64.7185,0.75075,3.215,285.75,353,7.655
3,6.75,0.215,11.4,2.033,-0.047,-10.2,4.605,-35.3,13,66.549,90.6,390,7.86,-34.4,45.9905,13.81875,285,354,7.6805
3,7.25,0.20775,13.3225,1.72225,-0.2435,4.59,10.7005,-34.7,13.05,61.00475,90.6,390,9.5675,29.851,144.421,30.275,287.75,361.75,7.939
3,7.75,0.2175,15.9,1.3915,-0.619,39.75,21.15,-30.458,13.55,48.7535,90.6,390,12.9975,120.53075,255,41.9,291.75,378.16875,7.77475
3,8.25,0.23875,17.05,1.5205,-0.9485,70.06725,33.775,-23.547,14.55,42.803,90.6,392,14.75,213,375,56.45,297,395,7.655
3,8.75,0.26875,18.5795,1.855,-1.00425,107.08525,42.15,-13.15,15.9,41.725,90.6,393,16.0375,297,492,76.566,301,413,7.82725
3,9.25,0.289,19.487,1.995,-1.054,143,47.7,1.4775,17.775,38.9505,90.6,393,17.7225,372.0915,604.5,99.125,304,433,7.6575
3,9.75,0.332,20.85,2.20975,-0.926,173.501,52.1,21.3,20.1095,35.6285,90.6,393,19.6125,436.521,705,120,309,452,7.53
3,10.25,0.383,21.6955,2.692,-0.88925,211,56.575,46.075,22.4815,33.53225,90.6,393,21.2725,487.5,790.25,140,312.5,469,7.4275
3,10.75,0.43125,22.6535,2.8875,-0.761,237.5,57.9,67.45,24.627,30.688,90.6,393,23.07,528.25,859,157,317,486,7.355
3,11.25,0.488,23.35075,3.42,-0.702,261,59.604,85.45,26.91875,29.226,90.6,393,24.1825,561.158,914.5,170,319,499.3775,7.073
3,11.75,0.536,24.19975,3.67,-0.591,276.2805,63.50425,98.975,28.79575,28.21,90.5,393,25.58,580.708,950,180,322,513.385,6.8925
3,12.25,0.581,24.703,3.91,-0.43,290,59.6,108.75,30.5,27.63725,90.5,393,26.6325,582.468,968.582,187,326.5,522,6.752
3,12.75,0.591,25.31425,4.105,-0.3,300.95,59.6,117,31.8,26.17425,90.5,393,27.9775,579.3915,967.61275,189,329,529,6.79
3,13.25,0.61575,25.65,4.1675,-0.219,301.5,59.925,119,33.05,25.194,90.4,393,29.17,562.35275,953.5,187,331,531,6.5085
3,13.75,0.595,25.95,4.1995,0.01025,292,56.0745,117.5,33.65,23.671,90.4,393,29.5,531,919.5,178,331.4585,530.5,6.40225
3,14.25,0.6,26.1,4.335,-0.101,278.1205,54.7835,112.5,34,22.703,90.3,393,30.06,491,867,168,332,528,6.232
3,14.75,0.633,26.181,4.521,-0.07425,263,53.275,106.0525,33.7,21.50925,90.3,393,29.985,440,793,154,333.745,523,6.21675
3,15.25,0.617,26.2455,4.525,-0.09725,235.5645,49.825,95.1,33.341,21.03875,90.3,393,30.02,379,711.5,138,333,513,6.1735
3,15.75,0.615,26.1,4.405,-0.181,206,43.4,84.45,32.6,21.27975,90.3,392,29.8575,310,612.5,118,333,501,6.17
3,16.25,0.607,25.9,4.4215,-0.16,171,41,71.35,31.6635,21.0475,90.3,392,29.5025,235,503.8935,97.664,330,488,6.2
3,16.75,0.607,25.6,4.277,-0.109,127.3715,36.05,56.8,30.4,21.3735,90.3,392.25,29,151,385.2175,75,328,472,6.105
3,17.25,0.57025,25.2,4.175,-0.09525,80.957,29.875,42.265,29.1,22.3025,90.3,392,27.985,59.757,260.5,53.6,328,456,6.155
3,17.75,0.53175,24.45,3.82,0.03,31.22525,22.8,29.8,27.65,23.243,90.3,392,26.4425,-17.5,140.5,34,323,439.472,6.1875
3,18.25,0.4555,23.05,3.2575,0.206,-3.4455,13.05,18.657,26.35,25.945,90.336,392,24.25,-81.9,40.575,14.4,319,425,6.3185
3,18.75,0.33675,21.3,2.4325,0.388,-4.595,5.21,8.224,24.9255,30.712,90.4,392,21.33,-97.1,-1.36,2.9,316,412,6.46
3,19.25,0.243,19.9,1.959,0.3465,-5.02,4.485,-1.0875,23.6,33.556,90.4145,392,18.485,-90.6,-3.2425,3.11,312.449,402,6.763
3,19.75,0.197,18.6875,1.93,0.335,-5.945,4.704,-8.52,22.45,37.3,90.5,392,15.93,-88.7,-2.955,3.19,310,396,6.884
3,20.25,0.214,17.7,2.019,0.344,-11.7,5.12,-14.0775,21.611,42.474,90.5,392,15.135,-86.5,-2.455,3.35,305,391,7.29
3,20.75,0.221,17,2.068,0.333,-13.594,5.15,-18.3,20.9,49.164,90.5,392,14.1,-85.3,-2.3105,3.37,304,387.408,7.32
3,21.25,0.224,16.442,2.14,0.28625,-17.1,5.475,-21.4745,20.15,44.915,90.6,393,13.42,-83.9,-2.218,3.35125,304,384,7.2945
3,21.75,0.229,16.05,2.15,0.29775,-18.012,4.955,-23.9935,19.55,47.421,90.6,392,12.71,-83.723,-2.155,3.24,302,382,7.3775
3,22.25,0.231,15.6,2.15,0.2795,-17.725,4.905,-25.6,19,50.987,90.6,392,12.115,-81.8,-2.17,3.0875,300,380,7.6075
3,22.75,0.24,15.465,2.198,0.2265,-18.1315,4.655,-27.336,18.5,51.5505,90.6,392,11.52,-81,-2.14175,3.16,299,377,7.54525
3,23.25,0.239,15,2.22,0.2035,-17.975,5.0195,-28.508,18.1,52.848,90.6,392,11.34,-79.6,-2.045,3,296,374.668,7.51
3,23.75,0.239,14.482,2.196,0.192,-17.6965,5.23075,-29.15,17.5,54.127,90.6,392,11,-77.9,-1.995,3.025,296,372.495,7.5325
4,0.25,0.24525,17.6,2.15,0.26725,-19.884,1.92975,-25.957,21.65,46.22575,90.4,389.75,14.2,-84.825,-2.1825,3.3915,308,390,9.069
4,0.75,0.24175,17.1905,2.169,0.26875,-17.425,1.863,-26.865,21.2,47.3495,90.4,390,14.165,-83,-2.06,3.22,306,387.0975,8.92
4,1.25,0.2395,16.75,2.18,0.20625,-16.79075,1.82775,-27.509,20.6855,49.879,90.3805,389.25,13.48,-81.85,-2.1425,3.275,304.75,385.797,8.906
4,1.75,0.228,16.65,2.12825,0.1995,-18.15,1.834,-28.1,20.2,51.665,90.3735,389,12.65,-81.05,-2.1125,3.18,302.75,383.75,9.0855
4,2.25,0.2265,16.35,2.16525,0.169,-15.55,1.468,-29.05,19.75,53.7605,90.335,389,12.62,-80,-2.04,3.14,303,381,8.96325
4,2.75,0.22125,16,2.0875,0.17125,-17.117,1.5125,-30,19.3065,53.70625,90.311,389,12.2575,-79.1,-1.9975,3.16,300,378,8.88
4,3.25,0.21825,15.35,2.09,0.155,-15.5,1.58,-30.941,18.9,56.314,90.308,389,11.7,-77.95,-1.9525,3.11925,300,376.75,9.0075
4,3.75,0.221,15.15,2.08925,0.133,-14.7,1.72,-31.35,18.5,54.947,90.3015,389,11.24,-77.725,-1.838,3.0575,300,374.75,9.025
4,4.25,0.218,14.5345,2.0575,0.14625,-16.125,1.775,-31.85,18.15,56.22325,90.317,389,10.86,-76.625,-1.86025,3.19,298,372,8.885
4,4.75,0.21975,14.05,2.11,0.15475,-16.024,2.2825,-32.15,17.9465,59.67225,90.3,388,10.17,-74.335,-1.81125,3.05,299.01575,370.75,8.9625
4,5.25,0.22375,13.85,2.1275,0.174,-16.1,1.597,-32.55,17.6,59.34675,90.3,388,10.2275,-74.501,-1.625,3.1275,298,369,9
4,5.75,0.21775,13.85,2.1,0.11825,-12.34025,1.4,-33.05,17.25,60.4635,90.4,388,10.135,-71.4155,3.8375,4.269,297.8225,367.888,9.105
4,6.25,0.221,14.45,1.985,-0.026,-9.896,3.09,-33.2495,17,58.226,90.4,388,10.96,-38.5055,55.375,17.534,296.75,372,9.13525
4,6.75,0.2185,16.983,1.6785,-0.3595,5.372,8.38025,-32.9,17.1,51.9055,90.4,388,12.815,31.425,145,30.875,300,382.87375,9.32
4,7.25,0.2175,18.7,1.449,-0.62825,38.41575,15.925,-31,17.35,44.717,90.4,388.75,15.94,121,259.75,42.9,306.56075,398,9.301
4,7.75,0.26975,19.8,1.855,-0.7705,77.35,25.35,-25.8005,18.4,41.193,90.4,389,18.15,209.64575,378.9815,58.775,308.75,414,9.42
4,8.25,0.322,21.2,2.155,-0.58475,115.25,31.625,-15.602,19.85,39.0005,90.4,389.25,19.085,293.57225,499.5,79.735,315.75,433,9.195
4,8.75,0.347,21.8675,2.275,-0.58625,157.20325,34.55075,-3.435,21.8,35.389,90.4,390,21.19,368,613.25,102,318.26825,452.94275,9.27
4,9.25,0.44825,23.175,2.82525,-0.2725,198.058,40.78,11.20475,24.0555,33.0335,90.4,390,23.25,434.983,721.218,126,324,473,8.9195
4,9.75,0.5125,24.1,3.2525,-0.21575,228.5,45.2,28.86125,26.575,31.27275,90.4,390.75,24.7025,490.0735,810.6885,147,328,492.75,8.875
4,10.25,0.519,24.9,3.77,-0.169,264.4265,43.15,45.2,29.3,28.956,90.4,390,26.455,536.25,889.99225,166,330.0585,511.25,8.825
4,10.75,0.539,25.673,3.85,0.064,291.94,44.125,60.639,31.6,26.995,90.4,391,28.215,574.72525,957,181,333.489,530.4985,8.695
4,11.25,0.5795,26.556,4.1665,0.2135,322.302,48.7,73.1255,33.9475,26.944,90.4,390,29.84,600.75,999.97975,194,336.75,544.5,8.431
4,11.75,0.628,27.2,4.389,0.377,331,45.9,83.7,35.85,24.7295,90.352,391,32.18,616,1038.8575,203,340,557.5,8.4515
4,12.25,0.639,27.7455,4.3995,0.25975,343.97725,45.5,92.6,37.65,22.2445,90.3,391,32.7,619.8245,1050,207,341.75,565.92725,8.18
4,12.75,0.65475,28.3,4.645,0.51525,357.5,45.95,99.905,39.15,22.16975,90.3,391,32.6175,613.75,1050,210,343,571.9435,8.064
4,13.25,0.63575,28.6,4.68175,0.571,354,42.9,103.981,40.3,20.6045,90.3,391,34.3,596.048,1030,207,344,572,8.058
4,13.75,0.62425,28.9,4.5625,0.618,353,43,105.2575,41.05,20.314,90.2765,391,34.9675,562.91425,991.94275,200,344,572,7.89
4,14.25,0.644,29.2,4.71,0.586,339.5,43.1,103,41.5,19.70375,90.2,391,35.65,525.75,938,190,346,568,7.66
4,14.75,0.663,29.3,4.7695,0.423,317,38.175,98.6,41.55,19.91175,90.2,391,36.0975,471,867,175,345.5,565.003,7.53
