DOY2,HR2,CO2,H2O,G_1_2_1,G_2_2_1,G_3_2_1,G_1_1_1,G_4_2_1,SG,USTAR,LE,H,FC,SLE,SH,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,TA_1_1_1,TA_1_1_2,TA_1_2_1,RH_1_1_1,RH_1_2_1,WS,PA,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_1_1,TS_1_3_1,TS_2_4_1,TS_2_2_1,TS_3_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_2_1,TS_4_4_1,TS_3_5_1,TS_4_2_1,TS_5_4_1,TS_4_5_1,TS_2_1_1,TS_2_3_1,TS_6_4_1
1,5.25,390.9,1.2205,-4.6515,-3.1355,-4.827,-3.5555,-4.2415,-4.827,0.13805,0.01448,-2.3455,0.02359,-0.01691,-0.02379,-3.952,0.02571795,0.00935872,222.412,234.9135,0.00160279,-0.000434199,-18.019,-17.983,-18,82.03305,82.58605,2.07695,94.9795,-7.18745,-6.92485,-6.6498,-6.16955,-4.72515,-1.8782,-6.4744,-6.3502,-4.9604,-5.2766,-4.9638,-5.8616,-4.6285,-3.1045,-0.682395,-5.87325,-5.77,-5.64995,-7.53935,-6.60615,-6.24035,-6.53525,-5.9783,-6.60615
1,5.75,387.65,0.7614,-4.743,-3.12,-4.8725,-3.491,-4.2465,-4.8725,0.14505,0.0045574,-2.65,0.022945,-0.009501,-0.016305,-4.115,0.02985245,0.00969254,222.2885,234.149,-0.004021625,-0.000393628,-17.9505,-18.1965,-18.214,81.76825,82.4265,2.0637,94.957,-7.19145,-6.92565,-6.64705,-6.15885,-4.71905,-1.88195,-6.45005,-6.3281,-4.9891,-5.28785,-5.12245,-5.85765,-4.5807,-3.18795,-0.618695,-5.85425,-5.7798,-5.6502,-7.53925,-6.61685,-6.24275,-6.5615,-5.9767,-6.61685
1,6.25,390.6,1.249,-4.781,-3.108,-4.9545,-3.5,-4.2875,-4.9545,0.1478,0.009389,-2.174,0.01893,-0.0034935,-0.01536,-4.3145,0.03228305,0.07429435,223.1705,234.4145,0.0007278055,-0.0003613,-17.939,-18.136,-18.1185,81.6629,82.6392,2.1473,94.924,-7.2243,-6.92445,-6.6428,-6.16695,-4.71765,-1.9066,-6.4455,-6.35445,-5.0252,-5.301,-5.1077,-5.86885,-4.566,-3.26255,-0.676365,-5.84115,-5.80025,-5.65545,-7.5402,-6.6108,-6.2542,-6.56885,-5.96495,-6.6108
1,6.75,390.7,1.267,-4.787,-3.109,-4.962,-3.578,-4.258,-4.925,0.1517,-0.006303,-3.218,0.0211,-0.01132,-0.02259,-5.0575,0.09123405,0.0590912,223.8205,234.738,-0.00205316,-0.0003468835,-18.0555,-18.2865,-18.223,81.8479,82.6675,2.1428,94.9195,-7.21365,-6.91905,-6.6347,-6.16105,-4.7173,-1.8924,-6.4348,-6.34995,-5.10565,-5.2913,-5.03455,-5.87605,-4.5718,-3.2524,-0.69933,-5.87135,-5.79875,-5.6438,-7.5612,-6.60055,-6.26045,-6.5661,-5.9686,-6.60055
1,7.25,390.9,1.224,-4.841,-3.1195,-4.9115,-3.567,-4.2835,-4.873,0.13515,-0.04655,-2.784,0.021745,-0.0161,-0.021885,-5.436,0.04227115,0.01235625,222.611,236.026,-0.007429225,-0.0002826025,-18.2045,-18.469,-18.16,81.70035,82.49285,2.11575,94.92875,-7.2249,-6.9047,-6.61965,-6.161,-4.7235,-1.87735,-6.4461,-6.34,-5.02805,-5.2837,-5.01005,-5.8905,-4.5885,-3.2067,-0.637445,-5.8776,-5.8089,-5.6444,-7.58245,-6.6014,-6.26115,-6.56425,-5.96185,-6.6014
1,7.75,390.95,1.2475,-4.9225,-3.135,-4.862,-3.568,-4.321,-4.9005,0.1499,0.013195,-3.0555,0.021665,-0.0093365,-0.01311,-4.4705,0.0543788,-0.0139329,223.356,236.3055,-0.01264865,-0.000386797,-18.153,-18.2815,-17.632,81.8925,82.4785,2.16305,94.925,-7.236,-6.8963,-6.61085,-6.1616,-4.7282,-1.91635,-6.4399,-6.3546,-5.08485,-5.30525,-5.01865,-5.9021,-4.6012,-3.1978,-0.63814,-5.87645,-5.82005,-5.64145,-7.59005,-6.5972,-6.25365,-6.5614,-5.99455,-6.5972
1,8.25,390.8,1.2295,-4.9625,-3.1685,-4.8275,-3.5425,-4.314,-4.8475,0.1528,-0.01189,-3.812,0.02112,-0.01346,-0.02527,-4.7695,0.1090095,0.0241481,224.121,233.699,0.02311115,0.0122394,-17.8225,-18.043,-17.945,81.6042,82.6834,2.1358,94.92875,-7.23115,-6.90965,-6.6076,-6.16455,-4.7204,-1.90735,-6.4537,-6.3278,-5.0222,-5.35995,-5.017,-5.86355,-4.6212,-3.1469,-0.65575,-5.88745,-5.84715,-5.6342,-7.5984,-6.6115,-6.25295,-6.55865,-5.98945,-6.6115
1,8.75,390.8,1.2365,-5.021,-3.2135,-4.833,-3.554,-4.3255,-4.8575,0.1555,0.01147,-3.371,0.01693,-0.01877,-0.020445,-4.708,0.769244,0.5424005,222.9455,235.012,1.11618,1.042575,-18.1465,-18.24,-18.344,82.077,82.6921,2.075,94.92875,-7.19165,-6.91855,-6.6023,-6.16855,-4.7147,-1.91235,-6.4457,-6.2788,-4.96955,-5.29305,-5.0429,-5.89525,-4.6194,-3.12235,-0.64746,-5.90235,-5.834,-5.6326,-7.6094,-6.6217,-6.255,-6.5536,-6.0458,-6.6217
1,9.25,390.6,1.2,-5.0215,-3.213,-4.9015,-3.5835,-4.347,-4.908,0.1604,-0.0178,-3.563,0.01586,0.011125,0.03672,-4.1765,6.08502,5.69066,223.269,234.8545,12.3589,12.7103,-18.485,-18.4665,-18.323,82.08605,82.71845,2.1049,94.947,-7.19325,-6.9357,-6.6073,-6.17225,-4.7155,-1.895,-6.3956,-6.3046,-5.0559,-5.3287,-5.02935,-5.9121,-4.6185,-3.21445,-0.71667,-5.91175,-5.84595,-5.62715,-7.61155,-6.6294,-6.26335,-6.5368,-6.04965,-6.6294
1,9.75,390.7,1.235,-5.057,-3.2245,-4.906,-3.6495,-4.3245,-4.906,0.1582,0.01119,-4.064,0.02462,0.08436,0.14525,-2.159,22.5589,23.09275,224.7885,236.517,47.04035,46.9767,-18.293,-18.489,-18.187,81.5461,82.6697,2.0538,94.952,-7.198,-6.95145,-6.60555,-6.17865,-4.72095,-1.88895,-6.4374,-6.3433,-5.1584,-5.48205,-5.08475,-5.93175,-4.6153,-3.132,-0.786,-5.9336,-5.8742,-5.6217,-7.67315,-6.6822,-6.3162,-6.5509,-6.0907,-6.6822
1,10.25,390.7,1.292,-5.037,-3.2525,-4.8815,-3.6375,-4.345,-4.8815,0.17095,0.01616,-4.735,0.02981,0.14055,0.23035,-0.9125,41.829,42.82295,224.702,239.372,90.3864,95.98505,-17.757,-18.0515,-17.698,81.31155,82.3257,2.22155,94.97975,-7.192,-6.93665,-6.60685,-6.1511,-4.72315,-1.89295,-6.4327,-6.2988,-5.13385,-5.54185,-5.14855,-5.96235,-4.61485,-3.17245,-0.7284,-5.96955,-5.941,-5.6427,-7.7,-6.8212,-6.39875,-6.5746,-6.0919,-6.8212
1,10.75,390.3,1.4115,-5.0205,-3.202,-4.807,-3.667,-4.2545,-4.807,0.17595,0.03184,-3.778,0.02722,0.1511,0.2807,0.95965,66.73965,62.689,227.205,242.9035,136.498,138.0815,-16.8555,-17.175,-16.7385,81.1987,82.34355,2.4861,94.97375,-7.2067,-6.9434,-6.61015,-6.14355,-4.7665,-1.91705,-6.43275,-6.2734,-5.01355,-5.50565,-5.1838,-5.971,-4.65165,-3.22145,-0.769595,-5.9669,-5.9422,-5.642,-7.67545,-6.768,-6.4093,-6.5381,-6.051,-6.768
1,11.25,390.3,1.443,-5.0695,-3.195,-4.6735,-3.6855,-4.221,-4.6815,0.18375,-0.011318,-3.682,0.02619,0.1678,0.25965,2.471,93.34915,88.4437,228.9765,244.842,180.3435,197.271,-16.1695,-16.928,-16.423,80.643,81.75065,2.6207,94.98275,-7.209,-6.9352,-6.6006,-6.14055,-4.76615,-1.91175,-6.40515,-6.2676,-5.08435,-5.53335,-5.2052,-5.99405,-4.64005,-3.1722,-0.77844,-5.99335,-5.8496,-5.6498,-7.67775,-6.74105,-6.39875,-6.51945,-6.06425,-6.74105
1,11.75,390.15,1.462,-5.0365,-3.168,-4.592,-3.6695,-4.0815,-4.6065,0.1842,0.12655,-3.592,0.02473,0.157,0.26375,3.052,110.213,105.9475,231.459,246.6235,223.941,239.0605,-15.7355,-16.276,-15.8605,80.6113,81.64665,2.7411,94.9945,-7.20065,-6.93155,-6.5936,-6.1317,-4.7627,-1.9537,-6.4095,-6.2001,-5.004,-5.5964,-5.18405,-5.9467,-4.6446,-3.1554,-0.765525,-5.9815,-5.8877,-5.643,-7.66255,-6.72345,-6.37165,-6.53145,-6.08005,-6.72345
1,12.25,390.1,1.474,-4.9705,-3.1255,-4.564,-3.627,-4.1175,-4.585,0.1862,0.115,-2.292,0.02805,0.13985,0.23095,4.7975,129.6165,120.424,232.755,247.867,248.3715,268.707,-15.1435,-15.534,-15.068,79.6836,80.44345,2.6941,94.96625,-7.1881,-6.90505,-6.59025,-6.1272,-4.76125,-1.91965,-6.38985,-6.2662,-4.91085,-5.5499,-5.2183,-5.927,-4.63025,-3.2177,-0.647225,-5.9399,-5.8928,-5.6411,-7.63015,-6.7094,-6.3685,-6.47195,-6.07525,-6.7094
1,12.75,390,1.469,-4.9465,-3.1385,-4.5625,-3.6205,-4.1195,-4.573,0.20205,0.25015,-2.055,0.02712,0.128,0.2346,5.335,147.7365,137.7455,231.3865,248.062,262.1515,297.444,-14.424,-14.9315,-14.296,78.3841,79.21445,2.81425,94.917,-7.16225,-6.87855,-6.5835,-6.1231,-4.7646,-1.9449,-6.346,-6.214,-5.0077,-5.52515,-5.231,-5.9305,-4.64935,-3.1941,-0.76541,-5.9311,-5.8858,-5.6101,-7.54855,-6.7009,-6.35165,-6.4487,-6.07725,-6.7009
1,13.25,390,1.529,-4.8605,-3.1035,-4.4945,-3.583,-4.1245,-4.5665,0.20215,0.3054,-1.64,0.0234,0.0999,0.20165,4.56,159.9705,137.707,233.5575,248.304,283.242,301.666,-14.0075,-14.5445,-13.945,78.0901,78.46575,2.75445,94.91325,-7.15555,-6.87215,-6.57415,-6.12505,-4.7581,-1.934,-6.30195,-6.2692,-4.9365,-5.48815,-5.18665,-5.93605,-4.63075,-3.1989,-0.69261,-5.91255,-5.8199,-5.6181,-7.49865,-6.6419,-6.30655,-6.41375,-6.0361,-6.6419
1,13.75,390,1.5115,-4.824,-3.0355,-4.3995,-3.595,-3.9665,-4.5135,0.19535,0.2463,-2.5755,0.0264,0.0814,0.15505,1.88,151.013,130.2,231.7755,249.944,275.7,281.526,-13.8585,-14.3515,-13.6465,76.758,77.7219,2.80395,94.907,-7.1312,-6.86155,-6.58805,-6.14065,-4.7439,-1.9211,-6.32995,-6.2526,-4.88565,-5.3643,-5.08335,-5.88265,-4.62695,-3.26385,-0.731675,-5.9235,-5.7977,-5.6747,-7.5076,-6.62025,-6.2712,-6.3822,-6.02195,-6.62025
1,14.25,389.9,1.5115,-4.7045,-3.038,-4.3635,-3.602,-3.909,-4.4355,0.1934,0.1403,-3.67,0.02016,0.063075,0.1147,0.123455,142.995,121.288,231.418,250.6435,256.292,266.1925,-13.7765,-14.1,-13.4055,75.6234,77.4406,2.9492,94.92575,-7.1071,-6.8361,-6.59485,-6.1558,-4.74745,-1.92675,-6.2526,-6.2445,-4.92015,-5.23935,-5.02335,-5.89125,-4.51835,-3.2569,-0.698335,-5.9383,-5.84945,-5.6962,-7.5091,-6.64925,-6.2732,-6.3657,-6.01035,-6.64925
1,14.75,389.8,1.572,-4.696,-3.0525,-4.276,-3.6625,-3.904,-4.3345,0.1928,0.1629,-4.204,0.02972,0.052595,0.047245,-4.3855,128.638,109.6455,229.8355,250.281,223.138,222.3835,-13.5815,-13.942,-13.335,76.10585,77.35845,2.78675,94.942,-7.06625,-6.82715,-6.5863,-6.1616,-4.72325,-1.91225,-6.28475,-6.2046,-4.9452,-5.3307,-5.0479,-5.8677,-4.57185,-3.26195,-0.67254,-5.8814,-5.8095,-5.6936,-7.51755,-6.6795,-6.3144,-6.4265,-6.0155,-6.6795
1,15.25,389.95,1.508,-4.6375,-3.0425,-4.234,-3.5575,-3.9335,-4.297,0.1838,0.06625,-7.158,0.029965,0.01107,-0.0005243,-9.4055,104.235,84.7685,230.9515,248.6995,176.45,171.045,-13.4505,-13.716,-13.4625,75.99275,77.3965,2.72265,94.9725,-7.04485,-6.7912,-6.5508,-6.14845,-4.7221,-1.9037,-6.29145,-6.15745,-4.91735,-5.3191,-5.0422,-5.82155,-4.5751,-3.1501,-0.652975,-5.8807,-5.8217,-5.65435,-7.50295,-6.6536,-6.34325,-6.41695,-5.9962,-6.6536
1,15.75,389.9,1.496,-4.646,-3.0665,-4.1905,-3.556,-3.981,-4.2435,0.1806,0.005514,-9.294,0.02822,-0.02137,-0.0535,-12.02,65.35195,54.1426,229.5505,247.318,117.7255,110.71,-13.6295,-13.983,-13.4835,76.8665,77.64425,2.71495,94.99225,-7.0302,-6.76605,-6.5347,-6.12665,-4.70725,-1.90275,-6.2598,-6.1624,-4.90605,-5.34035,-5.10475,-5.83735,-4.5576,-3.2219,-0.599805,-5.8853,-5.7979,-5.6135,-7.50795,-6.6576,-6.34875,-6.4254,-6.02445,-6.6576
1,16.25,390,1.51,-4.6715,-3.0775,-4.2075,-3.6225,-3.999,-4.1605,0.1714,-0.02871,-7.846,0.0199,-0.04386,-0.1107,-12.91,38.68925,30.76455,227.601,246.426,65.28615,63.9707,-13.7905,-14.454,-13.887,77.3232,79.20175,2.48805,95.0085,-7.0349,-6.7332,-6.5107,-6.11665,-4.6911,-1.87305,-6.2552,-6.1326,-4.90605,-5.3202,-5.03195,-5.80345,-4.54975,-3.08685,-0.654365,-5.8326,-5.7846,-5.5882,-7.51435,-6.6423,-6.33375,-6.3888,-5.9789,-6.6423
1,16.75,390.1,1.4905,-4.6555,-3.0885,-4.219,-3.546,-4.125,-4.1115,0.1556,-0.1187,-6.329,0.01993,-0.09578,-0.19205,-17.8,14.198,12.1386,229.6315,244.6225,25.2373,25.38635,-14.0835,-14.9215,-14.3935,78.985,79.259,2.37495,95.0475,-7.0354,-6.7094,-6.5005,-6.11255,-4.70285,-1.8505,-6.2621,-6.1677,-4.9032,-5.2114,-4.9824,-5.8105,-4.5549,-3.2098,-0.62508,-5.82135,-5.7738,-5.5864,-7.5292,-6.64275,-6.32795,-6.4316,-5.93385,-6.64275
1,17.25,390.1,1.4265,-4.6045,-3.0965,-4.2515,-3.6095,-4.092,-4.189,0.15045,-0.059005,-7.163,0.019375,-0.1207,-0.22845,-20.435,1.90579,1.920335,223.5515,241.5345,5.042135,4.80098,-14.6425,-15.2535,-15.039,80.15485,80.1694,2.14005,95.0455,-7.01875,-6.67475,-6.48035,-6.10475,-4.70115,-1.8341,-6.2913,-6.1825,-4.92515,-5.14115,-4.9413,-5.7873,-4.4834,-3.09065,-0.632675,-5.7854,-5.73025,-5.5622,-7.56995,-6.65275,-6.32425,-6.43335,-5.9435,-6.65275
1,17.75,390.8,1.513,-4.6125,-3.103,-4.2455,-3.6075,-4.075,-4.238,0.13875,-0.04035,-6.5155,0.03001,-0.11955,-0.24795,-17.92,-0.0810098,0.2052265,221.467,238.8935,0.214635,0.202327,-15.3975,-15.879,-15.69,81.5795,81.62785,2.1911,95.04475,-7.01415,-6.67855,-6.4859,-6.12525,-4.7098,-1.8538,-6.3056,-6.2215,-5.01025,-5.18535,-5.00305,-5.78295,-4.44435,-3.0293,-0.67489,-5.79835,-5.76395,-5.5808,-7.58445,-6.66275,-6.3254,-6.4322,-5.9429,-6.66275
1,18.25,390.45,1.364,-4.6395,-3.127,-4.2495,-3.6105,-4.0945,-4.233,0.1452,-0.065075,-5.119,0.01391,-0.1026,-0.17665,-22.13,-0.2649435,-0.01283901,219.7305,237.1665,-0.00575712,-0.000317729,-15.6165,-16.4945,-16.363,82.00965,82.59835,2.1474,95.01775,-7.0193,-6.70045,-6.4888,-6.1387,-4.7263,-1.8841,-6.2936,-6.2078,-4.95905,-5.19185,-5.02315,-5.7991,-4.5127,-3.0959,-0.59277,-5.83835,-5.7721,-5.5907,-7.60805,-6.64765,-6.32305,-6.4329,-5.92395,-6.64765
1,18.75,390.45,1.2965,-4.635,-3.146,-4.2365,-3.598,-4.089,-4.2265,0.15255,-0.07732,-6.6865,0.022945,-0.090555,-0.13005,-17.425,-0.1923245,0.06139095,219.2785,236.4295,-0.00989735,-0.001441365,-16.0865,-16.564,-17.019,81.866,82.87795,2.2299,95.016,-7.0042,-6.736,-6.4854,-6.1492,-4.7435,-1.91535,-6.3372,-6.25875,-5.0291,-5.21175,-5.02375,-5.80995,-4.4625,-3.1688,-0.7016,-5.83935,-5.78195,-5.59975,-7.632,-6.6499,-6.3193,-6.46675,-5.91305,-6.6499
1,19.25,390.5,1.2555,-4.6445,-3.157,-4.2115,-3.615,-4.084,-4.209,0.14875,-0.12195,-5.13,0.01175,-0.078805,-0.1103,-14.955,-0.0991868,0.0760822,217.7895,235.258,-0.00797427,-0.001511425,-16.462,-17.1705,-17.526,82.129,82.9929,2.3404,95.033,-7.04285,-6.74695,-6.48915,-6.15755,-4.74165,-1.91025,-6.35675,-6.2527,-5.03375,-5.20595,-5.02815,-5.8203,-4.4614,-3.25015,-0.70565,-5.84405,-5.77865,-5.6071,-7.6423,-6.6684,-6.31695,-6.4999,-5.92755,-6.6684
1,19.75,390.4,1.2025,-4.6145,-3.1445,-4.183,-3.6485,-4.029,-4.183,0.1379,-0.03903,-5.207,0.01911,-0.060525,-0.094765,-14.075,-0.012348,0.07672485,217.121,235.6545,-0.00260462,-0.00115287,-16.7355,-17.21,-17.563,81.804,82.97615,2.31005,95.04175,-7.04045,-6.75105,-6.4889,-6.15735,-4.7426,-1.93185,-6.3559,-6.242,-5.06015,-5.1806,-5.04465,-5.83385,-4.4647,-3.1054,-0.67847,-5.82905,-5.8075,-5.6169,-7.6122,-6.6725,-6.306,-6.50835,-5.9031,-6.6725
1,20.25,390.45,1.186,-4.603,-3.141,-4.196,-3.615,-3.969,-4.205,0.1356,-0.055515,-4.474,0.01763,-0.03836,-0.074505,-12.485,0.0957583,0.01057635,222.612,236.355,0.00613849,-0.00110137,-17.1145,-17.4315,-17.567,81.726,82.8269,2.2301,95.0495,-7.0384,-6.77255,-6.49355,-6.1551,-4.74055,-1.93335,-6.3493,-6.27695,-5.0422,-5.21245,-5.0162,-5.8291,-4.5092,-3.1486,-0.60185,-5.8185,-5.79495,-5.63275,-7.60115,-6.67685,-6.29615,-6.53855,-5.94985,-6.67685
1,20.75,390.6,1.1745,-4.574,-3.139,-4.199,-3.6125,-3.9715,-4.214,0.1334,-0.0455,-3.84,0.02123,-0.045645,-0.06429,-10.26,0.119517,-0.000380635,223.2925,236.4185,-0.00176774,-0.00105127,-17.2825,-17.7915,-17.9635,81.614,82.453,2.2069,95.048,-7.04555,-6.77055,-6.502,-6.15425,-4.7417,-1.94885,-6.3515,-6.2761,-5.0602,-5.23235,-5.06595,-5.84025,-4.5492,-3.23855,-0.678935,-5.81835,-5.7943,-5.64255,-7.5934,-6.6926,-6.28065,-6.53085,-5.90515,-6.6926
1,21.25,390.6,1.223,-4.591,-3.1795,-4.1535,-3.5925,-3.9875,-4.186,0.1336,0.055395,-3.007,0.014655,-0.029895,-0.037905,-8.651,0.1116325,0.0007595,227.546,236.3675,0.003214485,-0.000697111,-17.473,-17.715,-17.735,81.5534,82.42355,2.11735,95.05875,-7.07425,-6.78965,-6.5173,-6.15825,-4.7425,-1.93875,-6.351,-6.2399,-5.04795,-5.3029,-5.02765,-5.8307,-4.617,-3.1449,-0.662555,-5.8223,-5.78565,-5.6419,-7.5935,-6.6779,-6.27645,-6.54635,-5.9148,-6.6779
1,21.75,390.6,1.1375,-4.592,-3.205,-4.1825,-3.6365,-4.035,-4.1865,0.1345,0.09798,-3.0105,0.01964,-0.026615,-0.030205,-7.355,0.111087,-0.005705075,226.9875,236.0855,0.01508065,-0.000420014,-17.693,-18.035,-17.765,81.375,82.19805,2.05445,95.06,-7.08395,-6.8155,-6.5394,-6.1746,-4.7408,-1.9457,-6.3579,-6.258,-5.0516,-5.2652,-4.98935,-5.8542,-4.5941,-3.1291,-0.653145,-5.8202,-5.8166,-5.64085,-7.60705,-6.68045,-6.2844,-6.57255,-5.93835,-6.68045
