DOY2,HR2,USTAR,TA_1_1_1,WS,FC,SC,H,LE,G_1,TS_1,RH_1_1_1,CO2,VPD,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,TAU,SH,SLE,T_SONIC,PA,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_OUT_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,SW_OUT_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,TS_5_1_1,TS_6_1_1
1,5.25,0.461894,13.845,2.303705,3.087935,0.78713075,-9.25981,8.44973,-5.75075,15.72,95.6675,419.16775,2.68,-10.305,0.158558,0,-0.066,1.60567,2.749595,20.146325,101.478,14.25715,0.899494,0.745022,0.576415,0.32049,2.231881662,0.1882229665,368.6,388.428,0.5860775,-15.41585,-7.30898,-7.51081,2.393305,17.2989,16.7006,16.8,16.2732,12.8464,15.9374
1,5.75,0.480095,13.6976,2.26836,3.0365875,0.7799895,-8.89622,9.3819,-5.92325,15.695,95.8,419.3385,2.6,-10.6549,0.171,0,-0.0582,1.12959,2.38414,19.346225,101.491,14.21725,0.914299,0.75761,0.587165,0.29811,2.18903436075,0.1931022325,369.153,386.753,0.60539,-16.0512,-7.1384,-7.59192,2.47072,17.2556,16.7022,16.7858,16.2282,12.7747,15.8907
1,6.25,0.47358525,13.72974229,2.216235,3.263,0.845,-8.82361,8.26873,-5.9785,15.64,95.908625,420.30575,2.4392932275,-10.0625,0.233033,0,-0.0501,0.0852,4.21975,19.280775,101.509,13.922775,0.911078,0.735698,0.605368,0.301592,2.471699373,0.27197849375,371.962,387.016,0.94316325,-15.304325,-6.05048,-7.5262,2.50196,17.2036,16.6989,16.7017,16.2377,12.7158,15.8571
1,6.75,0.476419,13.73,2.23446,3.393,0.8544855,-9.4421,7.084775,-5.93975,15.6375,95.893025,420.9645,2.4759142725,-9.30724,0.282683,0,-0.0557,2.19557,5.2779475,19.361325,101.523,14.74555,0.926465,0.742623,0.585924,0.304899,2.7177326515,0.230020107,372.642,387.986,0.930157,-16.6923,-7.01153,-7.38143,2.489495,17.2,16.6922,16.7003,16.2113,12.614,15.8295
1,7.25,0.4814835,13.7430263025,2.24797,3.211605,0.556665,-9.4548525,7.7827475,-5.94075,15.6125,95.9,420.3625,2.5685892,-7,6.78321063,1.9347125,-0.0541,2.67222,5.19921,19.326625,101.545,14.27935,0.962601,0.764354,0.60406,0.330302,2.04016046475,0.1953649975,375.916,387.798,1.176685,-16.82965,-7.15895,-7.11085,2.848875,17.2,16.6478,16.7,16.1753,12.505,15.8369
1,7.75,0.4985,13.7310155775,2.279455,3.130195,1.17025,-3.2548875,9.930545,-6.073,15.5685,95.9,421.249,2.5275,7.2,71.655,37.584475,-0.0595,22.6583,10.9602,19.195975,101.578,14.8663,0.938312,0.739694,0.603087,0.448735,1.99893421625,0.19622467725,374.136,388.624,5.81939,-16.446025,-6.81718,-6.98664,8.088285,17.1717,16.5661,16.6994,16.1214,12.4036,15.8455
1,8.25,0.5425,14.010125,2.3565,3.287,0.774,4.750155,19.1059,-5.562,15.5225,95.7227,422.0005,2.91,58.3419,232.38558,131.63375,-0.0792,25.558,17.063,19.4084,101.617,15.146025,1.06344,0.845475,0.628518,0.345311,2.673104627,0.30174550125,372.34,389.934,16.64705,-15.2834,-6.79361,-7.39858,18.3975,17.0067,16.5261,16.6944,16.1034,12.3323,15.8579
1,8.75,0.6,14.63975,2.48175,3.0876475,0.625903,27.9629,34.9606,-5.225,15.5765,95.3,421,3.52836,129.40575,418.295115,227.8,-0.106785,15.4175,17.87055,19.5191,101.647,13.642,1.21797,0.95437,0.7352,0.484705,2.184870669,0.29953843525,371.669,395.375,27.5319,-16.97785,-6.60765,-7.46065,31.072725,17.0039,16.6944,16.6928,16.0952,12.379,15.8764
1,9.25,0.6643495,15.4725,2.72148,2.02,0.6173296855,62.8753,62.7118,-4.48,15.7205,94.8,419.40175,4.16966,200.9925,595.6675,318.4655,-0.154818,26.0388,24.5019,20.271,101.673,16.440225,1.36959,1.05406,0.830127,0.476029,2.21282705325,0.343319873,366.645,401.639,35.8146,-12.49025,-5.72376,-5.75296,42.8233,17.1478,16.7447,16.7533,16.1142,12.4463,15.9025
1,9.75,0.693732,16.412430845,2.799,0.4785,0.2905775,105.017,82.82385,-3.72625,15.84375,93.102175,416.12975,5.1173525,274.952,777.56945,414.9,-0.2200545,45.93885,33.725125,20.882275,101.713,16.7106,1.449495,1.10832,0.87897,0.522997,2.62957645,0.3657792275,367.01325,406.57975,44.819,-9.405815,-4.56252,-3.983675,53.226625,17.2445,16.835,16.8174,16.156975,12.5319,15.9393
1,10.25,0.7335,17.48455,3.104,-1.18425,0.0972,133.204,99.5294,-3.594,15.876,87.617575,413,6.245,334.8845,946.0435,490.725,-0.21512725,30.9746,18.6102,21.8199,101.726,17.9541,1.4727275,1.152885,0.8858805,0.499982,1.86059395825,0.3331481915,370.637,412.002,52.2961,-5.3483275,-2.591375,-2.3079575,60.42605,17.330275,17.0633,16.98345,16.224375,12.6309,15.9932
1,10.75,0.74126375,18.5197,3.086845,-1.728,0.061,162.313,119.0505,-2.01,15.898,83.2,409.406,7.39967606,388.68625,1065.4565,550.1,-0.25771425,26.11225,16.4898,22.8564,101.716,18.6522,1.4962275,1.203705,0.87502,0.47552575,1.646582518,0.310376452,370.80025,418.25075,59.073825,1.60429,0.52801325,0.54016275,66.57765,17.559275,17.203275,17.182475,16.369,12.7655,16.0808
1,11.25,0.775,19.5025,3.21286,-3.7430525,0.228221,187.955,141.97175,-0.62525,16.13,78.136175,407.397,8.64954836,420.329,1175.06907,594.025,-0.26072,30.499125,13.128425,23.6198,101.69,18.7498,1.57769,1.30619,0.890887,0.491031,1.5204297635,0.309381819,373.217,424.822,64.6869,5.549945,2.7265,3.08706,71.6846,17.7422,17.3311,17.2758,16.4418,12.9045,16.1498
1,11.75,0.802885,20.28,3.290835,-4.11433,0.1245485,211.42625,157.8735,0.988,16.2675,74.290625,406.918,9.73,446.665,1232.132,625.8,-0.27806375,24.600775,11.37885,24.136375,101.64925,18.6659,1.698015,1.3500925,0.93863025,0.499065,1.546984494,0.323442765,378.069,428.04875,68.220125,10.95708,5.1184175,4.85293,74.705975,17.756225,17.671,17.35015,16.58345,13.036675,16.2252
1,12.25,0.8250335,20.63,3.38801,-4.2597275,0.42173225875,201.31125,172.41925,2.275,16.517,71.375,405.69,10.41,474.1145,1255.1788425,652.97,-0.300947,13.89455,6.5336625,24.5428,101.597,18.567325,1.68509,1.40501,0.975877,0.492893,1.52383321375,0.340290762,381.471,430.839,70.85825,13.281475,7.94705,9.04414,77.1077,17.9,17.7961,17.6733,16.6738,13.1901,16.2447
1,12.75,0.8177465,21.25,3.34971,-4.6151375,0.323,206.479,163.907,2.677,17.04,69.685,405,11.123088755,474.35,1256.5905,655.75,-0.253872,11.8594,6.8799425,24.95445,101.545,18.33115,1.67678,1.42611,0.957757,0.487024,1.48276973025,0.3373785075,387.547,432.305,71.52515,14.650725,8.89897,10.7499,77.7148,17.9617,17.9395,17.9492,16.7602,13.3471,16.2582
1,13.25,0.813,21.52,3.42057,-5.1938851225,0.28346,209.5205,165.32775,4.3,17.121,68.063675,404.31,11.8453338875,461.25,1236.65367,646.2435,-0.295556,12.4108,6.46743,25.28585,101.513,18.394425,1.69014,1.42451,0.965804,0.482233,1.45013612725,0.359093025,389.37,433.204,71.8834,14.553475,10.7876,11.8932,77.5886,18.035,18.0186,17.9853,16.8675,13.47,16.2721
1,13.75,0.804,21.755,3.39806,-4.487454132,0.281984448,199.4345,163.686,4.824,17.0575,67.0425,404,12.5091,430.26,1180.9305,611.5555,-0.293776,13.9263,7.5513725,25.6011,101.467,18.3969,1.72929,1.38134,0.956541,0.470738,1.4450524475,0.350960139,388.686,434.064,69.58595,16.149475,11.4883,12.946,73.1658,18.1667,18.2,18.175,16.9058,13.608,16.319
1,14.25,0.80433,21.71505,3.295175,-4.124736515,0.2315865,187.99225,162.59875,5.4,17.292,66.14,403.907,13.09,397.84,1096.36432775,573.93525,-0.27868,11.2089,8.5188025,25.61565,101.428,17.7927,1.65229,1.40088,0.952222,0.449927,1.375033679,0.38899418175,388.897,433.664,68.4706,19.2429,12.3055,12.6136,69.4923,18.1839,18.3911,18.3444,17.0073,13.7739,16.3613
1,14.75,0.7755925,21.9865,3.271,-3.633,0.206,153.854,149.3975,5.687,17.16,65.0148,404.133,13.4648,342.5,967.80190625,503.29925,-0.252686,6.06202,4.6984575,25.4088,101.413,17.6178,1.650435,1.2999075,0.9402565,0.37860325,1.278819625,0.3344090255,388.757,432.432,62.6027,24.936575,12.6912,12.8871,61.737,18.2017,18.4033,18.3811,17.0515,13.8859,16.391
1,15.25,0.76499175,22.0636,3.20165,-3.17675,0.250328,123.168,130.5395,5.254,17.1125,63.94845,403.944,13.6318393275,282.86825,823.7802,432.675,-0.2173965,9.5233,5.035615,25.5432,101.40375,16.97675,1.6063975,1.292405,0.9124185,0.328559,1.1214256895,0.3283630355,386.283,432.381,57.885125,23.36215,12.9587,14.179675,55.8158,18.328775,18.4046,18.351775,17.108425,13.872475,16.447775
1,15.75,0.74049,22.09,3.109,-2.128585,0.6971535,88.2015,110.5085,5.1365,17.3875,64.674275,404,13.669325,218.8,665.844984,352.075,-0.212832,25.2919,18.763925,25.596875,101.415,17.62815,1.57525,1.24396,0.865371,0.293227,1.045852903,0.339950172,383.726,430.243,52.72965,19.993875,12.3932,13.66025,47.1137,18.3333,18.3583,18.3894,17.1516,13.9568,16.436175
1,16.25,0.712539,21.815,2.9816775,-1.65425,0.27093075,57.2585,97.5407,4.503,17.66,65.2224,404.1015,13.4502,141.051,489.34797525,258.7505,-0.190918,3.01895,9.298115,25.452,101.41675,17.81415,1.5001475,1.18432,0.85490925,0.2186355,0.900334563,0.303212014,382.2375,428.0135,49.6069,16.351975,11.554675,12.0753,38.05415,18.3925,18.25725,18.4011,17.201575,14.01385,16.4231
1,16.75,0.658601,21.445,2.70343,-0.5275675,0.186837,19.56015,65.81745,3.94,17.59,66.7686,404.06,12.75,61.253325,297.88,165.105,-0.1191125,-4.9998875,4.2547,25.5465,101.41425,17.23705,1.33802,1.06553,0.76953575,0.1840865,0.7702041955,0.24055655375,376.094,423.24775,36.4044,13.49935,10.30015,10.314075,27.410475,18.397625,18.245175,18.3921,17.2145,14.046125,16.409925
1,17.25,0.5801075,20.863525735,2.45925,0.210659,0.46125,-2.1266525,38.1696,3.267,17.67,69.3942,403.754,12.005,7.585,137.77425,73.725,-0.059025,-8.8979825,2.33208,25.1842,101.43525,16.73035,1.1697625,0.91225225,0.6724515,0.20051725,0.70362822075,0.2300150435,376.53875,419.141,17.798125,10.0281075,8.6062575,8.2414675,17.5753,18.3611,18.197375,18.29625,17.25175,14.02315,16.41935
1,17.75,0.492,20.12825,2.26018,1.104565,0.7774369145,-6.620365,20.69265,2.175,17.64,72.8118,403.4145,10.66,-19.150275,33.67127769,11.6395,-0.0275,-12.19075,2.361535,24.8555,101.448,16.331175,0.98650525,0.7466385,0.565929,0.26194625,0.8801477545,0.199749794,374.432,412.463,3.74211,6.0993,6.8120475,6.1840775,6.68032,18.360125,18.01715,18.181075,17.21545,13.989075,16.4089
1,18.25,0.4670575,19.41445,2.245,1.6013875,0.81321225,-12.41545,13.881625,1.06175,17.6325,75.648325,403.846,9.55,-30.0815,1.8,0,-0.0307,-8.32747,2.5704025,24.2481,101.482,15.9867,0.973382,0.749654,0.554309,0.281583,0.8306660665,0.1541763515,370.806,407.207,0.405958,6.1473275,6.03179,4.2102725,2.766535,18.2144,17.9128,18.0492,17.157,13.9391,16.370875
1,18.75,0.46489225,18.810125,2.27525,1.91851,0.792,-12.201,12.1643,1.0545,17.3,77.886975,404.723,8.7275,-29.0425,0.105906,0,-0.0485,-6.3654,5.0246725,23.93745,101.5055,16.157975,0.94019475,0.730645,0.5247405,0.30220375,1.045892591,0.18163021675,368.34375,404.1075,0.50587125,0.6498715,3.6146225,1.445495,2.8000825,18.16,17.9089,17.993375,17.115075,13.860275,16.313325
1,19.25,0.4668275,18.22,2.291425,2.210505,0.906994,-13.422625,10.704425,0.66775,17.0925,79.7,405.76975,7.93,-29.60485,0.15246475,0,-0.061875,-5.5573425,4.1034975,23.797925,101.52875,16.11665,0.93351025,0.7399905,0.54580125,0.29191925,1.128193958,0.1603577585,365.78925,402.3315,0.662934,-3.040395,1.9466125,-0.0571065,2.90028,18.01445,17.8935,17.894225,17.0505,13.773525,16.243275
1,19.75,0.460324,17.93,2.28208,2.072405,0.879,-13.927,9.8201875,0.0625,16.909,81.9107,406.883,7.11429,-29.1651,0.18238225,0,-0.0658,-3.9309725,4.2012025,23.44385,101.541,16.13305,0.9156895,0.76068975,0.53153275,0.28909175,1.097465017,0.1332395365,365.58325,401.207,0.708653,-5.5812075,0.5541575,-1.5604275,2.80978,17.997225,17.746525,17.85475,16.982825,13.6823,16.186075
1,20.25,0.47238,17.383925,2.23614,2.47045,0.85396925,-13.1641,10.15825,-0.49925,16.7805,83.496775,407.532,6.3183125,-28.13835,0.21521475,0,-0.056725,-4.3457525,3.545565,22.980325,101.5605,15.883975,0.93271525,0.72948475,0.54065875,0.292277,1.07901618175,0.15357403875,362.83525,399.35875,0.7878745,-7.2325375,-0.61483175,-2.60363,2.7797675,17.948925,17.651375,17.752775,16.9133,13.5882,16.139375
1,20.75,0.464871,16.99443778,2.203,2.495,0.814728,-13.57895,6.81387,-1.602,16.6925,85.6518,408.621,5.761265,-27.83,0.23918,0,-0.061025,-5.1850975,3.6722475,22.598825,101.57675,15.651425,0.9105115,0.74969825,0.5490945,0.27223925,1.073029022,0.149067256,360.426,398.64575,0.833594,-8.1219025,-1.4128125,-3.208045,2.65218,17.90045,17.5975,17.70505,16.826875,13.4996,16.095225
1,21.25,0.442,16.458125,2.171,2.2761575,0.796,-12.341,6.69514,-2.3845,16.504,86.7,409.2495,5.129033505,-27.648,0.261862,0,-0.06495,-3.2061125,3.649615,22.36415,101.58675,15.586225,0.85331325,0.71398075,0.55747525,0.25138725,1.1215079455,0.139691449,362.15275,397.06325,0.85133,-9.4151,-2.3885875,-3.68028,2.773615,17.88015,17.48595,17.671425,16.752975,13.4271,16.0662
1,21.75,0.447,16.19631442,2.17377,2.4332975,0.732446,-10.947,4.3379,-2.716,16.43,87.95,410.0945,4.72,-25.195,0.2738735,0,-0.06125,-2.6722075,3.906165,22.037175,101.6015,16.17315,0.90972325,0.7658635,0.572395,0.25222825,0.994557181,0.111729576,361.13775,394.9665,0.87340175,-10.816125,-3.31074,-4.6502475,2.86088,17.845575,17.460725,17.534575,16.680375,13.3765,16.044
1,22.25,0.45445325,15.8565,2.217,2.3055,0.833686,-12.404,4.33723,-3.2405,16.361,89.3814,411,4.38,-23.6467,0.27535625,0,-0.062225,-1.26995,3.86888,21.830975,101.593,15.76065,0.8982175,0.72768025,0.55797175,0.25953025,1.08633980225,0.11073753,361.03625,392.957,0.88266375,-10.95515,-3.71468,-4.9822575,2.821175,17.733175,17.383975,17.499325,16.630175,13.3255,16.0249
1,22.75,0.4442045,15.6564316475,2.15492,2.6358125,0.7555,-11.67775,5.98248,-3.70225,16.36,90.5,411.98475,4.01,-22.39775,0.284821,0,-0.061625,-0.93238475,3.438825,21.737225,101.60375,15.46605,0.929864,0.7318535,0.55054975,0.2388015,1.07623875925,0.124003914,361.35725,392.954,0.95518375,-10.03899,-4.268135,-5.3633125,2.74129,17.7153,17.283,17.476375,16.59035,13.2798,15.9687
1,23.25,0.441016,15.445160465,2.20756,2.3681825,0.6315,-9.925,4.855525,-3.846,16.2,91.2288,412,3.84,-20.7025,0.275,0,-0.046625,-1.0387775,3.103435,21.767375,101.60875,15.4796,0.89789925,0.7183315,0.549738,0.24897225,1.1022885995,0.13817586475,359.685,391.017,0.950652,-9.7729275,-3.7947725,-4.2304125,2.71728,17.7,17.2883,17.35,16.57,13.2361,15.8966
1,23.75,0.458258,15.21,2.155,2.63951,0.71301975,-9.4531325,7.15509,-4.139,16.17,92.3,412.9985,3.66538267,-20.5,0.284,0,-0.054125,-1.17716,1.8511,21.4878,101.60625,16.00275,0.894797,0.710899,0.54482875,0.2517005,1.042711016,0.120611942,361.207,391.24075,0.9203035,-9.98533,-4.0552325,-3.9792825,2.691115,17.6905,17.2389,17.3,16.5434,13.17345,15.971525
2,0.25,0.430503,16.3126,2.132765,2.86502,0.59,-8.61942,5.3302075,-4.712,16.51,93,414.701,4.33645167,-20.06735,0.7379385,0,-0.036875,0.543212,3.2774,21.58695,101.45825,14.46365,0.913658,0.73641675,0.53923175,0.25989625,1.3535039175,0.148309254,370.7445,403.412,1.87687,-8.36718,-0.7587625,7.094235,2.548445,18.6975,17.83635,18.2364,17.28975,13.2985,14.5464
2,0.75,0.42561325,15.9669,2.116,2.875,0.599909,-9.1956125,5.306,-5.06,16.41,93.460825,415.16625,4.21,-18.1375,0.71671675,0,-0.04965,-0.136781,2.8598325,21.252475,101.43675,14.320375,0.8677995,0.73660975,0.5381525,0.27474725,1.5108422875,0.161215082,373.733,404.315,1.891645,-10.3859,-1.95097,-2.1256825,2.47826,18.6,17.793225,18.1344,17.2099,13.2728,14.5466
2,1.25,0.435,15.78,2.079875,3.0942475,0.501957294,-8.14333,6.030495,-5.533,16.366,93.5,415.6775,3.99784,-14.725,0.71011075,0,-0.05365,0.97606275,3.19307,21.1621,101.42775,14.26005,0.908734,0.7283505,0.55445925,0.268254,1.8504838065,0.158670625,376.5495,403.432,1.91628,-10.0072,-2.314185,-2.257325,2.61524,18.6036,17.7008,18.0903,17.2195,13.2164,14.53505
2,1.75,0.414889,15.6425,2.136,2.910025,0.575084,-8.408575,4.6450475,-5.5,16.36,93.825,416.17775,3.8717384675,-14.147675,0.70527575,0,-0.0511,0.998519,2.0666225,21.122975,101.41,13.4343,0.89135,0.69141175,0.52076675,0.263472,1.672234103,0.180737792,381.303,402.601,1.86741,-9.52099,-2.36896,-2.37132,2.5622975,18.6,17.68,18.04055,17.19535,13.1549,14.50275
2,2.25,0.4075765,15.4247,2.1285,3.31554,0.631,-8.95225,6.29873,-5.538,16.35,94,416.716,3.849810805,-14.5825,0.671672,0,-0.042425,0.240431,2.99955,20.850675,101.4075,13.1876,0.87100025,0.7193815,0.5267905,0.2625655,1.76619906075,0.16450551425,381.8205,402.092,1.85322,-9.77012,-2.505,-2.780145,2.4761025,18.58635,17.6739,18.00015,17.1653,13.1348,14.468
2,2.75,0.42835025,15.305,2.2511525,3.089,0.60036,-8.366035,6.686035,-5.533,16.38,94.128975,417.47775,3.5925,-14.29,0.651051,0,-0.04555,1.29355,3.61869,20.86535,101.413,13.48795,0.9044845,0.7062285,0.5415825,0.276766,1.834643076,0.171151983,381.539,400.68375,1.81065,-9.98909,-3.0033725,-2.5863075,2.310805,18.44695,17.7647,17.979,17.084025,13.11155,14.44605
2,3.25,0.4375375,15.2625,2.215725,3.348744379,0.587079,-8.931,5.1395,-5.326,16.4,94.2,418.1965,3.652705635,-14.85,0.652653,0,-0.0493,0.6456145,2.14526,20.7219,101.41,13.54505,0.9191345,0.714774,0.545635,0.2750135,1.702359407,0.166487436,377.85075,400.14075,1.64433,-10.2716,-2.8136375,-3.0745475,2.32466,18.402525,17.5839,17.969,17.061,13.095375,14.4162
2,3.75,0.43022275,15.120775,2.23383,3.359,0.547,-9.4770975,6.987,-5.257,16.32,94.575,417.675,3.5725925,-13.78075,0.64204275,0,-0.048125,1.132925,3.79334,20.590825,101.402,13.6183,0.81977575,0.65748075,0.507759,0.288354,1.705141653,0.1597510185,381.9065,400.0115,1.70581,-9.94807,-2.972245,-3.464205,2.3131175,18.42305,17.3665,17.9704,17.0242,13.0671,14.3884
2,4.25,0.4371975,15.155,2.163,3.327,0.6079045,-9.58277,7.851525,-4.9,16.32,94.7,418.414,3.61,-13.67095,0.60680175,0,-0.037175,1.101975,1.881045,20.49255,101.4005,12.504275,0.87112075,0.674538,0.50828775,0.26575675,2.16942472925,0.16925048525,381.063,400.0075,1.67586,-9.06768,-2.83195,-3.37239,2.438085,18.4,17.2576,17.9503,16.99595,13.023,14.37275
2,4.75,0.458,14.9725,2.198,3.362025,0.59871,-9.341,6.69075,-4.943,16.37,94.8,419.669,3.483249025,-13.465,0.5965,0,-0.0491,0.8570225,2.72073,20.281675,101.412,12.764675,0.8338525,0.66984125,0.50424225,0.266535,2.03334322625,0.1779045935,384.183,399.874,1.61516,-8.8201,-3.00245,-3.31739,2.440705,18.4,17.24225,17.9511,16.9664,12.9755,14.36485
2,5.25,0.446,14.82,2.134125,3.349,0.585,-8.3715,9.554825,-4.786,16.43,94.8,420.8755,3.38234623,-11.5675,0.5793445,0,-0.052125,1.4632375,3.17012,20.07435,101.43725,12.212425,0.8474075,0.69447125,0.5121925,0.26962075,1.8624281975,0.1351470725,384.8375,399.5025,1.590925,-8.75665,-2.928845,-3.619035,2.31573,18.37055,17.2328,17.92,16.93575,12.8632,14.3658
2,5.75,0.446,14.698425,2.18863,3.4540975,0.575,-8.46887,7.3757925,-4.566,16.45,94.8566,421,3.261085,-11.498975,0.58188725,0,-0.047775,2.2524175,2.227025,20.025,101.45175,12.6636,0.88121425,0.7162215,0.5228735,0.271187,2.08919546275,0.15614089325,383.687,398.931,1.574965,-9.3316,-3.063185,-4.83413,2.277565,18.30165,17.23615,17.9021,16.8491,12.7274,14.3678
2,6.25,0.45387775,14.740575,2.179205,3.459,0.705,-9.1585625,6.69638,-4.719,16.516,94.9,422.22275,3.255,-10.73265,0.7335335,0,-0.056175,1.9860925,4.1657,19.699175,101.48275,12.5281,0.8479495,0.68814275,0.53033525,0.2747525,2.442334755,0.14890805,387.3285,398.1505,1.48431,-6.33246,-2.85783,-4.131685,2.3783725,18.2828,17.24835,17.8986,16.81285,12.7273,14.37155
2,6.75,0.45475,14.5925,2.16346,3.2980175,0.659,-8.40896,6.30584,-4.395,16.59,95.175,422.43475,3.24532,-10.065,2.4023725125,0,-0.04485,2.204955,4.04818,19.620225,101.50725,12.8243,0.8722615,0.69721675,0.54501225,0.27094725,2.022720987,0.14978263,386.468,398.4685,1.35188,-8.99906,-3.280895,-5.017825,2.378835,18.20445,17.24805,17.8617,16.7918,12.7271,14.30805
2,7.25,0.471,14.5916,2.1568575,3.232255,0.787045,-8.314975,6.7676875,-4.63,16.607,95.2,423.929,3.3103175,-2.3773775,29.3310486,12.6644,-0.0506,7.56516,5.61678,19.51645,101.5325,12.6418,0.8654475,0.699372,0.5320455,0.3264575,2.48840791775,0.13881684575,385.39425,399.17875,2.9810325,-9.76582,-3.6659375,-5.0347475,4.2346825,18.2,17.285675,17.842925,16.80415,12.698675,14.2605
