DOY2,HR2,CO2,FC,H2O,H,LE,PA,RH_1_1_1,RH_1_2_1,T_SONIC,TA_1_1_1,TA_1_2_1,TA_2_1_1,VPD_1_1_1,VPD_1_2_1,USTAR,WS_1_1_1,WS_1_2_1,G_1_3_1,G_2_3_1,G_3_3_1,G_4_3_1,LW_OUT,SW_IN,SW_OUT,LW_IN
1,7.25,670.6145,0.0450849,6.79194,-15.57875,1.001276,96.03145,57.42,64.525,14.6134,11.79,11.12,13.03,5.511826518,4.80550506,0.190278,0.696,0.2085,-16.325,-24.38,-18.185,-16.54,365.55,-1.34,2.5205,299.65
1,7.75,670.3055,0.0450254,6.76317,-17.0797,1.60917,96.05015,57.02,64.785,14.6359,11.79,11.155,13.045,5.76792066,4.9947649645,0.179143,0.6765,0.224,-16.375,-24.545,-18.035,-15.995,365.45,-1.0915,2.599,297.15
1,8.25,670.496,0.0467128,6.751905,-16.6074,1.524,96.06735,57.86,65.35,14.5572,11.77,11.065,12.97,5.645865287,4.811238164,0.179248,0.6555,0.2185,-16.375,-23.26,-18.055,-16.355,365.55,7.4755,4.5215,297.75
1,8.75,670.576,0.02597865,6.91686,-12.69895,1.760605,96.099,55.39,63.62,14.43415,12.555,11.05,13.2,6.236685552,4.93657562,0.213263,0.644,0.336,-16.005,-17.89,-16.95,-15.055,369.2,67.5,20.77,298.3
1,9.25,669.077,0.00959116,6.904545,-3.7073,5.59838,96.12445,50.345,56.05,14.8665,13.8,12.58,13.595,7.409386757,6.0438762195,0.222548,0.645,0.245,-14.125,-9.69,-13.475,-11.675,376.35,156.1,28.695,302.35
1,9.75,664.6,-0.0565427,6.99648,18.1464,15.2467,96.1593,44.42,48.66,16.4878,15.645,14.8,15.14,9.053738016,8.0472521595,0.27252,0.6985,0.314,-10.53,-1.517,-7.215,-6.8125,387.9,252.8,32.05,309.5
1,10.25,658.9035,-0.1342455,7.143165,51.19015,23.5117,96.16705,40.555,42.66,17.90515,17.245,16.67,16.505,10.840219795,10.33636873,0.283946,0.7165,0.375,-5.5985,12.505,-0.7505,-2.516,400.15,342.6,35.66,316.05
1,10.75,654.026,-0.209908,7.20836,88.1827,30.4279,96.1797,35.965,39.34,19.6078,18.675,18.255,18.29,12.995340395,12.295081765,0.296571,0.7385,0.399,-2.144,19.275,6.826,4.261,412.4,424.9,42,322.9
1,11.25,651.1325,-0.286256,7.092955,125.677,41.8247,96.1923,32.575,33.815,20.8223,19.765,19.64,19.395,15.022584685,14.85453583,0.2894185,0.851,0.4,2.6855,39.225,25.005,12.615,420.65,494.85,49.105,329.45
1,11.75,648.2335,-0.335726,6.95713,149.803,42.8971,96.18485,29.615,30.34,22.08705,20.96,20.83,20.405,16.97121983,17.07234343,0.334245,0.9485,0.474,8.33,50.3,35.795,15.48,431,564.05,57.285,335.15
1,12.25,646.27,-0.3875125,6.601235,179.506,51.7338,96.1609,26.575,27.36,22.85785,21.515,21.745,21.18,18.63220227,18.573433455,0.339903,1.0745,0.513,17.705,58.805,46.235,16.495,438.9,608.9,61.515,338.35
1,12.75,644.067,-0.432053,6.68669,182.845,48.5258,96.1233,24.48,24.825,23.80755,22.255,22.575,21.845,20.27180979,20.006756775,0.410123,1.2565,0.584,27.84,59.97,50.705,16.585,446.9,639.5,64.455,343.7
1,13.25,641.132,-0.43286,6.45806,206.543,50.1736,96.0819,22.675,23.13,24.32385,23.07,23.69,22.835,21.512730035,21.981850005,0.399161,1.2625,0.5965,28.925,61.805,39.64,19.46,453.05,651.35,64.35,348.35
1,13.75,639.529,-0.4706325,5.911705,211.094,53.3135,96.0249,21.645,22.09,24.6944,23.37,23.8,23.51,22.680889475,22.809411585,0.4440805,1.423,0.609,23.77,63.03,39.91,23.885,457.3,642.9,63.49,350.5
1,14.25,639.613,-0.4342445,5.90161,217.4625,58.67145,95.9615,20.02,20.49,24.9268,23.87,24.45,23.66,23.297641895,23.41329236,0.4568165,1.479,0.658,21.25,68.315,40.875,25.305,459.3,637.7,64.04,351.5
1,14.75,637.681,-0.438512,5.61435,202.3285,62.66845,95.9366,19.58,19.815,25.1557,23.855,24.475,23.91,24.328967565,24.76549641,0.4380045,1.4995,0.6475,22.985,72.65,38.38,24.705,460.1,597.3,58.49,350.7
1,15.25,637.898,-0.416213,5.85368,177.405,52.9607,95.9047,19.935,20.2,25.2219,24.26,24.84,24.06,24.61502731,25.417688245,0.45694,1.552,0.7065,24.5,46.5,21.61,26.38,458.8,534.3,52.39,351
1,15.75,637.357,-0.367972,5.76966,159.212,45.1352,95.9013,19.99,20.63,25.15,24.055,24.39,23.97,24.323461935,24.676324135,0.436982,1.507,0.685,21.39,43.815,40.25,25.145,456.5,480.4,49.11,348.8
1,16.25,637.092,-0.307221,5.68487,117.081,43.7141,95.8824,19.675,20.07,25.1686,24.33,24.725,24.06,24.352270955,24.35995322,0.443344,1.5485,0.645,21.605,34.145,41.345,22.415,453.2,394.8,41.6,348.3
1,16.75,636.2865,-0.222031,5.638235,84.28095,35.6397,95.89175,20.225,20.705,25.3446,24.085,24.46,23.82,24.25916442,24.613205045,0.426807,1.464,0.563,19.64,20.73,28.46,16.145,447.4,301.5,33.96,348.8
1,17.25,637.311,-0.1202455,5.75869,41.07615,29.4009,95.8961,20.605,21.095,25.203,23.785,24.12,23.585,23.643897665,23.63596443,0.402095,1.3485,0.5335,13.16,14.96,14.395,10.155,440.1,209.5,26.02,346.05
1,17.75,638.4465,-0.04770365,6.043565,12.29715,18.38065,95.8999,22.16,23.24,24.85805,23.21,23.355,23.065,22.07455115,22.14151652,0.409505,1.2915,0.3795,8.1,3.591,7.895,6.3715,430.9,122.15,20.965,344.85
1,18.25,639.6595,0.01165905,6.23279,-7.153325,10.16903,95.91255,25.465,26.935,24.25145,22.45,22.1,22.485,20.06211513,19.235761685,0.3497805,1.0785,0.213,4.295,-8.83,0.085,2.814,422.3,40.83,10.89,340.75
1,18.75,642.474,0.0241826,6.44172,-13.80765,3.99834,95.93635,29.21,30.9,23.21245,20.905,20.515,21.46,17.270742875,16.372952825,0.274546,0.742,0.077,-0.252,-13.135,-6.1045,-1.1055,413.75,1.8235,2.5145,336.05
1,19.25,645.253,0.018909,6.5967,-10.5293,1.8,95.9494,31.825,35.61,22.2626,19.685,18.97,20.39,14.875638535,13.1342516,0.170085,0.57,0.052,-4.0365,-17.355,-10.965,-5.687,404.9,-3.582,2.35,332.7
1,19.75,648.814,0.0215603,6.73464,-9.68865,1.59085,95.976,33.815,39.315,21.5441,18.715,17.55,19.47,13.01541281,11.169360605,0.148143,0.567,0.073,-6.332,-20.455,-13.935,-8.485,399.7,-3.03,2.716,328.4
1,20.25,650.038,0.0172104,6.85038,-8.2489,1.356395,95.9925,37.25,43.78,21.2461,18.145,16.33,18.87,12.274844245,9.6625529165,0.130993,0.587,0.061,-7.715,-22.525,-15.57,-10.36,395.7,-2.508,2.85,323.5
1,20.75,653.572,0.00710638,6.98086,-7.67476,0.1829,96.011,39.655,47.255,20.7775,17.395,15.63,18.29,11.271888585,8.692691773,0.156478,0.558,0.0695,-9.285,-23.655,-16.405,-11.325,392,-2.632,2.632,324.6
1,21.25,656.537,0.0131207,7.00511,-8.17291,0.5705785,96.02895,43.05,50.135,20.10175,16.75,15.295,17.755,10.170662335,7.9485748685,0.150586,0.5595,0.077,-10.42,-24.09,-17.225,-12.27,389.3,-2.386,2.6035,321.05
1,21.75,657.3145,0.01608465,7.10412,-7.66085,0.5043325,96.03955,44.34,54.085,19.5879,16.24,14.61,17.38,9.310338385,7.202855666,0.1229905,0.532,0.0455,-11.645,-25.225,-18.08,-12.62,387.25,-2.074,2.7795,319.15
1,22.25,658.6905,0.0117874,7.145175,-5.600485,0.193783,96.06065,46.64,55,19.03115,15.825,14.07,17.035,8.85403585,6.70041533,0.115728,0.478,0.071,-12.53,-25.95,-18.68,-13.5,385.4,-2.214,2.5985,316.75
1,22.75,659.758,0.01132945,7.115495,-6.28708,0.478376,96.0622,47.28,58.32,18.6146,15.475,13.62,16.725,8.560315072,6.331411003,0.122556,0.513,0.127,-12.91,-26.37,-18.725,-13.435,382.5,-2.061,2.83,315
1,23.25,662.1455,0.009316425,7.3048,-4.454975,0.551757,96.05985,49.865,59.01,18.06265,15.035,13.32,16.18,8.2506010005,6.0355126215,0.1304225,0.5315,0.113,-13.355,-26.17,-18.8,-13.85,380.2,-1.7745,2.782,316.1
1,23.75,663.7645,0.02319125,7.46128,-7.033655,0.64895,96.05555,52.145,59.25,17.8066,14.5,12.99,15.825,7.732092703,5.6881034645,0.134055,0.465,0.099,-13.505,-26.08,-19.06,-14.265,378.7,-1.52,2.6225,314.75
2,0.25,655.115,0.0100174,7.32233,-5.86514,0.795225,95.9952,44.65,52.265,18.9174,15.495,13.21,17.14,9.0974003275,6.808748988,0.10985,0.5295,0.097,-15.465,-26.025,-19.805,-15.545,381.2,-1.863,2.835,314.5
2,0.75,654.806,0.00948037,7.27582,-5.14034,0.1340343,95.9909,44.595,53.76,18.8944,15.185,13.06,16.83,9.042767787,6.550313601,0.116945,0.4675,0.0755,-16.075,-25.695,-20.015,-15.45,379.3,-1.83,2.823,314.8
2,1.25,655.807,0.0134373,7.27205,-5.932876,0.45337,95.9937,46.065,54.24,18.3098,14.545,12.525,16.11,8.448554423,6.3204868945,0.126742,0.496,0.0475,-16.51,-26.035,-20.135,-15.7,377.1,-1.866,2.825,313.2
2,1.75,656.763,0.0146375,7.29167,-8.54318,0.604985,95.98395,47.795,55.095,17.7414,14.37,12.06,15.74,7.8611452985,6.2356604915,0.13876,0.5185,0.051,-17.205,-26.115,-20.52,-15.95,375.2,-1.667,3.055,312.1
2,2.25,657.6603,0.0112918,7.2443945,-5.1562045,0.3505125,95.98898,49.34,57.015,17.91985,14.23,12.26,15.73,7.873999242,5.7878314435,0.1188915,0.527,0.057,-17.83,-25.955,-20.27,-16.37,374.3,-1.549,3.04,312.35
2,2.75,657.7401,0.0176809,7.218105,-7.258855,0.676314,95.9755,49.98,58.35,17.7405,13.955,12.05,15.525,7.5861497335,5.535852574,0.129531,0.5485,0.117,-18.205,-25.985,-20.01,-16.61,374,-1.5955,2.9825,311.9
2,3.25,658.9531,0.0206742,7.274245,-10.05091,0.624858,95.95535,50.89,59.65,17.02015,13.68,11.74,15.37,7.137575984,5.5631991125,0.139789,0.5535,0.1175,-18.45,-25.92,-20.14,-16.49,372.9,-1.5015,2.6585,311.7
2,3.75,658.5485,0.01880085,7.15339,-9.496135,0.750524,95.94015,51.42,59.925,17.18885,13.68,11.82,15.18,6.987619222,5.3446628465,0.1440935,0.4865,0.0715,-18.19,-25.575,-19.705,-16.77,373.65,-1.494,3.022,310.4
2,4.25,657.6045,0.0233326,7.045138,-11.2956,0.87896,95.9327,50.63,57.85,17.0994,13.53,11.39,15.275,7.0618540245,5.4655860495,0.1568075,0.598,0.065,-18.53,-25.485,-20.09,-17.265,372.7,-1.3555,2.885,309.85
2,4.75,659.546,0.02672075,7.0599205,-15.3852,1.40681,95.9205,51.445,57.715,16.611115,13.195,11.26,14.78,7.0370738335,5.7920540825,0.17899,0.6035,0.077,-18.695,-25.275,-19.95,-17.08,372.45,-1.517,2.637,308.9
2,5.25,659.599,0.0228254,7.00628,-16.8071,0.791313,95.9093,51.97,57.39,16.23775,13.045,11.285,14.275,6.9590125825,5.7533099995,0.165121,0.603,0.1005,-18.845,-25.815,-20.1,-16.495,370.1,-1.584,2.7255,306.25
2,5.75,659.661,0.0289983,6.830585,-16.0515,1.084985,95.90935,51.125,57.24,16.1007,12.725,11.195,14.04,6.9031205555,5.3708477755,0.1826495,0.6085,0.152,-18.685,-25.98,-20.085,-17.09,369.6,-1.558,2.783,305
2,6.25,659.631,0.03604037,6.831342,-13.343,1.358965,95.9336,51.51,58.8,15.7301,12.805,10.835,14.26,6.876972333,5.3987517825,0.194457,0.6815,0.2075,-18.555,-25.605,-19.91,-17.19,368.5,-1.454,2.816,304.3
2,6.75,661.704,0.03597505,6.8642815,-15.12855,1.6074505,95.9222,51.075,58.995,15.86975,12.655,10.85,13.565,6.640028923,5.5092400725,0.19625,0.673,0.089,-18.835,-25.485,-19.585,-16.485,367.6,-1.484,2.684,304.05
2,7.25,660.3166,0.0389988,6.972222,-14.6645,1.362025,95.9441,51.07,59.67,15.89105,12.555,10.84,14.005,6.652808838,5.2831814105,0.213876,0.645,0.0695,-18.905,-24.92,-19.705,-17.015,366.4,-1.471,2.6885,302.1
2,7.75,662.3935,0.029252055,6.9756395,-14.9728,1.33336,95.96135,51.615,59.105,15.32025,12.3,10.57,13.55,6.624718562,5.338973297,0.171635,0.5955,0.085,-18.805,-24.915,-19.62,-17.515,365.85,0.07,2.918,304.8
2,8.25,662.763,0.0378191,6.9927,-21.0546,1.930467,95.9906,50.385,58.71,15.20255,12.9,10.78,13.525,6.9476802805,5.210086572,0.225509,0.626,0.155,-18.63,-22.525,-19.155,-15.61,366.85,25.96,9.315,304.35
2,8.75,663.324,0.0179041,7.014195,-10.05619,2.66595,96.0166,45.82,54.76,15.4477,14.185,12.45,13.87,8.439575768,6.3145122785,0.2057225,0.556,0.141,-16.94,-15.32,-16.625,-12.815,374.1,101.7,25.53,304.4
2,9.25,660.111,-0.01871865,7.08001,9.29219,11.04695,96.03805,42.03,45.285,16.8667,15.695,15.235,15.15,9.84317888,8.9078825975,0.271651,0.6235,0.223,-13.625,-4.0245,-10.305,-9.965,388.5,206.8,32.7,309.9
2,9.75,654.499,-0.134326,7.14276,57.7608,18.451745,96.0598,36.575,37.625,18.8539,17.645,17.495,16.82,12.305746935,12.14352815,0.280859,0.6605,0.2725,-8.465,8.96,1.76,-5.3955,401.5,313.1,36.87,316.5
2,10.25,649.902,-0.229105,7.05489,98.9348,23.1079,96.0805,31.32,31.84,20.70894,19.955,19.815,19.11,15.18800808,14.5632686,0.323633,0.77,0.31,-3.087,31.05,11.295,1.662,419.5,418.6,43.48,324.6
2,10.75,645.918,-0.306289,6.8423035,129.907,33.01785,96.083385,29.295,29.205,21.887,21.525,21.4,20.865,17.447272935,17.678816225,0.3608455,0.857,0.3715,0.8045,49.975,17.76,13.8,435.2,508.95,51.845,332.65
2,11.25,642.9742,-0.386709,6.41185,182.2325,37.6752,96.0877,27.345,27.175,23.1466,22.65,22.945,22.12,19.361247435,20.32840086,0.3445465,1.031,0.478,5.2095,48.81,25.385,21.91,450.15,585.3,60.745,337.8
2,11.75,641.62685,-0.4738185,6.0707135,217.9085,46.1072,96.070745,24.915,24.81,24.46135,23.525,23.775,23.17,21.160291345,22.13189434,0.393206,1.1615,0.5665,10.19,51.76,39.84,27.145,459.2,656.75,67.365,344.65
2,12.25,640.0036,-0.531556,5.822666,239.6974,62.03715,96.0509,23.56,23.015,25.1811,24.21,24.74,23.95,22.321398245,23.26668883,0.3884505,1.273,0.652,17.57,44.19,52.03,30.335,470.8,715.3,73.02,348.8
2,12.75,637.942,-0.540332,5.45858,254.215,59.7653,96.0226,21.205,21.42,25.9188,24.89,25.675,24.55,23.88130257,24.909946895,0.447295,1.4645,0.7045,27.11,56.395,59.265,28.715,479.6,744.9,77.36,352.1
2,13.25,636.363,-0.559233,5.380759,260.892,66.1957,95.9931,20.635,20.615,26.3513,25.4,26.245,25.23,25.27091102,26.34528149,0.4491,1.5525,0.7495,35.535,63.32,68.245,28.615,488.5,769.6,79.19,354.7
2,13.75,634.94,-0.583397,5.508819,288.957,61.0113,95.9573,20.365,20.275,26.7265,25.765,26.58,25.41,26.345123565,27.68914054,0.453997,1.5735,0.742,35.735,99.55,63.02,31.825,493,772.4,79.94,358.6
2,14.25,633.395,-0.5666255,5.3530745,280.3185,63.95612,95.9089,19.21,18.73,26.9779,26,26.89,25.71,26.768720765,28.385036745,0.5004117,1.67,0.704,29.14,110.5,51.82,30.55,494,761.3,78.74,356.05
2,14.75,632.2135,-0.5662175,5.395095,264.496,51.3537,95.85925,18.435,17.735,27.35505,26.29,27.175,26.295,27.18086306,28.951765625,0.4865835,1.6985,0.8225,30.855,97,32.615,30.495,494.7,721.25,74.63,357.25
2,15.25,631.6103,-0.53349695,5.19653,246.84425,58.9386,95.8405,16.395,15.985,27.4925,26.655,27.345,26.395,27.983051935,29.30036122,0.491296,1.7485,0.8085,41.315,62.51,26.83,31.625,493.75,670.35,68.305,356.9
2,15.75,631.18065,-0.459976,4.964567,228.2739,46.51645,95.825155,16.43,16.28,27.685675,26.67,27.225,26.59,28.327786395,29.229185225,0.49173175,1.8475,0.7585,42.28,47.6,41.055,31.115,489.1,603.4,61.855,357.05
2,16.25,631.57685,-0.4194515,5.12,198.0279,44.894,95.8199,17.095,17.21,27.6165,26.62,27.125,26.485,28.32046806,29.418403395,0.4820295,1.8165,0.7725,40.86,39.3,38.85,29.975,483.7,528.35,55.935,355.7
2,16.75,631.647,-0.3551383,5.246327,169.7115,40.8471,95.81755,16.51,16.875,27.7111,26.565,27.08,26.575,28.150850055,28.92309279,0.4758355,1.756,0.6075,37.31,32.565,28.67,26.1,478.1,437.95,47.055,352.9
2,17.25,631.6653,-0.2613935,5.348765,120.641,27.6766,95.81645,17.11,17.16,27.59985,26.085,26.465,26.25,27.27228793,27.983403385,0.50290185,1.7865,0.67,24.29,20.485,24.84,20.135,466.5,335.6,38.79,350.55
2,17.75,632.6155,-0.1658675,5.4174865,71.663125,20.167,95.82135,18.41,18.805,27.2618,25.515,25.855,25.8,26.381033455,26.46083348,0.481028,1.6865,0.5445,15.735,8.455,17.895,13.58,458.5,226.5,31.14,349.3
2,18.25,632.86035,-0.0525938,5.68563,24.2009,14.2424,95.827005,19.295,19.35,26.73765,24.955,25.125,25.17,25.0997712,24.869531235,0.4442695,1.5805,0.514,10.98,-4.192,5.023,7.33,447.55,122.65,22.99,345.8
2,18.75,634.86975,0.010226215,5.9498885,-4.483865,5.98544,95.839015,20.93,21.98,25.8561,23.98,23.975,24.34,22.985084795,22.670141845,0.379123,1.2415,0.2375,5.238,-11.855,-3.4365,2.03,435.2,36.41,10.93,340.65
2,19.25,637.5965,0.03177385,6.1580315,-14.08085,0.8820475,95.85165,24.445,25.38,24.45385,22.7,22.185,23.045,20.104054685,19.80009354,0.2977165,0.8415,0.08,0.5505,-17.7,-9.6,-1.9675,422.55,-1.2515,2.35,334.9
2,19.75,640.10045,0.0265805,6.8685685,-10.6291,0.574259,95.87685,27.37,28.45,23.5859,21.2,20.35,22.09,17.82878002,16.861970565,0.205527,0.665,0.037,-3.208,-20.235,-13.27,-5.721,413.7,-4.134,2.529,331.15
2,20.25,641.0375,0.0184591,7.002945,-9.39734,0.484157,95.91287,29.315,31.89,23.0814,20.4,19.03,21.32,16.307979435,14.59240362,0.166558,0.5625,0.036,-6.5605,-21.785,-15.46,-7.755,408.45,-3.274,3.0725,327
2,20.75,641.43825,0.0177083,6.977459,-9.94776,-0.0867262,95.93605,32.99,36.315,22.4544,19.71,18.04,20.715,15.22140297,12.52646593,0.168116,0.614,0.0355,-8.585,-22.98,-16.475,-10.15,403.1,-2.9705,3.0765,326.35
2,21.25,643.7375,0.019685745,7.143205,-10.41585,0.338723,95.9559,34.4,39.285,21.95045,19.045,17.23,19.67,13.630593115,11.7691839,0.1645295,0.58,0.0435,-10.365,-23.735,-17.54,-11.22,400,-3.1495,2.9345,323.75
2,21.75,646.9705,0.01267895,7.19657,-8.309345,0.1461155,95.9684,36.98,42.065,21.16625,18.35,16.34,19.11,12.89070294,10.541293345,0.1432405,0.5705,0.052,-11.92,-24.27,-18.49,-12.315,395.9,-2.7035,2.9605,321.75
2,22.25,649.9078,0.013451515,7.17054,-7.79891,0.5533648,95.9842,36.84,43.585,20.6839,17.675,15.785,18.725,11.96660647,9.3573573305,0.1324035,0.5645,0.053,-13.055,-24.775,-18.855,-13.045,393.25,-2.56,2.9505,320.85
2,22.75,650.0395,0.011088,7.088685,-5.8656,0.24159085,95.98625,37.955,44.84,20.3273,17.215,15.245,18.34,11.46653765,8.634172865,0.118871,0.5195,0.0395,-13.99,-25.785,-19.255,-13.47,389.6,-2.475,3.0215,318.45
2,23.25,651.712,0.007342279,7.131265,-4.749725,0.1832165,95.9945,40.315,48.185,19.86995,16.42,14.58,17.815,10.54242125,7.899923117,0.1240215,0.509,0.031,-14.47,-26.115,-19.47,-14.395,386.3,-2.1765,3.0065,316.5
2,23.75,652.1567,0.01366711,7.257835,-4.51103,0.3750875,95.98985,41.895,50.32,19.3981,16.12,13.925,17.455,9.791273655,7.6150410275,0.111667,0.513,0.049,-14.95,-26.025,-19.45,-14.335,383.2,-2.0685,2.919,315.25
3,0.25,651.333,0.0117265,6.901938,-4.91119,0.255235,95.8833,35.225,42.385,20.5293,17.73,15.465,18.7,12.65261772,10.083894785,0.12785,0.496,0.056,-19.415,-31.99,-21.27,-18.93,392.9,-2.599,3.326,315.1
3,0.75,652.0975,0.0176114,6.96896,-8.77477,0.708435,95.8844,35.13,42.79,20.2187,17.16,14.585,18.51,12.132651625,9.528327189,0.133773,0.5125,0.066,-20.095,-32.44,-21.37,-19.22,390.3,-2.247,3.541,313.9
3,1.25,652.377,0.0124716,6.965217,-5.55499,0.278414,95.8677,36.78,44.105,19.7465,16.765,14.435,17.83,11.165525795,9.044843194,0.113784,0.499,0.0425,-20.555,-32.71,-21.36,-19.265,388,-2.161,3.447,313.1
3,1.75,653.1203,0.01713774,6.990996,-8.20281,0.0337028,95.8638,37.94,44.4,19.5126,16.12,13.97,17.5,10.745381425,8.506174733,0.114613,0.487,0.048,-20.955,-33.185,-21.355,-19.705,385.7,-2.262,3.276,312.1
3,2.25,654.151,0.0205059,6.931406,-9.92259,0.285126,95.8523,38.75,45.095,19.28428,15.68,13.585,17.04,10.275835185,8.1272514035,0.12764,0.5425,0.0695,-20.89,-32.765,-21.755,-19.84,384.6,-2.012,3.316,310
3,2.75,655.9227,0.0123627,6.80621,-6.59969,0.04385687,95.8378,40.33,47.505,18.9172,15.36,13.19,16.68,9.824281257,7.604615298,0.12056,0.514,0.044,-20.96,-32.585,-21.775,-20.36,382.7,-1.975,3.462,308.5
3,3.25,656.2504,0.0142268,6.60111,-6.40504,0.301723,95.81835,39.29,48.435,18.2662,15.19,13.14,16.56,9.552804842,7.512873382,0.133951,0.515,0.032,-21.31,-32.275,-21.695,-20.39,381.1,-1.971,3.347,307.2
3,3.75,655.5441,0.0192179,6.647802,-10.6909,0.4246396,95.7954,38.85,48.795,17.957,15.02,12.83,16.23,9.4316157735,7.530436264,0.132727,0.5375,0.1295,-21.52,-31.96,-21.54,-20.35,379.3,-1.843,3.165,307.4
3,4.25,656.024,0.0127025,6.61043,-11.714,0.243911,95.7804,38.68,49.13,17.5366,14.71,12.66,15.68,9.5116332765,7.399678413,0.141706,0.5435,0.0805,-21.485,-31.775,-21.41,-20.47,378.5,-1.875,3.125,305.7
3,4.75,657.1469,0.0193213,6.46453,-7.4809,-0.0561725,95.7674,39.055,49.315,17.2546,14.585,12.47,15.77,9.906894739,7.060618402,0.1548,0.5665,0.0435,-21.415,-32.165,-21.645,-20.82,378.2,-1.655,3.326,305.9
3,5.25,657.603,0.0156524,6.62585,-8.122911,0.644442,95.7718,40.14,49.305,17.7425,14.38,12.5,15.98,9.7038559105,7.201465081,0.134709,0.5675,0.104,-20.98,-31.895,-21.29,-21.025,377.9,-1.673,3.235,306.2
3,5.75,657.936,0.02377385,6.6482,-11.6032,0.595603,95.7784,40.905,49.09,17.0764,14.205,12.075,15.45,9.5812321475,7.222306105,0.150377,0.5335,0.036,-20.94,-31.58,-21.2,-20.975,375.8,-1.655,3.225,304.7
3,6.25,659.727,0.01615553,6.5701,-9.54436,0.97718,95.7926,40.075,50.365,16.74118,13.91,12.35,15.08,9.385071668,6.9076076345,0.13951,0.5935,0.103,-21.53,-31.42,-21.04,-21.03,374.7,-1.92,3.098,302.8
