DOY2,HR2,FC_1_1_1,CO2_1_1_1,H_1_1_1,LE_1_1_1,H2O_1_1_1,NEE_1_1_1,RH_1_1_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,PA_1_1_1,TA_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_4
1,17.25,0.3356957,382.5381,-21.875855,-0.02963321,3.438346,0.4172884,73.665,-4.8131,-0.13112345,0.30932665,2.050978,100.49,-6.264,-44,0,-2.784,0.19,232.5,284.9,-0.526,-0.137,0.499,-0.008
1,17.75,0.3021743,382.56125,-23.72861,-0.0304,3.397927,0.4952493,74.015,-5.2621,-0.1035473,0.2706074,2.021612,100.5,-6.565,-42.24,0,-2.753,0.179,234,282.9,-0.531,-0.14,0.483,-0.0155
1,18.25,0.2550815,382.6763,-24.70236,-0.13989355,3.439964,0.4765545,74.13,-5.799,-0.1113695,0.2859185,2.0764225,100.5,-6.689,-40.23,0,-2.655,0.147,237.1,281.8,-0.549,-0.1415,0.487,-0.003
1,18.75,0.3439692,382.919,-25.74181,-0.0853,3.402174,0.54457315,75.385,-5.9346,-0.1199427,0.29009045,2.1291705,100.5,-6.918,-39.74,0,-2.65,0.14,236.5,280.8,-0.548,-0.136,0.4855,0.006
1,19.25,0.3576396,383.2329,-23.56997,-0.08857201,3.383618,0.48582215,75.71,-6.4207,-0.1008841,0.2740119,2.110543,100.5,-7.042,-38.17,0,-2.56,0.161,238.8,279.5,-0.5425,-0.1395,0.481,0.013
1,19.75,0.28405215,383.3428,-21.57708,-0.061610195,3.295227,0.3808029,76.395,-6.1928,-0.093039005,0.26148085,2.007619,100.5,-7.119,-37.41,0,-2.591,0.13,236.4,279.9,-0.534,-0.143,0.4715,0.022
1,20.25,0.3435145,383.52275,-21.747175,-0.16679985,3.250214,0.53316935,77.695,-6.6387,-0.1055055,0.27314515,2.030638,100.5,-7.5565,-36.43,0,-2.542,0.07,239,279.3,-0.525,-0.1475,0.465,0.027
1,20.75,0.3592888,383.3749,-21.8497,-0.0844,3.295009,0.4937479,78.66,-7.12005,-0.101570395,0.2672909,2.080968,100.5,-7.6195,-33.35,0,-2.469,0.033,237.5,278.8,-0.5305,-0.1575,0.455,0.03
1,21.25,0.3328527,383.3338,-23.215015,-0.1645885,3.304784,0.47345275,78.255,-7.292,-0.11529,0.29349575,2.0666065,100.5,-7.977,-34,0,-2.455,0.025,237.7,278.2,-0.543,-0.143,0.464,0.039
1,21.75,0.4123639,383.5199,-21.51935,-0.15985925,3.2175245,0.4880132,78.58,-7.24545,-0.100182,0.263563,2.025313,100.5,-8.155,-34.17,0,-2.462,0.018,239.1,277.7,-0.523,-0.157,0.463,0.014
1,22.25,0.3580129,383.7831,-19.47792,-0.08868822,3.231497,0.4874227,78.35,-7.5895,-0.095491145,0.2530758,1.979955,100.5,-8.35,-32.38,0,-2.399,-0.03,235.4,276.9,-0.534,-0.156,0.464,0.018
1,22.75,0.3336225,383.78545,-20.31164,-0.101333365,3.04996,0.44202715,79.02,-7.7368,-0.09463858,0.2621917,2.044445,100.5,-8.43,-33.57,0,-2.447,-0.014,235.6,275.7,-0.534,-0.1635,0.4595,0.033
1,23.25,0.361941,383.9967,-19.357075,0.02156028,3.057823,0.4644299,79.08,-7.6567,-0.08860906,0.2486765,1.9568915,100.5,-8.61,-30.71,0,-2.406,-0.029,236.7,275.2,-0.5255,-0.1505,0.467,0.026
1,23.75,0.3748074,383.8018,-20.87044,-0.0891,3.013295,0.4787509,78.22,-8.18395,-0.09721395,0.2625294,1.961756,100.5,-8.8,-30.04,0,-2.372,-0.074,234.6,273.7,-0.5375,-0.17,0.47,0.014
2,0.25,0.365511,384.25165,-18.293555,0.0072,3.819352,0.4636813,69.73,-5.474,-0.1080582,0.268894,2.03453,100.56,-6.824,-32.94,0,-2.432,-0.041,230.3,279.4,-0.4415,-0.129,0.247,0.093
2,0.75,0.3589844,384.25315,-16.88546,0.059845415,3.7956975,0.5369465,70.855,-5.65295,-0.0987,0.2616358,2.042858,100.5404,-6.955,-31.99,0,-2.415,-0.035,232.7,278.4,-0.4355,-0.113,0.247,0.095
2,1.25,0.3744631,384.284,-19.315235,0.07344249,3.759804,0.6150913,73.57,-6.4825,-0.1005704,0.2538925,2.0296045,100.57,-7.244,-30.77,0,-2.396,-0.005,230.3,277.7,-0.429,-0.1225,0.2425,0.0875
2,1.75,0.38313205,384.317,-18.60453,-0.049345225,3.638548,0.591373,74.9,-6.50135,-0.1010019,0.26616805,1.963364,100.57,-7.325,-34.16,0,-2.418,-0.109,229.2,276.6,-0.444,-0.1285,0.2405,0.099
2,2.25,0.41765445,384.4301,-20.11765,0.06326113,3.68038,0.570977,74.36,-6.2195,-0.09591207,0.2642512,2.043006,100.5999985,-7.477,-32.33,0,-2.36,-0.117,228.5,275.3,-0.457,-0.13,0.2385,0.0885
2,2.75,0.4302446,384.5195,-20.94011,0.077526165,3.6269365,0.5661205,74.395,-6.58025,-0.115398,0.2668557,2.062113,100.58,-7.6325,-32.81,0,-2.418,-0.123,228.9,274.4,-0.457,-0.125,0.239,0.09
2,3.25,0.3059525,384.4848,-18.63802,0.04463923,3.5926245,0.4658434,74.85,-7.49835,-0.1058891,0.26398245,2.057833,100.5087,-7.9135,-30.14,0,-2.3465,-0.068,227.45,274.75,-0.474,-0.14,0.24,0.089
2,3.75,0.4181053,384.8067,-17.11569,0.05775,3.618521,0.52887,76.61,-7.7945,-0.08574432,0.2512188,1.960953,100.56,-8.12,-30.285,0,-2.4095,-0.0965,230.95,273.6,-0.4755,-0.147,0.235,0.084
2,4.25,0.4633047,385.0305,-19.573355,-0.048447805,3.563301,0.62380055,77.435,-8.0538,-0.0927,0.2576309,2.058228,100.53,-8.27,-28.51,0,-2.351,-0.085,228.15,272.6,-0.454,-0.147,0.24,0.086
2,4.75,0.4777348,385.31835,-20.02561,0.0186,3.487967,0.5550607,78.245,-8.0823,-0.08253185,0.2420351,1.997974,100.5757,-8.25,-28.545,0,-2.3255,-0.0435,227.55,272.3,-0.475,-0.139,0.239,0.0835
2,5.25,0.3986637,385.37855,-18.97199,0.008304537,3.409391,0.44663865,78.69,-8.27305,-0.09350229,0.25358155,2.034175,100.59,-8.37,-25.835,0,-2.2295,-0.07,230,271.8,-0.473,-0.138,0.239,0.0815
2,5.75,0.4219074,385.1075,-17.58874,-0.002512536,3.545934,0.5973791,79.295,-8.7138795,-0.09933901,0.252379,1.891567,100.59,-8.55,-24.16,0,-2.1895,-0.0205,231.05,271.1,-0.471,-0.1465,0.234,0.078
2,6.25,0.4646913,384.98865,-15.93628,-0.1183681,3.457668,0.7027336,78.53,-8.356324,-0.1054464,0.2711591,1.913105,100.6,-8.535,-23,0,-1.418,0.0945,229.8,271.2,-0.4755,-0.139,0.237,0.079
2,6.75,0.4959773,385.2287,-14.53727,0.062647245,3.3778665,0.469066,78.46,-8.7741,-0.1184727,0.2894478,1.946788,100.6,-8.45,-15.025,15.1,6.22,1.366,229.65,271.05,-0.483,-0.1425,0.23,0.08
2,7.25,0.5667091,385.31865,-7.944232,0.11523245,3.165413,0.5403447,76.905,-8.8523,-0.15310915,0.3136563,1.9484905,100.6,-8.3,3.7125,72.43,36.285,5.8205,230.05,272.85,-0.484,-0.159,0.229,0.08
2,7.75,0.57611595,385.5272,8.441663,0.51383285,3.024691,0.5704079,75.28,-8.3321,-0.1897707,0.346823,1.7986595,100.6,-7.972,30.81,176.4102109,88,10.69,234.55,276.25,-0.49,-0.151,0.223,0.063
2,8.25,0.6182498,385.1367,35.12707,1.200156,3.15545,0.4308603,74.36,-7.873,-0.2494604,0.39965995,1.949467,100.6,-7.442,69.165,312.81106235,150.6,17.28,233.9,279.9,-0.493,-0.162,0.208,0.053
2,8.75,0.74229155,385.0956,69.504475,2.29044,3.2322335,0.46983465,71.355,-7.22095,-0.2974573,0.44968765,2.105136,100.6,-6.6465,115.1,447.95,211.1,22.92,238.65,283,-0.491,-0.15,0.201,0.056
2,9.25,0.5764285,384.6573,99.21832,4.076932,3.2196015,0.3205214,66.38,-5.946,-0.3803082,0.5185722,2.111937,100.6,-6.022,172.45,563.1781552,269.2,26.75,237.9,287.75,-0.498,-0.147,0.188,0.057
2,9.75,0.5930143,384.5404,128.00725,6.004722,3.260162,0.3421725,62.325,-4.9772,-0.4282604,0.5465213,2.234947,100.6,-5.202,217.6,668.35,309.8,29.59,241.85,290.4,-0.496,-0.153,0.193,0.0615
2,10.25,0.5380428,384.3205,153.53855,8.238007,3.371422,0.2147891,60.29,-4.24115,-0.4647402,0.5713382,2.372143,100.6,-4.642,239.3,743.9165435,354.45,32.235,244.3,292.5,-0.499,-0.1615,0.188,0.067
2,10.75,0.5036671,384.2901,171.0133,10.17729,3.4937525,0.35598265,58.38,-3.6319,-0.4799782,0.57778335,2.45618,100.59,-3.982,265.8,798.3502745,369,34.935,244.4,295.1,-0.509,-0.153,0.191,0.0585
2,11.25,0.4202736,383.8977,177.75655,12.14752,3.5097925,0.2415859,57.31,-3.05265,-0.4931733,0.59037,2.413374,100.51,-3.4655,284.4,830.0239682,404.7,37.85,243.5,297.9,-0.51,-0.143,0.188,0.062
2,11.75,0.5141909,383.8613,177.38805,12.62322,3.6170085,0.3907015,54.25,-2.422912,-0.50953975,0.6128398,2.5318745,100.5,-3.099,290.6,825,402.3,38.19,243.8,300,-0.495,-0.147,0.189,0.038
2,12.25,0.4420832,383.6863,192.8791,12.61545,3.649452,0.2873068,53.385,-2.2214,-0.5172907,0.6158944,2.6357845,100.4989,-2.63,281.4,827.69035305,390.1,36.92,245.1,301.7,-0.501,-0.144,0.192,0.048
2,12.75,0.4570924,383.3731,163.9523,12.91712,3.694613,0.3423212,50.6,-1.6421,-0.51417095,0.6086454,2.590197,100.44,-2.247,263.45,814.1,371.25,34.95,247.85,303.45,-0.5015,-0.138,0.1975,0.0435
2,13.25,0.3632628,383.07865,149.91505,11.20112,3.742622,0.2768518,50.47,-1.1486,-0.52290125,0.6116127,2.677634,100.4,-2.005,224.05,724.1,332.55,31.205,244.65,304.4,-0.4805,-0.1325,0.2,0.046
2,13.75,0.3363013,383.0522,117.0628,9.477154,3.760637,0.2692502,48.24,-1.1918,-0.5486817,0.64037075,2.682488,100.4,-1.8515,190.9,630.1,299.1,28.56,244.85,303.85,-0.475,-0.1315,0.2045,0.041
2,14.25,0.3352893,383.0679,93.83051,8.651004,3.80219,0.2698116,47.65,-0.8346,-0.4999733,0.6092771,2.723627,100.4,-1.7865,158.8,551.1,258.2,24.34,245.15,304.5,-0.471,-0.125,0.21,0.052
2,14.75,0.3622037,382.976,75.03524,7.464832,3.852506,0.3285928,46.92,-0.8324,-0.49215635,0.5993001,2.646595,100.4,-1.772,117.7,441.1223596,203.25,19.76,241.1,303.9,-0.4595,-0.128,0.2115,0.05
2,15.25,0.3048061,382.63685,44.45764,5.139998,3.8457945,0.24692315,47.08,-0.9968,-0.4397417,0.57520365,2.586207,100.4,-2.086,67.785,329.55,157.4,16.025,241.95,303.45,-0.451,-0.118,0.215,0.049
2,15.75,0.2655866,382.8358,14.501635,3.4571315,3.850341,0.3105425,47.815,-0.7178,-0.3949067,0.54629,2.608879,100.41,-2.237,26.82,201.6,99.05,11.275,240.5,302.5,-0.458,-0.1115,0.228,0.05
2,16.25,0.25394655,382.5613,-8.987659,1.895988,3.880235,0.3339092,48.525,-0.7028,-0.3658199,0.5260042,2.512525,100.45,-2.365,-1.559,94.33347197,45.79,5.882,240.8,300.8,-0.465,-0.111,0.232,0.055
2,16.75,0.24836565,382.5794,-20.84651,0.455082,3.9735665,0.3672487,50.895,-1.0504,-0.2536935,0.4318419,2.286315,100.49,-2.798,-35.515,24,8.81,1.831,241.8,298.25,-0.448,-0.113,0.241,0.068
2,17.25,0.257183,382.7345,-25.65913,0.2529644,4.036749,0.4314749,53.51,-1.3741685,-0.1988991,0.38959545,2.21437,100.5065,-3.15,-49.185,0,-1.212,0.337,239.55,295.9,-0.459,-0.114,0.247,0.074
2,17.75,0.2854039,382.97775,-24.7723,0.07573573,3.972847,0.4761666,57.53,-1.694606,-0.1606424,0.3523436,2.185287,100.51,-3.6215,-50.39,0,-2.7265,0.2375,240.05,294.05,-0.446,-0.104,0.25,0.083
2,18.25,0.3481099,382.911,-25.3183,0.1506599,3.95779,0.50131955,58.815,-1.97245,-0.1479281,0.33890755,2.19144,100.53,-3.8155,-47.67,0,-2.6315,0.1555,239.05,292.45,-0.445,-0.0985,0.25,0.088
2,18.75,0.34228005,383.1506,-22.19072,0.0357,3.907969,0.4822913,58.505,-2.3858,-0.1249613,0.3085544,2.112092,100.54,-4.169,-46.13,0,-2.617,0.132,240,291.05,-0.4335,-0.107,0.253,0.094
2,19.25,0.3660379,383.3746,-21.80124,0.0213,3.840833,0.4892355,59.675,-2.8867,-0.1300656,0.31338545,2.141254,100.59,-4.351,-44.23,0,-2.59,0.151,239.45,289.9,-0.432,-0.096,0.254,0.103
2,19.75,0.3596605,383.36875,-23.17884,-0.017828415,3.850397,0.5388106,62.73,-3.0555,-0.1306062,0.3075885,2.132063,100.58,-4.647,-42.76,0,-2.601,0.0925,238.15,288.85,-0.434,-0.1095,0.2415,0.0955
2,20.25,0.4673554,383.3353,-22.02678,-0.0502,3.921307,0.52071045,62.155,-3.4248,-0.119839,0.2979191,2.1106375,100.597,-5.0115,-45.35,0,-2.506,0.0785,235.15,287.65,-0.424,-0.1135,0.2475,0.0985
2,20.75,0.3811366,383.38605,-20.37782,-0.04522943,3.735097,0.4841359,62.075,-3.7273,-0.1024647,0.278162,2.0456145,100.59,-5.2205,-43.065,0,-2.5745,0.1035,234.15,286.2,-0.429,-0.114,0.249,0.1005
2,21.25,0.376925,383.6849,-18.93625,0.02325,3.937693,0.507462,62.985,-4.1251,-0.09715,0.2671457,2.051944,100.5938,-5.1915,-41.445,0,-2.615,0.071,234.55,284.95,-0.424,-0.1315,0.249,0.091
2,21.75,0.384495,383.5528,-21.21571,-0.0173,3.839227,0.4599145,64.935,-4.4029,-0.1034523,0.27231925,2.0514205,100.56,-5.356,-40.645,0,-2.631,0.068,235.2,284.25,-0.421,-0.136,0.251,0.099
2,22.25,0.38952435,383.645,-22.080405,-0.03146248,3.7644155,0.52932405,66.185,-4.7367,-0.094172775,0.2622887,2.045667,100.53,-5.673,-38.84,0,-2.557,0.056,235.8,283.9,-0.4185,-0.129,0.244,0.1105
2,22.75,0.29805855,383.9409,-18.89486,-0.083548765,3.653786,0.4931778,67.73,-4.8641,-0.08057974,0.2414317,1.9585905,100.58,-5.706,-37.565,0,-2.4565,0.0375,236.35,282.4,-0.426,-0.134,0.248,0.102
2,23.25,0.38826485,383.92535,-20.6468,-0.02968964,3.71675,0.5080591,69.175,-5.2239,-0.09768057,0.2648425,2.006602,100.57,-6.2795,-34.475,0,-2.4575,-0.074,234.55,282.4,-0.423,-0.13,0.2485,0.099
2,23.75,0.37532125,384.03355,-19.07471,-0.0328,3.760497,0.4839648,67.98,-5.3621,-0.1021282,0.27074955,1.994955,100.57,-6.4065,-35.585,0,-2.4875,-0.0355,235.65,281.15,-0.4305,-0.135,0.2475,0.1115
3,0.25,0.5538059,386.17435,-20.583225,-0.1216844,4.496715,0.7396959,67.24,-1.305689,-0.093669855,0.25793535,2.051934,100.7,-1.639,-39.31,0,-2.724,0.0305,254.15,302.55,0.061,0.093,0.232,0.202
3,0.75,0.6351271,386.6629,-21.853265,0.005310537,4.442166,0.78223755,67.69,-1.1684,-0.1096926,0.28825935,2.048888,100.7,-1.696,-40.54,0,-2.6335,0.024,249.7,301.85,0.059,0.088,0.231,0.204
3,1.25,0.5758173,386.1591,-20.50639,0.05580836,4.447779,0.7584156,70.31,-1.5917,-0.09971025,0.2727912,2.099641,100.6999969,-1.895,-40.2,0,-2.6945,0.01,252.45,301.55,0.0595,0.093,0.234,0.202
3,1.75,0.5734837,386.39575,-19.90002,-0.08676748,4.44902,0.7331367,70.37,-1.6997,-0.0991902,0.2665326,2.050454,100.62,-1.998,-40.9,0,-2.7435,-0.003,250.2,300.9,0.057,0.0915,0.232,0.1995
3,2.25,0.6543037,386.6179,-19.10419,0.03845806,4.38049,0.7544883,70.98,-2.0202,-0.09447224,0.2649611,2.032599,100.61,-2.139,-40.66,0,-2.721,0.0895,246.55,300.35,0.059,0.089,0.231,0.197
3,2.75,0.57693085,386.8654,-18.919315,0.0043437365,4.286308,0.6913379,71.68,-2.0234,-0.1142876,0.2928914,2.133998,100.6,-2.286,-43.04,0,-2.6925,0.0665,246.65,299.7,0.059,0.09,0.233,0.197
3,3.25,0.5485196,387.1872,-19.028565,-0.009834876,4.331656,0.71150865,72.39,-2.0424315,-0.11859865,0.2900127,2.0784605,100.6,-2.427,-43.31,0,-2.731,0.0545,238.95,299.05,0.057,0.091,0.232,0.195
3,3.75,0.6428404,386.9629,-17.29008,-0.08641064,4.328508,0.7712319,72.97,-2.4025,-0.1081636,0.2722874,2.063163,100.6,-2.5255,-42.53,0,-2.601,0.0305,244.7,297.9,0.059,0.087,0.2315,0.195
3,4.25,0.6188574,386.8782,-18.806855,-0.06572769,4.2651175,0.7706826,73.84,-2.5406,-0.11295095,0.2816704,2.059402,100.6,-2.615,-40.98,0,-2.565,0.0265,244.7,297.3,0.056,0.095,0.236,0.195
3,4.75,0.640949,386.78965,-19.0312,-0.050030985,4.228306,0.736278,74.13,-2.6114,-0.1149922,0.28800685,2.1150955,100.6,-2.795,-38.43,0,-2.4835,0.046,247.75,296.75,0.054,0.0895,0.234,0.194
3,5.25,0.62426555,386.809,-17.64844,0.1160244,4.368814,0.7741239,74.29,-2.548905,-0.11726905,0.2909717,2.053751,100.605,-2.961,-37.61,0,-1.9115,0.039,247.65,295.9,0.062,0.086,0.236,0.195
3,5.75,0.7032208,387.1733,-17.35394,0.1048009,4.289919,0.6393012,75.28,-2.796,-0.14267615,0.319386,2.109347,100.615,-3.088,-29.59,5.582252572,1.7755,0.6015,248.5,296.2,0.052,0.085,0.233,0.196
3,6.25,0.6382673,387.2388,-9.2046395,0.116896,4.270754,0.5727176,74.26,-3.0625,-0.1726296,0.35488,2.132354,100.7,-2.798,-1.864,48.24,24.75,2.742,250.9,297,0.058,0.086,0.225,0.191
3,6.75,0.69658005,387.4396,4.567611,0.7782171,4.29891,0.6605284,72.04,-2.8639,-0.21560545,0.3929618,2.051111,100.7,-2.411,23.54,135.7,73.925,8.965,247.75,300.15,0.0575,0.083,0.223,0.19
3,7.25,0.6898232,386.859,30.98462,1.9619845,4.317076,0.4236213,68.84,-2.4858,-0.30252975,0.4615318,2.1495165,100.7,-2.038,66.13,280.5026958,146.1,15.395,247.5,303.3,0.05,0.073,0.2205,0.1835
3,7.75,0.69994105,386.6726,72.0388,3.440729,4.38449,0.39913475,66.06,-1.8679,-0.363934,0.506102,2.232051,100.7,-1.4175,126.5,434.2,219.2,22.15,249.7,306.45,0.048,0.0675,0.2215,0.184
