DOY2,HR2,FC,LE,H,CO2,PA,TA,RH,PPFD_IN,SW_IN,NETRAD,TS_1_1_1,TS_1_2_1,USTAR,WS,NEE
2,6.75,0.711,1.20725,0.782,398.488,89.917,0.12975,97.475,0.79125,0,-1.5355,0.1675,1.4405,0.3125,1.547,0.777
2,7.25,0.386,2.299,1.1785,399.30325,89.92075,0.2205,97.3,35.959,14.403,1.6575,0.159,1.41725,0.285,1.24025,0.59725
2,7.75,0.2745,5.08,1.8425,399.474,89.919,0.352,94.8985,143.74275,66.3645,23.24,0.12425,1.266,0.323,1.18425,0.331
2,8.25,0.573,9.264,4.0405,399.789,89.915,1.14425,92.2905,291.34,118.0455,66.03,0.076,1.15725,0.36425,1.249,0.3125
2,8.75,0.48425,18.199,11.99325,398.597,89.895,1.954,90.209,466.336,170.0035,105.3285,0.06175,1.0945,0.357,1.17075,-0.16375
2,9.25,0.534,27.683,42.406,396.551,89.897,3.1315,86.126,672.7135,291.78975,156.1,0.05725,1.0915,0.37725,1.285,0.0565
2,9.75,0.2185,33.924,63.03,392.997,89.90775,4.666,82.815,876.9305,363.6135,200.25525,0.1425,1.10675,0.3985,1.597,-0.837
2,10.25,-0.3365,35.296,83.21975,391.63875,89.949,5.55325,83.15275,1035.12775,434.00425,252.70725,0.2635,1.163,0.495,1.8545,-0.95975
2,10.75,-0.34575,46.34875,89.76825,391.508,89.91025,6.129,82.1,1149.105,502.6405,274.97,0.3635,1.2005,0.4755,2.01325,-0.64275
2,11.25,-0.4545,52.412,111.7365,391.187,89.82,6.706,79.9435,1257.515,544.0005,324.886,0.6595,1.2305,0.5155,2.01,-0.86275
2,11.75,-0.716,53.366,111.495,390.70725,89.756,7.1305,77.9465,1308.125,552.2475,337.593,0.8465,1.1965,0.508,2.328,-1.1395
2,12.25,-0.71525,61.966,116.0465,390.176,89.725,7.046,76.14,1306.59,547.4625,348.9235,1.55,1.2265,0.54525,2.5615,-0.9335
2,12.75,-0.69625,66.07575,129.6585,389.7275,89.685,7.62325,69.36975,1261.05,536.64,327.9005,1.7405,1.2845,0.59,2.49,-1.081
2,13.25,-0.81425,58.4995,114.288,389.1195,89.689,7.5855,74.97025,1261.4,530.74625,332.4855,2.22125,1.4625,0.582,2.876,-0.988
2,13.75,-0.90525,54.28275,108.474,388.983,89.652,7.848,73.581,1212.4,507.615,314.12,2.6,1.489,0.57975,2.748,-1.25525
2,14.25,-0.74275,54.25925,95.96525,388.682,89.643,8.035,76.42,1100.4,463.099,285.3,2.938,1.739,0.57475,2.765,-0.94375
2,14.75,-0.67025,48.6575,87.5815,389.4345,89.6405,8.156,72.8,962.5,419.753,245.345,3.424,1.849,0.535,2.60375,-0.771
2,15.25,-0.451,37.6085,71.328,389.2735,89.641,8.2715,72.7875,791.0915,338.69475,189.98725,4.06,2.058,0.499,2.405,-0.551
2,15.75,-0.3965,33.455,48.496,388.897,89.661,8.36,74.96,596.768,250.058,136.41,3.905,2.023,0.5055,2.4165,-0.4125
2,16.25,-0.1945,21.88025,14.812,389.12775,89.689,8.06,77.5105,379.68,155.508,65.69,3.351,2.266,0.503,2.1635,-0.28375
2,16.75,-0.06275,17.766,2.308,388.918,89.698,7.66,81.2925,190.754,77.35025,19.4225,3.14,2.397,0.398,1.835,0.19375
2,17.25,0.022,8.551,0.71,388.253,89.7255,6.503,82.71525,61.46,24.66775,-2.59225,2.556,2.556,0.40225,1.756,0.75125
2,17.75,0.42475,6.455,0.6305,388.835,89.7455,5.069,83.721,10.193,0,-10.943,2.066,2.727,0.40075,1.835,0.913
2,18.25,0.719,4.43725,0.16275,389.38275,89.751,4.263,83.05,0,0,-11.01,1.697,2.591,0.355,1.574,0.84225
2,18.75,0.6575,4.852,1.752,391.188,89.7685,3.529,86.04075,0,0,-9.86,1.201,2.329,0.308,1.721,0.829
2,19.25,0.88175,4.54825,2.0165,392.306,89.7785,2.853,89.64125,0,0,-8.63,0.839,2.165,0.36175,1.6895,0.77625
2,19.75,1.1855,6.607,0.606,391.946,89.787,2.645,89.35075,0,0,-7.26,0.638,1.976,0.36425,1.408,0.82775
2,20.25,0.552,3.282,-0.19175,393.26875,89.8005,2.267,91.16275,0,0,-6.27,0.585,1.982,0.3425,1.229,0.7625
2,20.75,1.07125,1.17875,1.314,393.77125,89.824,2.188,92.35,0,0,-7.13,0.544,1.963,0.329,1.12575,0.8025
2,21.25,0.9655,3.188,1.176,394.871,89.833,1.877,91.293,0,0,-6.599,0.417,1.939,0.2925,1.063,0.7665
2,21.75,0.606,2.8485,0.52575,395.717,89.825,1.741,94.05,0,0,-7.05,0.423,1.902,0.29975,1.24475,0.73125
2,22.25,1.342,2.95975,1.204,396.459,89.83175,1.658,94.731,0,0,-4.796,0.4,1.882,0.3015,1.1655,0.72475
2,22.75,0.659,2.9155,0.921,397.03775,89.833,1.164,95.53525,0,0,-5.118,0.376,1.878,0.325,1.3105,0.67875
2,23.25,0.77125,3.63825,0.93525,396.962,89.84,1.062,96.4375,0,0,-4.763,0.369,1.81,0.3165,1.014,0.733
2,23.75,0.7035,2.348,1.641,397.038,89.85,1.083,96.462,0,0,-4.618,0.363,1.768,0.313,1.154,0.671
3,0.25,1.043,6.512,0.185,399.205,90.168,3.7945,88.6085,0,0,-16.205,3.502,7.93375,0.353,1.961,0.87525
3,0.75,1.5025,5.657,0.35175,398.47725,90.1735,3.53925,89.296,0,0,-16.5275,3.23075,7.5975,0.36975,1.91075,0.934
3,1.25,1.529,4.242,0.245,399.8875,90.18925,3.34875,90.7,0,0,-13.555,3.02375,7.50825,0.3935,1.975,0.891
3,1.75,1.1235,6.922,-0.05725,400.805,90.1625,3.0035,89.877,0,0,-14.1425,2.84625,7.5065,0.38875,1.8045,0.877
3,2.25,1.4935,5.56575,0.0685,398.76875,90.152,2.873,89.725,0,0,-13.495,2.67525,7.4025,0.348,1.60975,0.8855
3,2.75,1.15325,8.38075,0.823,398.3465,90.16,2.94125,90.9645,0,0,-11.45375,2.4745,7.2425,0.3885,1.81475,0.88475
3,3.25,1.087,7.19125,0.486,399.08025,90.1495,2.67075,91.3,0,0,-10.7815,2.391,6.88875,0.37,1.8435,0.858
3,3.75,1.6425,5.287,0.032,400.4,90.1595,2.604,93.1255,0,0,-11.58,2.3145,6.81175,0.40075,2.0445,0.8845
3,4.25,0.924,6.255,0.05,401.012,90.16,2.752,93.57325,0,0,-9.94625,2.268,6.87275,0.361,1.534,0.86975
3,4.75,1.812,3.83325,-0.00375,400.80775,90.15925,2.844,93.1525,0,0,-8.3135,2.253,6.82725,0.377,1.98025,0.902
3,5.25,1.0135,8.5685,-0.0195,402.694,90.1775,2.4815,93.63825,0,0,-9.4925,2.188,6.68825,0.3675,1.9015,0.89425
3,5.75,1.17525,7.29025,0.221,401.885,90.217,2.17075,93.9,0,0,-8.6675,2.0735,6.539,0.3965,1.679,0.837
3,6.25,1.0965,6.401,-0.268,402.08475,90.222,2.34,93.7445,23.247,0,-6.0605,1.893,6.5,0.417,1.756,0.92725
3,6.75,0.95875,11.576,0.12,402.365,90.2245,2.484,91.86325,106.38325,48.13225,9.0845,1.788,6.3315,0.3825,1.70125,0.85275
3,7.25,0.9815,18.964,4.244,400.945,90.208,2.98925,89.3495,295.532,135.834,56.077,2.022,5.76975,0.3975,1.754,0.68725
3,7.75,1.133,35.32425,21.2575,399.201,90.2215,4.4515,84.325,493.29925,212.56725,118.95,2.42775,5.1455,0.42675,1.897,0.6855
3,8.25,0.679,45.64,67.46275,393.309,90.216,5.75175,79.7345,695.1,308.241,186.15,3.46525,4.7095,0.48725,2.4645,-0.3235
3,8.75,-0.31,52.139,103.249,391.708,90.203,7.0335,77.52925,890.91275,399.08675,252.5335,4.43175,4.864,0.569,2.639,-1.17075
3,9.25,-0.92375,60.5755,135.0925,391.292,90.1765,8.33575,74.57225,1091.5,490.76775,314.3995,5.8175,5.12425,0.552,2.77475,-1.563
3,9.75,-1.478,71.86075,179.962,390.10525,90.1865,9.4645,69.79025,1295.975,559.379,375.637,7.2365,5.26025,0.625,3.3275,-1.89775
3,10.25,-1.4045,84.00975,204.5645,390.025,90.209,10.12,69.09,1457.4,641.7215,433.55,9.1285,5.272,0.64225,3.053,-1.8435
3,10.75,-1.4395,88.525,215.9115,389.317,90.1865,10.29,65.86,1576.55,689.851,470.85,10.8765,5.26475,0.65275,3.48725,-1.79575
3,11.25,-1.615,103.71375,240.2115,388.733,90.14675,11.449,65.42,1674.4,736.718,497.75,12.65375,5.54175,0.6665,3.482,-1.89275
3,11.75,-1.6315,110.63825,248.13175,388.739,90.1155,11.8,64.3,1700.68,749.9275,505.951,14.364,5.661,0.71,3.64625,-1.8595
3,12.25,-1.69825,121.058,245.34,388.9625,90.1085,12.53,62.89,1695.4,749.227,508.9,15.675,6.0445,0.723,3.90375,-2.06075
3,12.75,-1.917,113.5795,243.458,388.9555,90.043,13.075,62.4195,1714.545,763.963,501.6,15.6,6.14875,0.738,3.996,-1.90825
3,13.25,-1.768,120.94075,248.109,389.04175,90.03925,13.58,62.343,1654.8,748.305,491.9515,16.17525,6.44,0.721,3.9575,-2.11
3,13.75,-1.587,100.2495,209.735,388.385,90.0185,13.73,62.50825,1549.5675,686.1625,452.8545,17.4125,6.726,0.7145,3.898,-1.83225
3,14.25,-1.518,96.14375,203.0945,388.8315,90.017,13.93525,62.991,1424.9025,644.132,416.6,17.93,6.9825,0.7395,3.8665,-1.7065
3,14.75,-1.3695,87.531,165.232,388.294,90.02025,14.1185,65.944,1269.63,566.4635,357.7315,17.775,7.24025,0.72475,3.87425,-1.18575
3,15.25,-1.3085,81.535,154.77475,387.96875,90.0225,14.37375,64.2965,1120.195,499.3905,305.6425,17.7645,7.6175,0.71475,3.943,-1.42
3,15.75,-1.3195,67.715,120.695,387.56,90.0385,14.005,65.38025,943.719,413.878,243.15,16.93125,7.77875,0.7125,3.8695,-1.3175
3,16.25,-1.042,63.9805,87.296,387.578,90.02925,13.45425,68.948,723.873,314.7675,174.259,16.18675,8.111,0.68525,3.614,-0.913
3,16.75,-0.665,46.5975,49.811,387.41,90.0155,12.95975,70.464,528.02775,211.9375,100.05,15.01775,8.4725,0.659,3.359,-0.55675
3,17.25,-0.102,33.65225,12.912,387.5595,90.03375,12.3505,70.88375,284.445,117.5785,34.7775,13.3,8.70525,0.60875,3.43075,0.115
3,17.75,0.30775,18.836,-5.515,386.807,90.054,11.3805,73.303,105.63525,40.738,-8.5345,11.8475,8.9355,0.56775,3.12725,0.9935
3,18.25,0.848,15.8675,-9.65975,387.54,90.06925,10.385,75.159,19.1765,0,-28.981,10.58525,9.0375,0.5675,3.0325,1.12625
3,18.75,1.117,11.3525,-5.20525,388.394,90.09325,9.19025,75.954,0,0,-25.892,9.31375,9.045,0.535,2.97,1.088
3,19.25,1.3225,8.696,-2.258,389.505,90.09,8.32525,76.821,0,0,-28.5105,8.055,8.96325,0.535,2.634,1.06525
3,19.75,1.3725,11.809,-3.0245,390.5785,90.11425,7.7325,77.742,0,0,-25.465,7.3275,8.848,0.454,2.219,1.07875
3,20.25,1.132,10.759,-1.14225,392.047,90.1265,7.08225,78.13775,0,0,-23.807,6.789,8.764,0.459,2.331,1.03825
3,20.75,1.198,9.2745,-0.59875,392.3135,90.1365,6.72625,80.91075,0,0,-23.2725,6.2575,8.64975,0.445,2.25425,1.012
3,21.25,1.3635,8.5915,-0.6305,396.022,90.17125,6.119,82.625,0,0,-21.1555,5.90475,8.53025,0.4455,2.271,1.016
3,21.75,1.2985,6.1485,0.6195,396.7275,90.15925,5.79425,84.045,0,0,-20.7745,5.3325,8.403,0.405,2.103,0.9855
3,22.25,1.33575,10.4445,-0.2195,397.186,90.193,5.298,84.8,0,0,-20.3325,4.9655,8.3375,0.431,2.1505,0.9515
3,22.75,1.45075,5.22875,0.32975,397.8585,90.2165,4.7185,85.375,0,0,-19.896,4.535,8.27325,0.4055,1.856,0.967
3,23.25,1.20775,5.77275,-0.4875,397.689,90.205,4.49825,86.45,0,0,-17.4,4.159,8.16325,0.375,1.73525,0.943
3,23.75,1.059,5.977,0.32175,398.948,90.181,4.15125,86.94875,0,0,-17.05,3.7855,8.0525,0.364,1.778,0.93675
4,0.25,1.542,4.76475,0.275,397.506,90.16,5.498,85.3665,0,0,-21.0225,6.921,10.825,0.29875,1.667,1.5455
4,0.75,1.303,3.6185,0.3825,400.855,90.14625,4.7685,84.9925,0,0,-20.23575,6.594,10.61675,0.294,1.73575,1.5025
4,1.25,1.77075,4.8735,0.584,400.99225,90.15025,4.53525,87.424,0,0,-18.9415,6.22,10.44575,0.3485,1.933,1.5595
4,1.75,1.6745,5.4905,0.76025,400.8415,90.1435,4.13225,87.928,0,0,-17.8075,5.899,10.211,0.34,1.848,1.50425
4,2.25,1.6345,4.874,0.13975,402.28025,90.1515,3.776,89.5905,0,0,-17.24,5.891,10.0625,0.3455,1.913,1.50275
4,2.75,1.40675,3.0205,0.682,403.9125,90.152,3.4815,90.442,0,0,-15.94,5.499,9.8735,0.30275,1.729,1.43225
4,3.25,1.308,3.549,1.0755,404.187,90.157,3.271,90.385,0,0,-14.08,5.159,9.723,0.307,1.55,1.4415
4,3.75,1.422,5.005,0.46375,402.534,90.1695,3.202,90.501,0,0,-12.73,4.86,9.6205,0.26825,1.638,1.38725
4,4.25,2.094,4.6,1.263,402.879,90.16925,3.1705,92.31375,0,0,-12.04,5.07075,9.5,0.25875,1.4395,1.3735
4,4.75,1.30275,3.27575,0.375,403.147,90.18,3.1355,92.25,0,0,-10.99,5.0075,9.37,0.228,1.329,1.34675
4,5.25,1.697,4.4315,0.682,405.26825,90.19575,2.9955,93.1265,13.773,0,-8.75,4.76025,9.255,0.23875,1.278,1.24475
4,5.75,1.3845,2.95,1.01725,404.29575,90.2085,3.1075,92.135,77.539,29.138,1.861,4.443,9.03,0.2325,1.3395,1.21225
4,6.25,1.02375,11.153,2.9295,405.815,90.214,3.51,88.694,225.75,107.519,40.389,4.43725,8.71,0.244,1.076,0.828
4,6.75,1.8495,26.5795,19.571,402.39325,90.23275,4.914,85.178,457.4105,195.234,103.2,4.314,8.32,0.23575,1.069,0.292
4,7.25,1.232,48.741,61.944,393.6105,90.243,6.902,78.7375,712.1825,310.421,177.027,5.4335,8.1705,0.36775,1.43775,0.1855
4,7.75,-0.71025,59.609,107.564,390.456,90.2305,8.295,74.0125,908.725,396.332,248.071,6.869,7.996,0.38975,1.76525,-1.62475
4,8.25,-1.558,71.981,140.478,388.234,90.18075,8.979,69.969,1111.79,499.729,317.6,8.66,8.089,0.4345,1.8775,-2.13975
4,8.75,-1.853,85.4905,183.9575,387.411,90.166,9.87,67.55,1321.325,589.337,403.5,9.6435,8.1885,0.508,2.50275,-2.2525
4,9.25,-1.941,94.163,214.564,386.8855,90.15875,10.682,65.2015,1493.975,674.575,438.933,10.0005,8.2735,0.584,2.83075,-2.407
4,9.75,-2.162,102.0555,250.757,386.515,90.1475,10.895,61.992,1613.695,747.466,494.672,11.9185,8.4355,0.6245,3.15775,-2.469
4,10.25,-2.1375,105.20025,272.245,386.8145,90.12,11.573,61.4185,1743.645,777.103,524.421,13.577,8.686,0.62575,3.286,-2.56425
4,10.75,-2.27375,116.39,276.146,386.94575,90.1005,12.225,59.94,1854.515,836.969,563.223,15.457,8.7985,0.6735,3.53575,-2.6295
4,11.25,-2.05875,113.461,293.949,386.835,90.0895,13.0455,58.1545,1971.685,890.986,596.657,17.4375,9.0215,0.6745,3.71,-2.40075
4,11.75,-1.972,114.241,311.716,386.76425,90.06575,13.7115,57.705,1973.76,889.392,607.817,18.711,9.35,0.71525,3.61925,-2.4935
4,12.25,-2.21375,123.582,314.98,386.6955,90.026,14.502,57.0015,2008.22,916.793,612.222,21.1505,9.415,0.7375,3.675,-2.509
4,12.75,-1.618,118.475,307.291,386.39,90.0125,15.027,56.8125,1976.735,910.075,600.779,22.063,9.521,0.73625,3.785,-2.1125
4,13.25,-1.744,115.765,305.7715,386.61975,90.00625,15.4015,56.49,1946.13,881.446,573.689,21.97575,10.01975,0.76,4.044,-2.34925
4,13.75,-2.07275,116.62425,308.11925,386.422,89.9855,16.08,60.049,1853.855,844.537,555.115,22.63075,10.1765,0.7475,4.07375,-2.2
4,14.25,-2.07775,108.746,294.73425,386.423,89.9615,16.06925,60.1045,1741.755,775.577,514.73925,23.21025,10.4775,0.812,3.97,-2.26725
4,14.75,-2.0765,94.431,250.0115,386.331,89.957,16.05875,61.2165,1587.97,697.867,448.286,22.97025,10.697,0.75375,3.959,-2.3075
4,15.25,-1.6995,85.499,222.402,386.317,89.942,15.81725,62.795,1390.33,612.109,375.7035,22.46675,11.095,0.731,4.024,-2.1295
4,15.75,-1.484,77.905,178.4785,386.239,89.96,15.436,63.30375,1217.09,539.199,315.44975,21.4975,11.29325,0.716,3.87,-2.1885
4,16.25,-1.427,73.83775,146.2055,385.856,89.956,15.038,66.383,1005.9425,446.233,264.8015,21.38,11.6,0.719,3.844,-1.57075
4,16.75,-1.0985,62.07425,112.81575,385.756,89.9495,14.7685,67.2035,791.8315,343.369,177.743,20.0445,11.8045,0.67825,3.646,-1.01075
4,17.25,-0.467,46.48775,62.585,385.8215,89.99,14.28525,69.11925,550.156,248.83525,121.68275,17.52225,11.895,0.657,3.428,-0.48175
4,17.75,1.73472347597681e-18,38.984,33.293,385.632,90.0705,13.406,69.67675,351.24225,148.7875,46.3235,16.25725,11.9025,0.58625,3.38575,0.26975
4,18.25,0.588,25.012,-4.583,385.727,90.079,12.28,71.48825,138.42725,59.1265,-1.3925,14.6635,12.04075,0.546,3.03625,1.07
4,18.75,1.067,17.313,-8.62575,386.1625,90.0455,11.87775,73.22525,31.6895,8.53575,-23.5805,13.70575,12.159,0.48375,2.66575,1.85775
4,19.25,1.7875,10.744,-9.531,386.6415,90.0725,10.59675,75.253,0,0,-29.048,12.75,12.23125,0.4685,2.61275,2.131
4,19.75,2.3825,6.764,-8.17575,387.833,90.099,9.6315,77.1,0,0,-25.7675,11.745,11.96775,0.443,2.4495,2.10625
4,20.25,1.978,6.775,-4.1465,388.93475,90.09275,8.819,76.8835,0,0,-27.255,10.955,11.8435,0.442,2.395,1.98075
4,20.75,1.6255,6.5955,-3.12025,391.0735,90.11225,8.1225,78.008,0,0,-24.1475,10.24975,11.73,0.394,2.2005,1.83925
4,21.25,1.631,4.793,-2.65,392.29675,90.12825,7.7925,80.4905,0,0,-21.0675,9.47175,11.705,0.367,2.115,1.86275
4,21.75,1.91325,7.23025,-1.5695,393.26,90.1245,7.3775,80.49,0,0,-22.649,8.8975,11.644,0.347,2.076,1.86825
4,22.25,1.588,4.132,-0.038,394.264,90.1315,6.62925,81.94375,0,0,-23.57675,8.3775,11.51425,0.35075,2.0945,1.713
4,22.75,2.115,4.885,0.85825,395.373,90.141,6.498,82.6,0,0,-24.216,7.93,11.3775,0.35925,1.87175,1.74325
