DOY2,HR2,CO2,H2O,FC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
2,13.75,384.29,6.5,-0.8905,43.84,160.06,95.9015,3.47475,0.45375,1.574,1.75,0.652,100.38,57.307,14.352,10.675,14.1545,0.668,1172.725,664.875,154.43,322.24,399.945
2,14.25,384.19,6.46925,-0.64275,39.86,137.245,96.52,3.4885,0.4305,1.588,1.747,0.638,100.3525,55.78075,14.721,10.7775,14.63,0.626,1078,615.76,141.66,316.62,400.7325
2,14.75,384.04,6.757,-0.5865,39.96,121.78,82.5095,3.59775,0.4575,1.5725,1.7295,0.6355,100.3275,57.2535,14.8315,11.0925,14.84925,0.5735,977,558.1925,130.91,321.1025,398.175
2,15.25,384.5375,6.29975,-0.734,35.41,94.419,72.128,3.511,0.448,1.502,1.70075,0.64425,100.3,57.65575,14.954,10.9825,15.1835,0.468,827.5,467.34,114.9325,322.1125,394.01
2,15.75,384.88,6.18725,-0.4965,28.795,69.45875,64.25225,3.3155,0.426,1.3715,1.546,0.599,100.3,58.67725,15.0465,10.87,15.317,0.38675,675.175,378.7225,97.04875,321.57,388.3675
2,16.25,384.095,6.624,-0.18775,26.00725,37.441,53.75925,3.183,0.41,1.29,1.509,0.5785,100.31,59.34025,14.8555,10.6375,15.14975,0.3095,477.125,278.3875,78.659,321.37,385.78
2,16.75,384.52,6.57,0.02175,19.2785,7.0355,39.4335,2.96,0.381,1.202,1.357,0.536,100.33,60.5275,14.683,10.05,15.0885,0.233,290.325,176.815,59.732,320.695,376.71
2,17.25,384.71,6.44825,0.5265,11.3825,-3.9125,29.20675,2.634,0.33825,1.122,1.2495,0.478,100.3275,64.31275,14.144,9.3925,14.987,0.311,152.9,90.47475,35.64975,319.5025,369.245
2,17.75,384.76,6.595,0.722,6.974,-4.11175,17.822,2.2765,0.2885,0.9085,0.9775,0.4175,100.34,71.02125,13.282,8.27,14.661,0.4645,33.5195,19.89425,6.566,317.6775,356.3175
2,18.25,386.9375,7.1125,0.9525,1.10325,-2.34925,13.498,2.074,0.257,0.76,0.958,0.359,100.34,75.8275,12.10875,7.225,13.7445,0.509,1,-0.463,1.857,316.8475,350.38
2,18.75,387.63,6.9065,1.09,-0.58775,-1.619,14.3,2,0.269,0.701,0.899,0.386,100.35,79.38575,11.11825,6.52,12.858,0.466,0.35075,-0.6775,2.115,319.6675,346.545
2,19.25,387.845,6.944,1.226,-1.9825,-1.4095,9.661,1.922,0.2705,0.7075,0.89325,0.36425,100.3775,83.5925,10.292,6.1,11.85325,0.45625,0.201,-0.42275,2.459,320.115,345.745
2,19.75,388.065,7.663,1.33525,-2.59375,-1.09275,12.233,1.79,0.27,0.8105,0.8665,0.395,100.38,82.02075,9.7985,5.5625,11.088,0.46725,0.8045,-0.46725,2.385,318.29,344.7525
2,20.25,388.59,7.034,1.382,-2.908,-0.558,11.188,1.84175,0.256,0.748,0.901,0.387,100.4075,84.33,9.637,5.165,10.54275,0.435,0.808,-0.532,2.64125,320,342.4775
2,20.75,389.7675,6.96425,1.05,-2.99425,-1.311,10.4715,1.85,0.24525,0.72625,0.84875,0.3605,100.4275,85.65,9.244,5.2,10.446,0.46125,0.3425,-0.4075,2.483,319.7775,342.0375
2,21.25,389.815,6.863,1.315,-2.94625,-0.576,12.00625,2.04775,0.24,0.7625,0.9035,0.386,100.44,88.75675,8.80625,5.005,9.976,0.476,0.33275,-0.2775,2.49725,316.77,341.25
2,21.75,390.51,6.572,1.334,-3.677,-1.33275,10.047,2.004,0.23875,0.74625,0.87375,0.369,100.44,88.7865,8.80575,4.905,9.538,0.4575,0,-0.29925,2.5375,319.03,340.525
2,22.25,390.98,6.58075,1.32125,-3.84625,-1.492,11.03825,1.89525,0.262,0.7635,0.898,0.3735,100.4575,89.4545,8.3885,4.6275,9.263,0.46875,0,-0.259,2.5595,316.1175,338.0375
2,22.75,390.47,6.584,1.508,-3.62825,-1.201,10.9715,1.91925,0.235,0.732,0.9005,0.388,100.45,91.044,8.2165,4.53,9.2645,0.4545,0,-0.2805,2.547,317.455,339.0475
2,23.25,390.83,6.432,1.4635,-3.66375,-1.41875,9.7775,2.008,0.2435,0.749,0.91975,0.389,100.4375,90.3165,7.82475,4.31,8.83,0.5425,0,-0.3815,2.4595,313.4725,337.32
2,23.75,390.6,6.3025,1.385,-3.95875,-1.45,9.881,1.96075,0.25025,0.74625,0.81,0.36375,100.44,91.994,7.395,4.11,8.38825,0.4255,0,-0.35925,2.4585,315.0725,337.4175
3,0.25,390.875,12.2185,2.38475,-4.131,-2.102,10.6615,2.0645,0.2895,0.793,0.8465,0.372,100.4025,94.615,13.0195,4.645,15.13,0.467,0,-0.637,2.48,329.28,364.22
3,0.75,391.575,12.274,2.208,-4.232,-3.016,9.90925,2.074,0.269,0.772,0.91175,0.3725,100.4225,94.6405,13.1735,4.335,14.871,0.46525,0,-0.694,2.459,329.18,362.04
3,1.25,391.8625,12.32425,2.40175,-4.673,-3.26,9.665,1.96075,0.241,0.778,0.85625,0.38175,100.4325,95.4145,12.726,4.13,14.57775,0.45125,0,-0.548,2.499,329.58,362
3,1.75,393.14,12.25975,1.91425,-5.1055,-4.1445,10.3665,1.96,0.262,0.7825,0.866,0.3865,100.4125,95.9685,12.55,3.895,14.32525,0.4685,0,-0.666,2.563,331.05,362.2
3,2.25,393.0675,12.315,2.15,-6.049,-2.5925,8.756,1.8755,0.264,0.766,0.851,0.401,100.415,96.25375,12.1975,3.685,13.933,0.484,0,-0.54,2.501,327,362
3,2.75,393.34,12.126,2.1895,-5.26475,-2.27575,9.8135,1.939,0.24875,0.75,0.837,0.371,100.41,96.35275,11.7965,3.705,13.53725,0.447,0.696,-0.616,2.613,331.41,360.62
3,3.25,392.87,11.69025,2.039,-5.69275,-3.73275,8.508,1.9265,0.259,0.6915,0.8075,0.3575,100.39,96.26075,11.5715,3.4725,12.8895,0.465,0.3345,-0.619,2.567,330.14,358.83
3,3.75,392.56,12.05375,2.112,-6.38725,-2.606,9.07825,1.855,0.2605,0.7385,0.8375,0.3755,100.3925,96.45775,11.297,3.225,13.1635,0.4355,0.2175,-0.615,2.542,330.22,357.62
3,4.25,392.825,12.116,1.8295,-6.219,-1.3915,8.22725,1.8455,0.24525,0.665,0.803,0.348,100.4125,96.46275,10.955,3.005,12.6195,0.471,0.826,-0.62,2.61,329.57,356.77
3,4.75,395.12,12.051,2.021,-6.4125,-2.641,8.231,1.7995,0.259,0.735,0.84,0.3585,100.4175,97.29075,10.299,2.7475,12.2145,0.467,0.8345,-0.542,2.527,329.28,355.4
3,5.25,393.9725,11.915,1.996,-6.54225,-1.842,8.4885,1.81175,0.25725,0.7115,0.8245,0.355,100.4525,97.993,9.91025,2.905,11.27925,0.434,0.80025,-0.424,2.606,329.27,353.89
3,5.75,394.57,11.79325,2.04375,-6.649,-0.827,9.71,1.7805,0.27325,0.679,0.826,0.367,100.4775,98.84875,9.5455,2.84,10.761,0.443,0.41625,-0.519,2.636,330.08,352.89
3,6.25,394.66,11.8495,1.914,-6.518,-1.71775,8.1985,1.804,0.26375,0.70225,0.81275,0.35925,100.4775,99.09775,9.365,2.765,10.833,0.434,9,2.47,3.43,328.5,354
3,6.75,396.645,11.8115,1.9205,-6.349,-1.1855,12.375,1.7885,0.2515,0.684,0.787,0.366,100.5125,99.3765,9.379,2.665,10.922,0.409,69.145,42.444,15.804,329.05,353.04
3,7.25,396.285,11.8225,1.514,-5.307,1.257,23.284,2.02675,0.25725,0.78625,0.8675,0.38475,100.56,99.367,10.014,3.0275,11.236,0.46525,219.94,131,41.908,328.19,359
3,7.75,394.19,11.38275,1.015,-2.674,13.0835,48.299,2.2515,0.303,0.868,0.9995,0.4105,100.58,97.9815,10.83725,3.435,12.332,0.479,382.2125,226.34,60.319,331.35,367.39
3,8.25,391.72,11.447,0.046,1.995,37.1385,67.96975,2.51575,0.3475,0.992,1.1795,0.4715,100.61,94.66225,11.941,4.325,13.421,0.4935,590.755,332.83,81.949,335.18,375.12
3,8.75,389.5875,11.463,-0.631,6.695,67.713,91.129,2.776,0.365,1.082,1.302,0.516,100.6125,89.8955,13.0905,5.275,14.234,0.547,797.5825,438.86,102.99,335.33,384.22
3,9.25,386.68,11.161,-1.17775,14.4,93.973,100.48,2.96925,0.383,1.18925,1.4155,0.5415,100.59,83.9225,13.4815,6.28,15.268,0.62525,987.13,537.81,122.05,336.46,390.77
3,9.75,385.92,10.85575,-1.555,19.528,120.8375,113.87,3.168,0.399,1.265,1.4635,0.54175,100.5925,79.1325,14.4835,7.57,15.685,0.688,1141.775,620.22,137.41,332,398.94
3,10.25,384.4825,11.115,-2.11,30.215,148.79,127.655,3.21675,0.4305,1.3565,1.526,0.5755,100.58,75.812,15.21,8.5675,16.72725,0.7305,1283.75,694,152.26,335.45,408.51
3,10.75,383.95,11.211,-2.518,38.175,166.43,140.255,3.337,0.431,1.45425,1.64175,0.5785,100.59,72.76325,16.10975,9.695,17.365,0.75575,1391.05,757.94,164,338.27,417
3,11.25,383.21,11.109,-2.213,43.995,177.385,151.4,3.314,0.4115,1.455,1.595,0.593,100.56,70.301,16.88925,10.5625,18.131,0.7975,1467.75,800.78,172.105,341.17,422.42
3,11.75,382.765,11.3295,-1.831,50.315,180.54,163.57,3.376,0.432,1.5395,1.675,0.587,100.5225,68.218,17.4215,11.2925,18.2765,0.805,1516.55,828.315,175.665,340.38,427.28
3,12.25,382.465,11.518,-2.276,51.975,183.5,167.7025,3.44025,0.44,1.59875,1.7185,0.614,100.5,64.7315,18.3005,12.2025,18.8025,0.7915,1534.025,842.11,173.7925,339,428.96
3,12.75,382.22,11.5105,-2.06975,53.65,193.13,166.85,3.47675,0.45175,1.627,1.8255,0.621,100.4425,64.805,18.5095,12.9325,19.2035,0.818,1533.15,836.5275,174,349.26,432
3,13.25,381.38,11.728,-2.2355,55.95,178.4625,168.4,3.631,0.429,1.5845,1.805,0.6295,100.405,64.385,18.843,13.345,19.4345,0.754,1496.325,812.49,172.1825,343.68,434
3,13.75,381.33,11.601,-1.985,54.435,174.9975,164.53,3.5605,0.4435,1.6035,1.7485,0.622,100.38,66.273,19.24175,14.025,19.603,0.722,1416.25,773,164,340.29,430.1
3,14.25,381.22,11.602,-1.9725,52.555,162.23,152.96,3.5165,0.437,1.569,1.746,0.606,100.35,65.5575,19.516,14.725,20.076,0.69,1330.175,724.1875,157.7,345.91,428.835
3,14.75,380.86,11.748,-1.807,46.555,143.19,140.4475,3.611,0.441,1.529,1.733,0.612,100.3125,60.954,19.8985,15.275,20.546,0.62325,1214.675,661.11,145.61,343,426.61
3,15.25,381.06,11.782,-1.527,40.4525,111.41,127.7825,3.3345,0.411,1.4595,1.6745,0.60575,100.3075,61.64175,19.95,15.0725,20.92475,0.53875,1082,581.53,130,343.4,422.8
3,15.75,380.51,11.689,-1.156,33.19375,89.0375,116.54,3.24925,0.4235,1.42325,1.61225,0.6095,100.305,60.35675,20.142,15.3775,21.043,0.46075,910.6025,487.98,113,341.28,416.56
3,16.25,381.42,11.6355,-0.609,29.33625,53.801,93.561,3.45,0.373,1.335,1.563,0.578,100.27,64.56625,20.041,15.065,21.042,0.358,714.5,380.63,94.7,343.02,411.63
3,16.75,381.2375,11.99225,-0.289,22.59875,25.229,81.2175,3.1095,0.37125,1.3085,1.4295,0.5475,100.27,66.85175,19.816,14.815,20.784,0.2595,485.075,274.16,75.536,338.92,404.63
3,17.25,381.46,12.102,0.58125,16.925,2.78,63.04225,2.851,0.3445,1.166,1.273,0.502,100.2875,71.27925,19.705,14.095,20.796,0.252,305.045,173.94,55.548,336.7,399.1
3,17.75,381.7525,12.1425,1.338,12.05525,-4.91325,38.327,2.4955,0.3115,0.958,1.121,0.453,100.3025,76.2915,18.89725,12.935,20.179,0.37,139.22,77.761,27.013,336.36,390.39
