DOY2,HR2,CO2,H2O,FC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,9.75,391.5675,9.03475,2.10025,1.7725,79.95875,36.28075,3.4165,0.74075,1.1908,1.476,0.85728,100.62,82.2085,8.6355,4.215,9.059,0.39426,7.767,7.658,643.75,360.6025,49.081,317.2725,367.5825
1,10.25,390.84,9.2465,0.576,1.71825,125.9975,47.075,3.58,0.799,1.2809,1.5335,0.906215,100.63,77.85,9.477,5.1025,10.0485,0.4085075,7.82275,7.63525,764.715,426.5225,55.833,315.68,373.25
1,10.75,389.3,9.58525,2.61,5.295,156.415,51.95,3.82875,0.807,1.3596,1.6164,0.96363,100.63,75.1,10.295,5.68,10.311,0.4366,7.8555,7.59375,893.5,508.5,63.126,315.975,377.5
1,11.25,389.49,9.87175,2.0205,6.215,179.14,51.9205,4.02575,0.84575,1.4601,1.703675,0.9970375,100.6,72.20975,11.286,6.01,10.81,0.423745,7.90825,7.55575,964.555,540.17,68.725,314.835,381.025
1,11.75,389.26,9.604,0.7265,6.6275,199.55,54.50425,3.8805,0.8635,1.502,1.7074,0.989115,100.53,70.1455,11.87,6.745,11.829,0.446655,7.97475,7.529,1028,571.25,72.54425,315.6025,386.35
1,12.25,388.395,9.398,0.675,8.11,211.3675,54.19,3.921,0.89625,1.5109,1.81,1.0258,100.5,68.006,12.441,7.36,12.023,0.459515,8.0175,7.5145,1053.85,580.1825,74.361,317.0375,389.75
1,12.75,386.925,9.2605,0.8075,9.46625,229.875,54.775,4.1585,0.926,1.5735,1.7141,1.04545,100.42,65.7635,13.1455,8.01,12.591,0.455645,8.086,7.54875,1040,591.27,76.356,314.25,394.2075
1,13.25,386.0775,9.2605,0.518,9.615,224.95,51.86975,4.101,0.878,1.5721,1.77665,1.0324,100.38,63.624,13.656,8.285,13.6305,0.445725,8.123,7.64675,1008.5,570.2625,76.74475,317.775,395.855
1,13.75,385.66,9.00075,0.482,9.83875,215.755,54.731,4.15,0.90275,1.5422,1.724875,1.036325,100.3725,63.62225,14,8.55,14.0395,0.423435,8.176,7.6595,938.3175,518.2275,74.868,318.295,397.1025
1,14.25,384.66,8.7595,0.3855,9.57,180.685,45.916,4.111,0.846,1.527675,1.69945,0.9872725,100.3625,62.4,14.21,9.05,14.01525,0.37764,8.28625,7.64025,864.065,484.745,72.9,315.5225,394.9025
1,14.75,385.15,9.03225,0.435,8.495,154,38.55325,4.1295,0.847,1.49755,1.70795,0.994035,100.3125,60.625,14.3415,9.41,14.7245,0.337985,8.33525,7.664,731.975,420.1825,65.10825,313.8275,393.405
1,15.25,385.195,9.541,0.2115,6.0125,124.0375,35.975,3.8475,0.8265,1.39815,1.65155,0.96606,100.28,60.5135,14.2105,9.41,14.5915,0.29062,8.3425,7.69075,590.05,336.6125,55.08125,313.4375,391
1,15.75,384.6825,9.6045,0.254,4.7325,83.8045,27.27775,3.741,0.759,1.3103,1.4569,0.89083,100.3,60.91975,14.2275,9.2075,14.166,0.23208,8.35075,7.71175,429.58,243,45.534,313.05,387.89
1,16.25,384.98,9.53225,0.4755,2.88,45.999,20.1,3.539,0.7215,1.2358,1.428125,0.8381575,100.3,62.67825,14.1445,8.8025,14.215,0.1768375,8.343,7.755,261.5,143.42,37.992,311,383
1,16.75,385.02,9.5,0.566,1.6275,9.55575,15.8,3.16125,0.61125,1.068925,1.2097,0.75731,100.32,64.821,13.405,8.11,14.156,0.157825,8.27275,7.78625,130.34,75.555,24.4,310.93,378
1,17.25,385.48,9.792,0.4315,0.25525,-3.76,9.198,2.824,0.522,0.939685,1.0216,0.6255,100.34,67.7,12.385,7.47,13.3995,0.21075,8.29075,7.785,29.581,20.563,8.594,311.3,371
1,17.75,384.925,9.901,0.532,-0.6605,-6.2795,5.58725,2.6695,0.4485,0.817235,0.94157,0.547655,100.32,73.35,11.605,6.635,12.927,0.232915,8.246,7.79625,1.219,-0.01175,2.308,310.8525,364.8025
1,18.25,385.88,9.6655,0.6945,-1.7275,-3.448,4.67,2.512,0.4115,0.7638775,0.8954675,0.5294125,100.3675,76.1,10.825,6.105,12.43525,0.23904,8.25075,7.82625,0.684945,-1.1565,2.18,311.0575,360.915
1,18.75,385.91,9.587,0.859,-1.935,-4.145,3.793,2.67,0.427,0.75755,0.87451,0.539205,100.365,77.65,10.5565,5.75,12.267,0.24453,8.2095,7.8635,0.77418,-1.316,2.12425,311.5025,358.63
1,19.25,386.32,9.99525,0.83675,-2.195,-5.06275,5.58025,2.722,0.433,0.82302,0.90535,0.56276,100.3775,80.226,9.931,5.375,12.0355,0.25641,8.099,7.90725,0.54279,-1.2145,2.08825,310.7025,356.8725
1,19.75,386.395,9.93,0.9945,-2.0475,-7.1995,6.549,2.95325,0.44025,0.8063875,0.974245,0.558925,100.38,81.7035,9.78175,5.1,12.104,0.2711375,8.11425,7.939,0.11283,-1.17,2.05,311,355
1,20.25,386.575,9.775,0.9985,-2.4525,-8.21,6.27325,2.9765,0.4715,0.85785,0.96936,0.60217,100.4,83.65,9.7925,4.885,11.7635,0.25799,8.034,7.964,0.53392,-1.075,1.978,309,356
1,20.75,387.645,9.4135,0.9025,-2.76,-8.79275,7.95725,3.0485,0.4775,0.87938,0.960525,0.6177575,100.39,82.5,9.4365,4.655,11.604,0.238515,7.9615,7.98825,0.50798,-1.086,1.964,309.89,354
1,21.25,387.8575,9.222,0.9395,-2.89125,-7.442,5.93575,3.01425,0.50225,0.90946,1.0119,0.61384,100.41,85.1,9.1705,4.49,11.52,0.25332,7.966,7.98825,0.56316,-1.11,1.95,310.62,351.12
1,21.75,387.91,9.313,0.89825,-3.2325,-9.869,5.5,3.2095,0.5235,0.9373375,0.99658,0.6523225,100.4175,85.822,9.0025,4.365,11.07,0.2481975,7.968,7.971,0,-0.9605,1.88675,310.635,352.365
1,22.25,387.775,8.9895,0.87625,-3.715,-8.474,4.835,3.10725,0.4995,0.8685625,1.047925,0.6344575,100.4575,87.15,8.925,4.205,10.79275,0.2540275,7.971,7.96925,0,-0.97475,1.92,308.8125,351.805
1,22.75,387.0475,9.117,0.754,-3.3925,-10.6,4.057,3.1265,0.5225,0.898845,1.07515,0.65528,100.4775,88.05,8.7825,3.975,10.4585,0.256945,7.9605,7.975,0,-0.94725,1.8785,311.9975,350.52
1,23.25,388.505,8.686,0.978,-3.41,-10.7475,4.685,3.2065,0.5505,0.99321,1.0656,0.661915,100.425,87.1655,8.397,3.88,10.25095,0.272065,7.95825,7.9525,0,-0.802,1.839,310.475,348.8825
1,23.75,388.385,8.944,0.9185,-3.24625,-10.61825,5.6915,3.124,0.564,0.98998,1.0695,0.68123,100.4275,87.1245,8.656,3.89,9.7929,0.26218,8.0125,7.93,0,-0.79825,1.8315,313,348.75
2,0.25,391.0925,7.323,0.85325,-3.69875,-6.7885,4.89025,2.9,0.496,0.901245,1.10295,0.629605,100.27,88.5,7.91,4.415,8.97135,0.27416,8.91925,8.806,0,-0.581,1.95975,310.7575,339.3225
2,0.75,390.24,7.6185,0.7535,-3.775,-6.3555,5.305,2.77875,0.482,0.8805875,0.987975,0.6021025,100.2775,87.9975,7.6275,4.29,8.750675,0.2608375,8.8975,8.79475,0,-0.66575,1.92625,311.1575,338.03
2,1.25,391.28,8.002,0.64575,-3.79,-7.625,4.876,2.8785,0.4795,0.832855,1.01555,0.59168,100.2875,89.8,7.505,4.025,8.21105,0.2565675,8.8975,8.7725,0,-0.6905,2.00925,309.4925,337.8975
2,1.75,391.2975,7.926,0.76,-3.7675,-6.39575,4.506,2.757,0.466,0.84687,1.036475,0.58982,100.285,90.7545,7.1975,3.91,8.1032,0.261325,8.8875,8.759,0,-0.723,1.9765,309.815,337.9
2,2.25,390.055,7.6145,0.765,-3.77625,-7.39125,7.06425,2.914,0.4995,0.83287,1.02925,0.605075,100.2875,91.603,7.15,3.855,8.09605,0.244955,8.83375,8.73675,0,-0.6095,1.9985,308.6525,336.75
2,2.75,390.47,7.65675,0.7815,-4.1925,-6.518,4.96025,2.89,0.472,0.8482725,0.996875,0.601885,100.275,93.05,7.00975,3.9,8.07635,0.251775,8.7405,8.7325,0.82075,-0.54275,1.96525,307,335.75
2,3.25,392.0575,7.435,0.6335,-4.47,-6.4175,4.467,2.8885,0.4595,0.81168,0.95287,0.58494,100.2675,93.1575,6.5115,3.85,7.6294,0.25611,8.6885,8.725,0.82525,-0.53475,1.93825,305.3925,335.75
2,3.75,392.2,7.6045,0.6575,-4.5075,-8.425,5.7385,2.87675,0.4735,0.8347275,0.98181,0.56396,100.2575,93.0005,6.52475,3.7425,7.508825,0.27827,8.6425,8.7225,0.83475,-0.5455,1.979,312.75,334.985
2,4.25,391.62,7.299,0.6105,-4.03375,-8.99425,6.2,2.832,0.47,0.8187425,0.993235,0.58096,100.2775,93.121,6.42175,3.625,7.301525,0.259435,8.62525,8.695,0.829,-0.57575,1.949,312.4225,334.5025
2,4.75,391.19,7.319,0.64425,-3.9375,-7.3505,5.329,2.677,0.479,0.83063,0.99941,0.57434,100.2975,92.325,6.0535,3.5075,7.1118,0.28027,8.5955,8.65275,0.81875,-0.5665,2.0275,311.75,334
2,5.25,392.575,7.3695,0.7325,-4.1375,-7.0865,5.9915,2.834,0.487,0.8319725,0.98803,0.5671625,100.33,91,5.766,3.3175,6.953825,0.28043,8.572,8.62875,0.80975,-0.54475,1.98,315.75,332.465
2,5.75,393.0025,7.59775,0.573,-4.2875,-7.9435,4.795,2.74025,0.48,0.83787,0.98215,0.55754,100.34,91.15,5.56,3.1175,6.9896,0.27078,8.50225,8.6235,0.8195,-0.5725,2.015,316,332.4275
2,6.25,392.94,7.491,0.5515,-4.2525,-7.385,5.072,2.7805,0.497,0.81498,0.986585,0.56182,100.37,91.80275,5.197,2.9775,6.65735,0.260905,8.4795,8.61125,0.60705,-0.635,1.97875,311.2825,330.87
2,6.75,392.26,7.7255,0.561,-4.3675,-5.3395,6.3545,2.63,0.489,0.8257925,0.97372,0.5411975,100.37,92.512,5.057,3.03,6.410025,0.2649125,8.37,8.55925,2.04425,0.309,2.155,313.8425,329.4775
2,7.25,392.91,7.6825,0.643,-3.8475,-5.98375,5.857,2.68,0.497,0.79043,0.963495,0.5370325,100.38,91.902,4.96075,2.98,6.35115,0.2707275,8.3135,8.525,36.005,20.625,8.4,314.755,329.93
2,7.75,392.96,7.43675,0.95475,-2.87,-3.476,9.19,2.81425,0.51025,0.8612725,0.9990875,0.60754,100.42,91.4,5.10775,3.2,6.250325,0.281715,8.33675,8.52775,146.3,82.4885,24.24825,314.925,331.6125
2,8.25,391.935,7.37025,1.335,-2.25625,9.6175,16.844,2.814,0.57,0.955895,1.163,0.68703,100.4675,88.9,5.7925,3.5,6.79735,0.292015,8.395,8.5065,311.075,175.005,35.8,313.795,337.3525
2,8.75,393.7,7.1965,1.824,-0.65125,42.279,27.88175,3.035,0.63425,1.15445,1.29505,0.76218,100.47,86,6.72575,4.05,7.33495,0.371235,8.417,8.48925,483.465,274.5,43.3395,316.0525,345.1425
2,9.25,392.85,7.33,1.869,1.3625,87.637,34.755,3.34,0.712,1.2709,1.4502,0.83756,100.4975,80.9,7.6265,4.72,8.0056,0.38257,8.46125,8.48,660,374.27,51.00025,313.025,351
2,9.75,391.4725,7.14825,1.6785,3.615,140.4675,42.25,3.3655,0.7555,1.291,1.49815,0.869755,100.48,77.6,8.54,5.35,8.57305,0.45436,8.471,8.4525,822.145,462.93,59.78925,315.0525,357.57
2,10.25,391.2625,7.0265,1.72925,5.8525,165.2475,52.94875,3.51,0.8045,1.35115,1.55145,0.9147375,100.47,75.7,9.32,6.21,9.3281,0.453625,8.54075,8.45875,969,542.9625,67.85,315.75,365.855
2,10.75,388.69,6.8965,0.999,9.11125,223,56.1,3.6055,0.8205,1.42375,1.6637,0.959615,100.4575,71.4,10.1925,6.81,10.052325,0.490155,8.6165,8.44525,1063.25,597.5025,74.44425,313.8725,373.8775
2,11.25,389.26,6.9705,1.194,11.1625,230.6225,61.3775,3.8905,0.871,1.474675,1.63925,0.999715,100.445,66.475,11.2025,7.56,10.833,0.50733,8.76075,8.43225,1167.775,649.99,81.125,314.3425,381.12
2,11.75,389.6725,6.97,1.33,13.5475,249.8225,68.37575,4.09175,0.8825,1.51835,1.7562,1.02725,100.41,64.05,11.53425,8.285,11.4475,0.51891,8.8815,8.43325,1227.625,680.935,85.83975,315.13,387.655
2,12.25,387.9,6.8795,0.14675,14.60875,280.5975,69.7045,4.2035,0.9065,1.5735,1.8037,1.0557,100.38,61.15,12.12475,8.935,12.243,0.52274,8.99375,8.4355,1260,706.88,90.35,317.05,391.36
2,12.75,388.6275,6.8455,0.7725,15.375,272.5,64.22325,4.13,0.91,1.6523,1.8139,1.08085,100.3475,59.197,12.965,9.385,12.938,0.534485,9.0235,8.464,1254.25,701,90.97675,318.8275,393.5
2,13.25,387.8975,6.88,0.457,16.65075,280.6825,62.435,4.27325,0.92325,1.6565,1.8803,1.0801,100.28,57.69425,13.602,9.945,13.376,0.51035,9.0475,8.4945,1226,684.1175,90.6045,315.6275,395.245
2,13.75,386.96,7.0555,0.85675,16.475,275.3625,55.277,4.24,0.931,1.6767,1.899375,1.1046,100.25,56.2055,14.20175,10.59,14.162,0.4874975,9.13575,8.48425,1172.725,655,88.651,314.7375,396.75
2,14.25,386.2375,6.83925,0.393,15.99625,250.37,52.233,4.378,0.9805,1.7142,1.890675,1.1048,100.2375,54,14.6095,10.9425,14.11975,0.465945,9.212,8.51475,1078,606.5475,85.4835,318.525,398.255
2,14.75,387.705,7.2215,0.05375,13.55,222.0225,50.18675,4.3825,0.98375,1.623925,1.947275,1.1204,100.21,54.71525,14.9605,11.0925,14.55025,0.4254775,9.236,8.57225,977,558.19,77.5475,322.415,397.7225
2,15.25,387.47,7.3815,0.206,12.45,187.0725,44.23075,4.31075,0.91825,1.6054,1.7788,1.0728,100.1975,55.3365,14.97,10.9525,14.736,0.374875,9.324,8.65,827.5,471.165,67.04575,317.79,394.5975
2,15.75,387.39,7.073,0.331,9.19125,142.64,38.79975,4.04,0.917,1.5302,1.7877,1.005,100.18,56.7025,15.05375,11.1325,14.89775,0.32467,9.35575,8.68375,675.175,376.75,56.35,316.825,389.7675
2,16.25,386.17,7.16325,0.76875,6.9475,99.374,33.24475,3.865,0.856,1.506125,1.666,0.978235,100.18,56.625,15.015,11.1625,14.7225,0.2569175,9.34125,8.7125,477.125,282.61,47.30225,320.655,386
2,16.75,386.3625,7.212,0.601,4.975,55.005,24.98325,3.6625,0.759,1.3455,1.5178,0.92277,100.19,57.575,14.8775,10.905,14.596,0.19764,9.36825,8.77525,290.325,177.905,38.72125,316.3225,379.84
2,17.25,386.135,7.1725,0.66,3.06625,13.74775,18.80725,3.493,0.72225,1.2477,1.35095,0.84785,100.2,59.2635,14.5475,10.2925,14.4995,0.172115,9.3745,8.82,152.9,90.2515,26.9965,313.87,374.7325
2,17.75,386.755,7.3065,0.79325,1.10525,-4.937,11.357,3.025,0.58575,1.07385,1.20055,0.716905,100.21,65.28675,13.755,9.4925,14.3265,0.219955,9.387,8.85925,33.5195,21.568,8.74925,314.1,366.8025
2,18.25,386.855,7.5635,0.8125,0.318,-3.68975,9.93675,2.7825,0.4795,0.924825,1.01525,0.6223525,100.2,67.3565,12.9265,8.1875,13.91725,0.22718,9.3645,8.895,1,-0.30225,2.415,312.795,360.105
2,18.75,386.7975,7.552,0.904,-0.1095,-4.781,8.99725,2.69275,0.502,0.894035,1.00165,0.6111825,100.19,71.06725,12.19775,7.3875,13.4215,0.2502775,9.32675,8.89225,0.35078,-1.0765,2.42075,314.43,355.3825
2,19.25,386.5275,7.482,0.71175,-0.75175,-4.0685,6.341,2.664,0.442,0.83213,0.95668,0.58682,100.24,75.05625,11.365,6.6625,13.001,0.27186,9.32725,8.8915,0.201,-1.002,2.3175,314,352.1675
2,19.75,387.14,7.706,0.927,-1.1475,-3.519,6.141,2.82,0.46075,0.97423,1.0189,0.61715,100.25,76.1505,10.6925,6.13,12.362,0.26058,9.2185,8.87125,0.804545,-0.82675,2.19,313,351.315
2,20.25,388.04,7.47475,0.914,-1.53875,-3.847,5.77975,2.84,0.461,0.878695,0.978475,0.62241,100.24,77.95175,10.125,5.965,11.8175,0.2655,9.143,8.865,0.808,-0.80525,2.0465,313.665,349.0525
2,20.75,388.09,7.51575,0.887,-1.4625,-5.99725,6.003,2.806,0.498,0.88974,0.99745,0.63485,100.25,78.9,9.9175,5.65,11.27,0.26182,9.1135,8.87225,0.3422675,-0.91875,2.009,313.835,347.705
2,21.25,388.115,7.428,0.9565,-2.0075,-7.2475,7.0615,2.929,0.506,0.942485,1.072625,0.6923975,100.27,79.87575,9.435,5.355,10.968,0.279045,9.1315,8.866,0.33269,-0.886,1.9935,313.5775,346.75
2,21.75,388.0325,7.2055,0.74525,-2.405,-9.8325,5.86325,2.973,0.494,0.9232575,1.0576,0.643315,100.28,83.0305,9.1875,5.39,10.562,0.256385,9.13675,8.86475,0,-0.9335,2.05,312.8825,345
2,22.25,388.4,7.2955,0.8635,-2.57125,-7.6475,5.24075,3.111,0.523,0.979805,1.04165,0.66514,100.29,83.4,9.0275,5.125,10.271,0.26686,9.06,8.85,0,-0.85275,1.927,312.5025,343.615
2,22.75,387.97,7.1805,0.886,-2.86875,-7.79275,6.5575,3.049,0.532,0.910355,1.08195,0.65647,100.28,82.89025,8.813,4.97,9.7931,0.2665325,9.04425,8.8245,0,-0.91025,1.94825,312.77,343.0975
2,23.25,388.48,7.307,0.80875,-2.92625,-6.0875,6.13,3.14,0.551,0.9691,1.122875,0.6770075,100.28,84.23175,8.504,4.745,9.462625,0.26122,8.9895,8.7915,0,-0.87675,1.99675,309.8775,341.325
2,23.75,388.98,7.132,0.771,-3.22125,-6.339,4.8195,3.018,0.513,0.88665,1.108,0.64883,100.28,85.56,8.1075,4.53,9.1391,0.25857,8.943,8.79275,0,-0.938,1.9735,310.6675,341.785
3,0.25,386.75,11.0945,1.952,-0.47475,-10.14,6.7925,3.023,0.489,0.92335,1.000985,0.630085,100.2475,87.5,13.65,5.5825,14.82,0.248555,11.565,11.74325,0,-1.20275,2.0145,324.265,370.7675
3,0.75,388.09,11.036,2.06825,-0.58025,-9.074,6.95825,3.07,0.513,0.8988775,1.0118,0.6456975,100.2475,88.325,13.495,5.085,14.43325,0.2439825,11.3935,11.729,0,-1.1055,2.035,325.525,370.735
3,1.25,388.96,11.35825,2.1635,-0.84225,-9.153,7.91,2.986,0.501,0.94575,1.020325,0.64922,100.25,89.075,13.1475,4.91,14.0985,0.2431575,11.2655,11.70475,0,-1.11625,2.04425,324.6975,369.695
3,1.75,389.25,11.059,1.88,-0.923,-8.832,6.745,3.0785,0.51,0.907995,0.995935,0.6549625,100.2475,88.65,12.8625,4.6225,13.731,0.243815,11.19675,11.675,0,-1.26275,1.9745,324.75,367.0825
3,2.25,388.5075,11.286,2.1605,-1.084,-8.931,7.19,2.99,0.527,0.94746,1.02575,0.638995,100.22,89.2,12.6925,4.555,13.4655,0.252665,11.1625,11.64725,0,-1.2895,1.99725,322.6875,365.0225
3,2.75,388.87,11.1015,1.793,-1.205,-6.8925,8.592,2.982,0.5065,0.9028,1.0115,0.63284,100.22,89.582,12.3925,4.3375,13.115,0.24718,11.1405,11.63975,0.69594,-1.2235,2.023,325,363.265
3,3.25,389.18,11.33375,1.603,-1.68875,-8.419,6.136,2.932,0.47375,0.90277,0.9386,0.61223,100.22,91,12.195,4.13,12.8035,0.24389,11.10525,11.6205,0.33468,-1.072,2.0145,327.965,360.8425
3,3.75,389.8725,10.97675,1.76675,-2.39375,-5.5585,7.463,2.882,0.4725,0.880895,0.968985,0.594205,100.23,91.483,11.65425,4.0175,12.5585,0.252475,11.0665,11.605,0.2174385,-1.075,2.04875,327.1175,359.14
3,4.25,390.07,10.96825,1.92675,-2.875,-6.0415,7.1445,2.92,0.4725,0.862975,0.974335,0.594475,100.25,90.9695,11.2375,3.755,12.20925,0.23202,11.038,11.579,0.826,-0.927,2.07825,329.8425,359.15
3,4.75,390.98,10.927,1.83425,-3.55625,-6.513,6.63,2.824,0.46,0.87326,0.9480825,0.6037625,100.27,91.45,10.88675,3.565,11.96225,0.25556,10.92225,11.553,0.8345,-0.6495,2.05225,328.2175,358.18
3,5.25,390.18,10.787,1.7685,-3.605,-7.15375,9.758,2.97175,0.47425,0.884515,0.995535,0.607775,100.31,93.325,10.805,3.5325,11.648,0.253495,10.85325,11.53875,0.800265,-0.71925,1.9875,326.845,356.68
3,5.75,390.49,10.624,1.748,-3.59125,-4.911,9.016,2.92625,0.489,0.89133,0.933025,0.5914325,100.32,94.225,10.215,3.4475,11.49275,0.26032,10.736,11.49875,0.4161075,-0.64725,2.037,328.045,356.93
3,6.25,392.0675,10.621,1.863,-3.4925,-5.6695,8.1,2.98,0.464,0.898205,0.99323,0.596035,100.35,94.87,9.84,3.17,11.32325,0.243315,10.716,11.47,9,2.77375,2.89975,326.915,355.0775
3,6.75,392.3375,10.84975,2.297,-2.53875,-3.84875,10.849,2.81175,0.48375,0.90922,0.98101,0.61174,100.37,95.055,9.8075,3.1025,11.193,0.26048,10.69675,11.44625,69.145,37.41175,12.10375,326.8375,356.4575
3,7.25,391.845,10.5195,2.44425,-1.6425,0.724,15.3935,2.881,0.4965,0.9437625,1.05525,0.6722575,100.4,94.96225,10.325,3.3925,11.26625,0.260615,10.69475,11.385,219.94,119.5975,26.863,328.75,359.26
3,7.75,390.8325,10.383,3.79,0.09925,24.0245,20.52075,2.83675,0.559,1.05235,1.14845,0.7164625,100.46,91.05,11.242,3.855,12.097,0.3092625,10.689,11.33375,382.2125,212.8875,35.8625,328.755,364.1375
3,8.25,390.9925,10.2,3.615,2.22375,59.06,35.6,3.212,0.671,1.17625,1.3468,0.809655,100.47,88.975,12.0325,4.6375,12.86,0.37628,10.69925,11.2825,590.755,321,45.4555,328.85,374.75
3,8.75,389.15,10.59,5.13,4.465,114.6575,57.14275,3.41975,0.72475,1.31365,1.52215,0.88122,100.46,86.37775,12.725,5.4875,13.57,0.43508,10.80775,11.27375,797.5825,426.1175,54.1105,330.7975,381.49
3,9.25,387.005,10.56375,3.29225,8.50375,160.43,62.47125,3.573,0.78,1.37925,1.54135,0.911465,100.47,82.08675,13.545,6.3275,14.462,0.462145,10.98275,11.2875,987.13,523.7125,65.0335,333,388.9025
3,9.75,386.095,10.42225,3.6905,11.9375,210.8275,77.963,3.633,0.827,1.407025,1.58875,0.974465,100.43,76.875,14.54725,7.8075,15.16975,0.5260525,11.1095,11.25,1141.775,610.025,74.86575,331,396.1575
3,10.25,385.77,10.73575,3.2455,13.0625,245.9,81.7965,3.62825,0.8265,1.5043,1.7096,1.0097,100.4,73.28325,15.16,8.555,15.768,0.54088,11.50975,11.22625,1283.75,686.9,83.954,331.7875,404.86
