DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,H,LE,FC,TS
1,22.25,0.11,1.67,11.535,11.675,14.425,-6.3775,-0.73,-80.86,-48.145,-1.47,-0.0425,11.83
1,22.75,0.11,1.63,11.44,11.66,14.71,-6.1625,-0.8,-80.98,-47.325,-1.02,-0.0325,11.62
1,23.25,0.11,1.765,11.37,11.565,14.525,-6.0975,-0.77,-80.155,-49.97,-1.305,-0.04,11.45
1,23.75,0.12,1.84,11.205,11.475,15.365,-6.1725,-0.8225,-78.815,-48.065,-0.93,0.04,11.27
2,0.25,0.11,1.115,10.99,11.3975,23.115,-6.185,-0.6725,-78.715,-45.9025,-2.1375,-0.04,11.95
2,0.75,0.12,1.2125,10.9025,11.345,22.72,-6.0225,-0.6625,-77.0875,-42.0775,-2.4875,-0.055,11.7025
2,1.25,0.12,1.2975,10.75,11.2375,23.2575,-6.0975,-0.7725,-77.37,-43.3525,-1.825,-0.08,11.48
2,1.75,0.12,1.2275,10.7025,11.17,23.475,-5.995,-0.64,-77.005,-41.865,-2.1425,-0.06,11.23
2,2.25,0.1175,1.275,10.46,10.9025,23.8025,-6.01,-0.64,-76.3725,-44.16,-1.8225,-0.04,11.065
2,2.75,0.11,1.2275,10.2375,10.62,24.2675,-5.965,-0.71,-76.34,-40.515,-1.56,-0.05,10.9375
2,3.25,0.12,1.3375,9.9675,10.4375,23.1275,-5.8025,-0.6625,-75.99,-45.9575,-1.3125,-0.06,10.85
2,3.75,0.12,1.3475,9.7875,10.485,22.8925,-5.9625,-0.6875,-75.895,-48.7775,-2.34,-0.08,10.7075
2,4.25,0.12,1.3525,9.85,10.4075,22.915,-5.8825,-0.8275,-76.1375,-46.7375,-2.025,0.0325,10.54
2,4.75,0.12,1.3675,9.685,10.47,22.6475,-5.8475,-0.71,-75.845,-43.2375,-1.995,-0.065,10.365
2,5.25,0.11,1.4775,9.5625,10.21,22.5925,-5.78,-0.8125,-74.7875,-43.5075,-1.9125,-0.04,10.175
2,5.75,0.12,1.1275,9.345,10.1725,23.215,-6.01,-0.86,-74.65,-43.48,-1.72,-0.0275,10.0675
2,6.25,0.105,1.29,9.525,10.1775,22.96,-5.075,-0.6725,-73.5175,-45.345,-2.15,-0.05,9.93
2,6.75,0.12,1.265,9.6025,10.0175,23.9975,2.825,1.28,-65.2775,-44.655,-1.73,-0.11,9.825
2,7.25,0.11,1.125,9.68,10.2525,24.1525,34.255,11.7425,-39.585,-31.235,-2.2275,-0.2125,9.695
2,7.75,0.13,0.76,10.485,10.92,22.5875,152.515,50.895,25.12,-13.0325,0.75,-0.66,9.605
2,8.25,0.13,0.6575,11.35,11.59,20.9975,250.225,67.8625,82.6775,2.365,3.98,-1.1,9.7725
2,8.75,0.12,0.5875,12.085,12.19,19.6775,348.5625,81.0825,144.1325,22.46,4.8175,-1.3375,10.04
2,9.25,0.14,0.54,12.53,12.59,18.455,430.04,99.525,202.355,35.525,6.12,-1.17,10.4675
2,9.75,0.16,0.66,13.28,13.19,17.73,515.36,116.475,252.605,60.515,7.72,-1.5275,11.1625
2,10.25,0.19,0.9975,13.935,13.685,16.885,578.4975,125.34,289.4625,77.8525,8.82,-1.47,11.7675
2,10.75,0.21,1.095,14.3575,14.2375,16.2975,627.98,137.245,320.57,92.955,11.36,-1.36,12.695
2,11.25,0.2375,1.1875,14.7575,14.59,15.6125,662.295,141.56,342.885,117.3075,10.0375,-1.4675,13.585
2,11.75,0.22,1.1575,15.2875,14.9575,15.3025,667.0375,145.95,344.3825,115.6575,9.435,-1.28,14.5225
2,12.25,0.23,1.0475,15.63,15.37,14.6575,639.9625,141.0825,343.165,127.165,11.6475,-1.3025,15.3625
2,12.75,0.24,1.1525,15.915,15.6175,14.21,640.09,138.765,332.1525,125.1375,10.1475,-1.3425,16.2
2,13.25,0.25,1.2025,16.0625,15.83,13.845,609.45,134.7725,310.165,117.2625,9.625,-1.1975,16.835
2,13.75,0.2375,1.23,16.215,16.14,13.955,570.895,122.785,275.165,112.915,9.305,-1.225,17.4325
2,14.25,0.25,1.25,16.46,16.28,14.0475,515.3575,114.3875,228.1625,103.48,7.08,-1.0925,17.955
2,14.75,0.23,1.3325,16.62,16.3675,13.97,428.6975,93.86,174.895,83.77,5.505,-1.1575,18.2225
2,15.25,0.23,1.3575,16.56,16.4525,13.7425,344.5075,80.625,125.4075,69.595,6.0525,-1.0375,18.36
2,15.75,0.22,1.375,16.35,16.36,13.72,255.8275,61.065,60.3575,47.275,2.8,-0.86,18.4025
2,16.25,0.2,1.395,16.11,16.0975,14.27,100.64,25.6425,-14.1225,18.385,2.57,-0.56,18.1575
2,16.75,0.15,1.1675,15.45,15.7975,15.3625,20.735,4.205,-75.255,-5.76,-0.7525,-0.12,17.82
2,17.25,0.11,1.12,14.92,15.32,16.46,1.555,1.0825,-91.21,-14.215,-1.1275,-0.01,17.4425
2,17.75,0.1,1.16,14.485,14.9,17.7675,-7.01,-0.4825,-93.665,-20.875,-1.7375,0.04,16.98
2,18.25,0.11,1.305,14.215,14.49,19.065,-7.705,-0.43,-91.6075,-29.365,-2.06,0.05,16.535
2,18.75,0.11,1.5075,13.99,14.35,18.7425,-7.1875,-0.35,-89.0575,-35.8825,-1.18,0.0825,16.005
2,19.25,0.12,1.51,13.6775,14.13,19.3175,-7.1,-0.4925,-87.7525,-37.4725,-2.05,0.0925,15.4925
2,19.75,0.13,1.4025,13.545,13.8425,19.5125,-7.0325,-0.5425,-86.8625,-40.0175,-2.06,0.0325,14.9825
2,20.25,0.13,1.3075,13.12,13.495,20.1975,-7.08,-0.7125,-85.165,-40.8025,-2.13,0.015,14.4925
2,20.75,0.12,1.47,12.85,13.25,21.2325,-6.885,-0.8075,-83.8325,-39.635,-2.47,-0.02,14.0975
2,21.25,0.11,1.385,12.2675,12.72,21.395,-6.82,-0.7925,-82.3175,-41.615,-2.5925,0.025,13.7525
2,21.75,0.11,1.21,12.1075,12.4175,22.55,-6.67,-0.6425,-81.135,-39.63,-2.37,-0.06,13.4525
2,22.25,0.12,1.2575,11.865,12.2275,22.5625,-6.425,-0.5925,-80.485,-40.47,-1.96,-0.04,13.1825
2,22.75,0.12,1.3725,11.335,11.725,22.7525,-6.165,-0.6,-80.275,-44.18,-1.47,-0.03,12.895
2,23.25,0.12,1.295,11.47,11.5575,23.3125,-6.38,-0.7025,-78.5975,-40.855,-2.69,-0.1075,12.6375
2,23.75,0.12,1.21,11.24,11.38,23.585,-6.28,-0.74,-78.6925,-43.6725,-2.11,-0.06,12.3975
3,0.25,0.11,1.0675,13.83,14.3825,16.5975,-6.7825,-0.56,-86.2025,-45.565,-2.14,-0.04,17.5875
3,0.75,0.12,1.0275,13.84,14.2525,16.215,-6.6875,-0.58,-86.025,-46.4,-2.8525,-0.11,17.345
3,1.25,0.12,1.19,13.8,14.31,16.4325,-6.795,-0.59,-84.9875,-43.76,-1.78,-0.03,17.1
3,1.75,0.12,1.03,13.37,13.975,16.58,-6.8125,-0.65,-84.755,-47.755,-2.075,-0.05,16.8225
3,2.25,0.115,1.06,13.24,13.85,17.535,-6.7375,-0.64,-83.7025,-48.875,-3.1,-0.11,16.565
3,2.75,0.115,1.12,13.24,13.85,17.4275,-6.625,-0.59,-82.73,-43.84,-2.095,-0.11,16.35
3,3.25,0.12,1.215,13.03,13.9325,17.005,-6.5,-0.6,-82.3875,-51.29,-1.5625,-0.07,16.085
3,3.75,0.11,1.2575,13.32,13.8775,17.16,-6.385,-0.71,-82.515,-48.7,-1.175,0.015,15.7975
3,4.25,0.11,1.15,13.24,13.705,17.5375,-6.54,-0.71,-81.9275,-51.065,-2.3275,-0.065,15.515
3,4.75,0.11,1.3,12.87,13.545,17.945,-6.43,-0.79,-81.46,-46.61,-1.57,-0.09,15.245
3,5.25,0.115,1.215,12.67,13.395,17.9675,-6.585,-0.69,-81.3275,-44.33,-2.9925,-0.085,15.03
3,5.75,0.12,1.165,12.58,13.415,18.3325,-5.355,-0.51,-78.6525,-44.86,-2.25,-0.03,14.83
3,6.25,0.12,1.1075,12.7,13.3775,17.9025,5.4925,2.09,-68.295,-43.4525,-1.3975,-0.105,14.63
3,6.75,0.12,1.03,12.97,13.5675,17.925,26.63,6.75,-56.6425,-32.27,-1.5775,-0.27,14.495
3,7.25,0.12,0.72,13.45,14.1525,16.94,128.2775,38.21,6.39,-17.7025,1.255,-0.875,14.445
3,7.75,0.15,0.585,14.27,14.8175,15.9675,295.575,83.91,94.715,8.6175,5.3075,-1.14,14.5575
3,8.25,0.15,0.6475,15.77,15.66,14.735,401.16,99.93,165.5775,34.7575,6.305,-1.305,14.79
3,8.75,0.1775,0.7875,16.56,16.2975,13.585,504.8675,124.39,234.8975,66.3225,8.6125,-1.53,15.045
3,9.25,0.2,0.9175,17.19,16.9275,13.135,593.72,143.37,293.4875,90.4,11.285,-1.42,15.615
3,9.75,0.2075,1.235,17.84,17.465,12.495,672.0975,158.65,341.715,121.2375,12.88,-1.4,16.3025
3,10.25,0.2375,1.2575,18.48,17.8875,12.19,740.865,170.33,388.96,139.775,11.8375,-1.465,17.19
3,10.75,0.24,1.225,19.07,18.275,11.97,787.7625,181.72,418.78,163.6925,11.7275,-1.33,18.1075
3,11.25,0.25,1.2875,19.63,18.7075,11.485,818.5025,188.16,441.14,178.0475,12.305,-1.18,19.0625
3,11.75,0.26,1.3,20.07,19.1675,11.065,835.7875,191.53,446.28,187.63,12.1475,-1.2,19.9425
3,12.25,0.26,1.3575,20.44,19.59,10.74,828.595,188.31,444.3425,194.41,13.3875,-1.13,20.835
3,12.75,0.29,1.4725,20.72,19.9225,10.47,814,185.1,429.2275,198.2325,11.6625,-1.145,21.7125
3,13.25,0.275,1.455,20.8925,19.92,10.295,765.815,174.0025,397.33,190.36,11.5475,-1.07,22.5275
3,13.75,0.275,1.42,21.17,20.075,10.1275,725.515,164.1075,363.575,190.85,9.92,-1.08,23.205
3,14.25,0.27,1.42,21.23,20.285,9.9325,660.285,149.4975,318.235,168.395,8.64,-1.04,23.785
3,14.75,0.27,1.56,21.07,20.58,10.14,564.945,131.85,259.655,150.355,6.54,-0.94,24.22
3,15.25,0.27,1.7,21.06,20.3975,10.125,471.56,112.83,197.21,128.2475,6.45,-0.915,24.565
3,15.75,0.27,1.5325,20.96,20.4275,10.2775,374.5525,90.03,122.4675,99.05,5.1875,-0.835,24.6675
3,16.25,0.26,1.62,20.9075,20.32,10.455,269.5975,67.67,48.82,64.435,5.7575,-0.695,24.56
3,16.75,0.25,1.805,20.48,20.25,10.76,133.3175,37.0025,-18.475,34.345,1.5625,-0.555,24.3375
3,17.25,0.19,1.585,19.97,19.855,11.56,21.5525,5.8025,-89.1,-0.895,-0.2725,-0.08,23.9775
3,17.75,0.15,1.3,18.935,19.28,12.125,-0.2,1.475,-103.75,-13.85,-1.9375,0.04,23.56
3,18.25,0.15,1.24,18.145,18.525,13.2875,-8.2625,-0.22,-104.685,-22.15,-1.98,0.07,23.0175
3,18.75,0.15,1.47,17.6925,18.28,13.145,-8.11,-0.06,-102.175,-32.52,-4.1425,0.1,22.4275
3,19.25,0.15,1.55,17.1775,17.9,13.235,-7.795,-0.19,-100.895,-39.485,-2.515,0.13,21.89
3,19.75,0.16,1.53,16.775,17.735,13.59,-7.73,-0.3225,-97.7,-42.405,-2.6725,0.12,21.375
3,20.25,0.17,1.37,16.5575,17.245,13.7425,-7.8675,-0.515,-95.35,-44.245,-2.44,0.1125,20.8825
3,20.75,0.16,1.275,16.0925,16.8,14.1975,-8.095,-0.685,-93.165,-42.285,-2.385,0.1,20.395
3,21.25,0.14,0.93,16.0275,16.43,15.1325,-7.7725,-0.54,-91.285,-45.16,-3.8425,0.0325,19.9625
3,21.75,0.14,0.99,15.33,15.955,15.845,-7.93,-0.73,-89.48,-43.29,-3.715,-0.0875,19.5175
3,22.25,0.14,0.995,15.1725,15.7675,16.095,-7.5725,-0.64,-87.975,-44.7725,-2.195,-0.07,19.1425
3,22.75,0.1325,1.0375,14.63,15.425,16.6325,-7.415,-0.525,-87.57,-43.945,-2.43,-0.09,18.78
3,23.25,0.12,1.0525,14.2775,15.1075,16.71,-7.13,-0.48,-87.27,-47.5,-2.4575,-0.0725,18.45
3,23.75,0.11,0.91,14.08,14.72,16.98,-7.0975,-0.65,-86.67,-45.89,-1.9375,-0.0425,18.1575
4,0.25,0.13,0.665,15.2325,16.03,19.405,-7.5075,-0.435,-88.835,-41.995,-3.83,-0.09,22.775
4,0.75,0.13,0.73,15.195,16.08,20.06,-7.33,-0.42,-88.225,-34.7,-3.28,-0.05,22.3475
4,1.25,0.12,0.73,14.705,15.59,20.97,-7.3275,-0.46,-86.44,-36.74,-4.1925,-0.0725,21.935
4,1.75,0.11,0.79,14.7,15.62,21.64,-7.015,-0.33,-86.97,-36.4,-3.2225,-0.0925,21.5375
4,2.25,0.12,0.93,14.81,15.47,21.62,-7.16,-0.425,-86.43,-38.36,-2.125,0.06,21.14
4,2.75,0.11,0.82,14.415,15.21,21.08,-6.89,-0.39,-85.25,-39.71,-2.6725,-0.0625,20.8575
4,3.25,0.11,0.9,14.315,14.91,19.8,-6.82,-0.45,-84.22,-37.41,-4.2275,-0.13,20.4975
4,3.75,0.11,0.85,14.235,14.89,18.92,-6.8625,-0.54,-82.935,-38.62,-3.4325,-0.11,20.185
4,4.25,0.12,0.7725,14.005,14.7825,19.7575,-6.8825,-0.5175,-82.49,-37.4975,-2.99,-0.105,19.8625
4,4.75,0.11,0.74,13.955,14.7725,20.41,-6.765,-0.5375,-81.84,-37.165,-2.52,-0.085,19.575
4,5.25,0.11,0.8475,13.6475,14.4375,21.0025,-3.61,0.4175,-77.165,-39.3075,-2.47,-0.05,19.2575
4,5.75,0.11,0.92,13.7,14.61,21.45,12.7475,4.37,-65.86,-31.75,-2.9475,-0.14,18.975
4,6.25,0.12,0.7075,13.93,14.605,20.2575,42.835,11.905,-40.005,-21.725,-1.2,-0.25,18.7775
4,6.75,0.13,0.63,14.86,15.435,20.02,155.48,50.86,36.55,-5.49,0.8225,-0.505,18.6175
4,7.25,0.15,0.55,16.08,16.4,17.995,317.26,90.83,112.94,22.695,3.245,-0.88,18.665
4,7.75,0.15,0.725,16.88,17.125,17.15,428.54,110.29,185.53,50.03,4.4775,-1.0175,18.77
4,8.25,0.19,1.0025,17.57,17.725,16.3325,539.49,135.7275,258.095,89.66,6.52,-0.93,19.035
4,8.75,0.22,1.3125,18.3125,18.3925,14.605,641.09,158.17,320.325,121.58,9.87,-0.81,19.545
4,9.25,0.24,1.3575,19.0425,18.955,13.54,730.185,177.5375,376.7725,153.0125,10.455,-0.9,20.2575
4,9.75,0.25,1.4775,19.75,19.7,13.035,797.48,192.68,421.5925,175.6475,8.495,-0.815,21.1175
4,10.25,0.28,1.36,20.455,20.16,12.64,856.1125,206.3,456.12,208.95,10.49,-0.77,22.0725
4,10.75,0.29,1.44,21.275,20.72,12.09,893.625,214.52,480.22,229.58,9.98,-0.815,23.0625
4,11.25,0.29,1.535,21.8925,21.285,11.7425,917.87,221.025,495.9075,241.36,9.495,-0.67,24.0075
4,11.75,0.3,1.6,22.38,21.61,11.56,932.25,222.565,499.22,252.88,9.27,-0.7,25.19
4,12.25,0.3,1.52,22.83,21.83,11.23,921.21,219.875,489.83,256.67,7.755,-0.58,26.22
4,12.75,0.3,1.71,23.0125,22.345,11.3225,908.7375,213.825,473.555,258.1,9.805,-0.555,27.3325
4,13.25,0.32,1.7825,23.22,22.71,10.93,868.0725,205.755,445.485,248.8525,7.495,-0.59,28.3275
4,13.75,0.32,1.79,23.31,22.9525,10.63,808.115,192.32,405.57,232.28,7.4975,-0.555,29.105
4,14.25,0.33,1.97,23.38,23.17,10.22,749.55,177.6825,359.96,225.37,5.355,-0.605,29.8725
4,14.75,0.3,1.9225,23.425,23.1575,10,657.0775,158.66,299.85,202.9425,4.8175,-0.4525,30.4725
4,15.25,0.31,1.8825,23.475,23.0875,10.13,555.5775,137.095,235.225,173.9225,2.4375,-0.49,30.8
4,15.75,0.3,1.99,23.3425,22.81,10.18,446.715,113.215,163.5225,150.49,3.57,-0.41,31.15
4,16.25,0.28,1.97,23.1675,22.88,10.225,340.28,88.5625,89.2525,115.65,2.56,-0.3,31.33
4,16.75,0.29,1.9275,22.945,22.8275,10.31,230.9575,65.2,17.175,78.335,-2.5925,-0.3575,31.15
4,17.25,0.2875,2.0175,22.395,22.3125,10.5675,120.95,38.2175,-42.78,44.7325,-2.825,-0.245,30.91
4,17.75,0.24,1.84,21.73,21.88,11.0975,23.8475,7.5125,-95.14,6.88,-3.99,-0.09,30.5
4,18.25,0.2,1.66,20.765,21.3225,12.07,-3.06,1.07,-111.805,-10.6075,-5.745,0.09,30
4,18.75,0.21,1.5375,19.985,20.4875,13.91,-8.135,0.03,-110.455,-18.765,-5.205,0.0875,29.36
4,19.25,0.2,1.5,19.49,19.95,14.985,-8.0425,0.075,-106.4175,-27.22,-4.6,0.0425,28.66
4,19.75,0.22,1.5,19.1025,19.52,14.7125,-8.1075,-0.02,-104.5275,-32.25,-6.68,0.065,27.94
4,20.25,0.19,1.29,18.6925,19.31,15.0475,-8.155,-0.1875,-101.5425,-34.23,-5.275,0.13,27.21
4,20.75,0.18,1.145,18.215,18.8275,15.37,-8.2325,-0.23,-100.09,-34.1825,-5.11,-0.0425,26.55
4,21.25,0.18,1.065,17.79,18.415,15.6275,-8.195,-0.3325,-97.72,-37.58,-4.7,0.1,25.9
4,21.75,0.14,0.8825,17.36,18.0375,16.75,-8.0325,-0.295,-96.155,-39.06,-3.9375,0.1,25.29
4,22.25,0.16,0.66,16.87,17.375,16.7825,-8.0625,-0.42,-94.215,-39.25,-2.37,0.03,24.74
4,22.75,0.125,0.66,16.54,17.09,16.705,-7.8875,-0.3725,-92.5025,-42.27,-3.55,-0.06,24.23
4,23.25,0.13,0.855,16.09,16.6675,17.64,-7.66,-0.455,-91.945,-37.385,-3.365,0.0025,23.75
4,23.75,0.13,0.795,15.64,16.405,18.5625,-7.6575,-0.4275,-89.675,-42.495,-3.18,-0.05,23.27
5,0.25,0.11,0.5,18.83,19.665,22.825,-7.91,-0.175,-90.89,-32.445,-4.285,-0.05,27.28
5,0.75,0.11,0.505,18.565,19.385,22.01,-7.5625,-0.215,-89.34,-33.06,-3.75,-0.085,26.79
5,1.25,0.1,0.47,18.185,18.84,21.8525,-7.4825,-0.23,-87.615,-31.1,-3.84,-0.1,26.385
5,1.75,0.1,0.595,17.71,18.425,22.44,-7.51,-0.1,-87.085,-30,-4.43,-0.15,26.005
5,2.25,0.095,0.54,17.2,18.225,23.105,-7.36,-0.095,-85.735,-30.09,-3.89,-0.09,25.59
5,2.75,0.1,0.575,17.08,17.985,23.555,-7.46,-0.175,-84.82,-28.235,-3.635,-0.1,25.195
5,3.25,0.1,0.6,16.96,17.855,24.24,-7.19,-0.235,-83.355,-28.62,-2.68,-0.05,24.815
5,3.75,0.1,0.59,17.075,17.96,22.265,-7.14,-0.265,-83.385,-29.795,-3.655,-0.1,24.515
5,4.25,0.1,0.6225,16.7225,17.7025,23.6075,-6.86,-0.25,-82.085,-31.9375,-2.03,-0.09,24.12
5,4.75,0.0925,0.7,16.6625,17.435,22.37,-3.835,0.725,-78.5925,-31.4975,-2.32,-0.0725,23.815
5,5.25,0.1,0.61,16.3025,17.2025,22.0825,13.0725,4.7075,-66.2425,-29.5775,-3.2175,-0.1475,23.49
5,5.75,0.09,0.59,16.73,17.525,20.325,60.505,19.24,-35.4725,-19.715,-1.51,-0.24,23.205
5,6.25,0.12,0.6,17.3825,18.2925,22.795,194.4475,65.3825,36.9825,-1.5275,-0.57,-0.5775,23.02
5,6.75,0.13,0.535,18.2725,19.105,22.42,306.705,86.5225,102.2225,22.1475,1.3875,-0.7275,22.975
5,7.25,0.15,0.68,19.075,19.8475,20.62,417.93,108.61,173.5425,51.915,3.4125,-0.7,23.105
5,7.75,0.16,0.845,20.2525,21.0875,18.315,522.515,131.99,242.385,82.185,6.08,-0.605,23.345
5,8.25,0.2125,1.16,21.2025,21.9125,16.3425,623.04,156.895,307.075,116.0325,6.42,-0.56,23.69
5,8.75,0.24,1.3725,21.8925,22.5625,14.3025,712.1,178.13,365.06,153.9225,6.625,-0.605,24.275
5,9.25,0.26,1.55,23.095,23.58,13.3225,791.49,197.9525,411.705,188.325,7.8025,-0.6275,24.955
5,9.75,0.28,1.49,23.7875,24.165,12.6375,858.3625,213.3725,451.8725,210.03,6.16,-0.6375,25.845
5,10.25,0.29,1.54,24.145,24.5225,11.97,906.44,225.995,480.58,234.3425,7.455,-0.5075,26.82
5,10.75,0.3,1.6975,25.0375,25.13,11.155,942.7875,234.0425,502.0725,251.9675,7.28,-0.5275,27.865
5,11.25,0.31,1.68,25.7475,25.5875,11.045,963.6875,237.39,511.9225,267.1575,7.5125,-0.41,28.8875
5,11.75,0.33,1.8125,26.0825,25.955,10.775,971.4575,239.08,513.205,275.69,6.77,-0.46,30.09
5,12.25,0.3325,1.83,26.5225,26.3225,10.42,966.93,236.69,505.26,286.6675,5.62,-0.46,31.0725
5,12.75,0.33,1.855,27.1625,26.625,10.16,942.805,229.9875,486.5125,280.22,6.5175,-0.37,32.1675
5,13.25,0.35,2,27.32,27.0675,9.8425,905.2925,220.49,459.89,279.55,4.2975,-0.35,33.035
5,13.75,0.35,2.16,27.3075,27.1825,9.8675,853.36,206.325,422.935,268.2475,6.1,-0.36,33.8825
5,14.25,0.3425,2.13,27.48,27.255,9.7575,785.0975,191.7675,376.8725,247.435,4.56,-0.36,34.5825
5,14.75,0.35,2.2025,27.7625,27.38,9.4425,702.84,173.8975,323.035,231.44,4.475,-0.3475,35.0825
5,15.25,0.33,2.2625,27.7,27.41,9.49,607.68,154.195,259.5375,199.04,2.3475,-0.36,35.4925
5,15.75,0.33,2.3425,27.685,27.4525,9.445,512.52,132.895,193.5075,176.96,1.7,-0.24,35.8825
5,16.25,0.34,2.255,27.5,27.385,9.8275,404.1225,106.8375,119,148.22,1.07,-0.22,35.9825
5,16.75,0.33,2.235,27.0925,27.3,10.095,303.33,81.72,48.9775,113.5125,-2.02,-0.22,36.0275
5,17.25,0.31,2.3525,26.7125,27.02,10.395,194.0875,55.405,-14.7575,74.265,-4.5075,-0.21,35.825
